,UKF255,UKF259,UKF266,UKF296,UKF304,UKF313,UKF334,ZH8811Abulk,ZH916T1,ZH916bulk
IGFL3,,,,,,,,,-0.024056557662425794,
BMP1,0.11992909568574994,0.022051662658065442,0.08838946756978894,0.004308331489963558,0.09249342272387769,0.11734919022284401,-0.03482937161188247,-0.07943977106578361,0.10235175024173548,0.013090986292758776
NDP,0.1425964820155501,-0.022451527544167082,0.026502159915032266,-0.014520408099752514,0.06484953970579656,0.02328619380458343,-0.0057835204752826,0.06985062891275932,-0.07959212609769176,0.016631364843187668
TNFSF18,,,-0.01640752913490618,,,,,,0.12061993661455578,0.043563639531984374
IL36G,,,,,,,0.08712459823143488,,,
RTN4,0.015636057170932187,-0.004480800333262916,-0.05971982687103361,-0.050199013790654896,0.04107483411291188,-0.056412461357902906,0.003096578879433378,-0.023607586167184058,-0.08164871765250808,-0.026190619965520558
HEBP1,0.04683892418389035,0.005047664805747979,0.05465687208781891,0.03843284221790397,-0.019751993403685216,0.0725633140500908,-0.027230766802666923,0.04877563940494052,0.0010116717818209212,-0.012521396706560599
WNT7B,0.021536308902188665,0.050762339770601086,-0.03419635349278568,-0.013874671470403827,,0.04735594361907472,-0.0148960724629129,0.0579212774947429,-0.04303991859213681,0.021072863387731188
PTMA,0.03206439021198755,0.021010462988888028,0.09707458229577826,0.05164940113856759,-0.03434457404815134,0.11641276221765189,0.008426364803354895,-0.008951554503148097,0.12756583710589178,-0.028335045739125625
FASLG,,,,,,,,,0.0594275428404619,
CEACAM1,,0.021690065644310624,,,,,,0.006356785486621244,-0.02902953147920402,
PDAP1,0.014045017507228238,0.005746172658396272,0.08355821425151927,-0.04147184207810826,0.06429539481878895,0.06324824191023719,0.019452597724240444,-0.046469169300635924,-0.09712665320433593,-0.034707159197076044
QDPR,0.0370687565249347,0.016183075584402518,-0.058897462698353054,0.015627865025137255,-0.010628623566641002,0.03565150063917784,0.011568417041695903,0.038102229648097556,-0.022979899072036947,0.012102378755080634
POMC,,-0.012556294135876002,0.060113721089372935,0.05398174514718305,-0.05008389001589864,-0.008977619964195096,-0.029036986939828213,-0.00010329846016196268,0.05924970654470786,0.06498737370760845
CCL18,,,,,-0.05588921428762312,0.10569692071432633,,-0.03281216160983062,,
CCL17,,0.05296116443432405,,0.04911093922329881,,,-0.012380853782809844,-0.012720653851371142,-0.018911093951932585,
VEGFD,,0.08349948484652882,,-0.012596569308303716,-0.018236491509699873,0.002899453249330467,0.011594009812559657,,,
TNFSF13,,-0.01368495503397353,-0.015911880457201058,,,,,-0.005910609840086212,0.009730549464058063,0.12051931317759522
WNT5A,-0.009470293731519272,0.043348297751061686,0.027849338484598245,-0.009014724760479847,0.07983557740317261,0.0609692360802662,0.011346680997977627,-0.0316136310521577,0.14556093455098398,0.05077490129552119
CXCL8,-0.08387748207904737,-0.02237168694195475,-0.022633617919238146,-0.011730473056934951,-0.041554866410030075,-0.024356587321807396,0.016930374322285377,-0.06192849415607485,0.004411657039453571,0.03903901760261209
GRN,0.06944815154345192,-0.00476998072448967,0.04388973882450944,0.03620459458415841,-0.042878089996539796,0.049679364946377674,0.01060639529216,0.004953371378806268,0.17459491820788164,0.06067047817367398
MIA,0.07205028790723378,-0.012107607070595518,-0.015504805743881654,-0.01432594477540021,,-0.036320915952219,-0.01817242754240027,0.037112138309954315,-0.05158418461891816,0.059654191396357276
COL4A4,0.023485167725855995,0.007382348098163693,0.057966204481848665,-0.02406644791807841,,,-0.017627928896805957,0.15324124919705062,0.16107048571310534,0.042344602526292366
TAC1,0.11585786874627696,0.04765655442587613,-0.04219625468958421,-0.03618902087270961,-0.007235813904166325,,0.005792041109178713,,0.008576746919192352,0.04355576492401981
RARRES2,-0.042831325441623526,0.0055814535032833405,0.01361761246645235,0.0036136206641429933,-0.004708333283471602,-0.12770191754319468,0.014757141084790029,-0.047678548649832383,-0.0036015884006230982,0.009515458143411598
FGF7,0.0049016592481952274,0.01806855203039383,0.036217384763007524,0.02239478067174782,-0.01698168280947878,0.04524320958058608,-0.04742403442386917,-0.006865132334345844,-0.04746725122397943,0.04964210741645088
HBEGF,0.022062729873312845,-0.02900171605463242,0.10660231187192394,0.004551154971521916,-0.03498853697600518,0.04738852357524971,0.003763035924161835,0.022122211356291985,0.004865614560884054,0.05771628167763851
CSF3,-0.02535742925205374,-0.023647147588419265,,,,-0.040234982843920235,,-0.02385931326893436,-0.01991046455080802,0.07684685300004078
PI3,-0.04117587377977715,-0.04080783744158686,,,,,,-0.08701791438472588,-0.04325882486551591,-0.01866489388534109
PCSK1N,0.047086347143987045,0.06716663949541145,-0.07578224730717081,-0.03807042083684818,0.05613211437372226,0.0004910222794179679,-0.08348157095352017,0.0588316345231272,-0.11756703268203457,-0.03303650182867849
NTS,,,-0.018481830183196143,0.004616804673217039,-0.01641870041395791,,,0.014207092162799417,-0.029484682984559817,
SFRP1,,-0.017310872236228552,0.0024060987070621087,0.05157439509844651,-0.059350149669940865,0.020789447233229414,-0.001469732475222426,0.0053914235559949075,0.09119980994082515,0.033568832786881574
CXCL13,0.009377137688336661,,,,,0.07504531949043461,,0.09586517086451088,,0.10758747053047778
MICA,0.07798153370333273,0.031849392404135576,-0.039228290778535686,-0.04088961038386786,-0.04244680500881765,-0.02381949873326147,0.00617807287649791,0.00840395215935335,0.033459230441586656,-0.042014784507717264
TG,,-0.01868117377783862,-0.02133290408718863,-0.01242799210537723,,-0.009941073002675051,-0.01859778935663388,-0.016902568622737996,-0.038829203643460944,0.08411292474570477
ADA,-0.05003309320574568,0.011922475119093388,0.04848741369938951,-0.020184058638922957,-0.024367241909579826,0.07856785402868446,-0.032161037408589485,0.022681300883709708,0.1568897923565464,0.0918300122297677
LAMC3,0.1352150150528648,0.038630020642314584,0.04569753571149837,-0.025505998676404438,0.00819704091931696,0.022805609719045536,0.027266365044929245,0.04473921017257687,0.15019416086924361,0.07142203406617942
CCL7,,-0.013506458793918506,,,,,,-0.01906532800458212,-0.020864236834532434,0.015784284192186065
NGF,,-0.030946746808412227,0.05207008365316,,-0.01641871122458277,0.12577259103693977,,0.03849695198125538,0.2712543262465508,0.0074373947235332
TNFSF15,,-0.01504010245946579,-0.024718240185355483,,,-0.025622427919566093,,-0.018586553952775087,0.04482354508736832,0.036189719454974754
HMGB1,0.019083470794654767,0.027243594032366914,0.08836254844098924,0.052987546868055804,-0.025574196689865325,0.09280354186434299,-0.009752790921465167,-0.03771947741752856,-0.07968660237346972,0.006898993707602021
ITGB3BP,0.03235559935731482,0.052335393199282265,0.0918005224666456,0.0011512340633591744,-0.04473108612340878,-0.00044020779174579005,-0.06549467719013842,-0.03458627082429917,0.023656139806011296,0.02773016818852718
AANAT,,-0.013684956494542733,,-0.014325945572245837,0.053598475134890036,,-0.0166077311081838,-0.016725672226907615,-0.02207523265505772,-0.022062484519035492
RELN,0.042590277081733165,-0.02375401979637416,-0.008448105445329325,-0.050897577180485674,-0.02924547790540855,,0.05529051752411176,,,-0.06788556983096956
IL15,,-0.03421969809928659,0.11187309376849254,0.0063155655664601015,0.001153203420897888,-0.04002765291062116,-0.015402903005995238,-0.01612188389544227,0.1081741578331504,0.03339808985760916
UTS2,,,,,,,,-0.014243134012824824,,
