,UKF248,UKF251,UKF259,UKF269,UKF275,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1,ZH916bulk
IGFL3,,,,-0.015533293409268886,,,,,0.027741572446540026,
BMP1,0.017037353886785806,0.027488363050628274,-0.0223160790851774,0.04805905441501773,0.005240571662172859,0.07921854286395395,0.010203738788275046,0.10332002758915403,0.11885777826869584,0.03780908074306417
NDP,-0.0027619604760592813,0.0728670048658734,-0.031554416455063704,0.05121135333687077,-0.022454663761810552,0.007786789164703735,0.01571177028634384,0.031447351449583306,-0.029701064370978598,-0.057363150893609605
TNFSF18,-0.03532089254502334,0.023773647238055882,,0.04190493742921926,-0.011245537347956826,,,,0.07615826991446328,0.036372094095471895
RTN4,-0.01797762283395299,-0.08046154918272377,-0.008010678052870703,-0.06439019839655963,0.015347761871179751,-0.025870608946524584,0.043563371155237875,-0.06758990633038857,-0.07383739015150877,-0.020132436564600353
HEBP1,-0.04251240336108406,-0.0348319384602165,0.051566536093146875,0.006431010128543844,0.0049902164992343305,-0.035546918132328756,0.030435027293499877,0.03530828960770531,0.01944589728836018,0.01737772435378691
WNT7B,-0.03176884833982165,-0.02116962566654248,-0.026976177030291693,-0.03135108155872218,-0.03223428598711739,0.06048382422410147,-0.014526912742428663,-0.025144464951925346,0.07509856300079626,-0.01865883010858616
PTMA,-0.04842161521880259,-0.00028405057653439097,0.0037878558115474878,-0.04730498551853264,0.0015410531546970175,-0.0952749828659785,-0.019881686937115877,-0.011048547567687517,0.09899303776755261,0.060869878525714086
FASLG,,,,,,,,,0.09010043423727969,
CEACAM1,-0.022480780111226686,-0.01624641443182516,-0.012117002520929182,0.02260317321208875,0.04409867468605887,-0.022034258016690098,0.004672985831766413,-0.016688747082159013,-0.03499926066340051,
PDAP1,-0.004803504517561102,-0.0029776319267540968,-0.026667008262063696,0.044117712800021906,-0.013848096595452736,0.027485672754516466,-0.07312429400833034,-0.05313952644180496,-0.019547068479025476,-0.008868683374310933
QDPR,-0.034074131266761135,-0.018998794708111798,0.0019237342077823242,-0.04632813844730975,0.013483487680081195,-0.03764532736469048,-0.008667549621098437,-0.04356862579421145,-0.017596299995348494,-0.07286805102823582
POMC,-0.010052262030741738,-0.006281601600679865,0.012154779071120177,0.0028556967619547268,0.00842814646611508,-0.027476133913507946,-0.021652194664150432,-0.027300597898612274,0.06503605984957893,0.07471718099157895
CCL18,0.023135203675940103,,,,,0.039088916995739194,0.09788041946775648,0.07452535519424736,,
CCL17,,,-0.018054780673954458,,-0.01402537451177292,-0.015632239574775393,-0.038066953585907254,,0.1216521324566181,
VEGFD,-0.028053898412595993,-0.023269729165760426,0.09774772803438175,-0.02602243316962701,0.041276564203035354,,-0.02637014068819063,,,
TNFSF13,-0.021170371986464327,,-0.012453783630970518,,,-0.02999591974558707,0.010378472369879231,0.06222180747496839,0.07813055648029496,0.028274254564949655
WNT5A,-0.015273963828316401,0.032871786157757134,0.0010468235246026511,0.025965837942955386,0.003416217481449306,0.05764279213934566,-0.03604950984170081,0.03140855955541964,0.10945403631711305,0.027708002344688256
CXCL8,0.061628682105731226,-0.02178839514998391,0.004828884016050761,0.05741851754758804,0.07888903779581746,0.12008478205438791,0.021475562348760177,-0.005524357729541772,-0.015226988840529884,0.03552129247451195
GRN,0.0142159894116555,0.07290132399484868,0.029340273779568687,0.0628239177709719,-0.01445803308330105,0.07610280433245287,0.006744367605077646,0.07732395630667108,0.12362666401393889,0.015479861965206896
MIA,0.061190598141738085,-0.005297946038316658,-0.0054306836312685855,0.06834610416714279,-0.027567059129263993,-0.041504738605266094,-0.026598510043674726,0.03329923252311261,-0.05608780050233623,-0.0224957665686675
COL4A4,-0.0031983396099173563,0.04316780944301648,-0.007272806892720934,-0.015306907693535085,-0.014642924916745579,0.004926138993858236,-0.0023447606626186483,-0.03363359353541671,0.024552460812200645,0.019542306899176343
TAC1,-0.04333837154938759,0.02202312653583123,-9.32378057211104e-05,-0.020433071197363824,0.004345786972226128,,,-0.001579916214711523,-0.015039229580413427,0.030129960070284425
RARRES2,-0.020677327247509807,0.011017433271512268,0.03793567540238516,0.006831655397921339,0.010031716909908705,0.12444815595866411,0.026870319853407147,0.08989350980497046,-0.0005587073880716526,0.09456502897725323
FGF7,,-0.026264192121061968,-0.032003773918674816,0.03475893112979353,0.05118771951191978,-0.04287794229348091,-0.012589406477565977,-0.052724526855413525,0.016890745630040175,0.12806315257016335
EFNA2,,,,,,,-0.025063053953164736,,,
HBEGF,0.004804527164267692,0.020137368153964698,-0.0012699077139480609,0.08630024352707279,-0.003543329757515001,0.051670218367847645,-0.0013022919347054096,0.06030477621625437,0.03397663694900089,0.10807154493399947
CSF3,,,0.03241660712262943,-0.01619441371837228,,0.14148678641066806,0.019695493820373302,-0.02392559860286169,0.04581739299523317,0.0680676160165264
PI3,-0.029513874559582758,,0.07160369906589614,0.02464714956707829,,0.12362222849278263,0.016776445241128722,0.045378174180945974,-0.05215471315977632,0.04600988046440876
PCSK1N,-0.06711846127407571,-0.029158362331720204,-0.01805394109016595,-0.021761386179839977,-0.04229471074611011,-0.07035417027920225,-0.07448597603903784,-0.037067890903157354,-0.049122361990510795,-0.08241168725040399
NTS,,,,-0.019904882508007787,-0.016727839586405096,-0.03646838767178243,-0.030534575191001497,-0.05531930119779841,0.024975503566871414,
SFRP1,0.0405744892682081,0.04013068388323355,-0.015753494020123802,-0.0024017462321158545,0.01757460774475855,0.024130191678001175,-0.006140391745170724,-0.04021222669597395,0.18184630508756716,-0.03776676179530568
CXCL13,,0.03026309660052438,,,,0.02958325849696744,0.025116563294726977,0.004738621493325697,,0.06448816891296226
MICA,0.05058648596181733,0.09721515265488587,0.04005948638686345,0.05047888794202872,-0.03307240836975205,0.17031170440179882,0.03329211589533989,-0.06078400084357599,0.09788839753202042,0.08844141718746837
TG,-0.04417807009307875,0.006937095332404408,-0.017000515940621998,0.05872745078190318,0.11963951941626899,-0.020771338110991928,-0.005776898167915655,-0.019691135304799743,0.01739551564525018,0.05581141406179224
ADA,0.058094206094136035,-0.03734997627295396,0.009364235906181859,0.06363956601412599,-0.01737284254111647,0.06319188237217552,-0.005260844087580836,0.07208888002127324,0.11580321502082404,0.03336936024553483
LAMC3,0.006376971852401946,0.005804033415284608,-0.027804304653605897,0.061821648066992196,-0.03479236406996691,0.029388373348365405,-0.05927090370247787,0.11468662721779774,0.1245577242292948,0.06758547174320766
CCL7,-0.017844643654544624,,-0.01229134586284717,,,0.04972789758828218,,,-0.025154827732505512,-0.024888447093073602
NGF,-0.007630555184724489,,0.002557179418912504,,,0.04013094677783972,0.00883439078666608,-0.012973358562842504,0.03539073533301114,0.08163207649724452
TNFSF15,,,-0.013687014780305692,,,0.015222181105340559,,-0.014857385980529929,0.07951802099668455,0.06914893898039962
HMGB1,-0.07385778438713718,0.023595744909463857,-0.03409513344857319,0.019217857245028044,-0.03543525715463727,-0.08340915110473646,-0.0642887385158656,-0.0013623377477521136,-0.10197911034710629,-0.037613085891648385
ITGB3BP,0.08670988570326671,-0.025863061157731713,0.055365882259585594,0.021498452537810298,0.018406163061718127,-0.0006433302651503908,0.0819849351544033,-0.010714481696623528,0.034305501177856246,-0.0004800102367031528
AANAT,0.027160514684481513,,-0.01245378496013914,-0.01460779942590944,0.029955362143357648,0.021872731112498604,-0.020944993196735495,,-0.026614856752099427,-0.0014781653644932735
RELN,-0.015151477900510597,-0.019225491508077286,0.03134717575367187,-0.013236822790843738,-0.007411632499868354,,,0.06357051889683946,,-0.008558791658870498
IL15,-0.017444396890537808,-0.016280099143442577,-0.013859221070431601,-0.028240692489770246,-0.011431989668225031,0.01995442079958058,-0.012848274863920532,-0.0259872654634129,0.07240503886852388,0.010253780819296338
UTS2,,,,0.0031170626052099883,,0.07993975579831411,,,,
