,UKF248,UKF251,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1007inf,ZH1007nec,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk,ZH916inf
SFRP1,0.010667892350361394,-0.02653507647227672,0.0027353788033993623,0.0018263346838564129,0.006469367009938845,0.01928189684931325,-0.039604650237847504,0.01617919049385682,-0.050678676168218216,-0.005529210563064086,-0.031059377110306353,-0.026505324531505187,-0.012405614902778101,0.021746531710779678,0.03960126247872017,-0.0479391402716551,-0.010034475837189341,-0.019382605843493574,0.05259419178091399,-0.02014954058151179
CXCL13,,-0.044113316496162035,,-0.0046430411350590695,,,,,,,,,,-0.009633761524277648,-0.010274283666855472,,0.003378939616920903,,-0.005989017743720435,
MICA,0.032213950648934245,0.03551134789591521,-0.04152331959963838,-0.00019727866581254407,0.021075462697636493,0.07661855572278335,-0.027730726174096096,0.02330739884142286,0.024050726730582825,-0.030905020315769912,0.06759392970603,-0.07240919167305719,0.027501829793206325,0.07742209557746033,0.06863085605438965,0.01614409701745955,0.04352181171536832,-0.013425181334189967,-0.011023928975730157,0.03564185508686835
TG,-0.010334069053928387,-0.003015600268708762,-0.00015008976017493193,0.10562615333092175,-0.030088408162450574,0.025440313632209777,-0.018017175074670207,-0.01967469980354278,,-0.018319240311646046,0.04734512175375054,-0.00888409576701633,-0.04891370365232879,0.0450139701028694,0.04198824957714275,,-0.007296068194197113,-0.0261327547380276,0.017051421729253474,
ADA,0.07244216485221004,-0.013941750846640543,-0.03155912116997811,-0.015836864324100537,-0.03296269197763687,0.04747837951128541,0.014921413810324961,0.00625728461771652,-0.03192014232683364,0.05129159123969515,0.09755746818164743,0.011976038133960754,0.01956385907022034,0.0897857614480513,0.06389955031720808,0.05731145335315193,0.004656524059254755,-0.022014228768875644,0.03570748303277855,0.06850177222387412
LAMC3,0.04770335156596026,0.036075871809367645,-0.04707472995537507,0.03544842649824937,0.09226120203963482,0.13873926078708193,0.03143082241316167,-0.021409857188683025,0.04290191399591758,0.026136399971038556,0.0010702354201911313,0.02162452740830188,0.08374251048709698,0.09403893565863639,0.0969163687100589,0.08536369730963603,0.03059479708918904,-0.06853814619651562,-0.02917462646282962,-0.055628759349419805
CCL7,0.027251459234173558,,-0.017503664164623334,-0.034255750123071756,,,,,,,,,,-0.03891526836740976,,,,-0.014042007891778613,0.037101313141464067,
NGF,0.0301815068642398,,0.0031253432591869185,0.018210813359127477,-0.028712411610264596,,,,0.11921530518735786,,,,-0.04464276070028955,0.03471150457602263,0.1099755699379597,,0.028868024171229387,-0.042041348408584485,-0.02670254869785051,
TNFSF15,,,-0.019491186140555963,-0.022829838348758475,0.050924267885451124,,,,,,0.014841290075238784,,0.03419692520784144,0.08767695910007343,,,-0.01774487848301243,-0.03710141598720042,-0.047980482536062775,
HMGB1,0.09390743153793811,0.002471052647027185,0.0611368209444593,0.03965387774081335,0.04123831254520032,0.07185418072858539,-0.004693065253366876,-0.027312196709722812,0.08038869577631978,0.03303237548604199,-0.009537795595934205,-0.09148372685987095,-0.04185975660907695,-0.08135553368816871,-0.1381263209963518,-0.013031686678927408,-0.021292756494306276,0.06199765194621744,0.001875582999431784,-0.024636405752956093
ITGB3BP,0.0006416271144970105,0.037331872380017755,-0.01842777211505387,0.03876056452853183,0.07401030245237702,0.0724403913347458,0.0177171967466761,0.030391119324041278,-0.016097694512322125,0.016251253878518255,0.08772793393387739,0.05579768391450844,0.040114410972941314,-0.04477458680561061,-0.010895258741385097,0.0356220145237419,-0.006484609374595417,0.0595064763408371,-0.06448605132395495,0.03237021858436691
AANAT,-0.010890787609811946,,-0.01773498784861449,0.024760364342050638,,-0.02461123709497265,-0.01620295083734979,-0.02267934161415163,-0.00254666632393601,-0.01635898823068964,,0.029432341692869343,-0.03128891734864496,-0.03413967088208552,-0.04231243893962947,0.05319205443099947,,-0.014857029931817109,-0.02647113855843689,
RELN,-0.0008553080662292138,-0.07359649474252314,-0.03078396724260249,-0.021499638234003283,-0.007056367424510154,-0.033888147860463604,-0.011262255673418447,0.02026966859738974,0.06810265345647531,-0.018110811973557912,,,,,,-0.025352592267804952,-0.021433890153688365,,0.04176125954612991,-0.013965308051249478
IL15,-0.013296566387377603,-0.001358088131715696,-0.004437241001690398,0.07116998775748308,-0.024807212641963974,0.08464934542518587,-0.039477700680824644,0.039236660938345755,0.01989308019833429,-0.015172205483828185,-0.04414107681277482,-0.01187828589856766,-0.01211210733262937,-0.011831894780121574,0.01114802137817062,0.033661484982698366,-0.04328521997737559,-0.004369371881500055,0.07665636054146986,
UTS2,,,,,,0.030971400845887703,,,,,0.04351074604956344,-0.033794729553829395,,0.09098043999399538,,,,,,
BSG,0.028221537131777802,-0.03002693163349825,-0.039849845866108055,0.044699547833975596,0.04519765137095486,0.00920753831145563,0.10470704999804419,0.012088254236611463,0.04298088585392074,-0.029547984328347043,0.015127422380421416,0.0517996488222421,0.06389091239664771,0.01299460009282205,0.0264776499554414,0.018110525692046724,0.02133425497780875,0.04116192911526431,-0.0038854133127372626,0.013571071939137449
ADAMTS3,0.022026704049653918,-0.012664586481917489,0.014076916998644357,0.01791801775236594,-0.001558082610769425,0.09308657464396945,-0.026015601401734693,-0.04269270620846747,0.009781599386308161,0.07111127716841344,0.042239496186151186,-0.03466207835083061,0.05757513283192506,0.08972421649292138,-0.005480010293643408,-0.012320754880447754,0.0740015319496586,0.03805345034364429,0.017220798982572227,
CD34,-0.008799121051795084,-0.008908220393435199,0.008315893608849836,-0.0028943475928044924,0.040648009094384874,0.09308702261554985,0.0021991266611024814,0.03010186180228092,-0.0026869130283162456,-0.024577829160513005,-0.009751033439927328,-0.013676311352776792,0.07139605180570265,0.08638669306216454,0.09456453523153498,-0.013110395073996636,0.039587601352546194,-0.01563907831668094,0.01978677304652287,0.0015417543721866673
CCL23,,,,,,0.04079958058568036,,,,,0.05594600090210575,,,,,,,,,
PLAT,0.06676362753443714,0.010961131856550706,0.10896215763166898,-0.001208068172209336,0.022678302566639257,0.13027621214076135,0.07477245869943336,-0.02616925059755875,-0.059591346233531316,-0.04718461931598958,0.020408043507225505,0.051635241567886195,0.059488411962690564,0.056416732021868976,0.06619621582328383,-0.00873112295320304,0.021044215326501706,0.010549670205669867,0.002900353274987109,-0.07174454200318342
NTF3,,,,,,,,-0.028879734351012838,,,,,,0.029429175010243128,0.08741083927269219,,0.04533980888061463,,,
LTA,,0.001964123922063556,-0.009647890191343194,,,,-0.01560513026793052,,,-0.015172207356692311,,,,,,,,0.0006557810922568217,,
CKLF,0.006185370392435298,0.04422550575406377,0.025320548045575462,0.06039232020036085,0.014531164777297148,0.07833715353718237,-0.07643538749137359,-0.031229674023782544,-0.05494395639222851,-0.05581730953117632,0.11507258325763138,0.031131824954210872,0.09572359976917584,0.09767266844597605,0.03291357759455911,0.05208575929687652,0.016650512548750558,0.009183739244896521,0.020044392084204856,-0.056675138100289436
CD24,0.07188394193189807,0.050226390240781287,-0.0640988780123744,0.08961646003766154,-0.03512839021279596,0.05680344571785973,-0.07055871996774102,-0.005756866733496454,0.03698773908235638,0.0357280344829427,0.06524145149104014,0.09436925933595088,0.032877252799435486,0.010074292174939851,0.004450011916857233,-0.019149592874607015,0.028344914640063393,0.06676526333753421,0.029871695413841052,0.07339313151593956
HSP90AA1,-0.05738527935864435,0.04134460577104072,0.053486641288161094,0.030046543062973708,-0.07755410386259635,-0.08400281084184598,-0.0532624108813786,-0.006610576429546356,0.10442281824359806,0.06754464747263839,-0.03881005362062612,-0.07541509056785825,-0.12118181593871392,-0.23462822434853137,-0.20446862694459364,-0.05391902921934556,-0.06932674501691102,0.0630841208499852,0.08824924955946149,0.008294810248678768
BMP4,-0.004248170092729922,-0.0073195567510595215,0.05867591687842915,-0.02733189396802531,0.021865543861826826,0.03923896431100402,-0.011245462269413637,-0.02973883745051894,0.044467798102759144,-0.012928287720621802,0.030352017603320878,0.00597115484644866,0.001987569736565267,0.1500297327389025,0.01685241879387782,0.010587701045562824,-0.009626896272204801,-0.007975027906786732,0.05010369607661748,
SCGB3A1,-0.04204056632089692,,,-0.017205439813617527,0.016476958838444248,,,-0.019130246471134524,-0.03544419576467884,0.021184503963146365,0.007906712545271291,0.0769122376115422,,0.07489769971078351,0.06471534377355599,,-0.016235153847023332,0.028453372518011687,-0.010911586864993609,
IGFBP4,0.03699070028042114,0.0374296205785724,-0.039164639895015146,0.004554186085490833,0.036241143923633666,0.11699633931355599,0.0088627642407546,-0.04695081206205076,-0.03954357945683466,0.0140001502430152,-0.07390682116097695,0.0650659201334935,0.03761610359298768,-0.0027289307413828493,-0.022550400263561497,-0.04840601575859088,0.013426542057480529,-0.06553034722206191,0.003819644293233469,0.07059620491417933
RSPO4,,0.05875878835101596,0.04679485734483087,0.01754008403323056,,,-0.01814971651775268,0.012080072298733941,,-0.021046240192086545,,,,,,,-0.024817252448583123,-0.011021988235930537,0.014242487516549805,
LEFTY2,0.06609347273113043,0.01859941964519221,-0.03845723627870116,0.005391412999707375,0.005647865904465097,0.1338446541542277,-0.030786298100400546,0.03257685831307747,0.005937132563639615,-0.018729920544172815,0.032940589330334995,0.051526616364224224,0.08700620987098456,0.07374240255450698,-0.01235546522827145,0.048400042687527,-0.011780864853570688,0.13504236973762254,-0.027802574994621788,
PF4,0.04234544973770604,0.011637083068340243,-0.015271602140887628,,,,,,,,,,,,-0.02881878540638854,,,0.02162357026931693,-0.026147704229913343,
ANGPTL2,0.11384575721946603,0.010128380909666656,-0.022659188176802823,-0.016507220732090502,0.03826234319981208,0.04448284163528714,0.01276593415496505,0.030230502403957315,-0.08489836995839468,-0.03183923119396269,0.03991672464362427,-0.00726752438141885,0.035666849103556324,0.17631063236302516,0.10475831086299499,-0.0010828655207885246,-0.012139639666609098,0.01998447408123322,-0.008246247860141971,-0.11246908371090103
LRIG2,0.007032458726631611,0.03585475085823018,0.034291642037079434,-0.0014769474640655548,0.030519346908709666,0.05319695600178991,0.08439185330237249,0.017493666779666493,0.054295895682634765,-0.011657416038179422,0.12495634309018852,0.10414554890862913,0.06806029794229138,0.13003088852877343,0.06842249499957105,0.01381076583390965,-0.001844135888311778,0.061863089537716194,0.060038539442172204,-0.0803849321951218
ICOSLG,-0.011839258724125393,0.044531911188838244,-0.020818014568678458,-0.01880546771732723,0.012926086312618719,0.052753546230750875,0.010904870141647984,-0.01993619345528779,-0.05001514979020872,-0.024728790973876744,0.07612557313236289,0.0937730931748556,0.10634409318702982,0.06512285258580111,0.0467888922065615,0.046607098992775584,0.031221781711854576,-0.00835817962041461,0.004562874770942817,0.003546214191276485
WIF1,-0.02712820191101127,,,0.09353646013755307,0.013033654730959267,-0.028642232156563852,-0.014005706348325516,0.06871349254251943,0.04194218796092246,0.16052027534233962,,,,,,,0.04112843787065171,,-0.002995069528269315,0.0005677376462022404
NPPC,-0.040362443979430083,,-0.023690020995732176,0.0006666749579992611,0.01625102433858062,0.028212625001607934,-0.016679911946984996,-0.02658635712841161,0.03610438228752359,-0.05987464395724048,-0.06479828677368407,-0.0674520137223564,0.041801838682164597,-0.012127343491192754,0.0006396872407409681,0.048093957728519376,0.028713165785892458,,-0.026959953642108403,-0.005186025962050668
LYZ,0.022403701874135786,-0.02565351374010115,0.081864619943669,-0.02948796599712919,-0.02280531839001498,0.10043962302851074,-0.010389646123290408,0.020144635123139555,-0.018532754389909332,-0.03463461558382014,0.03408327767833331,0.13677338982424123,0.08863091382292902,0.002290142033342755,0.05648050323464861,0.00014747189445547124,0.016309086449456656,-0.04816762157098177,-0.017765910291779742,-0.04857935482760457
EREG,,,,-0.010319521804589043,,,,,-0.023469161745068506,,,,,0.04454941027230237,-0.008353946978369584,,-0.03091030634533568,-0.03019756281035688,0.055859869282995044,
SPTAN1,0.03062072550295786,-0.009155340741490077,0.07330557163440668,0.07174885934949696,-0.00432042078002104,-0.044394193902480304,0.01992387590356095,-0.014288646364442612,0.0625342141696601,0.07975114029977753,-0.00462498034487673,0.0023123428861218536,0.050523209611764,0.00340335907432942,0.11801722447140953,0.02561508197127103,0.10456327908000913,0.010266100073674091,-0.012046639320647215,0.0005793948698647443
PTH2,,,,,,,,,,,,,,,,,0.031280299892397945,,,
LIPC,-0.009232774993767621,0.04837042335690246,0.04005987425570698,0.016652700331457163,0.04363618082976249,0.027726080053873448,-0.016660270420287566,,0.03286207052912131,-0.023834118934028748,-0.04578776692125329,0.15358574937289524,0.016985290479151108,,,0.0034391506091899808,,-0.02528165095999134,-0.014446980799756547,
COL8A1,0.05893274012205477,-0.0032779846863426154,0.0099385713026892,0.03311982858331999,0.0168550313566545,0.01564135972716749,0.05778702182687641,-0.06049273037798546,0.013733421239472002,-0.04546524530791063,0.04021487559851509,-0.018750439007781176,-0.006445534799573141,0.07886480598414372,0.07947032905747045,-0.019273486046590304,0.03936794178733229,-0.06132276376282692,0.004590872536722282,
GSTM2,-0.039545119343662026,-0.0127441259903793,0.031236681789598004,0.006413556793932612,0.01672829805019867,0.03699029548263019,0.030282120964757006,0.04222297722428624,-0.004557453761569246,0.014188009008419397,-0.0046383078009335135,0.04459540010133996,0.07131644545394596,0.14114797449431077,0.04463699513438095,-0.008351363575187603,-0.014683456492021093,0.019745985422510444,0.0004122953464679644,
IL4,,,,,,,,,,,,-0.03782617447167756,,,,,,,,
SPX,-0.025032399552489138,0.047944520402456225,0.003055660000965298,-0.004018339007838857,0.05336567318601161,0.021100648915080334,-0.04357946772490151,-0.07994134785976036,0.00771861430123436,0.12785542525891572,-0.011338651598920689,,0.07550539291076405,-0.016525426146235554,0.0355769656569111,-0.031987755789147795,-0.021916880980817312,0.096672259321679,0.008925298887119883,0.01146582054247117
MFGE8,0.03093938084937776,0.03900944090419898,-0.025961027735129417,0.054279268878221605,0.0108305976502673,0.06248560901284476,0.04577654163298216,0.023292198668783855,-0.010635840610879839,-0.05754011103599755,0.01848089731738745,-0.08173444549905677,0.06731968619277919,0.10876379366052408,0.08497560544064625,0.001220175105952817,-0.0058506225402883034,-0.01251310752778779,0.04110871994940492,-0.03059026980694381
TGFA,0.03427081526305396,0.08200189914084463,0.023078618475484897,0.06854787629782115,0.012332240705394832,0.02561790923730898,0.0868154248443636,0.009919122598497778,-0.0333684598662915,-0.029493674536506323,-0.04495142172923651,0.06169118334639238,0.03377854979777019,0.11894174035528213,0.05361789063971204,0.004391358575304193,0.07226049616678089,0.08118626532101993,-0.02238366204035526,0.06021054608126199
SLIT2,0.0240666252003179,0.00019629233868097406,-0.028133691757532196,0.08619728893535726,-0.06423293455587395,-0.01609192688389685,-0.03323518909564123,-0.007351058890578923,0.06887137999273373,0.11084455250259362,0.05067854712585853,0.060115740499842515,0.06174824410842107,-0.0026668720713606425,0.07077744204672332,-0.013568354872272585,0.04789541510473352,0.03980846859888559,0.0060142448273053095,0.05582888463870564
PLTP,0.0134933520225683,-0.0005197810570165395,0.021434345045797387,-0.03608789547026123,-0.04431986472955156,0.07067369139883684,-0.059207925028868576,-0.0029823110564706047,-0.0661313866188148,0.054497936946241776,0.010129791188658237,0.029325137122271923,0.06459151254889349,-9.939723089977201e-05,-0.033692567231436855,0.026673859718180436,0.05036558531997735,-0.005271119544008225,-0.014430700158656511,-0.11753537271957572
APOD,0.06163512917732901,-0.043255160817110436,0.011388236811779626,0.14197016216174835,-0.053415392815796825,0.004720800822347666,-0.06201524592633779,-0.05379364294308798,0.013762504531155977,0.004010737013156202,-0.08674388610820008,-0.02349247693172168,-0.08202353733128005,0.20154201986220696,0.1360386733717262,-0.03559321104025136,0.012431397163819496,-0.07949659603586573,0.03036960609606658,-0.15379204583036038
B2M,0.05018281990912148,-0.08645661191362111,0.022301170257020355,-0.03760046881084903,0.04785859426893979,0.09962140985328845,-0.12099416343861333,0.021346715906234444,-0.07105635964186495,-0.0937775308737731,0.09122905178631639,0.12660142087654705,-0.038054969123640627,0.07799534797354318,0.015163156650477932,-0.01239871075252195,0.042468516956832694,-0.08423251986397998,-0.04784399849363465,-0.06910088616893119
OMG,0.0033328092410770662,-0.06754452162691145,-0.03626316753558479,0.09337628799499903,0.043581295180527085,-0.03854228384491276,-0.04301039352813087,-0.010113577057401152,-0.07071074623079723,0.0467551494920922,-0.05532027291841491,0.060414140595859214,-0.058687024278831726,0.15762764526183262,0.12045173982253939,-0.012818453413774269,0.019166578762373036,0.04878752830857455,-0.005135853000905904,-0.007964219886098823
CXCL3,-0.05407208813202485,0.10074962294086921,-0.01131985253326718,0.06155230345547783,,-0.03231337782500785,0.09247689238395986,-0.02046531704246056,-0.03337208872439186,-0.010926736777065628,-0.04142036989386091,0.054849191811335914,,-0.03628649045127773,0.0018335824790169076,-0.03309403302395249,0.023772172567027097,-0.043217432820437676,0.015050468873458685,
CXCL10,0.08491406076892745,-0.022876737880210673,0.017870553933957416,0.01972022940982411,-0.033908649322514466,0.043332660354038176,-0.06707455264151135,0.006701113097351717,-0.03239687498100836,-0.01736390706797896,-0.039290434390697376,0.012324606928945514,0.062765301206929,-0.01890383945549985,-0.038654345694660135,0.0021609703165101912,-0.03391049172345967,-0.026833863355354245,0.020107148708766946,
RSPO3,-0.050674567272589274,,0.01410472817775498,0.030384188963212277,-0.03230058855627049,0.0744407066961388,-0.02741240321687848,-0.014234719122699921,-0.04209435961395224,0.07696644221578366,,,,0.1094642371117979,0.051955787824138774,,0.03579316602385182,-0.014249892229491684,0.032121670820228966,0.08060108954938824
CORT,0.00337970336236352,0.019398253256889403,-0.010077829732541541,0.0212428186360344,0.0368493457755157,0.043177113467687545,-0.005561591680427546,0.009858343652585807,-0.039769595508462076,0.04235749728541929,,,,-0.0021463544975319653,0.05385202040298656,,0.006631368721321449,,,0.14185426728228512
NCAN,0.06656823575514018,0.05432193302643159,0.017127491639218874,0.1628960892000936,-0.028288738877148067,0.03542940350190144,0.061915935318129015,-0.017005081785138258,0.10337017916672464,-0.05226591773895545,-0.15348692320163013,-0.055268210216869354,0.08848790312694214,0.1919456106092187,0.14633069767848766,-0.012498108079073816,-0.037409509767715586,0.07773190141667527,-0.01682742414074738,0.036532538100796375
