,UKF251,UKF296,UKF334,ZH881T1,ZH916T1,ZH916bulk
IGFL3,,,,,-0.019802429945446703,
BMP1,-0.030790942349245235,-0.01872633189888725,-0.06067165274986858,0.06682473933656813,0.06849307432669126,0.04484756015460029
NDP,0.010074575475883966,6.485923728584639e-05,0.07980239672822023,-0.06971129512622719,-0.05006560973770372,-0.0005348808412787642
TNFSF18,-0.033243177248996635,,,,0.0887850914035535,-0.007490047418919519
IL36G,,,-0.013950286919932664,,,
RTN4,0.0007836617077300498,0.018283897932477856,0.10815997846749649,-0.004551277189289601,-0.09266458431364354,0.0251567157308996
HEBP1,0.0011329759455026372,0.03267796239478008,0.010775897635364254,-0.022232109903177644,0.018281064248799685,-0.04527212552707302
WNT7B,-0.020649631209920073,-0.011083478766645255,0.07375374861484017,0.05342128106156176,-0.032300385106329384,-0.03705739899387819
PTMA,-0.05468958411805827,-0.024877035325646637,-0.1142206852515307,0.0005780854842353776,0.09593466841904977,-0.035840361984162544
FASLG,,,,,0.07691542700604802,
CEACAM1,-0.015847349961928034,,,-0.01351765766452986,-0.023895990088554957,
PDAP1,-0.01016702742811029,-0.045066502380553826,-0.07661564324532623,-0.07833570749484522,0.0008690684678281104,-0.01795372041595696
QDPR,-0.02728578146768282,-0.04336811756694143,0.0035285564036551162,-0.08732998393522633,-0.010321077898469328,0.01669668107852518
POMC,-0.028158212554968507,0.010969630547281135,0.05564755693692008,0.045893760853944796,0.020033684700633925,0.09472249195488786
CCL18,,,,-0.0011809952228494867,,
CCL17,,-0.013718239704136548,-0.012743983149869863,,0.1673806784580404,
VEGFD,0.006345792786941014,-0.0100624947234946,-0.013658121465397303,,,
TNFSF13,,,,0.009203851787491103,0.07175661030320094,0.04095209402062493
WNT5A,-0.03981332236195211,0.02816284621856889,-0.05162716261046933,0.08353804121637275,0.056503509867382784,-0.0026186315937533726
CXCL8,-0.021253201714107696,-0.009370632618334615,-0.024354826618099103,-0.03316653092347164,-0.010078086800012058,-0.014356818025521722
GRN,-0.03863075204524783,0.03121874214077517,0.07782826711866049,0.03649677967449073,0.0968291254158794,0.0858238551813284
MIA,-0.0201861467099495,-0.011443968606318244,-0.018705423265245984,-0.034035570193355374,-0.045212616244034914,0.026720550395613406
COL4A4,-0.033947086392292346,0.13174427090948523,0.054524738152878706,0.0006877425097998932,0.08805062721803403,-0.016309781469416845
TAC1,0.06216796928385893,-0.0032780191975902476,0.1088738820328168,-0.02332181041532054,-0.020464250319040877,-0.03877979104538501
RARRES2,-0.06701306402006867,-0.05723807108971728,-0.05973649425425497,0.07634638452686884,0.022678445918148087,-0.07071632825461595
FGF7,-0.012790700577617647,-0.008005847298143891,-0.013392916889545803,-0.038813798857699484,-0.04381962040134868,-0.009684110674819568
HBEGF,0.02940487678343327,0.009963757338946659,0.0005565412936989987,-0.009415799967151098,0.010312187268505503,0.02810866852807288
CSF3,,,,-0.019379408756106446,-0.01638952609019782,-0.004152568290907701
