,MGH258,UKF248,UKF259,UKF269,UKF275,UKF313,UKF334,ZH1007inf,ZH1019T1,ZH1019inf,ZH8811Bbulk,ZH916T1,ZH916bulk
HSP90AA1,-0.060944762855847365,0.01006938252168809,-0.05469646722430793,-0.06821673263142583,0.052863007170168765,-0.018735431758203715,-0.06949188740032844,-0.004588259681248068,0.11727952391852729,-0.09323725249712128,-0.032509911689948,-0.06986445605581625,-0.08471951091338535
BMP4,-0.020244084084183545,-0.014168712749610995,0.004201049950944924,0.06582033050113377,0.017535664805302418,-0.044795574231876,-0.018524777022675198,0.05164186012962054,-0.09511238679670755,-0.0055027179219392765,0.021870410915775976,0.034792739943902175,0.07751220972908983
SCGB3A1,,-0.014877741903538648,,,,-0.02948935089149259,-0.015169926771503906,0.09367783912831897,-0.06393807913362261,,0.07549040975768456,-0.03076399423086972,-0.021045963973067152
IGFBP4,0.15204338557339808,0.07744394591213181,0.0430635205355008,0.05633477476649217,0.010002833475399483,0.031924105996125454,0.004939294180189708,0.002023496705358816,0.01119754332994801,0.0461363949155578,0.007808096271176273,0.031131872995508056,0.06412872534851674
RSPO4,,,-0.022762166616467155,,-0.016624611436337183,,-0.007483419829334435,,-3.155226603145208e-05,,,-0.0028299376393331904,0.14593910384059647
LEFTY2,0.12181866496569256,0.10271628172685557,0.0015569903467904558,0.08915467616745303,0.0046022925132054235,-0.021281575047570594,0.011185546619735504,0.055703244479904226,,-0.04159886185904991,-0.02118071273324333,0.015137678861159356,0.07676486888234263
PF4,,-0.0154332689980139,-0.014110698299290484,,,,,,,,-0.016884020115587508,0.10342016502908627,0.034440385232227255
ANGPTL2,0.03834298440962241,0.060796158624413926,-0.01461354168639207,0.0630815383278453,-0.013498520888309084,0.022653218065269744,0.0939826773674134,0.02133623665685887,0.037253508170152355,0.07933790466996517,0.015268277323141772,0.08476425086112742,0.02538009045863308
LRIG2,-0.0483907761060519,-0.03189987854616958,-0.018686190526851127,0.007106055636130122,-0.0641571747879614,-0.018111135698822403,0.03455327450820778,-0.07714185642228025,0.05981771311719454,-0.001040680080367314,-0.008522441244099477,0.0326677755738374,0.04522671571265441
ICOSLG,-0.044422634535896906,0.02134796166140088,0.06947801125474398,0.006934296821198235,-0.012027263568280227,-0.0007499452500596692,0.01100559332215173,0.07087371408077114,0.0003782407107447657,0.015032381935834813,0.05116983776326044,0.0734049743600241,-0.061705464933511686
WIF1,,-0.027769662536934445,,-0.0682968801071787,-0.012828818880152025,,0.03126007139337284,,,,,,0.008520342628671393
NPPC,0.03813498236128604,-0.0017564146211012344,-0.02188917285106829,-0.023670919626641536,-0.025024949447904763,,0.06283225354439902,-0.024874597312878027,0.038508541516627665,-0.038977785472203055,0.034338474920933865,,0.038543817874477394
LYZ,0.0013245400290354595,0.014133036634572821,-0.050219033684228136,0.04336424213757424,0.016615231828486794,-0.005144812092125137,-0.014166776812266288,0.022271987246648906,-0.11169275119846311,0.07474378555699512,-0.02217240034529013,0.013696885554416824,-0.0018318253574291842
EREG,,,,,,-0.024885480397078077,,,,,-0.029588081829016392,0.008294195427289465,0.008208458533114736
SPTAN1,0.054000886540609874,0.02068562932444767,-0.07160859295276023,-0.08386401597277263,0.002059462776720862,0.03765694577777577,-0.032072371738743735,0.01607940200353277,0.009739936565689528,0.10922781954164,0.020691896683341066,-0.009583558487154064,-0.031213743672202806
LIPC,0.013972583706315057,0.1254845864884946,-0.00166554906379029,0.013409301352013464,0.02232223747034655,0.02025238675171938,0.03723711359728613,-0.026376964184020975,0.006240202030775779,0.12418107527521863,,-0.012045056548772533,0.04666089352413856
COL8A1,-0.03355589131001168,0.02072898266545984,-0.007531215791207103,0.0005800223037767598,-0.008416128678589254,-0.016872075142786474,0.04693190282301962,0.1785398003542814,0.02305033794351487,0.23832164581643608,0.06231034193023383,0.05714435951524208,0.05183241467192081
GSTM2,-0.015196055889183243,-0.03558776117475829,-0.004250240440451319,0.05610831379180179,0.0490680270660822,0.09516038925290513,0.044173302830803694,-0.05178946509177691,-0.10994526094488265,0.03970084083730669,0.07263502018654752,-0.007312726068810369,-0.029384274864634678
SPX,-0.04074378358024763,0.051909065514769405,0.07817572392529717,-0.01806358994045124,0.0013163596539296873,,-0.05919726447152898,-0.032976050365927725,,-0.022778733573414818,-0.02096366906509748,0.025879653292269676,-0.04414858281241534
MFGE8,0.06545466737091397,0.040463569127522046,-0.021799884695284214,-0.00954675437370556,0.005679487079913805,0.04368633982612534,0.00923901390748154,-0.02996351658711289,-0.003985607486106711,0.029376189681212746,-0.006979562953131693,0.01168992075410226,0.06697924186821792
TGFA,-0.006181493984436058,0.00484359240711789,0.04035126307305587,-0.02119848222309201,0.01585361055854922,0.013275599517354061,0.01999047427825491,-0.020010128096237277,0.09546495369918638,0.07753420124034595,0.0035636444392198774,0.04830650773643963,0.023169052780124617
SLIT2,-0.020244080844826505,-0.00839393583004766,0.057637483897005216,-0.008097929635902732,0.043722909166375695,-0.03170875309197053,-0.028282255567672977,0.035136567584426126,0.06548525298085223,-0.04408042827784661,0.03297979198917136,-0.0064651557604488465,0.08182411018901746
PLTP,0.0492070440835956,0.0006122993019961492,-0.07002420920609265,0.032880593790858545,0.03227981396485658,0.04360397006183277,-0.0066923283319273025,-0.05778702198660857,0.0777600555175404,0.08919696550891636,0.05579545892911444,-0.002129035585105705,-0.0019358889639542695
APOD,-0.0498893844362176,-0.03777283805336583,-0.04135478690168831,0.028910254767016218,0.031059247201644057,0.03713668545586614,-0.04111423097789475,0.04489885194401922,0.0547625599720938,-0.16796272524571806,-0.005433053967302256,-0.010889163547743589,-0.0005088237269663324
B2M,-0.021874858985738634,0.06036313547090809,-0.030043596274981262,0.09046541222259134,0.052712034324585585,0.015895517627734806,0.08390604370051044,0.16198294162612567,-0.02624511843679188,0.05627203083525859,0.08546222235865245,-0.018330243692934782,0.025645936693930702
OMG,0.0026150636873899426,-0.04526766802369757,-0.06317730838481846,-0.026689960796944363,-0.03989734730551431,-0.015760111466019917,-0.04247632934897841,-0.024695387837392873,0.06258717034031211,-0.13412042032725957,-0.004793913293392867,0.03241647018087269,-0.04272844088656545
CXCL3,-0.015840938197892136,0.019892570122605646,0.061550385549461094,-0.01703296929529783,0.0362767353264642,0.06247067489338738,-0.01565678044569927,0.09272823157154575,,,-0.017131175259815203,0.01552118343491974,0.0652168332914596
CXCL10,0.010678421762899465,0.05385146130176884,0.01122044085791997,0.047231709175593134,0.06747678861384081,-0.021474766359839987,-0.024880518876732847,0.04227641550929357,-0.017902199335308337,0.005237351833766083,-0.022646365593146676,-0.00372009650823399,-0.04823053439239672
RSPO3,,-0.02020952200926427,0.01899752196559817,-0.02130240445955299,-0.025108962532337773,,-0.01636103381087158,,,,-0.010431983499180493,0.021140652030031484,-0.030413688168027624
CORT,-0.019670779987698374,-0.001003695038124816,0.03566362167244475,-0.02661324637852575,-0.010326198609472377,,-0.04340531462416482,,,,-0.01766826890200088,,
NCAN,0.03990809720146703,0.000388774360345549,-0.05007576131923176,-0.005964594177974389,-0.013732294964513064,,0.048666661156862245,-0.047764902469963545,0.02700777534872094,-0.02904450331223592,0.0291187594366041,-0.065217647054633,-0.05070960422827348
PRG4,,0.008080963507991512,-0.016173087824713595,0.02262159201824515,0.005874917596503315,,0.08793099538748837,,,,-0.02607061195775731,0.0021111028581922296,0.05646417287872441
ZG16B,,0.08054977361810277,-0.01877084638503345,-0.0010019210812618118,0.1596087677472823,-0.014699094295360609,,,,-0.036187069089732675,,-0.024932016490239444,0.01200232778648185
TGM2,0.010255890583531753,-0.00973335507343507,-0.0034276766381108577,0.007535307559241072,-0.02491157053890254,-0.06471560551481916,-0.007953332702932763,0.05221461393931193,0.006051666309535239,0.00967358062389679,0.008826399813322826,0.015253923737508533,0.07939079729246744
VEGFC,-0.01967078125423774,0.019526273736046623,-0.028824773005363177,0.2105450501820764,-0.012574063042648805,0.08265909770109287,0.09994775771043758,0.08698293645028583,-0.013870344224724725,0.09454965345141242,0.0015522143688756285,-0.0459640826118805,0.058831647869928894
WNT6,,-0.00971736092923151,-0.0223694629546887,-0.018146767889864145,0.05156520130578449,0.0680494631608383,-0.01703751471061339,,,-0.03441390695283129,0.018351454176410816,-0.03011053402168461,0.02902458222778808
NRG4,,-0.013702923984283206,0.03817297761522708,-0.02298521646170999,-0.021820090362498858,,-0.022774287561442688,,-0.05704706632490931,,,-0.019995325725022117,-0.04063616999051501
PMCH,,-0.01579335732744236,-0.027273251331432137,,0.0838294507068192,,,,,,-0.024789526511540462,-0.014029779353954582,0.010647710524719496
COL9A1,0.03772235779471191,0.08973614427882098,-0.020557861882539174,-0.011616240372041335,0.027243686520253007,,-0.012915841257224428,0.00315253560566983,-0.027578718353049755,0.011464915516108709,0.051672462269344105,0.015692276846180454,0.030344317339461666
GDF11,-0.05545536314149925,-0.024561952103354205,0.020370705699554067,0.05059544448698211,0.017673653570602656,0.020146979179967345,0.039689687206625225,-0.11325861111813901,-0.014883457224650842,0.06078173415180044,0.023480217105546874,0.03487414248903557,-0.035160378561924416
RAET1E,,,,,,,,,,,,-0.021934730249727696,
IL24,,,,,,0.026456471986786002,,,,,-0.016614812998995917,,-0.012213610594683838
SORBS1,0.01059663845704415,0.013593970851867197,-0.010605135554602366,0.0002520938489832662,0.018795551620164556,-0.004440729880257203,0.021831983726963315,0.05214356797906581,0.043258077075659485,0.031219313570541835,0.0029114697401976773,0.02562132424271048,-0.04616892786026536
DLL1,-0.05599598447904204,0.04787500296954708,-0.0390863226963624,0.07774169932378007,0.03287049100126109,-0.030615328962874985,0.05485041518773762,0.0237751413481985,-0.0011724244170721338,0.023537887770387594,-0.0032857675660280705,0.023103698416199574,0.007649756991838139
TLN1,-0.01972416545149048,0.022875864241841994,-0.02602646223364931,0.009999518192902622,0.0075308414290463825,0.03984981391655264,0.05121276795759363,0.018004628702081638,-0.045572455148952494,0.09219117592323472,0.03209475528956834,0.054738555690178964,0.08789216337312115
COL2A1,-0.018475893032150806,0.030185016438744525,,-0.017032975091806055,,,0.06961256017136697,,,,0.016782854502670818,0.08363510036093531,-0.008788705495907
SHH,,,-0.016806493645541536,0.014769188041272679,0.035836345035280125,,-0.015169925445557871,0.0722012562657725,,,0.06999416602625207,-0.029807730437915077,0.04689485334284305
PON2,0.054690977218483046,0.0032224565709357313,-0.06397695701025258,0.04359056911074674,-0.04320057826240484,0.04693292119123744,0.06349137120512768,-0.018736098561640643,0.1415122783624274,-0.08899282415193177,0.028543336693463373,0.06905428909252428,0.0331360775842691
ICAM5,,0.0630618981770541,-0.01520279842241257,0.030750270041335254,0.004026309710094167,-0.01675857001234002,-0.018241884546191675,,,,0.03449670074837803,-0.005107530397602083,-0.005479111018061737
HPX,0.1362267810364175,0.09348539714590336,-0.004341928328735108,-0.02480356035990201,-0.022288894367696425,0.013692260019415217,0.11787540166211855,0.030639852714752024,0.08263171031112178,-0.0060145882123066145,0.06146072659030234,-0.018886573632968733,0.07121994347562123
SFRP2,,-0.01977999750904462,0.011427242759785496,-0.013593897389266656,-0.01857633592399644,0.1341922127035389,-0.00547465577928604,0.049673882384525664,,-0.03273012718701539,0.060629963057948606,0.05038009939148473,0.12098106680464456
CFC1,,,,,0.004875173007404951,,,,,,,,-0.007358244603584774
CD70,,0.05235355318246973,-0.013906471084198757,,0.05719498213907171,0.027461325926033196,,,0.030579927932672033,,-0.012245295178186726,0.04988988054529795,-0.027759074191322508
HP,0.01380276377265188,-0.013832841089483018,0.01782786654400979,0.06156317777305065,0.0317345060091864,,0.020135220605249863,-0.0649204333177255,-0.09385777997173894,0.05371799891203319,0.08216823331135309,0.01383498094823474,0.07661231293526118
CXCL2,-0.0308495891119771,0.028550736064350792,0.0013957119522126562,0.026969473891618693,0.04592969130449425,0.04715008120470781,0.026164069119052308,0.027704780200614593,-0.05620052271811295,,0.060783774157047346,-0.018606428245428637,0.07796555001540356
NPPB,,-0.019193726992033696,0.13591815524170692,,0.07547547136044225,,0.014904440152726916,,,,0.06018357721213744,-0.02028303106420173,
CCK,0.0074251287679756115,0.06794956768523126,-0.06450798638387426,-0.05336768824258827,-0.037535681854990274,,-0.036071575244749375,-0.026376985473842,,0.003151770873454895,0.027804694464953834,0.005200874835628079,-0.11083268989593101
SEMA6A,0.0029418556848005836,-0.030543010220173993,-0.06910942584925041,0.04206325006313888,0.027615978177494012,0.0024154972672389306,0.03532855639768541,-0.008179274336252668,0.009196608802099937,-0.005357278006201856,-0.006614987585483735,0.015334370190356463,0.0707865610936314
IRAK4,0.01766851866671111,0.0392827335603185,0.002702090779772713,0.015335900149345863,0.035951704416639634,-0.03364623614283943,0.044698241302321536,0.041974249920904365,-0.03465625270071516,0.058011798222153015,0.018194751565780296,0.06954032334062393,0.02097395559667251
GSTP1,-0.0290303592896335,-0.0005286033502137123,0.004338160502403512,0.045242870502423725,-0.03419844071407615,-0.009451455826745392,0.0115102739654827,-0.11396972165212174,-0.008903290050325488,-0.07014525491390967,0.08155134302737081,0.0534788405097625,0.059458791537892325
VCAM1,-0.05990615863848831,0.07593632794655776,-0.09089548341891161,0.0604439739843956,-0.03453603381854523,-0.009478759961696281,-0.004932791781464472,0.029561556544661263,0.0456774821769897,-0.04069080829780293,0.04866139002236009,0.04634438062871677,-0.006460759060870584
NXPH3,-0.04567981128478593,0.03700448429707906,0.015051999498786772,-0.00284919775189324,0.008740728822117058,-0.03340718030491269,-0.006917281664425489,0.05422108258335533,0.035168620787099696,0.11224594950789055,0.01282964016469794,0.037984849541798725,0.0030378997090819196
MTMR4,0.039014632358934896,-0.042484300640020185,-0.022445676955589258,0.020395191539362617,0.033002458732781306,0.009435974278185311,-0.029628362693242753,0.004821772844023119,0.021630331660628208,0.10375131797787865,-0.05476266222045508,-0.004355687073815068,0.0732892087484688
LAMC2,,-0.015065068731915187,0.033108581722740726,,0.018928194482892898,-0.025715188913943147,,,-0.002963242331926981,,-0.02181991149474872,-0.005621097418917344,-0.0391311202586948
IL10,-0.020431952130344457,-0.03183083431958421,0.01389020762633991,0.04510802007138771,0.028092450021467978,-0.004365884865289841,-0.017474657912908465,0.06140311314113432,-0.07777228082608005,0.035041677958106594,0.08047504383085083,0.04114819949511439,0.017503349079666032
SEMA4D,-0.03082963003216467,0.0018243181060802764,-0.03244225859394463,-0.006578240001794395,-0.04092969937269842,0.03834180920300511,-0.0317781279529513,0.029241421646664535,0.011681719594743905,-0.06084298604423329,-0.028517419768432764,0.056570900257483674,-0.027797504725762784
TRH,0.032820182502049856,-0.03889798156817416,-0.02501464991030165,-0.010860604547798965,0.06740218543574879,,0.036886342417380535,0.02493234179972451,,,0.02285579580151625,-0.004462003711151148,0.03257105506129619
SEMA6D,-0.03767903315816648,-0.029797577726251454,-0.0616417296266188,0.053920088563242125,-0.051408548736613144,0.00884788906506728,0.06910111992400587,-0.09089494918648974,0.0027373228513661034,0.003277715299157277,0.033087816847006665,0.020853763035923203,0.0410994760111419
CEL,,,,,,,,,0.0037632427237969043,0.0065681900613030145,-0.027125885399166633,0.060724366034846905,-0.029591727377281492
PDCD1LG2,-0.018347063934240026,-0.025190956385450988,-0.03938631335186565,0.04877932836611394,0.05582637147196098,-0.01633634651502623,0.00497084397542507,-0.02926342984522602,0.11607291339416725,0.05812629968706838,0.029565817530996606,0.08669072846613034,0.04186628243037483
SPINT1,0.04184323247929759,0.03798444005216539,0.022171738754696736,0.024037346727456353,-0.017261645846918992,0.03012927577638575,-0.025649035845376738,-0.010676684885597195,0.020511147372225327,0.21321093100450808,0.01967947438991084,-0.013597147091572323,0.05728908571538714
CTHRC1,-0.003471056600204687,0.02527741701122574,0.012496819496410646,0.023928469553552777,-0.027923455320938092,-0.0018672977096537873,-0.0569492490964665,0.04444803859644778,0.04278899706895072,0.05555395302943903,0.021403113484976106,0.01354032529462826,0.07854106414712092
PODXL,-0.0015845182784819665,0.05834548503221416,-0.02524413893834028,0.04419807021357796,-0.053555771646023966,0.0859333987279397,0.003691755066957259,0.0800654912248117,-0.0005032360438492518,0.01377414170887395,0.03282708143856321,0.019380493807086358,0.05451727912218312
JAM3,-0.08704252620407422,-0.02956445454461699,-0.046663593791864716,0.04132114180015031,0.06100685097459239,0.07239133312133687,0.029193945812259283,0.09552566720671067,0.03589369849847542,-0.06504217892515372,0.0023639885441872365,0.04063887201573205,0.04665729517551239
TGFB2,0.014150288633670158,0.01097107997765802,-0.0044878265179262725,0.027638929260545366,-0.018979788375849585,0.03212329329997467,0.0545805318548111,0.03413795430358101,-0.08079505316698182,0.1356626714568365,0.026077751927691257,0.043244139200985694,0.057477871151715064
