,MGH258,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF269,UKF275,UKF296,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
IGFL3,,,,,,,,-0.010304797756511015,,,,,,,,,,-0.02385784722144492,,-0.01523813416754721,
BMP1,-0.047887452872827356,0.1039458816445213,0.023665167748917377,-0.02108714488966605,0.058839576168539506,0.024413036562965763,-0.02231161525209163,0.11413061657340674,0.04710408480664991,0.05926022655453681,0.02062370043863637,0.022254028579318887,0.04529903076577528,0.007178166631173802,0.1426988704899465,0.07201278517544327,-0.014456257267167474,0.08170466063578212,0.025401221133775236,0.00576295544250905,0.03527239655122075
NDP,0.06607962844135618,0.054889357888499704,-0.052780813948782666,-0.017373178752988185,0.010204657542610523,0.02536954685916288,-0.029636062022552864,-0.03091638497123854,0.016657749468604276,0.04421559060007822,0.02819844395493936,0.060243585421932526,0.01660320170423388,0.13316941634373874,-0.024387230143091854,0.06364947603104738,0.03935306729963939,0.1274689646395779,-0.027831496905301758,0.15915420753773282,0.004891436519001594
TNFSF18,0.06692257189212396,-0.025517634817278454,0.04139333543912112,-0.006876678850708018,,,,0.0778694199372565,-0.013697872509005381,,,-0.026700409127013675,,-0.00023415996580325858,,,,-0.02460417672374265,,-0.006620956582464415,0.027503855649507313
IL36G,,,,,,,,,,,-0.020947213512662616,,,,,,,,,,
RTN4,-0.025967690507652144,-0.022960720455216233,0.09599235943849685,0.025360398584995746,0.07118642437758398,0.01582620705567724,0.0292129710382211,-0.13435099702119124,0.004405642499768991,-0.043156376541284784,-0.00018993911524041736,0.0034186962603080396,0.016355523116318986,0.015844617418940065,-0.009314915956952156,0.02266600436292122,0.0023426507750339415,-0.14800918948002842,0.054959639862380526,-0.05442564564584446,-0.08059490282382419
HEBP1,0.006192234241824798,-0.0033939554353209925,0.026346302386756334,-0.04186330950126348,0.04487843384522429,0.044239442944124366,0.026768412838719845,0.03961279381575897,0.05401334398699709,0.031909822134517325,0.010156359342586234,-0.015148485464218648,-0.058052332276425575,0.05588564947724022,0.03128233272807078,0.0462824350429021,0.018944960724387557,0.0529786455165505,-0.021495983529981656,0.15686350545992533,0.02800347330990758
WNT7B,-0.0184084529809357,0.09794670383186964,-0.02669435672742369,-0.025119145743501096,-0.03985031724582914,-0.025218678662305004,-0.005874116507530492,-0.028306882222487655,-0.01358693318727799,-0.027088423193058406,-0.02302340163661673,0.07179159848760419,-0.09639161564008197,,-0.04342255374154708,-0.03406468976975527,-0.01559477268681728,-3.44474672396317e-05,0.014293947297791671,-0.02136209069181579,0.08864446172144466
PTMA,0.03090181490171342,-0.07101084833808789,-0.015334539714561552,0.03463384638541576,0.01691254360811793,0.02910494768512102,0.021674560794805727,-0.023316478577286286,0.00757052481492272,0.11936130751363859,0.026189003781925787,-0.030048562046351292,-0.13392006305977452,-0.1657931017224284,-0.1400623041938922,-0.03483824853076665,-0.002022849880561906,-0.14031081440239507,-0.04933752979557691,-0.14316453018128028,-0.05836200414169013
FASLG,-0.018408458184958204,,,,,,,,,,,,,,,,,,,0.06400346995192518,
CEACAM1,0.17347648684445804,,0.05358512119770609,-0.01927743354325395,,0.014015827646395591,-0.01601100054808102,-0.01163547740723005,0.0057779703179516835,,,,0.026070245693374263,-0.020585878690772556,0.10745029858445795,-0.01789338535901531,0.014864494155677758,0.06299319784487391,0.013208373261386583,0.05304031039812784,
