,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH881inf,ZH916bulk,ZH916inf
IGFL3,,,,,,,,-0.06175719086729988,,,,,,,,,,
BMP1,-0.041296508063229175,0.08203279946641669,0.05430414099272898,0.08120877653356671,0.015169404982957395,-0.05346252972432772,-0.04663541035785317,-0.4288658168472894,-0.08205871593155753,0.007175099086840196,-0.15712075933544759,-0.3291076213060743,-0.018258607331342075,-0.04276343064812551,-0.09686280698601976,-0.058495482241743134,-0.07019538841722675,0.025785178315308698
NDP,-0.030837786899864744,0.052051377582269416,-0.0054564705017683835,0.017054225698419922,0.08208923898092445,0.06231157445955297,0.05644030474214025,-0.013973083354453656,0.05181507588857403,-0.020432064383691623,-0.06839614674549199,-0.030396739114648928,0.10112084036207376,0.03029779841948993,0.024638669603606313,0.059976036487342246,0.03890303008867493,0.0593660560835378
TNFSF18,-0.03384945259353882,0.015988464915106304,-0.04872294604615332,,,,-0.04563424152618559,-0.08759171016947169,-0.03353605504439655,,,,,,,0.07434522109778242,-0.055262490697503226,
IL36G,,,,,,,,,,,,-0.039587955534200074,,,,,,
RTN4,0.3740222147887335,0.043336815410132304,0.08990113610923713,0.07530731362711775,0.07100835364165456,0.13246410344790877,0.3656132539589456,0.5187886835186029,0.1629553784409863,0.13264524316491125,0.4630151731718119,0.4821244866427644,0.026742766532148445,0.03272059340905403,0.09172404071895544,-0.07841319117405017,0.3596936840803905,0.13708079302780052
HEBP1,-0.07741653220534526,-0.010830412245054336,-0.0002563589702958099,0.05784335225108557,-0.09459309424264209,-0.0008851330389076183,-0.1237233282725562,-0.2193598938333022,0.01639341201697768,-0.041812302479247325,-0.20601948854828012,-0.05180209243497717,0.037769688212738906,0.028049005067096983,0.02747479869350133,-0.024691060999801232,-0.004357035434587478,-0.006162467909943628
WNT7B,0.44858494273777744,0.0345627677553703,-0.02451352449896635,-0.005752798470356565,0.0017476399149224061,0.11100105490741245,0.10881909714064276,0.3115810279108907,0.02808046290312886,0.06043016523007671,,0.16760940420488252,-0.04786725900488363,0.06760972806906973,0.018214431834575637,0.10207031292352507,0.03488464186389759,0.06382450601765792
PTMA,0.0002144817072374006,0.12925803714020687,-0.08206355930616116,0.0021717018195744394,-0.008123957552344095,-0.10904346506834675,-0.3673497556281219,0.12382092777407762,0.08038179008921664,-0.10256827745715179,-0.5878003615487989,-0.4907790316824899,-0.06854523137362274,-0.008069276574851757,-0.08869288030154217,-0.1509516290445453,-0.16065130593430113,-0.12392019977565909
CEACAM1,,0.05204074209734089,-0.012764994142771388,,-0.013388110005512602,0.005482612037517297,,-0.10510322508120827,-0.002287868051163358,,,,0.07363297691628456,0.042388465689953185,0.020963586368601524,,,
PDAP1,-0.11873595261497269,0.12336241706681592,-0.01039736416235311,0.04364138479441856,0.024095671036154113,-0.13177293830934247,-0.06523018877691861,-0.3417804205641512,-0.0003707019060128556,-0.015899801821276534,-0.010492732114184288,-0.25710878556661404,-0.053614015341604204,-0.024471020334389675,0.06902034012903985,-0.04370456703515068,-0.050985150476641046,0.028530189628978367
