,MGH258,UKF243,UKF248,UKF251,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1007inf,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk,ZH916inf
IGFL3,,,,,,,,0.012493211244987357,,,,,,,,,,,-0.037716716032071704,,0.03225987946788738,,
BMP1,0.0682635436688011,0.10731505499325832,0.086495356404196,0.02035525335451821,-3.3772055831885564e-05,0.038623942306232006,0.01773996867459625,0.4135469852440761,0.07039141793033869,0.0740276786194254,-0.042828439505816183,0.013841014096256534,-0.03189230719500678,0.02693407307127559,-0.056178109067326676,0.10744112470633653,-0.023352276155790757,-0.03311472128913027,-0.02487777345510183,-0.05856908572498096,0.09493536575140771,0.007607543916731849,-0.023782628833979257
NDP,0.01475478133760755,0.08612646489690377,0.062057787990533984,0.003044312423582504,0.03444692274034033,0.10494975064916488,0.013831609927563706,0.09419051064890421,0.018173493967845972,-0.061743862636057474,-0.053784783085787526,0.07421795734922303,0.03215109766664597,-0.07129805584400806,0.11675181239407692,0.11357044667523736,-0.013483066197830856,0.07302485672838122,0.04274368609586731,0.06709993954273497,-0.022554808449754854,0.1488594641175405,-0.05118073147485049
TNFSF18,-0.032131413288794285,0.13583223174766237,0.005224697956461896,-0.012163202435817469,,,-0.013417214410576918,0.06445060864510059,0.06528599288985525,,,,,-0.02634636455571908,0.031300455167591536,,,,0.011628417863812059,,0.034151780961667495,0.11355479306512774,
IL36G,,,,,,,,,,,,,-0.02094721377223325,,,,,,,,,,
RTN4,-0.09229980714276423,-0.22653212647445933,0.08955980747511215,0.04056571569264659,0.013305227039981089,0.04951475448891596,0.0010265441340230393,-0.511251180810685,-0.0624652095648461,-0.06932769890688795,0.12162201770933624,-0.09716887980604742,0.0599023492414305,0.03936617800236168,-0.015999102782198803,-0.11985122520207006,-0.04087017476239264,-0.08768012721569508,0.06725907220427921,-0.0024884678367575923,-0.03442723799629817,0.027206870877113733,0.007662198359680584
HEBP1,0.0018464432945217767,0.028547020965991814,0.04986524016745202,0.038247467237585736,0.0098156956808572,0.007456341794453986,0.055230706271153535,0.19885407771822755,0.0030556319077908434,0.015455095380221679,-0.02530985136077595,-0.045007187042113594,-0.036330732771777306,0.0396962057461498,0.048585850695521016,0.02868646398296462,0.06593871411404363,0.037369853064699844,-0.022332317250007058,0.01954745609572013,0.053076231633257004,-0.010048941925204852,0.012234360706218694
WNT7B,0.0073434541014592005,-0.059232891524396154,0.03418684646984145,-0.05065661428875169,-0.031490101441935155,-0.047137722412799093,0.016597131758063145,-0.19078690204374207,0.02778863447802312,-0.04494130355089461,,0.04979171091194182,0.035920198370649276,0.07279980651840828,,-0.02842566077574351,0.01663343931001311,-0.012306055381373773,0.026407381905532486,0.05522353794635238,-0.05338342621506983,0.07200512731175508,0.015318309230830225
PTMA,-0.10932345182807529,-0.06445715183856532,0.058246811095439784,-0.018914780685389983,-0.0002919230745339269,-0.03594265221092301,-0.04545073356993971,-0.16433291034570874,-0.11866717851023041,0.01722217540668865,-0.12304567745543392,0.23579180064118416,-0.03441155509428942,0.09424296065707284,-0.058673938938436525,-0.23721794487446496,-0.08232791792427656,-0.046566075899930996,0.058309455564270786,-0.008542755834455773,0.07554565939571183,-0.04606165951965754,-0.09352084843725655
FASLG,-0.0373949152159913,,,,,,,,,,,,,,,,,,,,0.09672166452265536,,
CEACAM1,0.027095130895134555,,0.030810159438492343,-0.0346001732345625,-0.006714799762323488,-0.014777320781550952,,0.12332689004790388,0.04040429691549654,,,,,,-0.00408275119307245,0.058126972442147734,0.09855911975400151,-0.015476885231599851,-0.014992439174390842,0.002658056073267947,-0.00813828485966414,,
PDAP1,0.10526502407545045,0.12214535721768668,0.022002577642775033,0.01114274428448808,-0.009850426464108589,-0.012217166861082783,-0.04354330902316907,0.34777377886190175,0.040177363031315035,0.00873282225068436,-0.02602822166910879,0.18949729487760422,-0.011785444034506367,0.00127126817683311,-0.01826356837576582,0.07108104148467834,-0.0528960598007319,-0.01884190006668756,-0.056750895068339746,0.03675673546819827,-0.07238235669774647,0.029615234175050426,-0.05468991213667784
QDPR,-0.19353987386812505,-0.04557723247361955,-0.11031470227551976,0.07603926484171065,-0.034465037193460786,-0.018707039899397954,0.012212423317328771,-0.3811416601279521,-0.017475916727485427,-0.025865586902213654,-0.0925346144271714,0.1177476858367196,0.038327986341171086,-0.1295346604974141,-0.003169916178125,-0.17410433604933298,0.04363220830209307,0.09574233159314208,0.0663748402987538,0.07802682174347016,-0.03873364361598795,0.05263694292464571,0.0668203305890886
