,MGH258,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk,ZH916inf
IGFL3,,,,,,,,,0.08431205177760535,,,,,,,,,,-0.03316374071612764,,0.01922502715806757,,
BMP1,0.014413073159358655,0.09103836055257618,-0.03743813055053283,0.003618473793452667,0.03871172387441303,0.019637190115467076,0.09544119666020667,0.009224858012206736,0.3273376893237388,-0.027038854408481847,0.020214069983223726,-0.001961141144152292,-0.13097972465695049,0.07042764521169521,0.11577877909056324,0.0905687485748917,0.018099558082063635,-0.043686221486567166,0.011602597498788034,0.04015884972584793,-0.05114770708637639,0.020202757000193344,-0.019961868675810904
NDP,-0.018304578318282992,0.11720808674015583,-0.0024583819023711946,0.03436088060135343,0.006674414739084322,0.06191013959678468,0.01267789839556758,-0.019232321567455253,0.026999454726129718,0.05154401813498202,0.03464688222458026,-0.0664590768580297,-0.016726479129339937,0.08574134694511167,-0.010119621698413187,0.025838082248016613,0.07180715048080412,0.04950892762911049,-0.044145367367720796,0.0010070091087710535,0.24904141650901168,0.16184650718099428,-0.01093620778859238
TNFSF18,0.0012356132518549518,0.03641399254142283,0.0009763385123078068,0.01066123894429044,,,,-0.02850999140251039,0.10783895808988346,0.0213791553606373,,,,,-0.016475320943070085,,,,0.051237470814339624,,0.011558758448750824,0.0046530006158589845,
IL36G,,,,,,,,,,,,,-0.03232166653132027,,,,,,,,,,
RTN4,-0.017109424032754044,-0.16544215074115654,0.02152857892394188,0.002681298516177358,0.08686221873827636,0.03573647110694118,0.00834300848845,0.047925429823289345,-0.28802463838739456,0.04922035254413255,-0.09235023843963489,0.09429769396648763,0.1690288668586746,0.009805014508648974,0.046892958183745656,-0.015178367655814883,-0.0009592550583742305,-0.03312885270417012,-0.04647696471724657,0.06137984793515015,-0.05696184527319625,-0.03675394442595827,0.07827226931847417
HEBP1,0.04812705406173683,0.052905094905169064,-0.013732474495635593,0.05094748674738464,0.014351908332669078,0.012953114672050492,0.024834482194674417,0.01806745287191785,0.11983629712414116,0.002592849097615341,0.04998476320445232,-0.07367734763169956,-0.01201862116256149,0.02308763694660452,0.058980280645280776,-0.0382213982123843,0.018541125347979994,0.022695084469218196,0.024219892411245038,0.022584579138509104,0.1488865779282688,0.03246839234012803,-0.07523036160095194
WNT7B,-0.032766472249219115,-0.012894507712312818,-0.017148314610998187,-0.00844571260125412,-0.0215102928015749,-0.01567311586659116,-0.002493350069560915,0.02130388548682072,-0.1021051347066532,-0.035369911619076204,-0.04393419934998558,,0.05492791067638243,-0.09228001674794413,,-0.01322219016957291,-0.01027215127736212,0.0578372099225874,-0.019578207584899733,0.016747751560903978,-0.02679387296328751,0.05476590754307711,0.17074630957709036
PTMA,-0.03242875961064579,-0.08895984997145899,0.044938113884808464,0.06709576446911647,0.06932563566132326,-0.0338300048194643,-0.017220606789378885,-0.06686590578172424,-0.16916303223190532,0.033482679229974284,0.038143066355803515,-0.060399567444304365,-0.12909744379897764,-0.1008625992414551,-0.018980075512809832,-0.17624988389140459,-0.03173026766137243,-0.016922357528596544,-0.11406554216076185,-0.03976339451039793,-0.23083857243692718,-0.1295426792401236,0.03362613680757768
FASLG,-0.03276648151221688,,,,,,,,,,,,,,,,,,,,-0.013540862408987367,,
CEACAM1,-0.04549654634171023,,0.05502919888981565,0.0025814610316978646,,0.0660463060854117,0.04039216188622258,,0.07412522880611806,0.043868439324924215,,,,-0.03146091746501465,0.035855438883708846,-0.025931256676898648,-0.0018649193269425816,-0.016171928390940657,0.11101773530159283,0.03996596797853783,0.05589806156757533,,
PDAP1,-0.032319301624242236,0.03139387194754077,-0.015386955013345246,0.007653724277094137,0.0021267927978516985,0.013883851712276768,0.03330921613821211,-0.06039979855599733,0.23201437261927665,0.015952326663769636,0.0421669340533047,0.03713392631466,-0.05624465091326962,0.006116966673360838,0.0274411161264595,0.03503979162103722,0.019063695312724817,-0.029546410000545306,0.008733885824826705,-0.022975225097667588,0.0795297495002865,-0.036021460926007456,0.07062315751006114
QDPR,0.04383431994879865,0.06783805481734889,0.003353070163574348,-0.012522047400039281,0.09835887132261896,-0.016986199043986516,-0.0459203313444021,-0.009529099434943351,-0.22766822523748215,0.04638096962536797,-0.03385489535126697,-0.07099144050408518,0.03035938404031093,0.01669911667376533,-0.073067465341206,-0.17834646132706694,0.024109182625529045,0.08918664467448309,-0.01583136983546418,0.014341633836523933,0.1314093229958964,0.06373425469775532,0.03930220975012756
POMC,-0.008671917001973829,-0.03013948988889977,-0.02852843057610218,-0.008061657337836176,,-0.04626529143206969,-0.04512838467619955,0.027524711013773677,-0.016626494821851974,-0.02019714070204783,0.031375498241575456,0.010145749976343418,0.07369016486990934,0.041205137638372774,-0.016209479542928402,-0.03914540975913669,0.012146262705258119,-0.021830720893753163,0.01948217778981935,0.03931002051053445,0.022778553146436842,0.02614738966869887,-0.009616907840669368
CCL18,,-0.00876151853930819,0.0018278118259275745,,,,,,,,,-0.03854876519333007,,-0.0675172019747093,,-0.05545966242918822,0.0443533128122459,0.047097992260315254,,-0.04418532691383159,,,
CCL17,,,,,,-0.03688620287597187,,,,0.017412831316276023,-0.010548693266142762,,-0.004709232071055297,,,,0.00510156628097097,-0.014370236009113588,0.017276646143289536,,-0.0011664988990877493,,
VEGFD,,-0.03161261339126096,0.011251347960662786,0.02181565104023774,,0.010664942009192168,0.008373848937261846,,0.12911229637291055,0.05196774675629081,-0.01676207011621451,-0.030089935876105343,-0.00883881943422717,-0.07606567518957912,0.020736623617514202,,,0.010012341723309285,0.0019413680184525502,,,,
TNFSF13,,,-0.026187281433806244,,,-0.005653154481331315,,0.012691361749335774,,,,,,,,,0.1337619836191058,-0.007586264582030105,-0.0020336814815099815,-0.01410989871850013,-0.049679481518108824,0.0543324470194413,
WNT5A,0.08490448960578581,0.057126723688391993,0.015916794424290902,-0.005332019914679932,-0.08222916253659651,0.040894481046707676,0.050873148835039454,-0.0167851834038297,0.22798348538219326,0.04043862819697908,0.021023619558800992,-0.03558734781155175,-0.008166112807467164,-0.024532278774523276,-0.03237430417807887,0.07304996559996976,-0.006239631489924057,0.0341097391747164,-0.0022069038108365794,-0.04345113590422182,-0.038392271157781044,-0.07253705670690068,0.04507883389401023
CXCL8,,-0.14482011846443713,-0.017145275643606267,0.027324309448293633,-0.06773402633384844,-0.07571328308253189,-0.09565969087494475,0.01833464467158453,0.08558666250289314,-0.0600845412920206,0.012790798577406835,-0.008746062879756166,-0.0012645855053121308,-0.06430919570655229,-0.014125629537553289,-0.0039036957775120664,-0.026029502149116267,-0.10484289038179088,0.07726392518691584,-0.11514994852312622,-0.05415664235517895,-0.06701198623218033,-0.08059786033942427
GRN,-0.04088173785172549,0.013959243565510808,-0.017039692043031834,-0.007400385124037986,0.0034185693982966736,-0.02084341575936954,0.0907761404621317,-0.0007264140689287354,0.2211662830254437,-0.03015402273601234,-0.0111376151382702,-0.05936514425022997,0.030573740996555788,-0.021249234790772783,0.03297690935407324,0.16956366475395732,0.015694937417087832,-0.0566175323651084,0.06404694163494441,-0.005056711888099997,-0.14796682361653304,-0.0977793257239959,-0.002701741932175754
MIA,-0.04288849811990298,0.09146454493534524,0.0296571546255639,0.0008997981383128311,-0.04760774283925281,-0.03158265005898749,-0.006916166203235714,-0.01147027709460326,0.07964000399594577,-0.06795630927028418,-0.02435129613393181,,0.013724515026461229,0.07660292065116456,-0.07718339876682317,0.06320886086967908,0.1399005958609301,0.07791614630848895,0.03842167359868481,-0.01000098969093803,0.1294390630029625,0.04445328489047826,
COL4A4,-0.03794757816565247,0.10641153600157881,-0.026459097136438285,0.007852941197503686,0.04057300044984126,0.039214450235683575,-0.014393943281194175,-0.02630655851688948,-0.040319647411645766,0.013066812331096644,-0.06449983982961122,,-0.008670892405356359,,-0.060551693501788885,-0.048454568128639894,0.03136071453732396,0.014286950367162722,-0.06782943361847468,0.0037793259394123396,-0.03974411155924956,0.02803319987707741,
TAC1,-0.032766463685322496,-0.023889762763841867,-0.02442081667088381,-0.011423422371720046,-0.009815487177835121,-0.0045885191868191766,0.017256740797522797,0.05050630902144275,-0.21567603193869134,0.08800786563448738,-0.02649858980251914,-0.01988935091151633,0.12006467101904897,,,,,,,-0.04211141708158005,-0.06333061354326215,-0.0036925747198930476,-0.03379103329508737
RARRES2,0.012227103132347776,-0.044042189107615114,-0.030688903202168938,0.02510281543956313,0.015197031303233289,0.08281808065038805,0.024650659785979655,-0.0182990822596632,0.2711701092665195,0.09354671384958735,-0.05832886697713996,-0.0422547586901705,-0.1016405184736068,0.05564039464236824,-0.020761324328291326,0.07815805925201483,-0.01771819430941938,-0.0751200600162788,-0.038037891136479714,0.02962745214375156,0.11631558754898838,0.054469346909462535,-0.026735988615085138
FGF7,0.034491507620149034,-0.03288415643306348,,0.01599247817342553,-0.015804937674525284,-0.030272814771037944,0.04029411247420219,-0.010855135296485498,0.09002972292661253,0.05759319734930976,-0.04478260786723964,0.027314258806139587,-0.018216755699373356,0.1076084570687119,0.0669735773939022,0.06931132059925797,0.0629561948963097,0.08618599033088484,-0.02264196359312417,-0.008409711491607755,0.1482763564253073,-0.02094210305777243,0.12195322301056766
EFNA2,,,,,,,,,,,,,,,,,,-0.013011353870547675,,,,,
