,MGH258,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916bulk,ZH916inf
IGFL3,,,,,,,,,-0.06432642955631301,,,,,,,,,,,,0.10377439316937587,,,,
BMP1,0.011606474943355465,0.03961268865898468,-0.07267148582361414,0.02076180488766076,0.0659882160797601,0.013809310493821572,-0.12033315658348541,-0.22975853130122273,-0.4535926651065056,-0.14118042204977377,-0.06611444513101547,-0.2274087249048054,-0.030779762227515755,-0.1085834747859025,0.026649625570092653,-0.19082906305363964,-0.10740471704475965,-0.09217142281345124,0.0046658216615754556,-0.011615503119125941,0.002600359854521693,-0.07943890854486997,-0.1272928909927669,-0.22592710755302847,-0.0020577077366900017
NDP,0.05497235324081742,-0.010184357878434237,-0.09671804030475367,0.03839717493873262,0.06039680709524251,0.057425872240823767,0.23384651337562662,0.02665641253607744,-0.12284845966188462,0.04817989729802526,-0.014101570005289454,-0.0750857044158253,-0.03113779706566394,-0.060410914142360675,-0.07342006423814346,-0.2595174636983149,0.03315174655056882,-0.054089525035060516,0.00345925855223592,-0.004074661876858283,-0.056605322686033875,-0.010253785549919452,-0.024403129299893304,0.07355913535825061,-0.11277222479042638
TNFSF18,-0.028871931231666592,0.033810574067449764,-0.07087146753119979,-0.01966593881068643,,,,-0.08439945262929134,-0.09552281675879068,-0.05710126159227958,,,,,0.047611242421203376,,-0.14469621361160173,,,,-0.01687192596224166,,0.03690047508934263,-0.12630657581928875,
IL36G,,,,,,,,,,,,,,0.012512542428892822,,,,,,,,,,,
RTN4,-0.06285861938120821,0.22302121700280525,0.038107824284476094,0.04154392371825317,-0.01211333488136468,0.011782670678387874,0.2403760826612467,0.5995492487511705,0.5656036744960802,0.1784916634716196,0.25971347806041084,0.4503179719573467,-0.03139799860688239,0.21590363468347726,-0.111840678273902,0.09370932638850067,-0.03704430398580565,-0.118652390952311,0.09666582820796733,0.0804495094947668,-0.011730470365765184,0.14289720337687484,0.050956658665518045,0.5978352120232987,-0.026497083759721714
HEBP1,-0.011552164844709185,-0.07796827143885184,-0.03569672316126769,-0.0012984108039393275,0.05260685063356685,-0.003861598504089229,-0.00238486884048829,-0.16526682714349591,-0.2479203771683499,-0.02134213217383584,-0.03090267705303508,-0.20057724313641745,0.04850748296246866,0.0037103356356001167,-0.11087124194227792,0.032654450246334316,-0.14635254576888626,0.064468343719141,0.005225155804561239,-0.022924579990972586,-0.018151355717399717,0.0034963194590059343,-0.04770704696298642,-0.05811045597272746,-0.03555346357565363
WNT7B,0.011510159900303454,0.28828537171543667,0.01783804606961577,0.013421492020473652,0.07288328632437487,0.029066621000173883,0.0651774730151954,0.15320870624044572,0.40031066451695474,0.05771204506436904,0.07633470633766823,,-0.01026335096895847,0.08478269753705753,-0.06057541672003357,0.11695080954464658,,-0.03933558405192507,0.03043611583646178,0.09543349391026727,-0.003800632496522182,0.061160783148704274,-0.08166184952519416,0.03854522433318719,0.1846301552994749
PTMA,-0.000266634265695482,-0.058055793423163686,-0.12463715774618636,-0.06576197922091505,0.0016886634887498197,0.023323702648287693,-0.21620429030390137,-0.6031885583505037,0.11154257663877201,0.16553395096739643,-0.1640598522282779,-0.5815786604034971,0.012060548862695707,-0.14658478757807664,-0.04938196368423111,0.01016241965125847,0.08509009519623856,0.054847936229638,0.05368582201817441,0.07496604037478903,-0.06551585987036683,-0.04273563572348267,-0.12394954011513534,-0.3209800948288456,-0.2727094616669934
FASLG,-0.025435274311550404,,,,,,,,,,,,,,,,,,,,,,,,
