,MGH258,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF313,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk
IGFL3,,,,,,,,,0.10015383577275172,,,,,,,,,,-0.03771670551371567,,,0.10781487289035531,
BMP1,0.03621054321133559,0.06971144288903894,0.15519150631550593,0.015828869419842583,0.17429416041017462,-0.029499155398004604,0.028932194235832726,0.31819147238443335,0.42507074923623195,0.04820235945237981,0.08354000494954454,0.047705593136453055,0.06936562836445215,0.08841751506599412,-0.05830196805972199,0.2114182618819235,0.12333920702044313,-0.010430624166962523,0.14591261519471402,0.09416453391885556,-0.05487475129192485,0.1480337760557029,0.16519899312685354
NDP,0.04868080013379003,0.12059985884119705,0.08908839934693993,0.013503407480396969,0.05901585805257783,0.03165037920694207,0.012595408898171997,-0.008807453533545437,0.09483948378512948,0.07446781115178056,0.06978558632011506,0.0637300537797974,0.0964183530446413,0.09829583480020396,-0.0796787391449853,0.054081125482337296,0.11057796028648298,0.13312378711487244,-0.026244117798214367,-0.09851602134367174,0.0010130108093710762,0.11565138021429618,0.0672334751315208
TNFSF18,0.048194538506580585,0.016783926015866174,0.04868456917210389,-0.008355535549337196,,,,0.05600986417402155,0.10647940436051562,-0.0003427622724848012,,,0.1192313523700902,,0.14011825855454219,,,,0.07489637405620973,,0.06422734054244286,0.08674641262565352,0.11522578229152099
IL36G,,,,,,,,,,,,0.024277527741328565,,,,,,,,,,,
RTN4,-0.06836111506588904,-0.09334820559924205,0.0206072571233051,-0.020444570526107597,0.10152507866215826,0.009698341194049857,0.042216956803904644,-0.4306132297802197,-0.5487520945555234,0.0373107546437501,-0.03683166679630261,-0.08185219131079936,-0.09887276179718674,-0.07995002116863875,-0.007637188605725743,-0.07174703411165828,0.037564167226818844,0.08113006347565553,-0.1910276098248869,0.03946786387111426,-0.06409211791874746,0.0025525967482937155,-0.148607732946961
HEBP1,0.07215885646656206,0.03338612678413163,0.044473563283736105,0.09364743396047372,-0.006641968440606897,-0.019103426720844446,0.014747515159688297,0.1625537248637287,0.19248587228677838,0.06902037912738299,-0.04374571760756018,-0.022351918844077227,0.022293668238313035,0.04734962814619878,0.030659452727352706,-0.03408678385629215,0.05609577184460314,0.0603011944425879,0.02787940616924,-0.031018438715776253,0.06041115377158367,0.14112198521759556,0.045840758638578595
WNT7B,0.0941436113308635,0.028726175071803053,-0.024805919067066213,-0.031656367576124916,0.007319719606206927,-0.021059509083762626,0.08993991720111558,-0.023414712646272085,-0.18500822383246332,-0.03404253240219139,0.019071599606149688,0.011640547735549204,-0.06670336620349203,-0.10537371109864938,,0.005752883950987053,-0.03012205502946564,-0.11485234649744144,0.061880200202672125,-0.019009821853843666,-0.031128535041395924,0.02630194873604439,0.01659734089441689
PTMA,0.05928610639962356,-0.1633707269201109,0.16667762564836128,0.054577991951603226,0.25110878938800546,-0.006357830927445107,-0.03701818224732224,0.5895580008700376,-0.20068887295789217,0.004245100079307993,0.21618755637755324,0.014199729706309113,-0.004664357337581843,0.05451415453593495,0.03137748192629517,-0.16453536589514245,-0.0803406936845726,0.010692213016568575,-0.17486065483198304,0.14990430620158027,0.01732440222057291,0.00037344590373963556,0.045991712737819476
FASLG,-0.0368357539273293,,,,,,,,,,,,,,,,,,,,,-0.005456860233180157,
CEACAM1,0.07513743238956075,,-0.008958385655001873,-0.038774881305201236,,0.022676882768253265,-0.03485060066987796,,0.141316902779472,0.009825502465169812,,,,-0.13676894226744957,-0.044578649593472665,0.1781527522914254,-0.026829182936667032,-0.01695044690172609,0.04564417670435611,-0.006574335202572452,,0.06709570849391777,
PDAP1,0.05481107351692774,0.008101787224060122,0.09345727695398531,0.0017204015624469374,0.001987244814462599,0.036007332435754914,-0.036506343492597765,0.19900761282557194,0.3735210968374124,-0.0230269743524418,0.09487826599003152,0.031937221880708556,0.08673365074410057,-0.01967937572417032,0.025534475495981857,-0.02518022607720093,0.048226890630929865,-0.0162701049081613,0.11150335250623813,0.0767701477786075,0.04971160873734867,0.049947271855236376,0.011765982883783069
QDPR,-0.007563600345215853,0.04622697882363572,0.06035163521759475,-0.007889843236859645,0.080143883919936,0.036881823018535966,0.127411142010739,-0.1592654103055909,-0.4026094570460476,-0.00709196602427638,0.11787827364238435,0.05135544880239692,-0.057398509931405245,0.047152059506356564,-0.0122729444046563,-0.11559171964546175,0.06575580494545358,0.12953846264312538,-0.18477749802134738,-0.07178008872860765,-0.02036851623322514,0.08394479884839189,-0.09244712698206838
POMC,0.03884544829523509,0.053125312331138694,0.05643470747187479,0.02433566420368495,,0.041039320184490274,0.04941528419382558,0.00045486410045797216,-0.038553912210263205,-0.023118862432566327,0.01273819776399141,0.007059661548403676,0.05930420030449636,0.04352942880354393,-0.052462862931695754,0.0514087290409406,0.10169275776834176,0.10486216454553238,-0.03918285192665459,-0.03348675560010054,,0.09875175907740326,0.11521665852486686
