,UKF251,UKF269,ZH8811Bbulk,ZH916T1
IGFL3,,-0.016020373227211584,,0.08141435377343942
BMP1,0.04115957514215585,0.04290767311903923,-0.008736746433827847,0.02792259822436274
NDP,0.052727756320999845,0.0001363799058105309,0.009643259167465779,0.05959030614699118
TNFSF18,0.012210196202519083,-0.006940117538163712,,0.046940910912130006
RTN4,-0.004800037704638545,-0.052268396131849075,-0.09854644156066115,-0.00289968451396634
HEBP1,-0.009911588686115603,0.030930028620743972,0.004916082255918855,0.04452116125884709
WNT7B,0.06209202740960786,-0.054370540497626664,0.03738511130959923,-0.036029616565705226
PTMA,0.025064044280104187,-0.06548424493346348,-0.07710780982377215,0.044967606619306044
FASLG,,,,-0.014640294329960618
CEACAM1,0.012770002532839362,-0.018996672128110566,-0.01901834193187503,-0.020369819292299376
PDAP1,0.009628673872855641,0.08700269252420091,-0.03939229351136128,0.0014488941118357868
QDPR,-0.06480963420924704,-0.03332995529485573,0.01139595706284591,0.00965324556894359
POMC,-0.022331160342550373,0.01628984352092581,0.15152336748920728,0.0028055198199384876
CCL18,,,-0.0013335576289056814,
CCL17,,,0.06367839897865363,-0.013269782417829255
VEGFD,0.0543000727684962,0.07344252768154227,0.15125283423445413,
TNFSF13,,,0.026318437072311514,-0.02162200286611773
WNT5A,-0.021421721576864824,0.0711798858580075,0.02908821224664482,0.00841249937971964
CXCL8,-0.01685507041129856,-0.016322341400063715,-0.10121675111016912,0.03757294340072815
GRN,-0.010701914635787785,0.07226843947140718,0.0011513759139202592,0.008638264186345243
MIA,-0.016008831455410967,0.05625482053433302,0.12352727979100317,0.06470727777366221
COL4A4,0.13255007738759064,-0.01578688870053672,0.024508164282474015,-0.026565330290868328
TAC1,-0.009386987269596336,-0.07213979824048788,,0.07781181951219365
RARRES2,0.05778300691169779,0.08131217647086067,0.004220570670721283,0.004084285029604818
FGF7,-0.0044640857740155014,0.09534757782660724,0.10702702064503422,0.007658247075045649
EFNA2,,,0.004707255518170247,
HBEGF,0.013173331326209618,-0.03276716485563277,-0.04133155284145329,-0.01817629445226489
CSF3,,0.006368142705619824,-0.0515708755753838,0.10264048068919698
PI3,,0.021953486864621667,-0.12967610554889666,-0.03035441498389444
PCSK1N,0.057759414328194335,-0.024418122081891144,0.010461232291693833,0.027906545273972832
NTS,,-0.02052904290289133,0.08978721587073864,-0.020689195921624493
SFRP1,-0.02400074210402816,0.0008196313033599011,0.026536916183468047,0.12723374813430316
CXCL13,-0.019426979968871223,,-0.02914118132399503,
MICA,-0.006919022943661588,0.004783399936191761,0.05205981991675353,0.005898397248251565
TG,-0.017089817243319018,-0.02015809051884852,0.03642039559798537,-0.011604350341578884
ADA,0.013618126272911629,0.02124693011287667,0.0701027401684807,0.020640269689589614
LAMC3,0.02405686413905351,0.08107168290343801,-0.0024712001500575595,0.03296402070180605
CCL7,,,,-0.014640289124046703
NGF,,,-0.017832693942982872,-0.03249560606395428
TNFSF15,,,,-0.01625562571578784
HMGB1,-0.0009288487183918232,0.0858263789919252,-0.04764403596404688,0.04328897145893739
ITGB3BP,0.0305752097007689,0.036409560908441684,0.022881991686977864,0.04083183461102337
AANAT,,0.18832736872741004,0.04344009522432051,0.011662119798404768
RELN,-0.04010419345101284,-0.04420795558010847,,
IL15,-0.02177216570902611,-0.00929210526113005,0.03911658924937976,-0.036270760820093416
UTS2,,0.023295447001847606,,
BSG,-0.01590609175653787,-0.06846474978382372,-0.010800877090791245,0.006442575457804168
ADAMTS3,0.03648215257992277,0.07303567091797956,0.12013628754763406,0.06289132799323399
CD34,-0.034863220203415396,0.06061726402232885,-0.003389330629127563,0.004736900920633506
CCL23,,-0.017142555299986862,,
PLAT,0.04213412710469266,0.039471931387383793,0.08310168603096575,0.03235826403742464
NTF3,,,0.07682272913637293,
LTA,-0.012567905318169922,,,-0.02084725462378694
CKLF,-0.030010606029931365,0.09404180688562372,0.036595542942153496,0.08461696008807387
CD24,0.013393333041985795,-0.0044450379080942124,0.02340765562742578,0.051110529145116886
HSP90AA1,0.018742492353209572,-0.07920044575704926,-0.11760846936673292,-0.0368800647316662
BMP4,-0.013322716367941419,0.06585104552044739,0.04275190541670359,0.04582666539433952
SCGB3A1,,,-0.00915356085830037,0.08430082182356723
IGFBP4,0.06002900572282965,0.03561082714235398,-0.07300970397809838,0.008792815205761353
RSPO4,-0.02031745433316215,,,-0.02749534662195893
LEFTY2,-0.01272225831721008,0.06948971055906193,0.018883800774742818,0.02528184710361626
PF4,-0.011432218043865546,,0.007593122944706443,-0.020847249799577586
ANGPTL2,-0.028221235862881926,0.025563925673634347,0.055414304098095495,-0.012734284426202473
LRIG2,0.08333952252694991,-0.011241130770181388,0.0583316306808096,0.00899775207633539
ICOSLG,-0.0202992060893075,0.016620200109019455,-0.003842919476038678,-0.017920040384534236
WIF1,,-0.0793146289457736,,
NPPC,,-0.021846157366576212,-0.031347000361740096,
LYZ,0.009953795346848277,0.0844394632204388,0.058675931285564975,-0.05784840696933129
EREG,,,-0.011513615407697412,0.02126191584557603
SPTAN1,0.004750613345341703,-0.03290369301946458,0.020738041052558238,0.07126242748626382
LIPC,-0.017206099146034343,0.00229912269995651,,-0.02635881438324872
COL8A1,0.03892023669077395,-0.002270646986597739,0.04705309903404257,-0.026034888369033126
GSTM2,0.0018639381750382752,0.05653577084621906,0.061322112950880844,0.004326183261755249
SPX,-0.04484629787072931,0.030541161270221488,-0.02057078679320025,-0.02775401808048063
MFGE8,0.06199321301481352,0.024519245438033764,0.010769902262741845,0.009990989726428808
TGFA,0.022299008792508356,-0.037634051434072245,0.014978781521355346,0.016453059966568043
SLIT2,0.06119325258346279,-0.05006153955062677,0.043783553384513126,-0.06513992625619118
PLTP,0.06307675394861188,0.05677915291944181,0.03820058902463807,0.02256363858626965
APOD,0.0034667215771137672,0.04083006284212996,0.0854640163775615,-0.009274856362163042
B2M,-0.011801547534412161,0.09216686206135072,0.10304713767668582,0.038807893217534216
OMG,-0.0454486639776563,0.011333192624685509,0.0647328914320535,0.09560689837795412
CXCL3,-0.023503552314425583,0.05686459634362847,-0.024190515732920654,0.003158574808568713
CXCL10,0.03237403249816958,0.062331260743290526,-0.022221947733046796,0.01861692411337835
RSPO3,,-0.024738938333797252,0.026615018396300594,-0.014857030692057231
CORT,-0.020417217485792408,-0.04281627540039736,0.006009587556982372,
NCAN,-0.028080428883380342,0.033123619177699716,0.10408220470960562,0.07235105998903163
PRG4,,0.0504870087732114,-0.025582019945361554,-0.03365517854000806
ZG16B,-0.013756816353061196,-0.023137821756514916,,0.026052861716036584
TGM2,0.040195741206885786,0.024689197991694615,-0.05767124129129629,-0.03795321111531051
VEGFC,-0.01766428196578927,-0.013567280825132259,-0.03473732204238724,-0.049304856500638226
WNT6,-0.01272225865109943,0.03403472731274677,0.0304493030002679,-0.0040428515836430055
NRG4,,-0.02669322393699199,,-0.01485703235717591
PMCH,,,-0.024324943452875135,0.048867770120151574
COL9A1,0.0239201354255443,-0.025126423358761574,0.09322941421637025,0.06647606618471054
GDF11,0.01902524023725701,0.053959858279971844,-0.030338743978171767,0.04120412873334346
RAET1E,,,,-0.016298058933759584
IL24,,,-0.016303433084634403,
SORBS1,-0.05771400705125462,-0.026657017915185512,0.06130958448847679,0.019412074992525716
DLL1,0.015051648589765713,0.018021563241912533,0.05156694514968754,-0.013745604770673351
TLN1,0.015660547515454284,0.034761160144290225,0.014890953007314302,-0.013380617152286365
COL2A1,,-0.019780758610483007,-0.04249173396086692,0.017037095610913922
SHH,,-0.015550079755701367,-0.010183779924585896,0.03201873769447026
PON2,-0.0028882903797552875,0.059872996780724226,0.09438868857953822,-0.01129726526345393
ICAM5,-0.01637640409665683,-0.0386535353574278,0.013345902488818227,0.0755240072599165
HPX,,-0.02880490563247477,0.16033675740583933,-0.03428616806476215
SFRP2,,-0.015786884051871584,0.06716066677668289,0.02306656563764802
CD70,,,-0.03532682614160534,-0.022667087322299138
HP,,0.03868445066719267,0.046881058539897644,-0.022224495428997397
CXCL2,0.021839787307025314,0.035136217264123804,-0.02383913794658107,-0.03796756506417408
NPPB,,,-0.04752870343950664,-0.01507080469538667
CCK,-0.0054863326208701374,-0.08256717574347389,0.03939618528211054,-0.01955090213513455
SEMA6A,0.049135844852617634,0.07521228707888557,-0.008621944100705386,0.03520896654596057
IRAK4,-0.023121855528513625,0.05407819614095945,-0.0015460477806464494,0.0275997470098235
GSTP1,0.0037755406193561583,0.10050519629410384,0.06966735432599526,-0.0040980130948671326
VCAM1,-0.02077085514492028,0.14083368695456253,-0.04795822301673709,0.009794272213086451
NXPH3,0.012577528145344487,0.020454622127163785,0.01569498333779002,0.04609308494056062
MTMR4,0.008561977603268853,-0.005461627174995452,0.024511196913065095,0.026495639856203367
LAMC2,,,-0.02141098229566467,0.030271142725909406
IL10,-0.018222366974398826,0.019418354465169554,-0.04111782129836337,-0.021315980322560407
SEMA4D,-0.006458419268461833,0.017597931300422472,0.08267738004026895,-0.010318236518238641
TRH,,-0.02130020533684242,0.024131685356079034,0.05566977957249385
SEMA6D,0.07233417257448209,0.02603184349729355,0.07451838226044896,0.027903045400640886
CEL,,,0.051256958683341076,0.05851025148354354
PDCD1LG2,-0.02238247888940854,-0.011391037182514309,0.03125730740676369,0.03046084543660204
SPINT1,0.03202230694106681,-0.015762386385229768,0.07639737763409062,-0.009008996945177958
CTHRC1,-0.01908482365054263,0.03044992989166926,-0.025849547558280467,0.030103374735346897
PODXL,0.026978071659570807,0.06514946197633263,0.03628875944726673,0.06376428753994691
JAM3,0.04059695626054091,0.03801325694318517,-0.017604958960128213,-0.0011140447966365534
TGFB2,-0.018784373708513973,0.07667894380306778,0.059103441131279806,-0.053046328822263
COL18A1,0.032662564000629314,0.05912530238159905,-0.056222015827251906,0.028503378610722146
NODAL,-0.012253668099385866,-0.01017832047802953,0.020898526766958678,0.08562512005787662
INHBB,0.039264804564503944,-0.032318903223964725,-0.03318478799206577,0.04325564067144936
LCN1,,-0.017358763065692142,-0.01901834193187503,0.10342245182529779
ARF4,0.03187013824539752,0.034107067395676996,0.03459168039001913,0.019954257229406528
CXCL14,0.014610585059797817,-0.04619969365191418,-0.025320327334738952,0.07281659683834334
LIF,0.06836972143616364,-0.03257570301377646,0.0036410258270127534,-0.028546483481763894
IL17B,,0.04025203804650541,-0.03045134091828348,-0.01331004794387081
MMP1,,,0.02210825470715218,0.060472713808502936
MATN1,,-0.01819948293921065,0.11853959753277929,0.06109149115452868
ADAM28,0.028916465532183692,-0.03683728802016225,0.028028136909230856,0.032625162720860405
TCN2,0.008846337027820996,0.07362482674790059,0.022939995261231666,0.012636601714678834
THPO,,0.06805567086738486,,-0.02222450219461573
CUBN,0.06320242446775105,0.0033353604191506247,0.04894377897545026,0.02743287239088921
TIMP3,0.014593644776137905,0.024053913372861137,-0.03401390787348805,-0.013472087296350101
PIGF,0.06877460812416844,0.03304591830535423,0.08897387906485324,0.05460520266140328
CRH,-0.015378321153824544,-0.026693212869312987,0.03196385900161589,0.05598841881215716
BDNF,-0.013756813730894478,-0.0769027528768649,0.048407762079883364,0.06138266876202188
CCL5,0.04318268383651702,0.0011230226800120452,0.028935905620001773,0.005749085567377863
GAD1,-0.029985067636403306,-0.038483761934864136,0.05523490677602591,-0.05526162558271902
COL14A1,-0.0021438299150254624,0.05932343912975972,-0.02084044298316588,0.006093213812843561
HLA-A,0.016170311911299206,0.09940931479421541,-0.08159637081026742,0.024279758573220095
CD5L,-0.004353811529172753,,,
FGF18,,,-0.0016033893291512774,-0.01688031328350557
ADM,-0.03002805073219775,0.012266656075213853,-0.07222811044426615,0.014090593484369116
CCL15,,,,0.09729292197348134
GNAI2,-0.011620556551069708,0.059730305961533635,-0.02849866376476443,-0.002169598597576812
HDC,,0.06129954283824636,,0.02973338945082331
COL11A1,0.10113752682627614,-0.007429659524109647,0.03229801548619901,-0.004250822149641219
NUCB2,0.01698966260192668,0.013996416097801502,-0.02230715836910266,-0.017836044434256914
CXCL1,0.2600683690316991,0.03781804717242094,-0.04868201504438514,-0.03682941106341796
VCAN,-0.000552717133670594,0.03432917544926106,0.05096679261356614,-0.08153771259399757
MMP7,,-0.012670465470694317,-0.040052543803005485,-0.047353068489180035
PTPN6,-0.04238029486786093,0.08621880288099847,0.0207721964975574,-0.01888237823406562
PTGS2,-0.0147229399682697,-0.0589054574616899,-0.09625313189700599,-0.05203471301356569
CD58,0.03835515744108802,0.04945711363094829,0.08708160344169207,0.010532953714459803
TNFSF14,0.057811634617742406,-0.02640077687738939,-0.006926623821939929,0.02833243863582958
CNTN4,-0.013468879595512285,-0.044990205949610285,-0.03598809785488728,0.07768483575552519
INSL3,,,0.0033637021834942724,0.0005181616057568561
BTLA,,,,-0.01938336735539241
MFNG,0.0016790629260507199,0.07208521131473423,0.04418957532109763,-0.007562574007440019
ICAM1,0.013241761238331217,0.09559810892876404,-0.0014705060104116224,0.033604071084197204
PROS1,0.004005939191962567,0.08410810593783012,-0.0010887288768580184,-0.0014728193913886507
CLCF1,-0.009539870045004761,0.031813063835242184,0.05605803149615383,0.015666968767666076
PSAP,0.016429862814159996,-0.06083913720087879,-0.008734451243513398,-0.008980089441359907
EFEMP1,0.05378621498884329,0.07814622642576324,0.06081047947808914,-0.05125278717220248
C1QTNF1,0.05493710886292962,0.03260844055229862,-0.02683874953544253,0.05179726269863743
ALB,0.006832499796256141,-0.02125311168852572,0.06882114219938247,0.05073446395173358
EFNA3,0.016305735527240624,-0.06481424697241295,0.06828532853354048,0.05120662776037772
DRAXIN,0.01342496479201758,0.07577354473834759,-0.01748351332488125,0.07907157186152253
RAET1L,,,-0.019018329468050096,
NPTX2,0.003781074464453784,-0.04434637476385373,0.04268594175382064,0.001349728809448189
FGF11,0.022985905449930986,-0.008394642642695358,0.036512287743625686,-0.049291010193491684
CD59,0.012117183757002433,-0.05749764614405393,-0.0020834353617779347,0.03797017706910231
COL9A2,0.01716563598129928,0.055886700069181,0.06986217639964491,0.03904150243247265
DLL3,-0.011380018540459816,0.03184072822401828,0.0589219339762979,0.11368066722184803
FGF5,,-0.01692373319416006,,-0.051354435605729123
LIN7C,-0.0350571555892711,0.04928305662147658,0.018643477223348828,0.018190710945821552
GDF7,-0.014453066235654035,0.09867663834255803,-0.016303438249892114,-0.028594494436252987
PSPN,-0.02604060075698128,0.030565948760298157,0.03329977972668042,0.03477023947324501
ANGPT1,-0.007953417613191217,-0.0030358590847260605,0.005061437335861014,0.12273398179647119
PNOC,-0.007519058103660133,-0.08971179612131303,-0.017337147948751675,-0.020689213049381074
L1CAM,-0.006271897602087666,-0.027106996318127893,-0.057165209550399824,-0.025179760117945826
APOA1,0.012026030713751646,-0.0038479994990092544,0.03030091887930114,0.0052625199792225
PSEN1,-0.029088487606830464,0.04785446175975923,-0.010239367613481714,0.01336453853110137
CALM2,0.00947959632060714,-0.08740153461190979,0.05594758395504675,0.05561772501828765
CLEC2B,0.03273519728750111,0.07498216508182373,-0.03802145730120363,-0.014748820417383035
NTNG1,-0.03784530994550981,0.0010319020204388242,0.07960175615098616,0.007404655794860745
LRIG1,0.00244160742007064,0.018862723159402198,0.08420598383377989,0.05482809850982431
CPAMD8,,0.009187850738069313,0.0690991935769644,-0.02100423505882478
GHRL,-0.018332153635323596,-0.03255843660299627,,-0.02883410504040552
NPY,0.03766757965873955,-0.03219579080762458,-0.02293613924095304,-0.025313048507936788
MMP2,0.038658233059526086,0.06373958122057365,0.01217065591596957,0.04094657193879618
PPY,,,-0.03990783345441383,0.02457132739462317
ALKAL2,-0.011600953648114837,-0.017358760252336316,0.0013789262695224512,0.0002650101430612655
CSF1,-0.012479719473968753,0.00945286996433021,-0.00044253486306765805,0.06526181712185047
SEMA4C,0.0015248864867138947,-0.01207846943454142,-0.013013152782740624,0.018393713780444132
BMP8A,,,,-0.017992259790680826
ICAM2,0.08297475292644935,-0.026749205597411802,0.03254554252092833,0.011695129176985189
SYTL3,0.08636702758014765,0.024638845899036643,0.0636501950568206,-0.02101811717515489
IL1A,0.09347754007563115,-0.0205213244391153,-0.04295581881803543,0.09245510527640784
HLA-G,,,0.018314611307918054,
PGF,-0.016910407995364876,0.05955381324568424,0.00016192182365181373,0.05315308549003489
LGALS8,0.008786495644732788,0.046223231473315585,0.003173546861541585,-0.011165109674181882
DKK3,-0.022491217708660544,-0.12229480740947557,0.028045194993808552,0.015934295392359344
COL16A1,-0.015656389727335792,0.05081625563536463,0.053840728705348034,0.05330138399384927
TPH1,,-0.018199482767415193,0.027142383092289224,-0.00612331150881772
TNC,0.013106116267847207,0.07457244582005074,-0.03275313424167643,-0.01983633634698694
TNFSF9,-0.019399439226495254,-0.041083599089595205,-0.02045465141536317,0.030524784132121573
C4A,-0.0114322198251179,,,0.04709460104398015
CNTN2,0.04277614237865492,0.02950508278391275,0.09751787993166158,-0.0032850040073227403
F7,,0.06030893500232307,,
LUM,0.06040778878484962,0.043093026776701134,-0.03272997754811479,-0.014530544241975724
BTC,-0.017889393557334085,,0.04748129262851413,0.0008039558078428336
APOC1,0.06140287900488534,0.09025289041259507,0.11208332850539626,-0.016670219977484833
PKM,-0.05870613078534888,0.030056575651224566,-0.06205496373333257,0.0043067177487736835
TNF,0.09103098401038767,0.048150782286670024,-0.01901833465530374,0.001183761076857183
GNAS,0.0040082107530613805,-0.0732478503037192,-0.07539142619933871,0.09650534125984656
BMP8B,0.041871181208841084,0.03615848593038157,-0.04060769072300143,0.02682802079279634
LIPH,,,0.05569278886087389,0.11748366476758683
CCL28,,,,-0.013971028632473303
PTPN11,-0.01624190299004952,0.019129447097678984,-0.03099629860973501,-0.04034712019430149
ADAM12,-0.013613564379454,0.049832696166368956,0.037043034660060224,-0.00809020667726505
EPO,,,-0.02202176997985147,-0.014857027847480785
EDN3,0.05809215220528495,0.02904721238326854,-0.004381448995849724,0.06790775021671609
CCL22,-0.014453065885667277,,-0.020138571458921443,-0.022958001321080907
CCL2,-0.06550862573978469,0.04316103058977854,-0.010100074634853401,-0.02232884742854511
DSCAM,-0.02488697349184402,-0.007720023222587544,0.05653068303915016,0.06647567647790471
ANG,-0.03119652725189587,0.04366954046075095,0.01621616783828138,0.06299531726764525
FBLN2,0.038847665259485166,0.019592223566601032,0.03151995897426687,0.0003441276984759175
VTN,,0.0046899734699248595,-0.015485264705367022,0.06072075429549674
VEGFA,0.018397656521123875,0.0029532114019234193,-0.09480095972856833,-0.00748542968885043
F10,-0.01649726056449073,-0.0085874514847067,-0.026447417490727567,0.038046458097849865
SERPINA1,-0.017095969388166345,0.06837483633480136,0.008652328587230345,-0.016624551125597596
VWF,0.021819529802058528,0.03541687111913452,-0.03167100174648149,0.02889838386323682
GDNF,,,0.05813903615795996,
VASP,0.042789224658876905,0.047845207876388574,-0.024839149955785605,-0.009011427889674324
ADAM15,0.03012724688427995,0.02752997790274337,0.017538231709953684,0.029555656464404223
WNT2,,-0.039297880027551885,-0.022617460866622335,0.011785017533193911
CALCB,0.042057594050193554,-0.016923733010244343,0.0042441857501077295,
OLFM2,-0.09099138838787187,-0.0525668527234265,0.0558309235647766,0.029758248080856965
MFAP2,-0.031388118719251214,0.05889506171200066,0.029718661744780942,0.07009662208069535
HLA-C,0.0032275683805277353,0.10156386031137525,-0.018539016724319703,0.05883471122303406
THBS1,-0.00960358720596483,0.007603798289716481,0.002141137161250785,-0.06643511529826095
HSPA4,0.009460365129217226,0.04958521518607749,-0.010104127367956175,-0.00023707329678977637
LMAN1,-0.03917094680440349,0.05218915321328099,-0.0325755507327415,-0.017411183470339524
LYPD3,-0.013322718925121409,0.002760191069797109,0.018055343143838658,-0.002978332747431585
APOE,0.047955558084363234,0.02070920204606743,0.050280473740728214,0.01650716645859944
SOSTDC1,,-0.011956276890315648,-0.0017373876165640155,0.1662048135797222
ANXA1,-0.033395737243868455,0.09110936846073768,0.0499965221348897,-0.0421982575879915
WNT2B,0.04928276723122931,-0.03846099630414771,-0.00926816158949921,-0.044027616457152925
AMH,-0.017889395439222903,-0.03472092681688575,-0.00035937879791525187,-0.015857951645233823
GDF10,-0.014988276711686706,-0.013521509177677605,-0.033915633873229656,-0.03925476481598884
EFNB3,0.023616002414981768,-0.03392470219249166,0.05760464484734212,0.027443910364536788
LTB,0.039168037706398776,-0.027695770499864446,0.11003636757364037,-0.016848505413108353
ANGPT2,0.016960363514012828,0.04831836320427745,-0.02629555529238978,0.024552481650590964
ADAM17,0.041686699391346255,0.053842423830114346,-0.0018089114898627138,-0.007020301187463208
LRPAP1,-0.026754401163172563,0.049902279394731706,0.060706046953381214,0.0353722150755228
NID1,0.03387420317668814,0.048305056571704134,-0.007335420165616122,0.006850212582956314
MST1,0.04141693620881702,0.04078573189634499,0.04682199830548641,0.00011948576026002004
IL13,,-0.01714255221100718,,
DCN,0.06331414552581692,0.03535664648476943,-0.01766754403518687,-0.02715162965782309
IGFL2,,,-0.003505743820033643,-0.03925475312210038
COL7A1,0.02842204958980366,0.05089596778771113,0.022813263912460982,-0.016415328736521368
CALR,0.0014230031544260734,0.0733817239905048,-0.09350302939101168,0.012671011038542459
PIGA,0.06739057233383197,0.023720740518806366,0.020462107661770167,-0.0009987893001221291
CD200,0.01876675646039991,-0.044352715124123435,0.05038967992523498,0.025897230182426
GRP,-0.012722260017010678,,-0.0005650216374436103,-0.01762882200444307
CDH1,-0.030462334513658536,0.0025001390899698946,-0.0185764637468232,0.025973461923137136
LPL,-0.023132996738891236,0.04249801884917212,0.08573614008626193,0.09926314095523343
SEMA5A,-0.025757325101728925,0.04074134170335506,0.0667382602419185,0.06673344232242083
SEMA7A,-0.009741399956150686,0.0005761221427930186,-0.02893470526635495,0.07061489484502385
SEMA4G,0.010663478141434389,0.03257158849061373,0.023683822410694513,0.1064896982127178
SEMA3B,-0.018161098228100303,-0.004161694188028392,-0.006399262347612216,0.003822276215186448
RPH3A,0.024392434480223147,-0.037189475322646215,0.09497352377209901,0.18037504545106223
JAG2,0.04339894481090962,-0.03481526282781684,0.038370464536890865,0.024973251654928315
CGN,-0.017321671416695952,0.006678472057980987,0.09626379014552347,0.0037633163770583265
