,MGH258,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916bulk,ZH916inf
GRN,-0.02980344949525123,-0.10250136321740103,-0.037329050693244506,-0.05401756402405821,-0.015694275418613048,-0.006182585071827642,-0.10803064564843616,-0.12550458896329697,-0.4533130479338579,0.04890681405357218,-0.06378820425635591,-0.34589670012802803,0.01005883003512577,0.08479061875951989,-0.014707829907580426,-0.023192589743498172,-0.02617703446417254,-0.03280818684783416,0.018950915314431306,-0.16134049946745707,-0.01601233307879652,0.11071049838899262,-0.16311877879003775
MIA,-0.003506519565249312,-0.03645964042512707,-0.02583914613222771,0.005540220526047699,-0.023973459703234445,-0.010399424818182837,-0.060503164042578904,-0.050821585368641745,-0.1356345433311065,-0.057640993280244655,-0.010698275205391444,,-0.046855846527144175,0.15947083160236428,0.1567247409155873,-0.067987504314729,0.13486343177211824,0.2390262835586614,-0.0023478768577348767,-0.2119744997907518,,-0.11831496957586168,
COL4A4,-0.013629990828510569,-0.07761785428699199,0.010460350289711833,-0.011115034731797249,-0.03759861443693308,-0.00032853774028365496,-0.06217878288316539,-0.04140758995263226,-0.01689840655853015,0.023448440527264466,0.0622296699268012,,-0.06087527130853757,,,0.03508828154013461,0.07468042834209249,0.07901732251272821,-0.026121340750759354,0.08996128111758454,,-0.11253245634281833,
TAC1,0.012057245009267439,0.3873535302663624,0.041272374940095995,-0.010072176187102218,0.10256963336032106,0.06941434814602625,0.24543042144430538,0.2488738757016386,0.5657492149604488,0.2567249203668448,0.12136844510390728,0.40173663870132725,0.3624640404404211,,,,,,,0.011230282391993782,0.09229594594533574,0.29055489160765713,0.18929311135760093
RARRES2,0.028567002381015595,0.08749574260760544,0.06100195783421148,0.08976056912539505,-0.04176532917316424,0.06498589676149137,-0.19095213251064008,-0.1703769533783716,-0.49119851705020046,0.21570259537939634,0.01621733026613646,-0.21011313069421048,-0.20233265075482687,0.021662772363468145,0.05600415417623987,-0.14814202020081893,-0.15687583832415294,-0.08984562356834472,0.06291588665458088,-0.06921098967573376,-0.026234959338985023,-0.22884031310715114,0.04796671919220948
FGF7,0.031207400697400346,-0.07095329494803923,,0.0645380053758579,0.006286981216943987,-0.030775395630892603,0.0898990776024058,0.019418420293079615,-0.07865185343285815,0.05721749051240173,0.04868116370651366,0.06346054857289828,-0.01198022088483861,-0.006161084577862596,-0.023636717567418874,-0.030237663827794303,0.10355358723128956,0.10995350939724655,-0.021585577103326738,0.057005469998166476,-0.03278054438625298,0.021066542793541292,-0.11585274199525071
EFNA2,,,,,,,,,,,,,,,,,,0.0705083478258694,,,,,
HBEGF,0.02544975821683058,-0.059808399024640024,-0.03125375087274107,0.03429202714286181,-0.003565302531431131,0.006365454315195928,-0.13872002713309148,-0.1181332634436933,-0.18578324898743645,-0.2148200970372395,-0.03986949355072015,-0.2348558430709644,-0.07589475598116031,0.034702061071879696,0.03989025511604108,0.057315616435225064,0.04202834341168182,0.11426888473044138,-0.0109422585842012,-0.07458507512815737,0.0024840208774257063,-0.2328014231879514,0.036609408836508546
CSF3,,-0.025513613457163384,,,-0.013687611146744851,-0.0025879048978918683,-0.007611480492177761,,-0.022764245067472016,,,,,,,,-0.14285700503713425,-0.18415261731454274,,-0.07425091891902863,0.10727253857277973,-0.1073650165572846,
PI3,,-0.09194985005666795,-0.06416370534219037,,-0.02828416855270587,-0.0021939403967186073,-0.0595139460170748,,-0.0780214751485883,,,,,,0.07347411176756213,,-0.2621229427087825,-0.2895412878067608,0.012899223136116966,-0.16169906172483342,,-0.13475620361079416,
PCSK1N,0.014857231981125431,0.39774632946443766,0.06509995612828988,-0.060015227662304445,0.06527236325435218,0.04222296733894463,0.08974212383276785,0.11556832217716649,0.25925499155406795,-0.07021739854502163,0.15736774213018404,0.5355558767051155,0.45253623571466534,0.012787069110183883,-0.06513367186284848,0.025953686421545767,0.22436563011661467,0.1383817739101024,0.057839288643230756,0.3240046920932138,0.1813021684666384,0.3401813213914984,0.20109428836130264
NTS,,,,,,,-0.09596906542801936,0.08652147018220446,-0.10406449795418378,-0.012874141616017961,-0.035689381375122994,-0.07997065814051088,,,,,0.1590503079832058,0.11940239120697078,,0.18893676870236406,,,
SFRP1,0.016395031619251797,0.10619119751097239,-0.025027583322295766,-0.013986725445798806,,-0.028924664204207876,0.19175251197398543,-0.044752352571279234,-0.07151717638603068,0.02320636592576478,0.017936014752606946,-0.169596910572614,0.046445108465318304,0.09564062323529046,-0.015284626645731344,0.30761188263678146,0.1878500146152,0.15846173972687425,-0.03522615201046681,0.1685771630067708,-0.08177451429417618,0.04556992259911945,-0.06230251048025183
CXCL13,,,,-0.03256787709318207,-0.028680008857637898,,0.0019496401188069572,,,,,,,,,,-0.009142840271918216,-0.040762920390235685,,-0.03093092372678071,,-0.05400603356865334,
MICA,0.019720849095307066,-0.10018385697310525,0.007434964189118695,0.014841955450918196,-0.024157505940999573,0.003989869843299271,0.009584936030169076,0.013747283893467008,-0.1536519617546614,0.06539206577459136,0.003812099832084507,-0.044799407267114004,-0.17150299812836706,0.007760775311663146,-0.007122287156454117,-0.05177458057453081,0.022115354570127196,0.07234908697916345,0.01004973933260435,0.026619412599900794,-0.057172530138291176,-0.0408679062051371,0.0770891482835428
TG,0.08159842467788599,-0.012831704572823302,0.04432962955090391,0.09440261129306678,,0.00610643809080868,0.027381065421321384,0.04053670456661777,-0.0005879871399518728,-0.03797894572461438,-0.0566843167930696,,-0.04703046517172065,0.007734113065516901,0.03878989923318341,0.01306907139586485,0.06889247958625282,0.00011740354669073118,,-0.004209299307131478,,0.015197590555994513,
ADA,-0.001230606584572978,0.034239918277859736,0.01022647035289471,0.05510087137831134,0.09302201472927456,0.01640562336861116,-0.03046029971097731,-0.04125343676852873,-0.34830837237529494,0.01697523955501471,0.0036269536197029717,-0.22674690155770366,-0.11971033386781134,0.053823796430794706,0.026451345607306265,0.016636113432553657,-0.010369217208396822,0.0515059749522985,0.04199535727505171,-0.051792841701308934,-0.02978474895690126,-0.00014792772283347014,0.029492911298535575
LAMC3,0.020485365814833463,0.09869902677377103,0.05563359581770851,-0.012001027105971571,0.027790469818863104,0.018638269200451123,0.051947751580197155,-0.09736103358211445,-0.21102652848237488,-0.05719035163038597,-0.04012792641687437,-0.059416506935672145,0.012131483188754478,-0.0330563176486886,0.025299102713592,-0.0028970541529079914,0.061570296676824406,0.10045617189121404,0.03169025680665452,-0.0019456160520100977,-0.05276608799268132,0.0693473026426088,-0.00411777442300475
CCL7,,,0.0009840927686312526,,,-0.03342721390850883,-0.018028215036970274,,,,,,,,,,0.014271877061795526,,,,,-0.15131658684898974,
NGF,,0.010384999042618094,-0.05324248440811664,,,-0.015106005215658025,0.06443098058596158,-0.04755434035443652,,,,0.10022004690519785,,,,-0.007461493045280053,0.045116769805819884,0.040313383373959524,,-0.06913001836958443,,-0.0013585374113182851,
TNFSF15,,0.016081315678013762,,,,-0.021341222043661852,0.0357076726098878,-0.05407854904826685,,,,,,0.01365778330076273,,-0.03981532516610668,-0.008162649428179122,,,0.030114425244004647,,-0.06130182415618378,
HMGB1,0.011077946589543928,0.16008683969874765,0.0655624058253921,0.06488471784901435,0.06552636534650176,0.03866758342123552,0.015186444409119789,-0.13823374692272122,-0.41424168712576726,0.09774529711633297,-0.0515308459578444,-0.2088891643228052,-0.0009815707602596328,-0.08437808817825226,-0.047425553947018556,0.008030631368148989,-0.04299404078378418,0.07033568403168287,-0.036723376986300967,0.032588671171157706,-0.11646103270672836,0.06845085606039589,-0.008121330230228787
ITGB3BP,0.040545624227173165,-0.2438832832473736,-0.0066275215380595396,0.015474540089443512,0.020182818530545273,0.0030123960859581218,-0.01173282813917056,-0.12859768149233147,-0.31147512690982737,-0.024813385413079994,0.029915804632549916,0.013843508900638363,-0.2329818990518175,0.0784037631418754,-0.020901252218277412,0.009553432047261733,0.022525495164144968,-0.006778142422163696,0.039896557811376805,-0.024189969653070003,-0.03699585796568922,-0.04783923222468929,-0.0034067432315214117
AANAT,,0.024629344019441654,-0.04246552988246477,,,0.020193110532285348,-0.022652840539924946,,-0.01612513032398917,-0.010608490304103414,-0.033827407197725014,-0.07468905060957802,-0.032347430211169564,,-0.049408461591157846,,-0.031389593615161054,0.0635473979670716,-0.012721844348736591,,,-0.03245598774409325,
RELN,-0.024420740535836444,0.1709684006936064,0.004633910420722426,-0.03151992645504569,0.01396020835148439,0.03670111339831016,0.04234017319904809,0.06814225989394351,0.2809449066374792,0.03940811075206726,0.046724132691815724,0.11083807647673302,0.1418397757643851,,,-0.048386583811055664,,,-0.03728658199544805,-0.03160614169702579,-0.019274532018145104,0.13690858098873515,0.08704834230766961
IL15,0.00789779720227931,-0.04235595539671893,0.03244742481098254,0.06430168315947768,,-0.005959639600917506,-0.015561633146786264,0.050285452149119995,-0.12442665651324858,-0.006649037352862958,0.0023182487291491206,-0.06096978048134186,-0.009588125047217394,-0.05524177057663592,-0.046380807174758176,-0.024522080167116943,-0.0028743571104963258,0.1419884759063213,0.0625127356020274,0.012595834673938702,0.046100479407986894,-0.02647268318444708,
UTS2,,,,,,,,,-0.16679738146699993,,,,,0.13097069073539233,0.06993139150794125,,0.010976150113799725,,,,,,
BSG,0.11929759160447792,-0.16887646993123295,0.059812381524889005,-0.0033832416682810914,0.010371482595061004,-0.03725259716788627,-0.021541738052863513,-0.002789900473358133,0.27336508440934304,-0.19172943194871522,0.01368571605205463,0.3397953019218596,-0.25497421652203595,0.06863501532748377,0.09607968361411152,-0.004942217827354947,-0.09087359832993207,-0.01924099906151965,-0.015791847097084404,-0.17571769574716312,-0.027169937557174093,-0.07883287326523265,0.12342027679065615
ADAMTS3,0.06286606926177228,-0.06849166107494332,-0.019730121922464153,0.018242084694637423,,0.006514689272917762,-0.0013357885198126648,0.0550682227738931,-0.3971102978213933,-0.04822048950942497,-0.00726889609340796,0.05787152036379178,0.004355915703025434,0.07670548739443422,0.05285367413975971,,0.17208928775536386,0.14299525396842228,0.06968671345642496,0.16872603599670946,-0.0005307931177476271,0.033866445372602194,
CD34,0.036218980227975386,0.18792744287526236,0.028980578424491275,0.026873554456914663,0.04735879866334397,-0.026572056146001603,0.03713813500981748,-0.019854649587555923,-0.20311204033482816,0.05811368381318121,-0.021774530940547487,0.07422319411698208,0.0499364385577576,-0.0219255437668617,-0.01961952604111837,-0.08469561738976364,0.09293355447763776,0.12061377120337412,0.08561407585606552,-0.023778411443551827,-0.08096351783885859,0.03900695323791408,0.05751016047184851
CCL23,,,,,,,,,-0.012734698663655179,,,,,0.018581593075952064,,,,,,,,,
PLAT,0.04549521506397944,-0.03996633764390154,0.0662130672804975,0.006504228214020412,0.007048018722254761,0.022537647377258666,-0.05236324842509119,-0.20360195797551794,-0.38839333120523417,-0.27939486465909263,0.06014006252157196,-0.0155823609417756,-0.1800055923337942,0.004352176028252447,0.09571645973401062,-0.01240528906723518,0.25889526183756395,0.19924507579137746,0.005639716823824585,0.06814726590052005,-0.14945951292963114,0.003299163412808174,-0.032190889454606006
NTF3,,,,,,,,,,,0.014657529231141702,,,,,,0.15488955558670595,0.2425992393169813,,0.16154212518184863,,,
LTA,,,,0.08581184342980656,,0.007776997247528726,,,,-0.04579137377977086,,,-0.05818654749482187,,,,,,,,,,
CKLF,-0.028660105141081128,0.005923705312649452,0.051321002782575356,0.049263090538579524,0.0022767894868768825,0.012551918267533517,-0.08445680786096135,-0.14859640501168908,-0.45286337128779286,0.02537793307367346,-0.07035058588332777,-0.29397543987502783,-0.2594973918089531,0.15412302060130945,-0.024268082134371993,0.02989734366946901,0.16056582737600786,0.1703829868048147,0.0619128623102226,0.04748685643023445,-0.005459260437582771,-0.08660524836190674,-0.003817176377206147
CD24,-0.016280967654027815,-0.14523902588279558,0.08059998860156978,0.21251543405599294,0.028462317587087275,-0.01903567775026117,-0.010974057659280004,-0.07469992753407803,-0.07205884536679581,0.20196507441882497,-0.1992691479807645,-0.022681319876830565,0.020139548958267955,0.18205754957110176,-0.0897493899623883,-0.030636865284025736,0.2620072512698204,0.2082768423145935,-0.00911339041765521,0.3818116673685249,0.05935743795565237,0.10650675866338842,0.12471399965074359
HSP90AA1,-0.07591141311675559,0.158170944382466,-0.05104843527741575,0.12901586770197018,-0.0060979686787048844,0.060924450307437365,0.2628340128291348,0.23592798899548534,0.5318730315549118,0.06381538032464706,0.08549705569294308,0.5471687213523831,0.46188863777646705,-0.014723342903631472,-0.054172041344338125,0.14343698690764037,-0.28177649847664943,-0.2829451742965284,-0.07777050716571098,-0.0432010701646472,0.036271461921048284,0.21277099512588515,0.2097690651362677
BMP4,0.03379009489173709,0.13730682972812192,0.023040748570976193,0.01573292704173377,0.0339796141545963,-0.02814392322861099,-0.010834616965473467,-0.10185581242043934,0.09014518368423566,0.06484694155545317,-0.005179011800796782,0.08599140575953332,0.02237646447000572,0.003561398664212621,-0.014484128682689675,0.10638923082692886,0.04419362386090123,0.06908792755868363,0.011417323250559481,-0.03830449332482765,,-0.001666216588462002,
SCGB3A1,,,0.012092157652390747,,0.009734135717036236,,-0.04958356336846073,-0.012552341552303255,,,-0.005132930916901983,-0.06475693068084902,0.11228803656390855,0.08335698141502829,-0.03397826036037884,-0.05372337384161431,0.028284553333496193,0.04809414575247844,,0.0152250683395741,,0.01951475099870058,
IGFBP4,0.09633349769101326,0.025107783245285852,5.686478881945098e-06,0.042250635336772764,0.050369400796567404,-0.02741239339987496,-0.033530014516113225,-0.15660546921698618,-0.21398362867886597,-0.14079372350801347,-0.05520878976559012,-0.22017009792835557,-0.1125818579477232,-0.04454990914364428,-0.05382909468256463,0.012839492610646042,0.007405750884213181,-0.04505144371845347,0.06561095427423372,-0.2373923053205789,-0.020764602410522637,0.09351017293336081,0.060259649187261115
RSPO4,,-0.05462739792813634,,0.046957062738088244,,0.003919330823870383,-0.02829377702689283,,,-0.013077546882989033,0.028127463206378166,,-0.06183897354197881,,,-0.0058236915515575945,,,,0.07552231387138833,,-0.03120132793489699,
LEFTY2,0.003557189751683473,-0.006196973937860706,-0.0018520954588707847,0.01967210096664041,0.04868518937223952,0.04496103112427349,-0.017578806373751595,-0.09419966110393033,-0.3082807650840565,-0.07285174153752995,-0.04206552247563868,-0.019082659080586876,0.005403666113397486,0.09242236528792107,0.07800348577046536,,0.0024297868718906193,-0.027079173610177438,0.007468508890758689,0.02448545432329302,-0.06922350913080969,0.12137399573012515,
PF4,,,0.059589510265637434,-0.004152759144496092,,-0.01922400551749888,,,,,,,,,,,,-0.05752265227903671,,,,-0.02476659053526983,
ANGPTL2,-0.006975686982550957,-0.04204558313249188,0.04221937660342533,0.05804402119482334,0.01717025584753692,-0.016095808399651437,-0.06542879671044964,-0.25984858889257045,-0.34877659419139934,0.07323892165663513,-0.07816112542398448,-0.2941484253706943,-0.37032621415255995,0.08671675176180142,0.10221571644885077,0.07401954528561616,0.19998655406126073,0.1982763309753794,-0.03720248934562,0.036058762105346066,0.010000210458411918,0.06789987688127438,-0.03326572923817227
LRIG2,0.07466380786266145,-0.09604964802203002,0.03550708836983439,0.11504404441212437,0.005214933161586436,0.03559729975041556,-0.044987710057446784,-0.0200492936658741,-0.16710599058881598,-0.013487063511179677,-0.051196759300691494,0.08030665556272291,-0.07712818133748821,0.01250468815039848,0.062080630896618014,0.06817091417237049,0.04973001203361493,0.139982334547946,0.004138766882887266,0.07072784011032213,0.030502622040725676,0.043304913668038895,-0.049009837733742005
ICOSLG,0.02758794721705261,-0.07500586263768105,0.035930977874290476,-0.022475733891137262,0.014301067134484773,0.041941033676683094,0.0029953602650906455,-0.11803915566833188,-0.23422080551590999,0.015531362232039415,-0.006602551375973006,-0.09755602530941562,-0.1250584235945126,0.04335038475166472,-0.018145476468084048,-0.019297050229981443,0.08632181797752443,0.18051036490480363,0.06962053927067229,0.07242580582031449,-0.12028494841720083,-0.062494762232486775,0.019139366757856872
WIF1,,0.5258883181152297,0.008775626876417026,,-0.018679808951666543,,0.12254478703166317,0.21875168762915076,0.5575713962968296,0.04040504457525651,0.06435657721651862,0.2999371936473541,0.35275189392453865,,,,,,,0.025957308406375636,0.027453058598317554,0.002810254937003548,0.269117695199744
NPPC,0.07777624820647633,0.0009729146977424521,0.0586420164249671,,0.04073707676428048,-0.0022369483789852146,0.10214292443754915,0.060524935722465215,0.05290511231369364,0.07554990546223518,0.0035288038036587616,0.12578299018540884,-0.23963752316774198,-0.02698067637196983,-0.09012428381940316,-0.0397525441269062,0.0596088969030335,0.019851980835809795,0.03209188924425212,-0.046786449823606316,-0.03340659044469225,0.1321751945229229,0.06174210876904846
LYZ,0.020650354046584746,0.010149558835255352,-0.05294204293792799,0.05009982034471155,0.018380051867251924,-0.05063846694933981,-0.10682870358262744,-0.02421967321021701,-0.3255929035822054,-0.006619548314396148,-0.06693230822297352,-0.3623067947419152,-0.11352845637680717,0.10746647195212998,0.0005725760283765777,-0.09427017792432751,-0.0039560059593217655,0.014283927599581268,0.08988976726805117,-0.02293287934562186,-0.11702595485757313,0.05862886311885594,-0.07992434980947877
EREG,,,,,-0.024279269560343097,,-0.07529836125133538,,,,,-0.03833358057385057,,,,,-0.03565761543633904,-0.06503223360146641,,-0.09850550175247973,,-0.0013577082482958854,
SPTAN1,0.04220165888702898,0.26390041407626413,0.11618439598707939,-0.000704614577153605,-0.01829807898257392,0.004749301314742835,0.08805745006551428,0.1198582552872982,0.315643819617371,0.15837903576218895,-0.02938732699405624,0.5005297526801807,0.29387932196921274,0.0031819025666818346,0.06912511663511281,-0.01691208696511057,0.1398263998002769,0.16408089657026315,-0.02051370578959478,0.2638066610005802,-0.025200659129891015,0.3312843809893513,0.13202838035845924
PTH2,,,,,,,,,,,,,,,,,,,,0.06718531450639437,,,
LIPC,-0.00037043299770594815,-0.03429097325239094,-0.010977366290694061,0.062380855414648766,,-0.015087828383929306,0.06115181600741131,0.07263502148598462,-0.11662808671567258,0.006896130173619908,,-0.0009912867078514793,-0.041568916908267195,-0.002619996899420899,0.10240367254417282,-0.05324026691440317,,,0.024355550857891976,,,-0.004851387397234757,
COL8A1,-0.031469653414745107,-0.21837972090617958,-0.08359178501652917,-0.05687914388555114,0.02671879037452496,0.019085331763107928,-0.08488788057448254,-0.13487778947183304,-0.16140226043107475,-0.05524515863779066,-0.024807693269309178,-0.20565630435685925,-0.2322164475720504,0.11143924300188492,0.06449903302044467,0.003977581254040964,0.10075714181545893,0.03216769943016118,-0.04332542945339662,-0.10225223814263547,-0.10868869084636018,-0.19119931777100158,
GSTM2,0.005976295503667674,-0.05980869342032595,0.05480672450206208,0.036676974271327184,-0.03945362938710595,-0.0462358641216446,-0.001081532451294227,0.025803111543138735,-0.10475841478092095,-0.07309940622328151,0.005286870834434567,-0.02359383785577205,-0.08985424489546039,0.15725838688416624,0.12447344585972035,-0.09571966516292092,0.03881485662959569,0.07896549423840268,0.037494634820779436,0.06977856007674871,0.021337403106791,-0.04825908774451859,
IL4,,,,,,,,,,,,,,,-0.015830183902119103,,,,,,,,
SPX,-0.04964759806921954,0.23115175094705173,0.03465515982767726,-0.014120775326601887,,0.015179277889815561,0.2039751462083036,-0.01752478799684115,0.20713108635314167,0.18341632062489108,-0.02264458769465796,0.14314514044249788,0.3347819132043492,-0.03576806216228678,,,0.07931096174764612,0.01779449589307184,-0.04437571223851682,-0.02347145360116452,-0.08656437427892774,0.05150388223881314,-0.030535794272091334
MFGE8,0.020960441108713448,-0.14624512503086035,-0.0016191571359718973,-0.05613772665260955,-0.006103883829883077,0.016979278371866236,0.06121104377818811,-0.07090219804411259,-0.11709556524767287,-0.086904202858764,-0.04673772057173704,0.13371402585343206,-0.10751683991985836,-0.025868810929441148,0.08392139372088579,0.005303317264096105,-0.08205764215282556,-0.008200441313999841,0.0632633502902219,-0.08404505784923962,-0.07797541466899599,-0.04950336443521199,0.025030962265487924
TGFA,0.01353282781538754,-0.3425936442945797,0.02068825683516287,0.07492516882872191,0.03870458912106292,0.0013081690914258852,-0.15810638862865448,-0.13974167122254705,-0.3168663620554037,-0.16695450260496925,-0.029443295643370858,-0.1548575453708377,-0.1391620157190681,0.06644634525386763,0.013599625151512024,-0.06077328798642365,0.17841464619015449,0.15618189747134206,0.056924408229932694,0.09364233582522234,0.06337039955271281,0.03726278292785754,-0.01941877826839931
SLIT2,0.032576051601948035,0.42942222659547274,0.02818403172365896,-0.07111182375933418,-0.031380230169298466,0.008201127091744562,0.04175313566808226,0.05828872844538626,0.24047110126025534,0.0656715384707365,-0.034273004902861504,0.24942537874828405,0.3797944452780472,-0.08314589720479283,-0.07084906159957358,-0.0409067954125652,0.10387953485619147,0.14777044888580063,0.04964972453062265,0.11842370698229786,-0.01656977182835014,0.01710743086066625,0.22260017508095722
