,UKF259,UKF269,UKF275,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1,ZH916bulk
IGFL3,,-0.013231776753109178,,,,,-0.021486820053109527,
BMP1,-0.03278491459172773,0.023419478608755727,-0.02592260583748706,0.014796102096682074,-0.056690508995515566,0.0029833039291395544,-0.025132592274375216,0.06493139410706056
NDP,0.010337991554361237,0.005061738015811711,-0.02520636044546026,0.09269534147594818,0.03215661584802964,-0.002900073288408158,0.07324627064304692,-0.006684833064738027
TNFSF18,,-0.019648791249543725,-0.012622089446573373,,,,-0.024427828481240133,0.03598957848640323
RTN4,0.007591887952240093,-0.015092244591205239,0.03596366162691477,0.04165908848061921,-0.06138463686162693,0.021754252097506352,0.020729082336765094,-0.08715212218028427
HEBP1,-0.04721440605293968,0.0592953486265084,-0.03410030321040272,0.022352654880718203,-0.022309358572179243,0.0054419791090316695,0.06900234030982275,-0.038605275835176235
WNT7B,0.0011628904767848687,0.04469150087244047,-0.018874814824012483,0.0014080710990473694,-0.02319630695364943,-0.027240233522885737,-0.035660443989776476,-0.06421080616179552
PTMA,0.042522494151412814,0.018800187835020476,-0.016212058880588867,-0.024565382581066303,0.04686231303746244,0.07338762887385912,-0.048749982453448526,0.0372433109606152
FASLG,,,,,,,0.07200862512731698,
CEACAM1,-0.033333459485245374,0.0630701433156779,-0.01985153968813039,-0.02058507286901666,-0.016893073170700663,-0.018079739162935735,-0.0097055079636337,
PDAP1,0.03526327909175998,0.049636309721746014,0.0016368016159029977,-0.03892854055244494,-0.032477366595354544,-0.01804773156711336,-0.029763116955860657,-0.015397651805969168
QDPR,0.04084601116479683,-0.015569208013151896,0.035256395191451816,-0.030350681321062757,-0.00019506362958507335,-0.049250046275995225,0.06793449209980013,-0.13225875927459943
POMC,-0.0004990612886379961,-0.020881408524405037,-0.014645674462481979,0.03365273344181955,0.044814694580474525,0.07060408101574436,0.0013991186635069358,-0.03388871207571208
CCL18,,,,0.044229157816169325,0.05225011315972197,-0.0350492836053719,,
CCL17,-0.01932048539992305,,-0.01574220298520926,-0.014604112855033893,-0.02438621165947677,,0.12937850982217178,
VEGFD,-0.008352851999688047,0.050798860298695736,-0.01677198578689285,,0.3466837554433512,,,
TNFSF13,-0.01332683842363543,,,0.11539595554215293,-0.026506978335800083,-0.020302335330021442,0.08173560687723581,-0.039092095262361
