,UKF248,UKF260,UKF266,UKF269,UKF275,UKF304,UKF334,ZH8811Abulk,ZH8811Bbulk,ZH881T1
IGFL3,,,,-0.018697398514030843,,,,,,
BMP1,0.0536497544450367,0.002052459457737784,0.14170554223763931,-0.11731764595162306,0.03384223966543435,-0.037110631066956265,-0.16027747896514544,0.06080813383516579,-0.05911940309666365,-0.07152934979581287
NDP,0.033268142095629075,0.0003124582689716609,-0.048673376448235876,-0.020951119466682103,-0.045530516380726846,-0.033593079489428,-0.04631442309339912,0.03291864849590986,0.06729427512145726,0.12424764514112842
TNFSF18,0.01586421582768466,,0.08837700199929131,-0.027765075482050785,-0.010176854652504733,,,,,
IL36G,,,,,,,-0.019274144873849423,,,
RTN4,0.05032497198629607,0.055173821563510216,-0.19116249452999892,0.1899319849397251,0.010686858576432033,0.10085432589720916,0.20678702617922207,-0.07527273844969744,-0.024807092945796305,-0.03139734991103421
HEBP1,0.07776052721620569,0.03623184217053999,0.014832156725529427,-0.04661097539111325,-0.020893074980532517,0.0011784241670283208,0.0653579084521204,0.0694162238516431,0.054594384224461306,0.08397710225897326
WNT7B,0.008273135577387765,0.10294718410255412,0.056223353705886187,0.21880454478803357,-0.01977720502824073,,0.05869163858347189,-0.03233556271948325,0.03608165287104652,-0.03728953021595778
PTMA,-0.02446637686065485,-0.004385771229456846,0.2185847527897602,0.03401804198818513,0.06735224350958975,-0.14277085207647922,-0.20673226637554296,-0.09757566340302806,-0.045086760661539056,-0.042804900571826524
CEACAM1,-0.02468409562923935,-0.01925053602734037,,-0.03653725795392346,-0.01600576789521785,,,0.08555129384923948,-0.01294885671337848,0.05295461620227552
PDAP1,0.0006997522566299147,-0.0009204556148495754,0.055394017717012106,-0.13116202398307727,-0.032250603298137545,0.026538540603937805,-0.0889650143009219,-0.060596319463355246,0.017019337892947753,0.03413928792821951
QDPR,-0.055551742866831885,0.04496589639110232,-0.04475968379222354,0.000347603989656712,0.03473614366137093,-0.10161670136207407,-0.008049084370554882,0.012964168036827347,0.0914471469156145,0.03754234616263627
POMC,-0.013970944125469517,0.12434678424903031,-0.015359868803819484,0.045281866689087555,-0.011808417372057406,-0.024933398741104038,0.049083123548222196,0.11684176668607817,0.03758656754483454,-0.04048710013119863
CCL18,-0.018862613939931414,,,,,-0.06869925606592851,,0.09056867662229008,0.004302277785431778,-0.012272077620705878
CCL17,,,,,-0.012692519124414325,,-0.01760747853504889,0.04287825952725928,-0.008394680823681703,
VEGFD,-0.018870306090573143,0.09133281063447507,,-0.03132315797156836,-0.01352280557902569,-0.022416371672744156,-0.0008961777513059068,,-0.013948111732661505,
TNFSF13,0.007718988336521812,,0.07849991048165335,,,,,0.05132158622679819,-0.01577372329715596,0.02665338290157395
WNT5A,0.0650081332528755,0.10043477589321964,0.21889890460362268,-0.09874559503348464,0.008386242213206309,-0.004479099314733229,-0.0508184012870977,0.03602702993847383,0.030497958618849946,0.019038132701687315
CXCL8,-0.016352007925693676,-0.12738842254918017,0.061286796564361846,0.0012080692544635993,-0.02834440487662024,-0.03940941650573738,-0.0253347044225458,-0.029070389146572305,-0.11796215263445532,-0.08740316961083591
GRN,0.07332112277789489,0.037051911564082475,0.1438668877822492,-0.14184248115794104,0.021941160835827294,-0.06510302167919094,-0.028569695148494587,0.044322845775256275,-0.04408376823399538,-0.010585039050907285
MIA,-0.02307847292444592,-0.04380520740959543,0.06773073928569891,-0.053410844500820474,-0.024947314234521224,,-0.02584398729648242,0.16538261397762524,0.1340937549707295,-0.11727909356812964
COL4A4,-0.01736046631660662,0.11833605428784023,0.048065156846054884,-0.018424898418047776,-0.013251382655568222,,-0.0250696264662159,0.12291695997114582,0.02894839117467292,-0.01830944354316287
TAC1,-0.011894939525901326,0.024181510100777,-0.13794546381041053,0.2273541173020575,0.061576813887581835,0.13030096212940767,0.27208113759410585,,,0.03629963578653426
RARRES2,-0.04944863508212686,-0.14812114090884418,0.09330573842854477,-0.16951868145176344,0.09584745844878806,-0.04021701681777345,-0.13473517711051955,-0.009758131444204416,-0.019187521258592438,-0.07197973665026305
FGF7,,-0.007322501552346194,0.08699646214366993,0.025718084938877724,-0.011781399822292381,-0.0187843147067851,-0.02442255525333833,0.00702867283511735,0.014188649032456431,0.019690709514156038
EFNA2,,,,,,,,,0.08519246905348675,
HBEGF,0.051767771845178875,-0.030708081136801187,0.18428319078156313,-0.10418221392990556,-0.05729389302193105,-0.10369260890274651,-0.08634207936848572,0.05366171841630076,0.048034109569901756,-0.020649096829464714
CSF3,,-0.09010565437295853,,0.062358463835447096,,,,-0.010545217327732583,-0.042460247551631546,-0.024612215203637145
PI3,-0.032406495611524505,-0.06762900505608734,,-0.021949586847540132,,,,-0.08754990743798549,-0.11211567770940249,-0.0990228632236393
PCSK1N,-0.014086635107499978,0.02536325599461801,-0.06513334975958575,0.08087426838711902,-0.017942491306574725,0.0886328463650446,0.2105099809318868,0.05641445423362539,-0.0015205644844235992,-0.10719830412912308
NTS,,-0.037276529243273196,0.01565527981077738,-0.023959472780260865,-0.01513816430943511,-0.020181935251468556,,0.0017250645484698911,-0.03269368557870904,0.08717274896388807
SFRP1,-0.017331225046194564,-0.014303709209641071,0.12463092750443447,0.0672265176898099,0.015202715913583485,-0.0968436382038487,0.015014955672938323,0.03593083972625524,0.061679703816367566,0.10577061548219699
CXCL13,,0.0788313680830439,,,,,,-0.0034698340065180714,-0.04251623310110954,-0.010507516251328746
MICA,0.06461792589336386,0.006990419735389359,0.062091729496072244,-0.03245564216502399,-0.006952222145090943,0.0014793323649201751,-0.051066969963418286,0.08226873110523378,-0.0005479955229189907,0.03876311955444969
TG,-0.0037142492975995684,0.0077132011957099945,-0.007278126293831469,0.009590056935541926,-0.01278723268858449,,-0.02644891722660942,0.017022832356149216,-0.01795082519723161,0.03369046940431375
ADA,0.04009887650213146,0.009788001034322563,0.01630247012849657,-0.0984955091751609,-0.041406115806095614,-0.028513453332624814,-0.08059761883312283,-0.001391215672533727,0.015319330657333305,0.055445064123926746
LAMC3,0.11496259354384299,-0.021952928548481965,0.06943291111449788,-0.1256382313766737,-0.0008064119995471907,-0.021508646561486867,-0.02644686036029935,0.10832857711371571,0.004141745711833958,-0.02627751598544124
CCL7,0.01511644677731937,-0.025236731307587013,,,,,,0.029802780427048894,,
NGF,0.008429234360866374,-0.007674533953939337,-0.009482885791494474,,,0.006133488594764427,,0.044322167074727095,0.03735148826308383,-0.009499688434722075
TNFSF15,,-0.054220520715876575,0.022637394959731293,,,,,0.029305795188915244,,0.044140981282062994
HMGB1,-0.018101868790749143,0.08092341125362146,0.12324142954995605,-0.14525905306613762,0.007077209760075674,-0.037150145435648874,-0.011736246745873211,-0.08457585489120228,-0.02320156207468624,-0.044949425752432694
ITGB3BP,-0.024430044207395474,0.005134624675031916,0.17687540737656499,-0.11237830837958772,0.026856949620528633,0.011005330988802344,-0.10310281678960262,0.023780155203877718,-0.024940636992250752,0.04544679964067987
AANAT,0.008652308590108366,-0.003130458849752702,,-0.017583383000818194,-0.01149963308566447,-0.018973999709948484,0.0054096859954874095,-0.03469864069599276,-0.012247476478707976,
