,MGH258,UKF248,UKF259,UKF260,UKF269,UKF275,UKF304,ZH1007inf,ZH1007nec,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
IGFL3,,,,,-0.019781368138456115,,,,,,,0.01360605405551044,,-0.02982763291330161,
BMP1,0.011432887504276582,0.06437495402367274,0.049163398083533455,-0.006744108895509358,0.16395953825796517,0.05398408008703311,0.020345696304365803,0.06874055023871221,0.051231552222187365,0.022207525084665922,0.028587047700210606,0.04239914547999894,0.13008937887615452,0.04900189337954639,0.01907500056543864
NDP,0.04346977088355789,0.08205663982320019,0.034666955758510094,-0.006942491467648825,0.02054853399214819,0.003417344006598523,-0.009700539312906186,0.02920134581671104,0.040148048588276745,0.03414492033714556,0.02648516242868992,0.045624680073695044,-0.01895774245146882,0.048651352715951675,0.053443362238801737
TNFSF18,-0.019279983101517573,0.02826573779991361,,,0.08959626745055012,-0.01824927101238578,,-0.030036634954002984,,,,-0.01712245116002973,,-0.0338286814685938,-0.025005821028562185
RTN4,-0.006386427108645084,0.00489990927752548,-0.04739940566476528,0.05202383297158725,-0.15013149691354866,-0.04288336471746638,-0.09250977002770425,-0.006072586739524506,-0.08141506187646098,-0.049844650794488216,0.018322553379242244,-0.00352026003479571,0.011312393214867452,0.060626458602342025,0.03459675139005688
HEBP1,0.045628293687416055,0.038800865123540335,0.006961002114926067,0.010650895375595491,0.06932063360928198,0.010954241888039078,0.0449198973164191,0.014151812442708701,0.0779112772369881,-0.016639415959744965,0.0464997962251885,0.03994712397354357,-0.028463507433481413,-0.052092806614033475,0.07683486857189896
WNT7B,0.18077123426208344,0.010908512387125613,0.006635920869461405,-0.06962981133471789,-0.07730840954325001,-0.035380343635780145,,0.012815470505436886,0.03434792221814649,-0.006528847247655324,-0.04108749341329103,0.05411458195457018,-0.020006303578939875,0.007679982741035512,0.005482482317805512
PTMA,0.04672303098125434,0.08025706880433545,0.020591392391954566,-0.021884269025866463,-0.10255231899984601,-0.04967084359598408,0.08303938099858514,0.07071178468275355,0.04206672784705341,-0.003588615365064259,-0.02769011901600791,-0.024870308137698905,0.00438798794506442,0.018306849275967103,-0.0025855658797198163
FASLG,-0.016985066048207285,,,,,,,,,,,,,-0.010182267521545545,
CEACAM1,-0.02358391285592107,0.019870855319067827,0.0036908825758311743,-0.020246320418182327,0.0016471609832949203,0.008980992635421401,,,0.03660986997897023,0.021568380949713237,0.005662652741646132,-0.004397087184059038,-0.02112884123419616,0.00042968150299436947,
PDAP1,-0.06308267400677382,-0.029671588708373567,0.01364764301422694,-0.018543671429444422,0.09005210783437496,0.05062187258848348,0.010428802237189574,-0.002442545119741973,-0.050755294894647564,-0.001587277418191756,0.02147622306528919,-0.026701821190567306,-0.05961124638677372,-0.03175330168772232,0.04844175977935866
QDPR,0.08430367793285153,-0.018991733669047436,-0.011140777873332097,-0.029110143870894473,-0.15014237354973595,-0.010037693171533343,0.038412320207575235,-0.012096903140063632,0.12762739046493424,-0.011294489194882195,0.03054422366980599,-0.03358608450935057,-0.06188004027525135,0.040203180291365374,-0.012862461226668932
POMC,0.01958147878912495,0.029697168144661376,0.04998022766377712,-0.02141139836102166,-0.04227830751416104,0.03239566260824372,-3.662389375677644e-05,-0.03613852620015487,0.02815414561190753,0.02683098247594596,-0.0042214077188466245,0.003147288146835329,0.056603756050708484,0.03833883379185882,-0.050385120236789774
CCL18,,-0.030040976068389867,,,,,0.028999875601022705,,0.011258389865122271,-0.016890877793172825,-0.023992865279890422,,-0.03832427086602722,,
CCL17,,,0.07575446859442739,,,-0.022760393976376365,,,,-0.004517946446813817,-0.029040191295371418,-0.021890186328187764,,-0.023447792335984777,
VEGFD,,-0.007603284854169502,0.05001263331921878,0.11327356923853842,0.01558350713901472,-0.0010730156461011538,-0.02130007198362113,,0.020675861130382295,,0.04668205231241066,0.044028926009495706,,,
TNFSF13,,-0.022669891749224458,-0.014488369237587301,,,,,,,-0.025302516334653614,0.04822564782448953,0.06141168136835657,-0.023726272597495844,-0.038206220503782175,0.010311318906864087
WNT5A,0.015368989051986161,-0.001999328760559633,0.05833607950339631,0.0001513343919585931,0.11694421092703593,0.06177543856894418,0.01137059353585818,0.056275929332402407,0.06085031359226553,-0.05479822801195761,0.04087088221481442,-0.00832885910986611,0.05967418409592592,0.08611672361600486,0.00888824298446132
CXCL8,,-0.013257411575259725,-0.009059173448378406,0.04908238389499863,0.017968157770378874,0.03713712472017487,0.07403603397423815,,0.00245000582965342,-0.01589858220757431,-0.04900408773264715,-0.03107929286213419,-0.0036662544405683685,0.08285107737297279,0.014884883222815821
GRN,0.009405346375756265,0.011274861142652954,0.029949445065793917,0.0680746222221506,0.10928040835809004,0.04720838417459774,0.06237725543097022,-0.0210850796587988,0.05441590212206526,0.07817436205033618,0.11472013906842302,0.05246189237875645,0.04876105673396701,0.019882339896751155,-0.028281169952870323
MIA,-0.022231986458581484,0.02530534091136671,-0.004566025982533042,0.07936380172264297,0.08142536910169144,0.03331584107520478,,0.11154625720063405,0.012301145674594357,0.020321644620376066,-0.07075466948688207,0.10096083711063107,0.05692455626578314,-0.042042257769896764,0.004717705516867008
COL4A4,0.15202214135537764,-0.0360789681822351,0.03474425214454492,-0.02335597357044211,0.019630994892019023,-0.023762555487689317,,,,0.013240995876899482,-0.010339029420604466,-0.033720062544794364,-0.02420574204274347,0.016771940515325837,0.05419314092315243
TAC1,-0.016985056807331714,0.025122311068279682,0.008794824587103216,-0.027801576618031586,-0.10640799699023082,-0.04912696540000123,-0.05186942760339443,,,,,,-0.036453270365940156,-0.03082450729753092,0.09981673671101014
RARRES2,-0.08715673025931582,-0.02441250835321566,0.021972531536341877,-0.05664518458041127,0.11957011000349545,-0.02687380811194069,-0.07302467801184803,0.028279780118598285,-0.05922474260017461,-0.014446215816411088,-0.025178186161742926,-0.08350271449623657,-0.029968490485600775,0.03696695303744991,0.09042920349781727
FGF7,0.05440690234903129,,-0.005328325304557232,-0.03708893732993254,0.041665990673209675,-0.020029366798059157,-0.003187730175928055,-0.08967217966595763,-0.07187165502461054,0.0023849391008005506,-0.01693614359804302,-0.055200608267120484,-0.032242506048370805,0.00627050141249488,-0.016439186465414483
EFNA2,,,,,,,,,,,-0.03067577727363594,,,,
HBEGF,0.05870162880414025,0.10258014288798359,-0.012272823358746422,0.05046273967346264,0.08899672921249574,0.12988455583436503,0.13204183300327146,0.046937677375111474,-0.03884901416663397,0.03947249223269174,-0.017242451372448783,0.022855259930420917,-0.020563862171769344,0.00420881379620059,-0.031923219319953164
CSF3,,,-0.013183716290430875,0.034310114174127576,-0.02062329289154038,,,,,-0.011103210447461338,-0.011959552159447565,,-0.005935830410479972,-0.024686908080884626,0.0663803849983181
PI3,,0.01440472818942659,0.024330975183684975,0.002741045873206411,0.045603103125637194,,,,0.029696500606529775,-0.03372133029285129,-0.009296836906770684,0.036667158889211585,-0.028712725352292103,0.01342752574477073,0.08360046774119441
PCSK1N,-0.08482477516221405,-0.017899607266441485,-0.01343895428942771,-0.043389862727798476,-0.006591779752447873,0.02476821571867494,-0.08906534073639476,-0.011889031208554625,0.0643528597140845,-0.07316105588914884,0.021852989386255864,0.0039357101350227025,0.008463329893582061,0.025645228513669564,-0.04047628718185595
NTS,,,,0.09064201376388828,-0.02534850776775164,-0.016975955096136294,-0.019176906945549257,,,0.004284564832857605,0.009469685651313247,,-0.004574288048468024,0.035584866877044326,
SFRP1,-0.02471368669358385,-0.030206009867935427,-0.002854340827516876,-0.005570281923179459,-0.01900432965108378,0.023867300493469027,0.004119651708513273,0.029966226826393858,0.03548568700915044,-0.020964347981324488,0.057156265061501885,-0.06154596638249276,-0.005303063905127225,0.026627833447023935,0.011880006691998573
CXCL13,,,,-0.021899820098122958,,,,,,0.019806796819824293,-0.005863943522428356,,-0.016369663123589954,,0.015245683328051644
MICA,0.0021273391832756063,-0.008748472934602161,0.044878741654691204,0.06065327508600139,0.13426564626482085,0.0006502598799420408,-0.04999180143931376,0.04127417616371046,0.008159791110471602,-0.05148344978440856,-0.016235220034766816,0.08118003224974539,0.041313466167434046,0.020689607170962715,0.03254735830994765
TG,-0.019670771670212795,-0.002927333565250159,0.03732659003692357,-0.008671421927237266,0.036653381804005625,0.026503116098680824,,0.03643313470582308,0.05426139583463378,0.036553756288058716,-0.0106264328071943,,-0.02493002437678289,0.05116247685810864,0.0633912372308794
ADA,-0.014261681817856925,0.09145633689571361,0.008095259975827206,0.03148585618933522,0.12659060661682078,0.00040228668855664157,0.027965865472701527,-0.07110384079452359,-0.04097733712015898,0.007985736885855002,0.013973420398227007,0.02156739042681028,0.05179167457903364,-0.0023198686606756896,-0.002357687232583521
LAMC3,0.011638321877408181,0.07154936553165223,-0.0002377928387472196,0.0609508101249199,0.1362949154551093,-0.012787267499270973,-0.016438157748684387,0.1094165587741793,0.15893899165203149,-0.02109032447312892,0.005201949539130595,0.03821312732452213,0.03390765292538205,0.057434140815297526,-0.08149940654696015
CCL7,,-0.0016321934539631666,-0.014299393868138293,0.16538518433588958,,,,,,0.10688410805901315,,,,0.005504958849273038,0.09455592423858641
NGF,,-0.010343188959306342,0.03948239595390274,0.02936010362387918,,,-0.019176919572270114,,,-0.04130666190204624,0.09297193652687216,,0.009913827294338802,0.05377685062553623,0.007941337825870351
TNFSF15,,,-0.015923074446567213,-0.021497502949596955,,,,0.05376993751380443,,0.003501406346298363,,,0.022560699790623168,-0.0027012703995884487,-0.005515784038616448
HMGB1,0.10690840001892807,0.05084524673597498,-0.023780565016415265,-0.07267701158527946,0.06615923261736811,-0.0650944193370318,0.029831229451819593,-0.04087659490883443,-0.0012433939274401824,0.030128294156439153,0.04760153926885651,-0.07636418721143011,0.027480379677938878,0.012151538303331388,0.04530807815940511
ITGB3BP,-0.03659493078404609,-0.008360630044886023,0.010199428079911296,-0.01320157171887222,0.13204165212763092,0.04245261398214072,-0.028155894273950394,-0.03276401166672354,-0.014456208221762298,0.05605290764012957,0.008796307661942124,-0.010537023701033403,-0.04167500437382592,0.043233572456847016,0.04091018317758106
AANAT,,0.0714909219924522,-0.014488370783903371,-0.019370535831990318,0.00270488012749793,0.03203344515921986,-0.01802912467455686,,0.019367974042194976,0.009291962078457094,-0.0006612223233423175,-0.027077458205302288,,0.07742702912061947,-0.019527375319865096
RELN,-0.016307591229101158,-0.03381763445074831,0.022419436944194217,0.004318484094812775,-0.054586358980280164,-0.0454014347460395,-0.018056849978718394,,,,,-0.03386203110049934,0.00951672884284231,,-0.012232164653852611
IL15,-0.0015129501201921155,0.03612857584778266,-0.0068877166940187065,-0.01107204840750947,0.010522509134352459,0.011154741687175118,0.08128538982162886,0.10655238060096105,-0.04853404492054798,-0.00844407139649776,0.020663897613663815,0.07461231941360699,0.005849624815541404,-0.008570834751636487,0.03695168367980746
UTS2,,,,,0.08855479903880141,,,0.160187579394653,-0.04937407086359864,0.006797746311966953,,,,,
BSG,-0.10215455277667118,-0.033800344711857964,-0.0027552723151780018,-0.008603135698400077,0.066210322412536,0.02342682234119103,-0.05250317057393527,0.041944013154441954,-0.04072498255575195,0.03701557818718422,-0.028428104187309535,0.11594030754103375,0.051990383774582455,-0.05150508193692855,-0.04598340473860723
ADAMTS3,0.00270850010077878,0.0923538344549746,0.04244013785674111,-0.015110291112371485,0.14109897260550208,0.023086652498716845,0.028483618401412412,0.12811796381642468,-0.04358335290203712,0.010102280192514435,0.01753075049839303,0.02876070274363392,0.0016697866015037094,0.005499176823085466,0.01916262167481571
CD34,-0.03999859512271494,0.0764107915872705,-0.0011547352362234916,0.09709664328358258,0.16077135951526175,0.019237369040989282,-0.029849722801018056,-0.039747933990889314,0.09500136278942296,0.05833307747064807,0.05112596635027669,0.07865304601617117,0.04006993365546279,-0.0036031050249891597,0.030812247824267513
CCL23,,,,,-0.021166997323563887,,,0.057633991021004805,,,,,,,
PLAT,0.03777089371005533,0.0785690611471626,0.004344951438129643,0.028185395645573312,0.09729788781344206,0.08409918094325183,0.017515437906776395,0.1121285460713054,0.10668330607463601,-0.034096940671139817,0.01960630921233893,0.09252758004090414,0.0476851883734852,-0.025712894218855694,-0.05791064029998959
NTF3,,,,,,,,,,0.01864571481850407,0.01694576217683613,,0.03455581083670832,,
LTA,,,0.09090723077720438,,,-0.019860456042864343,,,,,,,,0.008237760738712893,
CKLF,0.012824403706032243,0.07998939017483754,0.07057631854030146,0.05668499597116744,0.1254227492160861,0.01834123251019564,0.041803495778464816,0.04790473481684011,0.015469013274447151,0.003240534117519759,0.04522546468491563,0.03234788116722359,0.06896397312456232,-0.005386919277782809,-0.03555161007747013
CD24,0.024728685565581544,0.030073490611614802,0.017410999879649294,0.020599662925413837,-0.04522031308059034,0.04563259775905127,0.013258644216412773,0.03547795259661167,-0.08177175129931383,0.05332750600960093,0.042544551208043874,-0.06692913472886208,-0.020955170048309726,0.0455036199628977,0.09333051814762934
HSP90AA1,-0.02773952041335658,-0.02466506997412732,-0.028817051312264818,0.005578755297483284,-0.1528389204675566,0.1440726000226062,-0.024087475845023656,0.019552417599826257,-0.05981299360853184,-0.04110997737674784,-0.056447120654998406,-0.03018312578189412,-0.013741219982718243,0.004347227430359654,0.04963795634743182
BMP4,-0.020244079760503516,0.003582436595809969,-0.028404371944116505,0.08385654104026857,-0.028729267713997204,0.030061669054438633,0.10682367489850418,0.02077660152870989,-0.04370968845239649,-0.012705168853807437,-0.040202889688314515,0.11224502119253212,-0.00812468241418878,0.04191231882965877,-0.03151560428142104
