,UKF248,UKF260,ZH916T1,ZH916bulk
IGFL3,,,-0.015954308162056233,
BMP1,-0.013523544827928806,-0.006521300031751675,-0.06546323210035343,0.04096735489541542
NDP,0.0030474547467789445,-0.009701145635493043,0.1256108102439825,0.005761640005973838
TNFSF18,0.002692124719400043,,-0.02691206553187535,0.10439293981259949
RTN4,-0.0023092031342529656,0.02398207478131946,-0.03150591559838826,-0.07100486922563717
HEBP1,0.03676046289778036,0.037217735427642756,0.04672265630883724,0.033910623524858435
WNT7B,0.021891840910867686,0.03722995670167853,-0.021864792674266883,-0.002427825777771295
PTMA,-0.010670598482656635,-0.05037245375981263,-0.05420512009889133,0.06043955820168709
FASLG,,,-0.013837166026060495,
CEACAM1,-0.01580393568753256,-0.01456208653895675,-0.019252384215499217,
PDAP1,0.040542169723750576,-0.003946070619328037,0.04244103325583477,-0.05289865571768112
QDPR,0.034028124207891725,0.011994510372815962,0.07907479404678884,-0.056300058609933167
POMC,-0.03745709290698404,-0.016017430625879812,0.07577984420134554,0.02327978357066442
CCL18,-0.019721818518551773,,,
CCL17,,,-0.012541836817408829,
VEGFD,-0.019721824781152864,-0.013932179921949481,,
TNFSF13,-0.01488272184950288,,-0.02043587626938315,0.029232230081068494
WNT5A,-0.047823208633373825,-0.04128527014563392,0.04909360943983946,0.09988409260019257
CXCL8,-0.03463300996820653,-0.0004890657153273052,-0.017308885317819545,0.07295516040205662
GRN,-0.029994471925446128,-0.057275430141471795,-0.08670814880444752,0.051697687371012484
MIA,0.04536940558580235,-0.02127903780594702,0.04921634230122736,-0.007994807567053928
COL4A4,0.020951430857344997,0.04447296623081252,-0.036831432040080894,0.12384799473056829
TAC1,0.05361694146124996,-0.004940496935347867,0.08440366090604372,-0.08411445918797006
RARRES2,0.07329726343881104,-0.03116127290418546,0.08616311465957295,0.018506115634673696
FGF7,,-0.013339318442940428,0.04928508751127231,0.006895597248412276
HBEGF,-0.06740285722456793,0.020400519434479347,-0.02743963808965477,0.09679339641732145
CSF3,,0.01102757883311977,-0.013204619362039515,0.013857132038370874
PI3,-0.020748184587981264,-0.04273831417986212,-0.02868925106898555,0.0015881576254305602
PCSK1N,0.013860591253235438,0.023700391213617434,0.04244452837195243,-0.10926743689291891
NTS,,-0.01149949022146972,0.06728642605749113,
SFRP1,-0.004444187655152264,-0.015894204560219394,-0.019099849663401787,0.06120161581436502
CXCL13,,-0.015751359697441833,,0.049278877493523235
MICA,-0.02824838030467675,0.024135949533671406,0.007626905068665208,0.06444044320962909
TG,0.03915332088778574,-0.03371099793008165,0.009091113116404807,0.10324594664198249
ADA,-0.006057238138663833,-0.04025650330950828,-0.06853477236485359,-0.0027642504468384636
LAMC3,-0.014831814358701052,0.0018060597193978523,-0.04572703949350958,0.04013866368678646
CCL7,-0.012544742632953531,-0.02088339483083352,-0.013837161105729419,0.03988105468127996
NGF,-0.021538700140325016,-0.0222908504104772,-0.04142804330513732,0.0671284501351336
TNFSF15,,-0.015461994666565374,-0.010887674944348141,0.019416117711894353
HMGB1,-0.05918578627614149,-0.058497841410693835,0.06407338047072417,-0.10668718953876292
ITGB3BP,0.020733737358202765,0.022059413749867415,0.03507037016168844,0.03182359566571705
AANAT,0.0008198747013001942,0.06285460443906851,0.013224980022799253,-0.02346289490611915
RELN,0.027177113498062955,-0.011478368599190747,,-0.0455785070720123
IL15,-0.019992484177909324,0.013056224607122436,-0.050841622298987754,-0.010623288987767534
BSG,0.061591800502444394,-0.027548649761688658,0.022440054506097554,0.019942924572426576
ADAMTS3,-0.025548072026590412,0.04414246255673594,0.06455444532022692,-0.007365534504649412
CD34,-0.034627934743458405,0.0028445167156601397,-0.05987359568523105,-0.0008994182177276041
PLAT,-0.01864553768497525,-0.04439748101435144,-0.03911669324872666,-0.0041399186129789795
LTA,,,-0.019703628691847015,
CKLF,-0.010200855538080374,0.04424439797507636,0.037153969799482524,0.07090359472301126
CD24,-0.022794957596914897,-0.013254454809623646,0.06360161049795729,-0.017488747861173812
HSP90AA1,-0.026270336877161647,0.017055801819738876,0.023830171431825555,-0.07410088632388047
BMP4,-0.006835170903770855,-0.02703764958097612,-0.03304026347765169,0.03451007474342748
SCGB3A1,-0.012544741378496026,-0.016591508733501494,-0.029012827369202503,-0.0011041657555282479
IGFBP4,-0.02247761531860005,-0.02800321423859109,-0.08696177100522827,-0.004670954051134005
RSPO4,,-0.019149298113866894,-0.025987023728992933,0.04019962401950397
LEFTY2,-0.0027261017097607,-0.029722670775236572,0.01947668477818781,0.053513429161368885
PF4,-0.013013155454645703,,-0.019703624132281185,-0.023176216430147046
ANGPTL2,-0.024541330580313273,-0.0006863739151195462,-0.027316571093962228,0.014094639773904077
LRIG2,-0.011685640880753903,-0.0339644391467774,0.06885580170698118,-0.03724585581813612
ICOSLG,0.00344711634455188,0.017150375988636613,-0.018560458790491834,0.032675925689011405
WIF1,0.05026855801742538,0.033089421508636335,,0.0060538580629628394
NPPC,-0.011783513819277993,0.05976846647937952,,-0.05569780149046366
LYZ,-0.041824878863711466,-0.019491875968215115,-0.0011549610278914482,0.011867939190998761
EREG,,-0.026947605990477016,-0.029757036516973853,0.04761936645444406
SPTAN1,0.0013727226821197143,0.033786428983684065,0.08839993880761156,-0.048873458460038426
LIPC,-0.01593152271662311,-0.0185396723683824,-0.024912838680074878,-0.005813552424437705
COL8A1,-0.03537693041391509,0.03642741073147964,-0.032436254265513005,-0.033408651589578515
GSTM2,0.012995086112927068,-0.027248063148613975,0.026188978025200708,-0.03726529245678284
SPX,0.0315108365712808,0.05693142350794818,0.18333436268207418,-0.04338847853096405
MFGE8,-0.02680783766910885,-0.009590196669052666,-0.0774771224569304,0.0035467688589786413
TGFA,0.0022032882810108768,-0.021958235663669706,0.03788657647659473,0.09920456186522789
SLIT2,0.011435655554516784,-0.0005215994020746338,-0.05302612927630423,0.07557888250015272
PLTP,-0.04348247306975092,-0.02623801179614562,0.018050253381886115,0.05437883464294201
APOD,-0.0030949111811507026,0.05398449519552716,0.01793815948215459,0.02382475662455037
B2M,-0.03877920617025624,-0.10111025817307162,-0.14072870889853092,0.024317227081909334
OMG,0.017545303942254682,0.025494528192084094,0.10985742461030085,-0.06032382073164608
CXCL3,-0.03213559561157606,0.0049345363297727185,-0.04781086636844862,0.13016395835605213
CXCL10,-0.025014819825924108,0.0025393448262632716,-0.06811367434662574,0.03537254778363485
RSPO3,-0.017040437227167086,0.059004675227764126,-0.014042012797486245,-0.07068261107658823
CORT,0.015461372431832775,0.01076318579061315,,
NCAN,-0.013348951052563224,0.03252911471664218,0.12357291066745005,-0.0732865759832734
PRG4,-0.018865794757603443,0.014104007543533546,-0.031808943358589734,0.03161909820544299
ZG16B,-0.01739577004732238,,-0.017508878758716387,-0.019771689563308138
TGM2,-0.04586036712875999,-0.006936160929829712,-0.08550076807078637,0.048469064980841504
VEGFC,0.00497630329846338,0.016659390033784693,0.04061748948202133,0.06861898446384856
WNT6,-0.020240664911688102,0.06353665610394292,-0.021145569583281534,0.07686259819534946
NRG4,-0.011554148379945825,0.03774621536154044,-0.014042014371260863,-0.030723717684825236
PMCH,-0.013316777805092599,,-0.030279917407517464,-0.03934614217163394
COL9A1,-0.024307075272966962,0.009856021219936532,0.1118816116735592,0.0053792028200330775
GDF11,-0.008799199845932441,-0.0008565506972461041,0.02938514119051284,0.05341902440576542
RAET1E,,,0.08939892919781928,
IL24,,,,-0.03434809429468199
SORBS1,0.06846967882170579,0.027085444298065187,0.05503635171685218,-0.05755313041290404
DLL1,-0.04879439842825813,0.04369174562847058,-0.015974370145585448,-0.04104786383508952
TLN1,-0.07529949557003666,0.012257627893663404,-0.11694403999644543,0.06327578126667009
COL2A1,-0.00453648725501937,-0.011855991028660546,-0.020435874689619354,-0.027680420554328913
SHH,,0.03514727368154054,0.08059139439433559,0.05417842345022464
PON2,-0.02612224946227452,0.017201630361638458,0.08864665063694332,-0.03993747288724107
ICAM5,-0.011562979157157743,0.06906133970767903,0.06729372678364086,0.002762434390740182
HPX,0.018379482092639197,0.02403467569690822,-0.0324053184462722,0.07268731975911358
SFRP2,-0.01667826709369396,,0.021013412018720107,0.03189388551328302
CFC1,,,,-0.02718565600352249
CD70,0.015098134801152628,,0.054554506772339764,0.01252309494887416
HP,-0.04344140088642905,-0.015873944957292604,-0.021005317664080512,0.005572891838718443
CXCL2,0.016921074026608685,-0.04137389203323997,0.0018345236753170915,0.0699370047754311
NPPB,-0.016183930516179473,,-0.014244059717408589,
CCK,-0.011220752473646536,0.0003647405128682842,-0.018478390714419816,-0.07958795247056859
SEMA6A,0.03269895401402014,0.025396961756412068,0.11266792112628314,0.07778482119916444
IRAK4,-0.007784932110528147,-0.0036961940318342035,0.09251765142044598,0.03128884358469363
GSTP1,0.028273163501446513,-0.004786076374439091,0.08249903227332894,0.05513603867697041
VCAM1,-0.04635939469100974,-0.016796866579702814,0.03495163135785322,-0.03201641562517194
NXPH3,0.0365628503162759,-0.04306758572235062,0.061062308970251285,0.008425252224871248
MTMR4,0.013366778015496187,0.053760597068751984,0.04283746377328091,0.004316046522370528
LAMC2,-0.01270269321221339,,-0.027139301878009496,0.04102090259540709
IL10,-0.026839394512279065,-0.026029098254186887,-0.044091470989392645,0.11697259464790594
SEMA4D,-0.03490513411227853,0.00900752257111032,-0.011587341768152242,0.033569321350662526
TRH,-0.002266656202976036,0.019371291186179553,-0.015954302111139032,-0.021892070684728065
SEMA6D,0.05946099504566231,0.07117959400395242,0.06063240972671408,0.02747888283765122
CEL,,-0.023018158530193324,-0.03585880490200381,0.030836530724475827
PDCD1LG2,0.005066525919733544,0.08200942864657151,0.04408960942545484,0.09542787546879052
SPINT1,0.037669820107051284,-0.031119908761285703,0.08955160237175024,0.0671274976399628
CTHRC1,-0.057434023742016414,0.04762429752805241,-0.06049361211865715,0.03811663667421531
PODXL,-0.04298130286621209,0.02568658558194348,-0.03427700888121856,0.008782797450536194
JAM3,-0.02704798724750267,0.0015842399578329005,-0.0755093721443022,0.04097572571912912
TGFB2,-0.0005531737458285236,0.026057319625569984,-0.0001398216824665144,-0.02566081490174638
COL18A1,-0.03898573232313581,0.010511116957846928,-0.12736749565324115,0.010769455953509581
NODAL,0.08619467616563659,0.06985729352709434,-0.021834913315149748,-0.03499660248930116
INHBB,0.0077490546731768814,-0.025951062228326504,0.11544258373207686,0.01068814723350239
LCN1,0.01410132044606351,,-0.01613385866940865,-0.020751912660116473
ARF4,-0.028684654213323425,-0.07175104038832482,-0.09179060011822261,0.039522007242113626
CXCL14,-0.018376244137449132,0.05752355436744533,0.0487896474426658,-0.034577855295153344
LIF,-0.026036488740238298,-0.006567903705913629,-0.0005446622138423026,0.05653865798999516
IL17B,,,-0.027252344779923197,-0.023462890194127804
MMP1,-0.01751276415130216,-0.011667191505878083,-0.07357620703911942,0.006609207792268524
MATN1,-0.016678269366508198,,-0.01940384059917987,-0.021381967437656618
ADAM28,-0.023309175721656982,0.02756790344830483,-0.06030873694804339,0.062491319947790225
TCN2,0.009871400061786674,-0.02823458033346168,-0.01929756337143128,0.05880836186057627
THPO,-0.021732475553752354,,0.07884782399793627,0.0311294526263603
CUBN,0.03857030701050269,-0.02930236437832372,0.0839266239485689,-0.045532779429260366
TIMP3,0.002190820248744108,0.02090509647609985,-0.055797611916860675,0.008606206962687515
PIGF,-0.02628436087911974,8.985026934182294e-05,0.0751283120775641,0.0028664023174348008
CRH,-0.01488272081047483,0.018926728676689198,-0.023924447477296856,-0.03553385400873802
BDNF,-0.0035510751061007214,-0.011165919360458932,-0.007668221016288349,0.037428786261631146
CCL5,-0.03992717506128879,-0.03757317845993097,0.001171160696435759,0.05866551421458478
GAD1,0.03214260458844059,0.02118213142651889,0.11995520172111503,-0.1008065773552745
COL14A1,-0.03010014959258851,-0.028385059591505845,-0.04016009622196859,0.0794760670118501
HLA-A,0.017753842621436637,-0.025131350904607996,-0.05992932369245837,0.026891119761486434
CD5L,-0.014882719088657393,,,
FGF18,-0.013466170812705049,0.028309838595225015,0.08774687280159647,-0.029353581416638498
ADM,0.06668792959295179,-0.033549837254784276,0.004570078887750839,0.08580364214266105
CCL15,-0.02483049850501345,,-0.01383716609255149,
GNAI2,-0.06944611159448359,-0.014293640082037356,-0.06347696011301114,0.08514539035625597
HDC,,,0.04386573752628758,0.049140220650532425
COL11A1,-0.0018559773032438757,0.0614576018886713,-0.01635861472271099,0.0379957081772694
NUCB2,0.02875783152274026,-0.06447567569399551,0.0028844430464791465,0.05895720899864384
FGF16,,,,-0.021069139729398747
CXCL1,-0.038380585747864834,-0.03718306176906179,-0.03480904577742286,0.11410977942031846
VCAN,0.024208496507527443,0.023657941629722998,-0.03227579047137856,0.03471967995409537
MMP7,-0.00641536062117786,,-0.10886186852503321,0.015064705557827235
PTPN6,0.003674142784403582,-0.04253475957377568,0.008416300839715021,0.0683015823528941
PTGS2,-0.05697355616160953,-0.0034731670485994336,-0.021312517575875954,0.05388223032118034
XCL1,0.004797815883966661,-0.012405932139643442,,-0.03805306818614531
CD58,-0.028864623455084597,0.032545923124376985,0.006416573331885524,0.005717433636577085
TNFSF14,-0.016432795465366076,-0.03491855635327615,0.043259799272622544,0.028045688150328308
