,UKF243,UKF248,UKF266,UKF296,UKF304,UKF334,ZH8812bulk,ZH916bulk
IGFL3,,,,,,,0.05057801585241172,
BMP1,-0.04850479487463757,0.10366866816399666,0.016628975884089806,0.019860608267072574,-0.0004034481782409447,-0.018616475126993402,-0.01279676986093529,-0.044273305491985805
NDP,-0.012159237652562013,-0.0669297955805723,0.00948754874301263,-0.02188785096903363,0.004528644514778801,-0.011368968602561272,-0.08010515088604124,0.08449474720336093
TNFSF18,0.0068574451055278115,-0.0258856938256869,-0.019545624382544743,,,,0.0419433431041901,-0.023226549699348842
IL36G,,,,,,-0.014145043157244592,,
RTN4,0.14725906428126873,-0.04578934690396852,0.015993408854067165,-0.035843213869054695,0.006027898761943722,-0.01473749674377367,0.08734770370050639,0.010739352694945857
HEBP1,-0.05030673682595446,0.02184782307274987,0.07762951553441773,-0.06589481002354466,0.02569105339887986,-0.04069218215627493,-0.08204399468182545,0.07828483921026529
WNT7B,0.13189518495845576,0.006449092316549124,-0.05053453180696463,0.009787765002338189,,-0.015547032524381027,-0.002793952764651368,-0.05050173010703558
PTMA,-0.00018442498975427505,0.03386716100496964,-0.03980543922590957,0.04882046853196909,0.007554539737512209,0.001085628313630899,0.1444389452445887,0.09005661768870463
CEACAM1,,-0.01647553470456677,,,,,0.0925273661909831,
PDAP1,-0.01574127992369998,0.04165588327020425,0.005384534796545068,0.04813709553262622,-0.051567557184213096,-0.012482652621823579,0.041538916791238535,0.0025293020951885786
QDPR,0.11158635056442599,-0.034474665622882664,0.007807096003690664,0.011069829253043144,0.028120100750175906,0.014646095997555928,0.029677152369034447,0.035331176164905144
POMC,0.039425772308634886,0.007183200085690652,-0.021019153746688824,0.07950148741467308,0.0023248616645398503,-0.018295158919484793,-0.07377969324282725,0.0553445715027443
CCL18,-0.00570024051980256,-0.02055991063643069,,,-0.06292782023875614,,,
CCL17,,,,-0.01562749069965984,,-0.012921898501782013,-0.01531549261070328,
VEGFD,0.08256302336510056,0.045633762064257996,,-0.011462953418095695,-0.033993750877770346,-0.013848798858673662,-0.03493734610935446,
TNFSF13,,-0.015515173256705496,-0.018955178203813358,,,,-0.0012874067142208422,-0.025267173045131073
WNT5A,0.05902605101485115,-0.030083324642451278,0.014993237048064866,-0.03707191676535262,0.023647682238796455,0.04801772429085038,-0.021504319116904737,-0.0013968282927500403
CXCL8,-0.09264210590309259,-0.06949230740203362,0.0018306356781990704,0.11949984705169653,-0.037973171787204274,-0.0416380391185344,-0.038843923387603764,-0.009084114205903205
GRN,-0.04490593424820652,0.11904556226730907,0.05133154475536023,-0.028168588717017908,-0.04254662165046559,0.005323650540338076,-0.027878364826933108,0.03812330566573081
MIA,0.02098798522567394,-0.007222542828384335,-0.03427461791114827,-0.013036695437572115,,0.017982317331952994,-0.06179903932227216,-0.04628563594446189
COL4A4,-0.03152339462095224,-0.024692285629890245,0.06700140217720492,-0.02190061156112581,,-0.018398271395259177,0.010045998205646106,-0.028239891778883586
TAC1,0.009222405432459169,-0.028264371040037567,0.04758825055581018,0.06924916672637478,-0.0002472993097987198,0.03608940040581173,,-0.00552419601404916
RARRES2,0.06334162112736458,-0.008052610413068872,-0.018728238814301593,0.08623526135905701,-0.029521315318725854,0.008605400111953121,-0.0049365624361382915,0.01917299450420889
FGF7,-0.07847179972674444,,-0.03577670022654954,-0.04546116907444019,-0.042171568451772314,-0.00991588259165694,0.01162713043007718,-0.028326606418891287
HBEGF,0.006444229655488708,0.06737860449640126,0.004753531974164749,0.027863604366443133,-0.01218932176011981,0.02958197845935527,0.006853100322991787,0.0053570774369253605
CSF3,-0.031523369663786556,,,,,,,-0.02970513505915922
PI3,-0.037344132162637024,0.04098814066347545,,,,,-0.039848021868122606,-0.020880455506454752
PCSK1N,0.1666598887299955,-0.0361264193417556,0.027476646085105496,-0.009205078233053478,-0.02226124732949183,0.011774939970464299,0.08538300090376394,0.020276919725252255
NTS,,,0.031086041225006782,0.02120215770635806,-0.030605295503905602,,,
SFRP1,-0.03715036362368334,-0.023196162283144577,-0.009298512556528324,0.05869831841595264,-0.06750441484090305,-0.02635730906376542,0.019026008722465973,-0.006857345066706687
CXCL13,,,,,,,,-0.02409489964652245
MICA,0.057647775371671046,0.03941500357450219,-0.03010017518663101,0.012138136264333882,0.004183270347123501,0.002297263551592946,-0.009231648606877264,-0.06602553143280353
TG,-0.025129157123239546,-0.03237687141630006,-0.025413023914123124,-0.011309547155072526,,-0.019410514867529937,,-0.026552704100104352
ADA,-0.004764684726927501,0.06485444240484903,-0.03323747354370493,-0.018367614094225354,-0.02359011673718437,0.032019253315846596,-0.0717023946507743,0.009445280685881545
LAMC3,0.02049324355045877,0.06761813696145717,0.007271646270197181,-0.018817732474014384,-0.0329851179375125,-0.01931451721264653,-0.07448161535335955,-0.0032686431410725615
CCL7,,-0.013077840020073693,,,,,,-0.05030047217513286
NGF,-0.01816150936232699,0.022582110184457892,0.006911136368650631,,-0.012533595858771875,,,-0.03366503524381586
TNFSF15,-0.022468053699430786,,0.010106605247337816,,,,,-0.032876035844893854
HMGB1,0.12318476187479702,0.025393594257999565,0.005419850310294155,0.045703004370403505,0.009493058335056231,-0.03709334747540612,0.014483593051665189,0.019285023361863524
ITGB3BP,-0.04529049625175398,0.03186403061219293,0.013261018607181934,0.015537880298227783,-0.06635927486544566,0.06541331848023649,-0.008162764531496983,-0.05259521151987993
AANAT,0.07376263078142378,-0.01897395621468122,,-0.0130366961627064,0.10649667766084213,-0.01733349084719861,-0.056510346694211185,-0.018137918880832833
RELN,0.27511003906522036,-0.031628180779237874,0.022107691882914563,0.04408109415590758,-0.02428610802073168,-0.019189670482803883,-0.03178101825788646,0.052793376780404876
IL15,0.06365010883741813,0.0027100701156942695,-0.020952463975801847,0.004404594109351615,-0.019474471199145135,-0.016076011619862003,-0.052830654764563084,-0.017578342119648878
