,MGH258,UKF243,UKF255,UKF259,UKF266,UKF275,UKF296,UKF313,UKF334,ZH1019T1,ZH8811Abulk
VEGFD,,0.010383411032100292,,0.021253659452385134,,-0.01659772208254875,-0.01602367100753102,-0.018757017727602802,0.11508782724454555,0.13357240860667569,
TNFSF13,,,,-0.01535873402551118,-0.015064715598736456,,,,,,0.06364749634822778
WNT5A,-0.013881519339243647,-0.014689394880241258,0.049212455062996006,0.0030414847947130594,0.045623892952816526,0.04313320417555597,-0.027154359530642772,0.0013485559659548473,-0.03766007221267624,0.06602803826787268,0.04912639026012712
CXCL8,,-0.06813889414101988,0.00481510522866837,0.06860909864103336,0.047674930318655474,-0.012046921956762522,-0.014921939174591352,-0.009450567550505825,-0.0011631459190813078,-0.025749569010903074,-0.011646952179585163
GRN,-0.0030993352507466356,-0.052698091766445916,-0.0868104444546981,-0.05375515503020267,0.016583904011039027,0.007827019729246435,-0.017305436196036455,0.008984332546399068,-0.05006866573577558,0.010229111588622733,-0.06320787121299044
MIA,-0.026389151808234167,0.037619622607783246,-0.04009416008771565,0.07095463026165695,-0.027239911201833583,-0.030620020819705444,-0.018223551217373735,-0.025437885791621137,-0.024244204783009038,-0.01581341692126221,0.06206605805132654
COL4A4,-0.0025914034418695105,0.09690260218926082,-0.04604555537051093,0.052562355708476484,0.08903079662787443,-0.016264580988117325,-0.0118295494436046,,-0.02351777807765782,-0.03490647957156292,0.02533082104122109
TAC1,0.002639309042524949,-0.01485049218685411,-0.04695875135281252,-0.023421462719966975,0.0026455182686879524,0.081792146796152,-0.033415774450149885,,-0.005274102809946025,,
RARRES2,0.018944535078385928,0.007015722787865937,0.007172484757527448,0.03333523230371345,-0.009422282649482234,0.03747504010715473,-0.023598471795670917,0.031220049908636548,0.115279076291863,0.045206664420859306,0.04413732860903664
FGF7,-0.005314833701488785,0.08332114500820356,0.02006017208501036,-0.009863257048380933,-0.005572928942790947,-0.0290964248706037,0.03786529612283641,-0.020685002814884047,0.09339878470388452,0.03267071778942653,0.05303173436649898
HBEGF,0.046746951943865335,-0.036822600126198195,0.10491535021013212,0.003984941376248664,-0.053539109169594125,-0.020467421293368544,0.03467885932620056,0.0032531989510063745,0.07559285319506716,0.024479770643585218,-0.014107700796471917
CSF3,,0.016929307031505855,0.06346836502475803,0.15019615822094232,,,,0.07137847465925704,,,0.0012576346629625578
PI3,,0.02623921134953492,0.05527294283982765,0.03934625777274816,,,,,,,0.011319789911010621
PCSK1N,0.05629772461911136,0.012484773177225204,-0.06478657712955073,-0.0716530409053081,-0.03286251745720629,-0.016949051287575064,0.09941485975695058,0.06796282663646946,-0.04252720348925796,-0.004756689188756486,-0.01626774155994861
NTS,,,,,-0.017497838561751525,0.04298773474518808,-0.012759952651903342,,,,-0.0016773676735882198
SFRP1,0.037716307537457125,0.08695285616539901,,-0.01942812977944013,0.013341109015874871,0.0020051714048947658,-0.021845135632421672,-0.019733150960481647,-0.03310961815779445,-0.010117539444430978,0.06571043701699751
CXCL13,,,-0.02340289407436601,,,,,-0.03529273270397788,,,0.03236644558239516
MICA,0.04777031588101629,0.0384930784927042,-0.04082653699585764,0.050221755485966746,0.003886384043491519,0.0502601161663155,-0.005707311493869731,-0.008177784702949283,0.0405505868532311,-0.006739393127427556,-0.029125644232936215
TG,-0.023349014752120287,0.00012776110723366823,,-0.020966030113061182,-0.020197118362787765,-0.015694889135964316,-0.015809229632824082,0.004709178020136888,-0.0248116886212079,0.10262959516753506,-0.022059288706947663
ADA,0.006678733052486236,-0.017037641222928234,0.007351932131027758,-0.04129250239981902,0.06287154580539303,-0.006658600375599381,0.031927163073367355,-0.0009353077533818854,0.010207858496363216,-0.09116094906135026,-0.05397222705238697
LAMC3,0.022971942180273024,0.005860058814277301,-0.024765122925800354,-0.04794685931114401,0.09649458896448788,-0.021441693526775073,-0.03966253059646913,0.014329140121608798,-0.004511093405079762,-0.014415814425853057,0.005061551937995862
CCL7,,,,-0.015158406273702492,,,,,,,-0.024881873526605154
NGF,,0.06310903771085936,,0.008371546340221638,-0.01927346812907515,,,-0.02144866506430337,,0.011396491695715594,0.063043302320005
TNFSF15,,0.08065555866911782,,-0.016879626773921515,-0.0234022156900455,,,0.06675978525637505,,0.06681828045748485,-0.024257032695017056
HMGB1,-0.025901979254992786,-0.038535908187194406,-0.10318991705792725,-0.034690161941035025,0.08636810945245653,0.03619151012302182,0.02898362109910944,-0.03419252060504244,0.03209329340583207,0.010029943248457455,-0.01829920829498983
ITGB3BP,0.03848667833974531,0.0685460283377907,-0.004126000082393964,0.036400251101187,0.06654951628401903,-0.009043523313375351,-0.00484788380972013,0.027240751390039154,0.07462494096213211,-0.022856172425126227,0.048059571779388376
AANAT,,-0.05679246094216153,,-0.01535873566471963,,0.024418906507873317,0.046223626486769025,,-0.022156711481088984,,-0.021828423874865784
RELN,-0.01935695226214332,-0.04332225865613355,-0.008310571499087654,0.018864286436324935,0.004552895316743344,-0.02169458950819582,-0.04672664303446942,,0.04792949154366929,-0.03904833013383736,
IL15,0.0034369406963680907,0.03381198362916686,,0.001790243349849765,-0.016652067709114204,0.0367468435463452,-0.007772837568024327,0.004956373681300265,-0.020549325832163984,0.006280274033461655,0.025360830622894685
UTS2,,,,,,,,,,,-0.01858850049914802
BSG,0.03078342842611157,0.03535040041744765,-0.03084368157790339,-0.006341299128477699,0.05440446933059883,-0.03375414027850432,0.011272958445527803,0.045862940258872054,0.04416112376115088,0.03293742163971133,0.050642448494977885
ADAMTS3,0.012501260249312965,-0.0033225921544437504,,0.024082961999539992,0.13832162131243403,-0.005122411793271691,-0.03587822594423391,0.012447812828178428,0.03843749364005175,,0.019866527371282517
CD34,-0.00402548803558429,0.014390081272560959,-0.05344111619358008,-0.015484889197322696,0.06026932330966558,0.04209853925932705,-0.034095771416651655,-0.0266244176491005,-0.04758894621830548,0.007861431544165947,0.04619267755595572
PLAT,-0.0005720189411818306,-0.06435107415683816,-0.08797599185434753,-0.05681959001041816,0.042815364482933896,-0.07578105341487862,0.0009857058417380776,-0.058881705143880324,0.05073162707315541,-0.0320193887337328,0.059511500379839134
NTF3,,,,,,,-0.029417160611661046,0.05847408139221192,,,0.07622580922918971
LTA,,,,-0.01942812887056168,,-0.013593739778428269,,,-0.020549328368782354,,
CKLF,-0.014263900001363697,0.023411251501334055,-0.0505972662490904,-0.006169873066073013,-0.01610438517929715,0.005411495846352055,0.02340782017362844,-0.020632970995437788,0.005256694479485772,-0.0022744648083336716,0.03538863935999513
APELA,,,,,,,,0.04358009376953053,,,
CD24,0.08817251562401911,0.019243461645457167,0.02642527279637039,0.053532982159265406,0.03892007572637855,0.06590645173924062,-0.005504514328159172,0.01577947831869269,0.033910297481746225,0.013134415782239001,-0.020959527887132897
HSP90AA1,-0.016574445106179773,-0.05346190663722296,0.09757157854084092,0.06483304473816216,-0.005961227749347388,0.01762023105237557,0.04994581681612746,0.00873128101962861,-0.0355189082453411,0.02750539195718446,-0.0566430231144573
BMP4,-0.024029525882142626,-0.04182166590518398,-0.06836118217638255,0.04083284523382993,-0.0044505640690661,0.0076634611540839495,-0.038015328528032,0.015531584085843358,0.0014548610150464717,0.006463173627622851,-0.02920300874749976
SCGB3A1,,,-0.003166042771488611,,0.014061560049278636,,-0.015371744545765805,0.013598092710542804,-0.014339049582234115,-0.027890374299795198,0.02500392706556544
IGFBP4,0.04891602756889295,-0.1112478409398946,-0.044380352005356595,-0.03014744473904468,0.0034719872197846013,-0.0809159524168051,-0.0629866707528694,-0.0015737216069209026,0.008565924571160165,-0.007899935148669001,-0.007440798647171598
RSPO4,,-0.023974447139433794,,-0.02973815505238727,,-0.015810346928125347,-0.015371742297300433,,-0.004922344238426709,-0.04373591631337839,
LEFTY2,-0.023118156543876656,-0.019214709311316008,-0.05144236343771538,-0.03693964545089552,0.009019426321285237,-0.007808407114745622,-0.016855303429528904,0.018344587147550447,-0.025367916383876726,,-0.021121892974420194
PF4,,,,-0.013225410835394703,,,,,,,
ANGPTL2,-0.03222391211152674,0.03748831276742424,-0.029735140211760012,-0.029596174190455488,0.019075025861639106,-0.09394184095683042,-0.001518152236877621,-0.01297620637991528,0.03956306798795841,0.007046941121441233,0.0039298154885349205
LRIG2,0.015794695546867733,0.08914950474192045,-0.03438713911851874,0.011399977805841868,-0.01586314469182158,-0.012644171437323121,-0.02817438165983653,0.017213374000131492,0.0530256132631725,0.08947265763527756,-0.012748036433782719
ICOSLG,-0.04740721260460443,0.08112044470129813,-0.06172152887952749,0.0003563478107096004,0.03450782289459649,-0.013292552659838466,0.020407749462566363,-0.039016067706781225,0.0052093335715978385,0.023530557546826255,0.06303260389375127
WIF1,,-0.005831023702500375,0.057794916806516564,,-0.03912807542127651,-0.012200470245575622,-0.01840004933391858,,0.006440880979791429,,
NPPC,0.0675061103707585,0.04255351776473935,0.004454783360948124,0.03496044419442845,0.03654433676,0.060244095212444296,-0.02136296000143516,,0.07960109475871163,-0.04817097320990899,0.045412467750532766
LYZ,-0.030629036983886637,-0.04819763271103017,0.016431686964969116,-0.01426227773197563,-0.03957755917131828,0.034294705839193446,-0.023492288041796865,-0.041039545052998026,-0.04690933045049208,-0.057809118587709075,-0.03624417165735392
EREG,,,0.020848728346841622,,,,,-0.02372631328958237,,,0.08639615389316573
SPTAN1,0.023327276103098257,0.019719462506461487,-0.030940979562910607,-0.08412165532828753,0.015468257113105418,0.023163001694131016,-0.011621412858735742,-0.036281653125689706,-0.039523033813202914,0.0431167270938068,-0.0001992564017497456
LIPC,0.06905324020415997,0.00923098358671827,,0.024279444386069004,0.003057095097002115,0.011989630096774055,,-0.029666706901048962,0.042151688190446485,-0.06937853705529716,
COL8A1,-0.016886426750292716,0.012729011155225371,-0.02729187148966568,-0.03837927179239246,-0.023024321049784673,-0.037565893665112225,-0.03437753953790912,0.03538028966914292,0.014979904440337765,-0.003719616921789379,0.058724765954895855
GSTM2,-0.04237249610999086,0.05809324367840196,0.03427195786491084,-0.0037834309463692928,-0.014081565492456835,0.041290656947138064,-0.02600339082223787,-0.022836463159275254,0.029219484224421836,0.006075058119284309,-0.01634190145847907
SPX,-0.02431977948362319,0.027478395619123484,,0.054274084463257204,0.018401547550408938,0.002811756919243793,-0.012244011406704945,,0.030746781791272826,,-0.025087051058206095
MFGE8,0.019470124528861866,0.013196658640609154,-0.02754026796815034,-0.008510798275929347,-0.005146567023825933,-0.003650311143150748,0.025692069655587853,0.08788985955649176,0.0428496744003358,0.01585048715067673,-0.03858749822901094
TGFA,-0.006384775744286743,0.050187609317529774,-0.03622367729806147,0.008797744777309744,0.043660475873606865,-0.06985403920317952,0.005617797245822403,0.017643888974623705,0.07728353103521513,-0.06533384773395806,0.05966218680198307
SLIT2,-0.02402952203705813,0.0317124679913172,-0.025606275309281803,-0.03805845969127559,0.05324117080981327,0.00422697909644018,0.05991044517539583,-0.018109989976697126,0.015034622622194167,-0.036421357832942196,0.07587168146546497
PLTP,0.041023343054744706,0.0519873188305183,-0.058835691324939765,-0.06288649612147783,0.014884337514440687,0.0058717121295786216,-0.013435445800369062,0.03013158306918949,0.052412863540238774,0.006125485643904728,-0.011323502528900778
APOD,-0.057018627153422825,-0.050762619592310355,-0.10973947299399021,-0.02165740986015689,-0.012580687834840235,-0.02633907131353356,-0.05975604457215255,-0.026450609619378868,-0.041045057104774525,0.07657160279663155,0.05348488974157234
B2M,-0.017504233352943793,-0.02391873128591257,-0.09579669658674149,-0.00498968459045533,0.0018087024505750724,0.003183586617431664,-0.019166400233034977,-0.035673970046800556,0.010998476215519729,0.017313857538786136,0.03862793838112947
OMG,0.004484461009969895,0.0017858671971389133,-0.026524409545829363,0.008359823486555385,-0.061530252314307234,0.013501667430023059,-0.014020788369203997,-0.015026004567925992,-0.040109226404343785,-0.01588147207760004,0.012273931003577583
CXCL3,-0.01880303563454709,-0.018389198711551088,-0.014342540903087377,0.13822574015634406,,-0.024976264162845374,-0.016444515030137736,0.008148824331224946,0.030281964451230513,,0.022549664810256328
CXCL10,0.05170145522297376,0.0493194299922205,,0.021826435635430054,0.10582245361058688,0.014391615490319407,-0.024980421932802085,0.1513464112296696,-0.02351777956340231,0.08961243539653624,0.05748530102121448
RSPO3,,,-0.032230139454867385,-0.015358734529882956,0.0033681221474797123,0.07481252567236825,-0.03993227488168685,,-0.015464918095147703,,0.03449293859425645
CORT,-0.023349019638069474,-0.043398390389173536,-0.04277378614781972,0.028682239240477313,0.0007114728638175521,0.031570258892282176,0.04763181446538256,,-0.04102794745835603,,-0.012764343632927068
NCAN,-0.07211844476011674,0.013019059444971446,-0.08620119506263998,-0.07655120917834478,0.01802080808083692,-0.0122514602021121,0.018105992890577648,,0.007604478972717775,-0.027836092150859394,0.022201056491743372
PRG4,,0.015661197524772255,-0.020607203887126488,-0.015158408635915095,,-0.020204995727248796,,,0.018819047563738343,,0.10344745517058865
ZG16B,,,,-0.017593187091430727,,-0.010801460273024734,,-0.026766561798036773,,,
TGM2,0.013861987700639306,-0.04806650388013118,0.021165263744295514,0.014651467885526782,0.021831718906930513,0.005259740730905222,-0.00343638764631802,0.03339388819325392,-0.05061637165430037,0.009467694421424625,0.033552303156802556
VEGFC,-0.02334902114143907,0.01196292725070952,-0.03703013720544311,-0.016519065713518303,0.009574358717363118,0.0816165585181745,-0.046173452587894154,0.022228168563838187,-0.01845242784332319,-0.03978432616264598,0.0823753302509115
WNT6,,0.0021202837019660436,0.0424746753665006,-0.020966030983581872,0.13209342181743738,0.023275504225629517,,0.008639696053284626,0.1346100096265736,,-0.00014840094860908248
NRG4,,0.03489651653039012,-0.0028881767594907894,-0.01844847674454666,-0.020908943513851794,0.005749646140722658,0.01900146603848477,,-0.021526909355753597,-0.034906441066629025,
PMCH,,,,0.05687916281773522,,-0.015810346165105345,,,,,0.06256475517452137
COL9A1,0.057988419762081335,0.015363778465383358,-0.025862244362226495,-0.019268087484200006,0.03929501498655416,0.020518163511514798,-0.013729959546539527,,-0.024529401442348667,-0.08595098011539104,0.004874485593046144
GDF11,0.007465046279118531,0.015321641038136996,-0.07454564685141377,0.021236720310043027,0.06345439836604877,-0.00029637360295799566,-0.041875007058508405,-0.0014968642428683124,0.030187846528552668,-0.037827597695048155,-0.06182863225938246
IL24,,,,,,,,-0.016878902238316625,,,0.004217574732559431
SORBS1,-0.023560990328114328,-0.004045078051255571,-0.07160711459447801,-0.015275376828384757,-0.06610394098793275,0.017332884810071635,-0.016191204610737583,-0.017824624017926775,0.015499171015455391,0.005875170630265473,-0.0006259751909212644
DLL1,-0.011062646130690362,0.0035041375629429215,0.002486432101075357,0.01928006944903752,0.007708711631143432,0.0007031019448154576,0.017280576478643627,-0.024693140483523383,0.03726448084420779,0.015061543089169401,0.022387283427361567
TLN1,-0.005273851025979924,0.04955627694677568,-0.015347427190189028,-0.03198524147363552,0.028635695450577803,-0.06410756761510672,-0.027421335983668686,-0.001994705979439271,-0.010562623765344337,-0.024553023642115104,-0.010341353276977652
COL2A1,-0.021930700740303306,0.016503050841521687,,,0.06147363203659196,,,,0.02877395173886116,,0.048609173896008336
SHH,,,,-0.01575207537219569,-0.020197120521933825,-0.05734607922139289,-0.017649504172599164,,-0.014339048328911915,,0.04870281934160845
PON2,0.03475022291350792,0.08785482166434497,-0.06367563220883106,-0.059805716150318426,0.041088948357202004,-0.013726610125747479,0.00949686670855855,-0.0027742790861005366,0.02980159586251834,0.06371001700180969,0.006554614162162368
ICAM5,,-0.014637977580554571,0.011805523320103414,-0.024550727489701614,0.05311898559938776,0.00871844923826025,-0.0009331532924415765,-0.015977954857759786,-0.016226801961062184,,0.04673378688235815
HPX,-0.02491069061965799,0.04755079976992067,0.032094453519335826,0.056487056039644684,-0.017079891755573104,0.03163869324841043,0.02220304190922768,-0.03172600116583164,-0.01771141395857521,0.03622909599109446,0.11305804739566407
SFRP2,,-0.0420864978522092,,-0.017939906798723204,-0.0200393794502276,-0.01766647700227337,-0.03408995072852944,-0.016657985586605906,-0.028129543265010656,,0.007939320660651127
CFC1,,,,,0.03435893201452243,-0.013593740599968183,,,,,
CD70,,,,0.1679304283579456,,-0.02535708582578844,,0.008502430821847673,,0.1613562690790057,0.014353981614951036
HP,-0.0435153912801128,-0.03337319864936709,-0.05931343846485408,-0.0054762176090610085,,-0.052541226130812836,-0.011183736618386118,,0.020476721523708535,-0.054052023050686744,0.03923959313254922
CXCL2,0.0032433394766910326,-0.014398611509808104,0.013034115797356041,0.10559909604977517,-0.02639771210695035,0.0291508517003003,-0.02136295832950395,0.012790119957193403,-0.028380422954191974,0.10542147320419606,0.03729042662177696
NPPB,,,0.06362133988585954,0.0433976378977461,,0.08196464439419304,,,-0.018452429185421185,,0.05328073805921408
CCK,0.035619639540121165,-0.015505674494755468,-0.08864004263101166,-0.0637256167554146,-0.016700861363451967,0.07231140746794118,-0.025815738637751363,,-0.019936020715558247,,-0.018522923523725813
SEMA6A,-0.0167253261749792,0.0528994220626864,-0.06587948441080928,-0.009168499229986124,0.05484646803058892,-0.03051086163191563,0.009609636907036654,-0.026530651696950576,0.024254182154508683,-0.03133871734907104,0.0012291636575547647
IRAK4,0.07879152635948886,0.00914665638180239,-0.02694066634541395,0.008282032841557697,0.0646764178160167,-0.03945716267074571,-0.008320640893084602,0.03081199803254885,0.04784167651822458,-0.013057847617095357,0.006408732963928302
GSTP1,-0.03386353873396279,0.003303962339770165,-0.03165595631338987,0.012904414621883865,0.05869990304329525,0.03980619628631217,0.00665849057396766,0.0309779701471592,-0.027803623721768693,0.03334473602979868,-0.01990263802541868
VCAM1,0.036387607467957904,-0.03252628493620418,-0.030640146893840522,0.0546735561445483,-0.025444612422836504,0.06413898662468992,-0.052830801521865506,0.007614833268557686,0.07415289007804976,-0.039779743285592924,0.011303722311846485
NXPH3,0.05300446207480605,0.07380033269510297,0.03050418676354764,-0.01834845794534191,0.1125566022328609,-0.005275457421860059,0.020806444796414126,-0.03185107192582027,0.026080399168896394,0.03753314863244927,0.0321350398470821
MTMR4,0.06677187854379972,0.017192571355387522,-0.0594901731143164,-0.034980605869696375,0.024566613640921192,-0.015616378848862696,-0.04321006675672466,-0.002997356694645184,0.04943579355831327,0.011706873596830095,0.04331964300464136
LAMC2,,-0.03668038720444099,,0.10862770041748245,0.040913298423781906,-0.014984841250746615,,-0.02451737393603414,,-0.034906461993207724,0.18553346796100043
IL10,0.07418916445178061,0.07120931983213823,-0.033633199461604105,-0.015984609727495967,,-0.01682707507782779,,0.034676854762751126,-0.01651754751489373,0.009985131465692123,-0.024253508039831416
SEMA4D,-0.005627480451028523,0.06739285944825858,-0.046865493418623956,-0.007259918842270336,0.0367314640855641,-0.004618740506691406,0.023512353779856852,0.07703279360585595,0.05331396916167209,0.07608290996738716,-0.02229121168266491
TRH,-0.0214388819576997,-0.001843205937186445,0.05665937029074021,0.031163052127524356,0.03801461790317071,0.0014831273510090403,,,0.0316998265110822,,0.044506055431025045
SEMA6D,0.0075465500421242416,-0.007977168682083091,-0.048974400982673645,0.018273098454545993,0.004578171051766107,-0.01961228654290155,0.007298283078782625,-0.022744853038979745,0.060920649431803024,0.057065863303722944,0.06765105247237327
CEL,,,-0.027316052272996733,,,,,,,0.03872059450909916,-0.028554749665094352
PDCD1LG2,0.06945300323074667,0.0491071814958239,-0.03363318203317903,0.019765125287110597,-0.01643421997799455,-0.0038065771379307252,0.04666890567950365,-0.0013175772493829148,-0.004248370838413846,-0.00965267604867245,-0.0014939216235850216
SPINT1,-0.02197045492527275,0.062775749894915,-0.032797723499024385,-0.04389529191417013,-0.02125666543935437,-0.003517725209978363,-0.025120809891147688,0.0008668971267114289,-0.024244203829264503,-0.030020073471609378,0.027440724724844125
CTHRC1,-0.04171919019267114,0.012043120625083528,-0.0292463364718573,-0.0005985291848431925,0.004342279953300242,-0.018628683763370305,-0.03993227030327698,-0.01494105883754903,-0.045928908359617986,-0.025273153882881684,0.08187346760614485
PODXL,0.038935244571217296,0.0266438970163355,-0.05079921695090457,0.017800894786027966,0.058011120733636484,0.009543474298883683,-0.036755772705495494,-0.02242436965412682,0.04881389359481921,-0.01909281899680939,0.0016052681406563732
JAM3,-0.09474090634313619,0.0561934092883166,-0.04893796829692921,-0.0032786004632105173,-0.005071715661625317,-0.0010612729877020107,0.016599451690579203,-0.01329962015131072,0.08311178564009339,0.08185669170262024,0.01275018095641463
TGFB2,-0.03377559998332027,0.06338163879209596,0.04665223239169419,-0.03473207919001496,0.0074456228999528655,0.0025956716836802356,-0.04054135250047744,0.0450872663376487,0.0032732228312578326,-0.08855118371076073,0.007812017329017788
COL18A1,-0.042420656051660566,0.06440809636884867,-0.09001542283201697,-0.03306699976847634,0.05526388990880945,-0.04449059187575395,-0.04527013420830086,0.005259831105735747,0.023756375253674,-0.00862309764607457,0.028991684842561524
NODAL,0.04895713451955445,,,-0.031022266664602095,0.05546957584341925,,,,-0.025367913546196785,0.11618799349762969,-0.028188055888788623
INHBB,0.011539450440630258,0.021929966866162918,-0.06776122712151816,0.026824695341926434,-0.005385892929454887,0.025777149644072236,0.06806257441629099,0.08020054311642437,0.017122945948611266,0.007882398956104023,0.006125145522600001
LCN1,,,,,,,,,,,0.029484798229015834
ARF4,0.06455415979153482,-0.0011202695105643075,0.059493302964029944,0.03511504556578539,-0.04367480348410894,-0.001765726118517541,0.0014682773714676798,-0.0030459013452643693,0.04085707793482664,0.06784150041612788,0.036151672723795526
CXCL14,-0.06056215144217763,-0.00023722824889340382,-0.03292467900773034,0.030680949186443467,-0.0425215935123915,-0.0338248298440709,0.022413953539081842,0.041241374279771585,-0.019306835984095987,-0.021355326202229352,-0.02854234753271549
LIF,0.038311344450169954,-0.04288265989442738,0.044234616917307554,0.04449539980345004,0.053843788069855854,-0.046407637794722414,-0.01822355223101418,0.013720999071542436,0.015135402403359843,0.0012329248494700252,-0.01617860507279591
IL17B,,0.03451165970831307,-0.02489206736022334,,,,,-0.0021290727766655163,,-0.0038256656187670855,-0.026091164858305173
MMP1,,,0.06897312037431703,,,,,0.017557349382360816,,,-0.008484788226540268
MATN1,,-0.01679429138132955,0.013714614881087328,,0.05224711356545246,-0.012052727370272066,,0.18744812397057167,-0.01502426265206429,-0.011522202996399073,-0.0015171847930502693
ADAM28,-0.04613969538957305,-0.03155875206941865,0.05259350453731657,-0.07964216248099475,0.01579778008143166,0.0016503969888201422,0.007690861076126189,0.03567318727969084,0.017830949060438514,0.04964286117980816,0.06286241142529125
TCN2,-0.06326452101990152,0.018560878185854682,0.011517928805101687,-0.04202349457831767,0.05486534725611636,0.008379071470860349,0.00945376539648966,0.026109217152212545,0.0037752811160060994,0.005531326571689894,0.018731801303781995
THPO,,,,0.05039757066944306,0.012542813346989968,-0.02474372667717601,-0.018963336653809594,,-0.015024264377939188,-0.007853957903601657,
CUBN,0.06095072044177157,0.014937364485986966,-0.024981879264806366,0.03790953235498921,0.06376095168799115,0.00559112829721266,-0.008605490023588583,-0.04594426158966239,-0.036368578301645096,0.07117348720450174,0.05085035917315087
TIMP3,-0.0030505054161922866,0.014267811809226687,0.05058330967386733,-0.06592987400277318,0.006300243627543298,0.009200811335076895,0.014141771759434776,0.0021687428877578316,-0.03149320907257399,0.005119483395941396,-0.024865935733226683
PIGF,0.008460389507115168,-0.028765449512249817,-0.0630902685104879,0.05544993216267768,0.051384448132010506,0.004029293908264221,-0.005210175185854093,-0.053823992263385564,0.057151043781264114,-0.03496281593582324,0.08442355482716121
CRH,,,,-0.017767344064712823,-0.01686725709931871,-0.018973806307620977,-0.00020558192971348955,,-0.020549323938632572,,0.010325588813676703
BDNF,,-0.031040464152369326,-0.04894268548440708,0.036237910370310274,-0.008841623939414588,-0.02616545787612454,0.005972275768801099,0.004806606418289954,-0.016921180476700128,,0.03123845167516683
CCL5,-0.07412931029800474,-0.0006931534758160558,,0.07205198475885957,-0.024638911287623192,0.026087030589904178,-0.021195128549635258,0.0300590542411212,0.04797424735329071,-0.027594282291309082,0.0195323355825696
GAD1,0.055276886859405634,-0.013501213832547746,0.014369849561248422,-0.03798670040996272,0.006506543161513484,0.048063248272363246,-0.05121464707984653,-0.025286509597637705,-0.04204020430976685,-0.03836037683295401,-0.006559046201911988
COL14A1,-0.017977518826802288,-0.0011016664684647167,-0.10371594746881174,-0.018177582305008884,0.01624739491985987,0.07671311030547959,-0.024839317210252124,0.010542421982582503,0.06415033938565813,0.1087943175154558,0.048921905293387274
HLA-A,0.04299495869674593,0.08141226974381985,-0.07223492081978342,-0.0018545727992861172,0.0007633938033448873,-0.06219538001199878,-0.03315783210063544,-0.0530309745242735,0.04014994065091186,0.09114138150916082,0.015475537154436898
CD5L,0.00826507033919089,,,,,,,,,,
FGF18,,,0.057998682987560835,0.006346955383478865,0.07327838808290021,-0.012914972217598282,,-0.0175258915831949,,,-0.030846006542028515
ADM,-0.0017251938283556472,0.00011011555504892327,0.08099139617195437,0.0722184582450598,0.03608000793392558,-0.053319973819482905,0.09061228431438484,0.046226634855071266,0.06656858516457226,-0.014171476222285819,0.046245685289546014
CCL15,,,,,,,-0.0411078546663104,,,,
