,UKF243,UKF248,UKF251,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1007inf,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916bulk,ZH916inf
ADA,-0.010820592499421633,0.05321636344979635,3.3279715871551685e-05,-0.024520310267967495,-0.004945152399824052,0.012266840289013424,-0.17425262869206667,0.029106636552363858,-0.03663252838006566,-0.16683524667684851,-0.07364857415461004,-0.008998062193897522,0.002381610624151252,0.052932551206944393,0.06763680042617475,0.016758071194313492,0.028382409634412558,0.02311496276125497,-0.06142474749062472
LAMC3,-0.031074038695213982,0.05193276417458992,-0.030801680059582545,-0.032228427708995,0.07535877163527041,0.021384388374532222,-0.06013675097333035,-0.007595501644060844,-0.01251126305950022,-0.046054668582696266,0.0019585672707273833,0.024264876818799803,0.039575930898881256,0.025785971142730808,0.12915330024302973,0.03116684675017684,0.042233551658711024,0.08173520249516569,-0.0180253477737901
CCL7,,0.006419160156350234,,-0.013737360185266192,-0.021904974218148254,,,,,,,,,0.037748695715985194,,,,-0.05090228484020183,
NGF,-0.027524325342486878,-0.001641072892846475,,0.006364770559751063,0.011314838424572694,-0.0446906510812783,,,,0.13130342635911074,,,0.013436642233321278,-0.015371869706105282,0.018010660643008387,,0.01886510834972639,0.04432897588131834,
TNFSF15,0.0002679880876653845,,,-0.015297222451973824,0.008340896009318583,0.06488109451930206,,,,,,-0.029396061863559045,-0.007302635395831602,0.04296413741466786,,,0.006618352417373423,-0.018799605770140424,
HMGB1,0.06719602289357746,-0.015666075393118293,0.032255811077057356,0.047487591767575055,-0.01861736248796361,0.019545341807368676,-0.20316796873258686,0.094472658434223,-0.045222639652644454,-0.09484905425321545,-0.025852118045420317,-0.03710809655447056,-0.043659351741184266,0.005271441052435563,0.0972080443410856,-0.09466404152433633,0.1308406927365994,0.09983904020593201,-0.0004580089641935029
ITGB3BP,-0.17736929863436465,0.05113373316849649,0.024674195672678048,-0.03977139999519194,0.04758600342772799,-0.0163882336026299,-0.1463095382710462,-0.0015167232861185143,-0.024627387787223058,-0.015523982883077405,-0.1434968563409739,0.07047123891646831,0.02055191943764057,0.04396943421591989,-0.027298712555050574,0.03258291545347592,0.008656609541491217,-0.0568705866450161,0.005694337477314055
AANAT,0.021145030683101616,0.04152870617790198,,-0.013918909416129053,0.05370465889745485,,-0.0016915724024112097,-0.03085705282184952,-0.014729818283727752,0.019081687813381765,0.026930109816271378,,-0.028398707673134273,0.03127653167831238,0.05228058533488193,0.004455999831254422,,0.0307756504654106,
RELN,0.04183156436082163,-0.08027854013077562,-0.03265100203751802,-0.024160109675651242,0.04524344769704296,0.006923514532285301,0.09990433545351468,0.06863970918066174,0.008710166724270652,-0.002816150763259124,0.06921252064281644,,,,,-0.047583882163344804,0.01803724872970503,0.086280920036062,-0.011974950789930876
IL15,-0.021099986705261236,-0.0004357214368168857,-0.02791599704937122,-0.02010313965119479,0.011428341996663037,0.047506157722411034,-0.053343232510977445,0.0034414889097575344,0.002758772977082151,-0.05219755918961508,-0.028771364128945636,-0.019777694952209966,-0.002322044609265496,0.0112787945973818,0.04933292330896712,-0.0030567048915519104,0.019467009851950587,-0.07206818516539916,
UTS2,,,,,,,-0.09820263090953982,,,,,-0.05432780104010788,,0.09834007423164048,,,,,
BSG,-0.0966939801650176,-0.0158783225119485,0.02607503707590092,0.02490309618735712,-0.0010008295704071234,0.009018192729627643,0.11080110846666825,-0.012304123184609397,0.03915114070816646,0.19247297974800373,-0.1783664244152014,0.032704237046402136,-0.048668517682514074,0.22434109177870334,-0.058298699651261415,0.11666450875033406,0.04371716900886522,0.10073262312840636,0.04468720247779634
ADAMTS3,-0.054290920415811766,0.04328737379662402,0.0035762156442060485,-0.004630735161134782,-0.0728291568293388,0.04285598754677899,-0.21543095756059746,0.020683035032998454,-0.008627821334922204,-0.0019683414309521145,0.04815066675555866,0.048026835778763245,-0.013379052985125426,0.06538919410194434,0.0795727155117783,-0.005288720772191847,0.036970720258463936,0.02284215829908405,
CD34,0.17851499964498116,0.04073797638943976,0.00185079208741375,0.03414998034723581,0.04672139137225099,0.05400657421925626,-0.1027818960129806,-0.002320961025387988,0.010674857541254888,-0.007783071466597367,0.018203022232054552,-0.0463694798482756,0.023587122287487206,0.09585209013018862,0.05385256669802517,-0.023386620110192363,-0.026625705861546205,0.023240330167566423,-0.014375197877382562
CCL23,,,,,,,-0.03387422094679097,,,,,-0.027738403643560373,,,,,,,
PLAT,-0.03967698439140327,0.06620695470310818,-0.04311144736220503,-0.011567940812361704,-0.02703013468060932,-0.01877109199674746,-0.21040521603612694,-0.06393652002298619,-0.013665929129083914,-0.011770412029906861,-0.11475378321637375,0.011901705097550912,0.037818097502406105,0.15905671498199792,0.1809822300969153,0.11805200724802759,0.3373117978279689,0.1422812477584363,0.027604682941162705
NTF3,,,,,,,,,-0.02700885602078145,,,,,0.1212601765173482,0.09813741527420208,,0.04641482852301777,,
LTA,,,-0.01611441013575227,-0.01760681163980213,,,,-0.029718557675271894,,,-0.03798901602752231,,,,,,,,
CKLF,0.002618086910010256,0.11371841154604176,0.0100223164885848,-0.017209057956160557,-0.06354711083503269,0.00261464226950547,-0.23815199510914525,0.007086538186561262,0.035480242275720164,-0.12287872740157857,-0.18115251459520884,0.0643973028815515,0.058376763731767006,0.16652720184515019,0.08344226837315766,0.013389031736731723,0.14884060805799693,-0.10173056233028151,0.10265209791932055
CD24,-0.02633332426524632,0.0017430191343328597,0.11797284097411671,0.018321265855112,0.030033225450509834,-0.020325735263519582,-0.03635607766596226,0.002721673196993219,-0.10592300708109409,0.005104539131332243,-0.026627405748016413,0.030420142723790507,-0.014986897329355526,0.09536586587817834,0.07998239109976037,0.03429437713321436,0.056569679679534766,0.035241906806005543,-0.06236872956260597
HSP90AA1,0.0865194979343631,-0.03237785587006177,0.006198520474251814,0.01234939337906373,0.21388140750748685,0.09938179285001535,0.24848550610562573,-0.11917396981668657,-0.0014043366490384193,0.27998597082258403,0.3160471714756905,-0.024011130008833214,0.009106119824698264,-0.12591739293373766,-0.18906373072332172,0.01915447300240557,-0.042643492866020836,0.09795118665429761,-0.026841098048529393
BMP4,0.1159587989099994,0.017705545530142832,-0.017082219370711305,-0.02602700775192498,0.026326022111184497,-0.03485315796776329,0.021065579707010593,0.06362626381018252,0.006332539374822703,0.1262915205414804,0.011664014292307148,0.07555184490281545,-0.03472060451427782,-0.00442341955440204,0.07226138138169504,0.05266003897508594,-0.03404052494145658,-0.014483055693665276,
SCGB3A1,,-0.0059725517195768005,,,0.025872175959528336,-0.03131929430283905,,,-0.02193167568109716,-0.011845946562396266,0.13057161340745935,-0.03423141849444593,,0.062337949446239826,0.009107935816086049,,0.05798555619789523,0.022548005372717516,
IGFBP4,-0.07527274934243018,0.052892283867590914,0.0012629930012313685,-0.06096389388317304,-0.03945260704768737,0.010750842019972512,-0.1367153546046546,-0.03641466203260833,0.04863027269622344,-0.059046804235044666,-0.12774999276533808,-0.020810146446288248,0.10689844484437774,0.0434069205069371,0.108183495311136,0.03948007414256762,0.09357948259324587,0.11921913297859278,-0.04817808199077313
RSPO4,-0.03362378530358592,,0.04945656191649088,0.09115980320202251,0.02196134752158948,,,-0.00975320536328655,0.06744674222476542,,-0.0004401286592399623,,,,,,0.037816960042565795,0.048728021722603564,
LEFTY2,-0.0448448846912144,0.05564267318665647,-0.016312319609864907,0.036169040605928515,0.02936895108034632,6.504817066351613e-05,-0.1622361144879508,-0.009808158867558906,-0.02404834709699479,-0.03146897275899086,-0.04689701603853648,-0.07699029551589949,-0.016922680343133916,-0.03310950639978826,0.05395024958535935,0.0534423400645198,-0.0910732169572615,0.06632231320450528,
PF4,,-0.015458302741144063,-0.014658246195876235,-0.01198557611951133,,,,,,,,,,,-0.06346584867931433,,,-0.01038515583161229,
ANGPTL2,0.018450124180033955,0.0512060545182263,0.00879023414954159,-0.0072559649345853286,-0.0727186716405817,-0.0711189648927391,-0.1832776640352222,0.03677752404330586,-0.08418095580867148,-0.154445727323594,-0.2507367403468088,-0.007310183367137835,-0.009600236238589131,0.12094599486000665,0.1555537188460185,0.00484604515149724,0.08211985202482665,0.12486263939689196,0.0413250427342786
LRIG2,-0.020092771015165517,-0.03535022883969234,0.03859192235044625,0.027835901428783033,-0.03670349617967611,0.014353635223500997,-0.08765458925880917,0.043433041835535376,0.00020681823889408165,0.0106736568228182,-0.08308315522293659,-0.03375935352650358,0.011296483776782522,0.116836120560503,0.062374809377504295,0.006859527528653008,0.03343148066408245,0.019180926762484906,0.007584198021034376
ICOSLG,-0.06589747799315371,0.05537304364624083,-0.002209998419812231,0.027542450621101486,-0.06574146394539486,0.022542254672084105,-0.131914418406508,-0.04315885276827193,-0.020250514832487954,-0.09973242127899361,-0.1345635934104675,-0.015805144782099163,-0.022679949262733378,0.1115185817001324,0.10338644950990845,0.022153948607277353,0.0766205706183294,-0.0024929379263727218,-0.046436485560539
WIF1,0.46244274637343064,0.0105322233262798,,,0.11707913775053197,0.1281966742098248,0.3141204600156088,0.02647562944030729,0.021218811513440267,0.2433282450228761,0.34486947927339895,,,,,,-0.07881749397401074,-0.03008866582582087,0.002649205871351042
NPPC,0.03560350550831667,-0.04706516562691911,,0.01191089632830214,0.1285221763898135,0.10072698140417682,0.07654110343170237,0.010511877256314778,0.04755020336778816,0.04867393096219354,-0.17428136096468713,-0.02450783161559437,-0.034004496022499046,0.052817818991829774,0.10029404332284124,0.07775664233963779,-0.06771755852256234,0.07019185908390031,-0.004663168863643397
LYZ,-0.08185589141028123,-0.008144048889390285,-0.009676199687952117,-0.032273088879459864,-0.08749361726642478,0.012386881095179398,-0.14951909790659418,0.04140745432099831,-0.07775879549044172,-0.18099580240274105,-0.024280380946586525,-0.023231794275550253,0.02104054250245121,0.07012117779336657,0.04155604514767185,0.04851514537537546,-0.02130303699468199,0.05535961001798781,0.011078400313373883
EREG,,,,,-0.0408705932964148,,,,,-0.044838813724980484,,,,0.020093254471204254,0.020029732518625873,,-0.04576776604392353,0.03835607883363479,
SPTAN1,0.19314124223430829,0.055103411308995806,0.005363626643718337,0.07183974893336904,0.113255238670558,0.09019869901390887,0.0993834063817984,0.04052007326625623,0.00040381655363636433,0.3029519279368819,0.2345132523706102,-0.024484317986660002,0.06201938007940642,0.15512942884467487,0.09176996650029581,0.010496890763649564,0.025464081356973128,0.09726862459734037,0.022264554140228467
PTH2,,,,,,,,,,,,,,,,,0.05676960559344239,,
LIPC,-0.0021909499793625964,0.017392437415807385,-0.022061443928508888,0.035176098127153395,-0.006107343936398337,-0.020091182125205352,-0.07786459628592657,-0.02415589717196315,,-0.031594191960144014,-0.0261635665025572,0.08592522969162773,0.035478708720322376,,,-0.03313437738433605,,-0.02862852399961045,
COL8A1,-0.16708514729124077,-0.005020474594812225,0.06038091255820587,-0.012823534802574242,-0.07100013401289162,-0.05084603219379561,-0.06268271739931977,-0.03446413699715648,-0.022600622532306613,-0.13067897308422086,-0.16812008930551495,0.022624673825317267,0.09800686485315531,0.03135382663357225,0.04500880270845598,0.047586907833033605,-0.0327820593233072,-0.011890634016926045,
GSTM2,-0.054533675354015584,0.08201355645256253,0.017895444077436366,-0.04653507098041703,0.01812254628407699,-0.039083921141909186,-0.034962593622691364,-0.04057312996018351,-0.04065625205709373,-0.020757331816465892,-0.08827110184566776,0.13550609110618045,-0.0021506821892243915,0.03449746396032276,0.05287557649949465,-0.0069928426928889936,0.028433128573285883,-0.01725040103819907,
SPX,0.12856290722551378,0.02358517311130034,-0.03454170309132471,0.006716902978758366,0.1203559508813794,0.0009852908928894273,0.032924482821917976,0.031149620435068633,-0.019845465750162893,0.09553887239294057,0.2780047186314397,0.0617270406318151,0.026091640203692288,0.04609929087610223,0.00891128947146584,-0.029013175605375405,-0.21454815298921823,-0.014975933439711214,-0.023117312545283392
MFGE8,-0.09432264511760936,0.02530682295385609,0.003921714754337253,-0.024279621093254256,0.06454373990157625,-0.007816643002833355,-0.03600665994482042,0.007727738815024862,0.0022256376068693273,0.06140478755404886,-0.14129643678244247,-0.00881424406246239,0.04960014259747159,-0.10890761711473733,0.007119778625666655,0.08417229558719962,-0.04948593311211488,0.0013336041433141353,-0.05952668632974886
TGFA,-0.21310889667560784,0.02807858901980917,0.05282475756737269,-0.03390617279061312,-0.09515649939698735,0.03552394372841675,-0.12592158722453056,-0.029316123839285172,0.025370183381582482,-0.07919196499015982,-0.11206008276528678,0.034530955758774705,0.050999130840674624,0.11162608685892488,0.022358922670832712,0.002958656958773456,0.055755258353749296,0.026447448273713585,0.08915813472379187
SLIT2,0.42243702678598416,0.05265886467161662,-0.038220920408436505,-0.024877879172920274,0.10049810548494137,0.08180771689230465,0.19450340118175075,-0.014918119662650242,-0.021060675318761327,0.15888645103947263,0.3098250378120504,-0.061921104274751,0.052696326939377966,0.19912937189638627,0.07143539122530033,0.06615926790355112,0.15339699517076688,0.088803914044298,-0.02575285963522188
PLTP,-0.056213118829824264,-0.030588845766859055,0.0702637465792405,-0.07570453204336158,-0.12009900453862625,-0.060193524069880655,-0.22821840221640946,-0.027078832200174117,-0.0812313330267137,-0.23193862889776684,-0.016901242829113372,-0.026024558996758755,-0.03684848712194433,0.13194888845756292,0.18144178957584678,0.07883995033902184,-0.06715420561612827,-0.022911590903669243,0.04478236508775092
APOD,0.07637605718182336,0.00863518668306593,-0.043775495421471154,0.03783113077557963,-0.021497610390504945,-0.09479301395102456,-0.24285701024073428,-0.07013412585487207,-0.050715193664742156,-0.2730312019653168,0.15472253544144837,-0.0820548504562831,0.01415979358782889,0.1055722601592276,0.11467020917844713,-0.07904778151073621,0.017401739403141447,0.008975462594002054,0.11129978206635806
B2M,0.019187670973088947,0.1264166494316467,-0.0278997291945019,-0.06447468661481737,-0.1377284711191877,-0.11912756938596829,-0.31119806431888614,-0.05769617413992971,-0.10750445683445813,-0.312963070886172,-0.3139244865842787,-0.06691900129468174,0.10378727750132398,0.19821803761271625,0.21692813618606147,0.08011986222675045,-0.005563156513179767,0.021703206507194067,-0.05946686522463728
OMG,0.24218254639303,0.014549086679030519,0.014951689600303917,0.043482712250369385,0.08608511010476116,-0.02572631353572864,-0.0035469567767544108,0.015089784562857459,0.058380881889841835,-0.04829936339978186,0.24169654490770953,-0.04966961500783976,-0.01244465615737765,0.06510990714439027,0.12669890454730764,-0.03751415398840289,-0.09465899387164078,0.13608404204485147,0.08133583263812541
CXCL3,-0.08150465420614622,-0.00948294924431701,0.04691794011420582,0.022722691784919233,-0.08419182811074782,,-0.03908737920997922,-0.04994252097713001,0.024867738132683382,-0.026631772949654606,-0.027358970833559624,-0.02525777819085223,,0.0281936127847839,-0.03259051559769692,-0.02679483450355759,-0.03230225694936083,-0.018425016822770562,
CXCL10,-0.038903632570555846,0.08953559342793124,0.017315700402901247,-0.009915590755303934,0.022545884714799038,0.02210416365194631,-0.1661788818102659,-0.0463753869407871,0.015017338698554539,-0.044983291547594256,-0.043476715575924495,-0.0498703899635272,-0.045867977619780106,0.04356329032861257,0.04551712565103256,0.005828237503843512,-0.013981632137385454,0.06912020378650545,
RSPO3,,0.08220489598854903,,0.13233055246356554,0.19711094375829807,0.004641345513705546,0.16886191862833919,0.0044666711158409785,0.040430815782415065,0.07520959228823573,0.09531429400521309,,,0.10103985907660598,0.0816534794419379,,0.07275033895065393,0.08253429857323591,0.13788800285323505
CORT,0.026270865728797433,0.06379171516719834,0.06487261623680306,0.007110259799336705,0.19992595932495846,0.04130369725572922,0.07831326029877188,0.0202360655981545,0.010942013401698866,-0.026948578265214684,0.09012995583650041,,,0.004785141147032085,0.04409503294953619,,-0.05543798896917858,,-0.035766229868067906
NCAN,0.01810400472097347,0.07328195486310256,0.02251858477598142,-0.014151667078238755,0.22563813176272363,-0.042338760737836476,-0.11127680611293966,-0.01394443170372981,0.013700170777446905,0.22789076591064134,-0.257140718329511,-0.06855902898195565,-0.003541980396203638,0.08222619966705062,0.18013418610665985,0.09904937282334396,-0.03122058932118698,0.12482255664102798,-0.10615793265956641
PRG4,-0.0514491747002651,0.03929310554902611,,-0.013737362326029855,0.07500449345195254,,-0.04234761294841627,-0.031369077886010295,,,-0.03342596519494625,,,0.005180562591267976,0.02336016474772523,,0.030889723273239317,-0.02405027010997413,
ZG16B,,0.06306323019270985,-0.017638816912071736,-0.015943889055213156,,,0.047024715175676184,-0.023614091878560197,,,,,-0.03156985529116985,,,,,-0.03904862859531109,
TGM2,-0.019680053270659036,0.01802943858086882,0.04115645896603564,0.05165545687558815,-0.04828151697265864,0.0759801715626871,-0.08363256998817167,-0.008370767159544597,-0.06898242236415535,-0.019937442425249828,0.12867758390926687,0.0076692364999513185,0.09839708134911701,-0.03900479125661934,-0.008126808236911072,-0.003869169554675273,-0.0022820800073279925,0.009591825268387926,0.0045730365709618186
VEGFC,-0.0369158100644721,-0.018936810882233486,-0.022648920177555088,-0.02448365797749267,-0.04549124370976887,0.09609831098520824,-0.0035210482828173344,0.010902692042466846,-0.05097995931801154,0.022325837168546615,-0.03411252983584692,-0.007076467812374661,0.028862556016628745,-0.012732240740165443,0.01941519983490897,0.07886852959582391,0.015642082542014574,-0.021118259901962866,
WNT6,-0.04681908185257101,0.040664748716806615,-0.016312320037973636,-0.019000540959017695,-0.012018882306191307,-0.006745316298586339,-0.04164333215479983,-0.0350654810712038,,,-0.029771693462818837,,-0.030022936088320098,0.0507140987382226,0.03304300668890037,,0.06278626491316905,0.011587619683037282,
