,UKF255,UKF259,UKF304,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk
EFNA3,-0.0209708594142552,0.11556243747272633,-0.0630662781334182,0.07149808550703571,0.006991353006875382,0.020835464963602744,0.031157317495056944,0.028250950117070798,0.018812440735104907
DRAXIN,-0.016199650121029727,0.03984948100106787,-0.004294178419903287,0.07977674668743735,0.0404257142248919,0.05923407679034773,0.05424367472751804,0.07446059573090848,0.04493946439344317
RAET1L,,,,,-0.023491941154532164,-0.023403263216707385,,,
NPTX2,-0.05200473135864699,0.003999564133238029,0.07368315553485306,0.08078238291183912,0.009933783634587133,-0.0010234263726149496,0.05161773569304017,0.1594330594221813,-0.01647223366526315
FGF11,-0.03576641470087569,0.03965903482121731,-0.03897097735556204,0.01886169605343813,0.0010818946415702547,-0.052292979115107135,-0.05963914390107986,-0.010800183241519523,0.07665507994302975
CD59,0.02992895666479081,-0.09084088558042924,0.04032477021457087,0.07627395644263468,0.07010002644320618,0.0729916454211649,0.015680354009233306,0.1401855571361371,0.05565324690727486
COL9A2,-0.004552192981812267,-0.09331255589271038,0.04586970747342809,-0.06938649311556909,0.0020766858560243486,0.04298880262492232,0.04144517086479074,0.03576734626815792,0.030882932762895714
DLL3,0.010795389758234854,-0.1549643086912687,-0.018451750382139368,-0.09864297056342311,-0.039060656188624046,-0.016104293152165723,0.024718241628045787,-0.06688596000908992,0.008128607073382092
FGF5,,,-0.01821570717679041,,,,,0.13582773327527708,-0.01837663286771763
LIN7C,0.031177283192979313,-0.023375197003879897,0.032386615212969934,-0.017701459368207276,0.01893676497469361,0.012002353901477572,0.13391870198688738,0.04019958126290408,-0.028249885675223057
GDF7,,-0.01842908473595982,-0.03348330306124931,,-0.020138436061192207,-0.015660038767062904,,0.015440258002018318,0.050882094198711335
PSPN,0.04645286989025647,0.05727257737143248,-0.0400191920037814,0.09825986858426737,0.031164148653913117,0.009733394417392757,0.05704035202299365,0.07625600906356637,-0.026340010911430074
ANGPT1,0.02409098189296629,-0.06159121123654638,0.024077285951240722,0.047595569255551515,0.02982526893088413,0.00991355420255963,-0.03029574907837365,0.1080849277661527,0.07999528439553345
PNOC,-0.025178394035967614,-0.05842490051950519,-0.022424609514856083,,0.05304087076270593,0.12203369531108917,0.08760303271039535,-0.0002669627276178781,0.019746189106497784
L1CAM,-0.12113341220326927,-0.03613293273167188,-0.01273546351469853,0.08834042021021862,-0.04802193202137893,0.03180406617302543,0.030421014341593267,-0.017414096526470614,-0.1002619857251138
APOA1,0.00190213123842584,-0.016084954350137674,-0.0036148033770726632,0.03054488376161271,0.004847015956146238,0.1177135271321602,,-0.009857687759118557,-0.01403772409199358
PSEN1,0.019414587277900627,-0.07350911354130328,0.0919627492352171,0.04978580522770702,0.05729782232659113,0.03863149792372314,-0.003080153030197476,0.06511498894183719,0.05867839158392323
CALM2,0.01867997844717398,-0.1605578160041287,-0.1661623450424341,0.02009936645648984,0.01998230606527993,0.011173781072478906,0.14900454264885668,-0.15339952109735322,-0.13325526233505217
CLEC2B,0.021101615830987543,0.02979562294041008,0.08289419753633322,0.027508410163963656,0.017704705611175712,0.011750196227320566,0.04637608633746496,0.1325526205295126,0.0488501648664804
NTNG1,,-0.04660395156319826,0.00959444968977903,0.06189482705224488,0.04703972176559138,0.004108679175212,0.020308742974667917,0.006954352605873827,-0.010085809620629091
LRIG1,-0.030960873546384805,-0.1250693571672187,0.005583034372493407,-0.0970938751031055,0.03221311149098989,-0.007787980304661533,-0.016378185677375156,-0.09510583691005152,0.06458631840693582
CPAMD8,,0.24681495921221105,0.01082079274950984,,0.0317507030001212,,0.10561634097573801,0.06870872281211707,-0.031350999810230505
GHRL,,-0.03258644601875195,0.03312311783661508,,,-0.016939372343302013,,-0.013738674326304708,0.008213654826946918
NPY,0.03967268062433613,-0.0428481349424428,0.024653489519386725,0.04372321208769673,-0.024809951069818596,0.01162353417636515,0.08543908874416323,0.05640163750793878,-0.08654985304035771
MMP2,-0.02067327250872263,-0.08455980956987404,0.11752501555040153,0.08963983124256705,0.018695422352507443,0.016257447098898155,0.16162931511947504,0.06959835787991754,0.0895178265299423
LHB,,-0.010639900874489152,,,,,,,
PPY,,-0.018520964261505412,,0.14093500230216774,0.026090954283565886,0.03500936384291808,,-0.0005555745183091428,-0.011784233919638665
ALKAL2,,-0.010485319710179257,0.08484188268656738,-0.004657711423964952,-0.016960293673652992,0.02406108617577599,,0.10424187938345822,0.012973093731932011
CSF1,-0.010213483575019491,-0.03878065652167016,0.04535613799121486,0.10872582066519938,0.05002153922787457,0.02902398379011854,-0.10964790104160868,-0.045655913630715035,0.09310185258768856
SEMA4C,-0.028374465997527114,-0.02787157047075829,0.0030005378475685763,0.08435921855118134,0.06484310412983907,-0.05873350429422214,0.025606307543327354,0.07854037947719704,0.03833218585087841
BMP8A,,,,,,,,0.11909028953739087,
ICAM2,0.12519660962122475,0.049630568094103295,0.11771557378244775,0.03117481819140568,0.07226377095381356,0.12118128287629935,-0.03846481833937182,0.1879698729239754,0.05167368532982439
SYTL3,0.013641691243708497,0.06689054325605762,-0.040205296991507274,-0.014782881517102152,-0.031926776178639746,0.017599602146213922,-0.02264177741909332,0.14451499854524502,0.10979097638534721
IL1A,0.026924347997466833,0.05523852364477296,0.03279801867478502,0.0012764836222971274,0.017447058547249063,0.034534037370137396,0.0005523912091134043,-0.046348783924635484,0.08080831059647134
HLA-G,,0.040182520922652364,,0.04617842881898726,0.034276311873049144,0.02771831391031726,,,
PGF,0.060851078964450245,-0.03885655666962243,0.06050269360065955,0.00041868638938143365,0.046926315786879794,-0.01610771404306383,0.040665749616671576,0.14574847015167797,0.0648630375719327
LGALS8,0.023788444124671394,-0.05438741099913323,-0.07425282941992974,0.05709542535026972,0.04196415556646984,0.007642090809992714,-0.08146231411611633,0.07660268660325929,-0.02020378098845229
DKK3,0.043943902294643976,-0.10247611871777637,-0.15361936223711267,0.015109330333526995,0.00567119815457947,0.030750923566817332,0.08720409172162254,0.025866364154228758,-0.09868599354630801
COL16A1,-0.02730671881382603,-0.12332486742936194,0.042404718165585956,0.08202383301534737,0.0372100467976333,0.00969411816452196,-0.011312608616504634,0.10548458590525314,0.09843657251564897
TPH1,0.01359698195895638,-0.020449883434473664,,0.04472630616988176,-0.04653511274626923,-0.016756808808976297,,0.08641232548626715,-0.00692018463438926
TNC,-0.047213727857976,0.03811492435822895,0.13794035366977,0.051216371567611566,0.05574432950872323,0.05473725114709301,0.0739879439758809,0.056487707964059664,0.0967525735695819
TNFSF9,-0.011966467073102687,-0.018429085975607655,-0.011137827432316455,0.001762068889073924,0.0698786501759745,0.039167756214166696,-0.05435022202645587,0.04326901815415527,0.1399751645021163
C4A,,-0.01261421989584216,-0.02192128186367821,0.05492989799172468,,-0.015825199655238143,-0.03771902447858226,0.011030377863495672,
CNTN2,0.019734630001547786,-0.02804696674964204,0.09469580851412998,-0.016265780133228127,-0.035377752217039544,-0.004564594136707709,-0.021205601244728,0.06093296821134922,-0.010313046164308804
F7,,,,0.03013844169072001,,-0.01566004028135039,,,0.13729598715685765
LUM,0.07053615218512241,-0.011521805799042285,0.04453769674553237,0.045177433611632165,0.04475223608936225,0.025770308386539598,-0.04000456151646586,0.17067726290604793,0.18055109807425232
BTC,,-0.028878916765659533,-0.026716048117775712,-0.020762497183446072,-0.03431791060075792,-0.01515452323326052,,0.014898204886707157,0.04754959152990613
APOC1,0.008137807041901726,-0.07607701514452948,0.06065111705328724,-0.06739699501529185,-0.004117246813388544,-0.05723899331382987,0.056444792050416505,-0.23515615331652062,-0.05623562293459336
PKM,-0.06882255446950529,0.10029110611047129,-0.08147597192953894,0.06726290992381806,0.023479765704526295,-0.004235563329696889,0.0034396542167443272,0.0299723328436312,0.11443521020939562
TNF,,0.03764049697876092,0.025164449824610722,0.10612106822349311,0.049914622116460625,,,-0.04306320838089885,0.0029159534223659766
GNAS,-0.057103296463414915,-0.15747621308056037,-0.1302870364766625,0.0018216522231673004,0.04340818724037004,-0.04761607552320039,0.1439911536176793,-0.1280664567416613,-0.05669918920830864
BMP8B,0.05766206780415512,-0.01629190697969839,0.06608732754149962,0.042015936880054415,0.016031026929783986,-0.08408409562106008,-0.03187470302134384,0.13557334803240728,0.01904514615445364
LIPH,-0.01906150766852671,-0.015980561202535774,,-0.02045941828668005,-0.009984351469956285,-0.024868836610234694,,-0.007250546389207932,0.03762092410881569
CCL28,,,-0.027229635629093894,,,,,-0.005170037560327004,0.07771413946766144
PTPN11,-0.02267939778295189,-0.017903892492512872,0.0552352117052685,-0.05204986926351484,0.04595297509440283,-0.022178440053346158,0.036407016588385695,-0.030162987329752786,-0.06225780991537396
ADAM12,0.014464997653802348,0.055001865579146464,0.04274578899326262,0.06863743034782356,-0.0025974045821826244,0.04970329127725558,0.0381677333989214,0.15802802900062177,0.08727530948565142
EPO,,-0.01629190743588894,,-0.022219450766866558,-0.02720186993050104,-0.014982462786262645,,0.07703800110191482,
EDN3,-0.02248487945926071,-0.020281160249879242,-0.03262227685555449,0.003116135556373726,-0.02213782836735318,-0.038612851493265196,,0.016345849120460956,0.09645215330007145
CCL22,,,,-0.025147632589162215,-0.024875693548379183,-0.013146458868079037,-0.007153824533095681,-0.006678620536352438,
CCL2,0.12568917221201267,0.07203469364550773,0.1382622190612566,0.11770544650825077,0.11326628104832608,0.04897572028757852,-0.13937975410554357,0.04818173872746044,0.08307152716908477
DSCAM,-0.04103325429179671,-0.0614863532017114,-0.025079162298490394,-0.044245396877851194,-0.0321700479498836,0.014099956492013194,0.14280626480738728,-0.054383078261690344,0.07604201078379179
ANG,0.03480221095420639,0.1289222242717289,0.11035464060885046,0.046648342885251194,-0.007668352823604003,-0.0255461284972165,-0.006294621128143008,-0.02359239627587516,0.04380120125089228
FBLN2,0.07699034411938516,0.06793191637674746,0.007570853298039109,0.04313127790563469,-0.0042788712261510485,0.09307859168036736,0.043263690761368545,0.12117864359886582,0.045975185629936195
VTN,0.07006915042625089,-0.020949014266449503,,0.1326125878466616,0.15062860889269516,-0.019400267125433673,,-0.016722589928600824,0.013280195436069793
VEGFA,-0.09196812507227452,0.14502231029670695,0.028269924225675255,0.042264485025696054,-0.03135763004590424,0.030497292870027868,-0.02608608681907738,-0.06329477140043424,0.0775570688317192
F10,,,-0.029914227372284462,,-0.01997877501581627,-0.025948659590474783,-0.03880702668245866,-0.04104636966340721,-0.039707241786168634
SERPINA1,0.04666408181461832,0.011738425544271588,0.12670542124694162,0.139645602949294,0.09177005611059326,-0.006583643618317352,-0.0621153794207302,0.03287988973128804,0.07298184388068434
VWF,0.1263384348334276,-0.08131897873796498,0.1839717488863543,0.009499400477108223,0.03703265238709313,0.097189266151684,0.11812989333973159,0.12581828065571024,-0.017454604105018534
GDNF,-0.033934187044277926,0.02978713543879876,,-0.023906060454600513,0.0422368107389955,0.05200434059349596,,,
VASP,0.07540556365260477,-0.028220743531304153,0.08005149278643937,0.049396608987456486,0.017686046646418856,0.02617023391363055,0.10036887565998759,0.16005403325396955,0.07721015381733089
ADAM15,-0.013440868309773663,-0.031123678446573714,0.09341486569410683,0.05180790186183305,0.04806014710953214,0.02146010474847811,-0.05670716014709344,0.18395997588756485,0.05773993860365313
WNT2,-0.02904418204270792,,0.09211011988228969,0.018409494287740823,0.001363674060671739,-0.01798979607411776,,0.11179815264029073,0.0804618178691359
CALCB,0.031237853640868764,,0.03204534752454698,0.11915181191209451,-0.033087604090595586,0.009852521369966288,,,0.0023046079195826017
OLFM2,0.0725942889155379,-0.1244574711617026,-0.0575052927743033,-0.028399854398727133,-0.06158965503649272,0.028942506932616345,-0.013449946075319026,-0.03700018536752746,0.02745013379194878
MFAP2,,0.0064607001748000084,-0.02400152514123895,0.04489578863666877,0.03159899443266815,0.08522689622679838,,0.23032306325184984,0.04428631395627083
HLA-C,-0.009074656877705738,-0.009172038200186397,0.15934331604939483,0.0797534704516276,0.0626180200891758,0.0037135960358820356,0.06366319034798651,0.042193521462854475,0.033708639671251504
THBS1,0.10278150259515503,0.020459892267052714,0.10214371110681843,0.0418849839142774,0.04340747313153086,0.03716116456943507,-0.02991639545607167,0.18309634736308888,0.09825369332025129
HSPA4,-0.01257438646732887,0.023352444476331367,-0.07012796093732558,-0.05180241741151121,0.05536454567118901,0.050159201468866925,-0.10927061343025392,-0.07311903068412988,-0.05624982193775528
LMAN1,-0.022995020501063296,0.11530196016939499,0.019112674208138662,0.04412276133559409,0.04844780540797178,0.039086076559402605,-0.06143315811420306,0.05981458679286417,0.08405532642390556
LYPD3,-0.026137780728746132,-0.0119448795158994,0.03920179092107533,0.12320987821843518,-0.04339693270154673,0.023788077432801136,,0.11031548536911052,0.08622746546220576
APOE,0.008085213263963371,-0.15811278266062875,0.07330879337599457,-0.001246857895943812,-0.050039588044607154,-0.017322076446959257,0.005265446415853344,-0.1946895876958203,-0.03035611466629968
SOSTDC1,,,-0.08539161338808032,-0.045891780136334916,-0.01722985930251409,-0.04047672910754289,,0.030322269120745076,-0.00657347302267547
ANXA1,0.07021299406912447,-0.03879201123648486,0.1525808353751056,-0.03173852407819741,0.050415102166254,-0.022316049889153436,0.0038554800119635947,-0.09979677997577009,0.004193574735258373
WNT2B,-0.02613778556602486,0.001054307678555721,-0.062096282957592355,-0.028384936988320827,0.02985766561302499,-0.02381502821134122,-0.0381960808264438,0.06159341194299945,0.0010173252253187959
AMH,-0.024641085392884652,0.1391028633320966,,0.02402241412596406,0.032168052004959743,0.015448166878689863,,-0.012309220750753622,0.0494639019092345
GDF10,,,-0.051036644007307015,0.1813145093757654,0.040045465807262245,0.0048629337069964005,-0.0017803154671448503,0.11056245562083594,0.005934440034855487
EFNB3,0.057547211164053216,-0.08352810363874713,-0.0918520468548041,0.03066454065294824,-0.024594377089649903,-0.06662769654734395,-0.06406026974775796,-0.006186868889183738,-0.04288791157157909
LTB,,0.10856997782511664,-0.03294643151789446,0.017505631051146588,0.007416145564885445,0.0163731158321123,,0.07523259343596908,-0.009817680877982755
ANGPT2,0.08298111149615485,-0.05401253437685028,0.058010821920319484,0.062172997118653456,0.05384989179979517,0.0799828636413656,-0.070189846620323,0.0849041614885821,0.039429448031565735
NRTN,,,,,,-0.013340808069535375,,,
ADAM17,-0.023889533605100762,-0.04186509279820253,0.00911836758790888,0.06418182148257333,0.06938326492841877,-0.008101071067444147,-0.04143659750243066,0.02728851057258658,0.1047961026898866
LRPAP1,-0.0648398293821722,-0.09958664219093817,-0.03627371778241536,-0.004486898854188509,-0.018949421051448524,-0.08628240334749826,0.015721775926598517,-0.07297378840840366,-0.062421458489618976
NID1,0.06677893865879776,-0.048920006169110956,0.0708615250985029,0.06265042159585076,0.0488939484520021,0.08114869401269369,0.009177424204019187,0.20314422827545942,0.13698037164977125
MST1,-0.028272652223971018,-0.033226422985078975,-0.04408128955860733,0.07592490459241913,-0.006944712905293974,0.02581994811100375,0.17375323385818095,0.03637643272628798,0.08509136906684114
DCN,0.12931258243513247,-0.10343732935221987,0.02747969461160377,-0.022558562270984607,0.07286714534190354,0.08453011101747063,-0.031029168952660356,0.10201181941895728,0.08940134811571859
IGFL2,,,,,0.08597935176399206,,,0.1493714304998024,
COL7A1,0.036301054515834374,-0.0004299314456148007,-0.047903877950250785,0.11582153431161547,-0.06273185386498821,0.011648184066118773,0.07893113331124789,0.13513032642365758,0.16416762160359005
CALR,0.018723475230463592,-0.042373573148614,0.17265573193069533,0.07839786301893382,0.08221623049113844,0.013142115073532695,-0.025753667706225197,0.15724694137291637,0.10411319907929613
PIGA,-0.004788159886865955,0.08660189892098294,-0.04142466039576373,0.012121984630175837,-0.034427983717744984,0.013749862113404706,0.02533061177502825,0.06980995876618867,0.14135516172563478
CD200,0.04735349118544636,-0.01942615492583984,-0.08296702618949538,0.045609888886409024,0.040810324332545916,-0.012558842775099773,0.07078104101972522,0.07519422947972644,-0.008315158996592267
GRP,,,0.02485939527185699,,0.04014503027831061,-0.014632685892332471,,0.027751444862791626,0.11465051594914111
CDH1,,-0.02579661923607473,-0.007132491653565585,0.04239694629081401,0.04541963179394355,0.04924922623700968,-0.009593754232218888,0.007615726316231999,0.05770068981398139
LPL,-0.026119072073161113,0.01531416972010969,0.022417586920030434,-0.0019598555097210145,-0.050724469729128106,0.05031517594791783,-0.033990780267475686,-0.1504366726946571,0.09326185484834736
SEMA5A,0.03459588362816625,0.0014066127995878681,0.06871628339857354,0.009691819148519094,-0.026281015396952653,0.07011923961028528,0.02670990007172652,-0.07934058830826332,0.0006295461543492935
SEMA7A,-0.03705187216556556,0.05325781043019392,0.0383600195454053,0.03051478820749326,0.007524375439964161,0.014306009855125285,-0.053396641955533515,0.15427732135735128,0.0470100512395742
SEMA4G,-0.05085018183642611,0.0510494316682068,-0.033552071120669845,0.019584461386127905,-0.02982573918032664,0.04517292960308799,-0.02565204824355561,-0.008438694311252042,-0.008395979619611757
SEMA3B,-0.06232243330400721,-0.05662159771332148,0.08578792202194267,0.09582394764954355,-0.015180552148651745,0.009743249060079763,-0.09009496652346621,0.01495770263505309,-0.011471355481863657
RPH3A,-0.03724335450270075,-0.03629615872427772,-0.11037427819768689,0.06504965235454169,0.04271296505864741,-0.05221781271124867,0.06369068002431119,-0.05331394629498143,-0.039176588004184804
JAG2,0.009778830863085699,-0.03640521517019341,-0.06319395414243516,0.025180421114175254,0.04066032776899599,0.07070839540199518,0.24467440236392662,0.16554046814632553,0.06312463587250122
CGN,0.03933180244172682,-0.02947466685274724,0.03992406536576151,0.026595079616285437,-0.006744225455967057,-0.016209275899907685,-0.03119822783087727,0.07596679835840507,-0.0023968443678771888
GDF15,0.01322214884235586,0.14920732644708218,0.0870513493859745,0.07435414881486539,0.02447285382887029,0.0022807455402353814,-0.0603974792973036,0.048018008060572895,0.04776190944927288
SEMA4F,0.03289725516902583,0.0581328554306992,-0.019412784961153205,0.015039531557041385,-0.02307363534700576,-0.01673506959532269,-0.018269018927807735,0.09819273344922089,0.04458365685499725
NXPH1,-0.10797693646887907,-0.05890251895770173,-0.07471485777016415,0.013463846622010712,0.02696247105534073,0.017122913510426396,0.03955928145211874,-0.08341174255567115,0.04811329307223007
ARF1,0.049802157651064306,0.13464151009139322,0.006466611807827498,0.00522256663122478,0.060693935394332106,0.026728747337509434,-0.07095395840993447,0.0874601478865073,0.022157531887596834
DSC3,,,,,,,,0.09829094633439478,
EBI3,-0.035453317070948155,-0.0350730771461879,0.0440859487868532,0.05463275836841065,0.0086851588706466,-0.014553288066278399,-0.013830216497556044,-0.018911126752941928,-0.031730592516730445
TIMP1,0.06281458565138108,0.06652548809155459,0.16523824429004097,0.11765968482455746,0.05959686714945142,0.05453081716458644,0.007688175861516465,0.24140033248328346,0.10940674964903492
SEMA3C,-0.01575122393523428,-0.024917800364080676,0.02401663854339668,0.0631634402747998,0.037798345455267966,0.05497640082605555,0.03752238271778592,0.14883154377265206,0.059938328146015095
GNRH2,,,,,,,,0.047619989829928315,
GAS6,-0.007744842760224723,-0.02540756181917798,0.010957111554775634,0.029771534118952822,-0.02280442799064641,-0.003779480753668052,-0.001851090976189615,0.013621156642056303,-0.06653912858045624
MEPE,0.027111912866912304,-0.04398519136488436,-0.03598796206645173,0.017858181676274454,0.16696494529003822,0.026938434863931368,,0.026791704484982075,0.019919863330682394
SERPINE1,0.019874562045144692,0.15221409582507747,0.11813468755410637,0.07203793352598264,-0.0021371676482294538,0.04540348748311985,-0.030300372496535617,0.14007632615324597,0.08084921037658786
RSPO2,-0.019344674266344154,-0.013498516726114044,-0.07757903719559363,-0.031070488084152005,0.009613880518759057,-0.030417567390906466,-0.0027311269720482565,-0.036929667923635556,0.00631557069782929
SHBG,,0.0456755695729437,-0.020971703418619817,-0.007994245208572443,0.0591670478200626,0.013848757954944852,,0.03539891235939192,-0.054446404603343074
LGALS3BP,0.018688424453442674,-0.1025418359879262,0.10039808301785143,0.0950755679912333,0.0038511732558076128,-0.011936354220881337,0.030504833786904356,0.058023388008215424,0.13049923462026317
LAMB1,0.0344088433111338,0.004753921516600022,0.12985618918642952,0.060000447242319926,-0.03743290350045779,0.07360587068110418,0.04989321360870746,0.16960944383278287,0.10953808935024867
SPTBN2,-0.04605583232211236,-0.0022279166961131987,-0.09721596446303174,0.0169650849544336,0.018706874844435086,-0.0013075293900653552,0.011649834647491869,0.014053035572854795,0.018243432530561144
COL1A2,0.144386439869543,-0.04678467049414953,0.1028522831160759,0.061712112556156544,0.08214306966223778,0.06630361958693604,-0.03556174089502576,0.2073462930843596,0.14152807039261905
DEFB1,,,,,,,,0.01718919523580887,-0.03744387507251582
WNT11,,0.10755489280653822,,0.0008701905264806422,-0.025595530152716865,0.05484998754208652,,0.07480548045116585,-0.033615962915452983
LGALS1,0.055742930788257136,0.15759800534811091,0.13580117224249047,0.10597532015703065,0.031981560847825975,0.06553432311834521,0.007969871347053554,0.2112692940172719,0.09753963065091867
BCAN,-0.01663419403043011,-0.16486651770137015,-0.10021280121911082,-0.08363140331704956,-0.030822760788543593,0.007865514746442625,-0.004909419847751437,-0.18491564054893775,-0.005215592958500329
ANOS1,-0.0011521267727239767,-0.1059364896806565,0.10273575385934278,-0.01661258642922924,0.017604372977648473,-0.010806050524586306,-0.0645894449949059,-0.04446363204742115,0.004051610682191095
EDA,0.002783753229604306,0.042815057134511315,-0.025661386715797367,-0.045282804145626875,-0.041893481271343846,0.021360074659863643,0.028356632361757433,0.0451497564153329,0.03804859954309297
FGF22,,,-0.03203400287957216,-0.03387770985913125,0.006596089992305571,0.011287605389771863,0.0733213543803458,0.011814209491049072,0.10677273213634024
SHANK1,,-0.021997088600130627,-0.018673858286119404,-0.005648578048526708,-0.019898426136131474,-0.007720244890784057,,0.06936922408125142,0.03136791805703718
NPVF,,,,0.027382922306025903,-0.023205977174761253,,,,
RAET1G,,,,,,,,0.025940622652002938,-0.03095871182030081
TGFB1,0.0051824396677279455,-0.028108279769553626,0.027179323968461597,0.017242440261900402,0.08212480210145154,0.0891092717319201,0.028464418579583865,0.17308421374995223,0.06466204871583331
MSTN,,-0.05908150860967448,,0.03187642687278109,0.04405311417141744,-0.02269985761388962,,0.0006986812930886832,-0.017231892288397763
WNT4,-0.04167845562271278,,0.03643065065496925,0.030058213954419658,0.11510745948393841,0.06221597545951451,,0.13348428671283438,0.10039830016791057
TNFSF4,0.026676380464516435,0.0437140078893174,-0.018690336187842004,0.04019022822788798,0.023812151157460586,0.0530950630059741,,0.055686537118040995,0.11320977345754248
NTN1,-0.03760291775844832,-0.0632397843929598,0.068928119134626,0.03997063857438685,0.006833858957512557,0.0693707868583453,-0.009921464016623404,0.026182975333691412,0.1301645898163637
CXCL12,-0.02615809589890474,-0.0475491412651985,-0.01311102467311781,0.00638318107718049,0.08581554946138643,0.0362246377550739,0.0158576593844563,0.19665979450798077,0.024596774922319247
GNRH1,-0.0013390587784131505,0.05687873590905887,-0.024001524989276605,0.03772602678784008,-0.05190917822202215,-0.021106897236317354,,0.016651555911963625,0.10430278801656163
FGF8,,,,0.009343779098562958,-0.004873244107302074,0.042160327527680945,,,
RIMS1,-0.025922932149973436,-0.030376296589039686,-0.12268021283835945,-0.02760454913096526,0.008991140110865693,-0.011588783600603832,-0.0022889722995554983,-0.02375277829125198,-0.009268616401953955
FGF14,0.04855947929517228,0.011889304487626106,-0.09612416740101201,0.008441056206990682,0.009986005047819664,0.002964129214531562,0.10202389519874547,-0.023846624413108225,0.028764999261377905
IGF1,-0.03235841604280064,-0.004073767712402852,-0.00040900070682335567,0.00896949384740829,-0.02393653204522583,0.05347388257134678,-0.018372673973969016,0.14990639154461177,0.05442702843647651
TNFSF10,-0.014269710623724511,-0.002018420725959925,0.05289563472590421,0.03523323495634023,0.01737304282560596,0.010606890862460212,-0.04231068944549447,0.17773243429775767,0.06191462140044911
GDF5,,,0.0028709249244140435,0.03397917751440693,-0.049550082308111656,0.014438227469348268,,0.025912660918637358,0.07281163484537372
CHAD,-0.014781026944772012,,,0.0009617634666466354,0.041106563687669746,0.015285991873658809,-0.04765705797678634,,
RGMA,-0.05723832940759154,-0.1277925973509482,0.060940516119514614,0.0031722645036453933,0.002815629852689978,-0.0276664872671535,-0.012373385747541876,-0.10099411541559875,0.02331774707948163
WNT16,-0.01934467723138729,0.03402434557976052,-0.03240401947238905,,,-0.013340806308684894,,0.03676703329039961,-0.024774268153135545
CX3CL1,0.06366696209065356,0.07510967273859477,-0.0299653748935767,0.08126134403517256,0.046144285779133064,0.0164182551130663,0.026508620745545847,0.07861446452979802,-0.006606858088545449
FGF1,0.005300535626943462,-0.12005811701534992,0.014062506746277946,-0.022451670147148967,0.00646503009290833,-0.04366513528922946,-0.009544361948451784,-0.028845333765504258,-0.08379376412853728
ALOX5AP,-0.041807561300275506,-0.053420894170142424,0.12288889082691447,0.18276721974798835,0.08752520558924369,0.031749577318905715,0.08865590783716495,-0.05526406682590481,0.1123839478903868
IL1RN,-0.032116660746764815,0.11711086626908902,0.11686840026171923,0.057938647977795986,0.1461966386213742,-0.016008940164250435,0.0364081945150338,-0.044110712318420016,0.04912716527557759
PCSK9,,,,-0.021935326123417854,0.04316521084501964,-0.012949336550732448,,,
NPW,0.13870044357477068,-0.015121733798545846,,0.061667255567258064,-0.05022686020305099,-0.014377949649153888,,0.0020848353467058673,-0.02545189615242041
CXCL9,,-0.006788714559308845,0.08136880266053699,,,,,0.15732559689560563,-0.006733826263821424
ANGPTL4,-0.05347577706377255,0.1359788988092389,-0.021725062618235272,0.07527806893307216,0.02829476169421062,0.05810078888774278,-0.12737730134973937,0.16941913298615183,0.12357388195626007
UCN2,-0.015926084433504534,0.1800760297633266,,-0.025961222053572066,-0.021139268860904642,-0.014632685892332471,,,
OBP2A,,,,,,,,0.08189399414423319,
COL4A3,0.0017381827127756898,-0.04001946998409228,,,-0.019470238545140125,-0.020465470975766266,,-0.010946844976281272,-0.03711058370508309
NRG3,-0.020440774266796607,0.022498599841299847,-0.0721555348205068,-0.04660665149754814,0.04500499338528191,-0.043707112165992976,0.012261570926293527,-0.03374327152527051,0.08002935446247152
IL23A,-0.02296989706649135,0.019050719701691553,,-0.02193531847145683,-0.03159957971322297,,,0.0073078794285090145,-0.041560639454068016
COLQ,-0.036211511744707554,0.012306837725626164,-0.047254929794277895,-0.0314378677901786,-0.03738001046862942,-0.05146731640647127,,0.008376393729154432,0.0005368564919417916
SCGB1A1,,,,,-0.030942606222758292,-0.014982462696080938,,,
TNFSF12,0.041030785724630786,-0.04624104089075787,0.06168725393344019,-0.004099875785638965,0.002309114281345536,0.04882557127324511,0.07595381951547836,0.056216025332547534,0.01297886956210195
DKK2,,-0.010639901749516683,-0.03868956612076859,-0.008919328350365645,,-0.01724547297466749,0.044345182971597744,0.10725457336720758,-0.05248040413520155
FYN,-0.02919832671625699,-0.1598402354598805,-0.025477239449028546,-0.07176433483524589,-0.039293159406032736,-0.032470681848388964,0.028346999375155696,-0.08731352060336368,0.036444193567265776
ACE,0.014763395442088576,-0.04947583259083512,0.0486602843497167,0.037163249982657076,0.09174342590617937,-0.003121201683393276,,0.12287140422972533,0.045972780513170414
IL18,-0.03331446820802192,-0.052115509363173114,0.10471818626651946,-0.01813612891503992,0.08107630592179466,0.010921375247834365,-0.006881488606125328,0.013581656166172936,0.0203721549245181
PPBP,,,,-0.02685768798144253,-0.029126424465425023,,,,-0.03469768459590872
CCL27,-0.02977299633824775,-0.013241895177187152,-0.026455920870340037,0.06313586258416144,0.0006710688825766801,-0.035276406478620924,,-0.009745022529249261,0.031997678176442196
SERPING1,0.09104929382755744,-0.10505809987581885,0.12557291411190155,0.04346387705669574,0.027094751699235295,0.04595707668167204,-0.07277363523567866,0.1116668309211762,0.0800866672882211
