,UKF248,UKF251,UKF275,UKF296,UKF313,ZH1007inf,ZH1007nec,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk
DCN,0.08641640641914003,0.02326331179435209,0.0545859919614286,0.009523104982838138,0.039659013976835945,-0.02825230506775621,-0.008322714366670939,-0.009886767103295861,0.1141292393779134,0.0406154289186636,0.1344013954943366,-0.00013852657448238019,0.20073551227536032,0.10449555680627456
RARRES2,0.036128730223959175,-0.046949772647900775,0.010807699803993797,-0.04478871538147282,0.03566254642691938,-0.04948803034747286,-0.059321593897828206,0.12361412190911351,-0.05687329480414023,-0.08928935010231111,0.08226131034620549,-0.008164231621527239,0.07496608898280611,-0.04921017440388687
SEMA4A,-0.013781526357165324,-0.010891072398887574,-0.02603986313134416,0.019703171419763386,-0.0342587070849841,-0.046340200438194,0.06580234566532318,0.06396190809814387,0.11358079610338552,0.04792013025250073,-0.02211054648934707,0.04227912680005856,0.08409419350307042,-0.0070085089673263415
GDF11,0.02247194703244937,0.024053637204414946,0.003645432101046685,-0.029767318012153272,-0.02831159249156385,0.08421840421926455,0.06785593945792687,0.0016070413632697108,-0.003261796499149448,0.04452889311514891,0.08261343063330406,-0.0034262748971465562,0.12799938928457966,-0.010140871064856347
GPC3,0.02114082302538387,-0.016761733035129442,-0.014598329973624345,0.0474508249368866,-0.01692551435266021,0.047972248398593716,,-0.0019196411824724457,0.10499253635078108,-0.013810406166680651,0.12397273332604476,,0.123176498597292,-0.03540557730385473
OSTN,,,0.029929380068290247,-0.017630069472297012,,,,,,-0.04371441900693239,,,,-0.017308668138033983
GRN,0.044822486265923805,0.06289941208619387,-0.0009413156483170411,0.0069295416750190615,-0.04498823935477022,0.026314924630571196,-0.12127282575011868,0.07646806235951464,-0.012983635414618524,0.03408408619929106,0.05967977944303252,-0.04322546868484846,0.10905662706705346,0.07790828151172326
CALM1,0.012954510927271474,0.0018148592728549806,0.008215310946153522,-0.023607745620258466,-0.04747412353673739,0.03604848473620948,0.07408690264472259,-0.10526590199122161,-0.07734508895834319,-0.06634253809044256,-0.015137501004522595,-0.03997564177203411,-0.11387303213623781,-0.089626173617571
ANGPTL4,-0.0022749471916965838,0.0022107867225253934,0.04210516740682653,0.015411528554905211,0.04964916411219018,-0.01512680520657947,0.12382919195788425,0.17426698063255086,-0.17060063542148882,0.0633001460504743,0.09689289828764362,-0.02191704141081096,-0.0008289946278637053,-0.04379246004778822
BMP8B,0.03801053698570769,-0.018484998178392317,0.022725661002708487,-0.009508759730658914,0.004779153897193388,-0.012451039787520542,-0.10083907248047316,0.07416128684155995,0.0351378580905779,-0.056861172414936725,0.09976515669063007,0.09969423967733546,-0.0024968247767372513,0.013399750010388413
TNFSF4,-0.04340425840112415,0.057716456189260495,-0.02622183626965954,-0.012869878358405433,-0.03939491217675736,-0.03925807386489496,0.027437779966941418,0.02120405847715995,0.048105925619511006,0.012325945114047401,0.08161692721462793,,0.06383791021480302,0.011402200974626181
RBP4,0.04514626925280712,-0.0299425888448259,0.045007414972365475,-0.0024030512478525625,-0.02024864153732929,-0.00911234653280149,0.12636214890602052,0.10929773805932348,0.0715003108256393,0.013974621189665155,0.12211821723036358,0.030532564206053568,0.04790633050692204,-0.039045598764702975
DKK3,0.04832653637984235,-0.01799331979107127,0.0006962765163831848,0.009997836957070091,0.05048998677038189,0.009702488530014293,0.015313912759634767,0.08490589000150545,0.16415495578101777,0.08264105116511385,0.0376857753672473,0.10945668944797257,0.08068363106538991,-0.03869234214464703
COL11A1,0.04279386375922058,-0.03268280753119777,0.05220716162559574,-0.008888830370906495,0.009353602970183556,0.023031830728932168,0.09557893185420095,0.11075301079074032,0.03628045452196323,-0.00256094228922147,0.16927343490663987,,0.0506937658997385,0.09788286038239014
COL5A1,0.02085862018537923,0.041077550596216636,-0.034609966818003664,0.008490870496662977,-0.08230969614867953,-0.02869308688182017,-0.0005204499910500746,0.09320782371338616,-0.046127508943369186,-0.028032520113076054,0.15696700791657722,-0.022751034384079615,0.08921113336032162,0.07589229115377491
KISS1,,-0.027069321499928845,,,,,-0.046538564523066414,0.018849358612549216,0.0782872160697305,,0.012196322567572814,,,
MEGF10,0.052939436346005904,0.008343940199150955,0.022877068148974503,0.012410860522604324,-0.02194243556195339,0.0004109661637128004,0.03827687951617159,0.006455406227566333,0.08310228236566533,0.09547345587874734,-0.014357891512224209,0.026630770440100586,0.04273869878995859,0.006029577861329063
CEACAM1,-0.005042987270837015,-0.011702679395866987,-0.018139270570691642,,,,-0.051307568836656665,-0.005205041113838442,0.0411747087186149,0.013716340415963238,-0.004390581003988397,,-0.035166598992297,
EFEMP2,0.01759462367766414,0.0015880456109705204,-0.04041815711172003,-0.05772051976683208,0.07682102281644382,-0.03597552183255742,0.13958350859244475,0.11857362817272085,-0.039227329518541264,0.051017151277077254,0.09677407613577972,0.0001879259586413814,0.07122120399847122,0.022681593463219536
IGF1,0.023834282633500636,-0.03232730850360395,-0.02596482486890016,-0.007085879000170825,0.004008165934134943,0.0897568533403973,-0.011092699837238124,0.012540750250769981,0.11126316529283177,-0.052517759509174394,0.06938943705165461,-0.0414284027371592,0.1934099470595389,0.051077680204831694
COL6A3,0.08575105522597044,0.022986429414995724,-0.021301174121174857,0.007574670208326185,-0.05177565598220784,-0.010293645912711862,0.04712369273717034,0.03732885731527526,0.043313490725490546,-0.05352774875464441,0.17356862735347653,-0.071940809265814,0.12376968762691763,0.11140087668676911
RLN2,,-0.011261063280692556,-0.013032484529910635,0.013274274018773432,,,0.0502452659474088,0.06842540645054346,,0.09610248096213184,-0.030013078552242885,,-0.03167796181084728,-0.02119211430867784
WIF1,-0.03402680126278102,,0.012927074254437907,-0.018432892252125643,,,,,,,-0.016279308061667424,-0.039397886531449246,,0.021169458619794388
IL13,,,,,,,-0.043337642695521345,,,,,,,
PLAU,0.05769697716892801,0.05978660047965113,-0.0002825954109891497,-0.026981596702532633,-0.042315258771594894,-0.03859510761738342,0.08174557348334406,0.010592083159907352,0.02689292858912884,0.03917086717491931,0.1063051578953434,0.03931840217646738,0.01911401233275949,0.040768967134798384
CXCL12,0.1028231626829603,0.04947821116355977,-0.005501246507817191,-0.049678124019375214,-0.031307839601348364,-0.007869059598004349,-0.007765959831892593,0.007175752384044741,0.036035096632080564,-0.05917203040948321,-0.0485801137377882,0.009052955856854025,0.1433540045395211,0.07771126747778725
MMP9,0.026496226139823054,-0.010645179658732115,-0.0008896611531139757,,-0.0033802382876038295,-0.033865098574340946,-0.03494595335047051,0.10103598879534491,-0.04644117922985834,-0.007314091685402118,0.03981603206733618,,-0.09285858099813869,0.056894648851305046
TNFSF14,0.0052651783239461005,0.066387877146198,-0.009499762891396181,-0.010740762814951888,,0.04790680083767039,-0.05244380580834808,0.0643502140089017,0.07073829527884619,-0.013315205165288972,-0.04804875638662075,0.0309267531880865,-0.02242686770003846,0.008341852165068468
HBEGF,0.04194427842954905,0.02399608508575587,0.03604115598325982,-0.026222361806511555,-0.011293690382838936,-0.031228345160379763,0.19388269446957124,0.027783359431104895,0.036645287734140344,-0.02525405015764603,0.043730054224488994,-0.013486355935274596,-0.06838181687566618,0.07450044064905649
NUCB2,-0.06204287176860955,-0.023334907925009547,0.02473379988744112,-0.005458347973725416,0.05998562106589614,0.02705383794881092,-0.022861734783490836,-0.1116742670214013,-0.09252101920632758,-0.00749547459272315,-0.008445547175380142,0.061637473174387655,0.06934263604415414,-0.0319593860388874
VCAN,0.008964981475096565,0.025880727818089352,0.04540483740217134,0.016787663284084885,0.04793753141502654,0.07277503925504336,-0.02315379067046239,-0.14366752362650792,0.0925911498361129,-0.044961355006431086,0.020814414561138122,-0.09773818477026705,0.04485342753888165,0.07221559932163615
VEGFC,-0.027506347187951356,-0.016448202352231316,0.026028042847023636,-0.0045724830916569386,-0.02827273343227608,0.05396463925227375,-0.04837265563684156,0.0022791649595569055,0.03968312662084597,-0.04751902932663651,0.05930028118314002,,0.014704039591851778,-0.039517051345684444
LMAN1,0.016522406595657867,0.05961356517409187,-0.04971817305638026,-0.0018842230948167148,0.03760056554836655,-0.038601867957246405,-0.0422370803032147,-0.01612918881806374,-0.10911410623632725,-0.04147130196269315,0.0674292965206518,0.09119921375460491,0.011369702276574835,-0.0417528645209
IRAK4,-0.005596367371013409,0.007748621193071716,0.04261365149895067,-0.024948530630261017,-0.04900044572449459,0.04737806596083056,0.024702115325693677,0.0015840082483742305,0.04469178260225953,0.0008287912884359887,-0.01919036427032626,0.08387650803913017,0.0627234550357613,-0.010051852481906655
MICB,-0.0013615403716588479,-0.03717537240402446,0.050040698702505076,-0.019053848753072453,-0.027255305514576635,0.07607166186216666,0.09214390863388516,0.010807106545918122,0.06865695487603582,0.06023603230329467,0.06288572791059123,,0.043376103309563346,0.16949003180879488
COL1A2,0.09256265278281803,0.009814210252663474,-0.00801118395492942,-0.02193014295843138,-0.08676222496599623,0.01386672921187833,0.05123084754053913,0.013516602449589823,0.02736388211478729,0.04643988275542732,0.18692579859976785,-0.012444003159168297,0.1264658945863205,0.11056813158546769
ICOSLG,0.03307903243868571,-0.03992046337426209,0.02517497516353727,-0.018589817340483306,0.019125441845777424,0.01622182290726506,-0.025084162152186545,0.024949809794473428,0.10157401027126152,0.02308415086528033,0.0027339596995818497,0.05417144840722451,0.07735346315666256,0.0016627211405924576
GNAS,-0.07171821454456585,0.002481444062536214,-0.012700549443124317,0.043855989159305504,-0.048273574646030715,0.04148404959740626,0.08028706419544383,-0.004905108829396196,-0.0500368567964857,0.05551454221374966,-0.03206620166357111,-0.018928913259949966,-0.06097141724501992,-0.054277031713024886
C4B,,-0.012405531096656862,0.1262446958524692,,-0.015489286167846455,-0.003800056733750434,0.036559608860880395,,,-0.028206668760690643,0.04312129196247735,-0.018149944475163597,0.07282813611749331,
COL2A1,-0.007968603329064586,,,,,,,0.014722320832072587,0.0044653610243898115,,0.00346937291035529,,0.06781186682817945,0.06159591423498192
GSTM2,-0.002085650331878525,0.03103543591418843,-0.02544908616663883,0.021576262597190348,-0.017892805590665473,-0.01571430580180953,-0.09623525710344097,0.055695064054946966,0.0632423077306511,0.08419201318059981,-0.008024829725620462,-0.034826750032127284,-0.06385217885767443,0.028987016301041106
NLGN1,0.011310660100048523,-0.008991738892802865,-0.03772473511662742,-0.017834144227600737,-0.0020472069637804515,0.09133949194575108,-0.0005751875338810052,-0.10227849098007342,0.03365989560182901,0.08174907672481296,-0.026546399680129593,0.023961234266978347,0.00868899512604324,0.02012458192392358
SCGB3A2,0.020453860107209225,,,,,-0.023997773796890578,,0.008301367484248784,0.0410993843540285,,0.025182438972998114,,0.027192822912502964,0.08071271859332411
LEFTY2,-0.025813511030783314,-0.011846407319816538,0.020604787299054586,-0.010740762814951888,0.024419546463940615,0.11437026131792219,0.10055076819047161,-0.020249816199515023,0.05335796769446141,0.03279015842063442,-0.09946804956442203,0.017613001562080545,0.11775202123091778,0.06820180165365372
ACE,0.045747294252721074,0.043578754128480425,-0.02409704207432589,-0.01441908910097976,-0.03468072357367528,0.01999520276831429,0.08929619151298537,-0.08328270407808637,0.11327700066784006,0.03202449282368983,0.010406624431767523,,0.06096674009238828,0.056844960389401976
RPH3A,-0.009036978367562202,0.005364220232616382,0.033201361307008,-0.009757901092562929,,0.07548595351858108,0.02863267666555618,0.12902693760123882,0.10646535708670893,0.06048935175752551,-0.012021789384629344,0.08903594641712945,-0.046843858921209076,-0.0817379681040617
NCAM1,-0.01220078318091456,0.03445225096642826,0.014339789492077488,0.0030933127142136734,0.07398073058759513,0.024311327636216712,0.028218617920435816,0.004524524028067981,-0.02462717989093018,-0.000926394457560744,0.07238583000722504,-0.05411629824164232,-0.12011417186918322,-0.08957104569909585
GIP,,,,,-0.019504338874958907,,,,,,,,,
EFNB2,0.002049290383013645,0.02411675195819201,0.00930118311048333,-1.9005201053780814e-05,0.024415925346447435,-0.01500463607289117,0.0057078543565164475,0.03809400448070951,-0.04334458258268045,0.07921608918140428,0.06627584904576325,0.14140301117402915,0.043051175671876024,0.02067008135420469
ICAM5,-0.025357229673931662,-0.015248987131512083,-0.032406297831269984,0.04157576579708462,-0.014121220246427934,,,0.014980844075290484,0.06639470717200592,,0.008095176249093214,0.19416424207397842,0.1334033786964864,-0.02901196784660678
CCL5,0.08043247257640233,-0.04513999345138435,0.11073158061909098,0.002322648188294608,0.021128827091996098,-0.004740906784008226,-0.0778789890090854,0.05227294865075901,0.04245136423077366,0.014599673047292351,0.003558958266095876,0.018161449633781735,0.20789844448156228,0.0876916522993484
PSPN,0.013881932693478616,-0.024247861954085265,0.04123201538050976,0.0006544455307962936,-0.041259127028732676,-0.026078807799741928,-0.01705507629188227,0.048938800824914065,0.06854861466978576,-0.009903631337124881,0.018779993314093076,-0.050905287422051276,0.057664942973590566,0.02025082100501559
PENK,-0.061015722741505594,-0.019919844740422986,0.02071180995888976,0.03138504864881508,,0.08433671066317712,,,,0.015079126928606914,-0.028199367862854933,-0.037167275186538735,-0.017787346389275496,-0.023056289101317275
EGF,0.0117790015252769,0.024715757775652332,0.0005188728979535277,-0.0005560249754770995,-0.01919933338834592,0.0777542129742639,-0.019725360867944568,-0.06556112833954392,-0.01311690674326314,0.0108515299985593,-0.03016551346689867,,-0.047003586372969246,-0.04747159939396841
SERPINC1,,,-0.01205272645389674,,,,,,0.03772890223637012,,0.050479369652759884,,,
UTS2B,-0.02493369939371591,-0.012809741703446974,-0.011265181415371174,-0.023899629781684452,,,,,,,,,0.11582002056685933,
F10,,-0.015361523358139229,-0.011265181689068659,0.012122874314528416,0.04558055172755961,-0.02807674357950942,,,0.08823754721102599,0.002092812773237999,-0.024964850387491768,0.053802308275490804,0.09938928099723385,-0.024763988593537106
FN1,0.03549025347255134,-0.04866355028561683,-0.06286478301571145,0.028679780146417956,-0.055753602442592684,-0.007996134642554496,0.0707358954340014,0.021255881998753036,-0.07317941897716035,0.0218877332468088,0.12190571571281532,0.00481872524482894,-0.023991556649062627,0.018809263373253334
FGF2,-0.028404107482624574,-0.036246482831727975,0.0470986240685915,-0.007801405607728512,0.07668086526616259,0.03285698476929203,0.010468951124504806,0.12187289715748195,0.03486678790917679,0.026846338572493578,-0.013876229674080571,-0.04284709696649406,-0.00949888225256994,0.015984112600634134
GDF9,0.03627082170643558,-0.02816352635433255,0.03519305937234178,0.01749782146640906,0.03634968730128827,-0.035640105910785876,-0.01649891570093661,0.05109614464452299,0.11909677007930682,0.02129994763494358,0.004215443104329319,,-0.06460444593710431,0.026591405583154086
CSF1,0.007864746774780672,0.01846409537946701,0.05377860196763297,0.0694236933983151,0.03374475099483093,-0.045742492276277594,-0.006474307863175244,0.05535788875269585,-0.025441274845358384,0.0498040937343388,0.0025990264294905815,-0.013275480605691368,0.03583312608978556,0.024734956543415614
