,UKF248,UKF255,UKF260,UKF269,UKF296,UKF304,UKF313,UKF334,ZH1007nec,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1,ZH916bulk
IGFL3,,,,-0.0016744675061534816,,,,,,,,,0.05238421152454474,
BMP1,-0.007557121069114697,0.01475459418873223,-0.014371056137718722,0.1292948524946558,-0.0034013442371912186,0.019840879348739127,0.0005360871547157091,-0.053158390722727294,0.02878054260953481,0.1646369464799538,0.07227009742853197,0.0485261849497815,0.035896717168340204,0.07571858844198372
NDP,-0.008894971211383305,-0.017674041994550263,-0.015262611201901324,0.0218987845856386,0.017040212548329742,0.07334374772485852,0.00903450541221637,0.11924398901984834,0.010431736918218555,0.024527298037849338,-0.008032270727737236,0.009067648063993045,-0.022085933807763393,0.06270418076685924
TNFSF18,-0.024659529685694268,,,0.04574842976196263,,,,,,,,,0.05214533185434538,0.03577529009556585
IL36G,,,,,,,,-0.01355278586588256,,,,,,
RTN4,0.030368910910887715,-0.04212252843616467,-0.012933941631197052,-0.11105078410634757,-0.02436264674927769,0.06847149101333959,-0.026551226876766816,0.10094182062324225,-0.019812225202918372,-0.09128346359043128,-0.06267049261773722,-0.0332143220851179,0.02081701386683419,-0.000503296810896895
HEBP1,-0.0055517454188404505,0.0240267309297476,-0.008989672886668243,0.03198408469055967,-0.029241663395607083,0.02297387051168555,-0.01956288542758207,-0.003516393337079417,-0.060668101745708226,0.031838563808220935,0.09646057605809669,-0.019318061617450415,-0.003612400350047853,0.004621814579517364
WNT7B,-0.012332520343368913,0.0397385113706562,-0.02041289392127372,-0.01396374882845843,-0.01413797027571191,,-0.016164432244857897,0.007293740028506213,-0.010328573867446261,0.03229890461596656,0.018219470573499878,0.08937933414375092,0.06258105638609046,0.0958949855926108
PTMA,-0.05849061710743889,0.014590729085155676,-0.09145609268797843,-0.11536910138589646,0.015908914524763423,0.015652053292616087,-0.01857592213639877,-0.08554120259993507,-0.046202489716450613,-0.07968525081132358,-0.04775925014294025,0.02352801298270139,0.05000027978774713,0.013293100761134864
FASLG,,,,,,,,,,,,,0.006543056537698631,
CEACAM1,0.08832586104810457,,-0.0007057790440341148,-0.0194599678401904,,,,,0.027889072620916784,-0.034908469366259215,-0.029003202051254506,-0.021641842109308994,0.032065581123816154,
PDAP1,-0.0590550650114904,0.07696542851531052,0.0727098664075635,0.14671962619499695,0.014569654746646163,0.023196345889388507,0.0263112400039738,0.010087007193398877,-0.10902665474540477,0.016350987243993708,0.048853093235477825,-0.022713896859785886,0.00952787228969616,-0.042056342302877796
QDPR,-0.0013834245516927458,-0.013376698370546109,-0.05833176378346647,-0.1097228579758995,0.03930525299812727,0.0020994562753664475,0.015006799911195374,-0.06235494992099598,-0.036313125890577336,-0.054815454771948366,0.016400963621709813,-0.0179100630480162,0.013646196735515538,-0.060289709581854985
