,UKF251,UKF260,UKF266,UKF269,UKF275,UKF304,UKF313,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
IGFL3,,,,0.2017059515821161,,,,,,,,,,,0.11067131605947794,,0.012325949390539603,
BMP1,0.021938793911136817,-0.03599910059462034,0.03815025550100959,0.06958104215277956,-0.0017217593102886522,0.00995748330132375,0.11000225699576369,0.08394235055271726,0.09053550191208443,0.0426775896736011,0.04689024419299636,-0.06455602011138054,-0.015794150668441698,-0.06264357489731082,0.014921006583050903,-0.02679650342984409,0.23969131599589039,0.001407533657600002
NDP,0.05616359755264863,0.017780434063582474,0.05270305449873351,0.018604790988381036,-0.0045135150058687205,-0.010422069954358747,0.09911871533698359,0.02444996359564641,-0.006794262858617881,-0.03968233315793667,0.1264113909600408,-0.050797098369856054,-0.008603373849243012,0.05786853120360276,0.06172364531571525,0.015385119290358084,-0.0026242138451112716,0.04080102145358971
TNFSF18,-0.038260208278315125,,-0.017104140344778827,0.05184837671405204,-0.013134252820001887,,,,0.02312554534766139,,-0.04352269688758497,,,,-0.05490297304429737,,0.08011095609428127,-0.016654002331333087
IL36G,,,,,,,,-0.012572909618688404,,,,,,,,,,
RTN4,0.03356249541986744,-0.00133075608002538,-0.0774425064212696,-0.10246294822700917,-0.052804240092451785,-0.1039246770662472,-0.06256008377075759,0.009590583171976811,0.015303207177717763,0.09487047101388556,0.06526889874938936,0.029506530207807496,-0.028246678472083498,-0.04972122180459289,-0.01706120595234939,-0.017649049837805866,-0.03419246163933475,0.0029844540268933284
HEBP1,0.05937013553037898,-0.03963026609319421,-0.011408141118244888,0.025310132868671883,0.023433892522900023,0.06919752472984081,0.01689955992073445,0.025273082420093306,-0.004784536727877522,0.012974599107144944,0.011552610832506218,0.041276400155291756,-0.0014000768440016545,0.045995424768407345,0.05386684630039302,0.037647129755911404,0.05323594234165397,0.02244806802968966
WNT7B,-0.023766055363609515,0.03502514685967547,-0.004862245816733442,-0.05860213971090426,0.0003420722479914075,,0.0357484034173634,-0.028507911056745355,0.05722293327326214,0.05347633432563836,,-0.05904646915185281,-0.03299707708359167,0.04718497337728715,-0.009727446369287828,0.1504939312956425,0.04907048674612421,-0.036333397070143394
PTMA,0.00043639149368347935,0.015407050000390396,0.10576395079491129,-0.010713377393336321,-0.05898957262664441,0.15535171659014105,0.08454933392500862,0.06538492347902823,-0.009216424772986509,-0.05195515640638767,-0.06128821368507694,-0.007381939035382189,0.01675566960903934,-0.03016596567005326,0.010108960965254517,-0.03972829604279202,0.1541349934409156,-0.05474196164863079
FASLG,,,,,,,,,,,,,,,,,-0.008932658373768134,
CEACAM1,-0.01823901805959345,0.03973653765702594,,0.0012979227541612935,-0.02065705065978517,,,,,0.0043124263249207,-0.030603842339149787,-0.05295381930323979,0.005101657925587788,-0.015399749879281405,0.07217993158508312,-0.018228276192437977,0.016759367161382505,
PDAP1,0.029746110226064243,-0.02755899675902058,0.09067878331262215,0.002850442627811144,0.005786548338054433,0.05053522162128284,0.1123509127477568,0.08284487553676521,0.02979382694811567,0.07289786480083406,0.0023234401484743153,0.04866541321035608,0.041908924938866075,-0.017704845020514597,-0.03851599584490524,-0.024926375868440778,0.028140393186171515,-0.03468757698741827
QDPR,0.022253596889362345,0.05720781794517533,-0.05813375229458159,-0.017454863842524402,-0.05016502130590726,0.14037988063004592,0.043629991381937294,0.020769602306284496,-0.012088093548896865,0.008315743387193375,0.062433117737729575,0.06430389868410523,0.03357785844123462,0.037597355338896556,-0.010198399463780131,0.026762339591554038,-0.02386209600102843,0.07453556112933885
POMC,0.016996315195438996,0.04557977732691472,-0.045124171970641565,-0.035665445267119775,0.056325985281540564,0.01714330970725616,0.0290717732134904,0.025260530183495125,-0.0020009548497561687,-0.004532881316683812,-0.018446649122055864,0.08701337969648545,-0.024846740023555434,0.008398957896008715,0.054202644546949695,0.007303635761364507,0.08912115445842278,0.01798778868797407
CCL18,,,,,,0.13137570705059456,-0.005648241469519407,,,0.012965917581736406,,0.044174539790839136,-0.03383627146633044,0.07986965435555454,,-0.0627735479347275,,
CCL17,,,,,-0.01638097042702057,,,0.03489938964151704,,,,,-0.013117681854134866,-0.022230505738322217,0.009411094176528472,,0.012571208494160895,
VEGFD,-0.013274495125190822,0.18757826227689922,,-0.023719506220250017,-0.017452538468449234,-0.04263175636532386,0.06445667823411773,-0.025393934532953164,,-0.058900277645558004,0.07435014366529201,,,0.1415115909784914,0.03474724875173004,,,
TNFSF13,,,-0.01658744800948157,,,,,,,,,,-0.02517086117204206,0.010931477064143911,0.02229910575990893,-0.002304356394400794,0.029090031034206053,0.00810358768215476
WNT5A,0.09750196629069362,0.009871337882304905,0.09837799187573174,0.06680782717867403,0.01309684290994373,-0.00752950231126927,0.02309887782905076,0.06803989855082128,0.028953556840370934,0.023651483337827333,-0.09518525992218636,0.02171674058391261,-0.024743061237970636,-0.04815937092089894,0.004244197123138311,0.06721575516599439,0.12264968162458122,-0.0497033211553792
CXCL8,-0.024460716196654984,0.04178352792659526,0.03794465158940845,-0.022840836743873775,0.01478040251345059,0.07053566942114486,0.01666656685724986,-0.01030384224945903,,0.02790744016616938,-0.010748798242421071,0.007760093585965027,-0.05218846474114096,-0.10437285706838624,-0.03345043593442523,-0.041033596892161225,-0.04618006310035818,-0.038049171296390856
GRN,-0.04546965314365052,-0.06033189076909671,0.09305601924217287,0.1384953298874704,0.047995871650890864,0.11653587030442948,0.011822348927016852,-0.03177915050515748,0.11745910179260323,-0.06916658153913166,-0.08464458113493585,0.04568655387637266,0.04310236761838939,-0.07656384113363605,-0.0792758016323108,0.00870312653955597,0.1101780662654755,0.013266185753672196
MIA,0.004185896800865108,-0.03900824157350011,0.03175063095500097,0.009637306832886544,0.07067359348998456,,0.03696187652335348,0.055174586341370006,0.12459712392629813,-0.0209621954322133,-0.08764680264099357,0.1304451888797128,0.01572274402171492,0.15380806595977745,0.11406663218614493,0.019280885972125593,0.11661933450015763,0.04201557023840467
COL4A4,-0.004044458172921765,0.01757740148188976,-0.015782223940670664,-0.013952280706531733,0.01464683708764966,,,0.03849541549506658,,,0.026398508621969286,-0.04746877356054163,0.08257270974545182,0.007841991924715344,-0.01859198226381019,0.036993798248670835,-0.010084060161259562,-0.011810911538606297
TAC1,-0.056699701680611544,0.0433464647046292,-0.020146577191312166,-0.07123982121792369,-0.01973194030661371,-0.04517374614148104,,-0.03637629335144943,,,,,,,,0.015485613149989185,0.014581859433465962,-0.0776746448503941
RARRES2,0.010734906618591604,-0.04880472769428599,0.018352253555600433,0.03929372787151048,-0.0009366683658344442,0.0064620438948217295,-0.07095657910158186,0.035326150134507885,0.009845238052954529,-0.03036659363659101,0.10707137297383225,0.04227134100540067,-0.03735382071579253,-0.04014277090510514,0.005149918551480415,-0.012515609731922065,-0.017079411476093733,-0.044802495558338984
FGF7,0.005219955911632872,0.04968281835214116,-0.028795824017057887,0.039914718112014365,-0.022507975543903755,0.021829884986476363,0.02101799264499841,0.05798118359687722,0.03239372619188807,0.022942417624713576,0.030050941328072296,0.07851552896982278,-0.02170515010434224,-0.00619249885805696,-0.0014830534981126729,-0.04393807360816712,0.030117843512490066,0.06553226333090617
EFNA2,,,,,,,,,,,,,,-0.014636431661607292,,,,
HBEGF,-0.0024105381353916613,0.028707778742591804,0.17745828548497014,0.0012857042063051348,0.01518054178475072,0.09266648342357249,0.10973626144254937,-0.006832724342800232,0.06329761039164726,0.08561750487574604,-0.022934180732555175,0.04296657650995927,0.025167195953958926,-0.04229935140028351,0.011760919801633627,0.03178110408425964,0.04952497509349704,0.007125020762870719
CSF3,,0.010972676545780316,,-0.014761244439454516,,,-0.027322455115308952,,,,,,-0.05643595983616654,-0.04608337871101987,,-0.026132723880069143,-0.0159934517511272,-0.01827110512284614
PI3,,-0.010264676202780813,,-0.01662135606616416,,,,,,0.02854646846219137,,,-0.11277258035471313,-0.1327755793028335,-0.01053081415819841,-0.043103879716291635,-0.08414914558702219,-0.07912245725851924
PCSK1N,-0.0002047637595193573,-0.05242014499668795,-0.02607391734778741,0.02168029151900384,0.02975764990665493,-0.11126121723011118,-0.05361149226101207,-0.05911218405895793,0.009953810601456633,0.061175951620479126,0.10949400526793251,0.07633701786809993,-0.05178871898716004,-0.008494022498556736,0.03108900198553851,0.006784473573938741,-0.031485858742974444,0.026876999197419028
NTS,,0.010066821777225218,0.11229562071021679,0.023701543862346415,-0.019537321113445815,-0.024384693828947028,,,,,,,-0.0008873604843621186,-0.017831714520283756,,-0.01935400482332845,-0.00868569408852854,
