,UKF243,UKF251,UKF259,UKF260,UKF269,ZH1019inf,ZH916T1,ZH916bulk
IGFL3,,,,,-0.016803100817556108,,0.05572619311866591,
BMP1,0.03194968744924802,0.024192237116003906,0.01460100232014503,0.06807630671899044,0.04906402002370477,0.0025945946539475528,0.0391683819123013,-0.04235360924914913
NDP,0.09305991452001504,-0.020145548385961654,0.011774389293846053,-0.030614746101025863,0.025499543251585315,-0.012923494541499542,0.07705116415473498,0.04844641748330995
TNFSF18,0.04780837456508881,0.013802492934628645,,,0.10085336303833245,,-0.004412735357165419,-0.02945866564590711
RTN4,-0.04049141217166928,-0.03127568878056113,-0.034096185646344264,-0.025097753685561826,-0.06706440679556236,-0.12918439338480625,-0.006217031621480276,-0.006380273724013501
HEBP1,-0.01053958027441981,0.01974901376660338,0.03708489029491439,-0.07168751936445368,0.0330441655077494,0.092666307102981,0.035597980202215704,0.022972363947173786
WNT7B,-0.04366277693039184,0.06542717087938303,-0.023719160235872862,-0.0014320175066698732,-0.042586957154389,-0.03139835667390247,-0.007315191663879586,0.015484674252041978
PTMA,-0.03128890769264094,0.0020123637405316777,-0.020555088881167107,-0.006336401169247249,0.0009347277974500693,-0.024292706047506937,-0.05541841693778831,-0.05655500404702632
FASLG,,,,,,,0.014937829473389383,
CEACAM1,,-0.012055895283027524,0.028942650458530207,-0.012714135459525164,0.02653440790984112,-0.02815854918356845,0.009259352467678847,
PDAP1,0.026966350989625097,0.030054229996086684,0.005952457459774605,0.022845706062970875,0.042448339077764546,0.05458366837436332,0.014346423056139174,0.03674536553331227
QDPR,0.024579878713707582,-0.015302346136186508,0.0555784379258932,-0.0003872850204278035,-0.059509962683851954,-0.0939192038602979,0.030107359601583082,0.025327325297714413
POMC,0.05048680619868504,0.009695161979493137,-0.02550558965829796,-0.0155494277118184,0.0044531335112857244,-0.04249659327903727,0.039997233115339835,-0.027491536260766024
CCL18,-0.015689160215095324,,,,,-0.01996487434210964,,
CCL17,,,-0.015874904562947843,,,,-0.02039900311154317,
VEGFD,0.08539126919001028,0.05660074904810666,-0.017686396744397294,-0.010258386477809195,0.10950142874711828,,,
TNFSF13,,,-0.010950153876666122,,,,0.05622302603147657,-0.032046826247923536
WNT5A,0.05446354027549027,-0.03616086870994955,0.01455916140968573,0.011607169754092846,0.053123781616432594,0.040372821566828324,0.00848961700775516,-0.025119766988393084
CXCL8,-0.09936976452077538,0.023547624703626112,-0.016242975590342983,-0.011533551692069407,0.030943403438435237,0.11397099323316308,0.01993897106469207,-0.0758564725154223
GRN,-0.03574089113821353,0.02900730428009663,0.06487938438956152,-0.055869700455352174,0.054993584104245596,-0.0842789062225571,0.003066206671345127,-0.0769567079562294
MIA,0.042142278929585726,-0.015356641425073547,0.0021047588738028716,0.04105787224511969,0.010313917933038538,-0.002213116137216981,0.09845112494766955,0.03428885455392889
COL4A4,-0.02126402072098878,-0.0258252969545435,0.012132363807284595,0.12536404052249076,0.007317033563340805,0.08909450560105629,-0.023023878246339523,0.008662898302516512
TAC1,-0.04158327581067543,-0.04836485076016983,-0.012914768625333646,-0.027201632777922556,-0.03454365044642542,,-0.026816563848065567,-0.0035755397303216686
RARRES2,-0.04831193779200725,0.029848988699717235,-0.0005792561975447747,0.01003216039433841,0.023023491788230533,0.09379275537315936,0.05708966096894674,0.09628644927156449
FGF7,0.06035525801967807,-0.01948973733457,-0.028139741256787285,-0.0005862245005134038,0.10774340882541648,-0.03350096148527473,0.04548026311202231,-0.009715477763659648
HBEGF,0.03708843806893594,0.04270867347054295,-0.025790530082039912,0.016206982542785884,0.028591422023957667,0.03234164302293773,-0.021032808748333718,-0.11964189296312665
CSF3,-0.06370858027910688,,-0.01892150205788729,0.012537531330342366,0.06948300713712492,,-0.0013199506026340638,-0.037675576140300225
PI3,-0.03018142457341323,,-0.023948580654067766,-0.029543385401884475,-0.01972579877495529,,-0.046662393263779495,0.036239189075469046
PCSK1N,0.033874520685134364,-0.055962825743167736,-0.019105544204989767,0.003338779564509041,-0.003642081581480329,0.08865273603678993,0.07904622931177818,-0.026460870009400467
NTS,,,,0.011753092567433857,0.01562972923598491,,0.060693094256229235,
SFRP1,-0.007375685711187943,-0.027368202619131435,-0.013851467853232017,-0.028843437086908084,0.07133635585388659,-0.02311483396372107,-0.03106545702882424,-0.025446647090350456
CXCL13,,-0.029152189108378655,,-0.015296359940029917,,,,-0.030560010059457503
MICA,0.0018990858283313068,-0.03520472913137393,0.02796485812121571,-0.05897720021610268,0.03129176222574985,0.07531821438095763,0.07060626751031447,0.047968733349841135
TG,0.07356460294228508,-0.016393588511232893,-0.014947928360468793,0.030630077325826982,0.05083054710979909,-0.032507483173775824,-0.010014947055816063,-0.002571422156374988
ADA,0.10370675410440926,0.008353080944846923,-0.026156021226896514,-0.02162950836946532,0.04399072343283473,-0.03185424203874956,0.07959724066481215,0.01264757798181266
