,MGH258,UKF259,UKF260,UKF275,UKF304,ZH1007inf,ZH881T1,ZH916T1
TAC1,-0.018178427929464794,0.027473930165646362,0.01351407439612101,0.010643733692252515,-0.058012709328154784,,0.011404119548964814,0.1307411013465091
RARRES2,0.1035545328375156,-0.013278303543612743,-0.03345326126619324,0.022764714608089598,-0.02234939937600218,0.0018793908274499119,-0.03643634006211964,0.07860766790611623
FGF7,0.01483641973807245,0.08251122884242477,-0.031095056957029434,-0.037466474725971616,0.0007051809405721531,0.01644929507353489,0.029087532821059033,0.01257564627148397
HBEGF,0.024366428479371628,0.023456073221587576,-0.0008306068475798272,0.019060784364137537,0.012670415431140081,0.102186665791468,0.05455448808788851,0.032337039993233896
CSF3,,0.05631856107279668,-0.05410771376806168,,,,0.0281005363678094,0.037600434598213106
PI3,,-0.00256104192572756,-0.034393411491453287,,,,0.053269317977803265,-0.03418435327863634
PCSK1N,0.01083113440147529,0.0021043646590828318,0.015208793486346106,0.0075059267423347896,-0.03716852752597308,0.015201556378003777,0.07216614797574179,-0.010493842424311471
NTS,,,-0.024367125097427222,-0.018775473414429384,-0.018390040690479056,,-0.041809199488523116,-0.023299634758600595
SFRP1,-0.026450071820587773,0.04391686578089464,-0.018527134858339962,0.0015486502845304315,0.08210440977390018,-0.007496006391518298,-0.010317003088901017,0.048993502181529015
CXCL13,,,0.02108566413178035,,,,-0.026412424588221205,
MICA,0.05938545166872772,0.02352042243716054,-0.05203751197267781,0.05612851564077121,0.06443434132644532,0.007132577013769748,0.022834771700463215,-0.003286240834655225
TG,-0.02105284128161218,-0.019777906637528837,0.01842142005858292,-0.01585967376764452,,-0.030917167233290802,0.011126959195629641,-0.030683940652634085
ADA,-0.025999346421430723,-0.004321053902978964,0.05845319282240311,-0.010261673850974814,-0.011823290997469165,0.031989496715570824,-0.010726491002947284,0.048107396313730844
LAMC3,0.05746548071410275,-0.02485594376661505,0.013232089874729151,0.07004381380726349,0.005203418562688497,-0.017184322861773776,-0.025607009644941378,-0.049434153845413886
CCL7,,-0.014299394899192302,-0.02434280185994232,,,,,-0.016487513127277545
NGF,,0.03138437674740693,0.029919793512409417,,0.09523855927707638,,0.0051031428036941015,0.02555612712341693
TNFSF15,,-0.01592307559469628,-0.01802332789168757,,,-0.02849780173311829,-0.017001709870450292,-0.03255776007210642
HMGB1,-0.004243492574047094,-0.04386235737160609,-0.0026209339494640584,0.02970356509338513,0.02562614780461853,0.07399027752001,0.026401811640358215,0.023207162762495705
ITGB3BP,0.047982242143146954,0.072585626462662,-0.003996487160520357,0.0034591750243642486,-0.0005060149097895363,-0.054780226697698595,0.022073885062682572,0.05697760237046815
AANAT,,0.005611791686421808,-0.01624009632915018,-0.014262697303464704,-0.01728935418627408,,,-0.017444476453870088
RELN,-0.0174533635785913,-0.013501779669748318,0.01604840828613374,0.024475341064416727,0.01941463444278429,,-0.02053622300862591,
IL15,0.011306206418133121,0.05392159212513902,-0.012769785970820517,0.005814252175241607,-0.03542974857689502,-0.04864540829932624,-0.03233947875326734,0.006014738409723828
UTS2,,,,,,0.033922141238044524,,
BSG,0.06273955067377458,-0.03249146568248471,-0.033225457956363474,-0.007870648461948926,-0.031148280343572407,0.0503230805184816,-0.028623832642199625,0.040214252044054974
ADAMTS3,-0.02656857495684565,0.009356581898612652,-0.037575994915259335,0.021600673125670374,-0.0076456747790739,0.03452723726608199,0.08861937492477007,0.021475167707756336
CD34,-0.014968227672035166,-0.026505358744995555,0.05016629839533009,0.05357674993718642,-0.06442657583305494,0.06608926545683155,-0.0645469797604122,-0.026525358383749913
CCL23,,,,,,0.0837036075700988,,
PLAT,-0.008371703357177235,0.025775776624519065,0.02412234200297443,0.03369610549487436,-0.014005313173338146,0.006974987837687843,0.039814273720952115,-0.017978869738118138
NTF3,,,,,,,-0.013894281134500532,
LTA,,0.05912722870707985,,-0.013736463908757535,,,,0.047207079201392096
CKLF,0.02949134296560314,-0.01957387060662537,0.0410336433092157,0.006324923842989144,-0.026804849498221685,0.016848621290535465,-0.018464542533463364,-0.011084114446260172
CD24,0.03855775113809018,0.000438172718945777,0.0185572677911067,-0.05761692836411671,0.03593592278152376,-0.00414319753448073,0.026113158456361824,0.05666598338844652
HSP90AA1,-0.0259899659883254,-0.0010128620364473623,-0.018578598094116074,0.05643596928644491,-0.02002990830663911,0.07837310310992353,0.0019162977614288412,-0.028604413292290007
BMP4,-0.021666430033121704,-0.012535305630293078,-0.03151653032659654,0.052663353825755835,-0.027576895086651922,0.02616377815485302,-0.00898270020087777,-0.02488427764149622
SCGB3A1,,,-0.019339949894583743,,0.038187037679586734,0.05644481595073818,0.08572445781742206,-0.034569906966761994
IGFBP4,-0.04110091665677711,-0.023397737602430482,-0.004412572553556636,0.024446324254940387,-0.03779549505521358,0.017970579834708525,0.005236046328173909,0.003416385979516308
RSPO4,,-0.028052924231567685,-0.022321445987056675,-0.01597634378052218,,,-0.023777887592550197,-0.003645996315322086
LEFTY2,0.0016704832157575637,-0.040950437707464926,-0.0006263437011930741,-0.005614015924349713,0.15463237610141647,0.0010604876700496164,0.028193549134653318,0.06782730032798177
PF4,,0.01039704611598481,,,,,,0.04966695400894574
ANGPTL2,0.08333808009829417,-0.014377422652625572,0.09948862851987011,-0.006680125585788986,0.034148561879363284,0.09600363925994833,0.04887412469727509,-0.05011213781831829
LRIG2,-0.026156618806090035,-0.007724744438365629,0.0423433634872506,0.022729604130887163,0.028363911678571288,0.0452979788218739,-0.021244461975142202,0.021032786320843336
ICOSLG,-0.04742335567072048,-0.014418893415444478,-0.01783420077694664,0.017654495161029387,0.06961669830370851,0.03157520312089543,0.011569930198847054,0.04161718912091845
WIF1,,,-0.014189023944637207,-0.012328566084821505,-0.029518690321189957,,-0.004862964358985895,
NPPC,0.06424307764612817,-0.019353260106120238,-0.028161761433877084,-0.0012222689638182024,0.015092923719124561,-0.023758941913088534,0.0323916896171208,
LYZ,0.019792172357443176,-0.008750475509450132,0.003523175197962551,0.052500712367400476,-0.02288240919524423,0.044683465800196547,-0.003674034891769487,0.07230669536543773
EREG,,,-0.031411570701974534,,-0.018917990051355693,,0.021992177060993566,0.00023098467084222066
SPTAN1,0.038288861850523194,0.0007190884479339423,-0.008172321916749874,-0.013053274670179946,0.005410486494172859,0.041069690375980655,-0.012912451037840752,-0.0004038623358052544
PTH2,,,,,,,-0.01702856862032713,
LIPC,-0.026953938987923524,-0.022420193956406556,-0.021610833615301004,-0.010612937597458617,-0.0018408264562944524,-0.025193925835628416,,-0.000636877627268793
COL8A1,-0.03591352259969268,0.01075068308279957,-0.022224511211353815,-0.004574659581653471,0.01991353999881402,-0.04870762438621857,-0.025617555359060712,-0.0003250203637321904
GSTM2,0.028117567088412582,-0.018386876955023952,0.028641511039426616,-0.030406014864905746,-0.03008929624797088,0.06711064044826238,-0.009892273835777943,0.06840489477140273
SPX,-0.009154577719539607,0.030299344460750156,0.030948642319142537,-0.010724680379377677,0.11862665567053039,0.06515206611724583,-0.0448301472676614,0.027860687840609518
MFGE8,0.07268066382700315,-0.006850551582252124,0.022473640118104782,0.05519781374546762,-0.013777960775610287,0.03912407912529767,-0.008560531103362811,-0.005984763475876729
TGFA,-0.021146891439841463,-0.035607998334996956,-0.01425451599676586,-0.01415997051580489,-0.025514112095657578,-0.03333441895459408,0.04434708449941809,-0.009289588640440249
SLIT2,0.06574894945545187,0.0387216068344769,-0.040343933263996955,-0.00619693058908226,-0.038142779087437836,0.11675774379182471,0.024487801022188505,0.022162575156006097
PLTP,0.04468171311951887,0.021793165293588226,-0.07092088509420923,-0.0411794976303808,-0.03378429691641027,0.09601850857675699,0.030334264442997756,-0.03115577194792254
APOD,-0.059739487130918006,-0.06252664481187223,0.06714660517284314,0.05165137965916152,0.09589798281488167,0.0054874799165578894,-0.023731651045150563,0.007472724203203385
B2M,-0.01557675676759632,0.01286166904371029,-0.01564029241460389,-0.0249053072703393,0.002842062859203285,-0.03862920652397823,0.0036948575627111092,-0.05294909924246149
OMG,0.017033305447701073,-0.06767451650356957,0.06510873879705553,0.038534873222034104,-0.021231073617649483,-0.006256506296554442,-0.03371180361489041,0.011704022696803552
CXCL3,-0.01695391985611174,-0.012038885997537753,-0.05742603966469318,0.04360020132195447,-0.026631702072042813,-0.024485972251755198,0.018910124714878067,0.06379474761663462
CXCL10,0.0005980523289905291,0.0372784002946622,-0.009970752650974371,0.0636589646948446,-0.0528459967030317,-0.06182947460531997,-0.020109218467070648,0.005158597250824059
RSPO3,,0.06425147982650982,-0.004872167934203858,-0.012437832538723334,-0.013747057813912363,,-0.019279174508145352,-0.016731601848307704
CORT,-0.021052845687070564,0.011671065101171356,-0.026227993337403537,0.04721658980086156,-0.034250287340697176,,-0.039545816079704,
NCAN,0.058740151862198144,-0.04766677331987137,0.06385681821622784,-0.00411033831509887,-0.02922143733962077,0.09928717579752885,-0.030673719163480783,-0.03566963982022861
PRG4,,-0.014299397127540732,0.05716804378402481,0.03399502641491667,,,0.017616743577105468,0.03141643452464033
ZG16B,,-0.016596199179077228,,-0.01091486755085125,,,,-0.020862506851836642
TGM2,-0.002866208869517486,0.0023662895280188736,-0.08268273046687787,0.07344590464476031,-0.025298820514175084,-0.028570186530957116,-0.037655798450776996,-0.026207983605535855
VEGFC,-0.021052847042596773,-0.013809666191280432,-0.023818489478346815,0.021177652346581304,-0.021377246386623614,0.07727868195674002,0.020364726589622944,-0.027146777810003186
WNT6,,-0.019777907458718012,-0.02132067602194493,-0.012508720996232339,,,-0.03155713736310103,-0.008980217006583992
NRG4,,-0.0174030204426236,-0.02203964926822912,-0.020969227839597978,-0.0018832597386731062,,-0.01913527989090811,-0.016731603723521084
PMCH,,-0.024113580286841945,,0.0013765632527522624,,,-0.01807843061263601,-0.03607969379951849
COL9A1,-0.0390735260256699,-0.018176184680229145,0.002447595794708126,-0.009750611522848158,0.09335384800025522,0.06393688646703607,-0.013447761413528679,0.05574556043846472
GDF11,-0.003601091959003419,-0.07118570533857324,0.03844347738829488,-0.013187387206913115,-0.006062751734862276,0.02504190587265309,0.04361644814392712,0.0019756200433107174
RAET1E,,,,,,,,-0.018354450403451406
SORBS1,-0.05688353933338824,0.0015777091375753026,-0.001991130911863695,-0.05404084611140202,-0.024757147514117974,-0.04355636331179219,-0.0033166143550251823,0.03175212921333373
DLL1,-0.03578379446171259,0.03689416289076082,0.040135020933255605,0.0382588911744121,0.009984977905570975,-0.06600730065952087,0.04758305905135899,-0.0609395008722641
TLN1,0.05501606577057014,0.004084858979608479,-0.03983307392567935,0.020077126425292455,-0.0009202011011636479,-0.055381042312992845,0.023046680593528632,-0.015456458726019282
COL2A1,0.076810903838958,,-0.013819977202069603,,,,-0.02754859689011966,-0.024350135814562853
SHH,,0.12094450447355683,0.01179731238792882,-0.0011280023507595322,,0.006187179639867313,0.008626123570818529,0.006499777262284382
PON2,-0.029213943252138764,-0.0003263551993597747,0.01687965427063655,0.013372951673863489,0.006206639076794421,0.018175729761227385,-0.011203021373393036,0.00412144737193777
ICAM5,,-0.023159462881446557,0.03711245674902053,0.03927878215736431,-0.018120462260756618,,0.020336363418405994,-0.03607969228151906
HPX,-0.02246093984686791,0.0671303324996124,-0.02038097403204825,-0.021419751088300885,,-0.024485959441220763,0.012838801824512637,0.12825155026413568
SFRP2,,-0.016923270635296785,,-0.0025364581991657188,0.0020049720286168964,-0.05728048262110567,0.08643621054044502,0.017018877408661304
CFC1,,,,-0.013736464738923006,-0.01943264073642978,,,
CD70,,-0.01824379723297228,,-0.025623316317261672,,,0.02290907089221278,-0.025527084650924767
HP,-0.039236029256620945,-0.03104760280659088,0.022249532499742826,-0.018997019157595718,-0.04384965810424658,0.010684282662855558,0.07131972623087916,0.0594485385996244
CXCL2,0.006639198553540888,0.025443611926360476,-0.047262569188629984,0.04049826886395139,0.00789798375038877,-0.04394718093288098,-0.030691826238961422,0.010228548612134724
NPPB,,0.010043408919773966,,-0.012028207169398841,,,-0.027020083040573805,0.03137299153849184
CCK,0.04654100168058112,0.018506176519028972,0.058448961311737935,0.009734626119126129,0.01690857470988569,-0.025193946170575538,0.0032762842230109395,-0.022017717879197887
SEMA6A,-0.03913552437100285,0.03419092422826943,-0.03304373814082184,0.04627670929945749,-0.005998140152283936,0.04334093794048146,0.060754363763830234,0.00941141562738378
IRAK4,-0.014384373158618131,-0.0055066525502543255,-0.029161794433295574,-0.01699141008483747,0.01283926823944886,0.0680990901581956,0.008764576821898521,0.0073281171511127875
GSTP1,0.060718179857961234,-0.00942910857040436,-0.05643335064263435,0.02472235199617548,0.024480207677145524,-0.030765198395707332,-0.007806490605942762,0.09286629127920823
VCAM1,0.03670771156254717,-0.008935571457518774,-0.032719434627850014,0.06384441183761023,0.004394462340794746,-0.025392085213406444,-0.02675035506547989,-0.05437473366063644
NXPH3,0.03188781270888232,0.05068769262957867,-0.042812503253921504,-0.022091806473523077,-0.022529549965119314,0.012218964553027411,-0.06596175572199477,-0.007084014573637713
MTMR4,-0.012343565972608453,-0.006302457564390649,0.04489444492184291,-0.004871685487894578,-0.0009265764570573161,0.016075304414329607,0.017319883046261867,0.03177193350150064
LAMC2,,-0.03321341558957854,,0.05793514163353219,,,-0.017547936743660286,-0.03233752881532575
IL10,-0.02186749765666437,-0.03731415829927294,-0.03404147972371791,-0.021905870110788293,-0.005530758556843461,0.020461544610626388,-0.016159448703701947,0.0212313317970228
SEMA4D,-0.03837802168319148,-0.025232701332229372,0.025741723414206923,0.01852703771960932,0.04611782557249857,0.09610011788071376,-0.0040046153963060925,0.027508751752747057
TRH,0.02966196652788953,0.04071664745683975,-0.013599905348085453,-0.009999787252223119,-0.011566872258960853,-0.02550280375581191,0.022593548207234054,0.07100401278627808
SEMA6D,0.021343337681737212,0.04101901278691267,0.032683326632138174,0.04568229860394636,-0.04315834787694522,-0.02294789770220798,0.036630580309771746,0.0031963083386217107
CEL,,,-0.013267771365050514,,,,0.0015850350619376582,0.01745697922108764
PDCD1LG2,0.02049069499829742,-0.012853883546978523,-0.030238210761326968,-0.005476369711369436,-0.017680805706220448,-0.019207315562240444,0.01632333272625948,0.01231371897129992
SPINT1,-0.01609674907765604,0.012997737106129937,-0.036275029946614516,-0.015881356094716893,-0.029389741376246482,0.04791400750306481,0.032131810049665775,0.056899186957920414
CTHRC1,0.0281825253729501,-0.012837685101457287,-0.05139143814088935,-0.022040459249372868,-0.0003822066102095604,0.020023799247442277,-0.0076349743630919524,0.01713148512569925
PODXL,0.04556101169140061,-0.04354466366961676,-0.03668972288879633,0.0568503270022851,-0.07449187730971273,0.10923765993419254,0.014264323970283134,-0.07220607195198601
JAM3,0.016955583516135964,0.027244729654460998,0.009029454976913232,0.03344888747342616,0.02559788162487627,-0.03599346999401991,-0.002067025095712594,0.03592149238684653
TGFB2,0.06805146056937682,-0.04465902742523382,0.043274329852838404,0.054331379570133634,-0.05055138341968752,-0.007009853899777122,-0.06349834278225035,0.023973217765846818
COL18A1,0.0296650312913973,-0.056473968956703126,-0.026528771881180295,0.052264566489557636,-0.00457554061366896,0.11648234414712585,-0.003868843335861068,-0.05550113602378161
NODAL,-0.030581928739324332,0.0011087728203049824,0.04858288518052691,,,0.13716130596351983,-0.020067381785955806,-0.026017144497033837
INHBB,4.890416380351765e-05,0.06475388566092524,0.008697293927862382,-0.007569046146838242,-0.018247783726617593,-0.003566669156591576,0.04249334186829046,0.030406558901237977
LCN1,,,,,,0.13441474306399506,,-0.019224117185090282
ARF4,0.04246201580553759,0.02588884576418587,-0.03975497722228087,0.024236580223479354,0.05744515896616173,0.04810475555070845,0.05567316673566382,-0.05386342683201409
CXCL14,-0.026713294201297727,0.021422036930884805,0.01561826282961487,-0.009630316677350018,-0.05979310908840752,0.04342510273691853,-0.007948513760133452,0.02970178737158576
LIF,-0.026109544827393263,-0.002892549140595987,-0.024608917756383856,0.01767163370839805,-0.02643919975158468,-0.006120044185906178,0.06266926592807152,0.04689703238522853
IL17B,,,,,,0.07995176363313578,-0.024965687643461316,-0.032472223809118655
MMP1,,,-0.013599902381305332,,,-0.051573365468768416,-0.018078429180934923,-0.02187557413663494
MATN1,,,,-0.012179272019504476,,,-0.025729821309311743,-0.023120427243281328
ADAM28,-0.02316705719926918,0.03740058722125162,-0.05546541905343536,0.021483121218082792,-0.037381460002198656,0.0318372987695364,0.04307554937476631,0.0651819759737136
TCN2,0.07369335159501303,-0.016395769259971667,-0.017972190350233137,0.05873798127904224,-0.008257889956055078,0.03621385735721643,-0.04723934939088684,0.023972157420957936
THPO,,0.05723316817904237,,-0.013482760181717778,-0.026245483996381196,,-0.022319428236533153,-0.02502865678240458
CUBN,0.05684083184926323,-0.0011645062974006246,-0.03415640301145886,-0.037672434222209374,-0.020181937550978604,-0.023154548043472188,-0.0011300493612676724,-0.008302555054034832
TIMP3,0.08745565444623886,0.05778026560165236,0.04982607603109108,-0.0026633677251679993,-0.0669842927075939,0.013252596621733056,-0.06265545213649137,-0.03719015641654822
PIGF,0.07249387552331087,0.018365187432512118,0.022423685556051832,0.0002446773199602871,0.005357853138595013,-0.02548448691066462,0.061377126080135555,-0.037044747441241956
CRH,,0.01857999441431812,0.012316607357075146,0.05482338556536082,-0.022514870718477225,,-0.03289041844653074,0.0016914809238308957
BDNF,,-0.03072783469842846,-0.030129740679357614,0.013006103978425573,-0.02605052472217961,-0.003750427890528718,-0.009299155852787282,0.053145456376947287
CCL5,-0.047363730190532964,0.025263415101580585,-0.049322569952761554,0.05391351556487841,-0.03485218022335243,-0.039088287456926905,0.010070877468600881,0.04931265500728941
GAD1,0.05430226911692534,0.026521174883859775,0.0061498288912126674,0.025328981941651396,0.0030466511981164187,-0.01703905689034494,-0.01375485145264567,0.007503153470247324
COL14A1,0.013583572205065942,0.013057480050356545,-0.05307044894876794,-0.02645601447607862,0.06540795829227825,0.06859008570189182,-0.00483017362789797,-0.022160166590337895
HLA-A,-0.01985440049495544,0.027976460651949652,-0.053273889157138675,-0.015742779825856465,0.0003396532668668075,-0.017248258513461016,-0.005597843823068246,-0.012256076376444474
CD5L,-0.01115384714765355,,,,-0.027390084233144252,,,
FGF18,,-0.01331608146741745,-0.01885612076928084,0.029301756775591662,,,-0.006964847046088265,0.07030899703058513
ADM,-0.04213486521629664,-0.018603905755913978,-0.030791943959530922,0.00960703882168131,-0.04381201651337045,-0.03619067521865229,-0.05493936884199395,0.007057710531256437
CCL15,,,,,,0.09575764148454266,,-0.016487519069269096
GNAI2,-0.08241056340188294,-0.016117788939006398,-0.047296932206514965,0.0008764679532624294,-0.05451898776380118,0.08936898241629854,0.04877428942443573,-0.010507371817370931
HDC,,,,,,,,0.02928920015762884
COL11A1,0.014700986911757254,-0.009357102057644857,-0.019181289802103405,-0.0014430156684228724,0.046925514177403316,0.03644419048335097,0.05988093327008455,0.030257174490985132
NUCB2,-0.0020249295103752824,0.006845323475849247,-0.047556525252513145,0.028076722367848667,-0.041907041097473646,0.022122091056995797,0.01262159893450176,-0.027200309456854758
CXCL1,,-0.007183810608527628,-0.026176971702301776,-0.017357605841463262,-0.03736858096942451,-0.026223784390757763,0.009123828541391375,0.04442317608749235
VCAN,-0.003959689763828715,-0.0189325960710538,-0.015783977040984692,0.0020944620564935508,0.01135953398304625,0.05815474358238199,0.06200572255763101,0.01045037988292301
MMP7,,-0.015733016308821228,,-0.0120282071036812,-0.01611867189760325,0.0288081448594072,-0.02994962742209635,-0.02540441778249912
PTPN6,-0.014132823321146218,-0.026343265667318008,0.0054315382814613565,-0.058824225687714525,-0.004476318662201317,-0.02775602470414779,-0.022204449545221647,-0.028190564075342178
PTGS2,-0.04189716397131229,0.010054289776561372,-0.07900743780333808,-0.02219805356828946,-0.05074924439148379,-0.012371728419813934,-0.04125026837887221,0.09511156170272239
XCL1,-0.01887753466703282,0.06469622750937085,-0.01446101797191262,-0.01975588011471157,-0.021143111259930916,,,
CD58,0.008221116538881672,-0.00781340876279756,-0.030423690986326923,-0.012769234997302406,-0.015022516729084926,-0.051778086984424404,-0.04054758081081749,-0.05149700493614203
TNFSF14,-0.03088060682631336,0.05140243365954263,-0.04070293673172412,0.034191375832989666,-0.009303395168160469,0.13222351686390665,0.003141752116151322,0.026690776072412256
CNTN4,,0.04206243441444967,0.02374651854128231,0.05416657525211021,-0.02900491101061241,-0.02911886251877945,-0.019817409035299875,0.019876300951096795
NTF4,,0.043916865952102986,,,,,,
INSL3,,-0.01331607885554579,,0.026196596285437124,,,-0.026104300438552133,-0.022575153399004653
BTLA,,-0.02113666395948088,-0.015076092641565316,,,,,0.09425049688857971
MFNG,0.006329111604707079,-0.028931810208566354,-0.019801109149039563,-0.04719023718621515,-0.009444061260451973,0.03470626068538771,-0.018227514719877096,0.0171697837866272
ICAM1,-0.009719359459282838,0.026012212265588575,-0.053257501503686626,0.04149014013683136,-0.002306235284337833,0.08528295114500771,-0.016559723671790556,0.0792706034741097
PROS1,0.032036219254341,-0.008620915043018608,-0.10027894208118852,0.016244712646805878,-0.008734231502496453,0.030526358694462907,0.01691999103203476,0.019585613393920853
CLCF1,-0.0423685076909809,0.015088379421745509,-0.053913013262672636,-0.04807488331026764,0.05507308906285404,0.008914413821051532,-0.025823530566692454,0.00699721020847406
PSAP,-0.11869712687178645,-0.013931912264359046,-0.021508104493942026,-0.009717193117160969,0.022630842110687284,-0.01281022634378235,-0.017894463714046172,0.013864440610411793
EFEMP1,-0.02209230375809838,0.0028922752924256763,-0.08187046838190776,0.020107734149495068,-0.0036566585396023404,-0.0417447778794202,0.035037726373482896,-0.02014375062177297
C1QTNF1,0.05393609291913883,0.033380721417343204,-0.0415190367204733,-0.06490340409081104,0.029218173358705572,0.014761072519385176,-0.008820016979745117,0.03633757787867395
ALB,0.05355582885286154,-0.023640796901249032,0.07820703541674678,0.05765735509775761,0.034420250655206854,-0.0331854007913996,-0.02534275741619604,0.04031959317042204
CCL13,,,,,,,-0.02928139731356209,
EFNA3,-0.018895190959889587,0.014483809328754408,0.04139445547854765,-0.008751032657932294,0.030432676083759394,-0.03981778417466674,0.009705053360511008,-8.865748169570901e-05
DRAXIN,0.023548529619365145,0.029956957196166787,-0.02495226165143006,0.023880158593733807,-0.02206615389458169,-0.07085037367710757,0.014251577444544267,0.0019515055975103102
RAET1L,,,,,,,-0.007364421014712333,
NPTX2,0.07812542653794162,0.018616368288376206,0.05077530616931883,0.01344182568540645,-0.0012820263066612443,-0.07579084707355807,-0.07859922022450387,0.06698982432261268
FGF11,0.10100283636892789,0.04820380039102904,-0.0183018537305472,-0.028117771419658825,-0.017119676683623804,-0.036743453505813053,0.02611158298899706,0.07874374082922833
CD59,-0.07304402235288236,-0.06154166777817028,-0.04669633800671124,0.023083278417429152,0.03246453155146429,0.04333295493587533,0.003285341206662534,-0.020460029709420367
COL9A2,0.011972462053997589,-0.02140478232396763,0.04486448470432044,-0.0165497997275017,-0.07909257692914008,-0.0012187415861919933,0.012688604440346864,0.023584170883547795
DLL3,0.01698880443960042,0.008542057322755458,0.015537435881338506,-0.025612495351115108,-0.05881816418932394,-0.05013003010913357,0.030971001000706464,0.0388486851362509
FGF5,,,,,-0.015502172010992375,,,0.03390852394408699
LIN7C,0.010006956394674887,-0.00011597707147026511,0.05115042159331742,-0.013506891109084125,0.07501503523569163,-0.014284053954856052,0.03925741835637041,0.0037437632437077677
GDF7,-0.019553437593346247,-0.023759772317953974,,-0.03253180017615266,-0.02849540336336988,,-0.021221272562044792,-0.019090099244928053
PSPN,-0.024297838877502143,0.005093433724825069,-0.008135510150252783,-0.018970383946440027,-0.006271592539450016,-0.07893679630491227,0.0349437123839815,0.040911428307807814
ANGPT1,0.03898489172492091,-0.03030324515388328,0.0505839467381919,0.0368459801333955,0.004760110363699825,-0.030874956971750755,-0.0008457837483624133,0.009638564569698405
PNOC,0.006803947898020435,0.028959343249501748,0.019332256237302937,0.014434657360826844,0.04593399369617663,,-0.025158685367214582,-0.023299654047434934
L1CAM,-0.013688019382869917,0.00035843441841779393,-0.010001324175765313,-0.01531285462537418,-0.006348252839945381,-0.03812249088583769,0.022061204310352456,0.04807919325208006
APOA1,0.03239481865687798,0.033738484704794146,0.005690257191432516,-0.01806087655935927,-0.027364660004529952,0.07507288090402223,-0.05132124218095462,0.00944039441693881
PSEN1,-0.03268694590316507,0.009746437885089226,0.024180109123850976,-0.03828526056312192,-0.03084553369906947,-0.012903797423367131,-0.04689201196698142,0.033022372905868076
CALM2,0.06787305149502108,-0.0039513728733280695,0.031409776953575726,-0.023653656659992098,0.027224439485498086,-0.09386284442000697,0.04400537251579304,-0.0029989947309285764
CLEC2B,-0.042377665932063914,-0.045470484836472355,-0.014960980637218818,-0.0349697656503841,-0.006300339866499499,-0.02827619941505001,-0.030067538503096243,-0.02754797797733387
