,UKF243,UKF259,UKF266,UKF296,UKF334,ZH8811Bbulk,ZH881T1,ZH916T1,ZH916bulk
IGFL3,,,,,,,,-0.015714761171874505,
BMP1,0.013789571571908367,-0.026916514027919395,-0.0030006284870563887,0.033165388289893794,-0.026313143436436367,-0.033330194372154245,-0.004505810739390209,-0.02017790741017296,0.028568007633295305
NDP,0.12942609207755937,-0.04299921431837715,0.033040945703168775,0.022756071953407484,0.006755865801332557,-0.04367158933837295,0.04782857723067401,-0.0752157476256587,0.06566223949381253
TNFSF18,-0.03802526852110241,,-0.016548991442806662,,,,,-0.026507992586044568,0.023790570290349138
IL36G,,,,,-0.017136232481070244,,,,
RTN4,-0.004418312533835455,0.03738537853527533,0.05567742581106163,0.08675140421830284,0.08333753863349574,0.0612553383157668,0.026500985438965275,0.01364479686887562,0.02648940035797296
HEBP1,-0.00820429852845639,0.02529115275352125,0.006855015903556006,0.009441438608100778,0.017743886110575556,-0.0213418325274975,0.08273403270667698,-0.019103092335757535,-0.054831380299041034
WNT7B,-0.08197105624323232,0.08242613135735442,-0.024575895840337095,0.023279220880067498,-0.018834694300109218,-0.031324248284268344,0.017455107108338495,0.04850266432309045,0.012700847313769546
PTMA,-0.0353504223097333,-0.027764286403321736,-0.006444665185101994,-0.017869604601491708,-0.08336427659479637,-0.009320025956280087,0.0023332057289540595,-0.0331478337132894,-0.05045210953041876
FASLG,,,,,,,,0.047717734514933295,
CEACAM1,,-0.014254257454280786,,,,-0.015175139954286921,0.07076393335763591,-0.01896331804943297,
PDAP1,-0.04303599459162722,0.016332979163037872,-0.05050824961196482,0.0020783220713017432,-0.022434045062547495,0.03370181123964085,-0.04451864453883836,0.024761041517502903,0.014634953612924368
QDPR,-0.057562383315015835,0.017054723203694694,-0.07059043046600387,0.08572667600160247,-0.025319793003314363,0.021872061392763258,0.0014024938273205973,0.043528774316383106,0.004133278184379559
POMC,-0.06362315682929243,0.024051608563789278,-0.008591027283566383,0.042019498139889075,-0.0159519796119175,-0.03554993488398376,0.029070752026160652,-0.04930822146734008,-0.041946691369113345
CCL18,-0.03865643902822397,,,,,-0.037056686876256545,-0.03311437806931256,,
CCL17,,0.0037816018795830426,,0.09199285311459335,-0.015654434868932855,-0.021906267210708742,,-0.012353526598598724,
VEGFD,-0.057456473104659664,-0.01696671017294908,,0.008229033355262849,0.023361618838811563,-0.015175139954286921,,,
TNFSF13,,-0.010504575344519679,-0.016049069385162398,,,-0.023811363506592447,-0.01927393595506983,-0.02012904048544741,0.051245776489220185
WNT5A,0.0006955249538241154,-0.02006316674954925,-0.017614771579954253,-0.003585988435750462,0.0073798908549036904,0.04574372381509117,0.004842484210604371,-0.020605551428908984,-0.018250446776768563
CXCL8,-0.047240181880219924,0.0502935378621184,-0.005906730561706007,-0.01238701117267232,0.03778842565607267,-0.03024578911091,-0.055391854622159155,0.057932079692947995,-0.021846500701491356
GRN,-0.030163828324957634,-0.02463743641773734,-0.054698338301792784,-0.08011626588062475,0.02821539391308866,-0.08073390118813255,0.012515729932777069,-0.12551356808900693,-0.05490573980672541
MIA,0.04948870301184615,-0.032067018302181775,-0.02901981269135658,-0.015127747801019746,-0.022977339718516874,-0.0358033309319775,-0.00979869857801845,-0.041028900706193465,0.03352600516443646
COL4A4,-0.04713991397098814,0.002840241590097656,0.08143863128376494,-0.02541341323583988,-0.022288871965548726,0.010099410259886107,-0.03459123867392729,0.04917978921136846,-0.04153096303399417
TAC1,-0.01043902449476631,0.012736537062949756,-0.022772434908889572,0.03533276180670011,0.046059350447125384,,-0.02961265809869057,-0.016239966873314426,-0.0005108112524157225
RARRES2,0.03755602398154899,0.04873713020689841,-0.02608455060268267,0.013778968053579034,-0.02920582301265622,0.052022345127954985,-0.06359992363100635,0.12381456138269331,0.0320431777727291
FGF7,0.09728212800311334,-0.02699469208712233,0.008756530849156641,-0.032233952094964234,-0.031111688837339134,0.01499331345204239,-0.04337955053664032,-0.031206283246635318,0.024454810347419143
EFNA2,,,,,,0.17861599124914823,,,
HBEGF,0.006548969128287651,-0.014915905581525843,-0.0073287259931070926,0.008227392676988937,-0.001997648989579727,-0.03819205397703321,0.0021032268798511114,0.07498062989741568,0.02987153741228864
CSF3,0.027343373106844072,-0.018151557159585434,,,,-0.025785497428816223,0.037534165342899634,-0.013006357751912494,-0.020648452998641112
PI3,-0.0496939881199453,0.00820284720601147,,,,0.03760633817763922,-0.073600250332336,0.09346575333792878,0.025365033329389157
PCSK1N,0.0045516443249163235,0.010604612320969783,-0.019446266818060387,0.0490430957147863,0.05393125919073783,0.03471955093984468,0.10115688844484444,0.004951741818963719,-0.05002624382221095
NTS,,,-0.018641176683844893,0.016128811156928866,,-0.017571633668820544,0.0010210616824064944,0.00194543432484257,
SFRP1,-0.06678436026136415,-0.013287830411819562,0.050066514420171515,0.013115426852574297,0.004913710788908073,-0.0015087374546315139,0.06168756611228915,-0.01881307373721824,0.0480167800391729
CXCL13,,,,,,-0.03705668284345138,-0.0108124213031572,,0.021430120312569256
MICA,0.010534174414551806,0.06633903280612422,0.07686230580178072,-0.007299770479087442,-0.04028717160941204,-0.01762772376217535,0.0050163519550499676,-0.015757420393779593,0.03518981103963104
TG,-0.04610764956519125,-0.014339674261713082,-0.02151683195479017,-0.013123569383434187,-0.008526306820217017,-0.0216413877313457,0.053897614771185154,-0.025364878479855548,0.04038596820796061
ADA,0.03561484986351535,0.0021389849502350747,0.011276818951759126,-0.02131373207684939,-0.0312654254023266,0.015101441751144177,-0.042020332886649824,-0.06630647039805478,-0.028834566869296623
LAMC3,-0.005291014622233337,0.007854488268018536,0.03549584004550448,-0.002875684639728402,-0.009609991285747974,-0.05976678102711108,0.08274444231348811,-0.09754030968704663,-0.059207979795590865
CCL7,,-0.010367561580300751,,,,,,0.017326147478391476,-0.006200904688652779
NGF,-0.03332322310479313,-0.023754731580024047,0.03463539633898019,,,-0.014229086179861834,0.023094097736263353,-0.040806019273630534,0.04421311282600557
TNFSF15,0.057276945715681274,-0.011544786890606284,-0.024931355717566835,,,,-0.01528041848938889,-0.03601124019950669,0.00431716684722314
HMGB1,-0.0018768636369244868,-0.012838734767374205,0.0445994449718016,-0.029129176099710746,-0.002612715069165923,0.017291730617215204,0.04623621771863293,0.03632667515484982,0.029641799288529648
ITGB3BP,0.016327324736509958,-0.004738177956168049,-0.0013757749391024783,-0.008411708684997977,-0.0372463237246188,-0.04566736481384975,0.003877253364813852,0.0013133096571151077,0.03104789081607983
AANAT,-0.05972660835946213,-0.01050457646565301,,-0.015127748642463704,-0.02099892701380483,0.023539955718581192,,-0.014420475857592674,0.010839711845281413
RELN,-0.0372895084913121,-0.018233592296559603,0.011238374427985875,0.02752990996747913,0.021780535600278254,,0.0611510685725904,,0.017637887165725574
IL15,-0.03752003465769967,0.01994776583392785,0.025680241431727594,0.04038375387208962,0.12200460443901086,-0.022615720151186357,-0.03727364356384541,0.01683199123403964,0.04829231642566728
BSG,0.08798514152957247,0.06249687682282569,0.08548216750210126,-0.0011709482361183911,-0.02294836804359457,-0.09902112067498733,-0.01270138509000768,0.101690149241965,0.08008261711194699
ADAMTS3,0.01866533161809929,-0.05151590329313139,-0.015070907158247607,0.013754394150966746,0.02350765093903636,-0.027085541300244063,0.09287143390140648,-0.08512718044736531,0.056830841807730084
CD34,-0.03093748548985081,-0.022323259674508843,0.005481854464111255,-0.006596794731550662,0.06686662235649982,-0.06617049675113426,0.05685975525110019,-0.0940539573979211,0.0252014216768077
PLAT,0.004850789760285306,-0.04648545800208457,-0.024913867817150347,0.039339933937973304,0.027995363483475703,-0.035961168804626575,-0.003993490091849417,-0.07483328883634471,-0.04121884950127204
NTF3,,,,-0.02441979510179317,,0.008753636277452717,0.026595102521011042,,
LTA,,0.07560782697214778,,,-0.019475536654754565,,,-0.01940778728645059,
CKLF,0.03960779477095913,-0.020506138873055527,-0.0032534093848189272,0.031625102056335244,-0.013056703284730466,0.011128566410916087,0.0008256236725458772,0.0024388252674324086,0.05354264703359392
CD24,-0.009992508202565729,0.010751448662262592,0.04998316614280144,-0.10943684115663063,0.04345208061133477,0.026267195647717238,0.04858762263073115,0.031046892554800726,0.061033223031620926
HSP90AA1,0.033913345110373486,-0.0013473269500375005,0.04189476364785921,0.04490031873458705,0.08224475176714313,0.018162902892588068,0.02258805410343276,0.06482782300943914,-0.05386332479978708
BMP4,-0.07211960608895113,-0.031002102038581555,-0.048598806956893496,-0.019756570118599475,-0.016595168749464997,-0.03781026266600316,-0.045054264864534926,-0.05758172900282807,0.05559493582165378
SCGB3A1,,,-0.02264560469522807,-0.01276040393972993,0.011284219220452205,-0.027609242181176243,-0.031732607557691445,-0.02857721239910412,-0.05360257985014781
IGFBP4,0.034952832326634174,-0.030081856630968205,-0.047096846330823124,-0.02587989319908233,0.02357326759278184,-0.03562536795068145,0.02341366430467992,-0.13288564533804365,-0.08754208479610393
RSPO4,0.05950888305023793,-0.020339351527015815,,-0.012760402073232192,-0.02701563540950112,,0.014607078589316275,-0.02559683988304802,-0.003094953993642086
LEFTY2,0.003947413727220951,-0.029690500029228052,-0.036313623101441025,-0.01399193693644542,-0.02404233250462263,-0.016583806872132113,0.08881904910600565,-0.044657409815338174,-0.014402794748692879
PF4,,-0.009045493225670123,,,,-0.013219636768059848,,-0.01940778279534466,-0.02634858950496357
ANGPTL2,-0.014125205649239015,-0.003175854760040413,-0.03766991630120998,-0.008291511804422126,-0.00016515526970066835,-0.03296097977191746,-0.014202927907745843,-0.035189558706415026,-0.04434478372274103
LRIG2,0.03128058291738662,0.05288318154844159,0.020569463063443722,-0.042423270369380095,-0.03477448457278837,0.0017458748720625577,0.008379430293520994,-0.030418026000776914,0.07941539835813526
ICOSLG,0.04302876893885419,0.015482519808964632,-0.01411959201313278,0.023489830637594744,0.01679106411659847,-0.0714897673886226,-0.03763829796144314,-0.029052976922845884,-0.004175037074958233
WIF1,-0.05799067121826208,,0.03599921339337388,0.04713046807735953,0.009011160126647839,,-0.019866006186724534,,0.026691959506206793
NPPC,-0.01689203979550203,-0.014031790669765535,-0.02382915967663111,-0.01773383614039401,-0.07584112285388662,-0.02501243900969182,0.034625756817187145,,0.05422860625393227
LYZ,0.04677305457958457,-0.005554779602716936,0.03882221628399007,0.013524723199495159,0.03241918498092722,0.012791265536923432,0.055425701484851014,-0.07581974041380658,-0.028951238333069663
EREG,,,,,,-0.04200596301725387,-0.012680827655791956,-0.02931024757056741,-0.012565691603809473
SPTAN1,0.051836353101059954,-0.022796881864741034,0.033067647484383476,0.03197698273436512,0.041778511867911185,-0.01448931458976248,0.03374827589743172,-0.04293290376899149,0.013284599247945183
PTH2,,,,,,,0.02164488969185925,,
LIPC,-0.019751275780498564,-0.01625542501091855,-0.027510411036852804,,-0.03059424683704381,,,-0.024538783254914678,-0.027772291916336504
COL8A1,-0.007853954510424747,-0.024069896828785048,-0.026310987126211178,-0.02807891648324386,0.02633687566239783,-0.0593788764072431,-0.010336872141761617,-0.14208272692616006,0.13341898142419273
GSTM2,-0.02100864657953536,-0.031606763211803474,-0.015001678601825283,-0.007764773523571875,-0.05411982616257698,0.027997472427847257,-0.045370548820172475,0.023734984448729585,-0.01334240223686381
SPX,-0.03618440018258602,0.04205736900106675,0.08803657687537814,0.04666047694130498,0.009029429216053738,-0.01641386876283985,-0.0062223719346619685,-0.011087353292169675,-0.03336614580942022
MFGE8,-0.00556652931238499,-0.012839324211186722,-0.027757976611168685,-0.015581555208251493,-0.004307208632478269,-0.10655966304909029,0.07678555830931644,-0.04942316931643353,0.020170268322419055
TGFA,0.07543387951374385,-0.04215770798820769,-0.02057973842438476,0.030933426558478,-0.05859921983358177,-0.022329065749706552,0.062922905332616,0.05628077486306812,0.017918535398928622
SLIT2,-0.06735839598206159,0.007018570301878825,0.008383640203173639,-0.03130213912932945,0.049209018399393595,-0.022808191562178927,0.0037771908114269948,0.05485383754280107,0.03787403236884341
PLTP,0.061709997780334334,0.0014120777903222134,-0.009227448224794514,-0.1114939530026148,0.046752300341116486,9.810241029858179e-05,-0.003169952976827773,-0.11093123209554129,0.0025836823824725613
APOD,-0.04392540858895052,0.0018100280857367298,-0.05602109471840015,-0.01626412504444028,0.08334834516432402,-0.005572987131390257,0.097646525325908,-0.09341520852662591,-0.0847034032209327
B2M,-0.05665374845163115,0.02900359641552946,-0.06890614790211613,-0.07449344518058103,-0.03319730294203539,-0.007421205811145907,-0.05391643617061627,-0.1431250024977478,-0.043421849242139335
OMG,-0.03575564934846288,0.0015072645121085037,-0.057656452924379716,0.02082240159643789,0.06611753612302221,-0.02956892319976601,-0.04177721108738969,-0.01799299079512626,-0.007750415212036088
CXCL3,0.039879135298114904,0.01706755669186647,,-0.013650932966832206,-0.014025913146034786,-0.015872995054503264,-0.026739480625477822,-0.014991940754541598,-0.04660062629499916
CXCL10,0.04179111939967757,0.003110479806449948,0.037854052459625136,-0.02073676631161862,0.09794776018565186,-0.017731365232247,0.07311436113248675,-0.05619841742008972,-0.024554359170728852
RSPO3,,0.10014761448156331,0.03469343524600979,0.06988116717455842,0.032623714945473545,0.036834162931990655,-0.0024762732714272164,-0.013831178089546294,0.05962293359226863
CORT,0.033550717940061675,0.027817018669839613,0.024960054612936634,0.06790860745622769,0.019457205980156215,0.015527815169275719,0.06681477502921078,,
NCAN,0.035016072646188244,0.018940901478271543,-0.00458377277312964,0.06455505900090588,-0.047641630088296444,-0.05007643329795413,0.004201792622063236,-0.015347952917228026,0.029769335504684954
PRG4,-0.011080432989832122,0.04546177843225393,,,-0.017136232481070244,-0.020412438391044695,-0.03510871095041452,-0.03133134592440371,-0.03667364693117006
ZG16B,,-0.01203282503917273,,,,,,-0.017245990567921487,-0.022478049154111793
TGM2,-0.07094206663549744,-0.008203374151520062,-0.08662880871168588,0.008100821809790442,0.005177446353382488,-0.08589357839374938,0.025253050992265633,-0.019369979170300356,-0.0134303478042225
VEGFC,-0.04469333070168632,-0.018477773631132195,0.008012947026932275,0.00407004153545234,-0.017488208294816836,-0.012590386171297183,0.016841127621307,0.011949461375315933,0.02739522594510709
WNT6,0.008920777259616902,0.08638634834380499,-0.018195919304853318,,-0.015262825098949042,-0.02571050883011234,0.026918632525639186,-0.020828078063254346,0.041021847731952436
NRG4,-0.04224221962577754,-0.01261779868267883,0.04303558011793318,0.038706908628316085,-0.020402034786619182,,-0.028220379910698194,-0.01383117963969137,-0.0349291968248466
PMCH,,-0.017483189345269514,,,,-0.01940939029278996,-0.016248129599751897,-0.029825277632213834,-0.04473186345186978
COL9A1,-0.028830693338136044,-0.013178369804853695,0.03525458789383444,-0.005275202388985386,-0.02324763361294996,-0.03558548361511309,-0.055555809512356384,-0.03505128969328241,-0.02234432383385466
GDF11,0.011356227304206455,0.02300888236230804,-0.03264548808332803,-0.006139235077110584,-0.02020638111043972,-0.013235667189507605,0.016565907400007747,-0.055684273111359255,-0.01927473388670357
RAET1E,,,,,,,,-0.01517270579155922,
IL24,,,,,,-0.013008856380903593,,,-0.03904968007077827
SORBS1,0.01510087927291413,0.02325287209637251,0.0008129308698020021,-0.004756276087294035,0.05731755898750147,-0.0031098180228572646,0.04890238983022781,0.005566578290850952,0.02558828774737835
DLL1,0.038451619804435004,0.017413390945769495,-0.033436243225999175,-0.01601598502388876,-0.03345551929624837,0.038873081603461306,0.05558044914056253,-0.0088781482957165,0.030187075299505664
TLN1,0.05425325328927221,0.01111126166151114,-0.03719216086303438,-0.021877487927421786,-0.07645580614539252,0.006390062292653771,0.018615732366829202,-0.025599627573862516,-0.029391699442213315
