,UKF243,UKF259,UKF266,UKF296,UKF334,ZH8811Bbulk,ZH881T1,ZH916T1,ZH916bulk
COL2A1,-0.015764109683161696,,0.3167573891851712,,-0.014239181405501332,-0.03390505923525106,0.010977567471162011,-0.020129038929403077,0.0645760914518541
SHH,,-0.010773600369987216,-0.0045271673832405915,-0.014651219444077369,-0.013589770736656376,-0.018555189150177655,-0.05479541511717194,0.06663149049201572,0.0395010373919035
PON2,0.01535720852160978,-0.019199375240005943,0.018710969015080965,-0.08439136081426092,-0.038779483068180146,-0.023893383332404056,-0.05878867247058641,-0.02473109283513709,0.04911955753617009
ICAM5,-0.07513971820885904,0.07059153699319676,0.02267577580873058,0.026645043425859376,0.0003891073054524365,-0.0415195057278338,0.05891302197869989,-0.0016326524964985524,0.04625568980377052
HPX,0.024820005659567896,-0.026213635367828222,0.0024016677461554097,-0.012760402638837478,0.01963848898236902,0.0033374841725499274,-0.03575787092084582,-0.017125530102677547,0.020493722690835187
SFRP2,-0.045103185116479705,-0.0122699632878483,0.05045268426400889,-0.03174409229319793,0.06010865285054323,-0.062470136018509426,-0.04949002052841951,0.01092128284641621,-0.03650677284899447
CFC1,,,-0.005959965316024936,,,,,,0.10350139635539343
CD70,,-0.020855446442231338,,,,-0.01943131392080161,-0.023032476555258048,-0.021101963644298345,0.02668680587347993
HP,0.02361861697398457,0.06785151586223943,,0.017999330167391817,0.026868576708889348,0.09388373553824562,0.00034203436938292714,-0.020689931965551227,0.09036569871476094
CXCL2,-0.006215650416963131,0.006901853641840376,-0.02812258289492845,-0.017733834752489238,0.023874790557279566,-0.04466456867467937,0.045812894456935246,-0.015039163847527343,-0.011561593137168317
NPPB,,0.01028651238312581,,,-0.017488209566784374,-0.03792416442631508,0.022868171536554703,0.24905956869441423,
CCK,-0.035010007578934105,0.03789065239301501,0.02558789980087362,0.037276003187198564,0.06608209951972811,0.025172703626799083,-0.020696214552716453,-0.01820094572375776,0.0028450264702526737
SEMA6A,0.09263524697850031,-0.029166239125200298,-0.00250255818541349,-0.0032285975083784137,-0.029080739700028904,-0.0705497939838215,-0.0063037025934787935,-0.015272747568518872,0.08039424279822592
IRAK4,0.1102395717171212,0.019606474185936883,-0.0418671356456786,-0.03233627913476633,-0.025617374192096806,-0.018419319798058192,-0.0006700175032495797,-0.07492760562964762,0.07370259235191463
GSTP1,0.018102607536694376,0.021723866040637176,-0.05826243588487902,0.00047074835558405623,-0.03261109232616548,-0.07679944276962053,-0.032810669224150185,0.008508179825140195,0.0071509955942100365
VCAM1,0.027395206271827465,-0.03582644357548343,-0.02309509654216626,-0.0768353393990002,-0.04731289464964297,-0.05365351386398966,0.06546176441531944,-0.005579198014783357,-0.008941893541740787
NXPH3,0.016356254007267715,-0.03428405287410333,-0.009506717110788003,0.047106247896641425,0.05664761639571154,0.015322800533001566,-0.024556153906222424,0.008791747516742823,0.061053463137695024
MTMR4,0.0695068632194669,-0.02397380610935746,0.06823310572417655,0.052835297465146196,-0.04128614568208922,0.0010218672040095136,0.054743524453431315,-0.02679530283389826,0.07584120974297132
LAMC2,-0.038575456754096606,-0.024080888306436423,0.03725883422418441,,,-0.017084278643182297,-0.015771344124304337,0.07242615842391248,0.08752253313589994
IL10,0.0006193179270856907,-0.016358449570927143,,,0.02724421518179014,0.0758809949090212,0.010159699783164299,-0.022691617520171504,0.03373728193459754
SEMA4D,-0.04006622699889653,-0.052739863670218795,0.010057325050270648,0.010919768756700424,0.011196233033649633,0.004765294951314418,-0.08466143582273304,-0.08148305602743972,0.012649677648585433
TRH,-0.013683097924570347,-0.02553872150130798,-0.022840099144425963,,0.07202961785117794,-0.060369970850430346,0.09268784397171845,-0.015714755211809192,0.022618132732740714
SEMA6D,0.0923454586554975,0.0022254867088956774,-0.037779930888758875,0.04405741064511772,-0.0625954094727145,0.020003149103374997,-0.029722125191410084,-0.03400073104983837,0.021473083535773863
CEL,,,,,,-0.021238683058541426,-0.03992390802762766,-0.025301521652394597,0.023354458676964108
PDCD1LG2,0.02942310889986193,-0.01348150151261966,0.003846429891612762,-0.013636841022861857,-0.02677876856721813,-0.017397485333694503,0.006870564353927211,-0.059571985711995026,0.06736243936412065
SPINT1,-0.02858227460786843,0.010492590545685375,-0.022645611614599322,-0.00749468951344718,0.035777530535370146,0.004368133438331522,0.06608311172950875,-0.04906674397169744,-0.022968061286680642
CTHRC1,0.010529091899479738,-0.03460910760883378,-0.04763195828550565,-0.0071395945409334265,0.05642192436141753,-0.03634773877343598,0.02738699558544908,-0.06587691180268399,-0.038548995631946435
PODXL,-0.03503503224244315,-0.017193917218570103,-0.024841591502855455,0.03349644517054588,0.04795185101048254,-0.07647842751354081,0.02056849415042463,-0.11514419325082949,-0.013236054469598474
JAM3,0.02907832922384393,-0.006628201986618656,-0.058418314124616524,-0.015959279930326052,-0.019675919161061192,-0.052336379577668644,0.0024283576620691733,-0.03996763748977313,-0.008491506588628427
TGFB2,0.039615690499670925,0.07647774247504026,0.0109517640201654,-0.06318474889349748,0.01660363674007939,0.009342935571788771,-0.03197949038181428,-0.06778708139008127,0.09938136775371864
COL18A1,0.02877458486520516,0.003540569042669328,-0.01976120382612557,0.06329462434700685,0.02121567541068747,-0.051239887225040553,0.05330827428545358,-0.1187772908216984,-0.07292818870354588
NODAL,,-0.00721968695987888,-0.048995087609113926,,0.005159865302630373,-0.016069002030814645,-0.018035714878813162,0.09456361796553701,-0.03981871744953541
INHBB,0.08749728486588655,0.029347359826287632,0.0038771663459388284,0.0201962190576419,-0.03564656327032469,-0.05388589593353196,0.0003541939007040009,0.05474224204017614,0.11226249423380909
LCN1,,,,,,-0.015175139954286921,,-0.01589161580653943,-0.02359244572004527
ARF4,-0.02222853630679109,-0.03711412740595715,-0.00539773799727221,-0.028209511760728247,-0.05717401332648499,-0.04693992742513557,0.0434093541151724,0.009700813159042655,0.0253939053520794
CXCL14,-0.019661362713256855,0.013152165620099888,0.019863848489435725,-0.027621525955834853,0.016977167012243985,0.06637127310039495,-0.029762997961807203,-0.006856615029859561,0.07119155598446983
LIF,-0.023505331800157014,-0.0192337419682306,-0.022087825931030366,-0.015127748642463704,0.017476941889126445,-0.01837211606009251,-0.03709187394334067,0.10954263646614348,-0.02795033180369056
IL17B,0.004572117345109565,,,,,-0.024297773269927575,-0.022438105224374724,-0.009912176881282701,-0.026674503329238465
MMP1,,,,,,-0.025012437388102084,0.07694354552919482,-0.04629409011823093,-0.051457539445917556
MATN1,-0.036328547469305306,,-0.02132338343196962,,0.00928343498759615,0.03757211399621892,0.010030242581677598,0.06808752036675901,-0.02430874273725176
ADAM28,0.02144889734814129,-0.009335894877816905,-0.036051406601087105,0.039657542139981766,-0.03978156852829107,-0.01492818910130044,-0.012955573226705416,-0.01453386563101104,-0.009926516853556267
TCN2,0.04389420032976562,0.03745060096473148,-0.03387558191628727,-0.028399145246059784,0.055977988540350875,-0.07023822647113827,0.046439073521524536,-0.06007876919294822,0.021550449155147585
THPO,,0.03319009035951014,-0.030322780997872507,-0.015741859034103647,0.1513134282953058,,-0.02005975907698964,-0.02068993826401517,0.13052320280584892
CUBN,0.13796293665250728,-0.009855839436079124,0.0013224139127463927,-0.018691997912565154,-0.041649748068316915,-0.011776502964240113,-0.028251151008211326,0.005178846251254874,-0.021465401815109
TIMP3,0.012419699137157033,0.03267000265724954,0.02234422531650303,0.0072126971655221825,0.04838145459223986,-0.021434600772631752,0.036241528651378446,-0.049506143492807284,-0.04680635649869018
PIGF,0.044426864306194296,-0.021053501385023463,0.032385829532431826,-0.03561939498854335,0.05481565093952899,-0.059301794357017115,-0.010300694395901077,0.01537835835260027,-0.017209078302239132
CRH,,0.0827933427694604,-0.017969391970933998,-0.006944527749563242,0.015508056223410609,-0.04256937351320524,0.039157433601349594,-0.023565232315678173,-0.023455021546650502
BDNF,0.019068545858688283,-0.022359256512889045,0.01875478585147104,0.02152569452657801,0.10974449726715302,0.02022395620936412,0.14376743647901707,0.0534629893746867,0.04571789966168849
CCL5,0.07964549878800989,0.015563632001894773,-0.026248859079894757,-0.023601518946739827,-0.019317161732788846,-0.030872412841995656,0.01816786201844622,-0.08345348263820836,0.028294305953118826
GAD1,-0.08164017494006953,-0.015591954647996047,0.035156141917607825,0.05451673290005909,0.08534820284600732,-0.05290861924571702,-0.01608500639500029,0.07731784922125193,0.013866313735609032
COL14A1,0.0010817913759748558,-0.00912223704013635,-0.01345221081790218,-0.02061963235508036,-0.04770102323079854,0.08482786552326387,-0.017391528423569957,-0.056710564646634806,0.01779137911998709
HLA-A,0.062144187034961364,0.0030835898894837283,-0.0605373415149534,0.003451387942976039,-0.061892391480065236,-0.0024956003281183478,-0.04486506807169879,-0.042609010676884856,-0.03625993889531723
FGF18,,-0.009654624940077012,-0.024931349635475924,,,-0.023688448597199725,-0.02807792190592397,-0.01571475647259167,0.05814077013928555
ADM,0.039139268461298955,0.04656754299636933,0.0005891917078373459,-0.021310528621410123,-0.07296526353568833,-0.014287022439657723,-0.02889518425657753,0.07370465426287899,0.048806800398097865
CCL15,,,,-0.03817230090623089,,,,-0.013629407068691179,
GNAI2,-0.015135372136250047,-0.013204632646700618,-0.06887041002222447,-0.03395206950182563,-0.016803423119761973,-0.03005662260460974,0.007176639272524594,-0.09523846297963191,0.04472257587338838
HDC,,,,-0.01916368862066553,,,,0.044615396292646325,0.07932354800070321
COL11A1,,-0.0019021814766073668,-0.013161590799166515,0.017517361865145624,-0.042903663353491835,0.009700190076416877,0.00011510805516614557,-0.08439319076199363,0.06754685072824869
NUCB2,0.04594270766813013,-0.014658506558265939,0.05609147485202554,0.013606531201962003,-0.02127301070392805,-0.032345705682633515,-0.02706343435674542,0.07538838316722889,0.0483407713779166
FGF16,,,,,,,,,0.06492921752015952
CXCL1,0.06105897017300709,-0.03196158829612272,,-0.014325185700944359,-0.019317165007849725,-0.020608329695673725,0.03544893214632935,-0.03428640311173142,-0.026369544540983524
VCAN,-0.06261929357717408,0.02251825692657977,-0.0239881752800313,-0.025404387244810138,-0.05803581588831706,0.010908176499702585,-0.026703788507209385,-0.057851162941913795,0.05313074249173731
MMP7,-0.07596359131811549,-0.019194051115941746,-0.022087819731087102,0.046009474072867096,-0.022008105315999022,-0.02769077636707664,-0.009334727480144165,-0.08369925788380686,0.04822055799196264
PTPN6,-0.05551688320121532,0.019493590177868465,0.0018189328823842344,-0.03428967533333702,0.03163542041829977,-0.011733841034307083,0.018861708660249183,-0.06477674145750922,-0.033791294485431826
PTGS2,-0.030490748936635656,0.00204849593580982,0.017509276595808743,0.046205017360892844,0.033598897162643686,0.0050634991704752485,-0.014086842060134244,0.06445429880399728,0.009040421555120476
XCL1,,-0.010504577457425102,,,,,,,0.058223627667562367
CD58,0.05675164803461337,-0.03473436072792331,-0.013717241087747944,-0.012818143322735785,0.008165517472036546,-0.048940121186702566,-0.002259793176931793,-0.04119773644176667,-0.004358128975493698
TNFSF14,-0.005039159994003667,-0.011145433770651731,,-0.01399193693644542,,-0.025825325308552718,-0.006862698985327109,-0.03268983739588282,0.08631575338723951
CNTN4,-0.06009799482994882,-0.018878615571507763,0.005569143593670412,0.05828068712666693,0.006092859576834115,-0.03599752120149035,0.032693218780959744,-0.023191283709748208,0.03810857766187405
NTF4,,-0.013287830463621695,,,,,,,
INSL3,,-0.00965462304637868,,,,-0.014990410594063999,-0.02346144229687705,0.0034006596028035236,
BTLA,,-0.015324820857588833,,-0.0178681820276291,,,,-0.01804497893450927,
MFNG,-0.036829951379517285,0.0006757989453364646,-0.02602147532556001,0.02628401933557144,-0.0242174451408079,-0.01996655608362795,-0.05407138418235653,-0.003192185295313536,-0.019732601652025065
ICAM1,0.006792173902972225,-0.022998610866517086,0.030002455983858492,0.04222699237950952,0.04495780496660692,-0.06382840259364891,0.044238833117407,0.019537928467832266,0.028839815811275402
PROS1,0.03897921584192063,-0.004037850109133578,-0.05108602603326866,-0.01973301236741817,0.06934852099754124,-0.029619048320640686,-0.04840278668117443,0.01656074063796743,0.04994782527166421
CLCF1,0.0074279974348822496,0.00444350917821983,-0.0026370991174428475,-0.0035584249760242034,-0.00861249929776673,-0.07560710955554861,-0.00886642622884039,0.09765627167202554,0.036177880112202104
