,UKF248,UKF251,UKF259,UKF260,UKF269,UKF275,UKF296,UKF304,UKF313,ZH1019T1,ZH8811Bbulk,ZH8812bulk,ZH916T1,ZH916bulk
PDAP1,-0.029719152929003644,0.026605230438313213,0.0013850108110188839,0.08345800610895486,0.09188681978748733,0.02818253993863518,0.020934374773362466,0.01378289575905826,0.02450079166729697,-0.0641037156099181,-0.08615001265209574,0.007296123423518103,0.012460028709981176,-0.020725665675514326
QDPR,-0.0007428290480602743,0.08135921126947322,-0.044295652655061656,-0.011589133763445659,-0.10278513035092844,0.05967279520450372,0.007241637698643739,0.03320083586967699,0.09939164552233093,-0.03081024988488387,0.05501250606768016,0.04349521053516888,0.13666217790521734,-0.07127413061332671
POMC,9.797381038440657e-07,-0.03023937452155479,-5.2826954910411315e-05,-0.05418130297518792,0.0074945816201647435,-0.033439321906840715,-0.046872814839035735,0.11166157200970886,-0.022929648879167968,0.052103453805672946,-0.042357361827171966,-0.065131132578052,-0.0036331651392338972,0.045122846795595126
CCL18,-0.005356295971060485,,,,,,,0.011140998873266243,0.09278458690891235,,0.04921592203602807,,,
CCL17,,,0.04235094830577807,,,0.026539047256845597,-0.02533366401759844,,,,-0.026101079778482084,-0.026793621781343358,0.0698459866708928,
VEGFD,-0.029260778759150473,-0.024375760308217597,0.007116047585481215,0.003165662581093813,-0.03928672489793412,0.06357774550921193,0.013534801054460355,0.016243902197537095,-0.01549219767834971,0.10135351234793173,-0.01808101466062867,-0.028259001146206168,,
TNFSF13,0.04017830710473243,,-0.029929421299186163,,,,,,,,0.031217490997224373,0.005732375677253593,0.059236149573844925,0.0045586198533376105
WNT5A,0.004955153265049639,0.031539192355344,-0.0018738928981301651,-0.0649279702545974,0.08874617221587927,-0.018688994643822492,-0.04047973673474767,-0.03726611830362817,-0.02379088154010524,-0.01090988021717301,-0.0031362075384968637,0.010921525870612521,0.036916992625590755,0.053437715296285326
CXCL8,0.02244942652224309,-0.022824017155224273,-0.0144386009664069,0.02631760635468664,0.07634691918008825,-0.03726113043887536,-0.02462750987087548,0.10559072384437534,0.04717469671102601,0.06825271490451668,-0.06117605211410084,-0.02505652994648446,0.05923217906075162,-0.017696530466472425
GRN,0.05079905396518214,0.008550086131344517,-0.01129382732394883,0.014755487025337166,0.08797787858084193,0.011322127731989522,-0.030967175458356946,0.027462422311517534,0.02457098123331485,0.054941618141542525,-0.02190374909457621,0.04084548882128623,-0.03614750331235698,-0.028723493999773517
MIA,0.024984741848015947,-0.02167809655238596,0.0008301014570361426,0.05501312630347057,0.11834866731420336,-0.06825480854550178,-9.50325487540195e-05,,-0.02101020327038118,-0.044830002523149885,0.05931650690517455,0.06386037659882522,0.21118979794093187,0.09578398073452513
COL4A4,-0.015677651817236356,0.001097009693392058,-0.019005664910476054,-0.019430095341972927,-0.005774016471381286,0.0051001646136292714,-0.023712001468543128,,,0.03781083254564603,0.08416744839883027,-0.041273408491048685,0.03826334599811372,0.03785563324792168
TAC1,0.011225664265840119,0.011567128045455696,-0.029176677185288005,-0.04236556304274575,-0.08559470250365878,0.0017974873911644081,0.06463161525417274,-0.09513997967414597,,,,,0.023917826756545416,-0.1055072728159794
RARRES2,-0.028581845912290075,-0.05797392260853248,0.025852817733404393,0.06810577990896387,0.1138456256524556,0.15547503329774784,0.07736221006850759,-0.00869918611389707,0.002039628784291489,0.014617715240404226,-0.019680073316374114,0.002565628431848931,0.055797973670529445,-0.07682954909176808
FGF7,,0.020033173755336375,0.017832992541295525,-0.03445696290572927,-0.046450679147951236,0.014292521664784685,0.0297642148229162,-0.031616900256271716,0.0016313947067128753,-0.029622392153182277,0.03735521495548986,-0.010967981048310241,0.11093837054173947,0.09969181981942964
EFNA2,,,,,,,,,,,-0.01718479439778797,,,
HBEGF,0.035006623424181565,0.035793716531334174,-0.009510954438246033,0.09145950453370805,0.08274635382926554,0.01666405198480433,-0.035260089958189425,0.07336791981002938,0.04335734283986207,0.11513127899476758,-0.018311928141770722,-0.018888259683025817,-0.13492325003312408,0.11029571607562275
CSF3,,,-0.051717045539486514,0.003430919497129865,-0.024449115595370798,,,,-0.02327433507577657,,-0.009888822997527249,,0.11713195912357724,-0.021648194715641566
PI3,0.05059268222434313,,-0.048489406305127415,0.002117187981411151,-0.027530026853784854,,,,,,-0.07049339401210687,-0.02276555164423819,-0.0698550122646056,-0.10825162398500626
PCSK1N,-0.027760204473335562,-0.07064494628394166,0.008030185920859962,-0.03291247626356279,-0.006053733881477368,0.012371042801500656,0.04730646181374438,-0.05754056341679822,0.050791767513531615,0.05838130644196721,0.031168174899732646,-0.014810803208380732,0.12811510998623588,-0.09637302692655841
NTS,,,,0.019669219598508095,-0.03005090408419373,0.037526328451723615,0.001743014075202889,0.22706649210452945,,,-0.020936410928281936,,0.07558288502569253,
SFRP1,-0.006907402067439365,0.009580785727595976,-0.013833405544906684,-0.0042320826357439825,0.0030039964010371806,0.09263240129930098,-0.02857426591046732,0.03873488126485142,0.005151421631266239,0.029761767892385573,0.04913717044272782,0.09218761058113144,0.021958938791249938,-0.048724361010463825
CXCL13,,-0.006295048393567177,,0.022057336497947805,,,,,0.07134195871234844,,-0.04415263567815942,,,-0.04990182978856334
MICA,0.018856537030520877,-0.030198898618550227,-0.05344210937160957,0.05842547795802621,0.04867205460583138,-0.014074441976325128,0.018907387313587265,0.024669385804379863,0.019980938511548443,0.017668136644160583,0.010247744795821983,0.08499728578764551,0.06470879640426394,0.09479522075811962
TG,-0.030364092330463593,-0.023141895727690983,-0.026558053640262893,-0.0019502354479553397,0.09034243645333002,0.0009953629157863078,-0.02427962947088538,,0.048195141548797504,0.09549860411024769,-0.025785478751796993,,-0.01441121273554834,-0.05962490529776388
ADA,-0.02829408083978128,0.06269440996672372,0.001885583548169392,0.020446558945753868,0.06198714562273812,-0.014456742216894632,-0.015873545816538936,0.08041104368379076,0.019337679974948264,0.06425650586349045,0.09624845003907645,0.06341572141186055,0.06037954488701281,-0.032341435859227954
LAMC3,0.02881454507595196,-0.0007035726312267464,-0.01274492883403484,0.031361598255148025,0.13893088661111944,0.0034143388757757248,-0.04018565973476168,0.059958857714555974,-0.013009512943053596,0.08515141612510219,0.040487811611689885,0.08616810295159659,0.026038345114032423,0.07258345009931569
CCL7,-0.01861232126573424,,-0.02953904448350318,0.01831273165722779,,,,,,,,,-0.04706871665600824,-0.05633511357011098
NGF,0.06524615636445512,,-0.048636164105910026,0.013899440712867937,,,,-0.030434106496655476,0.009691381065101113,0.02994040129014427,-0.01695380184963309,,0.007474572153275943,-0.05695837800532606
TNFSF15,,,-0.013279141828372334,-0.028589880495159443,,,,,0.03676515354846234,-0.007225043877662134,,,-0.0360669136712634,-0.0167899908235897
HMGB1,-0.022339141780172236,-0.009598894706934064,0.037341815959859435,0.08604471384593658,0.06528873595610198,-0.02683151441703335,-0.04892189004508784,0.017631939825922545,0.05791026215618894,-0.07127788768611307,-0.022914074013889455,-0.02751383809722228,-0.037188902900932,0.052482468353540666
ITGB3BP,-0.012139967850570525,0.0006577233229189139,0.030832066692498668,0.005875290904356612,0.08119827565766287,-0.006163323180714809,0.02541181837131282,0.09916618194519232,-0.006688692396159204,0.06243634349452089,0.03976749950650503,-0.01754627663371475,0.03449866592371532,0.017830367041992718
AANAT,0.02549263718396049,,-0.010470627142780133,-0.02576119216553893,0.050268934987141974,0.001778151363898279,-0.042589438311055695,-0.02861253593514387,,,0.08172253365353511,-0.003266657603729139,0.02702675522058043,0.06564711234227542
RELN,0.03545311277392762,-0.04790567168029655,7.090014270997703e-05,-0.0074389130133736105,-0.04135276445977712,0.08157540685289404,0.010273416356112574,0.009494031555669266,,-0.003200970185941409,,0.012878609618327645,,-0.027854990744629486
IL15,0.03506340790177571,0.05020452412559737,0.03954470775596138,0.09347489872098314,0.0714307481685239,0.025417972529064022,0.01162405134241879,0.020821457203315078,0.0581519284613747,0.02831059051957859,-0.0013059905431882404,-0.00419228060424597,0.06407232024467187,0.06121226398337655
UTS2,,,,,0.10125040984452023,,,,,,,,,
BSG,0.030665475432792605,0.000888593182254568,7.29710069420255e-06,-0.02417818963446657,0.013706560320348034,-0.08586632236339953,0.04327498183140385,-0.02039130123895338,-0.0515758819159024,0.06558283517226085,0.04141134671667267,0.08653015075293961,0.13841376081913068,0.08784248387216397
ADAMTS3,0.030359185132758253,-0.009503741209645283,0.0025346959703275557,0.005812927682901106,0.1440719030532546,-0.02126088070162507,-0.03132951118299547,0.004377607004815524,0.024068677455352544,,0.11186666091068669,0.09523804181040926,0.11566596897017627,0.018992813477111053
CD34,-0.0062924710660197175,-0.038796932770453485,-0.0037503585648400927,0.0322031627245293,0.08621224360232661,0.04999977430681357,0.032749154403513954,0.0675595879503993,-0.013629741117528802,0.0727769735834682,0.026675196663390147,0.12616025657876245,-0.029706445508138377,0.05215879452840028
CCL23,,,,,0.0055165585523687345,,,,,,,,,
PLAT,0.005290686198548866,0.05117749345154409,0.032340507219327984,0.03392907703803916,0.08548377711872442,-0.06658202534271264,0.01760736067394406,0.056673550368810575,0.03386621358629259,-0.06711471558757705,0.07612917567690501,0.059605172015900466,0.03273895359444137,0.05527540261657821
NTF3,,,,,,,-0.00929763288585621,,-0.03157078917748314,,0.09001150141849051,,,
LTA,,-0.017018622858724977,0.06368969148919391,,,0.06982735619480318,,,,,,,-0.02111516080662302,
CKLF,-0.0009108884407258378,0.05525616597237159,0.010175138811828915,0.01496773458158699,0.07173551635808596,0.05396770945246589,-0.010969563565707366,0.05393715946462075,0.05139848694704294,0.06331281298289308,0.079984774137847,0.023824110048832635,0.1692257832397012,0.10287228851360598
APELA,,,,,,,,,-0.013077944915843973,,,,,
CD24,-0.02377183490171643,-0.0042607581774304825,-0.029697877946776027,-0.02100921285951806,0.0414105540071099,0.10253520803531803,-0.025772642145359202,-0.008199802107437664,0.0530816057656506,-0.020668859883471023,0.01775211663277386,0.07816249754179139,0.039048393564448634,-0.08373813907737457
HSP90AA1,-0.03521056912337144,0.03283755139571088,0.016785055678791506,-0.06881177363477935,-0.1140119777990035,0.12598574039867066,0.04929822535743828,-0.06872172095591399,0.017257447588984197,-0.0414123328081447,-0.0692365901652233,0.04928916565607253,-0.132516132532892,-0.19376994310184817
BMP4,-0.002823458899009172,-0.018040737862017344,-0.048045890096767595,-0.0034830027185096643,0.02237852415031719,0.016015781776066468,0.02512947913157267,-0.045637615676410795,-0.046091944656251715,-0.013032337837194662,0.10457424085742095,0.11420904795663049,0.009249589357356737,0.0023371559842265068
SCGB3A1,0.017127668239025104,,,0.006286104795176983,,,-0.03693960792617536,-0.03962307122697946,-0.031030167691841096,-0.016734837405207894,0.018532524578186868,,-0.016944298054359964,-0.03561110221747759
IGFBP4,0.02509649714163523,0.06067669065737476,0.0213355094378248,0.012631342488297165,0.05900364999694361,0.018653938510909154,-0.00047733259902641437,-0.025486531930036836,-0.0021747251741842393,0.050040121536017196,-0.018920423127691478,0.05316018178906262,0.00749794927535771,0.041614887454455955
RSPO4,,-0.02751254755599991,0.01978179978631768,0.04794406345332634,,-0.044630349357541184,0.06827317565877705,,,-0.06672429954974912,,,0.039760219711064596,0.03841608125856758
LEFTY2,0.0009175989449549247,0.0015102195589667012,0.024247366241759768,0.0046367751258441555,0.0942286096860324,0.008020079064353355,0.003995242757596109,0.004900351455194585,-0.01675858087863057,,0.02124308299515058,0.09388395323365673,0.049723512807783816,0.03234464619278803
PF4,-0.01930729366791187,-0.01548075056278267,-0.025772234357979613,,,,,,,,-0.015751053824314312,,-0.007394936137092172,0.014941116300013253
ANGPTL2,-0.03310551801392419,0.02569301087343482,0.027479543211057497,0.033947310265681686,0.09574555865011267,0.04937780561261989,0.00914361011140778,0.048918276824808406,-0.0030288449409042726,0.05443994030794349,0.03168721593153171,0.014561913199475187,0.010270545434686012,-0.020073261409837565
LRIG2,0.01177520470282355,0.03815590824403937,-0.03835463793790699,-0.057229237905348326,0.08695763387555583,0.03423550992711134,-0.06377762198036688,0.010386559682216486,0.039621209205938215,-0.004572215912085643,0.03948994506896202,0.03934519047111262,0.11054785488153346,0.016357686340818293
ICOSLG,0.03079050696942378,0.019861779267580003,-0.03191943136879504,0.020754086453106314,0.03697434584449026,0.02741843317296397,-0.0009607470362256521,0.03361222771214906,0.04192765825420486,0.10039442729592236,0.05578081570559548,0.09462263592831467,0.11008704354317624,0.03379482474479048
WIF1,-0.02462717187767772,,,-0.1051911592981993,-0.07302006588248237,0.018412029887841453,0.058578615345648316,-0.03818775443911714,,,,,,-0.05855311947304218
NPPC,0.014817018447982331,,-0.016292271310750988,-0.03123499959806148,0.0025278041943290652,0.007344168499607635,-0.04158026855648143,0.03847743552155865,,-0.02199125218210126,-0.02980204978633882,0.03323087669214165,,-0.04681709975781058
LYZ,-0.018380023091699293,-0.011226168052316991,-0.006526593961731172,0.0523916650709178,0.09118785870889828,-0.025032154729778575,-0.04527031149796495,0.04212347375175972,-0.0036740653859569125,-0.050317320076515244,0.023896899340605734,-0.019409187494805753,-0.007620262954289946,-0.04056997151325103
EREG,,,,0.07182513742230727,,,,0.09696273173207774,-0.019596544663907117,,-0.05004964932361195,,0.0017594378853175098,0.011414750646637582
SPTAN1,-0.001632360639267345,-0.01852299085645669,0.040021762012733705,-0.05584444632957557,-0.07315608559011726,0.025254587806439358,-0.03652865772569282,0.01880721372896396,0.05437883706794009,-0.03923726305067538,0.0709939215569925,-0.004836340254275162,0.10821458383705487,-0.05032927511290317
LIPC,-0.009271362587095605,0.03234000910478191,-0.04003688027287214,-0.034280636416051974,0.10654064926049779,0.0712289155841211,,-0.01498422587437843,0.1042098869928703,0.0331460674513078,,-0.038594572959158274,0.04084561940530901,0.03664655630313163
COL8A1,0.02505815216637329,0.016151605676518375,0.0006123927809346261,0.07798764929185549,0.0506554544114984,-0.03885137477089901,-0.007833644638828451,0.009856079594202536,-0.054286197882918,0.18072800089778915,0.05581064786520034,0.05492788129102414,0.018597879454237215,0.09606297973981666
GSTM2,-0.022532001759343067,-0.03392232285770714,0.02030356173354207,0.09773922890292012,-0.002434493778154974,-0.024891992277317525,0.02120608100062217,-0.026150546415342774,0.010826367236318576,0.024021500835126434,-0.003687302826891018,-0.04635518977838745,0.12293693235623453,0.12019527590770036
SPX,-0.038229440260460164,0.03811968894975594,0.012970681428000166,-0.03239764928437988,-0.03676739797081105,0.06087861005180755,0.010197912454362693,0.018430735041304443,,,-0.01955694660033123,0.00844628794186981,0.13581948649403072,0.10458739155213857
MFGE8,0.05875632435533166,-0.0037266605217488183,-0.02379448765314048,-0.03870302697927365,0.02748351451544087,-0.014434168514022882,0.014488904124920108,-0.011612528421980902,-0.035053517102927395,0.03747607951836131,0.03205107495206131,0.07048064080698739,0.046937288083251885,-0.022443975705525143
TGFA,-0.04167565336167398,0.04732597172099641,-0.009431346448561714,-0.05751581361603631,0.07047823715187829,-0.055576902094179995,0.010441774525800335,-0.01792386619526056,0.0034932829339771347,0.07888502598566106,0.0027695053847764783,0.03609485870265248,0.09412489351898094,0.02797804818646211
SLIT2,-0.021881582726806174,-0.032467447677426625,0.08112035978454893,0.018386364953848457,0.0148083274943173,0.030827209101446214,0.04784740945784601,-0.004666114711605254,0.05427274713372416,0.03211381842741258,-0.004453200994672045,0.01898388603997104,0.014782218714539327,-0.022537593690783526
PLTP,0.04013181479088229,-0.017903579902797187,0.006651357120522999,0.08157535365066305,0.1218695622455437,0.09325979288613176,-0.03481137857502339,0.05729567025091709,0.05077888165235492,0.004575704836134784,0.005235812331484752,0.013543648719356231,0.06802289273874673,0.01321399661779169
APOD,0.020080408233216312,0.03460881772442389,0.0696155355593147,-0.03905678127580901,0.08911375587818278,0.0506428839785995,-0.03859239994265452,0.014146940355641353,-0.023620089613363083,-0.0223342733970605,0.04438636782151368,-0.017080545483192672,0.017943260252038816,-0.018828819113025707
B2M,0.037548194368438925,0.08062951495315784,0.023659384190309767,0.1228090094890186,0.16216080177627043,0.21301419516969267,-0.045336963533368434,0.06269320295547108,0.03452050424832591,0.09658662722253077,0.058941191939065676,0.07069998653193188,-0.045614690322463965,0.02961954517357313
OMG,-0.022316833680963568,-0.001737891266221198,0.051767442613711905,-0.04031577371446544,-0.013606089867746075,0.07235916286366272,-0.004982770569654601,0.0156412905024983,0.017890994815102732,0.016394303554225925,0.08129483940116529,-0.03550202152942306,0.17424176326848007,-0.07742065850531876
CXCL3,0.015944979224227312,0.029061463555633757,-0.035133908855690316,-0.027329770650607304,0.0396574811367999,-0.05221704509032601,0.043250552534664144,-0.005727067992877828,0.08809958404278645,,-0.008236992260999085,-0.02333921131703308,0.0511630698927861,-0.08628484037251047
CXCL10,-0.04496050121003489,0.02029702086138349,0.03923475439339817,0.07919269533116471,0.13732541037502546,0.15294553308223824,-0.02393324946791874,-0.02300905330078187,0.005662775645009014,0.026672179622961385,-0.021126729353599855,-0.03144289601765171,0.10778880248202649,0.04014021433422103
RSPO3,-0.025282471028737142,,-0.020115694086749646,-0.011290303434268652,-0.03621344972244272,-0.01264121699707928,0.01797006223692108,-0.06723980823354138,,,0.09155509099496184,,0.042585379526828344,-0.05193384449148365
CORT,0.011952899573268633,-0.02764764019290554,-0.007152441608435888,-0.00438236112559127,-0.06267548815529775,-0.03459908503024339,0.023477595715125775,0.04886966340335355,,,0.03424717235839367,,,
NCAN,-0.04075268437254146,0.002961503649135716,-0.006440180408269594,-0.06618621043606138,0.09148078584869346,-0.11833103597627069,-0.004936387525603956,-0.060535129288808345,,0.02808828044801266,0.06274657690451149,0.06862147104157541,0.15329830584105497,0.02915223880049148
PRG4,0.009417765218186106,,-0.007613153208850186,-0.024544797467005913,0.020367139815636107,-0.013531943904259405,,,,,-0.007864864501104022,,0.11350252809022413,0.06328473738249608
ZG16B,-0.025809669457473074,-0.01862856723713611,0.05570974158733227,,0.00011482420982662279,-0.030490978328826347,,,-0.02210761180519211,,,,-0.045207332681146094,0.03432266373346986
TGM2,0.06868140772935293,-0.0025407342322670244,-0.0037816312680467455,0.059923190147569104,-0.0027824610554469213,0.020285174352889505,-5.0787750699133126e-05,-0.02859475010587989,0.09172954146924502,-0.04521802647205505,-0.009537934714011443,0.04268659851828479,0.015498216185101296,0.043126608537224435
VEGFC,-0.015860210833265612,-0.0239197977097523,-0.046316366169982366,-0.00806063960948425,0.10515805794019917,0.034454532677857176,0.0549677794075438,-0.03537767945764474,0.011288275423906063,0.10406286648309185,0.1175463933464802,-0.030784804314175348,-0.026169774548763142,0.020847119632049393
WNT6,-0.03003056889973972,-0.01722763789294207,-0.018201674679317277,-0.011782189196634377,-0.017549799083190713,0.06469668185050824,,,-0.024720829013410883,,0.022781362444594534,,0.051250553634488404,0.02342401892331781
NRG4,-0.017142601318468287,,0.0004736478353015377,-0.034960854206314944,0.03083327168915565,0.06077658580754155,0.023962827096253345,-0.03941282829623629,,-0.05325389351069725,,-0.02471975320879532,-0.030340481039423835,-0.036979405467936634
PMCH,0.032867389162028346,,0.0004529345434790568,,,-0.020503196287479347,,,,,-0.005229275040963262,,-0.004740995935729309,-0.009135338849347967
COL9A1,0.030722299796857273,-0.010094734945573502,0.0359606922142001,-0.02130386345092997,0.036802045235069504,0.011323715109018343,0.00036616281768144974,-0.030873788649951116,,0.10136172147280553,0.06822762955419966,0.04725593038695903,0.16684101057920572,0.13515436509815987
GDF11,-0.003345755610134145,-0.03423564863880296,-0.018413237470204256,-0.04247001356345861,0.06078696517418262,0.05128910084665943,-0.01949386243453268,-0.006262812204711878,0.04582506286686021,0.047117791825075694,0.0032590479301074196,0.07188851191422502,0.15659376628523375,-0.023804150809804202
RAET1E,,,,,,,,,,,,,0.08331524131469417,
IL24,,,,,,,,,-0.013940984322082843,,-0.015499911279215833,,,0.013262656480848728
SORBS1,0.00744811162277029,0.06204692786758184,0.0074168868145956515,0.05057055851116727,0.00696186309417227,0.04266122559905409,0.0030096427110192594,0.039097236804983296,0.01296988919719699,-0.02173689627829784,0.020436098973428334,0.043097219671046294,0.12055052844129469,-0.0004811719834372574
DLL1,0.010438622393022838,-0.026506154330060358,0.03943295826085144,-0.04799152084470908,0.07573017642053981,0.03618627801886233,-0.02511543151392408,0.017734526658977495,0.08606230918130124,0.018142195339332194,0.057746157402630706,0.017195679753012564,0.0747647154258972,0.022395209940215738
TLN1,5.3390557349858935e-05,0.036227513681301775,-0.024718432196141192,0.08647447005914062,0.07777152236161629,0.01261704254819163,0.061180723406047945,0.004163898245874609,0.0036578895789758756,-0.024869216291738563,-0.0495149511521818,0.03598703785199666,-0.05721875239842711,0.07052214151608568
COL2A1,-0.04827021427422217,,,0.04431285339192944,0.02524165459502635,,,,,,0.03348054785438012,,0.0797336938647397,0.04131988956731056
SHH,,,0.008080959621779616,0.0567094399712595,-0.022762578725690635,0.030759489791934616,0.03588859084862565,,,,0.009276455515114202,0.06968251875212342,0.05265862256510019,0.024605923863914813
PON2,-0.016102020027762655,-0.03767276254947708,0.04829274001902573,-0.03476183580671028,0.0423307198618838,-0.10423254461499785,-0.0013341975716982244,0.05222397972779463,0.07289944726196361,0.004922769067383755,0.05295009086898671,0.009939038703861707,0.17058144572605702,0.16073260830846703
ICAM5,-0.03504129915698109,-0.022175839015921614,0.012872930459721897,-0.018102609937894133,-0.056581969701931724,-0.009668391534299936,-0.023765979126415655,0.005381287368473042,-0.013196854571816739,,0.00026197648503549877,,0.09422427378836933,-0.11479510301680651
HPX,-0.013584186432435209,,-0.04507770061552123,-0.010108261651503065,0.06898320414995635,0.039673370876221366,-0.03736434592188974,,0.06330901384337517,0.04870021868471851,0.08448511144711686,0.011958617562682766,0.1578694539574017,0.051968184630709104
SFRP2,-0.024745128249033695,,0.00042604095944793335,,-0.023109218519109055,-0.01981263388914142,0.037768529489185375,-0.01699586767661156,-0.013758520111170194,,0.012624979171371422,-0.016700979332302808,0.07877327399796998,0.03575706060872148
CFC1,,,,,,0.06016806962325958,,-0.03215950841167085,,,,,,-0.06256805346007503
CD70,0.020665764979070085,,-0.04988563015476102,,,-0.02790092632070353,,,0.03522732461644301,-0.009554363934437433,0.021291976010487754,,0.044790108938947484,0.03992976688571821
HP,-0.031824495888553836,,0.02401387291508224,0.12374447695634644,0.04295616563731562,0.06975979884768821,0.023276718987238067,-0.014600541989483335,,0.0478882566344579,0.03160334853383217,0.12735528883191946,0.015915405900816477,-0.04421165997832141
CXCL2,-0.013411529446342944,-0.04373126770752748,-0.029471294047091107,0.004563099443325718,0.029876906467401508,0.005805254025934958,0.0062839997486981,-0.05407232939401128,0.03651964372968833,-0.032641126105099505,-0.020912823681115585,-2.397519200601613e-05,0.053042543358911086,0.001365525653200944
NPPB,-0.02401169341794087,,-0.05146146241978851,,,-0.033601122728069276,,,,,0.012849978348253915,,-0.03165302739609546,
CCK,0.010637475885981065,0.03377710331423505,0.05424009559702977,-0.019343520856141036,-0.1387672045708732,0.0305576474106059,0.041137013700049706,-0.03603196603170686,,,0.015667044173220082,-0.05321547718537668,0.06785998541497194,-0.12662500873307375
SEMA6A,0.011768035437073658,-0.024845290372439488,0.03306961277232941,-0.01499407574693673,0.09674160663122261,0.01751749949176133,0.07795593836605305,-0.02273463936673945,0.018432297420600572,-0.04783039976391769,0.05696803104740265,-0.014370883007146578,0.1169247005955889,0.1160118377638365
IRAK4,-0.051072875492533684,0.017283693026950566,-0.012654885238817056,-0.034201256638144426,0.06738232728461709,0.04366335740603401,0.007897583471967784,0.05500858337194046,0.06248522839904742,-0.05277092086096681,-0.00695117090540353,0.025775202188200265,0.0782004054159881,0.04997918073686936
GSTP1,0.062160283234684005,-0.06570274767840621,0.02743445112428127,0.037059371274077414,0.10426773090251842,0.09826919018773436,-0.0562762768652472,-0.0032149827077245633,-0.02908024998464062,0.05796922263660958,0.050680575356285285,0.046720308249777305,0.09828366422780616,0.13812499188351599
VCAM1,0.006886382308921145,0.025991494684661203,-0.004048077987056259,0.08599383263053757,0.06941087709251667,0.09365897918964376,-0.02305313770910727,0.016736212763638715,-0.04304476999562782,0.037777399186303906,-0.004023292595719204,0.054791743334841,0.11087368522121556,-0.03565534163449182
NXPH3,-0.0625463430712828,-0.0018492480695670483,0.02815981431122778,0.033489757331127426,0.045244112078692306,0.05471880382392391,-0.008442195121027908,-0.005669886948388962,0.002284639069071693,0.026463192844607297,0.010856906830124,0.008454882133619732,0.17884518090762597,0.052892802247454414
MTMR4,-0.007326421920693823,-0.001209125332689328,-0.0376860837216749,-0.0017789304584496708,0.015859248593535068,0.0006015472611412608,-0.0007944211306495324,-0.024385870023772398,-0.044099830050444884,0.014825687892087689,0.05305170387222326,0.0518912420116347,0.0909940041945785,0.04606716681112278
LAMC2,-0.018846668594436768,,-0.04044920118048119,,,0.002929109583978015,,,-0.0016529676532283746,0.1454621052941968,-0.02035573270125795,-0.0019923546243038265,0.06646193655928787,-0.007658745476483158
IL10,-0.004881658905939254,-0.02467551937093501,0.020532041544897895,0.04816183560038623,0.10949464959170997,0.13046164101055652,,0.04710740438979998,0.0030854572770014138,-0.022145929563276753,0.057437296765065614,0.11366457172376464,0.0638039172114116,0.06633219218737589
SEMA4D,-0.009508508078785512,0.05293873745888914,-0.02574135379731155,-0.04207676141975161,-0.051158781354020105,0.054748272112761995,0.02424122689020578,0.02668279199353277,0.013484922686078928,0.08435742601331349,0.051981816369224706,-0.019351692581524315,0.13615383971882716,-0.01506702723478994
