,UKF243,UKF248,UKF251,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk,ZH916inf
IGFL3,,,,,,,-0.030565234448957312,,,,,,,-0.010668810013093095,,,0.042409951869266285,,
BMP1,-0.054519791362219495,0.0696823372300756,-0.0022607099957497843,0.05381821154918595,-0.007791264126690176,-0.035028932486233656,-0.2111933817128218,-0.03950459974948036,0.05596818446554589,-0.07075675476640862,-0.19945073966036508,0.03263630534327309,-0.1377644396212327,0.13615148599049115,-0.15627044244662366,0.0027024676175057432,-0.06818951699515624,0.016869900281613427,-0.016088274643683936
NDP,-0.0100606616057432,0.050206080019382905,0.03496284545970732,0.05933445133761283,0.12509354784156798,0.00879577098541349,-0.08599200969242217,-0.042895638267813334,-0.05356125650343761,-0.06528269438965628,-0.005297680317347982,0.03761455547377295,0.02533331343541271,0.1390626045846033,0.09477783236914468,-0.008240325492290866,0.3265666609095632,0.1408992832453973,-0.01020574356869992
TNFSF18,-0.026872406311798692,-0.002375937692318386,0.018950167752161098,,,-0.04284537390335518,-0.045388455563218605,-0.019246030828187637,,,,,,0.0014820682072432744,,0.02710390887262001,0.010338633642002826,0.024616150462830798,
IL36G,,,,,,,,,,,-0.029321423132016723,,,,,,,,
RTN4,0.1554760373192469,0.02635979929703923,-0.04135271476961846,-0.0032159480867903693,0.09342380828720062,0.15961485647488605,0.2568305663650943,0.049469432488508616,0.042297869570159595,0.2681173759959182,0.27990429101304687,0.10972231912541378,0.023700311987372994,-0.19434908088247818,0.167504716137379,0.00566328817250138,-0.11469536392014881,0.11976192108645999,0.13696495872012926
HEBP1,-0.07418247339010937,0.02914646219411243,-0.040882865811130834,-0.007379872491435555,-0.017587294835776267,-0.02254400836985497,-0.09208223974790511,-0.04780831073698641,-0.033673319939919455,-0.19414951511134243,0.007435545253960321,0.032660200924626216,0.05808699006088052,-0.03923547157242279,0.01914660063521827,-0.02116853993405589,0.18852608739855686,-0.03224386994631719,-0.048189025953285836
WNT7B,0.12422643145936607,0.06548684530568988,0.0015959741031649245,-0.022918029627393078,-0.00158962211067741,0.048188413996123794,0.21122519295949402,0.0017128258803987364,0.043259602034969355,,0.14419707694380193,-0.05559044784014149,0.00604831781546047,0.04243263029662355,0.014183670990856672,-0.033140116222762944,-0.02899614605871199,0.007980737499334499,0.11715471711110925
PTMA,-0.04362631007084704,0.060951030046067035,0.009509085620625331,0.036357766685544614,-0.05872206412408948,-0.15191495332239555,0.05182648450173908,0.07658917743909338,-0.049669926807549274,-0.34644558564655287,-0.27202215886590025,-0.02784148377265407,-0.0017118850992260228,-0.15731147671927997,-0.0650302929441855,0.05112676933862939,-0.19702745651804335,-0.05517361126519546,-0.14176817164177005
FASLG,,,,,,,,,,,,,,,,,-0.02775285408268366,,
