,MGH258,UKF248,UKF251,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1007inf,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk,ZH916inf
IGFL3,,,,,,-0.027195268535103925,,,,,,,,,,-0.05569758545899665,,,-0.017104440813129906,,
BMP1,-0.008128728393358382,-0.006106106618121251,-0.0011990520247909995,0.04495087838617094,0.013505294280349456,-0.05892460951029068,-0.041772625460752125,0.02591787930359618,0.051716788979978806,-0.06178993830659548,0.0479088745860813,0.039593677713330284,0.08865183739970639,-0.002864580391769523,-0.0459889933270065,0.03234952676008387,-0.09434040755794801,0.13907963041572305,-0.01046012899375646,-0.025004884636691423,0.030121102316783662
NDP,0.104792257343288,0.019905188029239008,-0.04249838657289961,0.15041729966424228,-0.04728141413533545,0.08487627851281772,0.006412370288588996,0.03162935036743301,0.08178315600956235,0.05273029928870387,-0.026677016857290445,0.008737800878747868,0.09248922726213354,0.06539527506295359,0.12025398082956938,0.006485364341637103,0.04978045260299205,0.005817849047398736,0.059231719227517236,0.05058006413371923,0.028812325913504234
TNFSF18,0.09935000121446126,-0.008569768414558329,0.0037027160047255446,,-0.024958977084793475,-0.02135033397862572,0.046879377043652845,,,,0.029780339323366347,0.01164909511135362,,,,-0.03864443966668663,,0.07777586886160334,-0.014592878567958973,-0.060834487397924,
IL36G,,,,,,,,,,-0.022502578787430758,,,,,,,,,,,
RTN4,0.09815756247513566,0.05778602346888169,0.013824063712284052,0.08120182358382418,-0.03215925049440189,0.06618409070294409,0.04290307855343264,-0.0194455288705946,-0.02364159102520194,0.14021175884034395,0.058552815519268275,0.022868668108167362,-0.06458492222201759,0.033061081532519125,0.031624488621836505,-0.016843721920166196,0.04114979602327693,-0.09430784905876242,0.0028302615547391306,0.08972074966554525,0.04785448200120671
HEBP1,-0.0022745517178006693,-0.015477099560738084,0.023607453832190674,0.018729204973422765,-0.012639994708940562,0.009500043702947056,-0.019685135334024825,0.0032673604646931524,0.035619879476845,-0.020731295634442242,-0.08316282798802083,0.03888790370229203,0.02431848694504299,0.11252117146724655,0.06151405332354589,0.034892440170693664,0.0006191817245227918,0.00671439247747036,-0.003487410171121333,0.0051506396876132305,-0.022755417908155506
WNT7B,0.06881332623455506,0.024774713660637288,0.03509188184905577,0.02010489830260927,-0.018763846075828535,0.014623834701562182,-0.015241678978846507,-0.03212609817826863,,0.054852977343693515,-0.0478641950005287,,0.0316950239311432,-0.042606429788119723,0.005530047850214123,0.040049002789336714,0.001344129846311159,-0.042840664630145575,-0.03650798711088248,0.06784556277371104,0.030187028901543424
PTMA,0.08950147788123292,0.030375438017090813,-0.0020986423425984895,-0.025697296231916925,0.032579566692893115,0.07868282859025603,0.012346655474836083,0.026701637342706572,0.08455378876193712,-0.057926325855874546,0.10940480225709996,0.01398493073920137,-0.14613129158000296,-0.04806410489093432,-0.05647898150256919,0.028606402224540497,-0.0219621369392005,0.09692634323644314,-0.05490291324250179,-0.07684861996993354,0.11566702579143173
FASLG,0.0012072590502066403,,,,,,,,,,,,,,,,,,-0.014834675681963266,,
CEACAM1,-0.021809530292414066,-0.023605606815308485,-0.028467697359280526,0.015720486168020843,,-0.05314325096337149,-0.02095286687042126,,,,,-0.064480933387292,0.06624492273891824,0.022002051527590476,0.025567917027317807,-0.032311737216906826,0.0646636549754971,,0.06000531089346439,,
PDAP1,-0.05990124544924854,-0.03050190375523744,0.06891940526740671,-0.027270505881612915,0.11286276797160102,-0.10438332333851912,0.005055581548708091,-0.008458581784769527,0.008987200535932991,-0.08489181338192371,-0.04931828741273797,0.0429146687237117,0.12344815329043395,-0.019131188643196517,-0.10408879871400123,-0.022437004459912792,0.02821107686588627,0.09075745423557063,0.029727033940952635,0.05265397871012064,-0.11247588259203939
QDPR,0.22765191458406359,0.03091949325647013,0.03941464811261575,0.07181426814829872,-0.01588021652574662,0.12198470643325755,0.0971083010021161,0.017175071694440276,0.14845953216314736,0.07564151778934937,0.03700593002091238,0.05005923585915177,-0.112433204570424,0.01602582571399584,0.10426388398598563,0.10058899178163704,0.0719800222461047,-0.008038937813494402,0.06567606223052463,0.06346728967252754,0.10976118203679301
POMC,-0.06197453495055889,0.11401278598873267,-0.0027981762017318165,0.01667604401090995,-0.00614753201744927,0.0040467913051224855,-0.006863217152139556,0.05315448477963342,0.058145879194246665,0.06275778613874926,0.13030654234633962,0.0022810447820604033,-0.04984233628250166,0.012774909472199754,0.11424593838325274,-0.03756777494107583,0.001458319815255442,,0.026892745866273052,0.0011308274478922002,-0.020606436541541557
CCL18,,0.04123643558017189,,,,,,,0.08549646902588302,,,,-0.0596599317006326,-0.06149933337450942,-0.0619558731900665,,-0.04816422948174724,,,,
CCL17,,,,,,,0.08699184542683393,-0.032146756904116114,,-0.030034418946843975,,,,-0.035916270276938105,-0.004711518165043677,-0.014394496419019374,,,-0.01344596728058027,,
VEGFD,,-0.01727781287790402,-0.00819665313456951,0.041624192733131886,,-0.0455593697575118,-0.012644802687522294,-0.019362920713037076,-0.05898546878060577,-0.03218881705150513,,0.03891846990363001,,,0.041614086502324926,0.03628217774050673,,,,,
TNFSF13,,0.0413104378186649,,,0.007876435942631673,,,,,,,,,0.028506711901076377,0.03604268906540331,-0.009419262037764034,0.017626189661397618,,-0.002985062165561914,-0.021852514592535423,
WNT5A,-0.06340026805939619,0.07223037848846527,-0.005027643066152525,0.07847851338648103,0.006012833184317112,-0.053638628750850376,0.02453146190520073,0.010638455587822036,-0.02081268121299902,-0.04482527654168339,0.029437055947958278,-0.05488343421117008,0.11481435560687836,0.04199326384638157,0.05176698791938218,-0.024001917496770386,0.0026409114044791925,-0.012838187874679122,-0.04026664579347279,-0.029673461142851208,0.02494170869251976
CXCL8,,-0.07144216282573791,0.048965174741632415,-0.08540983776657196,-0.009856358013332553,-0.039762280315503114,-0.07390285854631959,0.018074139290021336,0.017460837547586684,-0.03729015848569964,,0.06641996615376063,-0.035309705372611994,-0.10243364341278606,-0.22726277212504595,-0.054391504833216926,-0.09449486181063156,0.07691108136441192,-0.03240669397078499,-0.0351130786532817,0.13188261132782844
GRN,0.0604525506867684,-0.04942587208283414,-0.012718978621531866,0.020962957056357437,0.04242696833794057,-0.03902415612456987,0.0026316295254575207,-0.027158955351541107,0.0477062327209527,0.06805122741370943,-0.09302830042931218,0.09194087790017726,0.060909066963852586,-0.010194856764953571,-0.07423958023568974,-0.045695104408056554,-0.08926058423357769,0.04886291282519838,-0.0020526516300417067,-0.01708674703985852,0.059796510388386834
MIA,0.03172007995784687,-0.029533684707987517,-0.02684496577623679,-0.004150257557582902,-5.108047097227158e-05,-0.013517273487070566,-0.03671387294975148,0.004495089267090411,,0.046703748021465825,0.030993468505543197,-0.06881668844395003,0.015013684447620216,0.09327502653144522,0.17181879328003813,-0.0018125919912325465,0.01753909396512586,,0.05162129566467706,-0.02380756219640481,
COL4A4,-0.04225526901309165,0.021598245716214097,0.07184504612215083,0.06752473513789452,-0.03290613266175816,-0.02679891856799272,0.04444084788578084,-0.011280514565518707,,0.005404868208206145,,3.4519588554462564e-05,0.1518195137593863,0.06968184026860688,0.06547741682977437,-0.0024608787120285578,-0.0011084499436878968,,-0.016745278155204536,-0.046107702439393466,
TAC1,-0.036486010558750365,-0.03615808362557496,-0.002592864630521816,0.04582128911729391,-0.007545255383956868,-0.0008192072809265247,0.10153001878309931,0.037378179481822565,-0.0344629144610165,0.0473255777811563,,,,,,,0.014179774745619609,0.042278215604302935,0.1421800464385299,0.049820943037291544,-0.0366244732572528
RARRES2,-0.10658557721820283,0.05325512824245684,-0.04239857957783747,-0.11774600843387825,0.024923033993270366,-0.053091588938104284,0.10671641317922831,-0.004909767228903445,0.0684891719394427,0.005756721724323627,-0.04978021911620724,-0.07716844993710573,0.09585118161036452,-0.014088148993707427,-0.10573613197779325,0.03531872106842157,0.00748846187188752,0.025064900286542895,0.01206681944438265,0.0018491435653275362,0.04254765888437556
FGF7,0.09160305295539369,,0.014458536603124173,-0.007493360107338349,0.0400851780256815,0.044573739814886874,-0.011805606753547674,0.03019859951621489,0.0387862823918735,0.05717687806966462,0.05773204179714194,0.09232319790944608,0.1498382743527519,0.0038655663686092906,0.08668944443796296,-0.018680019210265075,0.020865262974496025,0.028162693466321363,-0.004377602491157214,0.09543877506080294,0.08303317197316647
EFNA2,,,,,,,,,,,,,,,0.06958559007493458,,,,,,
HBEGF,0.04969856861831578,0.04132784149261925,0.029799907354881954,-0.029853095652302455,0.002199323619085474,-0.0053963060268293825,-0.08369350326668903,0.03387567152958343,0.10717356448098397,0.0638920895987639,-0.04199622985032148,0.016687357786924133,0.01196555897331371,0.028339463991574113,-0.0001560094111411237,0.010195488135335553,-0.004947699282995325,-0.08498186100773593,-0.045286919763630466,-0.023008221637796773,0.11827789424028579
CSF3,,,,-0.022302704327927622,,-0.028352740029806346,,,,,,,,-0.04625730078724987,-0.14588198285286502,,0.03266292960836339,-0.055333137687568305,-0.014156529261172609,0.00618219239403209,
PI3,,-0.020107984651290732,,-0.06267150118426368,,-0.03192555948922502,,,,,,,,-0.12153632223357062,-0.2494703139026768,-0.015826959669329437,-0.03934716500312364,,-0.030757435038740198,0.05008149577738341,
PCSK1N,-0.12563822199946267,0.046932072736099485,-0.00020102729739257787,0.013395524748294162,-0.010272988924106302,0.023723325176358414,-0.0050067402161607065,-0.04050684783051872,-0.07483689705275198,0.058669885541394906,-0.008158268909748658,0.04192665050391446,0.09056993112461444,0.03527246441437544,0.10886014753506941,-0.011018342544328825,0.03908814891146576,-0.07068080196863463,0.03742864558239983,0.06450431092863758,-0.005114894192425064
NTS,,,,-0.04823300437248003,-0.04017091143756754,-0.02250261677752664,0.04233533606592127,-0.010086804475244385,0.024477213917316887,,,,,-0.012311553593166743,0.08805647836534268,,0.04544079419813109,,0.03892365758325901,,
SFRP1,0.10208172068330573,-0.021845760378381682,-0.043219099333132414,-0.020462558140444596,0.022302349073861406,-0.03308160824020714,0.021373680605055886,-0.012587527729323022,-0.024717037828655905,0.011637237588055502,-0.03186224292865826,0.08315842089003182,0.056077405374546516,0.05120183507389738,0.02096171440122603,0.024254314915948202,-0.0035856105531693974,0.09748980966066631,-0.020476741754575086,-0.01111260389706732,0.047381062320689366
CXCL13,,,0.06612832836005907,-0.0027673893343669246,,,,,,,,,,-0.04070448785109118,-0.024375784525987675,,0.003784074126041651,,,-0.07061474586397183,
MICA,-0.021327557372401575,-0.012602310156150973,-0.046591906755614594,0.022684203253860353,0.029440813023806925,-0.02826073629743779,0.03933740965043861,0.021185114492679884,-0.003638482120825452,-0.06409531848844416,-0.03764161622619447,-0.05940558248118548,0.025605760076615528,0.012365258839539912,0.03620300494127599,0.0058790545035821585,-0.006024820769691499,-0.09204760787391533,0.07924428419227554,0.09219316873441535,0.06186619531372172
TG,-0.008506798474516089,0.09130001775152603,0.057460805846393785,0.06671409479301967,0.07202963209157831,0.013473514823905497,0.02003720988101472,-0.011857558967739776,,-0.022882577667933855,-0.014941122240378588,-0.03601773383033163,0.027099858023120985,-0.018918047093574683,0.07206276824091684,,-0.018751189852474995,,-0.027607932309363273,-0.02078844034239451,
ADA,0.00462277859671563,-0.006247752880483389,0.05723576620755444,-0.022223236173761547,-0.029599756523951953,-0.08253462536633895,-0.035865154530241555,0.02538996446264347,0.04553983989411081,0.04225797991363479,-0.010474168665961044,0.03717106604902372,0.007298051213690211,0.047294964916810386,0.07025365120879555,0.1374708374046788,-0.04859720099137237,0.061360667953267875,0.010106724758383819,0.017421763252457156,0.017306054291002564
LAMC3,-0.018726277234668232,0.029063163791632624,-0.013838281505142299,-0.0359296745810749,-0.03602845033847382,-0.02993427453277753,-0.013326886939275922,0.023367452459784346,0.04511134835784161,0.012727526692142662,0.05202481784548017,0.0972754400160017,0.08774741962388807,0.009892502300548951,0.058653980742836086,0.013088999643031542,-0.01932873213349423,0.02129639361024364,-0.0020433693033531934,-0.04061407594258067,-0.005188124193696615
CCL7,,-0.01873750109134824,,-0.016356223887746678,,,,,,,,,,-0.005508609738552135,,,,,-0.014834670406929663,0.05910651626818191,
NGF,,-0.032171358886662414,,0.011281935440082125,0.030287911935489697,,,,0.033642026679817624,,,-0.06682019736928248,0.04560915384262853,0.046274995852862155,0.0888904726070938,,0.016229538506554893,,-0.0068213604839160395,-0.012598831668497916,
TNFSF15,,,,0.00401068382604342,0.09165800810554288,,,,,,-0.05135799291289599,0.03926262153618163,0.06626167044264343,-0.01890353184732987,,,-0.007504086767918335,,0.02725081286097115,-0.04956654443484761,
HMGB1,0.0613927511312563,0.04300040397437479,0.010801652511198656,0.04392162102031424,-0.020392128549614294,-0.03472909199058716,0.01489929314080065,-0.00962358237156781,-0.014798034948939323,0.07799037443393188,0.03162690939355248,-0.06815799039064278,-0.11443471857203265,-0.062217321253534824,-0.0428209604248348,0.07906471493392202,-0.06650603726683893,0.11256102758349822,0.0011536663176716288,0.016865260257308223,0.025416033492412816
ITGB3BP,-0.006613058289028069,-0.03098251229388008,0.012785316808455734,0.02749788322491993,0.06056160326889944,0.039629221430348756,0.022559194140772995,0.011412985093413977,-0.05316447833549513,-0.10437756237636715,-0.007272844042459033,0.07822529353734016,0.07511263263019925,0.02038750133560127,-0.012502396584038702,0.02969918026604528,0.023710856592321257,-0.072412927233854,0.03673245977327506,0.01310877925782656,0.09118150485784195
AANAT,,-0.027185263371785742,,-0.04937476877382434,,-0.025574938786483817,0.014032525764826834,0.021013618336531512,-0.010727651152331498,-0.002304271664964941,,,-0.062138319699598044,-0.03634799580090523,0.023939126874693312,-0.07206788898188016,,,-0.015695699928600374,-0.02436464834133885,
RELN,-0.035030730395669576,0.01535819180056118,0.0010073315199663254,0.007686871259094358,-0.03422361670343972,0.013514006721290606,0.01904298813722381,-0.005462637852324165,-0.017807533935698706,-0.028523384271365516,,0.04033652012898894,,,,0.0006040845338777437,-0.025484856146701273,-0.10032014608050238,,0.013514191002567259,0.0067994100538981
IL15,-0.039846982378806524,0.014170068104504314,3.749991387640117e-05,0.01802969349406235,0.035793286055352154,-0.043068327707603625,0.06954536521373234,0.028473955158349006,0.0571822820209724,-0.03736553633498061,-0.00802734040096165,0.017087110322349983,-0.031148356021412284,0.03175097640481519,0.0038109829943591277,0.01774582611379212,0.04747703705204715,0.05728901407908478,0.007816366524676486,0.0810633264264642,
UTS2,,,,,,-0.0672043087851238,,,,,0.008068087164423279,,,0.003471415742077352,,,,,,,
BSG,-0.15819538662370233,-0.009320906025436365,-0.026789559780391353,0.006957819457360558,0.002688670014594827,-0.09741834661837656,-0.058883708665364444,-0.030387080185969056,0.011989173721378707,-0.04315598765108012,0.0070226210657236545,0.0515054763324469,0.05523167679361825,-0.015877640132134087,-0.09296153317366572,-0.015668416606222757,-0.05655670579328884,0.03395259240684185,-0.006620137155153216,-0.03587766397693588,-0.05413459589946111
