,UKF248,UKF259,UKF275,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1
PCSK1N,-0.010770028136175433,-0.01813155613219887,-0.00614843296593827,-0.05327674303196463,-0.038487315907713884,0.017406854575544237,-0.09676278113120944
NTS,,,-0.021329630281037477,0.03900607695588211,0.019452841958642064,,0.09291263914399527
SFRP1,0.054461500860699175,-0.013287832749183917,0.005368571728703245,0.027554233109327808,0.06162363880762141,-0.022635790561285764,0.04975944200371828
CXCL13,,,,-0.04414303226968975,-0.05396035616661972,,-0.033922222057885476
MICA,-0.033191901433513846,-0.014358134873425571,0.020937019101423354,0.04383481098114617,-0.009837093349046333,0.004281840590451173,0.007824771329153131
TG,-0.01681714568311346,-0.01433967678409954,-0.018017174340954272,-0.026112956184178828,0.1018284940606031,,0.01611293242034498
ADA,-0.04194649113176169,0.028328211192678934,-0.04249191712331976,0.01487506747942412,-0.03974776973813482,-0.017551209764066832,0.005489702009724571
LAMC3,0.0005622319039483078,-0.020540474711505496,0.03678412188637725,-0.010590599082703255,-0.013118876718435936,-0.03418413925431249,0.0022073402711583995
CCL7,-0.01935244410955298,-0.01036756340398213,,-0.029454225918711576,,,
NGF,0.04987062120009201,-0.01170647988671974,,0.03089036567489888,0.0051867373199081515,,0.029432848694967807
TNFSF15,,-0.011544788921364697,,0.09464916438256549,,,0.029993679447332635
HMGB1,-0.09815880424647336,-0.026989762249979857,-0.012975988195254353,0.0051742187214674044,0.004356770015808628,-0.049575442072186685,-0.008994405025227055
ITGB3BP,0.007162400600611424,0.029714758437526453,0.018887799693217702,-0.05542217137325978,-0.029512972229959068,0.04124384604515678,0.011636930697100813
AANAT,-0.028077452134152553,0.01638600405983603,-0.01620295017751476,-0.02583966708022312,7.773580634586031e-05,0.09515901557631316,
RELN,0.016665957890308614,-0.0182335955038965,0.028924870872152852,,,-0.027397702121958675,0.00514538786070614
IL15,-0.014285686540845742,-0.03646107877651634,0.03743013613769486,-0.03673287955918851,-0.032767403097757504,-0.027245656103510933,0.009440606447565067
UTS2,,,,0.016814110579213264,,,
BSG,-0.008756363312259178,0.0096062664451772,0.004980790081955353,0.05456903733798619,-0.01275332687381078,8.828020452868965e-05,-0.04293845271337268
ADAMTS3,-0.008774609045955797,-0.02849671044916334,0.053788039532266095,-0.025981567412707334,0.026998826600517948,0.032249964678668676,0.02227049442121236
CD34,-0.01726097646467234,-0.012271958061263811,0.07092143842760666,0.010507943289038457,-0.03945612594861755,0.003337299140475288,0.04317729331417463
PLAT,-0.0418159959634054,-0.038979007995119795,0.01387305544627978,0.03006062414949528,0.04589871479536882,0.044491979363080636,-0.09120152065871896
NTF3,,,,-0.001429408861524301,0.055871607320347724,,0.10852407170640012
LTA,,-0.013287832127558213,0.0023537989755447685,,,,
CKLF,-0.03686722445817715,-0.03149988957124114,0.012390487385343372,0.03059792904271757,0.0753296106265661,-0.01647111435678522,0.040394868427633276
CD24,0.0014052928092713158,0.048089057717266175,0.04197182396779853,-0.015537661256686305,0.02732367899673744,0.019333615922430505,0.11336958899006357
HSP90AA1,0.08019864276922223,-0.0022884082524416804,0.09067964335236475,-0.008752778102231136,-0.057555651756756046,-0.013143935909766369,-0.03483062167363794
BMP4,0.01858981853141048,0.017598120246689653,0.024277197724954003,0.015495210039098229,0.06577477346526873,0.00997663868141618,0.052419302447114534
SCGB3A1,-0.019352442174334426,,,-0.0151764544185807,-0.025330205994344504,,-0.021037372844362353
IGFBP4,-0.05810587885306726,-0.010688146964819241,0.05520047085890421,-0.008814204280136129,-0.067057059748196,0.028427545682747003,-0.08634098099929087
RSPO4,,-0.020339355104761304,-0.00261794313349827,,,,-0.00716592350398151
LEFTY2,-0.019512679642041557,-0.02969050525186518,-0.02458594337489772,-0.025003302377298982,0.04204563657630119,-0.0074674517784721495,-0.04400921100401828
PF4,0.013497445492348924,-0.009045494816796198,,,0.0953284684180132,,
ANGPTL2,-0.034591034696701314,0.014669012652567663,-0.01589216227673983,-0.0027202792014010425,-0.009484585460909134,-0.024391223426946638,-0.03073389519337828
LRIG2,0.009889903380223173,0.0258551708245606,-0.0267204849963831,0.04962455978527549,-0.0247712468367407,0.02526281777666287,-0.0848482490431908
ICOSLG,-0.014297283684873313,0.0062782007561440235,-0.017128796304968656,0.02253597255660045,0.0425697502380356,0.04580415059719978,-0.007081839401324985
WIF1,-0.026041003483365906,,0.0058752105157232806,,,,0.008981640971574702
NPPC,0.028905466805167458,-0.014031793137994459,-0.027320681845323005,-0.005438420495485765,-0.027020197189291655,0.10363096130676781,-0.015474127759130473
LYZ,0.004788483261170654,0.0034568842797919014,0.036958540694977296,-0.00930607715212314,-0.03458263505611313,0.1113760869090764,0.001111005549371134
EREG,,,,-0.019185296619920297,-0.036337907232391047,,-0.04545469472245297
SPTAN1,-0.054753685018054665,-0.04504549101299706,-0.02097091253139076,-0.005450520610151169,-0.02666761020093513,0.03955903713617735,0.10723984696445245
PTH2,,,,,,,-0.003431222141235773
LIPC,-0.010206574644550574,0.03814981825424557,-0.00059729070642418,,,-0.006918680198934485,
COL8A1,-0.013321647519886085,0.007128570011215462,0.01810974873046027,0.012192736313930185,-0.00986429692874651,0.004008737320545966,0.06904903839601235
GSTM2,0.007087022585849894,-0.01719869512111494,-0.0010808590095090984,0.03870586314182764,0.007868829645157517,0.1616560336702815,-0.001153115661098023
SPX,-0.03974964193972417,0.006857918781766791,0.05202195565589897,-0.014290328215745938,-0.029832369766668844,0.019076260973011457,0.05933816713726421
MFGE8,0.021712835991708104,-0.009050186078296264,-0.026872497105425313,-0.007999502355522027,-0.004533506300732675,-0.07005706292048658,0.01676732148057201
TGFA,-0.049978471690173935,0.03920182683476588,-0.02998692336875242,-0.012319921916334351,0.07348795019341378,0.0011045738014941167,-0.03164941134756206
SLIT2,-0.00836568373382951,-0.011417840423411194,0.029635542542928897,0.014775354052346541,0.001653361792057335,0.005194694717274061,0.018932402979175686
PLTP,-0.003192906473109699,-0.023473548749659554,0.029280381621197612,0.01755164550698413,-0.061987406347440335,-0.06736700766376992,-0.07388566594243741
APOD,-0.04409667121158536,-0.00739737732353577,0.019637373110255252,0.027919557321753576,0.026565179013414594,-0.001616154142247933,-0.029450229789625162
B2M,-0.00806376903916175,-0.0399107828291329,0.0241254693897629,0.03652274762714089,0.012634360487321404,-0.05591476441263801,-0.0484866701675278
OMG,-0.028972265285359757,0.004418268103811695,0.0032781549413431798,-0.03450446094552392,0.0585437385451438,0.03954669194183016,0.050049247176301055
CXCL3,0.009469542203230564,0.010535597448868351,0.0022319877895747905,0.0070373366097686366,0.016540814358942404,0.06532447654821266,0.023055310526515535
CXCL10,-0.010209207529011615,0.0333348669989901,0.04319829340619772,0.029711993839585744,0.01771556499809309,-0.03017963916711082,-0.03812160574345757
RSPO3,-0.026287833771481296,-0.010504577537266264,-0.017083132119262264,-0.05242337115425978,-0.025174785793969496,,-0.036805610878413275
CORT,-0.0010485598818358048,-0.011109174666523754,0.026049673434862208,0.06799270251427018,0.10492782971267363,,0.025472754435735753
NCAN,-0.031504827336911054,-0.037862186174602436,-0.0017834642638818773,-0.0018409999408116298,0.053716371203548705,-0.02831492474685951,0.07267425428892918
PRG4,-0.005251052326300088,-0.010367565019612987,0.04960338449695712,0.075399440213675,0.04112099523055111,,0.01753216169112832
ZG16B,-0.026835996355883886,-0.012032827155778336,-0.012399692102955457,,,,
TGM2,-0.0025692425459150512,-0.0490912660562644,0.044101316445969214,0.006557884835078575,-0.04858407268524664,-0.012484800475534052,0.01852124984665832
VEGFC,-0.008934255186516197,-0.01847777688142123,0.07978163523241502,0.04659321261914509,0.0029908757100218925,-0.02954798710368014,0.08265483092173226
WNT6,0.07225503046801802,-0.014339677379490526,-0.017194959426722195,0.00419284968009057,-0.003843791020649679,,0.05862839213082143
NRG4,0.11347802519427329,-0.012617800902182839,-0.011821423793887747,,,-0.023726606853346374,0.03543243460541754
PMCH,-0.020543442439019132,0.05085372980255128,-0.018149714902719424,0.073550485370661,-0.011451460978934111,,0.05069509632615871
COL9A1,0.0026712944512066765,-0.013178372122963642,-0.01575725136053246,0.05082807736924718,-0.00802924670348431,0.029719939227775636,-0.021124908780525403
GDF11,-0.03645385421433108,0.014763351217873564,-0.003471669107757016,-0.025043256699130687,-0.001679478884899181,0.014598464865561817,-0.04503211047293378
IL24,,,,0.09595834753460573,-0.023643725888390785,,
SORBS1,-0.029296357599399827,-0.009086104398823415,0.05456966321683082,0.005745981293501591,0.07150762370658104,0.06626068973311366,-0.019072019428678467
DLL1,-0.008494551950945515,-0.007612006788955269,-0.04007296141642986,0.003938712453125219,0.03209393467295732,-0.05920107134663589,0.09986183528652191
TLN1,0.030799757781236968,0.012967461604874525,-0.0011943975035535095,-0.004869788987582681,-0.03561699787408858,-0.0007507103956134042,-0.0026207187455034022
COL2A1,-0.03427744762789069,,,0.0038621219982393506,0.008298231766995325,,-0.05634529076659821
SHH,,0.015549528389057826,-0.007420561801506522,-0.0032571488550709876,0.02667942890030456,0.018476126432091563,-0.07302545220403214
PON2,-0.07622488666203181,-0.044858532175282,-0.03568971470645601,0.04684678865659699,0.007693430007616046,0.03856031182424047,0.043819423636700175
ICAM5,-0.01607886977458118,0.0005727686835322133,-0.01692918455315843,-0.02752313417907874,-0.005658415191855242,,-0.059858679154962846
HPX,0.009714659172445043,-0.026213639978875703,-0.0009467300151655447,0.012620017941803691,0.11531123010668376,0.05032822529187678,0.0190722094665083
SFRP2,-0.025729123443875495,-0.01226996544616715,-0.020280487067031557,-0.015159176437151077,0.03189146478389715,-0.03244853977351973,-0.07238469961057914
CFC1,,,0.0374550461429727,,,,
CD70,0.031234593827355526,-0.02085545011075928,-0.009733724458207369,-0.010552606232728457,-0.10001174451577241,,-0.00133760937819225
HP,0.009502556523461764,0.005718190877269946,0.04662767472509783,0.013600687123940627,0.0034246854587180508,-0.030387674386820506,-0.07515220459716894
CXCL2,-0.02692659641620624,0.016555856375804825,0.07081797235025702,0.007600237814345778,0.02884293206344833,0.11024303502904381,0.0019124669880967295
NPPB,0.04682853793665842,0.02169987342265403,0.06732465218777474,0.02858276030934625,0.0030066940530213827,,0.016005510037117695
CCK,-0.04304389410781499,-0.02303270227135246,-0.013886782836331107,0.020911091966925685,0.12359033346433944,0.03612149523339603,0.017339041325318844
SEMA6A,-0.02782734760360365,-0.03650805031317011,0.035533103798034656,-0.034643508395992076,0.00901021404077804,-0.01451242067949475,0.02136481456280161
IRAK4,-0.048993023591573565,0.006014765997955481,0.03331238998326493,0.0721577870490785,0.046648862485282404,-0.011501863050328616,-0.0008393201944132925
GSTP1,0.03795161543544723,-0.01155801580372597,0.05454502336971107,0.008765919092282156,0.06552575819375159,-0.011973181187563098,0.03490428922911724
VCAM1,-0.019529849935612038,-0.024926565516980526,0.04586387816864915,-0.004653158323030245,-0.0319825580908097,0.048201065093867394,-0.06619330047098687
NXPH3,-0.004729632888477781,0.017167002213895503,0.011921289615187423,0.031784149598330265,0.06855427368448673,0.03922407559709556,0.043827339103348836
MTMR4,-0.0027002617802073803,0.01378207754655631,0.011760048183809223,0.05838194646109873,-0.024963820484821805,-0.015546700522062981,-0.025641482063213036
LAMC2,0.01569080766065473,0.06167092199367334,-0.01720206463055317,0.005388174045782457,0.051772819574294936,0.06322674770927626,-0.031737205048529275
IL10,0.04727963193484715,0.042290301344375926,0.033994868893754276,0.004005970199896968,-0.004973362052031728,-0.022127795602350637,-0.0009996053877673477
SEMA4D,-0.056856360206628445,-0.00019072421275880965,-0.0057263010598098945,0.05613028450763871,0.06866538474877312,0.046033508276042114,0.0678418274126222
TRH,0.028204877564870126,-0.025538725993636338,0.06931064505857625,0.002003653102493448,0.046637720337221106,0.040008464056030535,-0.0012870959136172988
SEMA6D,-0.019461737654372833,-0.032734396956599195,-0.048408882925714075,0.02933838411901407,-0.03064134877507531,0.027518791266795493,0.02102413412288582
CEL,,,,0.029507027014290397,-0.038601517747840854,0.06933389035425325,0.07420540087244452
PDCD1LG2,-0.005235750429100182,0.033545366985834775,-0.0416847895190297,0.046965210132641586,-0.002051555219059874,0.04180664089274299,0.03291291126062347
SPINT1,0.02245437339079944,0.010675813169529367,-0.029884828248060342,-0.041572868667717124,0.009727587181536936,0.05803630506358569,0.0015441889524291396
CTHRC1,0.008047285584678621,0.04084205134595862,-0.013928625259907243,-0.04806569640272321,-0.054793686648729294,-0.014231259558166487,0.006853008256322981
PODXL,-0.03580783538940999,0.0023269683389111986,-0.004398481890876064,0.04448410513167055,-0.0441360685154262,-0.005802740010991562,-0.016086830663980232
JAM3,4.326437830316573e-06,-0.0011674553647750075,-0.0009623761733941179,-0.005966089705510405,0.003628657235190494,0.008229425300234343,-0.016612468544022027
TGFB2,0.055162317222946046,0.015653314573605154,0.088820384527959,0.003393043941288813,-0.003349072585377401,-0.061442552740772254,0.06143956192393648
COL18A1,-0.015656367546390406,-0.07332934269319771,0.007331753600344191,0.027528786790743328,-0.08516354582315387,-0.013823956275290933,-0.08514875577838596
NODAL,-0.04026451905602794,-0.021217620821951052,,0.06978141601791825,-0.029205571050372872,0.06805476733677247,-0.036293874307365165
INHBB,0.046537393222836385,0.012677485411432491,0.02386748347732543,0.017865071260736953,-0.011653653587436044,0.0012558731750295477,0.007756837150610633
LCN1,0.015411357475662362,,,-0.03549221922000896,-0.027580967833869274,,
ARF4,0.0639637344627309,0.0011492660658227992,0.026761652487852814,0.03971892544559805,0.01640499673291942,0.03165720714267407,0.05487374275173172
CXCL14,-0.03232743524132483,0.026602120338555284,-0.009177301477145757,-0.03401961114586705,-0.007049653570966834,-0.04781999116558113,-0.0007968978293183526
LIF,0.05968838348799437,0.009964226855375156,0.00691963003053217,0.049115148497556,0.015104621189447125,0.02424804998075463,-0.05171038189274736
IL17B,,,,-0.00140582174233745,-0.02520274066964863,,0.02031240235617714
MMP1,-0.02701648007919825,,,0.008957135377458132,-0.045460353784284396,,-0.0326966538717399
MATN1,-0.012585205903631212,,0.06456841228553922,0.05735036347191304,0.006118287753275367,-0.023204879351849606,-0.01525077243925991
ADAM28,0.009794328582854773,-0.024213358838396447,-0.01883615870366098,-0.025563341705653296,-0.03691873470530506,-0.0103638793922671,4.772271067450828e-05
TCN2,-0.026871654150235708,-0.0030461680674005952,0.025249958131532385,-0.025825027799658996,-0.02239816895295051,0.018507771466203256,0.032238289570048644
THPO,-0.022816342870134062,0.018046911053760727,0.010647046940389999,,,,-0.0021619848252212304
CUBN,-0.0447010112250514,-0.0027190634121395975,0.02605794610164072,0.06519993765625087,0.022002173868269796,-0.00808179366968705,0.0037576789197600884
TIMP3,-0.005144100002683248,-0.017897797180568116,0.022010373642253382,0.049509437215568365,-0.05803262991649975,-0.04046455104552569,-0.015072343031244788
PIGF,-0.013461478968379972,0.007672464486867179,0.0013687656514666335,0.038662494965880416,0.003204812259381569,-0.016533444843707813,0.043602253595042675
CRH,-0.022959181476247197,-0.012151941489445466,0.03102722477164968,0.05776172227975784,0.009666872872736031,-0.01401336116495076,0.0036327249405865903
BDNF,-0.03298826103744469,0.007993948347057835,-0.00120693089181239,0.06110033954157705,0.03118512750398736,0.020950097652238413,-0.07794992044793982
CCL5,0.020233926278005986,0.04699560112967705,0.02561553694808441,0.0458236231099665,-0.04139626578154268,0.039715400364846824,0.06735908289254161
GAD1,-0.07287265734256917,-0.006087929766449134,-0.03517414534490305,0.01303265751662594,0.005433220191898636,0.06602559767777018,-0.029166097250235463
COL14A1,-0.03855152219436329,-0.028231493970285074,0.0355502261581221,0.012629927856074747,-0.04058071284649504,-0.04622622572044972,-0.09383954850742245
HLA-A,0.028515853041915524,-0.010563934726255253,0.04684403197815929,-0.002239376131719379,-0.04923026575697831,-0.05640897065738669,-0.07776380645650946
CD5L,-0.02295917882004478,,,,,,
FGF18,-0.020773907097782505,-0.009654626638350958,0.13232575111823297,0.01243739116284708,0.04373979522534345,,0.0045461279364683044
ADM,0.07041945120904504,0.05692461432697419,0.03887262251817371,0.031089917306978968,-0.007864217496604493,0.0069492644530140925,-0.03446791907942777
CCL15,-0.0383053561631719,,,,,,
GNAI2,-0.007928338457211671,-0.0335967271288548,0.01323067172644764,0.0009304252755520382,0.043466360097894036,0.014236318754546791,-0.031167786131726594
COL11A1,0.044951107520693014,-0.01343382732922707,0.022256962011356407,0.03855779063819351,-0.055350607944636955,0.06234296550013732,-0.09537457204689447
NUCB2,-0.026410160888269807,-1.5864054559805895e-06,0.012813363418416992,0.033209956194492345,-0.01773969989760948,-0.02527730085854681,-0.0015790779381822226
CXCL1,-0.023344053025501205,-0.03196159391825026,0.050164596363740516,0.02151726134648355,0.0009843130345321219,-0.03488032221592385,-0.02516143399445791
VCAN,-0.0873288611704689,0.028063689897346394,0.04516032049592596,-0.015736256165084207,0.020607672686145138,-0.009851677410081765,-0.061331247931710596
MMP7,-0.04258019191846089,0.056093298168317804,-0.013664486897470103,0.004360375551545417,-0.04961591671810855,,-0.05234673638114319
PTPN6,-0.0177311283458014,0.00567502264842952,0.002500999356042277,-0.029724528615026658,-0.03829519406826089,0.07797772459847617,-0.036951419191494764
PTGS2,0.0683971172049933,-0.01836528316497646,-0.02989599689870308,0.01006568451330495,-0.0053222206338829035,-0.011427461208032856,-0.048804473736466465
XCL1,-0.025159153504840746,-0.010504579305207935,-0.022443408452191324,,,,
CD58,0.006634623256420665,0.000903285854773575,0.019856805328114017,0.04537759468334142,-0.014889818003680486,-0.0147292270881618,0.042804932851670405
TNFSF14,-0.025350440827046232,0.0029281773352686498,0.1015947087186053,-0.029209553237158,-0.01957391163051955,0.013484662207981935,-0.04721225223303427
CNTN4,-0.044569121883882325,0.01115576794651627,0.06398917290080186,0.0004347184702751273,-0.0016787991624755262,-0.029120328682794083,0.018728095268621483
NTF4,,-0.01328783280098606,,,,,
INSL3,0.06965894851698105,-0.009654624744652293,-0.01575659056448026,-0.0056950904406792005,0.0029872374122295814,,-0.01582364982168695
BTLA,,0.021937467833794636,,,,,
MFNG,0.0099394405260515,0.021072611056323975,0.0008506996701600848,-0.05479081375436442,-0.04122781228399084,0.058798399353652206,0.035332890555827924
ICAM1,0.022901660154293523,0.012488265102000514,0.05660073558681378,0.013480748100721796,-0.020860677790211533,0.04591983112357369,-0.03348951919404106
PROS1,0.023805539648398395,0.021832996017446985,0.003348968434264068,-0.00035550360146762165,-0.01908049842052885,-0.0170469265351734,-0.060574118812803224
CLCF1,-0.008612010180833489,0.0613787835791399,0.05309818372994604,0.04692652802322842,0.059302703517957044,0.020209229852411262,-0.00673172152248237
PSAP,-0.009935047210757712,0.0022875845962973982,-0.0036594307363608074,0.01927131465375291,-0.027305635960924488,0.001631407909096053,-0.06322149557967638
EFEMP1,-0.005697850415865865,-0.020109006020576106,0.014461573032593586,-0.0006900918052437346,0.011434860492505288,0.05893661533141967,-0.03650998063477705
C1QTNF1,0.051394784803247946,-0.05028048822900374,-0.03853571646189953,0.007971378429277393,-0.0392885513522993,-0.03244160279543231,-0.07542722840785866
ALB,0.004738620987094015,-0.017140407864965526,-0.01720206419022503,0.14374070733953098,0.03074994764955932,0.024698704249258484,-0.031220546745430153
CCL13,,,,0.05771118456133452,,,-0.038808606195469296
EFNA3,0.05069323631650662,0.015726249566068478,0.07025246943807507,0.10018933904724273,-0.025398134315789148,0.024702571329200947,0.00013708892153608293
DRAXIN,0.009160438103527183,-0.01310629335714786,0.039570487495962495,0.00866419017652603,0.029570397759823164,0.02656773718785249,0.020242240772472726
RAET1L,-0.017557288317267758,,,,0.07694774845444576,,-0.016395147899480506
NPTX2,-0.0026912992966203466,-8.104970130391192e-05,-0.043849519492768586,0.024194513697223512,0.014998108617802392,0.018341758073334494,-0.01570912632153579
FGF11,0.016718556890747662,0.01200572879783357,-0.056616803688273515,-0.026642065974655533,0.004897139334714066,-0.006792970502257656,0.007718415817223322
CD59,-0.04951578673371523,-0.02649888629673808,-0.005207344665461302,0.02181968273164921,-0.05947279515226319,0.029715921058455032,-0.06490614490174382
COL9A2,-0.022844621813156222,0.024113335583865043,0.023552536507499236,0.008815424854436149,0.05563344057597018,0.0874261403038215,0.02699871919931351
DLL3,-0.023355337706841083,-0.004381172782384815,-0.018817161568009392,0.03708636375178452,0.05895858422632418,0.043223434896097875,0.057451464053940554
LIN7C,-0.0010621542626231071,0.038839631123128694,0.009605114205092372,0.0020795314024508607,0.051592848051080394,-0.013832471103029986,0.040513507589180056
GDF7,-0.007446517543919141,-0.017226669219722105,0.019136881310783064,,0.01067772650159745,-0.037916210810348794,0.03815229145770395
PSPN,-0.0005979057281831366,0.011427329310475126,-0.016075225269035324,-0.0065818721190779375,-0.028257036997179262,-0.026400523624551392,0.011993907021107144
ANGPT1,-0.060737959647344186,-0.027577683539655437,0.0022542742986970342,-0.017348804455606975,0.03412303720517512,0.010178763466803801,0.052492690254827515
PNOC,-0.007045326742574455,-0.025500924396910735,-0.008628747124931122,,0.09092946330586067,,0.02694184708840123
L1CAM,-0.0506896075336794,-0.006702576206327631,-0.01637282316278835,0.01490097382368914,-0.008461913768358855,0.016272751760544196,-0.010435505478898748
APOA1,0.02739093731984638,0.024096122357991332,0.006627127561657997,0.011430556189281554,0.03553088307496916,0.17721518868901887,-0.02903140697695947
PSEN1,-0.009935050126235613,0.01917267145160764,-0.010792161155126177,0.006733037316355111,0.005193927383833163,0.016362490610930834,0.056569989829341784
CALM2,-0.12254886324842434,-0.008682064861107282,-0.021701955010790717,0.05317531326961096,0.04580328071317555,0.01723949571322648,0.020848543223332752
CLEC2B,0.08357390208206067,-0.026085538999415757,0.012901392815492732,-0.0014735755762751049,-0.04392823281730507,0.07798508313265114,-0.014945761514293098
NTNG1,-0.0341570900616434,-0.008341836777308504,-0.018950506941300235,-0.0750870336387604,-0.01759356073411667,-0.05835933397807155,-0.0018144327000555857
LRIG1,-0.044896281822571604,0.016229015187572114,-0.016019630116161344,0.036473989730417135,0.06337389066982806,-0.0017703531152241684,0.09880966845845253
CPAMD8,-0.014853026912207745,-0.011419698340843812,0.013504917620859553,,0.033806400808546584,0.07017718530170798,
GHRL,-0.04677838347973969,-0.030460325873700195,0.03462078646660275,,,-0.0035766321827475456,0.12113464721640058
NPY,-0.004395024079935756,-0.01663253944328379,-0.03344320488613742,0.044602240415861936,0.0719292740091559,-0.037190177897601935,0.016589109952289502
MMP2,0.01275258593515128,0.0047451493698591266,-0.03454925814404365,0.00048762787381993094,-0.04814360643172143,0.053438526282418936,0.05904117287244441
LHB,,0.10638419055111123,,,,,
PPY,0.017015579323852774,0.051580163113505995,-0.01277335301709915,-0.0007957125185604905,-0.018183581256026975,,0.030872471199136133
ALKAL2,-0.022307042647507807,-0.00980119940291127,-0.012517275871065707,-0.011029163924799903,0.02863724462650529,-0.003137756605702309,-0.03717713555909414
CSF1,-0.0026195881299736724,0.006062033579406342,0.020753334677085906,0.015421122940712408,0.045559752176830226,0.021946409592625896,-0.035922408256342304
SEMA4C,-0.06381492634060063,-0.012177636357345598,0.005971331280636598,0.023499160806849675,-0.011921091049854117,0.01173305627851266,-0.06074231751107765
ICAM2,0.00693860251735156,-0.0032967586283713765,0.003727771621012562,0.007009800462755164,0.05691451529027901,0.017987903046343644,0.08849356786682239
SYTL3,0.06997623662360615,0.05417115533353014,0.046835320692072066,-0.010693068025064674,-0.007236508824965432,0.044465748546587275,0.04392291914471368
IL1A,0.043722865060821486,-0.0084636455087693,0.08396808686218103,0.002933069413340477,0.031186354833101226,0.08724716486292078,-0.02174500953579561
HLA-G,0.023858137895152155,-0.010504578356556197,,-0.04782894194402026,0.02882054408250387,,-0.002549505915207486
PGF,-0.0346245044101232,-0.048398907521580964,0.07849632140633585,0.08076317268063656,0.0014231807882057906,-0.014607466729410481,0.05447813743377014
LGALS8,-0.0025212649424529135,0.009588233274445544,0.014243712314858667,-0.011208123606841437,-0.004782808992647,0.061709157924197164,0.05028805754929655
DKK3,-0.051987912508076634,-0.042930768712971315,0.024072839279822573,-0.023374764549972525,0.022791727548708833,-0.04524694859243985,0.020481354096449834
COL16A1,-0.035520068892750785,-0.020330865998229263,0.009406239761245461,0.04921698235575057,0.015672421032781516,0.048755797025602045,0.03396847823915459
