,UKF243,UKF259,UKF260,UKF269,UKF275,UKF313,ZH1007inf,ZH1007nec,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
IGFL3,,,,-0.018697410903212936,,,,,,,,-0.018872405396242905,,-0.024541693873594037,
BMP1,-0.03945033176147915,-0.03454207976540372,-0.01709470044886383,0.06988705524271334,0.0044546708857768945,-0.06030388063495899,0.021843185930334068,0.06561371580722501,0.06989568422081753,-0.0035816128673919665,0.013173824335630756,-0.011803327090044396,-0.010457071180701882,0.07640075438734062,0.013308604117080456
NDP,0.030706979328816036,-0.0936386484407449,0.016216689246594033,0.001265563946322434,0.016601909737292548,-0.0007322927803960351,0.10642022423131073,-0.004290631669840661,-0.049770816526571136,-0.010107959215659452,0.012991733329863961,-0.01415616532575184,0.039014619609770554,0.05531334915359352,-0.08181848014766246
TNFSF18,-0.024152347459024538,,,0.14018028093105533,-0.011674764661574738,,-0.027050322836349377,,-0.014458466293054946,,,-0.019462778567627723,,0.010556425776511436,-0.042619369117344826
RTN4,-0.04806339920609419,0.03271444802418958,-0.005459111241103207,-0.12485804021449103,0.015317970877860763,-0.042560823261583655,-0.020048133376882434,-0.06309209315707108,-0.031710705116924566,0.02189414603879861,-0.09313369419663521,-0.008881477108706525,0.015361341936738994,0.017712155917782423,-0.038500388795698656
HEBP1,0.06160097596589474,-0.011408404110969363,0.023150459655686236,0.06078117599443461,0.03856257932072247,-0.057568678265347645,0.05974967663877791,0.015421581807208722,-0.03707877652722751,-0.01789370999034226,0.04036069300116882,-0.0667077637285065,0.06375489712560525,0.045095621443554994,-0.051010349290487006
WNT7B,-0.05541592978114516,0.04993074231082806,-0.014354688760820727,-0.046617843489779064,-0.0009477554996167503,-0.018233437400528383,-0.004560091395354053,-0.07909416367589707,,-0.016418315903011325,0.08672145633817692,-0.040698244482726714,0.03777217493041437,0.021952797827714313,0.008475288379096453
PTMA,0.03320029667520491,0.05010630829644498,0.01923051555070759,-0.027624354936591836,-0.038184853719268864,0.022658101012772623,0.03971293453486032,0.06169426113271846,0.006628719847582537,-0.018981758209556648,-0.06716733897626688,-0.03482140105382191,0.007378948173183269,-0.0430315615400317,0.013563006712532895
FASLG,,,,,,,,,,,,,,-0.0023235963451556044,
CEACAM1,,0.0013143468122998455,0.010679535569332413,0.060729254425638216,-0.01836162348633581,,,0.02201498618516931,0.07713596923146106,0.11978851294456977,0.024895567232987352,-0.027965980860096343,0.007426442976260433,-0.0008447980706380649,
PDAP1,0.008601018057893244,-0.005070858152411567,0.014481275753006995,0.08440535620349462,0.00655577715265111,0.06748557543996749,-0.04166758655702015,0.041400376525580776,0.01635084247052323,-0.022896032719010948,0.029978995102820725,-0.006756831098815378,0.016548327113401057,-0.010346065229859031,-0.04058750714981717
QDPR,0.009654768684660794,-0.07239647086967689,-0.011348359813469041,-0.0759929554607016,-0.0506151203622247,0.055727739317729494,-0.01850683676312028,0.13125580707574538,0.024673707046140057,-0.0115041244090564,-0.016901393279475665,-0.010427525179925425,-0.057828650399626556,0.04756768669737959,0.03527380572451306
POMC,-0.03318723159756579,0.07365654277028284,-0.002240540479698485,-0.013879107068130359,-0.013546473694648937,0.01750882795566041,0.010190631435127072,-0.056162828000395626,-0.016653263815618647,0.0290405747709389,0.017805482707815408,-0.060484705647987434,0.12998914077432278,-0.04541252851749724,-0.006230910668212322
CCL18,-0.029885147061844957,,,,,0.03089957976445619,,-0.028258726266736423,,-0.016091211263526802,0.1033342725551185,,-0.01991865268079615,,
CCL17,,-0.01932048539992305,,,-0.01456070453984554,,,,,-0.015296639925055859,-0.0009566804520217413,-0.024882176350088096,,0.08606133218891328,
VEGFD,-0.0487369318144544,0.1456856476198815,0.08907731567430195,0.0068862110723624265,-0.015513199125871216,0.0702156067097444,,0.03918262771847975,-0.04636142937160167,,-0.024966866125570395,0.05161645590124697,,,
TNFSF13,,-0.01332683842363543,,,,,,,,0.0014496359896047052,0.015580114887356248,-0.02668291629503156,-0.018006211272057714,0.05960810121012252,-0.03429718701313441
WNT5A,-0.004784139658483819,-0.04619584480567342,0.0024745785517757126,0.08889098733511254,-0.03351391762003338,0.029177350775320885,0.027706332475421713,-0.01631231093585631,-0.0011937201453792504,-0.036624851385294914,0.02398698676848836,-0.002988609893729029,0.038457670110074095,-0.003475728664005005,0.0013454986484500487
CXCL8,0.025077362389708396,0.15736617655126262,-0.059656733058341904,0.18335067074026642,-0.009343219832193517,0.12261794240848854,,-0.05435943401021549,0.025132396263752705,-0.028855841648562912,0.02394812156507097,-0.004738626051269159,-0.00861114432623935,-0.08322895521798214,0.035185854903612146
GRN,0.0018791764615095814,-0.06348611906379711,0.028593645697435464,0.05801914690221732,-0.0033437765018926122,0.05254173981843329,0.058490815641605964,0.0595471920607727,0.09288813266182742,-0.048338032918266674,0.05507779341847653,0.07025594279014499,0.006797973953080285,0.001606872800585973,-0.017359768707084042
MIA,0.06287436112833021,0.12029732377849271,-0.0027736054183435887,0.013166403257688053,0.012418687677567203,0.06159935558900151,0.0891607706791046,-0.06872009172839337,0.10356727273373907,0.010057039757274554,0.04088093348372121,-0.05192499630408811,-0.08011318291226545,0.06354878053010661,0.03700150532387009
COL4A4,0.03432670287994748,-0.03372879406126565,0.02833443047931145,-0.018424910626667138,-0.015201826028453276,,,,0.020199987074079037,-0.04041804919347048,-0.03997585645907847,-0.024253883836410757,-0.03231603307061273,-0.027399760516228024,-0.03169609273586493
TAC1,-0.06598488690187458,-0.012294899409319207,-0.020943881131268757,-0.08901907427365739,-0.05575527747439595,,,,,,,,-0.027664913865814572,0.007881860106313254,-0.05361213992200264
RARRES2,-0.01904203867030278,-0.10814442292120578,-0.00030401497430826793,0.1345050278382782,-0.0772038804821804,0.17943380520851518,0.0356285694410145,-0.06785829929278825,-0.10753952326837221,-0.0008479583208692134,0.05399962329420058,0.030704114600994096,0.04853947643234424,-0.02381104470206235,0.05757792843298576
FGF7,0.12309116965215834,-0.03424735298115174,0.03266617352428757,0.02510410523397233,-0.026430449364628524,0.032862050828800414,0.034252695963541385,-0.018194601984365642,-0.08771461230834425,0.023885889900747255,0.01060352339710921,0.07129643664404776,0.008800801297280758,0.05196868504519626,0.04035385355542259
EFNA2,,,,,,,,,,,-0.023729335392846055,,,,
HBEGF,-0.01455003977194441,0.0682839217362151,0.0531363262274264,0.05256395698159983,0.06413051927595166,0.09182945658022752,0.06294234677141369,0.07300400078598257,0.09380348990226267,-0.009161593721673226,0.0367155171101504,0.012883799376184253,0.010894924832207921,0.07218222451494712,0.10869145617673368
CSF3,0.10495721142582753,0.2960789441792982,-0.04641835271258064,-0.019493200807521913,,0.12288569283188218,,,,0.024871431175486357,0.015230859873092766,,-0.006407514293458283,0.0007962233193800616,0.14143819605808705
PI3,-0.053228003726192435,0.15521284665051283,0.00937999594468953,-0.021949601391671934,,,,-0.06643924336424645,,0.0010831525342139916,0.03720221912935153,0.1464038851339186,-0.02371178663042824,-0.04413120331173169,0.08198794311712367
PCSK1N,-0.05429985466428928,-0.08803631473976241,0.040578884674018996,-0.01802886201778705,0.03390041019639872,0.056718992891673876,-0.0185238325874892,0.04012316732112622,-0.040349358750279486,-0.027362897324180534,-0.08498423837513487,-0.03762192545914903,-0.06980821167265354,0.012313209109131447,-0.1174989242614996
NTS,,,0.06334585171581399,0.05610502455457297,-0.017366319138439,,,,,0.014570926305450262,-0.028909692216253616,,0.008195124349988932,0.06383048097913899,
SFRP1,-0.07912477778522442,-0.01685787031756356,-0.01589420473935468,-0.003874854741027944,-0.02289488344451905,0.08055609857373819,0.02772501141742196,-0.021498554968687415,-0.0017861342248591107,-0.004787953111170602,-0.013091889844649143,-0.0009938229370125586,0.020893592648768028,-0.0014925146147492807,-0.03360860943755986
CXCL13,,,0.007934926511039005,,,0.02085371766187319,,,,0.028546348167396856,-0.010879699736356274,,-0.01684529269377066,,0.07412029628657493
MICA,0.0794580207528252,0.07251329740755386,-0.04837507808439826,0.03255709365170053,0.019442258953361158,0.08626674547474224,0.1568087111006012,0.03589593968396856,0.08317805188643593,-0.003062071603243415,0.09765431772105057,0.09654590280963005,0.07776025522052184,0.05565621344512396,0.03934158665951364
TG,0.014624527729675374,-0.018192312936582782,0.02162452292570165,-0.023526549357469215,0.02290817609667961,-0.020454329397681017,-0.03466625180762093,0.1882773001632443,-0.0019209627710323324,0.022363656739020056,0.0806904088949914,,0.10095456521719194,0.04453821377210489,0.07967774437796331
ADA,-0.033878769615631986,-0.0193427694719766,0.011156240194935925,0.09075646798217996,0.035610044237546414,0.08583036635371015,0.050116076066512506,0.006711587060786096,0.11757934886597018,0.04533924962948521,0.0008854792742265451,-0.06691298500490094,0.012106924738112871,0.04798373894437352,0.051305140682969985
LAMC3,0.014446930800811645,-0.07835966977929204,0.05726380739673431,0.11558847705325641,0.08911524092230375,0.010809417462614145,0.0986293887366497,0.22525669252865202,0.09443938485837575,0.007154268131514335,0.046719316243492154,-0.014315097345567006,0.034625940727325506,0.010974154927413889,0.006371217127702267
