,UKF248,UKF251,UKF259,UKF260,UKF296,UKF313,ZH1007inf,ZH1019T1,ZH881T1,ZH916T1,ZH916bulk
IGFL3,,,,,,,,,,-0.02288944077055528,
BMP1,0.052095828679023244,-0.010205942472036033,-0.0324309307523741,0.09149847577357188,-0.010463843148906412,0.049345771269889684,0.04955150243181114,0.04964775535916903,0.005666409439829723,0.061424863209318795,0.008689411580837633
NDP,-0.019618539312808613,-0.008370525286395548,-0.02549077156252474,-0.014659553517103139,0.03295697005171952,-0.04187981332038889,0.06591901928747418,-0.04525008153670158,0.03213503094682362,-0.022597366770974243,-0.02570791828931711
TNFSF18,0.033853214023965884,-0.02998952221666849,,,,,0.10437052212691911,0.1309735636469382,,0.01600387288256245,-0.030045459908534675
RTN4,-0.00013057663436244138,-0.009241253633995321,-0.03399771446598546,-0.013108731133215314,0.03501788584537016,-0.013948738949031435,-0.07348824816576985,-0.07087369545856034,0.013900025784999041,0.08629975868971912,0.009171280360660845
HEBP1,0.009841294765684835,-0.030585230008801964,0.005829942612289176,-0.0041536771248075486,0.004128877846728957,-0.00023512463305995582,0.11748804498541579,-0.11687577391202983,-0.043037318435667944,-0.013939028465306163,0.07801060962647041
WNT7B,-0.035118785251648424,-0.018628561563097893,-0.00851887446512217,-0.013649359378500824,-0.0126260351241068,0.05960308885415742,-0.025697289226314687,,0.005574588729796104,-0.022745928509263613,0.000643970813270669
PTMA,-0.0706875855332193,-0.05653252179219935,0.030675383690911294,0.046292016220243176,-0.014334660324111282,0.001987202995804696,0.02021985439611119,0.04828647356161012,0.017237847561066985,0.0036969272633106697,0.03920793858685554
FASLG,,,,,,,,,,-0.01985200417145704,
CEACAM1,-0.015103919661308949,-0.01429630056714587,-0.03302982418652464,0.08711833022602063,,,,0.08061627914528698,-0.02099887103400665,-0.012696728604871563,
PDAP1,0.04976218232583064,-0.038179985888991616,0.024375348904501673,0.004811211193290286,0.04095206288511238,-0.050493155984984744,-0.012859037681650727,-0.07341244843298805,-0.003165512705523401,-0.028264472464929004,-0.07210961717516391
QDPR,-0.049804693476151594,0.028077596933776,0.03787987836876215,-0.07981690015027935,-0.012301691863502759,-0.04681585377727834,-0.08876511131016727,0.14136271347176485,-0.004632117814276302,0.006221837871385029,0.0050834943368918036
POMC,0.016023180403437587,-0.0002218199740408785,-0.03075871241884165,0.04054902028070674,-0.033959024726398473,-0.009355306403195492,0.015340484741816585,-0.03757971514035465,-0.034351394481680106,0.04049619603199484,0.005868931043133864
CCL18,-0.01884826465815794,,,,,0.023422640536261998,,,-0.04501798547604049,,
CCL17,,,-0.019144494625295185,,-0.015627492053000142,,,,,0.005122405075846447,
VEGFD,-0.00022440791949339614,-0.020476582304715867,-0.021329081133768874,0.09506470471290336,-0.01146295441078717,0.033913078272847175,,-0.04457936221135881,,,
TNFSF13,-0.01422350986494013,,0.031171851461922206,,,,,,0.009085738114006613,0.013760216096380931,0.03388404164633357
WNT5A,0.008343353867958342,-0.052125735042592075,-0.02432371466172403,-0.0021091530405791354,-0.06570386966962552,0.03685487255300376,0.1247537142596816,-0.06752198205478216,-0.016121475327282194,0.047548394283836885,0.023358527698076274
CXCL8,-0.005550758624744744,0.04870669317201968,0.05396788128149495,0.0319279253840613,-0.010674801573153097,-0.08385629821644257,,0.18048122998498078,-0.020164162227790314,-0.03613257630943865,0.019995991982041463
GRN,0.0698604467654496,-0.015463444152962462,0.0075255246482964,0.06289293778546122,-0.042193939470574295,-0.024302411311880517,0.00847526678587057,0.022079961841989727,-0.018835523739111525,0.08279819530247864,0.019002660116255773
MIA,0.011573211689668772,-0.018210440316598554,-0.004717033263291904,-0.032131967907641695,-0.01303669656654961,-0.04071997399410581,0.024370141386689064,-0.026510781354038036,0.029914592526048913,-0.050744957064938236,-0.021071786346630466
COL4A4,0.03834181515568489,-0.01001870325361585,-0.017720758856033636,0.016492436460570845,-0.021900613457718217,,,-0.034906518567770085,0.00666807436081512,0.03842708610603622,0.06452073560380202
TAC1,-0.04387761280537099,0.015574656851602184,-0.02245209220062258,-0.028442048363155288,0.026170118321264795,,,,-0.036229034744378684,0.012688274982164228,-0.033984654401219935
RARRES2,0.03991417129860001,0.007029968037926117,-0.06919818515358647,0.008020219610237992,0.007212654627246253,-0.011304324630973372,-0.07492337822483273,-0.024641315597165363,-0.02381944530423946,0.03820528954620895,0.050340320341560246
FGF7,,-0.023111609413362967,0.0011856494789982774,-0.025870361646134626,-0.018341375339295397,-0.008382705500243906,0.13670807742282717,-0.02533465524518679,0.04683037710689829,0.0031860165549640156,0.018346592848674462
HBEGF,-0.01841105456956282,0.045211042663212964,0.0743076568379559,0.04964642968145777,0.012423650615154443,-0.04844573423272779,0.02138457266065471,0.05856626801130073,0.01171201718432778,0.09490963455912875,-0.003256892445191419
CSF3,,,0.05261854183728204,0.013921179618784363,,-0.010461495627311235,,,-0.030104750045016917,-0.018944497606230057,0.03304501941130179
PI3,0.052326385719164106,,-0.010186858816133099,-0.00028563351164715594,,,,,0.044825768328669705,-0.04116009960600509,0.020298709039674404
PCSK1N,-0.018933542343651313,0.03949387889389221,-0.05609494884387769,-0.04837164653173281,0.0025109636248653523,-0.035489895134878685,-0.08094376997326636,-0.016702077174528873,0.022819765498740277,0.015491036021249623,-0.0071103181821694774
NTS,,,,0.10904933817711379,-0.023686851618254623,,,,0.006204515905010703,0.0014503478305767606,
SFRP1,0.044710135784634765,-0.0376406339401841,-0.01670431156402541,-0.015414143788651573,0.021412934212326925,0.06339079233684027,-0.023190561168696493,0.043722927159902926,-0.004704739584191234,-0.012285075857190745,-0.02527424173779491
CXCL13,,-0.025319036443822683,,-0.01527561334216202,,-0.011979753540790498,,,0.02342848003260706,,-0.03116874226696065
MICA,0.028096510954291835,0.02877819613096623,0.016666595714601235,0.028847358367836907,0.03402266303581184,-0.04575676026863125,0.06629967736887937,-0.02779378307989505,-0.018482841077728678,0.05116169507828141,0.023401641396727717
TG,-0.029681444245981157,-0.019440088291131835,-0.018026598712550163,0.002361494005706866,-0.011309548134479024,0.01547326928519344,-0.029913892656957458,0.029170818778325083,-0.02477667189412352,0.01805684106296321,0.024202313427212022
ADA,-0.025515281748328345,-0.01253334879430434,-0.009568356094713164,0.008108798844936989,0.045391085382769134,0.019875529302991975,0.07386834002732977,-0.047223045056134894,-0.02770915718021885,0.030483509882662175,-0.03440064332773843
LAMC3,0.022767426046945677,-0.014188634816441042,0.03772019084767544,0.15818678994993313,0.016283438856271894,-0.018322830307670214,0.10763570057146873,0.013330691601170435,0.006328939637115403,0.0572540926166784,0.045624240592810526
CCL7,-0.011989088581865126,,-0.013033202067548717,0.0881933837241174,,,,,,-0.01985199711232131,0.049093204341664365
NGF,-0.020584669727878663,,0.028967390852107297,-0.021617588479915455,,-0.008031124744119305,,-0.0011446287237027396,0.0254166698696171,0.0029612141856703036,0.04052550630403611
TNFSF15,,,-0.014513107947963049,-0.014994988150983794,,-0.014789258860590659,-0.02757303654539955,0.16613589891064381,-0.01869453294316716,-0.020276400022540685,-0.0425278670192241
HMGB1,-0.05084966768381969,-0.07111255273583267,-0.022820935048937195,-0.02632724117876064,-0.034253277736466345,0.0018140529729919579,0.10185122428101902,-0.04763624065986837,0.014637197739955442,-0.07895010715322798,0.07308566863967367
ITGB3BP,-0.01930021624791692,0.004112787797844468,0.021937594946644833,0.061946310726516636,0.013653812773560597,0.05789065569111273,0.03434563257896329,0.03573648040433454,0.00762726117600751,0.017704108769789693,-0.00321969014519818
AANAT,-0.017394343519807152,,0.05271147049817542,-0.013511381110630227,-0.01303669729168396,,,,,-0.02100424081635708,-0.023462895764220844
RELN,0.020784324183077896,-0.03783591034801604,-0.02292169580838576,0.09072341449241891,-0.032203831985236735,,,0.02796118087583467,0.011812636896383257,,0.011680557820101068
IL15,-0.019746369147530585,0.07231768539251066,0.018375926510970236,0.03330023134259772,-0.02802013486097891,-0.029892712619903703,-0.01428971309793316,0.06373657175551788,0.06430269684116614,0.14755464512235955,0.007476376489931052
UTS2,,,,,,,0.038598956400389815,,,,
BSG,-0.01629044326375489,-0.011546274355702896,0.03995258784362802,0.03201430263157293,-0.027136630243506963,0.0035927106423001916,0.012867058436334018,-0.00512757777731762,0.022358298197246277,0.03339349936363242,0.008673663133107
ADAMTS3,0.051073456296565053,-0.03415764456513236,-0.010146520687967358,0.013700701774446433,-0.026641494158728612,-0.04933649223545321,0.09438864163801139,,-0.06453352697723182,0.0024068913972499074,0.012809825047277646
CD34,0.014725158811013507,-0.035039676768699755,-0.02644380765968719,0.021155938159953695,0.025678907076278065,-0.02399562724135271,0.059943556633771954,0.013619563660832416,0.06226717655876401,0.05623980405198762,0.037573577258855406
CCL23,,,,,,,-0.026018179609393923,,,,
PLAT,-0.03535635567523542,0.0030192564301550896,-0.016040259972364277,0.002137619633767892,-0.004194679654406391,-0.04730430333094709,0.055446253992297106,0.006225817031642486,-0.03618829003057784,0.04019814760429215,-0.0018126484750601833
NTF3,,,,,-0.007297448133212151,0.06957240274993719,,,0.03505743076650655,,
LTA,,-0.01429630203420238,0.0006416261298369117,,,,,,,0.09202862359704443,
CKLF,-0.012157352250122978,-0.0028348379746911487,0.02425968121836184,0.061446256888890244,-0.0368362412417465,-0.009278841951136176,0.03012619228951965,0.06251808993209054,-0.012612999548277154,-0.022190572181659023,0.04473721192383706
APELA,,,,,,-0.05295433222660268,,,,,
CD24,0.040894440153829155,-0.035453646997220575,0.059704496635469326,-0.003319625603602984,-0.030022752515262922,-0.008615414039150528,-0.027121323666279402,-0.14012920796982214,-0.022982355808439433,0.06361264612312385,0.030517065636858465
HSP90AA1,0.0011453666432143922,0.011800083232458654,-0.022822341009559415,-0.021666194068850026,0.011391246060826223,-0.01691202049928468,-0.006114629240770427,-0.06382358071784655,-0.0020951176652681675,-0.09069964893706611,0.05363311428510844
BMP4,0.013404407339584935,-0.015154918205561158,0.09891656618135472,0.015925477882838143,0.0159044168195595,0.0893882388763702,0.055754218475208235,0.009388417355964877,-0.041030282691124575,0.022168565924970088,0.0579306402654759
SCGB3A1,-0.011989087382972285,,,-0.016090386928135157,-0.010996581673423295,0.006396321732359551,0.06663195815330122,0.07560141115301479,-0.018546647556981006,-0.04162433036319869,-0.047148825064115885
IGFBP4,0.00959720661232358,-0.04165740754273594,-0.018868385685415014,0.09758662609535342,0.00835373267870911,0.029163319881497937,0.09873509610903058,0.07917820302126614,0.012955548652948607,0.08732915479037104,0.021240326641985677
RSPO4,,-0.023111605025625388,-0.025568874254693633,0.17723298439106927,-0.010996580064924464,,,-0.02026164295145794,-0.02614539986301285,0.0654390264315312,0.004166488300988632
LEFTY2,0.0013195962015247825,0.030395114699957402,0.029927368298957018,-0.0019434806731889096,-0.012057884532318862,-0.03247988459578454,-0.04790448489839652,,-0.013844147933917484,0.06581626815833189,-0.015472822548979538
PF4,-0.012436753629802951,-0.013004429770780554,-0.01137121203454495,,,,,,,-0.01362818176558984,-0.02317621727776413
ANGPTL2,0.06190509565566102,0.023403014164251435,-0.07350258469264483,-0.005508448219549106,0.050321224692749564,0.1452936940848829,0.07043339015540218,0.1697712446132413,0.013024654014642504,0.04406726998771907,-0.0002740415914765289
LRIG2,-0.010759985489123446,-0.009698423241648515,-0.007123279586722183,-0.005535133742467563,-0.03274651110733089,0.03052987798717727,-0.013995304113702985,0.021351999555343518,0.009844563265594727,0.05076912241630731,0.03285248457288542
ICOSLG,0.03770152840410988,-0.027034935771933652,0.061701786990340596,0.019023884969700897,-0.020869455440949584,-0.008238293143013303,-0.04953607486019246,-0.008328100630042036,-0.023086536112201014,0.0388522649865883,-0.02378565013400187
WIF1,-0.0223779195061699,,,-0.03207758447316551,-0.020693286892379956,,,,-0.02430468166593631,,0.008637507500418177
NPPC,0.00489818107244395,,0.014641147824685034,-0.032395542690427014,-0.01528255519355258,,-0.02298795464242049,-0.07621816705039774,0.06986643138838237,,0.0200680136859686
LYZ,0.021503284514836178,0.04282007005484299,-0.008376667972620325,0.041921409004592014,-0.02422164188736341,-0.07935856694598277,-0.016011403584144192,-0.05041704001697493,0.02538628411079679,0.061012589719103096,-0.050797402142124234
EREG,,,,0.13252530951028005,,-0.03798015558533688,,,-0.03256453634266692,-0.021820248954976237,0.18347081064854565
SPTAN1,-0.04194630627645575,0.01606461713170678,-0.0710840077969684,0.052235324412018926,0.004833550171264581,-0.027303668129265605,0.02223952782168647,-0.08396680459993038,0.03204210500107156,-0.017553960095051183,0.047241636715145426
PTH2,,,,,,,,,0.0057403235013707005,,
LIPC,-0.015225855378797918,-0.0023567250255699074,-0.02043491492384663,-0.017979709182552015,,0.015618560430595629,-0.024376372756519125,-0.041521334614768285,,0.08082852369069753,-0.036141923540279015
