,MGH258,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF313,UKF334,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk
DCN,-0.0016557792889214302,-0.10916465176930837,-0.01420257052835336,-0.03740874512720977,-0.0008023211012636732,-0.12079133945636265,0.0123750984437556,-0.07432106842412667,0.09856024698215148,0.004513452978015321,-0.05323133877249759,-0.028663542666665164,0.060281046653705414,0.045168859369375855,-0.08308030648876746,0.0609788754220816,-0.01925360596159161,0.048381096310293234,0.0808330221448876,-0.04093195337366345,-0.035968786162128265,-0.05135579704340039,-0.024788047220193805
RARRES2,0.04662320575676503,-0.052482497199862414,0.05231682646228222,-0.003234698988316719,0.08235930385101638,0.02202475824805946,-0.045999711924405905,-0.0015015676549196852,0.12984781786558544,0.04110794306512679,-0.010435222475767808,0.029560263204357343,0.06322018098317944,0.13107906959621365,-0.03836623712522876,0.0730720995069641,0.0433923216017533,-0.003587059304645293,0.03547514391676601,-0.03585961810019981,0.014957218218333254,0.02552244515484022,0.05095414561815068
SEMA4A,0.1229814880505049,-0.019615455124144948,0.06594232248720433,-0.042783687458763056,-0.03134249855625539,-0.020231281056857824,0.0024627458795839995,-0.004854049955892531,-0.04885473746942581,-0.015919006526300128,0.05398308338608033,-0.04265998847587312,0.008708510739024776,-0.01901891151881442,0.02314498804380555,-0.043131884139256366,-0.03962156514359881,-0.010491048924319405,0.0042553214112975414,-0.003566300430786355,0.04504344203760587,0.022382246465130033,-0.03538060816534239
GDF11,0.0236197491332174,-0.010613343462205596,-0.008341136387071787,-0.05267343742323986,0.001635680209372915,0.006306000091686061,0.02359753930191146,0.05342246463439956,0.05861504230253817,0.02500234877168045,-0.017908856273027025,0.011329013232563297,-0.009084943517228893,0.00809470833436597,-0.06233092951189547,0.05165462152300175,-0.060319467707712134,-0.02090000042161457,0.012827789500001057,0.012149557864078755,0.01651634413779877,-0.02435880231941796,0.01420674209856916
GPC3,-0.026182483329702407,0.0039482508471698685,-0.03485606922608423,-0.02151291972056302,-0.010515057639293019,-0.004079959098501987,0.04167330803298456,0.03918036577701053,0.06112470748175824,-0.006795878172580555,-0.013710469325853212,0.0057417688885997254,,,0.08380481709276415,-0.022786311521868136,0.008826823796252346,0.08400285058716339,0.12440069211636096,0.04464351962575731,,0.02181487906858289,0.025736467614251596
OSTN,,,,,-0.025922947570758685,0.01807826867179688,-0.02263166987141502,,-0.03220785767804021,-0.029061943156056147,0.058461150175778166,,,,,,,,-0.01636765466928306,,,,0.06020790449306094
GRN,-0.0628229843269988,0.019254174278636554,-0.007285500313452761,0.015786279719298052,-0.035709145598626896,-0.007695408400490779,0.004221249841215974,-0.010528639583996264,0.09107135021651279,-0.05318240098329842,-0.004432444147390173,0.02437427465916654,0.0003763683111750981,-0.007882469023690473,-0.016795497383422894,0.006532245704743607,-0.010019956179820901,0.010676927571497519,0.09318220773781291,-0.024172985391883558,0.028254079317088683,-0.029750118990138175,-0.04262369490865802
CALM1,0.040066793756564224,-0.13470100242044733,0.02156821090656697,0.04504053109994017,0.03723222558055993,-0.08498798391998824,0.0008270856936591875,-0.021937642789893748,-0.10362744726507568,-0.059396805653904074,0.05017729812239578,0.006662408418749646,-0.027179842257847187,-0.1477023790225411,0.052738462685608826,-0.03477957266416159,-0.03409361224186195,-0.00976197217620231,-0.08669399489909857,0.1159524162488983,0.019840985027593606,-0.02432931234171634,-0.015425237428680278
ANGPTL4,0.02821083594254306,0.12765094086919745,0.01439781072917658,-0.045923219270406455,0.07188877364825526,0.09815808286492825,-0.05725074886032473,-0.00956905988669074,0.01128337550974586,-0.01439463077837245,0.041736492151317285,-0.08059060140829215,0.045167240982975775,0.024055560804257817,-0.07336300328380313,-0.04215972748397973,0.05719554264245473,-0.02729858078223119,0.049136782852068336,-0.07929995798230532,-0.0017322767364188782,-0.02540532336005882,0.054819776872430476
BMP8B,0.043987454510251496,0.051032820763654514,-0.008743820329738056,0.023144473794986083,-0.06263932467649722,0.011943994086129651,-0.029010575273317556,0.022593860480763638,0.0009501509402806147,0.057255101082158165,-0.026858996284693418,-0.00010499281879782114,0.05933696683712348,-0.0053115492623581236,-0.0018663869721732825,0.050316782013067066,-0.019906218850496885,0.06235985686384973,-0.01099617262138937,-0.04367415162321392,0.10559136014468691,0.011572185620961866,-0.0170304170945888
