,UKF248,UKF251,UKF255,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1007nec,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916bulk,ZH916inf
GRN,0.058947462575350995,-0.051540243212209645,-0.0349196005622606,-0.06656282083565579,0.012479847229622183,-0.06749624418702116,0.02781671324848202,-0.0015910695387939715,-0.13151052957417206,-0.010195373134793009,-0.005002233750463964,-0.028142898351977537,0.01210816757799036,0.007976721676137504,-0.026188055229974944,0.058621680695370895,0.022623558607330535
MIA,-0.0039699179786661055,0.012740234193848182,-0.045841226934163266,-0.03854935946241281,0.03734918909888729,-0.01618820221038428,-0.013536663323059694,-0.022949185315981235,,-0.0286233099844476,-0.07744126705010074,0.25228175838475186,0.17657083560545694,0.011472557263337107,0.023165463634927632,-0.009102137874861325,
COL4A4,0.03692594902213383,-0.016185420298064898,-0.03488264055195358,-0.13733307228035432,0.01707635102759055,-0.023665351826971683,-0.009907660776456693,-0.007142488901115999,,-0.02776567258390803,,0.0708132955803987,0.06168159060491795,-0.0029683559377345872,0.036358975042970844,0.004328664393418396,
TAC1,-0.03709562225852727,-0.043149857131388074,0.049577682085207526,0.24781578154080017,0.029087124921719536,0.15784354284062446,0.0893689688476871,0.016109129917230038,0.0647017367873243,0.17818552749424424,,,,,0.013650648927826097,0.0951263662895374,-0.03671161405844612
RARRES2,0.021409598789292297,0.06383676173326765,0.024219615794472026,-0.14540366334696195,0.012307605219084377,-0.10868037581027105,0.10681598663686649,-0.020971100414478267,-0.0252241523024547,-0.017156478562109924,0.06478431283228721,-0.058992209501355385,-0.061285797603337966,-0.056501485482235006,0.01878678913860529,-0.05634510290838564,-0.013985495520879623
FGF7,,0.057289164896024904,0.08698539962449568,0.2679506109163836,0.0518909669606478,0.0432675074731457,-0.004315400189227973,0.004490699153444509,0.09609170356245506,-0.027237507203911465,0.04312491441067968,0.05321098752032249,0.037152454888664636,0.027491367023871113,0.08508785221664279,0.07710139437740003,0.06308681312383543
EFNA2,,,,,,,,,,,,,0.03470732721215411,,,,
HBEGF,0.034963716944284434,0.027312276320092952,0.014346321063246048,-0.08228738430310938,0.11077017018641798,0.004873662969581205,-0.07854185337296843,0.015041569953124995,-0.04213126570717725,-0.0016478455541173286,-0.07331609380597721,0.052873306709912395,0.06204090565151125,-0.006259694566504095,-0.014839017809995723,-0.07694995950975857,-0.02326412826687778
CSF3,,,-0.02441652240763696,0.003757699912702828,,-0.025037486731476273,,,,,,-0.032456175460286736,-0.10395512487936026,,0.014862883589524695,-0.046589930864680905,
PI3,-0.04129314078276005,,-0.057846156429268866,-0.005856129872495058,,-0.028192540518698055,,,,,0.023021521659714227,-0.1768796048732133,-0.23343948992690416,-0.018327154761384388,0.016638820525921232,-0.01434000701958657,
PCSK1N,0.009159369644009744,-0.05775575983755916,0.04127431440738614,0.07521601022044658,-0.01221733440685208,0.061205358746227186,-0.02462919705195445,0.03452729380845778,0.15751562560188775,0.13897510285260975,-0.05039787043716312,0.0222298040037089,0.0321643593475887,0.022752261795822556,0.0677997632713208,0.10040472403152373,0.04019459877187898
NTS,,,,-0.0626683866549618,-0.008674877638999209,-0.030774082986434324,-0.015372843868796,-0.011609178925876457,-0.010138824242313344,,,-0.019646667907668617,-3.1405115992026234e-05,,0.028041508921468977,,
SFRP1,0.006417824691426375,-0.01916882414410711,,0.1631724735500124,0.08835975463267662,-0.03680759359418938,-0.011831464548976925,0.025829388234415968,-0.04059281307882383,-0.006469261850261087,-0.07485126656672966,0.05651480473427917,0.088519671543689,0.07982167272241322,0.01898162734949238,0.05646831718493533,-0.07601665758158888
CXCL13,,-0.01787800083651485,-0.017729284299052548,0.03752897493898793,,,,,,,,0.025248834817654404,-0.052061873002072545,,0.04221561289575494,0.01653000276345223,
MICA,0.031111217942189993,0.0005166370876994427,-0.038163819886402967,-0.025994024557624812,0.030623770086859754,-0.08208951928234663,0.021492912599595473,-0.006538205365996948,0.018748640379873394,-0.024125605543022354,-0.02250219932739466,0.12487506149567296,0.12948703693895414,0.015480378820572323,0.06944786344548323,-0.0081334305978591,-0.014767541645858433
TG,0.019219636755218917,0.13634017300725682,,-0.013458162871043056,-0.00624641762715267,-0.030218006431645635,-0.01785495966282,0.036584328101043805,,-0.029293295490563837,-0.07389508622868592,0.0027423302571698656,0.110663971843039,,-0.017726767010047093,0.010859187444158822,
ADA,0.02721022148769045,0.0086160923366383,0.05161894632519541,0.00471541209121883,0.017498210779849966,-0.09027750912912855,0.002897699768344738,-0.03233348371750475,-0.0823634073181322,-0.052245949677559814,0.040220832293646785,0.0789860783736246,0.06177393257979526,0.010126463844175818,-0.05448925467936918,0.026925553038169677,0.015249159370448549
LAMC3,0.07744261527250175,0.017217993551550306,0.004809592687744272,0.05184421429653564,0.05857932124919452,-0.04580913304039847,-0.08824909968452599,-0.0669768093440429,0.06033602313618938,0.04180565356413689,0.049398228646109404,0.046377370296935526,0.12202135796859719,-0.07484560257627665,-0.03406601854384482,-0.041572745596313306,-0.05191667949911914
CCL7,-0.029234111206734442,,,-0.031030070075562934,,,,,,,,0.01560682573928986,,,,-0.052254337794123355,
NGF,0.013935447584438626,,,0.010316332347682021,-0.01907943344757277,,,,-0.010796178538351405,,,0.07788943915059075,0.07889542994674512,,0.07175024955265426,-0.031133174725230015,
TNFSF15,,,,0.08731188441605829,0.012637818923285618,,,,,,,-0.03367144636159584,,,-0.04489631169196219,-0.0515632140391867,
HMGB1,0.06837731493352833,0.06378427450330658,0.0721063658704128,-0.009200870456073738,0.047750424526135545,-0.06006057015533975,0.03862855645359087,0.0035705221414026856,-0.03680825319320561,-0.052704109714976036,0.051585260950159445,-0.1045117683975505,-0.03478876899815788,0.016138344781738957,0.017090510966796188,5.002400048109219e-05,0.028793627766456126
ITGB3BP,0.013962572938783587,0.012055836699925496,0.052326505335181885,0.02295489882551568,0.04456418990668337,-0.07108454531030398,-0.07838040288507046,0.004565379916347704,0.036939522231040994,-0.11035589796630199,0.058508637815920944,0.03611387793743936,0.09544960977240509,-0.006886399610083371,0.0593649002668629,-0.047667420783531596,0.11425337109026777
AANAT,0.00902383629349668,,,-0.02070145129664283,,0.012443304426608116,-0.0034109139802840755,-0.022949186592473515,-0.027128806290691452,-0.026158763574033232,-0.0170609080198696,-0.026862113764984912,0.06012426839357407,0.09314721216394506,,-0.010967271809765948,
RELN,0.009361850679245344,-0.004934466138033484,-0.02749673489440742,0.07712375771004622,0.024812846612052877,0.10569661753694862,-0.004447128090346583,-0.016991937483623307,-0.01129284989319064,0.09076590334614255,,,,-0.033366590960144105,0.015460666614505755,0.008668169040932804,0.02538107678423883
IL15,-0.03421293127046534,0.05507935777332913,,-0.06023763950793702,-0.0219532374154439,-0.025002040642946737,-0.022950723171641794,-0.03803103025247684,-0.04458850372720419,0.03262950070839667,0.028621803268524783,-0.03698291800696385,0.0365352525613303,-0.03322669535564865,0.0027087334385974405,0.028641113229819055,
UTS2,,,,,,-0.020065791428961775,,,,,0.07527335634178042,0.023317861409859655,,,,,
BSG,0.06781610839056239,-0.02503910186375053,0.03320278101726661,-0.08522186412165675,0.05785298354555013,0.10882627451163593,-0.08950524894944191,-0.02376081603547073,0.11162387521402593,-0.11802322309445813,-0.10742446269514423,0.022286488784890778,0.02443591700362714,-0.04604419647794716,-0.06686740218380768,-0.05793474030356267,0.10951720302745648
ADAMTS3,0.06562247601012657,0.10779044420304822,,-0.041228139348776824,0.011121825705409304,-0.058675801948335785,0.013627114956991992,0.0172238138251287,0.005654687759547913,0.006099331028472088,0.07971500909876247,0.07457538183977667,0.04897885015803787,-0.04134089379592149,-0.020982846717770124,0.029171099013481465,
CD34,0.020494306437320163,-0.0069806570000155105,0.11401944718763757,0.02363688197597758,0.08242723982706598,-0.041344371677286364,-0.009140911352759882,-0.014584927706589824,0.020941314316216895,0.0004567525702828045,-0.003547514943972132,0.07893133487642583,0.1358865574138312,-0.04946239634225646,-0.033423213585500135,-0.0039885946024282104,-0.009883879525480555
CCL23,,,,,,0.09351970336330627,,,,,,,,,,,
PLAT,0.035658208395033725,0.0681758246495402,-0.01501898133164104,-0.00930667943757569,-0.007020105093125476,-0.08248963365444704,-0.09868072825014781,0.04020207446399434,-0.056032643677008706,-0.054512861034901376,0.09917606903693776,0.1272399842123599,0.13949419946278008,0.05017759853362974,0.004729823146427705,-0.024968034215185078,-0.0689323464705853
NTF3,,,,,,,,0.05147777908221233,,,,0.061418436099089285,0.11948887746208614,,0.06061297091336023,,
LTA,,0.06234864059652146,,,,,0.011853484450145757,,,-0.024261047171325607,,,,,,,
CKLF,0.04409019294242808,0.006850360369792277,-0.015940864028841553,-0.047501561655783335,0.006983766970214182,-0.07571883307927699,0.0097832436958559,-0.04640961498153984,-0.050144432199087534,-0.10590014659930544,0.10154973875842147,0.07757364006485419,0.1741784004512689,0.04566435977651202,0.08227060420792603,-0.013358243921585994,-0.0668878963173036
CD24,0.06378824352825038,0.10787658150143818,0.05887166891198519,-0.05129869555394061,0.0937742632881577,-0.037424283615429425,0.08915581850275194,-0.055204554103504035,0.07502966748647508,0.01180338895266547,-0.031215991864577894,0.10314140779702682,0.039660974772357985,-0.05566805788406284,0.07675511926615056,0.08298675683054423,0.18314242767561348
HSP90AA1,-0.008965704727664807,0.034183842395990725,-0.0013740949793413114,0.21075071100940984,-0.006551157652829796,0.11797305316140293,0.12746438855155812,0.06591154883795236,0.1388630422612243,0.1867126222896819,0.012115495540822653,-0.27566251197303693,-0.3233360254980081,0.09050328842641672,0.01106483482398361,0.0798017658058308,0.1015678858320792
BMP4,0.0194128900090516,-0.001457838957087951,-0.007468056843328843,-0.040174510321352656,0.08813074508383371,0.006183409962746551,-0.008421334289706905,-0.0031843250729722064,0.04746593126654516,-0.020672917978287818,0.003805973838311154,0.08101213301622665,0.03250636762111687,-0.0471897158201125,-0.028962754598162235,0.032893027700139535,
SCGB3A1,0.01746302362357144,,0.05166186644220453,-0.02465287290837077,0.09241498774415072,,,0.04035704719983165,-0.03684788415951746,0.042777309272522115,0.002076806144387279,0.06791180398881835,0.049305468951300765,,0.09129830718872446,0.023212673299621695,
IGFBP4,0.06604519933307997,-0.0002002861108167854,0.09746197629667168,-0.033684460667001585,0.042731885628629236,-0.031999001764519634,0.009768690757810913,-0.009014783870893295,-0.06799573283230857,-0.10479209417957627,0.027943021725219085,0.04619182654176796,-0.07584445684284809,-0.05463873934225475,-0.02786784091461695,-0.03934764935131461,0.006679761974780606
RSPO4,,0.08992641417360304,,-0.02845342278803328,,,-0.031859516286615014,0.038100698496362884,,-0.02312551218628341,,,,,-0.0007260339611234749,-0.03587149146163851,
LEFTY2,0.031740310206545545,0.017313518247646764,0.08246645921811788,-0.017064330558754028,0.10562857766885096,-0.004055320805290225,-0.05080281041730061,-0.02122613080992555,0.025748917466889815,-0.029949991794498025,0.023968636762025625,0.034624522051118656,0.03711174599010506,-0.058115808474822506,-0.018333053148980875,0.05936643934246938,
PF4,0.04260319705229535,-0.014807628982956953,,,,,,,,,,,0.008029660682636861,,,0.009929357328978107,
ANGPTL2,-0.0022453624943096417,0.04199949166866268,0.0834700673334031,-0.05884939416088771,0.06773684608799146,-0.07526192869998237,0.01997073075840014,-0.04440693318944514,-0.04010680823195547,-0.12917371889979262,0.0017448496437077572,0.15789705017217381,0.22176076550691134,-0.07070637839012839,-0.05176288912107208,0.014520052599579506,-0.015323644383729903
LRIG2,0.027934876571034616,0.007578713410183879,0.07391086285114863,-0.07971004709295142,0.052991513648736194,-0.11317002239975239,-0.02775742396271542,0.024282427672927397,-0.039286470995375,-0.014619319402554525,0.039547655333649276,0.016099787480474866,0.13261766163461458,0.011806297287746362,-0.03475229466036103,0.014779048804032744,0.07196964845439231
ICOSLG,0.06877208186459213,0.029862483772704524,-0.04675825688054221,-0.050447446604170255,0.07926774211574615,-0.057568479991825225,-0.025988023155724498,-0.012715918437753937,-0.01893434784381395,-0.06123100188209645,-0.02321356500160511,0.050169801444614304,0.16518901050124427,-0.03804678069048722,0.08424704413412408,-0.012060810515574045,-0.00766935256268193
WIF1,-0.016833359920134638,,-0.01819805899322548,0.13581376166258713,-0.05163695198739022,0.13812514757080133,0.049127372520014805,-0.02860113652989243,0.1506938071204775,0.16094108644394037,,,,,-0.0362781450237516,0.06532432133847514,0.08052454912639712
NPPC,0.016485188740199153,,0.11302308080195653,0.13271805363260678,0.02567150159891228,-0.0172511299961242,-0.0018082518097055167,-0.02690268884054992,0.01968397181875211,-0.12748108534588243,-0.07677508978520603,-0.017911287173251016,0.0357576135211038,-0.025312757324118414,0.03486839471234784,0.10592284770695003,0.036569202041820584
LYZ,-0.05655719953430974,-0.017590853274886135,0.024933804788495183,-0.049244085457735114,0.029971480092238722,-0.06014311333428655,-0.03092205512315069,-0.01657369021181336,-0.10088533129702232,-0.006217303462022163,-0.060850346117200985,-0.02809939022967264,0.09440417900533513,-0.0475288899841929,0.02465009992505949,0.1208139006662334,0.030424971836572567
EREG,,,-0.0329116741460076,-0.04004071699197897,,,,,-0.0296843064224979,,,0.024228041250871413,-0.014876725722146534,,-0.03503092737800329,0.001100395195764087,
SPTAN1,0.04636832084630117,-0.03734241942812388,0.0435029117208687,0.15223569170472345,0.12086588072334176,0.1062977376493243,0.11094040180497204,-0.04770667581172185,0.12132622297112074,0.05902707752659456,0.008791347720947754,0.051172192712178516,0.08267802154451555,-0.013232093082321972,0.036504420298129746,0.1181094739563561,0.04737415591937123
PTH2,,,,,,,,,,,,,,,-0.003670168614268964,,
LIPC,0.02194582883646087,0.006944059095823159,,0.011888249566033354,0.004816852635234114,-0.0056373185118626466,0.05034505161010802,,0.011987597181737414,0.0007236998481535453,0.07570866588017752,,,0.036478750101615116,,-0.03175129960873963,
COL8A1,7.671542032171305e-06,-0.02795260375519708,-0.03048447383764326,-0.07201941926332922,0.029532235465724033,0.03061999057470446,-0.08771559782603659,-0.02523985758345975,-0.08376185582893811,-0.12708904969242785,-0.06066275215230808,0.1641855182670488,0.09941382121200829,-0.02339175436731725,0.012512686690403172,-0.024960135841041477,
GSTM2,-0.02725899607390801,0.023338459963675482,-0.026830292959763965,0.0023992499937962185,0.017468879984425006,0.005179252687270779,-0.08353623747807949,0.02086240770572712,0.03193654269187198,0.0006807966654148912,0.05240736351828128,0.047221681631509235,0.03971886043075272,0.025861151074683862,0.039501479308247475,-0.002042130216435301,
IL4,,,,,,,,,,,0.10281994247533432,,,,,,
SPX,0.030761453567654907,-0.018086865078777447,,0.20248597415449782,-0.0015273738424137263,0.040086514949638545,0.011834317050787463,-0.004647541607742104,0.05780637589784649,0.1759448902106806,,-0.020467528650619893,0.08878818258266936,-0.03527805326578035,-0.047348239406041125,0.030893484944037538,-0.0009711223660165703
MFGE8,0.05461712770409008,0.009600125972698693,-0.035381516912424096,0.044771959674036806,0.029484122723287366,-0.01690750999764755,-0.0421993169920256,-0.04174822959437109,0.09082131729021523,-0.08362781103097187,0.02775502504714104,0.0662951719313756,0.04753256088572646,-0.01943323302251499,-0.03017447153706806,-0.09359382010459164,-0.037508668850088724
TGFA,0.05635358855163455,0.10629954267194994,-0.003523913553818291,-0.1164356844320696,0.08024446053844934,-0.07758670330132703,-0.07888977205969351,-0.01844266716309073,-0.038372692709620265,-0.05893724754020599,-0.07588723437248764,0.043950394592425196,0.1089680892829145,0.08830757936531404,0.05044157584620627,-0.0047546006078657424,0.12315076555769816
SLIT2,-0.027092740788615274,-0.02843141668205814,-0.01939849547476812,0.10426912131540479,0.054487862964830304,0.1526393447071493,-0.01568581539787375,-0.003672862133665911,0.06962781483229934,0.17804003177593666,0.0015639429622863411,0.11707379667300218,0.105280038603952,0.0183409870608078,0.054474184517669194,-0.03515968464244517,0.05801094278483544
PLTP,-0.0271544230953044,-0.04063547121350132,-0.0034522107548836225,-0.09190878720812201,0.01931052086925737,-0.11347370200677381,0.10698224967873936,-0.06069905199071554,-0.11779328759702438,-0.008639164781876665,0.023450504000829733,-0.029312464096156902,-0.0013798888988636423,0.022877054540512594,-0.004673836166239308,-0.026415554190146916,-0.029270996638800454
APOD,0.07678747271725742,-0.004508437951885563,0.05553216367075682,-0.13872370446664353,-0.03351223049195125,-0.11908475165939403,0.10537270631544178,-0.028715923291854805,-0.0541668269696673,0.12279214137275166,0.007616297530948963,0.23253668513802528,0.2372851328833004,0.0590649262452999,-0.12742157080849525,0.02038377692084763,-0.029462539572305702
B2M,0.06377772821408685,-0.14398856601843335,0.016140611290239623,-0.0885516889075397,-0.0033039099835361235,-0.09887163952549817,0.13470791628195083,-0.07767554819005469,-0.1688571626624741,-0.16697270720584342,0.0037331107043845698,0.06359699053485433,0.1968608025226069,-0.05935120663809804,-0.05861599187466128,0.08467385593526455,0.03655611267843529
OMG,0.04803401740986712,0.024904924751046435,0.11750790504053235,0.10322193492281447,-0.003706037403368754,-0.019282172299830074,0.0686632700715258,0.00643835775988871,0.007818868052066984,0.13576998062722392,-0.038062221054428816,0.1875028625468287,0.2567292490959796,0.034844885708964865,0.012079065706532131,0.14038160357127805,-0.03864017278783222
CXCL3,-0.006444835149329992,0.08900900577914923,0.011852013644249464,-0.07873010066516954,,-0.029652356553300292,-0.056813493781254325,-0.02070881895391937,0.010454497448217179,-0.0174723473087861,-0.10723396320333206,-0.06011481521516613,-0.04887288062669627,-0.018788973116062303,0.013920847724344902,-0.03567026111955665,
CXCL10,0.0359786788045328,0.013692199875843004,,0.03823052323616372,0.08179913942901604,-0.06188968930329071,0.0700758114943709,-0.01330070521769018,-0.003998508479609868,-0.027765674338014853,-0.11404497110005987,0.03074336068054771,-0.004067680463436604,0.05254399691605048,-0.018845275991670383,0.1337387393678966,
RSPO3,0.004508957620564609,,-0.003779847759850052,0.27951432975447904,0.016633873128033327,0.00662803011503963,0.029958645281922353,0.034142047564644326,0.0008616260047104378,-0.018258266191173697,,0.06516808236807488,0.1427282581692117,,0.038315031796124326,0.15488768856555613,0.05126683722801669
CORT,0.027715212813327585,0.0017767651341069667,0.06300544387451379,0.14793908140500261,0.05510274705961683,0.0682661968640947,-0.0065325211853758825,0.01587587118332203,-0.013867075845076269,0.08710199134138166,,0.0716930177713264,0.05191962300293117,,0.016373938754114938,,0.005952436750405238
NCAN,0.11244448279210302,0.054423955352439816,0.03599374697068417,0.16372914570924757,0.039093751887827544,-0.026918853890184724,-0.17029284682639706,0.017055444796970094,0.05419447036648167,-0.11269192679618414,0.040941052047561634,0.21691410550087623,0.20821960066655842,0.0010576364554739225,-0.02995200022864424,0.1628729883349408,0.030518626739309874
PRG4,0.015133122116978414,,-0.027300827124424356,0.01733859024445135,,-0.032125625808317355,-0.04741082278008444,,,-0.021346931380222173,,0.041339353720292536,0.01225039810980946,,-0.002380144305006637,-0.03911160701226808,
ZG16B,0.058606188852468565,-0.019279836162232247,,,,-0.011389457710783377,-0.030869701470569687,,,,,,,,,0.020169670912262204,
TGM2,0.015852508795615936,-0.035417397982928936,-0.08126081462065295,-0.054250646785615905,-0.04543816005598782,-0.012321681731304629,-0.03379281416911833,-0.013102296746652172,-0.017133934373916162,0.07791304564716586,-0.015129474092148546,0.020329436490910596,-0.024479934155301687,-0.03334017409710827,-0.004583970484450286,-0.00788155866539541,-0.009155523210496442
VEGFC,-0.0026660918025520233,-0.009954482730581781,-0.00795186952556782,0.031006550886802226,0.13163006686193632,-0.006979573930328618,0.037275869479009766,-0.05023948344799737,-0.03354313700806165,-0.02178539435928401,0.040258971688639386,0.0046744081837189555,0.020605665832818282,-0.024782965147590447,-0.019822725949610688,0.02056293142496026,
WNT6,-0.02345897223454738,-0.03810304747741186,-0.015784109062942853,-0.013993627506612276,0.053903202974817224,-0.019357619555941195,0.030966189283879442,,,-0.01901319210132758,-0.015387449436384293,-0.018628837171507283,-0.023596710208053893,,-0.058790123718035374,-0.003991043113537849,
NRG4,-0.01368595482145906,,0.09207008179917027,0.010807407861970151,0.011292140166049323,0.07693076244560013,-0.0543020771083938,-0.022234847813576483,0.07807747758715548,0.0018401115479449296,,,,-0.019900363048548496,0.04499552735930844,-0.0372511908082542,
PMCH,-0.01944664183032155,,,,,,0.03374569240453034,,,,,0.055720253037224526,0.0563414448564344,,0.035386614311074815,0.01167521845617188,
COL9A1,0.01310623346155808,0.04261762937885977,0.043289434668996166,-0.010714407739121837,0.1202650268782205,0.016661659842962827,0.04101866931554318,-0.02015219891788517,0.008051859032415364,-0.028960020239944536,0.10509843243351939,0.12875172418818054,0.21650246529012918,0.034049540956848055,0.03005156265531024,0.0652940740577992,-0.04716153025251814
GDF11,0.025119787813203537,0.05864003918698888,0.05955890493926872,-0.04115409165724756,0.09577336663281118,-0.005762550473598991,-0.05375451472885165,-0.043045087154670515,0.09288011410220834,-0.06567132228101548,-0.09055161854627254,0.023878809922568373,-0.04850864385073604,0.011644416196203829,0.04769575530777736,-0.03180155067804482,0.07362380084062846
IL24,,,,,,,,,,,,-0.03182641873265477,-0.023266482328949015,,,-0.028843051583588682,
SORBS1,0.010433768177244927,-0.028914891678416706,0.00033065732707282004,0.04863072829998544,-0.08287991599114455,0.022445769727371903,0.003912514438439001,-0.028849249038571962,0.0101007454402998,-0.023375489094500906,-0.01602480656683712,0.07771387165601155,0.021817303696324227,0.03169539988091978,0.01712163897508782,0.044174003997303285,-0.051262924689476366
DLL1,0.04215589300320895,0.062077804455839006,0.12331434205372112,-0.029730586392432267,-0.009392707061106318,-0.019295885707527282,0.07788535818384389,0.0031485113116915438,-0.04407328761485765,-0.09168547893834485,0.05026702313708181,0.1965092572356775,0.22574526239521792,-0.0022983123848513,0.025540977275431805,0.06295263887270519,-0.005607680189254473
TLN1,0.06347818477853633,-0.009246849018419583,-0.05738406716298686,-0.1262512091066101,0.06099431456664,-0.12376247166858263,-0.06611137916548503,-0.02261809026174184,-0.11839909214543744,-0.15408924292810106,0.009376813983134754,-0.08748577508688617,-0.020534030606415895,-0.05917034772988437,-0.04263434746466762,-0.06026721492494275,0.035787781095706524
COL2A1,0.06947790148291252,,,-0.01761649556572113,0.0931149125915542,-0.029652366644325863,,,,-0.0177380196440232,,-0.022457737414717023,0.04251475477457853,,-0.01352446821447707,-0.03356132347978556,
SHH,,,,-0.002906083276075277,0.0014830931201550567,-0.023310363133403962,0.013476814755702676,-0.02222627945348044,,0.2598347847868981,-0.1080480847426837,-0.004289202482153936,0.013075369703442731,-0.03831474838578667,0.06021291190848463,0.0062691409507389375,
PON2,0.08965384366267438,-0.0018558190923673608,0.09266711148598353,-0.10851169926000233,0.0034477615431209832,-0.13439185876812396,-0.044227836261694506,0.007804211373710741,-0.031179844549645924,-0.10536556373499047,-0.014890680805056799,0.11738227318753418,0.2025080126098098,-0.07557548609547018,-0.050561576351379735,0.0006401772495770108,0.02195067666808737
