,MGH258,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF313,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
IGFL3,,,,,,,,,0.08724037655756152,,,,,,,,,,-0.021872560756558065,,-0.006383586598771117,
BMP1,-0.01946228240028616,0.054009245193198836,0.07724653408211558,0.025856245186624157,0.12093201698013849,0.04238625407048789,-0.025905976215991708,0.11653004999124274,0.24030076111867496,0.09010734977889406,0.06376268364131947,0.04623355304296621,-0.0064811824545519675,-0.11351381283508924,0.0529154453598575,0.08855770322410733,0.11688772378788721,0.0010410206375217389,-0.006425055637828266,0.03078248398676267,0.05022770978009976,0.14349041982021996
NDP,0.04392739311347109,0.01197392449774192,0.07332634094627652,0.04227628286516409,0.07282121384451581,-0.0025927321079667136,-0.01446509839514127,0.028566645260105644,0.06109074024194688,0.024249527590384602,0.0316114554839957,0.05960988433909276,0.09185030240395939,-0.03662167942745921,0.029444691003302985,-0.03667356299759651,0.0911840600495395,0.055682389983171286,0.027276349763303228,0.01567515436805278,0.09456915589752453,0.06901629359883904
TNFSF18,0.12552363657262164,0.05587030856850232,0.022022238048081236,-0.053271267327324116,,,,-0.0048109037109539815,0.0433068654259496,-0.012161471219754997,,,0.06707241075491233,,-0.01611092334367537,,,,0.06604521727174716,,0.0012702683186376768,0.04705012140413678
IL36G,,,,,,,,,,,,0.09068539217802235,,,,,,,,,,
RTN4,0.0017257834523562148,-0.1300667219072632,0.06943162243978863,0.006727818321551235,-0.013165594972759395,-0.05049528148952602,-0.03442639915110824,-0.188447311819307,-0.2843519330304244,-0.03960578349702018,-0.08979065671723852,-0.07056535437650406,-0.037954207135852194,-0.005005606601019763,-0.08653942002356443,-0.04163805949708601,-0.016955729671900274,-0.010499497405314405,-0.08827174843445006,0.02974370776671947,0.017198273615553008,-0.11142371797457436
HEBP1,-0.04348703530424147,-0.06629618835532575,0.0010019423518018422,0.04739682975825253,-0.02458383528632641,0.005894021621827083,0.05856638663612826,-0.012533271872227853,0.12966041316652815,0.04990541126806732,0.026585474246822737,-0.03336284201661924,-0.022413520135619435,0.007047354224850749,-0.093163850821119,-0.002730906834871328,0.08851369918035322,0.05465726476627297,-0.03878003397940718,0.02762580863498543,0.11319986155565964,0.058494999450018764
WNT7B,0.07526634536688297,-0.007087686403219321,-0.030765716935065326,0.026609860344615852,-0.004408675672369757,0.01487628898434011,0.004648731915239713,-0.033457765271020005,-0.09860979704391938,-0.0015292961089236493,0.056902488224738285,0.06389713761542112,0.00440447826714003,0.033999787380826464,,-0.04626763359125054,-0.061744552887447936,0.06505007157446942,0.07298814193263739,-0.008059329368449518,0.008142490241677925,0.022953389956456852
PTMA,0.001580381104676701,-0.06272907584127109,0.06724775471159794,0.09995282335245836,0.1372605630000763,0.07843221460362705,-0.003514036257294753,0.24836216794639082,-0.14694912063690777,-0.03752053252972383,0.10765534880441371,0.10843224506898021,0.044815203055046354,0.03013779819462494,-0.010398504299676278,-0.042363535968326815,-0.06986459632668056,-0.0487174433558856,-0.10432059600362853,-0.025306202996883794,-0.037577248333487585,0.028902548604503052
FASLG,0.0001655024300120446,,,,,,,,,,,,,,,,,,,,0.025900853455382556,
CEACAM1,0.0003986720831451373,,0.01789224573209393,0.027911075126658344,,0.0010092658470378113,-0.01620797514531824,,0.144601038941091,0.028814716216639325,,,,0.07348874853922925,-0.03759368223050737,0.0748155446171132,-0.0359918532387771,0.026679430651041267,0.059304376092658095,-0.03557373054814144,-0.02097927155572197,
PDAP1,-0.00984935623201901,0.05666888060757041,0.019263358701219067,0.06494910918520017,0.0601988831718045,0.05762723502889881,0.03114100365185456,0.10509737019597334,0.2261244167910635,0.010587381581503344,0.06030082083241186,0.07866573738017751,0.003959363290449527,-0.017851889179840374,-0.013276092615631922,-0.08223277678581392,0.015293483706944007,-0.013899828938551937,-0.01391393307231791,-0.02015825587837089,-0.01473312366997557,0.11802892337118126
QDPR,0.03769249142127726,-0.045676943888763734,0.007639322754937313,-0.057893637971292794,0.08296275440494585,0.05100180877754868,-0.059633789766782054,-0.06179496789013603,-0.2827483825497451,0.005566105017221783,0.11553499111675768,-0.027783676374485308,-0.03904456910841413,-0.019343346897226273,0.0018595705365078241,-0.13516753607213644,0.0134054253821591,0.06845533638451176,-0.10175372759638282,-0.01116513666063349,0.10492902540563895,-0.12507375593274483
POMC,-0.019680049900611153,-0.007862181689387888,0.04535302369923415,0.014050019621372421,,-0.013479018980823808,-0.008340587856259386,-0.039146826626010385,0.052837546940377705,0.0017168227384132466,0.030809523814946144,-0.04624217536759903,-0.010958537509673821,0.005102157921449477,-0.03835408525866294,0.07895549846502284,0.07962417668071835,0.07974271689724856,0.03742236386585702,-0.004425602742816134,0.04814288078691197,-0.00976248294614606
CCL18,,-0.03777904832849059,-0.053191433173440106,,,,,,,,0.1564060576632861,,,-0.01923347028612481,,0.021279203976385393,0.07867327810210147,-0.06135787427251085,,-0.0619136648601089,,
CCL17,,,,,,0.03697229789693602,,,,0.0919656332518303,,-0.026877830086388412,,,,,-0.013567348614203383,-0.011416816384287973,0.03977553996629009,,-0.022328775701322023,
VEGFD,,-0.0015584586114712876,0.03483857256332584,-0.004481356899428351,,0.015599736993413786,-0.015506872953334102,,0.09432347646185747,0.03718447322743986,0.06426775027363654,0.07995344492113973,,-0.08243332205842029,0.12353310592770114,,,-0.020270853969657745,0.004223660409861962,,,
TNFSF13,,,-0.0005616384194925134,,,-0.021950216907749405,,0.00857099590104595,,,,,,,,,0.047540286103550926,0.05228695495122255,0.0012973356862563123,-0.030652103858094314,0.023909814802547464,0.001435485584783873
WNT5A,-0.03951672815441476,0.03552229205046372,0.028978857879447054,0.01809845329333958,0.048153241012568876,0.005417966435885766,0.02727438605361687,0.13584597529926895,0.23514163126150445,0.03498589068744587,0.08027053562811776,-0.011709296371648971,-0.06834580433468808,-0.056326882851836506,-0.027680984426325782,0.009879019830269493,0.02828314300762883,0.08939558658689567,0.009931967917248787,0.05729783345345392,0.045012404379596964,0.012100339497153667
