,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF313,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk,ZH916inf
IGFL3,,,,,,,-0.0003934982757266667,,,,,,,,,,-0.047869193309992814,,,-0.032677241506350735,,
BMP1,0.02865766788763842,0.029206401302482893,0.012133828061467964,-0.002592618449830924,0.009490599594367181,0.1464681675183705,0.02394966915669452,0.02272848889869536,-0.093033805171564,0.02246988607409741,0.04439405108482668,0.07701290132176038,0.13442667587885268,0.04686203255067443,0.015063017317853509,-0.028233992481983432,0.05732669140674642,-0.03808547285776033,0.005481979750535847,0.05147922720234395,0.031032098197105888,0.03996850764273013
NDP,0.04479924195671632,0.04075535216089497,0.011752567801824527,-0.01507998828524225,-0.0006061513172348765,0.0016015737826574673,0.044252758073387015,-0.06470548095605218,-0.0148749030452077,0.05379875317210362,0.03528074071200795,0.020558330878948285,-0.009052923650995854,0.004243153625026139,0.021798513866780726,0.10095313125511989,0.11344292851488001,0.03530020513703051,-0.010054884785796124,0.13107936950616716,0.03159967889235912,0.12905142423356
TNFSF18,0.031214745174046075,0.012117678987836498,,,,-0.02112941903427252,-0.017405150797013567,0.005038506920684564,,,0.08646286086463517,,-0.05713113044472422,,,,0.0375304867082374,,-0.050172526422645726,0.050411634227108135,-0.021399892389616933,
IL36G,,,,,,,,,,0.03217159828669698,,,,,,,,,,,,
RTN4,0.10152948509708189,-0.002303033683435701,0.0755743301787595,0.046534894682937825,0.0691017098378995,-0.04634835431393379,-0.08931963132939817,-0.008644222730935522,-0.04604951819578704,-0.0685891226867267,-0.02077491133025326,0.0013194393434119162,0.05118254746467315,-0.07161099922891903,0.012024392332428233,-0.02583655386505005,-0.13945142017246123,0.11701313506650164,0.07148011105819105,0.012693695494893183,-0.10031888520356588,0.11132358188360858
HEBP1,0.012897649954731758,0.03223351864649924,-0.032617115081030636,-0.026163788156276527,-0.03498910021128198,-0.01705920387231314,0.0345067931388943,-0.040576557737041885,-0.03665035863762741,0.019274532373718675,-0.05301627837349884,0.024144275662299663,0.023817664657104613,-0.04680215039347773,0.08322318299329305,0.10584587630072813,0.010557391723798593,-0.005516352417856136,0.15045834950285875,0.13874865916075402,-0.004443472861725728,0.06450663617235963
WNT7B,0.026106309861557285,0.04517206064797039,0.021942360448650874,-0.022774359580690275,-0.04655075935794756,0.053448406558633615,-0.06109353600167227,0.02818030759980341,-0.04154977447465221,-0.009574239790066944,0.015155017179435072,-0.043813550570485936,,-0.011133059380698486,0.08924427859771325,0.00576061374963165,-0.0507457025544554,-0.008135292084003053,-0.05017247439750478,0.10740497457885986,0.10681880092545418,-0.01806048248866897
PTMA,-0.02168299823647064,0.06505232443572748,-0.023248214475285654,-0.03895323800797531,0.036633803234498725,0.08569452700280386,-0.059189990815496245,-0.014649412292566576,-0.0423951394722168,0.05956316096813999,-0.0020996747804783817,-0.07729350524825286,0.0001649566379715289,-0.05256755827722843,-0.08125152536225416,-0.0566382008958255,-0.18714981930036298,-0.03222863987000278,0.0669484550996839,-0.09872925969786356,0.051135014647848184,0.04377161602188113
FASLG,,,,,,,,,,,,,,,,,,,,0.018350799055095516,,
CEACAM1,-0.0007452319704838821,-0.0010229963236205665,,-0.004796770626131386,0.050252840521583304,,-0.02005548501018245,-0.02255208099334059,,,,0.0024517391985332854,0.08830101215057842,-0.03015403139104648,-0.002146789153905077,0.020754397418820358,0.032521324653696164,0.007174748830568857,,0.024627142139080023,,
PDAP1,0.03396812813001195,1.3470189481871918e-05,-0.0341911754363672,0.055507635417949105,-0.002214396583255597,0.029279715045529873,0.05356211474446634,0.01436707735749073,0.057633742677365304,0.016668233521943895,0.03453556102829111,-0.1730196057535776,-0.06321199741097133,-0.01301629398436921,-0.040443601358568046,-0.03652377289006879,0.00036786514760696136,0.04590261677640698,0.015351215293679209,-0.04864856566499946,0.049977605967507444,0.00910090019253194
QDPR,-0.025149367138552602,-0.04165829043353152,-0.019701839315746768,-0.013835918605812984,-0.0010902777907082135,-0.0018994186176905523,-0.05632405971687582,0.03115417415992369,-0.05019936444138978,0.013222637371027655,0.025101492478453308,-0.04895182792662113,-0.11060844440870922,-0.10523084612087792,0.055087007456701476,0.1324266734553366,-0.150262021180884,0.014998985937397048,0.10135150288457906,0.060127041917075026,-0.08823169663221106,0.08031613521674744
POMC,0.04284960164630026,-0.02139158373691654,,0.02353313137644605,0.031186049525167483,-0.01034911266465172,-0.035534235273214226,0.016610938257112524,0.026942850897652908,0.04868402995046127,0.04229281156368997,-0.0140354728562112,-0.04417310878319261,-0.05862777553201073,0.022780449178642994,0.057576386718056635,-0.02680398179120759,0.02491792328051898,,0.08896738704692916,0.0443090869718276,-0.04491244539432464
CCL18,0.005742006907727383,,,,,,,,-0.026239535930655745,,,-0.08360402930015202,,-0.021379704036086286,0.05633491501589272,-0.04550183558416803,,-0.03477600011168357,,,,
CCL17,,,,-0.03953830222469788,,,,0.045440455765757296,,-0.04227903832789429,,,,,-0.04007937155721437,-0.0474435817504416,0.0026908745105753734,,,0.09023311647915022,,
VEGFD,0.05009068326736173,-0.03881355073182843,,-0.001999691696741459,-0.0195224642607941,,-0.021787051867516703,-0.01905359422127461,-0.019673408997256222,-0.014732218442391138,,-0.0016954300715979033,0.053533862315822425,,,0.008450977354285912,0.022758744493114876,,,,,
TNFSF13,0.13885128925981652,,,0.02328886394094424,,0.06898100422322319,,,,,,,,,0.06692860274255431,0.012943087525187082,0.09389906772307574,-0.002879789732318509,,0.07434804940351097,-0.014905571958066945,
WNT5A,0.0356681119544635,-0.002377862248928368,0.04370032292149905,0.0023393623145673108,0.07132144487540552,0.1633091882443946,0.10166011877567184,0.004972438603552843,-0.029535774761022034,0.02732546779135271,-0.021194061839925425,0.0652500274758621,0.006298277292457557,0.02819693749868409,-0.014354374460960509,0.028501460886204175,0.05343281219186566,0.04824970745558636,-0.02705591590307456,0.017642191152078053,-0.012546336324348888,-0.004203743117827714
CXCL8,0.0017408634217652643,-0.019601873646193927,-0.04288262023923563,0.023253631649455958,-0.04137232906996997,-0.006277668827441694,0.04752951799603852,-0.0065384706612179044,-0.007153567168950175,-0.02557756531220983,,0.060906208200918945,-0.0014624409718699848,0.14142187363055733,-0.10852101252380165,-0.1806061484117672,-0.004427217452519019,-0.019082870347679106,-0.09279617373092662,-0.009705234120567962,0.0317856522050084,-0.05551002774393918
GRN,0.04865939317934144,0.014977036035902046,0.0004812418980601185,-0.055853913988260666,0.004901469219901594,0.04302846514883629,0.07818164969205504,-0.006937136282447217,0.0022971882638847395,0.051695921493123916,0.062832764842353,-0.015965823906647414,0.02229396183130042,0.015527307656215327,-0.02868261650827346,0.0026573245074325335,0.08331475331705429,0.005712628678638828,0.02074361786039489,0.034850467843996084,0.018626289480529037,0.015828795995466986
MIA,-0.008825575763532779,-0.03730004955021951,0.012777965240122369,0.024323444120242448,-0.04472423152718938,0.05026097661007392,0.02485615223369893,-0.011703937475317706,0.08925242220666905,0.049462054614254555,0.0617970984981798,0.032426991956681014,-0.06118306992582024,-0.010315898778868052,0.20218305528553832,0.11994390259614474,0.10665450564955353,-0.038043493579520575,,0.10852174469155326,0.1346840579090516,
COL4A4,-0.02809068671340005,0.0019840814070291313,-0.05109768485086221,0.0169372446998705,0.06060132981140752,0.031424200426645454,-0.019880408623521674,0.010751580783390032,,0.0742183848773369,,,-0.020296850104343022,-0.027030626060082438,0.04609061809956994,0.053375608247567055,0.051643387912189996,-0.00676399901834828,,0.03863945894145136,0.014164068537973534,
TAC1,-0.02756759981063446,0.03078448111940857,-0.0007710101888554965,0.01176567645380833,0.035896930483803886,-0.08042088302636735,-0.048375694299002896,0.01632643779635739,,-0.05831878886868464,,,,,,,,-0.041064025493092945,-0.09369618960598136,0.02902698236766027,-0.01978760877724974,0.10500718949274425
RARRES2,0.022286737885213515,0.07088629749824703,-0.00035875879705068916,0.061950633486374446,0.01187783243190066,0.06705606579142502,0.1000001162579778,-0.00036666089016851647,0.10859179680071564,0.04752438332262733,-0.11334944980382938,0.02082442571671242,0.1401821192812792,0.025311607612354126,-0.05605609118890259,-0.07953146689961413,0.003139578402129104,-0.017668275779938524,-0.02310884497804936,0.09779590422308342,0.023226582341952972,0.06929273935659654
FGF7,,0.07116447315559167,0.04488520835965722,0.043000819329088946,-0.02780324892906211,0.017732052976419724,0.04275915098552108,-0.03513117993459376,0.03408150650009304,0.015228238302367627,0.014493504166054508,-0.00695979050186811,-0.008050227144630832,0.012857605149001318,0.09724556234581111,0.024827299566063946,-0.04574740832050933,0.021821033866146464,-0.07467495250189725,0.13296424880892965,0.06792857470323117,-0.016623440987435754
EFNA2,,,,,,,,,,,,,,,,0.00015764370733829043,,,,,,
HBEGF,0.05918578651519147,-0.018788808666413574,-0.028687954969689736,0.002985235878758492,-0.019859387595892713,0.07537846923058521,0.04854270837742513,0.012236371992287236,-0.00047164366428038905,0.03266282391701474,0.05728580481813276,-0.06046969567886377,-0.10246612508417738,-0.01367974472725542,0.05422335698848492,0.025858297079283353,-0.022514207033673624,0.03899021014556273,0.09290431273489623,-0.008544809276364194,0.06052536700847258,0.03449784216353189
CSF3,,,0.022188877521791293,0.005716254787577601,-0.04653125066845121,,-0.0032044714489218983,,0.03551705937313115,,,,,,-0.02949973047456871,-0.15536207545863584,,0.01719681467822867,-0.0450936496173336,0.02609964336042007,0.05113024245188268,
PI3,-0.024606816569319068,,-0.04380932761117776,0.009880591562072782,-0.023429881225566707,,-0.023683536578912135,,,,,-0.015135127759888685,,,-0.11100820368165241,-0.18360116159725995,0.07178956787838824,-0.07551572812197409,,-0.06067817636413178,0.07685808676161968,
PCSK1N,0.02548466416728493,-0.003184047165491484,0.045299407423856214,-0.0365716458480765,0.03168372193138624,-0.002095101502346267,-0.007954444744068648,0.0025149036320412333,0.019479952023407323,-0.04276343276751849,-0.00027195532887297155,-0.017700100063485897,0.11895445419662437,0.053880265208642864,-0.02846390279223628,0.0687013977795415,0.055978863366985515,0.17304720637113055,-0.0660333197741655,0.13571038198042049,-0.061542703468511664,0.03125945646104824
NTS,,,,,-0.007485309572715431,-0.005646697256641972,-0.02585219730759309,0.005688969300562369,,,,,,,-0.04602838602185946,-0.011500316229946888,,-0.03742503995384675,,0.09411126824863589,,
SFRP1,-0.05041173429609436,-0.028623694141476683,,-0.062194953903816554,0.010227020229692413,0.05417164656458975,0.00603243276476344,-0.0396046481642145,-0.035918596330856284,0.06964637959484532,0.002750242788455364,-0.03412677222151709,-0.05528150064500916,0.03171248252952324,0.08744072996288069,0.07342515691660648,-0.04031967430898824,0.058333931881457725,0.16633326782097468,-0.007782621043437182,0.03902938476190899,0.10689211494509449
CXCL13,,0.02101173673429414,-0.037159180309595786,,0.1085255304455948,,,,-0.05563173961752663,,,,,,-0.01779044157579198,-0.08350788011620752,,0.009286841393520758,,,-0.009754784612390389,
