,MGH258,UKF243,UKF248,UKF251,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF313,UKF334,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
IGFL3,,,,,,,,-0.025326637935798143,,,,,,,,,,-0.02368341067946634,,0.028436869945248938,
BMP1,-0.0359596955616641,0.07530098274183203,0.07589371107317645,0.035973932373154376,-0.006769357086572239,0.031901567876136086,0.10432065540715191,0.14859177609286078,0.011789409519063812,0.04922306753862889,0.05988580716875406,0.007813562491210837,-0.028399522704917152,0.050638415533084166,0.029521456955118135,0.04520483395059039,0.014425029955731096,-0.004704800153901249,-0.004956982452036797,-0.013644275807409534,0.029670948055902265
NDP,-0.015487254436030001,0.015133535523608495,-0.018535400323085083,-0.003273328486287032,0.05939929465852084,-0.026166066742803532,0.03172912950317193,-0.032538311953402566,0.056231947359167506,0.052857018572091026,0.03282680195524073,-0.0014059631738281841,-0.04245982561609303,0.04521144019462756,-0.016167361399964723,0.024613128547585454,0.008892311507255661,0.0078077268843233585,0.0656693519801399,0.125508766532813,0.012953432695487824
TNFSF18,-0.022645263458319992,-0.027743630433075508,-0.03884539875231979,0.03488289564273895,,,0.08590711511958278,0.014322310268289966,0.06817788629279907,,,,,-0.02311757715536335,,,,-0.024424283396985914,,0.011835256670383702,0.008561363505661113
IL36G,,,,,,,,,,,,-0.03650139284677948,,,,,,,,,
RTN4,0.03919693895173315,0.0618507226233589,0.04143322375965596,0.02053021373431576,0.024679292256389863,-0.027976270507876794,-0.089754034221151,-0.11509536589519853,-0.019079281931665606,-0.03964500364647252,-0.02702056372178971,-0.0026737771125492577,-0.0508113659435375,0.07109734972023374,-0.04223721431818675,0.014744986157229412,-0.07916767920540067,0.02650763376893435,0.050890827366493294,-0.00842815947259804,-0.04134083933581752
HEBP1,-0.01999005688631237,0.06771911581262947,0.09302558775981858,-0.0012463799505556923,-0.026344722882383882,-0.048402547654802716,0.011233148608515724,0.029111753814582714,0.013956835028945399,0.019292505367191945,-0.03828050661791668,0.005378090369536055,-0.026553219473867174,0.12257964041998093,0.13464575184051344,0.03402820778930386,0.074177576573836,-0.006908183171486804,-0.004188294205699933,0.06587732603998055,0.052976842301230065
WNT7B,-0.019949767837405086,0.17986343600296875,-0.01780578525744836,0.037177909219522735,-0.018836586967922352,0.05001913523583258,0.03494496941279407,-0.05379709528920099,-0.038880353188012536,-0.01898563161791045,-0.031153930075000384,0.04250648363421919,-0.057311779175167464,,-0.03810888290570385,-0.04176057477606949,0.07922440657365172,-0.02828618999999099,-0.01748126082156265,-0.06307395271195146,0.09070544391891039
PTMA,-0.010023552837763846,-0.06324073801698031,-0.036344579821149046,-0.005873156621394033,-0.034729003665711515,0.015732084310857482,0.10227803044750346,-0.016047192766236056,-0.025797692469724638,-0.019988356355255886,0.043184615742833984,0.02339705659342237,-0.04184509834830748,-0.03856397067555085,0.015180666693422723,-0.012580382960662622,-0.007742793816092541,0.042315750961782916,-0.01599071306776304,-0.06868312752622042,-0.07234304899622024
FASLG,-0.01994977347715335,,,,,,,,,,,,,,,,,,,0.04856839075202814,
