,UKF243,UKF251,UKF255,UKF259,UKF260,UKF275,UKF334,ZH8811Bbulk,ZH881T1,ZH916T1
TG,-0.004087287827679695,-0.01566784833609267,,0.014924613527218323,0.00831633866632745,-0.01585967376764452,0.054147704997486765,0.024917200465558318,-0.01987964610049902,0.003747063242868202
ADA,0.010994950637642642,-0.032367688602858456,0.11341610499276106,-0.01661455480503325,-0.032466002540640256,-0.00358637029758475,0.013969493129960457,0.0334148079674569,0.03154423946517603,-0.014647653972361844
LAMC3,-0.02337279424625994,-0.0018279856815873667,0.0414533938301772,-0.08426185259996895,0.006258671908529476,0.05881462387835984,-0.015534734150996968,0.005200095577854689,-0.030857265329426963,-0.02727054122478097
CCL7,,,,0.07402356762920008,-0.025654564625943548,,,,,-0.02072232190668459
NGF,-0.02683856327356718,,,0.04009869299728697,-0.02738357757707552,,,-0.01948116126264725,0.018766533904335476,0.023843869691337855
TNFSF15,0.0729041838088517,,,-0.014646520102214886,-0.01899455259226948,,,,0.057545168532991575,-0.00481739738199961
HMGB1,0.01015850245971856,-0.0130712146499112,0.052013974311092136,-0.05603463346715316,-0.01739272524465109,-0.019023921542734863,-0.0011572191755662114,-0.04529547703784399,-0.09110421123598275,-0.031990288140144596
ITGB3BP,0.026563012768774694,0.0038971529421649533,-0.03227245007917543,0.0664166433985405,-0.00940764714794733,0.027650334442068436,0.03017545295046474,-0.034214880662756034,-0.026103358996963696,0.06784925592587883
AANAT,0.05361837223528532,,,-0.013326836764273988,-0.017115227869201378,0.004989181211527882,0.0031132258040950005,0.0059337427624555775,,0.015954921420481907
RELN,0.07160196711482142,0.016325574892351237,0.004736106610400197,-0.02313240414376552,0.005833787611612519,-0.03140185544827179,-0.000860638690703864,,-0.01811791715413139,
IL15,-0.0471969971389295,-0.019960599076075846,,0.012912545968812732,0.035981349197743887,0.08235816136001176,0.15552211912216568,-0.013513759290406083,-0.036588693136205684,0.008193005709727322
BSG,-0.020710550449287192,0.02257274189123672,0.007971329036208405,0.011129412716896178,0.09769374288645921,0.015058967489982325,-0.05019678262425194,0.005012852495497228,0.016219478692695882,0.0020742540474925856
ADAMTS3,0.10636487185375065,-0.027529545470675175,,0.030887170334485667,0.04625373781832462,0.02295537776384318,0.14886503963465567,-0.04473870828343196,-0.01056055114389515,0.0985413611493365
CD34,-0.029149416357163786,-0.0037427007990871865,0.03650890781851512,-0.030655775307814423,-0.036538186633655954,0.03469203512536339,0.04896799698203879,0.0278022037963937,0.01794065105013909,0.010956654603218534
PLAT,-0.0634986124279537,0.047835144889820436,0.10065680952280924,-0.04061954865954952,-0.015328878924943428,0.00023256609962866,-0.02577631469822954,0.012656692234609872,-0.03653150049014259,0.024146252544412803
NTF3,,,,,,,,0.09427514675001335,0.03784479930262857,
LTA,,-0.011522184914203124,,-0.016857865630698105,,-0.013736463908757535,-0.01563035113417086,,,-0.0009181645988664669
CKLF,-0.01808778813617807,-0.04450722906248512,0.039108177785880736,-0.055028896825257495,0.03550763875722327,0.05706455377889164,0.03715746957935117,0.06929769999602269,-0.0023764081973552858,0.06773095698213434
CD24,-0.02718124912333022,-0.014460421185721054,0.07407746678443447,0.08628214592361709,-0.02681972568009767,0.037670937733858656,0.06173383658872341,-0.005595317286900824,0.024882178282759456,0.029344748939898524
HSP90AA1,0.04550000039728608,0.010296209093403022,-0.04571765361519974,-0.037232734678527606,-0.0389728270104644,0.03614909448414007,0.008904280453474005,-0.12264652097444535,-0.04358542530301887,-0.13174878082163227
BMP4,-0.01692750670677501,-0.01221419143960058,0.05230317108184529,0.013019970589874114,0.08664827535929358,-0.024456556107494358,-0.01331867353815036,0.008988260900144776,-0.036124866970968735,-0.010815953512650483
SCGB3A1,,,0.011214745373411378,,-0.02038212352414409,,-0.01090665231867554,0.05113545208764122,-0.031149480687372628,0.004008051331072178
IGFBP4,0.02165997046733909,-0.06849626634076603,-0.018039475546301066,-0.02870049434133149,-0.0776765703740417,0.02877022700946789,-0.013641385523359504,-0.08286617051057885,-0.029166886040662532,-0.022113470396204406
RSPO4,-0.03278605662948445,-0.018626927867933726,,-0.025803916852622615,0.04164384298987015,0.0551310084391302,-0.00614273088371604,,-0.02097784959391608,0.10960452024371115
LEFTY2,0.03109951971893564,-0.011663694875646839,0.0680819749761301,-0.00722153036385041,0.047016008229118514,-0.0012022808720991351,-0.019295493921087897,-0.02270502911717838,-0.015712291038173818,0.003329052142624912
PF4,,0.14384537318894988,,0.13800202870218342,,,,-0.01809911560425278,,-0.029507847663086523
ANGPTL2,0.0535681783203965,0.005995611438730933,0.08567495253506598,-0.0017115240294548932,0.03659270595113114,0.006582127749587936,-0.010735348975291515,0.031557593495038665,-0.04537673775198679,-0.028223905547762954
LRIG2,0.11859296630054153,0.012646697601680301,0.028034749237226864,-0.0014215770420825593,0.009040247755390423,-0.015862108203294263,0.04542946936699665,0.03185709646379722,0.0327280378003209,0.06589933572938973
ICOSLG,0.002374748818208533,0.007029420185330496,-0.03899837265335906,-0.01392380381122513,0.039426057770049726,0.006050414778482681,-0.044681887552824415,0.022263327224439192,-0.03027246523721931,0.059767976502713066
WIF1,0.00982208070862919,,0.011332917516012385,,-0.01664248653966495,-0.012328566084821505,0.04206617924094861,,-0.01950094315204205,
NPPC,-0.02919108216327617,,-0.010963257097665857,0.014057651606803868,0.008188003591605177,-0.02404911519291441,0.029521314177632745,0.012789266476852995,0.0287361488748347,
LYZ,-0.01539962641752559,-0.09326860621408328,0.01273584615587361,0.026758933300252353,0.00775254781333432,0.011415018108470435,0.002849725799018735,0.049555996269486015,0.014793384252971244,0.008005496498887746
EREG,,,0.01089130249843521,,-0.0214054110692855,,,0.007921429533619564,-0.026128265357245148,0.032319649297741705
SPTAN1,-0.012438067682609976,0.011614403597593734,0.0656371232073258,-0.0700179683439835,-0.00659985630675285,0.0036051763098244056,0.027024429468427216,0.02664445620173863,0.05367536573056951,-0.002777480086201539
PTH2,,,,,,,,,0.037320126637673166,
LIPC,0.006174487928686478,-0.0157744549305364,,0.03481159965370336,0.041604168706349226,0.043801433043359296,-0.02455381996530238,,,0.047429904086047206
COL8A1,-0.013418923625769113,0.04585194722258462,-0.02667624197363184,0.015330540688832578,-0.06124104925045632,-0.03861748097752806,-0.06028668859233008,0.022873570530949322,0.0421317107964351,-0.0043692100479275535
GSTM2,0.009765409893063246,0.007021710656157787,-0.038037170542313065,-0.026980329130896364,0.0431082582956856,0.006822191367460637,-0.0012068456325675077,0.05283223536379284,-0.006085303763902535,0.006683021674467593
SPX,0.06507897156561585,0.04368035548801039,,-0.00012440536004788732,0.034414080616582646,0.003961799996834466,-0.001675086597677667,0.050200520015437074,-0.012689224207279332,0.0321822325232534
MFGE8,0.02261746189094955,0.0053718991106983145,-0.006708208291971434,0.04386776789233468,-0.06140184723587651,-0.0012862083017852765,0.019268319220768645,0.02054776016482066,-0.01974536869321227,0.030919916574689985
TGFA,-0.053433359723444596,0.043549495702956714,0.020708239365901326,-0.03722790083626973,0.038790798493283235,0.019340355284268123,0.03713414205996448,0.09084892203961371,-0.032698711147774694,0.07882829101703641
SLIT2,0.014386399068499778,-0.027328863348213814,0.03835352341103811,-0.03055541960340384,-0.003812777649100658,-0.012020359123367066,-0.002967464175710567,0.01567432550136377,0.1416526084709088,-0.01483562419712724
PLTP,-0.0024666981501996962,-0.01910826216553435,-0.05710242331050281,-0.03473512515692324,0.006889210127484483,0.01933156805705594,0.04227951242593948,-0.06812224860582365,0.035404593002672805,-0.03897647144373161
APOD,-0.05666656338838679,0.01910421320074673,0.07313801901371832,-0.05624570492678535,-0.059895152794926444,0.005790686667393323,0.007247252402296091,0.07352796746506352,-0.07740683350778288,-0.09312251353037201
B2M,-0.007454861576256952,-0.04745379741603261,0.08467528996425593,0.05266687307657624,-0.05318715138457028,0.08158793077380432,-0.004630552101041587,-0.029004347136719438,-0.0008213600833056475,-0.03883973047416542
OMG,0.05251943372480833,-0.03237301855675387,0.04247182310879435,-0.05542195422913428,-0.006490031709383554,0.010373602025725166,-0.024385706784757953,0.10184842734917014,-0.016718774726916717,0.09465778721290738
CXCL3,0.029926639004962417,0.039703849865201306,0.030950104917329416,0.044967441790940685,0.017883407915793004,-0.009278203209393984,-0.011256683260452602,-0.014463301888067867,-0.017499229196625835,0.02048969046658126
CXCL10,-0.0368266019281928,0.06382186127755402,,0.028355160135919235,0.023432515462719117,0.03012754594402673,-0.01788823195946559,-0.024276160895362196,0.026639209924564446,0.04874570800483635
RSPO3,,,0.02042924209474497,-0.013326835779571637,-0.022775364519217287,-0.02412985223294111,-0.011763017055854972,-0.02397130525315789,-0.043064511056369936,-0.02102910468295481
CORT,-0.0038494557710345243,-0.0004704707966281782,0.1048124773078064,-0.029886452538620458,-0.027641343587094802,0.01240756372918001,-0.0094905557781806,0.0023979872547576333,0.030706822135329073,
NCAN,0.0076537458398169625,-0.015778099165286722,0.07017485480734698,-0.06580357962101356,-0.06349402962797747,-0.015153776058961267,-0.04272172384928971,0.05304533559644074,-0.06019324934557599,0.06014324303882383
PRG4,0.08684000939008461,,-0.020112044775082754,-0.013153012194945492,-0.016307079228001037,-0.0204171331147876,0.03521123514189003,0.00043948283333703544,-0.05002419709612238,0.0924682309476266
ZG16B,,-0.012612171864594046,,-0.015265679262220026,,-0.01091486755085125,,,,-0.026221030389897093
TGM2,-0.06996774827385015,0.05863591132859745,-0.01981057492757325,0.05085467696075564,-0.023077837739467966,-0.021957994350835192,0.04207115964476804,-0.01580187328545126,-0.04059863128354392,-0.03148625128611125
VEGFC,-0.035996061370520215,-0.01619451436288228,-0.05778893341855902,-0.0234421895784636,-0.025101998575609033,-0.009035643703475248,-0.014035394310368043,-0.027434759032089803,0.0060794840051481246,0.0036375187394668287
WNT6,-0.03202874991055878,-0.011663695181754715,0.08348960033724426,0.0129822353025661,0.0432360260152713,-0.0001904223702690268,-0.01224938340981578,0.035183350924518936,0.0802187447815395,-0.005738737967014434
NRG4,0.018258605436726243,,0.040590297748694215,-0.01600781753727553,-0.02322730184216573,0.032784490218995044,-0.016373924540280926,,0.028262305635889152,-0.02102910703981573
PMCH,,,,-0.022180390735897886,,-0.015976343009491033,,0.034442527812598774,0.007114986456293194,0.00882400106233482
COL9A1,0.035094244089386925,0.01916187741001213,0.1478729341249613,-0.016718997075490828,-0.02048698450877122,0.03514957813094817,-0.01865769774925569,0.04643985232559216,0.034076100627465036,0.029703794967232886
GDF11,-0.04082764644109009,0.08641695921011498,0.009459339523559466,0.02020404281808368,-0.0539245008177742,-0.02546670188986552,0.005634070487287504,-0.04976459553226594,0.05455740068051421,0.06253403857665786
RAET1E,,,,,,,,,,-0.02306878100684191
IL24,,,,,,,,-0.01781053440787168,,
SORBS1,0.010832866189488467,0.02327720178853864,0.048991599682330314,-0.01644398635423039,0.04772666653667893,-0.02400640160451929,-0.0002942928504163855,0.03208304372190152,0.017805442673266083,-0.007588488873300474
DLL1,-0.0156770698213751,0.059051010000158305,0.034289993016619884,-0.03584570242090848,-0.01744656681683624,0.025878979498515243,-0.02701946990086945,0.07259712764615497,-0.04433662239291976,7.854694323464698e-05
TLN1,-0.0883872073244808,0.015290228472010186,-0.024602487115523937,-0.006160878180272234,-0.04570515350301939,0.018682620996615232,0.03690986764105488,0.019027096178824764,-0.03134604156167574,-0.017734460026005663
COL2A1,-0.0348236894599846,,,,-0.014564695563783439,,-0.01142784454038692,-0.005562790562355683,0.0529682407021677,0.038960347615755946
SHH,,,,0.006997591792062395,-0.015771497761112706,0.024405483965404245,-0.010906651365366232,0.017104874994939064,0.04844506743982964,0.048087352632193554
PON2,0.019624593841226605,0.027239701126140808,0.04744011724072107,-0.08751096561958728,-0.03487307544489327,-0.004235165323717385,0.012711624091380372,0.10455999801374607,-0.021706604095115538,0.0618482570795886
ICAM5,0.027236125360645083,-0.015013795175445356,0.024617840845424562,-0.021302765074015625,-0.02837283996274318,-0.035465312953777764,-0.021300100972264126,0.044995073897150586,0.022249605687304944,0.01227428125345504
HPX,0.011644317838298666,,-0.03886499435055049,0.028709740596133636,-0.03145635198375698,0.12127544492221942,-0.027722531003368286,0.05428635958493437,-0.04414908015535001,0.13598454376883962
SFRP2,-0.01968419239838717,,,0.020723563334372083,,-0.017851961836265313,-0.021396058819318983,0.009095837754663839,-0.010645123891718693,0.0256671665923319
CFC1,,,,,,-0.013736464738923006,,,,
CD70,,,,0.0636362793096274,,0.05050274013706917,,-0.010145467054326954,0.00604902477312895,-0.018490696813404747
HP,-0.03243768754457755,,0.07186468587832397,0.040260635998345305,-0.03786062957204668,0.0019726391651528415,-0.019755210754735263,-0.02583093159651702,-0.07614709511792132,-0.004656862361588506
CXCL2,-0.0029109880734061347,-0.029607551518207955,0.017422845875530665,0.04145382220064104,0.029298487826066262,0.050172077479415586,-0.02158688440563317,-0.026168652020914937,0.010779836109628438,-0.031349816346001154
NPPB,,,-0.04194050397206559,0.036993911015415284,,-0.012028207169398841,-0.014035395331202521,-0.015866163136265234,-0.02383825038427174,-0.02133168707560696
CCK,-0.003535307977335224,0.004444486709371121,0.06627892203325367,-0.01228679555584866,-0.06093404656013722,-0.007834786134044184,0.006191814770233731,-0.016004998341291266,-0.021965205577880714,0.003172750963778906
SEMA6A,-0.0039059224920466166,0.01531937615544431,0.09443517444547139,-0.006753343338030446,0.015199708879900907,-0.06641610653724017,-0.013541063500653067,0.030352964601253966,0.05075002097621209,0.04571590560856718
IRAK4,-0.04266066541910116,0.03000536402843537,-0.018723893025784123,-0.01694277935466652,-0.014416260515598805,-0.015583332173761785,0.028470000409181833,0.0918894011767631,-0.05393650135945462,0.02855968522139711
GSTP1,-0.01978531778356817,-0.019884546465909203,0.00785903146304905,-0.016892772467207315,0.025881683987705826,-0.02414428692791671,-0.02679511979222169,0.10907885453362069,-0.018236470391998404,0.07317218437585686
VCAM1,0.0020423605141324896,3.3786793180366156e-06,0.0163029856874675,0.029583234147661785,0.027477612030438497,0.040375408623061486,0.0345154402043823,0.004758631171352598,-0.020914427165314324,0.03837212379912516
NXPH3,-0.0023302618169720175,0.07238259206538211,0.026609192127213133,-0.024032132683345486,-0.002416684998467964,0.04250165400850856,0.03581185454641332,0.06707054670206444,-0.02036056313835054,0.070958674730959
MTMR4,0.03348993294098344,-0.022345557386832946,0.02981931998932484,0.02766338104775113,0.03914233496240607,0.01179621254806977,0.0111548543070714,0.044065318409136925,0.029893333987251754,0.0594360385739498
LAMC2,0.1219512289800171,,,0.0769706314875805,,-0.015142170909140459,,0.08463430356195668,-0.015481525693114694,0.019982274344715084
IL10,0.01070981730429801,-0.016706163560123395,0.010851488576714662,-0.025125285678217344,-0.04514843195014718,0.056315007297582764,0.12017929825364147,0.04213063355495173,-0.03855216619473095,0.023179659296251928
SEMA4D,-0.012489169089225956,-0.02060744582062697,0.06218207476016557,-0.05126382632914656,-0.028391217899459784,-0.02082792549380779,0.04357593584428162,0.0698022357147464,0.011965011280813155,0.044532624547643944
TRH,-0.06062944447255776,,0.04263030455097969,0.06076999787948923,-0.014332764677894823,0.0184561853618062,0.032792652309877074,0.03121514396666804,0.04815476894548703,0.011719776230227295
SEMA6D,0.022324977393465298,-0.010526044312413024,0.08907179995383063,-0.06377946132867168,0.019033517609292148,-0.04926006022368414,-0.013754917320858628,-0.010351499957081164,0.04772051999900882,0.061298735563141506
CEL,,,-0.03293929086639352,,0.024852544889731626,,,0.08540164707257707,0.09345165753736402,-0.029108755294492677
PDCD1LG2,0.015748248927242234,0.014049497614582698,0.013837572555265744,-0.019482250808300135,-0.031867659960126006,-0.0469902411286753,-0.021491657101224648,0.05026437539880268,0.036010264824263026,0.041158370148165244
SPINT1,-0.04810385211760108,-0.026876840928010588,0.01569921308954459,0.014370995728862301,0.021791897227566425,0.0631123841085959,0.01740356636788573,0.02815953812309044,0.006205398529741869,0.06253092584027282
CTHRC1,-0.0347617725536463,-0.017496858990383442,-0.019884724707936976,0.023893280811696824,-0.026695323857820745,0.004912248772315306,0.08368237766183603,0.0013682551434227334,-0.025519883017464273,0.010337064316336674
PODXL,-0.03796292907301138,-0.012259261169968427,0.06043600846367743,-0.022665334208837436,-0.02234477402506751,0.02450692881516644,-0.015941629047285,-0.04385078406132556,-0.06072278716362776,0.03536529189009513
JAM3,-0.00794321067288981,-0.000609352898405163,0.0801686765542859,-0.0023616400355995636,-0.0019517081745314066,0.006866276899164789,0.03489830109513662,-0.051707791554730334,-0.009713367432998474,-0.017351873571810107
TGFB2,0.06350490027580072,-0.0076088810929142055,0.005014582978340306,0.03996448311911912,0.0004863153665066012,-0.00833809609550784,0.02188245680949685,0.020011928526081333,0.06869051423611348,0.0199187392023998
COL18A1,0.014490582034868492,0.02777266948737837,0.09152282904645294,-0.0521785668536167,-0.032550630069047216,0.022449498197281842,-0.027957266857444193,-0.08216590928724943,-0.014676412201533286,-0.026917274160581376
NODAL,,-0.01123409399928191,,-0.026918145667850293,-0.03452038960379426,,0.11805549906254821,-0.0038507577985562,-0.017704285765963727,-0.03269963391072586
INHBB,0.0035404000489766903,-0.03587499299864037,0.0574685181711317,0.05854863268861174,0.024734410557307338,-0.013874954636472621,0.03967629641651679,-0.007237240442681662,-0.03248237795476201,0.08306548391412778
LCN1,,,,,,,,-0.020776411422056308,,0.046893548962311585
ARF4,0.05943587951578674,0.02751753605582246,-0.08797160927586564,0.0007698494220881206,-0.05969298506038713,0.06894545421218161,-0.007083235452978975,0.06624589165268853,0.04693828254619275,0.0027809157726817247
CXCL14,-0.023978349254098592,-0.015355795382772083,-0.022384220467112664,0.03471936540044662,0.0031682518208618663,0.0036350897339331332,-0.0004657061464283696,-0.08081903664857641,-0.017616674394192584,0.03238545417232242
LIF,-0.013695728220739087,-0.014216101512416836,-0.02902001814341416,0.0022781512367040747,0.09957936027108111,0.04774115520864479,-0.023244297960063595,-0.08829886020995721,-0.027884525553430295,-0.03951785680221037
IL17B,0.024783749933737803,,-0.03001630831753809,,,,,0.040177942664701385,0.011132656762195178,-0.04081269683328981
MMP1,,,-0.08955793003655965,,-0.01433276155124355,,,0.015117139427259623,-0.015949548368238455,0.05635344630636168
MATN1,-0.029259055068760642,,-0.0010291690276356055,,,-0.012179272019504476,-0.01142784311824635,-0.013272375082498525,-0.022699927375978875,0.0444742409620054
ADAM28,-0.053595981224061014,-0.015108261447128459,-0.048881135025607494,0.01852194596704311,0.015808348793366983,0.000611067942395053,0.001620362959554524,-0.021644775058618764,0.007645709859864114,0.000616735864984423
TCN2,0.003887138277411509,-0.038855051959215695,0.0062987284933228695,-0.02376251942739443,-0.03286539651491144,0.027914471943506842,-0.05166123330344406,-0.003598701228722314,-0.05537311847529707,0.028287223791634026
THPO,,,,0.05684057270650302,,0.022248699496861295,-0.011427844430991475,,-0.0196911355874561,0.024151280656293485
CUBN,-0.04292868236041654,0.06486138046735553,-0.024834243548830362,0.00470714146611519,0.010170718667851705,-0.007160505658678435,-0.000316733685837572,0.09018494608492217,-0.056349608388545344,0.08218723245272506
TIMP3,-0.0485386253155155,-0.006152342042585613,0.023938831007583632,0.08161852916613573,-0.012116268283370441,0.025948903598979802,0.004524604784885822,-0.023346512057765233,0.012532873425875977,-0.026604593693011526
PIGF,0.09170119834652062,0.014159192528699368,0.044060154256328976,-0.01598006302183813,-0.043033187604378,-0.008849855428428748,0.028798800518694663,0.09085363559177514,-0.005762058999854913,0.07937403215151136
CRH,,0.17100330296096342,,-0.01541679596902174,-0.014564698236170886,-0.01917301712439625,0.09371796186893214,-0.051381486844042756,0.06576726226295901,-0.010855757012333163
BDNF,-0.040710261817903104,-0.012612169460606346,0.012859043161913239,-0.00932859356153409,-0.0077548005380134325,-0.02460571589892374,-0.01287068792269105,-0.022639490629285726,0.022350314922644186,0.02077754548776714
CCL5,0.06632919517459748,0.004807517374429783,,0.05000777488443958,0.009262232508241625,-0.03270476334275075,-0.015503245232800653,0.08922162414905091,-0.040133395641485894,0.0036655032136272375
GAD1,0.031723202992113404,-0.0012153671285015728,0.0704925055599804,-0.02389736284866716,-0.04491318860305135,0.006563955265996946,0.06268652920053173,0.11443725844627406,-0.0014313019227742596,0.017506300368120464
COL14A1,0.033701977956799065,0.001405638058553008,0.06668020885872106,0.0024392542272499464,-0.05593026103229481,-0.003796150701254836,0.01636395895810738,0.05742234456592253,0.009975275138514086,0.0375170623669739
HLA-A,-0.002108895794619683,0.0021100317555179985,0.01112569607762653,0.07210335676353431,0.01731376879901448,0.0668656892927589,0.00322945286825969,-0.1022245596589341,0.022441712707115116,-0.015277687891750276
CD5L,,-0.0004990957801842658,,,,,,,,
FGF18,,,-0.030016274797977725,-0.01224852910704158,-0.019872222254996328,-0.013050569794720393,,0.01707959463265695,0.0014243674339433823,-0.023892921975969744
ADM,-0.017691274091570314,-0.0010756924696221511,-0.03267748293868711,0.07884777640038575,0.06489001803299271,0.015446211686648923,0.01659958778461938,-0.015510483456877179,-0.016287142195124667,0.005883937136896195
CCL15,,,,,,,,,,-0.020722329374873436
GNAI2,-0.017084149877528643,0.0070395549640564535,0.03165393435584348,-0.06779618619593371,0.02212598529883083,-0.03310828850076066,0.0009818319770861475,-0.001843269893561704,-0.06533642835493057,-0.013613804751951805
HDC,,,,,,,,,,0.12004425126781823
COL11A1,,0.047660046983482224,0.05994531003545689,0.05969173824947166,-0.01895937448790219,-0.02492514738857198,-0.023134334496679426,0.007341929600974188,-0.01545840525560147,0.013990316572347127
NUCB2,0.10065181857415478,0.03261796959653193,-0.09284013933038723,0.0015002524566964889,-0.031284240567077036,0.01178402411044415,0.022497205321425295,0.012772171855217038,-0.013671563983643116,-0.007686560408808937
CXCL1,-0.037381569760725375,0.0065613636564008,-0.029576929327155117,-0.026603577613328697,-0.037132039779475774,0.022696076071308836,-0.015503247861244346,-0.04307727440917832,-0.045496440296668765,0.04377471798925267
VCAN,-0.03981704959423931,0.03242872430752731,0.03508871621996468,-0.0949675723259764,0.03328056323596258,0.04047349925860709,0.0035684164942188243,0.08097832472466554,-0.03445374792491304,-0.10443196985176745
MMP7,-0.011085004201576041,,,-0.024350909044611846,,0.010886639473728758,0.04037135641432855,-0.059709582832789265,0.008578368596128037,-0.018986881500562006
