,UKF248,UKF251,UKF259,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1,ZH916bulk
DCN,0.03587716626085405,0.020959955227598307,-0.040215107087247355,-0.00876472652600747,-0.04330488177560141,0.012949860879822146,0.026439520249378488,0.0405028799949406,0.03065622359250445,0.07116093681705761,0.019657196928904663,-0.011253215315848821,0.0235088899957056,0.0025909510304337273
RARRES2,0.01631787995138644,-0.02296877164066217,0.028112364209747172,0.011368282534253402,-0.08046195349848677,0.13966058664736522,0.04654121095132446,-0.04344420256109013,-0.02599580746331593,0.03095465664731063,-0.05102467779894732,-0.06333065645490481,0.05731313356818051,-0.05612323238736553
SEMA4A,-0.024281350557091463,0.03904004569241768,0.024563258824923457,-0.036845508797843,0.14729772211362133,0.08418897363198148,0.058635705446662426,0.06260423175973039,0.08272012832187833,0.043203762917439145,0.03364678833116944,-0.002639267886550378,0.038898265944461566,0.09853720802621221
GDF11,0.02930497287418166,-0.016804844510059105,-0.011358210490928397,0.09791221145638856,-0.03100284669537234,-0.05579894975292005,0.05850862705580558,0.11710479423652634,-0.025284152497867404,0.03269151931048383,0.009851914646764782,0.0008200338339019994,0.04166553427145233,-0.05742134345303747
GPC3,-0.009449168698195587,-0.026123723752410174,-0.02346196237373317,0.10006178689162494,0.07142863683407846,0.01116679074418739,-0.014508578773292953,-0.0162296380914913,,0.06003937546248898,0.20198134806728354,0.017954226215527367,0.015377744950093874,0.011833842608778207
OSTN,,,0.027401740164037448,,-0.020526188227338805,-0.006980604703386976,-0.03734601652802564,,,,,,,0.06056854604008473
GRN,0.009697902298087058,0.05295413979374494,-0.049587174819673493,0.007710545457168537,-0.13588289869867376,-0.015319456549952684,0.010049644534288927,-0.05045916226677149,0.01688932586978683,0.0408473933697257,0.02301843740998552,-0.06012076701881218,0.08354416352215357,0.04849121526871762
CALM1,-0.04562391435382957,0.013154397813174302,-0.07639706663482061,-0.07919616639745099,0.10891739012382103,-0.006250702935194541,0.02024956802145528,0.11495760004676514,0.1176793609477099,0.0027312313542869446,0.08046030511708759,0.09593342961247944,-0.08197954555579873,0.1948634294203549
ANGPTL4,-0.027500460886836383,-0.024716028870933403,0.04825312858279048,0.033260886561412,0.041201565138218585,0.010973450138792593,-0.00121115876699016,-0.007185868696088557,-0.09224493421189259,-0.01748908927217966,-0.17801439988136467,-0.14434550599562498,0.009950793613494258,-0.15580361203400564
BMP8B,0.12124493380138067,0.04357153634791459,0.07983225382021823,0.10336813798733697,-0.007381190570800832,0.044682957266615995,0.0091322717494275,0.020230518940868324,-0.0413339528408847,-0.020447391356583265,0.010025309849127098,-0.06698958450779825,-0.06014216496078829,-0.04963457144491803
TNFSF4,-0.015615178975958039,-0.0021220591314949568,0.03134469431678313,0.020161960670252246,-0.03143423933614668,0.08248009836206101,-0.02726243879197072,-0.015496060315690768,-0.027530795127825705,-0.06980542251400124,0.008791026917383619,0.07770204716569655,0.025895225436226917,-0.029967593842926903
RBP4,-0.012696477776996966,0.06673980127978998,0.03894766650141179,0.039223615562526404,0.13894645020412238,0.06594980336266072,0.12398169444028315,0.0915452628798732,0.1001165528147981,0.06667772745246692,0.15383898100765053,0.1917574827256513,-0.006118291192079588,0.1275592301170142
DKK3,-0.021031775363162926,-0.012619685463729137,-0.023822538669954277,-0.10809005988731261,0.0909824598017783,0.10959242358633543,-0.005877191755702242,0.02685300514582176,0.11283420900156846,0.05213620597059781,0.07072919041850292,-0.022098531893463072,0.04566839331441237,0.15245546279275848
COL11A1,0.018290037626177095,-0.038937990884275554,0.02230332042406276,0.08594008078349603,0.021752008976680448,-0.028647090873824176,0.008515405693761895,0.03320208259092692,0.0017191620136392954,-0.01528605140600758,-0.0650455726711072,-0.01064731382682444,-0.016652117848682698,-0.07607490283166923
COL5A1,0.009952450622260323,0.03848486423352489,0.05681614302575334,0.0998932627059472,-0.025851484897009273,-0.0969484345998155,-0.0008484307771165033,-0.07492758022813757,-0.009483264293527317,0.014859439270355651,-0.15600066147143488,-0.03483504543816318,-0.057456144945072236,-0.0676092057337131
KISS1,,-0.04218844647789473,0.03796322394712634,,,,,,-0.02176946737822092,0.01816978596441562,-0.016723126325377397,0.019273957175961205,,
MEGF10,0.02681503215571855,-0.007678829629731827,-0.029668852658995215,0.06279194258986007,0.025221925299691125,0.00890529828362545,-0.0007812040475410669,0.015121964572813408,0.01780246871294393,0.0620055819871153,0.11098451654183886,0.008168472137406482,-0.0014857430211771615,0.1560132266879315
CEACAM1,-0.02360560684979358,0.053788178577381454,0.010895521144533913,,-0.013847745606877118,-0.013022106876479119,,,,0.05160105972298247,0.06366330376708619,0.07567853562359288,0.009020771337459054,
EFEMP2,-0.020245073636678306,-0.025103563665165383,-0.02106099449708462,0.06534148012530919,-0.09389298338049816,-0.06360805445532272,0.001254728986158148,0.022841183919763516,-0.04168688928424995,-0.07270670287214767,-0.09208748120485996,-0.034299967736659456,0.05361031001202902,-0.11520599998829414
IGF1,0.11298501583386103,-0.0077831082567351335,-0.005682467468783699,-0.015128066908218362,0.04678316649162699,-0.026820508168484296,0.03232186321169919,0.03502350812033087,-0.02135191495231764,-0.007306157204209204,0.08013685552142237,0.037810127784023026,0.09688596570379664,0.022836774407097814
COL6A3,0.055114314759616256,-0.012802455071200272,0.012452985566634362,0.002033465669869057,0.01825235384852842,-0.031196507264659612,0.028681246762543994,0.014738867010814005,0.01870390356258139,0.04447014499305185,-0.07519414835323263,-0.04881490376088744,-0.028339843911142113,0.03729588626600627
RLN2,,-0.01755074524135865,-0.004393701110149934,0.04976284952586278,-0.022782127699441698,-0.02979735331594588,0.02577006781478379,0.0012611599240972716,-0.01854951063871755,-0.01311602807798253,,0.028999099881518595,-0.022151083337248294,-0.02905204077180759
WIF1,0.004696554328903938,,,-0.05961797125865231,0.10362360946079048,0.03175600016058762,-0.008237194403875516,0.09038918569460039,0.07892583548143174,,,-0.03390694643503518,,0.07618348071822995
IL13,,,,,-0.01955628771246973,,,,-0.02580028412102907,,,,,
