,MGH258,UKF243,UKF248,UKF251,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1007inf,ZH1019T1,ZH1019inf,ZH8812bulk,ZH881inf,ZH916T1,ZH916bulk,ZH916inf
WNT5A,-0.057633215380653226,-0.009376423425591886,0.022626378685926894,-0.024261055961310115,-0.03357484211521595,0.07924051172524103,0.02036565311393264,0.0392587414172711,-0.012873041383079377,0.11861240796748287,-0.048778849714163096,0.023170359079559628,0.022954421112422678,0.12272186377021761,0.043752428535368,-0.03282564489480203,0.08399878765829888,-0.05058218967555419,-0.01900925390377972,-0.03528212920051793
CXCL8,,-0.12695326502331414,-0.039025773747282694,-0.0016026259647229965,-0.06752898417059257,-0.030462480781479846,0.015883346946194223,0.03166464274641244,-0.01588408725460271,0.02908600311010299,0.0008776153451894678,-0.05639385940154728,,-0.0069472578661907165,-0.033350626721742424,0.04440313736558488,-0.13214537596463355,-0.007681798407830311,0.0019171932403677777,-0.004058161207308156
GRN,0.06060237559703525,-0.031235415336528603,-0.018552954170116678,0.009420937382918559,0.010551833479208402,0.05999913180468269,0.010177029665995803,0.034583768980986446,0.027467415321777808,0.022104904234231122,0.009635272472273512,0.01839954215651178,-0.048151078955696314,0.044684615377581,-0.013500952215740375,-0.048322242388130376,0.113308094958004,-0.09138666370906617,0.011288684508312679,-0.09351437227863463
MIA,0.08855424484668992,0.00554046272637426,0.008542973043262415,0.029806977461392384,0.017347166618486714,0.06026673177368123,-0.03036442968429637,0.007349804846162667,-0.05138045139752285,-0.016353619952904505,,-0.028445662781279288,0.016427456065881925,0.0563578468785531,0.05316508912374358,-0.04701366310007699,,0.027669819956696283,0.05259900967828193,
COL4A4,0.046889284376697545,0.017178441141419167,-0.026901798996273613,0.013569438027581288,-0.04981606050899719,0.03734540527701735,-0.002610396786283775,-0.026798924111750767,-0.030143810238152848,-0.02417274249248942,,0.12278337038505753,,0.07972373746124051,0.004472754644520822,-0.004072388488746245,,-0.01726035797492315,0.04201382078048715,
TAC1,-0.007535531667134192,0.15684911364518264,0.05325090715990679,0.04794149015648561,-0.0021878583191941507,-0.05253999253985714,0.03554503859661489,-0.039958197194712095,0.05686100341792639,-0.0326664844272225,0.03567514875927537,-0.03349959487415756,,,,,-0.058132003515312405,-0.02086250962998345,-0.015021619424874197,0.05793862943905
RARRES2,-0.07812266122067402,0.07089988467647039,0.020227126459949656,-0.006038974835891162,-0.03495445145327483,-0.03901860877147992,0.06984465556192009,-0.005453200331656234,0.18074245443931933,-0.08120717590446287,0.05832587198470722,-0.020975714192041986,-0.08610294766853517,-0.0648148324551226,0.08836587868074727,0.010982297809381583,0.07448861998458055,0.05615132065696539,-0.05122509679349907,0.13116498019201447
FGF7,-0.016401604471298833,-0.03127122615960319,,-0.03152633110938998,0.022073471805514115,0.002593177210075054,-0.016326289061431697,0.03499054650548678,-0.04619883710040426,-0.008681049575133864,-0.03506070449511921,-0.02330957552759086,0.051002420288006806,0.06507537592312011,0.022985681316784193,0.012677514301522658,0.07725889136748824,0.08318698078516992,-0.0414960309234678,0.05447740484766675
HBEGF,0.033189055487621105,-0.05285539939089572,-0.05182027768347687,-0.05745815205966378,-0.030242475130001622,-0.0006082914866243328,0.10326652204924158,0.042209434375450515,-0.062290756705102215,0.029736713687548596,0.0030719782997575868,0.017472919676562684,0.014837203339302713,0.07522749994956252,0.08294662961327334,-0.0035314218340347465,-0.010179780573392192,-0.09640103757014325,-0.09764188698409906,0.09180122036093574
CSF3,,-0.03959512593676971,,,-0.030322534503284797,-0.029059442444974052,,-0.028352745894995656,,,,,,,,,-0.027977489896833106,-0.016708486289843352,-0.04964497523198958,
PI3,,-0.061648525012502196,-0.023565377380760838,,-0.005080545331435984,0.011361041851157393,,-0.031925566093505595,,,,,,,,0.0038905075758812004,,0.05161529354098028,-0.09051349031696723,
PCSK1N,-0.04456533352089606,0.1472089947831214,0.07221642555919826,-0.022905726990715976,0.02952812085456318,0.004904275631849919,-0.07715531851967561,-0.0157380480863083,-0.02156730004344422,-0.07662604702937732,-0.031531316603442675,-0.015163934219260183,-0.05297858099532347,0.037371391538543255,0.04638714285686447,-0.008223081816204831,-0.11588646710244223,0.042128574418170465,0.022186942993255163,0.05124506058957504
NTS,,,,,,0.038748349072013494,-0.02559114202279664,0.010465437979900153,0.033109479527986714,0.05094700513179013,0.0039025583851295467,,,,,,,0.06153732204611121,,
SFRP1,0.12311483685831087,0.06886870865232257,-0.049988336669097196,-0.027092596678938635,0.06938551575477558,-0.031872799127790286,-0.03219882682392185,0.010071750173259444,-0.0013258294340001144,-0.027176172611380407,0.045488673278943806,-0.021606287422370623,0.013496935398690716,-0.059034086795842294,0.0436589843946236,0.003126779764495852,0.021371762816978727,-0.024168025407566674,0.0559052637527546,-0.04981203906584889
CXCL13,,,,-0.004602345409583267,,-0.031586350969878635,,,,,,,,,,,,,0.009718358998363133,
MICA,0.06643347002411366,-0.016252231814216898,-0.07638186372652418,0.052816187394596786,-0.00897810901532889,0.00982399531190585,0.002409765670981954,0.03043747906698956,0.009518296088656248,0.053228373434983794,0.024467045720421784,0.023648097017096692,0.024344332423030145,0.11698426714564979,0.036909570675600446,-0.04541559158363828,-0.04654102635315954,0.010859451372553912,-0.0355927935507884,0.023056473056680477
TG,0.15401970753646738,-0.013154136589895261,0.028692136781887704,-0.014200325116471528,0.024677241531038074,0.041185134084305595,0.02074517454421677,-0.01194095862102412,0.041866427647057315,0.03358670832029864,,-0.029111490101239222,-0.03808475574429442,0.004229196274974809,0.026912348604392976,,,-0.032584735281627246,0.0406104985721948,
ADA,0.049176544607305465,0.029462530686921146,-0.0667326023828832,0.009110415845122479,-0.00416080510566151,0.08857500979736384,0.011400690837196354,0.05966674919270348,-0.038441817863263214,0.034656274489872844,0.04627259891833986,0.037813645867652707,0.056341425945372184,0.09370270305191432,0.03809967591177215,-0.013422237541203707,0.13166845335435148,-0.05296706385072042,0.08415270410603475,-0.028765594379921024
LAMC3,-0.03392625894317022,0.01868335877845901,-0.09317298870700758,-0.04715618040788753,-0.000348614419965605,0.046679129816917964,0.03580721202119191,-0.005210666800379601,-0.03049852343440351,-4.997776042895698e-06,-0.05066863800291795,0.05117532235937735,-0.004470203000491888,0.07986020632326925,0.045724619439214055,0.03225211356120858,0.04142964223782426,-0.044465207718604044,0.01967726904453619,-0.036239776536954094
CCL7,,,-0.014248070381122073,,-0.017319216250688843,0.012458063150601455,,,,,,,,,,,,-0.017508873999812442,-0.07741123358077207,
NGF,,-0.02998142410465234,-0.02446322929823087,,-0.031971175051750164,0.03588663504947491,0.05092600657043466,,,,-0.020035661362983893,,,0.15372176235335297,-0.02697252918965437,,,-0.03551345240593324,-0.04744323142094807,
TNFSF15,,0.05747160295645521,,,0.027144824653861768,-0.007653876316259083,0.022090682243983962,,,,,,0.05320733107427762,0.0015736849910796943,0.03151280947609459,,,0.0013566817799922084,-0.05494437180626484,
HMGB1,0.05221070510880313,0.12330144599864708,0.09191043153776353,-0.00806823315823388,0.008044745416849203,-0.02430156660431262,0.021016615779633454,0.06492152291697074,0.04649607243791593,-0.035052503727578586,0.014128176786415798,0.03756245170132942,-0.06673011083106073,-0.006010186017985961,-0.16603722273235874,-0.0373032596983383,0.08368388558189936,0.0681274782953092,-0.041645576597374154,0.05150156520249364
ITGB3BP,-0.02894939745893544,-0.07520287105734084,0.03334170154788455,-0.008028897495557663,0.04137712653811057,0.01822423328047653,0.06058739386550847,0.07472000116233192,0.0031921648329420425,0.053009144079059975,0.07756972591244728,-0.0308845797077653,-0.04012298418035646,-0.01084270549170759,0.014790410252228565,-0.003516878197875893,-0.025333258734881927,0.015791202120091122,-0.024817722923415688,-0.025598561685610872
AANAT,,-0.032196292228066574,-0.020671782430443215,,-0.01754810232101496,-0.014780446175320462,,0.004928700858236166,0.03549650442499078,-0.03180196221603666,0.06272729625292447,0.012249889887755876,,,0.10458353324200943,-0.04021281762914911,,0.0039419060605168105,-0.03031316073148562,
RELN,0.04876264594804416,0.1690281539305716,0.03287847892767036,0.005426125871627565,0.04035619213766674,-0.031585711154114966,-0.017347331062598285,-0.06201180974375426,0.11695495668854447,-0.034029860674644426,0.07647077175709334,-0.02878027224515744,,0.07008249400200559,,0.039495492462124256,0.07445891816583024,,0.16166571342928115,0.09713780514004901
IL15,0.017857769642636048,-0.004356149482585866,-0.02735977112389945,0.024786509331001506,-0.029736840265104373,0.047857710247044036,-0.024354175415052554,0.019280472079249933,-0.025653850906657068,0.01569116734542792,-0.010328360627502111,-0.024110470862464758,0.018849412885370193,0.035483946001113195,0.08978452725135296,-0.04418589875249698,-0.02959044735656992,0.08991890879171693,0.013435605538039873,
UTS2,,,,,,,,0.01878672534857743,,,,,-0.05169754322146657,,,,,,,
BSG,-0.06710170589982731,-0.030809227744738113,0.004135965796916382,0.00940032510855368,-0.023867340087846054,0.011577114996535031,-0.05350916775873894,-0.03811119802212572,-0.15332233018041327,0.04797940456791536,-0.018075301218087522,0.006416129247843034,-0.015596043159377413,0.008645506258014087,0.06485329529073111,-0.050299867036494,0.023612198598634306,-0.023874238899518,-0.01828396920641877,0.008947447604718271
ADAMTS3,-0.058027833460194474,-0.04080436762800589,-0.051549029346234086,-0.010682628093633802,-0.04630817899406776,0.04849157281100947,-0.0020075857750602496,0.02971702460380237,-0.06279254223424524,0.04676376099815078,-0.019225128772995682,0.06732200444311175,0.00383430532537249,,-0.003202478048265408,-0.018660220788648978,0.02674343424833975,0.006175420314775845,0.08338144871692074,
CD34,-0.011949026190674648,0.07931815210940736,-0.05127037255926668,0.02893676121995455,0.06812134030355974,0.06508857069400471,0.011366428532981506,-0.01973229551815225,-0.014212216969955064,-0.0391374224625424,-0.01565357027604427,0.02685015468821697,-0.03780911428178173,0.07609826350818326,-0.03205873569637899,0.05110183819431181,-0.06497780019976324,-0.035070195071903947,-0.08681516613245109,-0.05217677865349679
CCL23,,,,,,,,-0.029100226604512655,,,,,0.07990776546376274,,,,,,,
PLAT,-0.050217756695420855,0.09248379224826231,0.03365512666288092,-0.047438719182678446,-0.027140775188266554,-0.006227664381560792,0.036308026319864295,0.01818741119703497,-0.16111091657696594,0.00352956122588902,-0.05458423018780351,0.06336802332023457,0.08519036219951036,0.01744546489057411,0.058334573527524386,-0.09978142229827319,-0.01610727356523864,0.008402081284409987,0.006338552001018288,0.08374388592323283
NTF3,,,,,,,,,,0.04700744892267618,,,,,,,,,,
LTA,,,,-0.01950145243063482,0.003939458049914159,,,,-0.0062098176170263955,,,-0.02411047383867253,,,,,,0.025927191697835153,,
CKLF,-0.024884168744859592,0.05346652698117494,0.01905942015418444,0.040038105035807264,-0.01551560675351802,0.02068578215148554,0.04362643958676414,0.03721773720875563,0.09519995493926854,0.010741226288461896,0.0110364449211536,0.020547698551677946,-0.07470950766834142,0.00814838112898651,0.08751275425498725,-0.03385059717443049,0.0028003289834942183,0.08684473798966043,0.0902235424994746,0.022853844934250026
CD24,0.0947693290607119,-0.016686392669861442,0.012829540832622123,0.0022230243487104473,-0.052041638366612804,0.07944192815725751,0.03888089569078291,0.003478515971166653,0.2086661651258954,0.17038697636757938,0.01867317029452861,-0.030764160268755305,0.04463219119494392,-0.025458720469489222,0.02717353582145874,0.01656753368377866,0.06663897914047354,0.0056160560877399745,-0.041653846123209944,-0.020972575190694495
HSP90AA1,0.03510064385648509,0.08043187336811057,-0.015884959593956232,0.01763544360599926,-0.00773072104294205,-0.055023186968566784,-0.08115849339525824,-0.00618299043392132,0.12233515053040588,0.09382659022346476,-0.03631333169263057,-0.024762746598112034,0.10149618258964331,0.06830617236697195,-0.05846387883451749,-0.01185704626799965,-0.077053883134542,0.0424763819121876,-0.06597321210290494,0.01132500539073579
BMP4,-0.03072089674032776,-0.020410090140600974,-0.018882991297456103,-0.020672682751725416,0.013997712736471133,0.06581795314237253,0.017455134068913733,-0.045488538072274515,0.01682402844119305,-0.016938634451459912,-0.05059530173967175,0.0786186597823564,-0.03634046648119522,0.01296439405708086,0.005878338306179045,-0.023707705079218086,,0.05492644479107638,-0.051343092931519126,
SCGB3A1,,,0.03338633938108516,,,-0.021220656263702783,-0.007805707011921681,,,-0.017642500616935012,0.13559834367007356,-0.016823969796944248,0.013941562168674388,-0.016930151184452583,,,,0.010019398860818252,0.007795417107955426,
IGFBP4,0.009426125650638741,0.02894704429403978,-0.09529917271202028,0.02314493135246119,0.02508315497425332,0.058834973042326835,0.08659674585956968,-0.015385680991252603,-0.09773820912834948,-0.0212646951097382,-0.022019988673186414,0.05632324947638344,0.018671032352978394,0.06836200706697658,-0.05980357996609226,-0.04069460804700404,-0.059515654259356496,-0.03217168674688775,-0.021388642427803323,0.010006523361453043
RSPO4,,0.030302432027120792,,-0.03152632512411802,-0.0339772881758901,0.01002923019122294,,,-0.024609423411354078,-0.01824704758095124,,-0.033445022970233565,,-0.025411183619834563,,,,0.032920806679998714,0.04327494877490221,
LEFTY2,0.0020623543793397924,-0.021854625004460913,-0.07611679530871068,0.047630519887830215,-0.019543838835334608,-0.025553450871136637,0.024497823250898405,-0.02388471976234198,-0.052433610875832364,-0.017339026425258093,-0.020377718883857362,0.12224517100582778,0.13645735174289594,,-0.04498890602003921,0.00772158768838993,-0.04581653253848962,0.010538418115480728,-0.00634347152752533,
PF4,,,0.07575598938670813,-0.017739221510267803,-0.015110674969820366,,,,,,,,,,,,,0.09277882864217699,-0.029942783130802873,
ANGPTL2,0.06984552803239005,-0.06027845121425713,-0.020578223778317875,-0.035117534392811636,0.01233492741655046,-0.002819513217189232,0.08610960391027432,0.05774843284860661,0.03975571668883321,0.03929568232519436,0.051236019896310346,0.018312415747057626,0.057159368336310364,-0.08270979728966425,0.09075163686354454,-0.05421339920797557,0.03465386733918897,-0.056598930796290574,-0.03125892340513857,0.021339190210831267
LRIG2,-0.044564523002774366,-0.06006187318898239,-0.09750130011773597,0.012700141419366142,0.03926843452655179,0.015337698232712969,0.020751377076184917,0.062226669497594755,-0.006713337376916647,0.04486017657540127,-0.06649492346195801,-0.04577149213008701,-0.007814830727344938,0.04839242742884426,0.06687522449190274,0.012902973507216219,0.05938623889786211,0.00784256356313077,0.05531759575425693,-0.0539680439766652
ICOSLG,0.019770112470499788,-0.035839174431855504,0.004543866406217542,0.0014815937434820375,0.030331883219304738,-0.03185841125747691,-0.010014991910377134,0.026853953892046537,-0.005547469686601058,-0.011716375421832311,0.06407903490169255,0.0638288657477863,0.025956606616512754,0.08556100721823724,0.0208696441676838,0.007630121651456638,-0.00040288590917763434,-0.023387802705376305,-0.10730056322841465,-0.007846533471735815
WIF1,,0.12403145731390945,0.136153714250064,,,0.025324898445117476,-0.08081578892524974,0.012572458847478582,0.03463994301740786,-0.0691477773903268,-0.02305215300927342,-0.010877925874727634,,,,,-0.03011084415030863,,0.05764658088982172,0.03993489256093381
NPPC,-0.03085828838343496,-0.0073011665278636265,0.09632748459936287,,-0.010675952984586191,-0.043586755640105765,-0.01763784808879017,0.030914960593952965,0.026574109714155535,0.0404451261460576,-0.03334904015439377,-0.03873482291770309,-0.02926702477866515,0.01611930513363235,0.023254301781280927,-0.02090845586888206,-0.013208759824346845,,0.09723298113998113,0.09357698063425157
LYZ,-0.0056082949936747326,-0.0435715013339613,0.0009283324174012339,0.015707200458253762,0.02340436786676249,0.00801487231819259,0.09646978692556617,-0.009029715871231084,-0.039642646231520494,0.003855326145080346,0.030497690257951623,0.043467945677526994,0.019195068998631326,-0.05893147405423709,0.06033217177402576,-0.012810519266334286,0.10042563477061078,-0.03517519032784168,-0.09662244665114324,-0.024273095366403263
EREG,,,,,,-0.04713309841036799,,,,,0.008387553201118102,,,,,,,-0.014789562991882955,0.023146949136477843,
SPTAN1,-0.04186730127011363,0.15246988185443044,0.001343422767951487,0.05152979912535728,0.011939516819100764,0.0287965222645464,-0.06360793123469315,-0.040268067974480425,0.08713391476296771,0.11851315750044199,-0.045670279230756214,-0.005613064941452069,-0.01564054053345897,0.07755659992628754,0.10012688500945997,-0.039042711625908604,-0.023015516456559748,0.10863774972765582,0.08066646889656486,0.0077222397553065505
LIPC,0.06625896500748424,0.020550372214998433,-0.018094708164726053,-0.026698476438079616,0.08214887527852782,-0.037177780810211225,0.0034305021073952205,-0.007411237421767704,0.07823316446595438,,-0.08246453667149618,-0.010066488200035814,-0.031034683884512144,-0.042955736328942534,-0.031089309202917668,-0.022937500595545425,,0.06241516836979921,0.1431898762240054,
COL8A1,0.032231642329269554,-0.09417476644014998,-0.05690859301136392,-0.02682386441985946,-0.025545667618610778,0.014252576271601824,0.01379430521418278,0.0010740870943694643,-0.07092141164732838,2.006964032879494e-05,-0.0023262883720922916,0.06297580666839246,0.08603175619417845,0.05031532116077576,0.006921678174121046,-0.02474502303388428,-0.011893696384343611,-0.10659299449265178,-0.007037287232821097,
GSTM2,-0.043916179762547955,-0.014806717690681183,0.00572089836984173,-0.005133505109422439,0.003061067722282208,-0.04879376053653349,0.09053002336561916,0.0017523907106333822,-0.02938536370415487,-0.03462942676987527,0.04268795811055475,0.039601964632905856,-0.003400927183673311,0.036396492708589336,-0.024474637907885944,0.0333719164301482,0.07765552349500132,-0.037540040659906876,-0.041705577789094485,
SPX,-0.010897654420331854,0.15912414978239645,-0.029265331695339736,-0.015612860109996586,-0.044496533963546275,-0.06378646370009976,0.034634028069902914,-0.007911452441877064,0.06138921323521603,0.05724175114170071,0.03944602070366257,-0.02010718431005623,0.04117920501574225,,-0.03941364400715695,0.02489106169376907,-0.03573885148130877,0.19459926346545264,0.18606885870973133,0.0681402652842527
MFGE8,-0.038534061914674976,-0.07785718988155207,-0.04161173411344097,0.037297688828147706,-0.06392494702479647,-0.01581066319334765,0.028053008315625877,-0.026406734289228278,-0.09662462643593127,0.009388779012966668,0.01596932812961341,0.03619596598668676,-0.02439226563391562,-0.0206819417402965,-0.06754581372268527,-0.04138826766328677,-0.04044181057632962,-0.02087265679823101,0.000518286619754509,0.013063598243091046
TGFA,0.07155930479671783,-0.10449425691559117,0.04980656444279852,0.0064421713749110215,-0.009495360194913906,0.05476776986205047,-0.009264664477612766,0.040651984223099166,-0.11596854068296124,-0.0013645242128769563,0.05046571213886097,-0.000995260631980782,0.04958406113261156,-0.07136431472709212,0.05290499224418879,-0.03789535742306548,0.12519736175013924,0.02357312295936701,-0.003507578189749941,-0.017413827774729298
SLIT2,0.029795078446337192,0.13022052870572917,-0.03350240231512766,0.12572748585037855,0.038827880637720864,-0.05154808470363304,-0.04020042301232375,-0.01830537172994169,0.032693274039385954,0.04766681030711372,-0.032080285711746204,0.03892982000129034,-0.030091574776456447,0.026141310626593278,-0.012262057934882928,0.07526053831766383,0.08690006309695888,-0.09924406687115245,-0.07945504568180167,0.018630442110070894
PLTP,-0.00810748580597754,0.00933321936044759,0.010466492466751139,-0.0010597177220644895,-0.01891093670299805,0.08212896331677091,0.0291506906097171,0.006221218245803818,0.11549173277047461,0.2045391628333639,0.012054060143719503,-0.01211784156964089,-0.07822116358070465,0.08615096518965772,0.038752928158336565,-0.03494849440054574,-0.019747337575568225,0.06113465844793474,0.029007157006055006,0.03871657353170133
APOD,0.11526239420074215,0.09231349295704049,0.04635221010364568,0.0016857743556951434,0.041670116676310244,0.057601299895100384,0.05055643116670842,0.057895053385444664,0.15355476422602962,-0.040145815364143786,0.004808824024014524,0.03576952066598006,-0.013891973125083173,0.032272611328194346,-0.05716374855389185,0.0036701005556805787,-0.0026681091334088505,-0.048722042764559284,0.026929978401139074,0.04429085516886016
B2M,0.0631633660959186,0.09864739542031717,-0.11122577612841565,0.042013658417074703,0.053726640393358956,0.018174236287942326,0.08619951041982901,0.011059990179836582,0.15171300985103103,0.09007848028525106,0.04784263139184351,0.06251887742715155,0.10563010915792347,-0.003089977681030972,-0.010081212654858658,-0.08995350322657415,0.06332031528116126,-0.08501230653197711,-0.11255916630268863,-0.08411457398187076
OMG,0.10567969635745504,0.1079261146974327,0.11129917863099488,-0.01271359169077946,0.02728159167874548,0.057596819245050064,0.02030725902787973,0.008836614537496882,0.15230581262130743,-0.01385522501032527,0.033250929743852305,-0.011164220404817347,0.01197226412103694,0.0830489824231012,-0.02482899443540094,0.05267828876355681,-0.009567053652392549,0.13331109235547878,0.06403891660130819,0.028983173550729144
CXCL3,-0.024039014292949416,-0.03136306394696294,0.03488400772234942,0.017654634217226985,0.01747926117322884,-0.06059816337204666,,-0.021625831462320316,-0.10077713950819178,-0.018250260604338344,-0.04836486396810198,-0.017363907242494758,0.06541263389642137,,,0.04187374246524196,-0.041268633831430215,-0.03286007774984899,-0.036364955886039135,
CXCL10,-0.05549281313590288,-0.011231163253892052,-0.001113388167588958,0.017238410033284975,0.042766962638914705,0.07946508185599924,0.013481825734075721,0.05306625399731144,0.1465621695121713,0.010595459177780308,0.02336547592932197,-0.027593349949503857,-0.01837936745822122,-0.01695047584712081,-0.041064788147657155,-0.04748454638914123,,-0.01819594916655458,0.0054450673626953855,
RSPO3,,,0.05266828593044862,,0.04885860026584999,-0.02671582913012287,-0.03240714919976853,-0.0035380991719573727,0.038851979712993055,0.002003747779987976,-0.007970797419622346,-0.01814494841187679,,,,,-0.051730941360299355,0.14398728339047057,-0.0228251399235124,-0.023707978591988615
CORT,-0.02985089363839991,0.034740161934004025,-0.042250618925127575,-0.03168112628836108,-0.024447480825006567,0.005591540716213426,0.0006437202709270155,0.06079362014235157,-0.03489270707235208,-0.04629838092121394,0.01583501728474354,0.02808256035702885,,,,,-0.038549931600198636,,,-0.05091473609087847
NCAN,0.005414675701443792,0.14006175729220324,0.058193908612919426,0.016761589989928664,0.013978370211474394,0.020049335941034974,0.05474162937676046,0.047881540016605266,-0.17560151345908293,0.0034820673574376634,-0.04781502066716267,0.05826668175061568,0.01749290140058032,-0.00811908830907741,0.048070402967413633,-0.10412254350944235,-0.005815010929291191,0.11467907230596099,0.17152013845548805,-0.07511778950323748
PRG4,,-0.056042046710657996,-0.021427396270054144,,-0.017319218949631603,-0.026619141173005862,,0.03887506969506577,-0.05242588618600047,,,-0.02121444416410416,,,,,,-0.02923450180219151,0.007936028276174687,
ZG16B,,,-0.002169911522878443,0.04180219414365964,0.009933365374459244,,,-0.01825370067725845,0.004562104138210436,,,,,,-0.016496656988201873,,,0.0158337798594991,0.05221601704677663,
TGM2,-0.028085377556332218,-0.07151043138222239,0.00368677009023521,0.005784826254657765,0.0050102656430493315,-0.08012974762967208,0.006119624418697604,-0.015734500627803617,-0.023920797721172508,-0.016061117750826286,0.01708360210358891,0.06752481719169849,0.12436692773069583,0.06889721809079274,0.03281658675380018,-0.08364639543243868,-0.09655352156596109,-0.04114093507056346,-0.02179171796599604,0.0528133234459597
