,UKF248,UKF251,UKF266,ZH881T1
DCN,-0.03616053969742277,0.023160972321122606,-0.028962347896999953,0.113064581580282
RARRES2,0.06232150601073513,0.0005087595577617604,0.0831346076281009,-0.02032607643737918
SEMA4A,0.031796787508659004,0.0011727136292405183,-0.07198956523544486,-0.024121261086625448
GDF11,0.0010590542720155334,0.0043160862258901775,0.1478275379765157,-0.003103783252072196
GPC3,0.016135323770533734,-0.024194634963508602,0.14390300279344476,0.0460507130367705
GRN,-0.08527410735285881,-0.03363512052408905,0.08887570854500634,0.07065024570706054
CALM1,0.022808626702115958,0.05355117710849795,-0.1795970127907293,-0.02166925295276113
ANGPTL4,-0.05499100957236239,0.07041625785005454,-0.002121809313871953,0.017944433967950278
BMP8B,-0.007596737783503342,-0.026525325758597635,0.13865642602331832,-0.010222634598895365
TNFSF4,-0.0374134694806724,-0.024786509444381512,-0.022288445452135583,-0.03853027620073989
RBP4,0.022416289848676482,0.03988189208355593,-0.0898495096694763,0.0014007776850958594
DKK3,0.061294501235039316,-0.012536685163133578,-0.14730743758636514,-0.008483072490736156
COL11A1,0.023436665088352265,0.06292028008054647,0.1479498181715536,0.020005524882647188
COL5A1,-0.0008501770045124078,-0.0013048704106433443,0.025029573690293624,0.08716145405004666
KISS1,,-0.03907306905723999,,-0.01683064243717704
MEGF10,0.01958041668272663,0.0033137472663526957,0.06482487891870797,-0.040188053914093726
CEACAM1,0.03318250298311956,-0.016892170725101192,,-0.013517655880337041
EFEMP2,0.04326789716423107,-0.004295975613980871,0.1028038258455474,0.044321505999982906
IGF1,0.09740906599175322,0.05296466287259425,-0.002986632847620268,-0.024213460346197486
COL6A3,-0.056363578810833155,0.004603088707571101,0.0556481316353204,0.10101373389016172
RLN2,,-0.016254722277601465,-0.011929393045517716,-0.014035569899762549
WIF1,0.020595323298631334,,-0.11803492348060435,-0.015645713643805206
PLAU,0.017508013444886245,0.028869565810331472,0.10620908129752629,0.06997455243452008
CXCL12,0.022788031148871825,-0.0027028360288148577,0.03099227628131875,0.08363070516616523
MMP9,0.026048434446401432,-0.015365728318438264,0.06061048146526485,0.10926353693641146
TNFSF14,-0.025666308801413636,-0.02312624007779721,,-0.01847734465913267
HBEGF,-0.04145869612036497,-0.0426325105907865,0.1397395372483912,0.014942161592187215
NUCB2,-0.030534567675074346,-0.027958302655046476,-0.008966201137996966,0.012818879435886334
VCAN,0.03159895438691505,0.06531533533744066,0.16795474959123585,0.09871807264114092
VEGFC,-0.027690788694115676,-0.023742070756294382,-0.016714943294391688,0.12914640798631816
LMAN1,-0.04238808285655363,-0.030315963443991744,0.0849834543605763,0.05987610951456855
IRAK4,-0.048159701530187865,-0.023260968891746708,0.045178998114490485,0.03869584203840085
MICB,-0.04493478136209328,0.14634265000385852,0.020834951092241358,0.02798495913778284
COL1A2,-0.03596924046151319,-0.003154261602753717,0.08487147536411452,0.11138001948851241
ICOSLG,-0.0260251953839377,-0.007444346342636819,0.11840376550474514,-0.044770978394935275
GNAS,0.043652250708004825,-0.034016461907469715,-0.10105084641605942,-0.05737906935619865
C4B,,-0.017906698298022942,,-0.01624813189292677
COL2A1,0.029134091968559126,,-0.023569995260589668,0.0020701569559702765
GSTM2,0.027733756990420768,-0.0032683841617356353,0.0030061380908775284,-0.03573212491885075
NLGN1,-0.02058120160924185,-0.021220287028249574,0.050163800992984675,0.04865556892660728
SCGB3A2,0.10343927233055927,,,0.09538060560939692
LEFTY2,-0.02804621192796836,0.021003094772498176,0.04285272628313929,-0.022888563613046486
ACE,0.03598213656602174,0.06675021102500221,0.04272549674295667,0.05639476685672579
RPH3A,-0.006642296227514231,0.09161245831004522,-0.03766040703927461,-0.04270523408510421
NCAM1,0.04644637588252778,-0.02094220273018786,0.012660128177018044,-0.06792230606613639
EFNB2,-0.0068467101718225065,-0.007274356131985223,0.049843990657015155,0.020299296129816558
ICAM5,0.01468642349383854,-0.022011069883820386,-0.018783959317969168,-0.060635482513395
CCL5,0.010222103388392252,0.006333855463344924,-0.03138462150027389,-0.008780313550129296
PSPN,0.06108810458719547,-0.03500044818725457,0.022497143379148772,-0.009415633431659626
PENK,-0.006015558235886311,-0.02875319461383958,-0.03444200488952908,0.0627000917120766
EGF,-0.04957018293012533,0.0027107895945587875,0.052133868488764855,-0.017671401125135305
SERPINC1,,,,-0.013692341836638536
UTS2B,0.0583383689482558,-0.018490153962134086,-0.019490221913290962,
F10,,-0.022173509705389435,0.008719325386640981,0.06429192093411364
FN1,-0.030658131781426918,0.042075178466998986,0.09441075715217112,0.12779193729254287
FGF2,-0.0012344294313558516,0.018776676160300827,0.007348030714723364,0.019635632949206346
GDF9,0.03728131109248551,-0.0005867750431325822,0.017980012430128364,-0.0312725924741679
CSF1,-0.0329223481660597,-0.040111068727931236,0.09876778233243702,0.03462412647448604
GZMB,-0.03755221690287956,-0.015592520511778483,-0.042894048820429465,0.024287577838109677
WNT11,-0.02428102493575436,,,-0.030150691334755304
GDNF,0.012246344853395597,,-0.0071827646099769825,-0.020123866619200563
SHBG,-0.02194276237449551,-0.012686006829364405,-0.02306536919272779,-0.020366671826958158
EFNA5,-0.02974176781357448,0.012134149703675651,-0.065979061717261,0.013087366695935167
THBS1,-0.06538979652775877,-0.010773891979913039,0.057277449946017904,0.07980382119764311
PODXL,0.006153925606831246,0.04866566900775364,0.14159765185054568,0.03529892016872705
C5,0.03362634511245196,0.007421331089656012,0.05627227401431102,-0.004727478111108823
DLK1,,,-0.009477516647827826,
CXCL5,0.04212251495842362,-0.024199156068317417,-0.01825764593177539,-0.019511033588774245
BCAN,0.08966370384798805,0.015776766437737497,0.16100361389293935,0.019555828862049845
RELN,0.02624181354560539,-0.022121048250573972,-0.007808957949655165,-0.014536104300475455
COL4A3,0.07689690601019143,0.052599802390718105,,-0.01963033869518241
GNB3,0.019956844729169795,-0.019366720109482333,0.05754336511457233,-0.023102291734547174
MSTN,0.023502693157036562,0.011400010782622488,-0.03879872523387052,-0.02177354695724925
COL18A1,-0.017058113119892353,0.02227067466982597,0.13008202469986474,0.09718507623066125
FABP5,-0.006911200277220283,-0.0019076845776281586,0.11413174931773787,0.037939819259947764
TGFB3,0.027911419512416283,0.03072796787190736,0.05583613290634065,0.026843270327758992
BSG,0.049719858163298,0.04448215802978173,0.09088191349112812,0.02851762718052423
TDGF1,,,-0.004658403201433677,
S100A10,-0.062154806944290326,0.015402765326389109,0.08876020797928484,0.03189500155891379
PLAT,0.03638192782442171,0.03329198156924064,0.1515314772270247,0.05842618189735124
SFTPD,-0.021679451189239682,-0.01321909623133091,-0.027566920042173863,-0.03703471654409412
EPO,-0.026986524676328952,,,-0.014371075033189656
FGF7,,-0.00408006948112251,0.027917741651381705,-0.05492639274356491
CGN,-0.004497266586824611,0.03421921286809518,-0.03398579824369542,0.006378530925054976
FGF13,0.007138538305433715,0.07133786485002923,-0.09168030469670951,0.006597692225960614
CXCL13,,0.011677627339478313,,-0.03161184428368165
ACTR2,-0.03136565459857483,0.0158721590326756,0.05664787468271497,-0.009065114569200155
SLIT2,0.03211916598715456,-0.0400656538852155,0.018592913439351155,0.021330953470567217
LAMA5,-0.0029104569188738347,0.01982150688270747,0.10029905656240051,-0.00439196899894562
TIMP1,-0.02958154285158798,-0.051375806022823114,0.12007918568280657,0.10097119910056351
PLTP,0.02372021174687137,-0.022494800372421412,0.0886191181345845,0.041055817767708655
TNFSF15,,,-0.0164730739311867,-0.012034278545742414
PRND,-0.020084121940957305,,,
NPW,,,-0.026409451150090447,0.015232012710018748
SHANK1,-0.024281023376942577,0.02083184397016929,-0.01825765286655584,-0.021363334486814534
PTHLH,-0.044359865600708884,0.03841367482279844,-0.03654732378778821,-0.041847251455577265
SYK,0.017118119373414134,-0.053161725480282515,0.1495963606743406,0.023783125837631137
CD160,,0.0011893355759318304,,
FARP2,0.05034637802088733,0.003982114733469894,0.05247350386305134,0.03585412807549915
P4HB,-0.016957611365196593,0.042045397925422445,0.13459064817209188,0.0836571168020323
TAC3,-0.019522059999762982,0.08770134905082465,-0.08539735858918049,-0.009501389362627689
C1QA,0.005819890950506567,-0.0526484153549451,0.0651123851906253,0.08146188691026994
EDN3,-0.014351885916332954,0.016291783881488657,-0.011596585577735437,-0.028264935249407798
AANAT,-0.003316615405086875,,,
GDF15,-0.021017295642260726,-0.02676590194928741,0.051504184953050244,-0.03805959475626657
LRPAP1,0.04593841292781003,-0.03447854477712882,0.018055221109687904,-0.05037977711613112
LAMA3,-0.02178715601798155,-0.021847525698090602,-0.01595200245459048,-0.014861009664020774
VCL,0.00353268220895446,0.037338276562644414,0.09523241613796006,0.08956524035469518
COL5A2,-0.031121401366748805,0.029163579225964225,0.10874415772020703,0.07996636581986159
DKK1,-0.02424551329362583,,0.06821049238404071,0.04385614974164457
POMC,0.017994489317165668,-0.008883801394342196,0.026515485136228784,-0.02211310926482989
CCL13,,,,0.10723406290154097
CD34,-0.00910618129730245,0.03703622972501456,0.05048266813311717,0.028677871541288147
SPON2,-0.010308975059255378,-0.04181532341164751,0.051188117182210016,0.10558918135003031
THPO,0.027062911346585106,,0.02899249951766061,0.007621182668242475
SFRP1,-0.050782217272877746,-0.005065213214070974,0.05178559767194911,-0.02310253188944152
ARPC5,0.0024675638391271734,0.029630398261514364,0.10595262042493271,0.013170481971420489
VEGFB,0.015439848113650474,-0.018393168694323503,0.083238461367607,-0.046990136639868244
GDF6,-0.002550252735373334,,-0.029170311208669523,-0.033351579141233684
LAMA4,0.009638051463750416,0.04209991888970926,0.11033896724210725,0.05681491674451067
NPPC,0.048682692363688176,,-0.05194591365637469,-0.019294785908164604
HAS2,0.011544302071136566,-0.009519052466147072,0.16542178528751997,0.07405461506650934
JAM3,-0.012747557604502352,0.024933306810943506,0.06294261880967666,0.06271550279429372
MEPE,0.07965616492038587,,-0.05480921902285209,-0.021659341928184136
ALB,-0.03527843314967428,0.11021383580143433,-0.025262203774714484,-0.03093061357054983
SAA1,-0.023167405830862204,,,0.023750165928338764
SFRP2,-0.013102226846335666,,-0.02278713211204082,0.021016678516783488
CHAD,,,0.03769581676356391,-0.02000149130154281
CXCL8,-0.012255317369545883,-0.02265443198214334,0.0010243169790721718,-0.005638315906240966
VASP,-0.004882260907560723,0.02141976998748259,0.07249748272361738,0.04068841721707727
PDAP1,0.03452135441502897,0.058040499100422485,0.04395021721518149,-0.002589657192895428
VCAM1,0.03183907720374199,0.04564766931816497,0.10169161599241343,-0.012286287472125415
CALM3,0.04116280855930869,0.010363155091533885,-0.13694523042152085,-0.026531718861240946
JAG1,-0.010306879492692695,-0.012746113658766203,0.09451672749080413,0.024680633360263545
CFH,0.007411400167008179,-0.030157512323931945,0.009017110073670814,0.057091815862992404
VIP,-0.0038264303474089423,-0.025908568308681004,0.0008246830257461576,
IL7,-0.01619356741448064,0.028065159798407836,,0.03900139864795316
FGF8,,,0.030356950386368323,-0.02589119243963202
IL27,-0.0018769179532904172,,,-0.012796411144532505
PROS1,0.021866584107983467,0.021680700700381993,0.08972979862351155,0.025215618596249767
TGM2,-0.04276780831308703,-0.014837399397774561,0.016040876748144264,0.027717704082562755
C4A,,-0.01536572913153976,,0.03311400325185169
GPI,-0.029003413412664533,-0.017359486485378425,-0.12778394360368167,0.0047327672185077455
DLL1,0.05352516845093986,0.04626355527373388,0.1245266874019002,0.03776801489300637
ANGPT4,-0.018835099380082293,-0.02184752741851454,,
DMP1,-0.02407716275584566,,,
DRAXIN,-0.0353529538423878,-0.018813049736522248,0.012034777216463654,-0.0002420887734962293
PCSK9,,,,-0.012420914362038783
NPTX2,0.015943423477544235,-0.032611045974858664,-0.1160029613613913,0.021054440854690083
PDYN,-0.011800897262034175,-0.04428449394783019,-0.1292852349530031,-0.02108747522319268
RIMS1,0.009373392750678687,0.0018374505985770178,-0.045239007271495976,-0.05570888787516466
FGF9,0.018037193006856977,0.0065168167721441775,-0.016361905271657862,-0.06407272089187954
COL4A4,-0.0005423047393291352,-0.03618522846633694,0.041650631467721015,-0.02724274873318256
WNT5A,-0.02651164202843774,0.014660458853488004,0.13516793117090253,0.012064051642103175
F12,-0.011757906674639067,-0.03554286682206308,-0.04612215423943594,-0.04131226878352838
BMP1,0.023285568315043397,0.014389733702087206,0.12421494707138503,0.04318404132411507
CORT,0.059781765830471394,0.02003798030462662,-0.002657962196508308,-0.027991617881269772
FAM3C,0.03965090312811242,-0.05341236847994356,-0.010987916579559763,0.001708034893403504
DSC2,0.02653970521541874,0.08821027552362559,0.0050071120483628035,0.02996318662070324
BDNF,-0.040561845185357985,-0.018490151233580877,-0.08023402208286515,0.004516782443458019
NXPH1,0.05147999012086315,-0.01836331848542008,0.12954802595579604,0.06735231382261338
RAET1L,-0.017776053155875337,,,-0.005638022750550238
HSPA8,0.041457149437237946,0.00855174982075597,-0.12244511604074315,-0.01851342693776659
LAMB3,0.010526140628589545,0.07177203041976069,-0.06966475750505251,-0.005692813287602217
PON2,0.08299419244400492,-0.021152338150086245,0.02923258322872483,-0.024622979795048197
CFC1,,,-0.026722046446864982,
TF,-0.00759700014977878,0.025004533031461964,0.09525696428886295,-0.0690549488855211
HLA-E,-0.05638453185177736,-0.023246500442812963,0.10924420418502598,0.042680625690709725
OSM,-0.0012271625006411695,0.07010915398940541,0.06760704358782348,-0.05149760892925305
ULBP2,-0.013503005788503284,0.056881195002994094,-0.013804314270942891,0.0336975485662536
VEGFA,-0.012447543458767344,-0.007402608319472757,0.02282308068427433,0.0020728383165473686
TGFA,0.005783591427824207,0.02097037275788259,0.06900173201363585,-0.031150703158184048
HLA-C,-0.006265860072974653,-0.06940594742713874,0.016883371745534406,0.03319846026668137
CD200,0.07532633896755396,-0.004172192335953445,-0.08716780681996197,-0.0351891322697786
BMP2,0.015339639055821053,0.049553358692145,0.08678121931939674,0.05336959501842141
TNFSF13,-0.023245255842194425,,0.0610388152283581,-0.01517942156605074
CSF3,,,,0.0574208993266675
APOA1,-0.0026126463440220497,0.02153790968305768,0.022310445669632036,-0.020061865768676503
IL15,0.014355337816061882,0.11257900958388631,0.015225968391467672,0.0851352637071124
IL12A,0.008711318689099983,-0.004473681595164012,-0.03157662625784979,0.16073825780783355
ANGPTL1,-0.025831671828359992,-0.04526404533960907,-0.028586637580229692,0.017721977861043632
PTH2,,,,-0.026766330607068085
FBN1,-0.025068259784431002,0.01950919348382777,0.10602631252149261,0.05142299534813022
CD274,-0.03235673229021367,0.026633530116865468,0.08453142400201538,-0.035029603708280115
NPPB,-0.025277607764567306,,,-0.01912555902418441
PMCH,-0.004210017600652552,,,-0.012796411144532505
MFAP5,0.05261598630089339,0.001970928843130745,,-0.03587987314759187
