,MGH258,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF269,UKF275,UKF296,UKF313,UKF334,ZH1007inf,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
IGFL3,,,,,,,,-0.02333674831384885,,,,,,,,,,-0.01848976118947095,,0.08547396128062058,
BMP1,-0.05290153303968498,0.07699739275197755,0.05521058515810075,-0.0118904254304731,0.043547684530724426,-0.002030111310324828,0.018738395733116676,0.11297936926625882,0.0011466891948599975,-0.0009545529007441549,0.10382458176339729,0.05116879467388221,0.007570507835128622,-0.00039594352637635873,0.06232808132560595,0.014892615207760205,0.000769727940217708,0.06666601158911137,-0.011927286611243648,0.04862157527186351,0.017493179664531837
NDP,0.019926686913990334,0.10979102164457573,0.027093735057896886,-0.04271215936542384,0.06251354075072249,-0.038254775449182425,-0.020174650243636908,0.04333157494300651,0.06591037422836636,0.06722920311284585,0.19397492809366437,0.06881159426845769,0.06168589364363046,0.1168847598607647,-0.004912729894893053,0.022939144262753678,0.08751163515302793,0.09993833811605919,-0.025120027667896307,0.1200977617564424,0.01949698511899203
TNFSF18,-0.020895700484328438,0.030600563955402192,-0.015883898109443385,-0.04818406932342041,,,,0.010437331290631428,-0.01433915972666538,,,,0.0035509351597337274,-0.012002415057852685,,,,0.06947618148120102,,0.02917526009510384,-0.0071235543016380555
IL36G,,,,,,,,,,,,-0.01128808410853155,,,,,,,,,
RTN4,0.08922753390022087,-0.07229144765570361,0.052579019411990786,-0.0032415108161676395,0.019368638208828122,-0.05141380453313578,-0.040212692444307335,-0.16498523727859377,-0.02131780416366524,0.06899401113438049,-0.0140070352316129,-0.09827979131765986,-0.010439066025362136,0.04019735590902549,-0.01713749307672455,-0.026080372913268788,-0.12369338972457729,-0.12258276133743985,0.08041706436592032,-0.006682445166992193,-0.12956393041049052
HEBP1,-0.04775984588476713,0.09669192440879927,0.009942424443671717,0.010057680392990013,0.0197854134133307,0.021883675968252626,0.020126429406343068,0.11063686389662884,0.027254582359551572,0.07233661512312818,-0.04686521658833248,-0.037786142252675244,-0.0833269301392204,-0.047662362671254364,-0.04420304992684092,0.026926252411672517,0.044509346808579514,0.018385803226793725,-0.009054940866417109,0.0902251922526967,0.03656119921901106
WNT7B,0.007191969917724362,-0.060645665160902515,0.019905179012313305,-0.007780469008745849,0.022151191553217167,0.024493664601569595,0.044364018402596544,0.022799627637859372,-0.01452645971753919,0.052077301158837914,0.014213236376493748,0.00321966670471276,-0.027806259977635094,,0.05274481383475936,-0.0070358260687849224,-0.006666143932031044,-0.046910415053810176,-0.01724964726747926,0.02440331777486914,0.042562838017235365
PTMA,0.07342350772728418,-0.049363155897602436,0.011702774348587295,0.04867641617563874,0.04075083477709392,-0.03276205685670342,0.032423082746532744,-0.0769832585138006,0.01524035611209102,0.04175675135280678,0.10630248741649138,0.03196246675525339,-0.09928285166145977,-0.07529326521962014,-0.17504909311069722,-0.05475964072148967,-0.0046584818818435555,-0.10626737252869395,0.05998322859380664,-0.06409029331845598,0.06654878126196712
FASLG,-0.018408462859178507,,,,,,,,,,,,,,,,,,,-0.0374592309713521,
CEACAM1,-0.025560311785078272,,0.11131854044447893,-0.019747923099663542,,0.0019089885265781228,-0.027782367176399283,-0.009704444765468896,-0.022552082174129753,,,,,0.01838379267615122,0.040834842386900584,0.005658929398661346,-0.016308204459210655,0.009993445798290838,0.03436118407890112,0.09610794556382912,
PDAP1,-0.033958951741635365,-0.0228387913182744,0.03976450156048429,0.03771077785432142,-0.038775684088087015,-0.04097891215847993,-0.024014016227735534,0.1280693470779987,0.010952268137322958,-0.004139440670562167,0.10777111460032208,0.04156183267590479,0.07226721538282739,0.07950676900562433,-0.03348638862223609,-0.014122625899331475,-0.010015665699368652,-0.04898732369138142,0.05197612160285325,-0.012499711645076834,-0.028024347389998122
QDPR,0.03489078770304576,-0.0009027351018772066,0.025527126639689767,-0.004506359267147135,-0.007326049881674251,-0.03683197376596558,0.027657230552048932,-0.163463569832581,-0.0015787211571361857,-0.020903761597091758,0.10112802292763005,0.0020680330727800523,-0.01339276769516849,0.03096419668778721,-0.10584009364635927,-0.008920622271931238,0.045174888235677696,-0.09464511017148867,-0.0021297715492755334,0.01997273663307748,-0.08927630157006405
POMC,0.006967319983517115,-0.020341872139413162,0.04834896121989218,0.018598413197977337,,0.004795516068854945,0.040298302661856,-0.004018546844649114,0.0499498906803358,-0.02013003607595476,0.01605615394955287,0.015875289623331006,0.09364691790665819,0.013918634067493272,0.06026101163834032,0.12672259665075464,-0.004248212705042485,0.003920736669602489,0.03177994084430276,0.029556160109003898,-0.041470676764855705
CCL18,,0.0883649995956489,0.0198525249219762,,,,,,,,-0.01403175132636245,,,,-0.04378934703770127,0.04236545195885751,0.03180034085217661,,-0.0298399387860415,,
CCL17,,,,,,0.014195388484160193,,,0.043134911394281286,0.000555027528553874,,0.06445658910188562,,,,-0.03904383298793815,-0.01880380004257072,0.022398049274351142,,-0.03395258546898286,
