,MGH258,UKF248,UKF260,UKF266,UKF269,UKF296,UKF334,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH916bulk
ADAMTS3,-0.028304376446289265,-0.03264970665196481,0.04251412055738431,0.05372398389779753,0.07228135998190757,0.09545928124551507,0.00927579924446828,,0.02787813620087319,0.004093191983402348,0.030843038102402562
CD34,-0.007011775254473791,0.036038090387607497,-0.04304773352214786,0.02299219562225384,0.04251598143979996,0.009133441094307658,-0.04594499584898037,-0.00010954913566541406,0.07522539382165523,0.0441260787387267,0.03986426231397392
CCL23,,,,,-0.018940164880203458,,,,,,
PLAT,-0.015172716399488455,0.05898495854642561,0.07843475899634499,-0.028809636884219923,0.09116745942123347,0.032063476203175574,0.0279387819167602,0.024276920208715386,0.023999317642370795,0.05239277654115548,0.04140879841691618
NTF3,,,,,,0.018330868080110783,,,0.013082361773648713,0.12976575353986022,
LTA,,,,,,,0.06431891578282983,,,,
CKLF,0.02179999105406823,-0.006972715801037682,0.04226261634466025,-0.00025775438137754707,0.05125141438237629,-0.013084890035957126,0.04212284444611472,0.06261284359753258,0.03275535570626533,0.08919353205130218,0.010092636459677621
CD24,-0.04987073265128662,0.012037924653216799,-0.005579699779111984,0.0073576088345718845,-0.019244612985351572,0.032161533590150955,-0.014184433760570655,0.006452231473906789,0.0577826039691504,-0.02787233558079163,-0.02312249652143678
HSP90AA1,-0.07558356978646616,0.01922701443837046,-0.06224579591989784,0.014964672783756152,-0.05715785598872664,-0.024295016587746427,-0.07448558173606713,0.07780945317428602,-0.13399211506500594,-0.11638235390560071,-0.012485723193643375
BMP4,-0.022211594923095726,0.019119538332949212,-0.03254545368686356,0.05605361111736136,-0.0360483267588916,0.0463585121723959,0.023107619917406813,-0.025848001935108143,0.03241901639282682,-0.012407607317363555,-0.03195165554857922
SCGB3A1,,-0.014566099985600357,-0.019971343199199448,0.05776018414578937,,0.07086974168891898,-0.013843710060565582,-0.06317132212400049,0.1634531327782386,0.07257241340946453,0.0062179629267034775
IGFBP4,-0.010048491386719122,0.03707023771190204,0.046589146326598684,0.05934604561166251,0.039434678111475954,0.03590527916723908,0.03272155206721717,-0.01614609548526985,0.039737541017629434,0.011881317171666251,0.06962844116734691
RSPO4,,,-0.02305017649682473,,,0.027398316554315967,-0.02752044889268436,-0.05776093883961011,,,-0.024282294645319957
LEFTY2,-0.02136917436656128,0.072390844994697,0.01995918103715832,-0.024911543607299396,0.006856819207436046,-0.015040116108606463,0.0026227022645370665,,-0.023410493069421612,-0.008294830411209635,0.0036291234716909902
PF4,,0.07520599442283894,,,,,,,,-0.019658765910388284,0.006872139214339203
ANGPTL2,-0.014402650139021391,0.005833353581347147,0.014785151993811002,0.021294599081491797,0.04780527623913489,-0.025781005514467093,0.06134323249716447,-0.05888453680511192,0.10317896219655417,0.0437635410975838,0.03632350042464678
LRIG2,0.007091801959348843,-0.05762920730964338,0.02343248831900103,0.016971962506629783,0.045657763651385234,0.037364749049043196,0.025830939670227333,-0.018542388936601668,0.04577273302853256,0.029509687326502394,0.01811088966777261
ICOSLG,-0.009422195671083178,0.01809991872360831,0.05775162274329577,-0.03456118605596779,-0.031248314110083796,-0.02603101996158428,-0.04637432086835037,0.11668717372343765,-0.029921502242937506,0.05001347823500472,0.003009384385446767
WIF1,,-0.0008555275591136168,0.007096894885987623,-0.010766412650902809,-0.04242658522620305,0.04353941240116511,-0.0411514664213511,,,,0.010018139501900919
NPPC,0.05819917452152528,-0.03053349932036145,-0.0032365868596208867,-0.0013081237482127804,0.07773415487897696,0.08612602942823358,0.06360105262635597,0.029470390342291895,0.002846365666481342,0.07388351120519392,0.003184283482617136
LYZ,-0.06963322983432998,0.06817477845519318,0.01334713964190971,0.015259100344618847,0.01454581386514283,0.014546275736876614,0.019855680211164187,0.03098909999589181,0.01032681293139097,-0.005572994636506182,0.019500507896189092
EREG,,,0.07206924153859268,,,,,,0.025592551743606744,-0.033480404734563235,0.024353171065135647
SPTAN1,-0.008435712165857404,0.02245601716112986,-0.03678519648974787,-0.019292813613981198,-0.0057516663218360195,0.042970933513767844,-0.02623298599120933,0.11210505898312544,-0.01459277488041607,0.008936631295891189,0.012352351828429609
LIPC,-0.027632146757281675,-0.0184985999959305,0.16278201559138064,-0.022941909651931592,0.07687852822127622,,-0.009675263397731549,0.03695219933536264,,,0.004202531189187922
COL8A1,-0.02389408326234266,0.028624541511587363,0.032638991165002365,-0.0306876205489346,0.04590519430435994,0.042798285331262835,0.03978276167184977,0.08025616374382658,0.039655127553720894,0.010600645021726451,-0.08273511250114239
GSTM2,0.06345240719019783,0.0110327913375463,-0.026681667282998717,-0.012510433037490665,-0.0010850026546176238,-0.04054100233522892,0.050463774930891256,0.037735199223001725,0.08664864637958708,0.043837996608740236,0.07674388960691682
SPX,0.016510494250245478,0.016064925053818836,-0.04475757133113235,-0.0034811902299111902,-0.04543694821050812,-0.00759671378119999,-0.047708491585504095,,0.019448574008201144,-0.024408870633429666,0.0021887522888932756
MFGE8,-0.00737012603522155,0.010776169451445371,-0.049110184436457975,0.012239598064439831,0.016105752912733102,0.044400603182243564,0.009267876402883462,0.025806681760629117,0.020741929601524173,0.0704745375367774,-0.026550281870046516
TGFA,-0.060216448932145665,0.030612780167927806,0.055094079824405055,0.05003395044523468,-0.024634571014592228,-0.016906525101295287,-0.030801783906473583,-0.013249747863840599,0.0345917973499014,0.09329695379130942,0.060199440058163016
SLIT2,-0.02221159136890745,0.07127586693413951,0.018730258634875166,0.0012935825563668657,-0.0032500021325110938,-0.012821202705073297,-0.021568009658105663,0.052431380315835246,0.0042718549070042775,0.10449101755755619,-0.026573414502774353
PLTP,-0.04085926538236428,0.022902061315622245,0.014423986347515514,-0.011896750101653801,0.028603314521789765,0.029495367382329336,0.017772121373040798,0.0954835986749,0.01704275419258718,-0.047566632308166844,0.06305095598547944
APOD,-0.048314499306388654,-0.04641937116398556,0.0035329233445361625,-0.0708523024616699,0.01737726314644325,0.04767526453675841,-0.05111666967143095,-0.05401398316632247,0.12112658599431937,0.10406449955786692,0.01538182813180464
B2M,0.03270531771287308,0.06594523836843157,0.028361990256240612,-0.0148289108754128,0.054756029076748695,-0.033041167044915026,0.040729716605189356,-0.008593052784385411,0.05894259651054142,-0.003873239648438443,0.09678319456492905
OMG,-0.036666206035367854,-0.021403870356539054,-0.00675087537542898,-0.04120481516632033,-0.05017973952254664,0.02925102834010459,-0.035312497016155575,0.01101058328318492,0.060743103718683335,0.0778745924255617,0.01381341523048297
CXCL3,0.03794746517331267,0.06279997632156763,0.036449988335513536,,-0.021855009097771636,0.004286396529791399,-0.014288001005999957,,0.0016604050980629159,-0.019831391295658984,-0.03411791350219322
CXCL10,0.017995962023514354,0.0440809021255491,0.0019631278264533964,0.05203165966859027,0.04212197919526445,0.015112786015888327,-0.022705362700427306,0.03908536188181831,-0.01313311003235116,0.03459012448697539,-0.018725011612195266
RSPO3,,-0.0019758430973022298,-0.022316350931803085,0.0008070299572907147,-0.02733312290984208,0.031657146114847746,-0.014930685677025334,,-0.006970459273866639,0.0016381676128010992,-0.029204464730931717
CORT,0.0865055607111894,0.005547939308818666,-0.02708426129450821,0.013178386940993601,-0.04730609302105309,-0.024297316448195404,0.015657568911406457,,0.037061215148459684,0.019634646789631456,
NCAN,-0.034167637920692495,0.047661793075533324,-0.021295054974528268,-0.0026641216585172687,0.010414873653575407,-0.0781573945088918,-0.013667831620429218,0.06823237109974255,0.026040995041510494,0.058882249559750084,-0.007511128712198953
PRG4,,0.039483890956066234,-0.015978427147355895,,-0.023677910490869196,,0.05828520707569869,,0.015211232046023591,0.06381760489523489,0.12534544427065708
ZG16B,,-0.020198784350402295,,,-0.025564109397242962,,,,,,-0.016227457039206982
TGM2,-0.04171072664509537,-0.002555881560726549,0.05873206455477156,0.08072514254057937,0.012430169559052245,-0.00869275199882198,0.003539480641397648,0.02184845683143483,0.00034493709269500496,0.044350326668957114,-0.03949782046590977
VEGFC,-0.021582573122254187,0.02295349439999308,-0.02459609411872386,0.08217362877861283,-0.01773134706573492,-0.013464307300355294,-0.017814992514773982,0.02011321579250487,0.015829998939833077,0.06642302239966134,0.005863287316943138
WNT6,,-0.02350208266422055,-0.022016734293218255,0.08116219093785743,0.08945368679352622,,-0.01554802586452894,,0.05771848309671053,-0.026861708235608624,-0.01676783170992368
NRG4,,-0.013415890808179452,-0.0227591799319531,-0.01857605518753152,-0.029492339601856755,0.005013592574091581,-0.020783266695050876,0.16933241005023345,,,-0.02521624705965727
PMCH,,-0.01546253614502635,,,,,,,-0.028031011770897406,-0.014580199400616141,-0.016834429123789265
COL9A1,-0.021103770084669453,-0.04051980763032913,0.025976914581203134,0.04420716434293518,-0.03033905820977503,-0.029055471962677756,-0.02368203830941672,0.06520619090105165,0.12003234122469837,0.024231169263646064,0.02835374223708804
GDF11,0.006836669814257319,0.02365227791874062,-0.016672801054876667,0.02240883909190978,-0.006578725861519354,-0.0032960586748855083,0.054675396970981054,-0.032341356245351,0.038528177921169325,0.056101063301156946,-0.012270399680080693
IL24,,,,,,,,,-0.02089924691504406,-0.019345316882831226,-0.028190925351162698
SORBS1,-0.02554096652933637,-0.0012589429413241051,0.026405528578595606,0.0024134209492372963,-0.02516818833397121,0.022218480754271498,-0.02150222642894209,0.05296243977784128,0.057946960236542236,0.020041079569335454,-0.055144834184890086
DLL1,-0.025205167258970523,-0.010145625000875545,-0.03917419242585676,0.0008453087981117952,0.04603326456940523,-0.015433539173676673,0.022089400002431203,-0.033151425932654896,0.03799490078424318,0.11720211732526971,0.12362983243322628
TLN1,-0.023907821321334035,0.07156276421314924,0.05124749542405874,-0.0029487114358889045,0.05323723044840019,-0.024047719184239195,0.04449302095278917,0.011168466840738045,0.018094189851040346,-0.052691410456920655,0.007036248850200532
COL2A1,-0.02027155440404462,0.03391277390939779,-0.014271159398656998,-0.016439383124656766,-0.021855016535273452,,-0.01450525439079418,,0.011634117987607369,-0.02444767847563276,-0.022718485131697483
SHH,,,0.019592347860116117,-0.01794365292517608,-0.017180698520104728,0.0371975667672544,-0.01384370885053914,,0.010372315040966753,0.021598456349378486,-0.04594679735219831
PON2,0.07144552951270229,0.029117044031685916,0.002213762627821487,-0.04282127655680498,0.03727902990105069,-0.008609164455510056,-0.01735928414283926,0.1852417986942813,0.09040791982418402,0.06341598770595877,-0.036313997879304935
ICAM5,,0.03514439866654652,-0.037847033582156436,0.05508608978135357,-0.04270683804491023,0.014916592892741894,-0.02703601558985093,,0.057033503180263324,0.061629926407294165,-0.006340782142591595
HPX,-0.023026095979263136,-0.015373941263765333,0.04962098672327717,-0.015174224926209227,0.042463917740666685,-0.013716323776502079,-0.005778762181722991,-0.05997186570992032,0.05391513837758044,-0.017443045993394815,0.010829412324949696
SFRP2,,-0.01936566874863864,,0.004402981769249029,-0.017442334684335616,0.03334376156780897,0.02253261729961408,,0.00658259106207764,0.010682538200650482,-0.019011182091297547
CFC1,,,,0.06025726855868113,,,,,,,-0.022312411059624587
CD70,,0.002268396410662241,,,,,,-0.05003196054508792,0.010581548316425209,0.00924062651414713,-0.04429781192831431
HP,-0.04022327568069745,-0.03929092237439834,0.0029811176342867105,,-0.002185967598091088,0.02712550912243769,-0.032383536678495764,0.06187987851465406,0.07326429059417765,-0.012630609100516688,-0.020664363752227966
CXCL2,-0.047068336622481506,-0.028923917452381664,0.023870413399303802,0.0382814449119928,0.021386016706919458,-0.0038953535914370567,-0.02740002707437734,-0.0006713891099098537,-0.028658045679011302,0.03843582730220449,0.011840139064433527
NPPB,,0.018343737436159514,,,,,-0.017814993810509477,,-0.004764439867550632,-0.03469282625602211,
CCK,0.09990306914948362,-0.038887098813052696,-0.07184054099145921,-0.02745260006722419,-0.02467893135909302,-0.007296575363657909,-0.06315194866996449,,0.03019339743583923,0.10255101586534668,-0.05695353180767231
SEMA6A,0.0037566828370369136,-0.0049562955221704,0.004695401841080334,-0.005945742005966146,0.015414944753865767,-0.018614140287598748,0.07147656765827906,0.03613724791579301,0.0695736460642412,0.04830750710986666,0.017318552303024405
IRAK4,0.06862276844432631,-0.06802523328501968,0.03783827348057859,0.0368665287157721,0.07043013288976571,0.0073815708264363565,0.05964901837135907,0.029365041842171626,0.04075060986065758,0.053367390632484024,0.02130419631712414
GSTP1,0.05726875587327984,-0.06251537670079532,0.03573551059830448,0.014809974573473949,0.0501768168164806,0.011626365620731969,0.0434830471078883,-0.08726703216373813,0.023568578438407265,0.05413946611354227,0.023981789508576185
VCAM1,-0.02569400426753973,0.034792289106637314,0.04961366695265625,0.01170710312774769,0.04478704266588277,0.02046061030593354,-0.03347729421971299,0.07274531160147706,0.051581737432317906,0.031830958548794926,-0.09811632949627358
NXPH3,-0.039231667770045504,-0.016320642698503834,-0.01136936315941066,0.09628910510851048,0.0385543287959889,-0.0030730589383853387,-0.02796121016673882,0.11763128539427999,0.08182244758005931,0.06903354012862448,0.04083347723838516
MTMR4,0.021138481210943343,0.026371224338959134,-0.003997191279257146,-0.016503838317366747,0.08080431851866901,-0.0412475158183881,0.02728598298067228,-0.1603321537336952,0.07058849330735321,0.013072815855654488,0.04623098434645073
LAMC2,,-0.014749502905869398,,-0.020791141702350847,,,,-0.0046487493507837265,-0.025693717599995843,0.008376991617390346,0.018437431261768156
IL10,-0.02241772175614815,-0.008388661803116189,0.05251268336853743,,-0.0019469862366318382,,-0.01594695222974304,-0.001206176759676303,0.02463195120629254,0.11978108869171696,0.02614625149231211
SEMA4D,-0.08178126936908227,0.007999053847798152,-0.00925935024159591,-0.018151581164393183,-0.004882012582911615,0.01816781000812187,0.017881932493963172,0.02504382829025375,0.024182476281060867,0.08166678556883412,-0.00857077238764717
TRH,-0.01981694370434374,-0.007156835828373027,-0.014043902836548095,0.08803481531468357,0.028907244368981337,,0.004706336386374339,,0.016711027102980006,0.005843020488533903,0.06414938517454402
SEMA6D,0.061093636841444136,0.024352524598793553,-0.0709676559482312,0.041289905170047256,0.02523972839049465,0.0461908021749332,0.07153561873504127,0.14035677419237896,0.05057734806057187,-0.0034655464191868774,0.06002091458287882
CEL,,,-0.027707157390204067,,,,,0.007982336720475198,0.022458027540390585,0.009705378662858677,-0.025942333289693368
PDCD1LG2,-0.03822700847277467,-0.032519125539605724,0.03005866724206525,-0.01460059314202152,-0.014503555239756081,0.03040015544369956,0.011069219689356289,0.027597913665632582,0.003935976548178107,0.08608589897390034,-0.00041954670978009947
SPINT1,-0.0422195252121126,-0.03731367657386986,0.005375661820308296,-0.018884980488983093,0.06492356817941491,-0.022415490713930786,0.1364399332901195,0.11051106263363303,0.05900838439228692,-0.0018889758678035694,0.08744908040170171
CTHRC1,-0.036978010619312024,-0.011954299856113165,-0.04487518479068727,0.02016386793929198,0.011988051422848318,-0.010958326464704144,-0.0152643435412531,0.03706133174000072,0.0050948083785650475,0.03854579121840189,0.05979728984157292
PODXL,-0.06490380627229848,0.05882848441001262,0.017404146969341255,0.0091131867672571,0.06783479519161552,0.026013639757706385,-0.04100434040503431,0.010987708497437496,0.016321215272804463,0.0352106602647824,0.008206234147439508
JAM3,0.04553485901358185,0.012850286397985754,-0.005997876630926999,0.019087883045627595,0.017599756540298356,0.030688435254303575,0.026125023679432754,-0.056729038865504136,-0.015167414477949136,0.01818498020788946,-0.012308950495681863
TGFB2,-0.0035246246709270315,0.03447002822016584,-0.0004971222009347016,0.02221750007589445,0.024091643497434184,-0.005175749614060826,0.01906468466455553,0.0015822021592036626,-0.009224308113655554,-0.010056886858307008,-0.04815234663370596
COL18A1,0.0002332101216266994,0.0327358543992086,-0.02992076971681654,0.08153699796778598,0.019245937917933446,-0.019210919838138385,-0.003983599206231708,-0.010274146640140149,0.08059399383302125,-0.005525191303631096,0.040447054445192296
NODAL,0.0637230141089786,0.030371119345122613,0.06864850020280114,0.060861692579614636,0.016685062509128507,,-0.024491584184920947,-0.0017335381040370957,0.079802562711204,0.042830501000967205,-0.021187247868709423
INHBB,-0.006660238459617958,0.009420585789837566,-0.03214529079291585,0.05446929508960041,-0.006829593601906606,0.059779564593171346,0.06462442838308,-0.006784291007888835,-0.014850289408303309,0.01626220144212197,0.054322077807593
LCN1,,-0.014749506224567607,,,-0.019179044712245852,,,,0.05771334513176342,-0.0039347661277160184,-0.017031967353885128
ARF4,-0.007791299274607009,0.031852811877985575,-0.016510050262371862,0.04092221925603743,0.030178351773491582,-0.05061418421608457,0.04151030505284236,0.03453522888508653,0.09834060177903245,0.05315201209269961,0.027143651542929262
CXCL14,-0.016912720857230588,-0.05449710175696536,-0.017700593595229856,-0.004278063999232066,-0.013162090652546959,-0.014969219692527314,-0.011669402392152911,-0.025060866356033183,-0.09082637933584221,-0.05706028433697356,-0.04505949795015177
LIF,0.007941918781046487,0.027928659308975288,0.03055288827717065,-0.018419823180339558,0.0026722067588432676,0.018447369928946727,-0.017335260484823194,0.05124071548396852,-0.02498915733455744,0.009326562728498999,-0.005313480368387302
IL17B,,,,,-0.03167447726740853,,,0.10593180046982008,0.1451143172480875,-0.036132932034205895,-0.019256980614717627
MMP1,,-0.020334629942182797,-0.014043899772911199,,,,,,0.04313049368276029,-0.003323371301169693,-0.006935467485818404
MATN1,,-0.0013295787250953927,,0.08526495850797587,-0.020107924493810072,,-0.014505252585684676,-0.048100877866214725,-0.041814479286399496,0.03361308991110134,0.010905499592545019
ADAM28,-0.04347317148173452,0.008780561151742894,0.050853581481707426,-0.014681997734058158,0.07813983177749298,0.02680401728651445,0.06741393797478293,0.006228434443936128,0.005743277357352525,0.0052436301348063015,0.04643920154178357
TCN2,-0.002679117078560283,0.013126804235661607,0.02495725463926849,0.05671709626824095,0.008645599011056247,-0.027690392670257396,-0.03915761108787996,0.03465266442943894,-0.00860923684344427,0.049898508232691006,0.025852763791786647
THPO,,-0.011613437553298321,,-0.009963150024036737,-0.03913265464798573,-0.016921130270501485,-0.014505254251939579,-0.04610012094390257,,,-0.026298891655804166
CUBN,0.035837051666502785,0.021259738801000537,-0.024614183763999903,0.08618603571687358,-0.024503629369693053,-0.035311799755572006,0.0077823698978626635,-0.029881408832236184,0.05545685900433734,0.0560087254967294,-0.008517606443443553
TIMP3,0.046193830906382405,-0.024657662588037966,-0.01515213584871035,-0.009988588294986483,0.020262308916840055,0.005310071084904555,-0.016637598669721677,0.016662543800733762,0.04745924328696655,0.018643232296886254,0.044538272661924914
PIGF,0.004802375495501455,0.013435489923079587,0.058961924450978025,0.0011172564986818606,0.031629293925409516,0.0022577101168585532,-0.017739804845735056,0.04971640456261906,0.06443025993370352,0.010483187120736898,0.02743313042550458
CRH,,-0.017280802596278108,-0.014271162017185276,0.08161387561405237,-0.02949232737359431,-0.03061526081206671,-0.019839451765306285,,-0.0014696950149172964,0.025806728300322563,0.03327896176369003
BDNF,,-0.0006381020924708831,0.02983429653627501,0.026211734445740122,-0.025367826297415897,-0.006788710708141538,-0.01633664177381564,,0.002530126975768804,0.019438545310326027,-0.03370158931416473
CCL5,-0.06737337221216973,0.046654666077889415,0.04826595499724154,-0.02188985663175033,0.07446666847581498,-0.04228336102985871,-0.01967812173064674,0.06397628852964769,0.04008792887488241,-0.035104954010118886,-0.03658842302584511
GAD1,0.004942424226820158,0.016355446895300774,-0.008908077979244358,0.005801034218058932,-0.02249403075046076,-0.030340597822874345,-0.04437230375011914,-0.05066159730680851,0.03211796138725358,0.04903021521434313,-0.04687534116009005
