,MGH258,UKF248,UKF269,UKF313,ZH1019T1,ZH1019inf,ZH916T1
EPO,,0.1068275174596792,,0.007549978493647191,0.058474640969143184,-0.04249491146238663,-0.018266040880692638
EDN3,-0.022576635091930173,-0.024565929148924557,-0.02630202397512171,,,0.03640268976701925,-0.00857655357658448
CCL22,,,,,,,0.002989066531826132
CCL2,-0.04725401592671514,0.0957902124258428,-0.028893003989955014,-0.009651422130753512,-0.00465522046005779,0.03379675443638842,-0.03598797700562162
DSCAM,0.051668503002712605,0.009220244580995088,0.04050190717820382,0.07770432496954544,0.09326353015062136,0.0342172278028814,-0.057165175519431795
GPHA2,,0.1543798438014545,,,,,
ANG,-0.03404095560623768,-0.027610236180375843,0.046353384576449046,-0.02712285748186946,0.09842807129043968,-0.012130328382539394,-0.005506571064361054
FBLN2,0.024333548744278823,0.0012018174594531001,0.08459647967424293,0.15575822787982874,,0.07818683349179585,0.14898616971981887
VTN,,-0.0002753446630117239,-0.025022664930076276,,0.05674752928577802,,0.026996435812034293
VEGFA,0.03418553600189338,-0.115785347555201,0.05239045418731314,-0.24863352323728452,0.05205961973939668,-0.0809024627734852,-0.11925603319970485
F10,,,0.008202149461874877,0.06367087681297419,-0.015721474260587467,,0.019913826804364307
SERPINA1,-0.0020612616125085365,-0.012445960580297335,0.045915789632520826,0.12485359459963591,0.05643800696583951,0.06680404461320189,0.0718171943501903
VWF,0.02016129418523018,0.156825046435391,0.010534785071650496,0.3322895471245116,0.03653114748474258,0.1550397649902809,0.07233097751425231
GDNF,,-0.0220855748268209,,-0.05193664089003098,-0.057545121096206193,-0.03629114650028479,
VASP,0.02958557246858057,0.12316691847743672,0.015968298114007993,0.12033816028274869,0.0030167973657136437,0.08832328837988593,0.07740464058355943
ADAM15,0.04655155110249365,-0.022349012664730415,0.035686669178792756,0.12209322172674822,0.056439930021162606,0.121873522083978,0.09951788463226827
WNT2,,0.032009870559613594,0.023521087671302735,,,,0.1823296915695537
CALCB,,,-0.01640918842035173,,,,
OLFM2,-0.006876343441076664,0.014487556684981865,-0.039474436900966796,0.19612206550999614,-0.0334595793065286,0.018083900904968482,-0.060602549652754856
MFAP2,0.0019493976237131493,0.15035785941348806,-0.015779117938015473,0.3043939288532004,-0.01709145693150371,0.1853635518531199,0.10450744893432487
HLA-C,-0.005222376844298792,0.007189959747783887,0.06726956957560001,0.24919068642023254,-0.02330888846008434,0.10727419404670119,0.03678765378532315
THBS1,-0.005693619747651755,-0.00972870868411284,0.030004951089057486,0.04367989633161107,0.02962180850831033,0.07219562683099454,0.058586865377698145
HSPA4,-0.022967890738235987,-0.00605400340128803,0.00732965284932686,0.1479658691401923,0.06635231476698851,-0.004976484781542344,0.005349029707231282
LMAN1,-0.02925688335424123,3.888794433790629e-05,0.05230780966563258,-0.06475997574816847,0.07258969655385249,-0.05632794250132044,-0.013863551924598152
LYPD3,,0.0717816585938549,-0.025455303829308547,0.17597241202987066,-0.07821791194439365,0.2462944828382723,0.0557711407775594
APOE,-0.0768471729275165,-0.02875875002932791,0.013819303277017837,0.16507634088420092,-0.05736075291097184,-0.09768764689872918,0.000884777851976416
SOSTDC1,-0.01607585644737781,0.011457444355339954,0.01673485766815416,,,,0.024575301015556418
ANXA1,0.03887420273644118,0.035387097268928844,0.04573401987638285,-0.1711265786153242,0.07013199492476545,-0.011902840556332867,-0.028791686088138688
WNT2B,0.017369902018270378,0.001368318490993856,0.010778574766960317,0.06541193818088775,-0.03439049314334404,-0.012704736038359098,0.05129809918089437
AMH,,-0.026270727234764445,0.00025512062566927204,0.09226130744883317,-0.09907156438822366,0.17270866847739869,0.013323281913315204
GDF10,,0.025911141870292906,-0.026440866978482164,,-0.038121339017828326,,0.0007136359828688891
EFNB3,-0.034819136214398146,-0.01327994521255069,0.002153257967396437,-0.00893290462775467,0.01675083315465436,0.014120441876170982,-0.010918138194000618
LTB,0.02633623192731516,-0.003184961534997661,0.0469833788712926,0.0860173013921749,0.018234079796123962,0.05559096441341386,0.058461759298076704
ANGPT2,0.016246204098055068,0.14660393550407635,0.04114587158073055,0.25543874236779807,-0.0016705456183819488,0.11359176753628512,0.005823951796528781
NRTN,,,,,,0.002029819771034091,
ADAM17,0.018959382821506457,-0.011585301856504178,0.04324620039667399,0.05886698170722442,-0.016173530893984798,-0.01787739784953316,-0.04651981718098548
LRPAP1,-0.0008985868464645167,0.026278230855403602,0.0559322743688973,0.08391708466680745,0.025432448190145462,-0.035634130480667235,0.008740664903146466
NID1,-0.01650885400051414,0.11925775473470535,0.05663451081197158,0.11591241600068103,0.03961338428467674,0.14076244829044632,0.09476700563680726
MST1,-0.005418755847651087,0.03654060351771073,0.030926394614481437,0.005140657198557112,0.006288180170327432,0.07242161146290113,0.046704111554416866
CCL14,,,,0.21268730223174812,,,
IL13,,,-0.016621354701463274,,,,
DCN,0.01753578112867551,0.10653599359806175,0.04217484566813602,-0.3012712496443416,-0.028774344144505793,0.16095688132686573,0.13244298029763993
IGFL2,,,,,,,0.01768553561201039
COL7A1,-0.00709017601183312,0.025989376322425935,0.05646837716766744,0.08262812642718662,0.012562750959227447,0.16989394496543353,0.06037718375647677
CALR,0.044842031105865834,0.02044376062826722,0.0885318644907765,0.009706526316020904,0.06835714113692672,0.026328115750315975,0.08947245182486241
PIGA,-0.046053791910053044,0.02824153376552025,0.00869555971223682,0.1429679942132439,0.012988572775436349,-0.06724053704814592,-0.008496596716380768
CD200,-0.010479784984556383,0.08635590164002444,-0.010674350029732169,0.2902975539355659,-0.04967942299737633,0.12731799859482032,0.06814337281726462
GRP,,-0.012516046664039535,,,,,0.01642367682896181
CDH1,-0.04166244885175733,0.007908772776872363,0.06063446660492942,,0.001114417724031631,0.029817573197365936,-0.036752329028554666
LPL,0.018667086398530274,0.039104117438770195,0.07003829063415232,0.06579778457304392,-0.05854985647970266,-0.037970218528795535,-0.09789981888276467
SEMA5A,-0.038391552267453694,0.017904839922414987,0.046689722296839965,0.06978385694694611,-0.004206283568717702,0.07737657757335407,-0.06524603517396795
SEMA7A,0.04118065174651076,0.09822156237853873,-0.02747608998779535,0.14173578543274884,0.07223464744934728,0.05713633995842881,0.030154122111049758
SEMA4G,0.005723282699019182,-0.010463837164362673,0.02488449681120194,-0.04837459251869013,0.07330151209117133,-0.0363344999466875,0.03424322221309893
SEMA3B,-0.09655388430511662,0.03218383707870497,0.03800549745492958,-0.06194854658109643,-0.028912359744685326,-0.10879272330036494,-0.005647513087514893
RPH3A,0.030593624313298866,-0.0034215161602585216,-0.08636085518738532,,,0.05198771393355796,-0.04392401315299562
JAG2,-0.044032941206720376,0.15263806489500883,-0.022135219555776364,0.26372601878906743,-0.027482660843903522,0.17004896060775848,0.11704709436431249
CGN,0.03789328205751808,-0.034790592067057285,0.005415887607402191,,0.011477672626600604,0.010916642527734237,0.0009387491020819715
GDF15,0.012202237852746031,0.030707325836847498,0.04596713218212115,0.1321863002976057,0.07349040568880158,0.00816932529871636,0.041326381760160014
SEMA4F,0.08668551689745213,-0.04827269784652093,-0.00801781051036747,0.09068521421649324,0.05187611039823287,0.06884148740792378,0.016965627605442415
NXPH1,-0.04567884229200271,0.028381123763897648,0.055577129987116586,,0.11688439312841267,0.0670405241842096,-0.009146422578165659
ARF1,0.01997009862997911,0.05121053411063536,-0.013512760226808713,0.19423442767107404,0.020196032507865197,0.023311661404527256,0.04553819975622939
DSC3,,0.19087879666111304,,0.08001694409898967,,,-0.018266046425157948
EBI3,0.026915646241692067,0.03370015346557196,0.10528045247278783,0.11669733166494083,0.06150765940027274,0.05787866321116101,0.006697396400264961
TIMP1,0.05543361370062297,0.08698219791221679,0.07085987862066359,0.06511162787558888,0.04708521221082213,0.12782919217188096,0.09057959561038788
SEMA3C,0.046420157810927745,0.050417253953837754,-0.057852227213025006,-0.1624212054928374,-0.0418229787907192,0.05828650273291538,0.07696683272701664
GNRH2,,,,,,,0.001100452416898226
GAS6,-0.03619214354914087,-0.010964070206820095,0.04834294538980164,-0.07258638718976695,0.05318056315541757,0.06067818567196533,0.06283134550393363
MEPE,,0.010975371422298656,-0.026162535033298087,,,,0.042389093510842565
SERPINE1,-0.0375426693282822,0.09987020068916345,0.0005387587339073337,-0.17002869255583444,0.054445689088005525,0.052885912852407194,-0.04992445083414019
RSPO2,-0.016985064207634317,0.06051635163633984,-0.018719485044892337,,,,0.03493288978558789
SHBG,0.005997162620556231,-0.015407614171208922,-0.013648490137571447,,-0.06405371252455697,0.021320573858375796,-0.038295806094881535
LGALS3BP,-0.0371043904467469,0.01503625505947091,0.04494832207613576,0.08624893877159422,0.07082282982287093,-0.03882394801592168,0.01649573660722904
LAMB1,0.038183198496681364,0.15418334870069572,0.07190871345118731,0.08437342920616546,0.0046066740955716095,0.14172923816455768,0.07425794772587387
SPTBN2,0.015142445426037564,0.03058237446632625,-0.03909598182653176,0.07967279335366191,0.050019281475713426,0.027819985518585926,-0.004432653779492745
COL1A2,0.07214376530748536,0.11947761920713645,0.036531401862046994,-0.1809823436375924,0.06844059264710406,0.1932738432367109,0.09381391551907084
DEFB1,,,,,,,0.004079965103847466
WNT11,,0.003134481525813546,-0.016194420682587092,-0.013156361410873675,,,-0.024241330297229077
LGALS1,0.00411609897389635,0.011752868900801712,0.014006158084264876,-0.23823461296358672,0.1375895798811857,0.09713570303364957,0.05474097887508917
BCAN,-0.003792023895694492,0.0421412979719652,0.04749690790154518,0.042036311982588614,-0.12655866630203552,-0.048221735800603044,-0.07407419752052115
ANOS1,0.00959454082145584,-0.026528248361371826,0.016155509380532652,0.07537521976386471,-0.08115205282049294,-0.10072496845441553,0.013460738856224242
EDA,-0.023911421596349708,0.014930391914494183,-0.019363075432888236,0.055356270807958095,0.05324698306656588,0.08381411964909372,0.030790607080714558
FGF22,,0.1186559043590132,-0.014844317419046571,,,0.036490163398536134,-0.035007577861725724
SHANK1,-0.020244079942358013,-0.017049477795415303,-0.01412342522585145,,,-0.04694711385345392,-0.03256467786735509
RAET1G,,,,,,,-0.02277578759015491
TGFB1,0.04409560889431385,0.0031883608655371757,0.10616914998150609,0.04853586289899332,0.07599096962680998,0.06306762508370814,0.08481856188711709
MSTN,-0.03340353909492693,0.004852491973979382,0.08615428698810239,,-0.0334525075459328,-0.02672802963387739,-0.024358793985410104
WNT4,,-0.01148790079905911,0.07472983454089867,,,-0.01666147235151057,0.07133546657709118
TNFSF4,-0.027723380762645834,0.0800137086763697,0.06311941692009466,0.07348715192713728,0.04985253174140178,0.1125687718226543,-0.0403114963446016
NTN1,0.06498200837720788,0.06608820182323123,0.06386620228105785,0.05653578579608571,-0.005715420291766498,0.06313625773312166,-0.016394000790148626
CXCL12,0.01188918222671413,0.043590046014114925,0.03469619560704808,0.15708740139512858,-0.015904982943295964,0.14043012764059234,0.09944443938616852
GNRH1,-0.026104254280948896,-0.013284546850549656,0.017200315551556173,0.06257028321169485,0.011526821618388562,-0.04800617607802976,0.07339713126885021
RIMS1,-0.00034279487204489723,-0.0029099466699644043,-0.00047164361902282844,,0.08877941437299432,-0.03396253197344737,0.04745394793178585
FGF14,0.06650971132264397,-0.01321000800470805,0.030629485530961224,,0.011951304381650757,-0.009329623505202654,-0.028141480151796322
IGF1,0.019802026142285892,0.026958091272252457,-0.03049615112914622,0.13897658535082671,-0.02798562589597409,0.09239229601553277,0.021456071526892162
TNFSF10,0.14542034497851394,0.07326420719543836,0.05634913315999616,0.18846937178864978,0.07980619257408321,0.09883689462231196,0.035579836164592336
GDF5,-0.01698505750347156,-0.017611342490495202,-0.026162550845008545,0.004753325445798445,,-0.03629112623334116,-0.004074282868138364
RGMA,-0.02425603289265173,-0.027243046163205616,0.07140602774434869,0.06719102859401,0.044774888277679135,0.009613105187044984,-0.06914015379907201
WNT16,-0.03166310564318635,0.07770062939656121,0.006163467051676567,0.03708409739435575,,,-0.04279179609012695
CX3CL1,0.05555643755413189,0.04921312968267576,0.007407354965235674,0.17392462533526698,0.010558682576096825,0.0516801560466541,0.026414701227534858
FGF1,-0.014443312376855002,0.059277517709101946,0.006497200081187176,0.07660036802817755,0.034103538570919856,-0.015252612843365125,-0.008707553029820068
ALOX5AP,0.05253128544459239,0.0454412514116774,0.059357318260000444,0.07460791149971127,-0.0681500667458988,0.05037333952845179,-0.0409456801273951
IL1RN,-0.015115625640123828,-0.021302408190487305,-0.015077303339844056,0.009029165929448373,-0.0363277957809843,0.07540594531687381,0.010525174679716863
PCSK9,,,,0.010326344055704487,,,
NPW,,,,0.08164397721163648,-0.06549437823063523,0.04337773753266643,-0.008841030996167154
CXCL9,-0.04595399929210557,-0.0013987728776641915,-0.018235129729119105,0.1357733275693477,-0.015174100038209714,0.01573337720163837,0.016810229129289547
ANGPTL4,0.05839414864138942,-0.01872714806027113,-0.019621912254456524,-0.27187385566053424,0.012610021852154395,-0.028214395923339033,0.045293040559189195
CCL11,,,,0.04616504016548215,,,
UCN2,,,-0.015976916794016176,0.06942531912195886,,,
OBP2A,,,,0.05440474211946161,,,0.04181834160345375
COL4A3,,-0.023083358317716664,,,,,-0.01976366289158663
NRG3,-0.027434923928265655,0.03677211671627908,-0.04194844121770561,,0.03560765484876411,-0.05681765552583228,0.037760527393429534
IL23A,,0.0175359349406971,-0.019545209147664055,,-0.031552461372367585,,-0.02961871312803943
COLQ,0.005828293494247284,-0.004986725333841142,-0.0025332353223515907,0.10466412539089671,0.06511411088371398,0.016004902489007763,0.0025744613308894826
TNFSF12,-0.03706743401596693,-0.023718044928077314,0.08399113683253734,0.1109310053038708,0.06194070058587871,0.0879389819921898,0.07257606770478342
DKK2,,-0.019712328229526264,0.07048009638476813,-0.08684745868197519,,0.19433271726996304,0.0361851654386014
FYN,0.09286652770918064,0.027616703839220866,0.037721874693294875,0.08822544844359126,0.12971931894336194,0.019661729008375376,-0.020988702934046498
ACE,-0.0165247886564726,0.15688913208965888,0.08597964056770117,0.28126433440067916,0.07834113987998266,0.12947262416917632,0.006952196550562372
IL18,-0.03726378278133135,0.02663219789988542,0.06377207108874654,0.06046492953117896,0.0412583867113281,0.033272179120015705,0.03211047312525354
PPBP,,,,-0.05110295210541801,,,
CCL27,-0.01720535782667053,0.04181908923677203,-0.007163203812628436,,-0.01796290564427476,0.04412549955802622,-0.0025757512746904724
SERPING1,0.010423504144182513,-0.01193175659634281,0.09036271238638853,0.10934315865775829,0.07542293723033011,0.14184943808285677,0.03690212353614805
AZGP1,0.055910785038639145,-0.03491920523251207,0.011338336354092177,,,0.026337322494907965,0.043029227609292814
INHA,-0.023583902963964648,0.06462745140097817,0.02553262893790162,0.010064500067991946,0.07368784295864426,-0.030681103435730293,0.00290594676549848
SEMA3G,0.009419876126937558,0.04985840872171762,-0.005325861854714075,0.14433001778914184,0.09704689143068555,0.07570942266629,0.07451760261661665
COL6A1,0.07070828980038046,0.0754235796078929,0.06264695544386627,-0.12991192185147812,0.12789673930624348,0.06432534093430685,0.06125581081117229
FGF17,,0.045525449336292705,-0.02353060968551978,0.0108721865089924,,,0.06352344555359647
TNFSF8,0.2587497751603083,,-0.015077303468648119,,,,0.05842890547479048
FGF20,-0.024871472952206035,0.15748432945344423,0.10492926265581136,,0.08323327252602844,-0.031062102968648364,0.029262997006633276
ICAM3,0.010500712566559893,0.05501613928699721,0.059007971911234455,0.06793060666527459,-0.03120074981031579,0.04828152120223169,0.11259754273352168
LAMA4,0.02190277341948348,0.14373776419483522,0.0604298213624612,0.2340640893412984,0.05217347340575173,0.09269490876367614,0.02521552465899997
INHBE,,,,-0.03491625117540916,,,
DLL4,0.06444654542131985,0.15726062008345518,0.03841534406961652,0.28032268819191025,0.06502078464446111,0.11120369374744536,0.07239680343174308
SEMA3A,0.03598896788821457,-0.015771759131165925,-0.013792870645664484,0.06272652593990252,,,-0.018382664058253412
RLN2,,,-0.019363072936639178,,,,0.01560416661394882
C5,-0.0330054318624492,0.010507933450642656,0.07355172207096404,0.0693131628177293,0.07524046544984639,0.09974230162856873,-0.04929534585747833
COMP,,,,-0.015749462848990495,,,0.050949872770530515
EDN2,,-0.0141025266137381,0.016903509792620976,0.026541064523277813,,,
C1QA,-0.06003492249543456,-0.0079186699904408,0.05727760543633217,0.21598372072020758,0.02855116963227533,0.03820079378551941,0.1219691100319086
UTS2B,-0.01584093312992766,-0.015091293210108195,,,0.0519116113226447,,-0.02403693975556531
COL9A3,0.0007764470442077519,0.06921979339051922,0.010916558548933832,0.044599875256854035,-0.09824469527421578,-0.034571881610849876,0.02295744911012237
DLK1,,,,0.14882580668309991,,,
HGF,-0.015123722447267507,-0.03262149464832594,-0.0033479606348677544,0.2032220323881859,0.05255414228388744,0.13979983503620386,0.009699878299587667
GIP,,,,0.09882814279067088,,,
P4HB,0.03883844894126836,0.02943304914505107,0.036714834680411514,-0.06396146962863598,0.00945600332025576,0.061765837455253346,0.07703931849846196
ADCYAP1,-0.017423050577560058,0.09500683552868008,-0.0030109725939142717,,0.10466703369383729,0.04525782221968908,0.08880791557874833
GREM1,-0.05722678460706118,-0.0026890224831331924,0.06855861700378352,-0.11956207353621255,-0.060805964283649636,0.028691742226946305,-0.04025837896089713
EGF,0.024311911441081763,-0.012315649115273131,0.055000232431709026,-0.009230160184091521,-0.04614951423728401,0.13098111590065487,-0.007410587704305545
VEGFB,-0.030163242085195163,-0.03370824030347131,0.0691821799355447,-0.23064960378559596,0.05134631512409548,-0.0014899032032639895,-0.026606453495508536
FARP2,-0.01820466588894575,0.06000608338343639,0.018014429001909995,0.11642890144102412,0.039796441199967364,0.07325259872181195,-0.03469706002556603
LAMA2,0.06442182273323899,0.14871848721281877,0.015568034101389985,-0.009645746825145563,-0.03548629158872073,0.14922713840802285,0.10467552556200692
NRG1,,-0.026173000315535953,-0.03320838028866547,0.008843304491289014,0.05683980712424176,0.0002726321851866042,-0.04143455114429866
SPINK1,,-0.04219775108833765,,-0.062063345902737294,,-0.03353043862520331,-0.03144681048416485
EFEMP2,0.049420996899336,0.05300848696665594,0.0753952433775705,-0.19518131879073305,0.026669538122080845,0.05676224357057611,0.0048833336639173275
SELPLG,-0.002917744466504395,0.05077648536340249,0.0397253379503555,0.09713325113222368,-0.002339804594325151,0.01802833351835834,0.054337774516836745
GDF6,,-0.023940109700648044,0.039914131968515745,,,,
HLA-E,-0.05270641245766278,0.060862376874650806,0.01978190297500856,0.07361242370603531,0.12785270597199838,0.12622625749349714,0.11276867259249641
PTN,0.04142769981536203,0.05248245479244375,0.05758010644929247,0.1061873385089767,-0.04970320662534467,0.04616339880583839,-0.10089667503626652
CD274,-0.03787352391665865,0.01197775665852703,0.11406685427856277,0.06113530131324108,0.05475170290616866,0.050328952140689456,-0.027558873325791534
CD14,0.03097222489853468,0.017131103839784546,0.0204743957714333,0.1057683896168644,-0.019965595332048735,0.01789387543141058,0.03564480739997279
SFTPD,,-0.022754971303079564,,,-0.044884989032718384,-0.04364589977451894,-0.037077492026008116
SLIT1,0.06561005596827138,-0.014040408823640575,-0.011967352711994986,0.06773132839893278,0.007083706286123445,0.020807964134307282,-0.03330351107270682
CNTF,0.00223789491722599,,-0.02025869403991188,,,,
BST1,-0.04879741633023916,0.11550973567036298,0.03360372493252138,0.05781135148679321,-0.07226846168671515,0.00032553846231501873,0.04370156298480325
AGTRAP,-0.012685876347062747,0.047211741054101045,0.056329257782246046,0.0715463087403387,0.04062049137886872,0.060220047781539485,0.0645236262867302
LAMC1,0.021855266458254034,0.13647415849333594,0.04056773983315406,0.18564233870124702,0.05001453071487565,0.10744083125645071,0.07686167929314604
COL6A3,0.039123115609144304,0.03224707220739869,-6.237875190920098e-05,-0.03924928054320287,0.05725619991669483,-0.06224691346157551,0.10614442096420534
FN1,0.09724955969736027,0.13984725851109028,0.047067036343187534,-0.18396654811585134,0.13308495829095734,0.1689858421381748,0.060865754542528225
MIF,0.0026674093110728076,-0.1395701782238474,-0.013803621626316346,-0.2634046240386437,0.09356630547092801,-0.016277366690057474,-0.036413586058133565
JAG1,-0.024178937141772633,0.10277855486786924,0.0368169271793891,0.3292138537982126,-0.08515374410068859,0.14320509997181136,0.02982521540455029
NID2,0.012907499425771237,0.14002537678166227,0.09771643450591493,0.27528422718707485,0.04772868562797041,0.19569381137501737,0.08394774196407025
EFNB1,0.013263618392254985,-0.01263588381273112,0.005186307141622076,0.2665568034962035,0.03799379824791507,0.10597469333792332,0.00042409850656541454
COL4A2,0.08771958530560636,0.15871547996866456,0.04963273128948491,0.36800645750145466,0.08255870420510648,0.17172829172723494,0.07459222202975548
SPP1,-0.035859891473026616,-0.09039651968388768,0.044190269953393695,-0.19286624227516197,0.01048980943391629,-0.06352234471874038,-0.11043781303957961
PODXL2,0.02766402134488575,-0.01845752432791995,-0.02712595820154141,0.025166685671596814,-0.09741143453645518,-0.014166780981044534,-0.018369737530786953
FGF9,-0.018679891281020114,-0.020263508884525404,-0.04702596319791918,,,,-0.03192991422244239
ITIH2,0.021681078978344183,0.049448683936196454,0.019256793840212817,,-0.07433013649480066,-0.01589473846931014,0.16300402324687116
ADAM10,-0.009308041492259356,0.02892018960775337,0.04346157188850888,0.1170145807562001,0.01653367616730574,0.11269060178247954,0.050780726944709906
CFH,0.0258254791129231,0.10479968078186735,0.11579279541299548,0.09957789646958229,0.04251119586735898,0.08918356041960221,0.13098455996380226
COL4A5,0.005244721213545888,0.019973817596940092,0.04141020869368465,-0.03736989840765847,0.040612756265515214,-0.047511440070203824,-0.02244411160705283
LTBP3,-0.02420765336832847,-0.06004426742362953,0.06270896946272275,-0.013628280465682029,-0.07484011641405365,-0.06722145458480581,-0.0014211571143113622
GNB3,0.019589734028879632,0.034941005674021725,0.03873107966093868,0.13165558647933503,-0.01931914966839091,-0.00817107021175544,-0.0010605916774012222
COL6A2,0.02656492676810093,0.10959522586759358,0.007856633527982503,0.0019756209759524707,0.1911404891012241,0.09959047736039513,0.07199209852908141
GDF9,0.027590935418006248,-0.03680285534905041,0.12401843329116329,0.0784100030890293,0.028646781597656698,-0.04402090774367977,-0.046007824846158306
NCAM1,0.011850884711072826,-0.01663958185305389,-0.005423543467749338,-0.020024449749721437,-0.01769807782464844,-0.1349987533510837,-0.10177649845679525
APOC2,-0.02095617489548718,0.03847705401636729,0.0781473342322794,0.18386846647768873,-0.009454792586380637,0.05923842812703281,0.009513579951600232
BST2,0.008831741089675748,0.04833173438327289,0.07019595746144945,0.024447884493085343,0.07275584128893046,0.049769066339807676,0.07110087794804414
COL5A1,-0.007084076163153959,0.014732938600555346,0.047547558688904215,-0.10848273278670006,0.030515321489434304,-0.014317372713623426,0.0903697057975662
CALM3,0.02737173156856605,0.04597865166415394,-0.03554805334067061,0.04636949198734681,-0.002696507114146509,0.07078795765447035,0.01086497310548028
THBS2,-0.0038481735348873847,-0.004840383262964272,0.022712781213473705,-0.20114418585947533,-0.00119316231945073,-0.0893360917013518,0.06923176680585667
SERPINE2,0.0009347780859273266,-0.07665627115490646,-0.01606832225969372,-0.017437746547615658,-0.03343970731556626,-0.06252506473184512,-0.03271436592946191
EFNB2,0.0023655324377866494,0.04218278227702424,0.044677516621253625,0.12845454882995894,0.06589220770635212,0.13428887019902708,0.05293606155924378
PROK1,,0.1400767867059947,,,,,
MMP9,0.13374470152740026,0.12404154961319752,0.02916439954659179,0.4024574730462817,0.11396767774420855,0.14536113986758503,-0.010969983610230449
DMP1,,0.022814018577031896,,,,,
NPPA,-0.013998433112690596,-0.03886721406510008,0.0018358865093513652,,0.027896083623290942,0.06594090264771266,-0.02444415380090587
APOB,,,0.035197070047315274,,,-0.03584427087478537,-0.01852887939862216
C4B,,,,0.004966760604642008,,,0.11820227591027674
NTNG2,0.03182516049467626,-0.042971043164333964,0.08635475192666633,0.025942518061617553,0.03148572862375848,-0.03129317660814088,0.027027346927889023
LAMA1,0.06348353717907336,0.013184288327395146,0.08556536185955173,0.027667940845280736,-0.056647082640969994,0.01506211995371061,0.08296161867359726
UCN,-0.02423508111584021,-0.0043257243462484765,0.048166904867624656,0.01977851800828947,-0.06141868805080155,-0.07576692215356491,0.07354721773284174
ARTN,,0.03847061221536841,0.041828667540022894,-0.05324106676408388,-0.05801958805066218,-0.006000491127348066,0.00755501389958213
PDGFD,0.03180893401261131,0.041080549504392265,0.09952764455105785,0.05623133435295775,0.06163948257628646,0.10925580335710133,0.06693218024742174
EDN1,-0.027512408220732767,0.1258212837196912,0.007190683482658738,0.10272010527861411,-0.059083698707555476,0.0450882655648289,0.008491046985818197
ARPC5,-0.07339498830262947,0.09233129673067875,0.07737250278422092,0.19035682906917062,0.04760072413620497,0.023349271835679745,0.03917460591575435
GSTO1,-0.04668077653658279,0.059575408140295036,-0.012197430260841543,0.08999324539202272,0.13171059962900772,0.07945411830357453,0.06856624975860304
PROK2,,,,,,,-0.016894026855087566
SYK,-0.04923945807703717,-0.008738647220290356,-0.009857024017406514,0.02273266036037262,0.027705834541868257,0.04088776290607383,0.011532389194960075
CD40LG,,,,,,,-0.020037729869666124
ST6GAL1,-0.06385280715298873,0.027146939101132823,0.060899672556175045,0.18704293222998017,-0.049421350343429045,0.020360395022197886,0.045578393274103485
WNT3,-0.02800938189458142,-0.0182508320681002,7.480806821934645e-05,0.13798048594067402,0.008255894595945874,0.04833439027601183,0.10795237448098026
HSP90B1,0.07205925553963159,0.008721621154724194,0.03298330956531659,0.11931919514667184,0.011654657830533922,0.08885473014470874,0.007371545106238029
ZP3,0.09766728016962556,-0.011331958783058368,0.007711897639593021,0.11888506240801723,0.040583667377111186,0.007135528220364504,0.10012507040557629
ANGPT4,,-0.013225497281144234,,,,,
NRG2,-0.019974107518706177,-0.008802940152093852,0.005074905160031532,,-0.035057900284945556,0.03052284681508901,0.001538739979742599
MELTF,-0.010491250718082401,0.07194547046388464,0.06858525013884767,-0.10648974489880063,-0.04840774997730965,-0.006663944346777428,0.050769817279741766
NLGN1,0.04491010911819344,-0.02823883214295522,0.047074861398077955,0.04659245545278901,0.022839269995657475,0.0759994988023063,-0.03508650656251404
SLIT3,0.05521700407022514,-0.02334169585912271,-0.030995841616404327,-0.018317344635913613,0.022963684026465245,0.029095533724257227,0.1279964641116514
CCL8,,0.022391865415862685,-0.020258694479786864,-0.052063586874178926,0.0035659049529128315,0.1167788128897136,-0.00199270999887677
S100A4,-0.005452339444811362,0.0577336299911959,0.061989685122329004,0.14429794342302177,0.04000190438016155,0.10525865453211278,0.02467912922560805
TNFSF13B,-0.008528831948116902,0.0043386513569503675,0.06567670033418672,0.06593093096495678,-0.025289038824109263,0.09024705656212821,0.046908160131423134
HSPG2,0.05307520633508311,0.16409792139561483,0.07478386466072104,-0.07776898715077048,0.1247710808756721,0.17099811620091632,0.07753124996108339
FAM3C,0.04273749261897207,-0.02532140942882585,0.04360494049479411,0.015807091036375318,-0.05226180386377371,-0.04528905681419818,-0.018858483517987214
FLT3LG,0.028382533400811163,0.08378460598571014,0.05893567754998971,0.07479519777563959,-0.09650028931949148,0.0427422440900708,0.0577265818871912
A2M,-0.05961949929064453,0.154043005937326,0.001855491763899733,0.3676481817721072,0.09430319207740326,0.19911404172854097,0.04572665719935051
VCL,0.03470755538710688,0.06771583392135773,0.023913204319426184,0.0910009905353574,0.00305949966803103,0.14866249225965195,0.04066676233468227
FGF2,0.035144909933033514,-0.03551907996177097,0.025889410038120904,0.02255776128578783,0.01731641660802343,-0.07412466758728502,-0.03858218050693011
AGRP,-0.015602698613605002,,,-0.052562404226770935,-0.04199430254202084,-0.05651044775935677,
CNTN3,,0.018379633712849584,0.008503287404725212,,-0.02533189107466536,,
RNASE2,0.022736756282959673,-0.00984164613926673,0.07139340257409227,0.07886996911910948,0.046454655963745796,0.13940377697714768,0.02819664640924462
ADM2,,-0.018819312225322998,,-0.041377616069456905,-0.038790671019815086,,0.06716184170557686
