,MGH258,UKF248,UKF269,UKF313,ZH1019T1,ZH1019inf,ZH916T1
TRH,-0.018061549656836047,-0.046344473600622264,-0.010185699637522135,,,,-0.020753576754593054
SEMA6D,0.03250992245239192,0.012492405123181014,0.019704325684443105,-0.007322620480214699,-0.0889429112517264,-0.03995798302647548,-0.08152174433033252
CEL,,,,,0.00830885002892944,0.07590080161167749,0.0037985536475297426
PDCD1LG2,-0.05835045353137502,0.07608076790425694,0.006870783357361882,0.003805908377987678,0.03228039225135979,0.09485041157861042,-0.01684612176794343
SPINT1,0.049756104223809376,0.03657587039693208,-0.011400229511663414,0.024201382901626184,0.09320016026704585,-0.06773039902727097,0.04805255695794014
CTHRC1,-0.03882103533158114,0.10289751814671946,0.04151887167586035,-0.13329406702220029,0.05052224313158426,0.14599342614742059,0.1010613573214532
PODXL,0.07479173475287328,0.12762313981205797,0.06313166065513999,0.2329277867072806,0.09361530092550734,0.1312399796385954,0.04692207132985441
JAM3,-0.008600285497541266,0.01678943682461887,0.05554834888998276,0.10585290711428465,0.0015118294138440338,-0.009314889808605568,-0.021082456725874717
TGFB2,0.020465658318072667,-0.0045302067331919535,0.09879754687846289,0.14018912479959963,-0.029811258236741283,-0.06744944746036177,0.011877331378283321
COL18A1,0.0008896268014741577,0.13102185041762618,0.0068666847033764375,0.3972914879609454,0.013522662806751715,0.17176079811394948,0.08826342445070072
NODAL,-0.02857429944743279,0.11861625697007169,0.021916572061459902,,0.08576520085087573,0.089803862112444,-0.028403157108292592
INHBB,-0.043312316618762885,0.049439487543056694,0.025971654778397253,0.2650634965932443,-0.007559086185478559,0.018021645503829307,-0.031048058540429347
LCN1,,0.08157806554417266,0.1411647049965468,,,,-0.0209871464079618
ARF4,-0.015047439135821801,0.03533401821155644,0.02478616560400227,0.17501674761950511,0.013477361941382599,0.04540817430488803,-0.0026059373308057
CXCL14,0.02853165293204524,0.012834273206447862,0.05189867233522619,-0.015432267748467772,0.07229721562757058,0.05083447034223568,-0.061398435473141194
LIF,0.05262969611405674,0.052418085605681904,0.09173841480677444,0.17480425417505085,-0.03179003497508247,-0.004454905854801931,-0.04381755623546521
IL17B,,,-0.027796633231127275,0.07931799966456266,-0.04009933025242039,,-0.01031330980412168
MMP1,,0.05006098863044007,,-0.23499682044576675,,,0.03695522887565883
MATN1,,0.03643225241920996,-0.017646150794373268,-0.00011925345739964875,-0.020835363052063068,,-0.025240784109748705
ADAM28,-0.08595849601792718,0.00774700394457197,0.08051104297544236,0.016781933124467383,0.023178698193133118,0.12871616685392007,0.07027032603927044
TCN2,0.013753448867788778,0.16745337822353515,0.02547720977994187,-0.020833276425721955,0.03114453914318928,0.09467411333238682,0.09422781698598225
THPO,,0.03438334988761239,0.011106304575998992,,0.004963761086654436,0.012543913301515512,0.09742537598148224
CUBN,0.050836655184645516,0.0933501059007999,-0.042959175795902124,0.2482275553319321,-0.018106724921008108,0.04676572927858671,0.002238285244296826
TIMP3,-0.002484173876496394,-0.06449261812613787,0.04740893249150684,-0.10546386139143099,0.07194795649532558,0.03969281645109498,0.09855196204772086
PIGF,-0.020334733871855703,-0.023616500685296023,0.01014720872522456,0.17213869055186007,-0.047955073931695784,0.04837466243987104,-0.018419051569844275
CRH,,0.004152759185671679,-0.010991979465357737,,,,-0.03112125203424911
BDNF,,0.05188668507964364,-0.030393098376507513,-0.014425093527615165,,,-0.028789449348511652
CCL5,0.046169028782042626,0.016809154326026924,-0.016756856115536282,0.20128148715380764,-0.01695246456651879,0.05770850031513992,0.07764035182926718
GAD1,-0.05156345083384713,0.026941661127346174,-0.020656861644868046,-0.0013750904670644685,-0.046149519806098,0.09327390613093856,-0.0032398209397759407
COL14A1,-0.007894838596722815,-0.03301145859984005,0.10294838189603157,-0.13144955206238743,-0.03980730313617859,0.008050857830252011,0.13307101775457983
HLA-A,0.0016357713930520116,0.023524316789238324,0.06683842509161095,-0.09346553731323659,0.12626681612192794,0.16030830429592227,0.07665101936294447
CD5L,0.06676364939496605,0.004550854209348073,,,,-0.03717045814227566,
FGF18,,-0.014768628937028428,,-0.04671175432501228,,,-8.59159880486395e-05
ADM,0.0074432637923827665,-0.06997493899235789,0.02955896370813393,-0.18093327369639484,0.049589213688570895,0.011352374947411252,-0.011197962768138777
CCL15,,0.16287762476777815,,,,,-0.017999576952182815
GNAI2,-0.020928776856077032,0.09554219162218698,0.08374671244784906,0.03343103212429264,0.006259252235785818,0.016177525477604454,0.042937511635545524
HDC,,,0.013728105300356267,,-0.05000694002961524,,0.0768411785271577
COL11A1,0.06085405140461484,-0.04789185531187975,-0.03060016008984299,-0.08917800572675987,,0.007063882766779913,0.06759719509021511
NUCB2,0.08043621314408249,0.01991473616268643,0.05501733546083304,0.08464994933421997,0.05604904792750371,-0.01377774976871949,0.04632705910470111
CXCL1,,-0.021067397450672376,-0.005425044457606829,0.21386436412725424,-0.05460482225254901,,0.055265225027168116
VCAN,-0.020211384983697067,-0.08185853006043918,0.06229496009155373,0.18906865605915335,-0.001667805651779625,-0.04549344229716791,0.04923134369971836
MMP7,,0.018282675507662906,-0.012285236073880951,0.009655496411982871,,,0.07105700400502002
PTPN6,-0.018015704140926982,0.04014047834522657,0.009052248949770187,0.19746018760046732,-0.008575345510762453,0.055507372880895384,0.05180071960933
PTGS2,-0.01413953199744486,0.030278757311286094,-0.01929956465292953,0.023200176317938522,0.057419128765858946,0.11250030351379083,0.057399668158021555
XCL1,-0.017638270398278578,0.0577822665840171,,-0.028278709088752643,,,
CD58,0.04402562461286684,0.055542031079901154,0.08752102417221508,0.18175159923777173,-0.01194111710004248,0.007824996160112606,0.006869641831578056
TNFSF14,0.005963636592457897,0.07546972069948238,-0.02559809481528172,,,-0.04439544641935146,-0.005074845429667192
CNTN4,,-0.009711875056679366,-0.03478079776469242,,,-0.00897677912692054,0.02578902047317276
INSL3,,-0.016022731783748002,,,,,-0.02464550361431237
BTLA,,,,,,-0.007311514635044599,0.11850238114475309
MFNG,0.007888856283905211,0.11254030270166607,0.07420479979112296,0.14530275685263308,0.1329970910994368,0.03766777439274524,0.019532398264353656
ICAM1,-0.007206040158985636,-0.005520402212511485,0.0965898005316548,-0.00669807723328503,0.07302070342049502,-0.014733968465133529,0.025607340969157733
PROS1,-0.03422619791127549,0.02020650582117164,0.0900799845083106,0.11609768368016928,0.013202719380766682,-0.014506342564281911,0.029682627266262213
CLCF1,-0.0013582464836710874,0.05493866602151742,0.021547692850172287,0.003959971720768195,-0.003332217584809296,0.11056762183856222,0.017738122876584723
PSAP,-0.05808293371750147,-0.015972623078273032,-0.06264441165638565,-0.06976870448183461,0.06035996332990669,-0.06284460970321,0.05582797117571218
EFEMP1,-0.008603515357030196,-0.020091375166913103,0.05798115064482967,0.0688498508863639,0.15289457980820037,-0.056340336937483616,-0.0063393018607608475
C1QTNF1,0.10917899332843797,0.009424178424155442,0.05225128402227233,-0.1383489800148462,0.07115552175487692,0.06350882130615648,-0.03406216069352399
ALB,-0.026554003444922297,0.0025888943343669525,-0.002144770292395538,-0.026514375340755403,0.08546312465700229,0.014270651422976103,-0.02786816294227742
CCL13,,,,0.10034639481278984,,,
EFNA3,-0.04102570425166005,0.0307381195027736,-0.0540742938751641,-0.06369175545706973,0.04624311941305379,-0.052018932467706384,0.051102013885841714
DRAXIN,0.03083921830784166,-0.003006990694487436,-0.01754492238367463,0.09696368100493521,0.0029577442182514772,0.005473635272155512,0.0175056612731867
RAET1L,,-0.012481863670499915,,,,,
NPTX2,-0.023965529402926483,0.06430810919567984,-0.0554422302370489,0.2326958737443225,,-0.04070305896256826,-0.004019638809821951
FGF11,0.024575884111357367,-0.027372652929786336,0.04877380593810889,-0.06690353935404886,-0.053362973492467165,-0.034756192950170156,-0.03217603417636574
CD59,-0.04274675385212367,0.04131737250915451,-0.031833423965080994,0.07301008531880203,0.008577413476926029,0.1391115524772556,0.0753104471742227
COL9A2,0.0858917953294433,0.02662604557379223,-2.533079295135314e-05,0.08147573024323924,-0.08042850987328326,0.03152063158735676,0.009074835231580316
DLL3,-0.05749187094610554,0.04425717115696272,0.04798103733174815,-0.006786532015695159,-0.020621904665917477,-0.004586316071082861,-0.04513937981428877
FGF5,,,-0.016409188598675725,0.040374293070770235,,,0.08950675394425094
LIN7C,-0.002751617251471171,-0.051760051185392196,0.04598725884833002,0.08192388025112901,-0.0870406578362258,0.005827226654304587,-0.07113216113425773
GDF7,-0.018269801940271918,0.015943691092679648,0.02335644228741993,,,0.015666738748591334,-0.0351556320481623
PSPN,-0.04191322884573208,0.06926242514623397,-0.0005761065479513961,0.042230192443017255,0.12856495575177782,-0.03465895086929222,0.004828477903982737
ANGPT1,-0.04251538682628176,0.07222984877133637,0.08011971339836046,0.02127276394460443,0.029438833229516858,0.041668230736853024,0.04575221841745316
PNOC,-0.025800758577654577,-0.017305655920282218,-0.03364077588098317,-0.005170294603969796,,,0.0387612381937609
L1CAM,-0.027434923869016577,0.020383153289705275,-0.06054853178389601,0.08574645027126013,0.008897034153052723,0.05345007659109408,-0.030957371312891547
APOA1,-0.013551669534032838,0.019411334902700788,-0.035118145453803346,0.10577590789433533,0.07301418970091297,0.03455935250992479,-0.006875033658394126
PSEN1,0.03239542894581144,-0.01702448518381572,0.06806910400590546,0.046089821076403664,0.030301758168175544,0.048065896674197015,-0.031494868693952745
CALM2,-0.03185561164109076,0.014719368340559797,-0.07361353480668738,0.14095132556898468,0.12040587586131749,-0.012510685665854475,-0.06182941672678672
CLEC2B,-0.04409767382402269,0.037182738985930164,0.03911426090911458,0.0006332449620093324,-0.0031641908144877107,0.06857506193048679,0.06783874415621646
NTNG1,0.014352566580536713,0.00788226022767195,-0.0038635018396210546,0.011233790386242684,-0.0387906764213604,0.04253601041708097,-0.037625237328213795
LRIG1,0.030626017078646626,0.00586378468957154,0.08195916290109431,-0.11441271090796105,-0.11714436294966195,-0.06608379677373609,-0.07337745894327867
CPAMD8,-0.016075857782604737,0.04373831241240098,0.09030546714449814,,-0.05000689144546213,-0.07669486954468986,0.007633818596724781
GHRL,0.011244635021801218,0.05177986073899144,0.005624344723488643,,-0.0679217984842514,0.007107335455648262,0.03698843778183868
NPY,-0.02358391077812871,0.114405266789705,0.042713464543827004,,,-0.02547554899928109,0.037711197654873935
MMP2,-0.05182471470552903,0.09130717382886046,0.10006346345416194,-0.23397873855181014,0.05771853889347265,0.09809399393183157,0.09234647976826965
PPY,,0.04336397702792501,,0.002186133807132435,,,-0.014057781128926534
ALKAL2,0.05795323059068117,-0.008324811743872597,-0.016830989212124572,-0.021690964648566517,,0.1444240959516872,0.07874731283665387
CSF1,-0.04103933897295667,0.02854191325882987,0.024409000035793136,0.2817142318618354,-0.05656585996814299,0.07223074710612423,-0.021788239264418863
SEMA4C,0.002066190824527975,0.06892266775338106,0.03847529230239603,0.15763207268302995,0.05673658307212328,0.028633139447009546,0.03974974575915819
BMP8A,,,,,,,-0.02212066614173743
ICAM2,0.09140876369512115,0.09550173351605067,0.035319749609462256,0.32114236588291944,0.09209279725235955,0.2022118143734418,0.13873419880595278
SYTL3,-0.043930448055520016,0.09072730866123463,0.0728236153930026,-0.008834728442303612,0.03181360159721518,-0.019192841292526974,0.04026118983385923
IL1A,0.07998407516297536,0.026704209751592916,0.0721132438912556,,-0.03057351835339501,0.024979529874041076,-0.0346478525574516
HLA-G,,-0.019206607744874097,,,-0.02184535552721322,,
PGF,0.019851075901947828,0.13574831107267676,0.05325055795886011,0.3372525170297081,0.10818719218841234,0.15259744119434293,0.10940583659947674
LGALS8,-0.00903282781563257,0.03484699542160351,-0.005370848095008798,-0.04141966305605211,-0.04379363416818905,0.022175739727766444,0.018522890260948586
DKK3,-0.07882266615609793,0.0039045690190656897,-0.0621965507905727,-0.04777054764755627,0.06422169114095982,0.049524138294792984,-0.037252010802977915
COL16A1,0.061433286425329886,0.023574744582655627,-0.013474304064331028,0.22403796788423352,-0.04699358614633765,-0.022382666106903936,0.07926360568247239
TPH1,0.004133527571695799,-0.014102527920379518,0.04797838621916825,,-0.04199422097260649,,-0.0011291313672730252
TNC,0.061681050593454495,0.040945222455116115,0.06809739189534372,-0.20998306939255038,0.049160515900443444,-0.012053501520029503,-0.03947839061346435
TNFSF9,-0.016075850152741076,-0.011326603131064848,0.03330816788076678,0.03805660546604491,0.11638837041646727,0.0349566259121013,-0.03500758168893144
C4A,,,,0.10349923212247467,,,-0.029788857577008603
CNTN2,-0.0638774074340357,0.049673190597969534,-0.0016453522443459945,0.022623252852052286,-0.07933720949857317,-0.035118478565435166,-0.016831499906804173
F7,,-0.01375807884588136,-0.014844310751945405,0.032509445926849186,,,
LUM,0.004142891370104397,0.14513057335293064,0.008762484343108804,-0.2883338363085401,-0.037690849806685196,0.056364487585329776,0.09689965279221696
IZUMO1,-0.015360984083004719,,,,,,
BTC,,-0.01248185847140254,,,-0.08745519190839647,,-0.003676111525270749
APOC1,-0.06542135086262925,-0.02417359871058199,0.045484941866127795,0.16081822585523192,0.04641551463385677,0.10326319952790546,-0.00769550642330724
PKM,-0.027798402239987703,-0.03226804908615794,0.05265073711758121,-0.07902036711053914,0.15224091880075008,-0.06175292637014118,-0.04671488604527546
TNF,,0.022201322652648056,-0.021785867967141662,0.055732183352513794,-0.025042379213880642,-0.00942613590588757,0.042104545158938876
GNAS,0.014016532506344458,-0.011929039586847478,-0.028727034166755174,-0.26193741769418327,0.032091528488694725,0.052402979535610995,-0.10614144603148164
BMP8B,-0.03723554835563639,-0.047613315872865415,0.030123762344829844,-0.01641959314826268,0.046748730458760365,-0.002922392991476096,-0.005203622512591528
LIPH,,-0.014102524448447402,,,,,0.012445107779427186
CCL28,,0.014324521748908761,,,,,-0.01717674509100127
PTPN11,-0.02355388530802274,-0.05841370670891971,0.0005499881611643273,0.05504911817376716,-0.06842883968306412,-0.036146943481671225,-0.04813185697241926
ADAM12,0.02034350024598643,0.10983296165944455,0.06268704038466506,0.10973330222816921,-0.033897239017497215,0.12696925675873558,0.07101686974451932
