,MGH258,UKF251,UKF304,ZH8811Bbulk,ZH8812bulk
DLL1,0.044369610083403004,-4.2638299771497956e-05,0.05519585090136217,-0.006134773221842692,0.019170985004857623
TLN1,0.041875227814189175,0.06019001357011745,0.05500691559591987,-0.012207177883210315,0.022275226652029932
COL2A1,-0.018475893032150806,,,0.039027040173301976,
SHH,,,,0.09255508966563983,-0.03840118542645013
PON2,-0.04582326086944446,-0.014027777244251867,0.016312582303310303,0.05088146649823579,0.031564531869034386
ICAM5,,-0.003243029328160895,-0.008800681298047975,-0.004743625319096554,
HPX,-0.02098643635221289,,,0.018491577890315084,0.012009624305384702
SFRP2,,,0.03613021443910168,0.04027754469284301,-0.027029645162087754
CFC1,,,-0.018859458755315958,,
CD70,,,,0.030065236236107993,
HP,-0.036660283867082345,,0.09429296184338432,-0.028923219674798637,-0.025103472889514686
CXCL2,-0.02804540704765792,0.012058153676641908,-0.02438477567208263,0.031045768512758757,0.01839967565125295
NPPB,,,,0.009547735230323352,
CCK,-0.018083128274642736,0.03332957914589084,-0.030340761189078372,0.027899796495335322,0.09808025797803492
SEMA6A,0.05228810964256477,0.0024041150168716014,0.09876014696743605,-0.040142938107170095,0.025646207106395192
IRAK4,-0.04688444410473582,-0.06249737606652369,-0.015666546862408367,0.04587014462402529,-0.021114693500344214
GSTP1,-0.009790931742028651,0.026664104958063817,0.03006820735991523,0.07640619651948245,-0.031056355494427274
VCAM1,0.03209181944039988,0.017188681911339355,0.0843756958239927,0.043709380893079096,0.04293023320712398
NXPH3,0.004067464564861047,0.06755802311230653,-0.007616504033593747,-0.011183320747059173,0.05519983242693276
MTMR4,-0.030773202113761517,0.021874426449347797,0.004588720854442848,0.0004447508182467752,0.04158422203321937
LAMC2,,,,-0.018075663358590035,-0.01895086430482318
IL10,-0.020431952130344457,-0.021981678519450695,0.08813572949232829,0.06856623049676111,0.0926037403719272
SEMA4D,0.005552246342780621,0.09316435690086784,-0.021379304059822128,-0.04476517393989922,0.016061429790683316
TRH,-0.01806155190706822,,-0.010883101965124525,0.01000812598840982,-0.0036361638921664605
SEMA6D,-0.029462404952072373,-0.014378969915596762,0.03531743233099887,-0.011447264514182497,0.001913191962545207
CEL,,,,0.015276712835576729,-0.007921654234718425
PDCD1LG2,0.09898235992534296,0.004227339801129345,0.054714148799829755,0.059746113037103435,-0.0024816559738831036
SPINT1,-0.038479704917524754,-0.0007011222426565242,-0.028522866389210887,0.001967210847793298,0.018259386994347898
CTHRC1,0.009564163533015656,-0.008772238199494943,-0.003389463927530907,0.0009436769551431465,-0.02906524577247784
PODXL,-0.02772420847724533,0.017206685696570582,0.09420339394769821,0.032309521774874096,-0.03372762562821044
JAM3,-0.014367289438704899,0.02797084768993677,0.029704323893172492,0.007092493246305522,-0.05615181039941584
TGFB2,0.030288567222159002,0.08391780945054206,0.011079752553455965,0.01005605989479655,-0.05960375971054304
COL18A1,0.06944152384293135,-0.03372543775734037,0.05786115425891281,-0.013771434837979131,-0.028835142020302504
NODAL,0.0065043228474570645,-0.0147816248692157,,-0.017001471193717397,0.04297811223802644
INHBB,-0.04331232201490941,-0.010905581280223803,0.1185317583188784,0.05571418623802646,0.036220055042904056
LCN1,,,,-0.01605573913667365,
ARF4,-0.009080206847969112,0.04677060165083916,0.06004012193738318,0.03633853988456952,0.004293425421371975
CXCL14,-0.04397271090357079,-0.039986210290225366,-0.05179016327776174,-0.018545657442496682,-0.0704250902358706
LIF,-0.024395519708483936,0.015678999851384066,0.1012988223875651,-0.028490017806821474,-0.026577370937697214
IL17B,,,,-0.025707750333715505,
MMP1,,,,-0.026463885742437666,
MATN1,,,,0.03400345647717951,0.08943828952444964
ADAM28,-0.04551327446241541,0.009108720324136814,-0.04896640016870879,-0.009983417570254668,0.06528704214126174
TCN2,0.03815997561931296,0.0253767189700215,0.012487040546051391,0.03397755469257928,0.03285918241579008
THPO,,,-0.025471351508863146,,
CUBN,-0.044847817010064496,0.004958121663234401,0.22546493426452013,-0.012880667202557289,-0.04483266563782508
TIMP3,0.02127996950822667,0.04280665944570135,0.02271739838391576,-0.01700165927546579,-0.032716935489374724
PIGF,-0.05137441241022685,0.02080821995005057,0.020761694735737888,0.012722870475772943,0.011265678542493846
CRH,,0.05286184296329561,-0.02185077578778952,-0.04503963445467709,-0.00107801783558718
BDNF,,0.002727839897847536,-0.02528214272140904,-0.0016404111103844139,0.010915563541367891
CCL5,-0.01913055014650118,0.015820003535051207,-0.02975408315816832,-0.005908170791905658,-0.020751523519282406
GAD1,-0.011268250069968977,-0.013637075569963467,-0.03388167771190137,0.01707651834469932,0.05619519224193363
COL14A1,-0.006594640215427187,-0.023149182513165913,-0.006416572171460646,0.02164977578057805,-0.023749981832093106
HLA-A,0.023421619508275916,0.060669593593511914,0.017307118365949153,-0.006945561995283822,-0.032877633316553405
CD5L,0.021314671199919408,0.012186547936913872,-0.026582190804939364,,
FGF18,,,,0.054678624983491575,
ADM,0.014570038041738615,-0.03622289896193374,0.03986737466824448,0.03263719705182292,-0.010763391286666325
GNAI2,0.029837169202616,-0.04230099473307411,0.012950559264894551,0.03281924548064749,-0.01080203411681013
COL11A1,-0.022747217382040934,0.019890241810334094,-0.032266399590072145,0.040915134776980264,0.000940304540567782
NUCB2,0.051018901878496226,-0.001776473397319316,-0.027312164060650283,0.02157278254986394,0.013348893900797857
CXCL1,,0.044546508110643604,-0.03626636343954894,-0.04645547463070216,0.04531651201978904
VCAN,0.04351056503079707,0.048885601370762956,-0.017433831122299525,0.004496342385093463,-0.032804047711155804
MMP7,,,0.22130377262322815,0.030897790006528578,
PTPN6,0.021007682708097105,-0.0476088115227891,0.0408755955577919,0.03983246556654263,-0.008232706642926737
PTGS2,0.0413314103704331,-0.01776031257071932,0.057824275074843605,0.012888172492346604,-0.02369865012496824
XCL1,0.009324150130497465,,0.0815232346005858,,
CD58,-0.06859308041513151,0.005719246716915917,0.0058735251155914514,0.002401317542168615,-0.012307092987641724
TNFSF14,-0.028853373638704077,-0.020755752671955358,0.009896473857797508,0.032952803453704896,-0.0009001629419875379
CNTN4,,-0.016247536980332804,-0.032915714410539414,0.026743585734356565,0.018178946864434786
INSL3,,,,-0.015860290104403867,
MFNG,0.06142861794961257,0.059112145403509196,-0.012183893451837825,0.05511356937793412,-0.0392708543916453
ICAM1,0.03335144201527419,0.038028580776161,0.06925790603934914,0.016709044761623007,-0.0057173890374996655
PROS1,-0.05502448484605121,0.014222881733114175,-0.0048327957292920365,0.08971131006119137,-0.01594164729935884
CLCF1,-0.039587123070409,0.06426522444066159,-0.01960003374348546,0.010706190633787818,-0.06342720128372588
PSAP,-0.016936880435919264,-0.010440650322274113,0.035771267497485736,0.016919825769043353,0.01906060205247801
EFEMP1,-0.023673594042854636,0.039019378115863236,0.04277313600871916,0.08722264534659303,-4.98548295371463e-05
C1QTNF1,0.07150958741952082,-0.01491190468953582,-0.025686774267303668,-0.026006060156277568,-0.04510980214170113
ALB,0.04477878435278963,0.1305890441538583,-0.05595101813308372,0.010091069607234146,0.07428321803055958
EFNA3,-0.00884200408896318,0.012989957725215386,0.0022330614652191555,0.05797108513628611,-0.05271547757209238
DRAXIN,0.08061704338520236,0.014901749387917947,0.003386184155634826,-0.009867868467811838,-0.048333234913932224
RAET1L,,,,-0.016055728614414535,
NPTX2,0.0423016979788209,0.0583693282741778,0.06610169888169314,-0.02137833388251959,-0.0556042877011385
FGF11,-0.026703632198359358,-0.0302461486767541,-0.04178994787665419,0.045061658667562746,0.020868565654184556
CD59,-0.016042471334781726,0.00443258419287214,0.04703657538060582,0.0019736180455287677,-0.04135512054014374
COL9A2,-0.0420325023491841,-0.025651651316022525,-0.015565541936042884,-0.009987441521066598,0.058631046320301
DLL3,0.021052734357902718,0.061801663887006975,-0.03345314772380369,0.030051968792110174,-0.0033739832075223406
FGF5,,,-0.01504492249018122,,
LIN7C,0.033471946956767376,0.0013182715753039661,0.011275187181427108,-0.007132257908470997,0.014486364832306038
GDF7,-0.01826980421644959,-0.017434763335565838,-0.02765490762354823,0.10461476848673465,-0.01492772592633979
PSPN,0.05447220055742384,-0.031412829908295234,-0.0423018598550818,0.07261619909484825,0.008653802336936106
ANGPT1,-0.02368444388867217,-0.04166439931631,0.014370493575313866,0.009598053011450397,0.019221094174543707
PNOC,0.028816223175632812,-0.016743706450320812,-0.005170280018492494,-0.014636434965581138,
L1CAM,0.006112586188502691,0.03949609057589051,0.020599925821428316,-0.012528276936253243,-0.03060230474844659
APOA1,0.04186673453179945,0.029657160285970794,0.0727186135296826,0.06899897388776369,-0.026443903203409926
PSEN1,0.0014689395366713212,0.03891936538053352,-0.0060661260212502505,-0.040068784957859135,-0.02469352152536913
CALM2,0.014936339370404596,-0.007338119038452263,-0.0018299890616906192,0.055850994717791,0.05058935852843756
CLEC2B,0.0010907199044120279,0.012324652308724045,-0.05030936588994404,0.040356222659079365,0.052970676100857095
NTNG1,0.0360241061599794,-0.001159546351294594,-0.011664134408124903,0.0018028188106347864,-0.008331550022776194
LRIG1,0.012462316785624736,0.010038820905100734,0.0025697374179373873,0.022454614665213733,-0.019137867229140123
CPAMD8,-0.016075859785445748,,-0.0018941221492443485,-0.015462464381348039,0.01419733901077816
GHRL,-0.025647878582193875,0.03767166306490842,0.04758396557900934,,-0.02550298120400183
NPY,-0.023583913716374638,-0.02133755238307467,0.01607978777475866,0.05154742883337715,0.07886788869576115
MMP2,0.021025033644580863,-0.03537711663597963,-0.015260018615250249,-0.03907661238057188,0.023431471398233702
PPY,,,,0.022279147010756478,
ALKAL2,0.05444391507978284,0.008804682194251182,0.02794846536459152,0.045301667775481794,-0.03381668769417289
CSF1,0.016283336542827813,-0.01450563812377325,0.0077084462449011765,-0.01279512792208796,0.0055190211723073245
SEMA4C,0.007405726323516569,0.038823734543028385,0.04653115764828663,-0.0835407127381954,-0.007366556342996104
ICAM2,0.003559924401567037,-0.01116002750781291,0.03255468971507212,-0.006478412220785171,0.03334093484184057
SYTL3,-0.03188854791833635,-0.02109071176407459,-0.04280975071181462,0.006491438456265847,-0.006765837720999917
IL1A,-0.01867989070402591,0.020422600325347484,-0.005883249003857142,0.018757713426606034,-0.03706717347332936
HLA-G,,,,0.05952507393113521,
PGF,0.0360834857154634,-0.036926069604876974,-0.047340146674298623,0.05065646447833046,0.054124915318171526
LGALS8,0.07732742190222927,0.03178800600014598,-0.019671144705126396,-0.04183774722251499,-0.0638665048587559
DKK3,-0.020741964118224696,-0.01161200526809477,-0.022602683029920016,0.061401395891955,-0.03698809533784917
COL16A1,0.03084500797317478,0.023022041249623725,-0.048160020639165045,-0.008918262230853428,0.04615883959976461
TPH1,0.001352984095253002,,,-0.04192097461316846,-0.03719287763429392
TNC,-0.04191969639697202,0.020553915017192448,0.05606077721148991,-0.03043061788983741,-0.049791869496129175
TNFSF9,-0.016075852155581136,0.004543060352454781,-0.0284571500719816,-0.02245873346594982,0.1461758638693763
C4A,,-0.013790710137299444,0.24770063778785129,,-0.02611428488614016
CNTN2,-0.02261561979053006,0.1115878917944701,-0.0005444972203415227,0.0006498523901290593,0.038559227344406755
LUM,-0.033165751696102246,-0.0044209473168693525,0.008187989270413816,-0.009709521414037744,-0.0017229717242353716
IZUMO1,-0.015360985996781843,,,,
BTC,,-0.021580012005999218,-0.02206562003192615,-0.02345481182653175,0.06529254915331864
APOC1,-0.03350978131496146,-0.038829316168972526,0.020163376497086598,-0.01523023913581488,0.012175221722129191
PKM,0.0028947455653400363,-0.013953871761777073,0.028996706607261946,0.0332122441254409,-0.03802220490098263
TNF,,0.02322922573445653,-0.007875846242934843,-0.01605573299361813,
GNAS,0.032737298717085556,0.019473370985578456,-0.05068864844956464,0.027678700332079618,-0.06045795914295267
BMP8B,-0.037235552994697295,-0.011986736884244223,0.015862519610996346,0.011790856714192038,0.02474763823309672
LIPH,,,,-0.01790076099276031,
CCL28,,,0.000529913628047526,,-0.01805119779337049
PTPN11,0.0113188006512253,0.04716147697851351,0.003053970010588035,0.036975140917571286,0.04388531933960292
ADAM12,-0.0016418815958227832,-0.016422070530871614,0.021166289383885893,0.011121790618558941,-0.07289515078086596
EPO,,,,-0.01859130493030666,
EDN3,-0.022576637904682766,0.01933200742606543,-0.026943759140485274,0.031127119995412164,0.015880441812126136
CCL22,,-0.017434762913376093,,-0.017001463696884208,-0.022407042970612922
CCL2,0.05034638060255852,0.0011645803685296132,0.005246865002671754,0.005216598377168237,0.02644203972196447
DSCAM,-0.017474842381172445,0.03570630252123291,0.024655107733148707,0.0162331851349232,-0.0025962924575667528
ANG,0.07753831971875313,0.1111726742607716,0.11339838265989115,0.025765425851831964,0.006119892324232563
FBLN2,0.18162944765332462,-0.03170563152194024,0.04449154732437436,0.09501680608305678,-0.03243803689265641
VTN,,,,-0.013073030838456491,
VEGFA,0.03261454464958291,-0.02736946525044262,0.06421914237626034,-0.007611199914375462,-0.00763361586740051
F10,,-0.019900679131845365,-0.024707096342826515,-0.022327542410946494,-0.019386311974135435
SERPINA1,-0.09433090990173493,0.0050051900975248914,0.036913166442046105,-0.02189728985753369,-0.028521501916505987
VWF,0.0850713663329171,-0.007993968583364234,0.03281708496650269,0.07201833480919419,-0.005862400521034179
GDNF,,,,-0.040759264105321116,
VASP,0.006771504352869404,-0.0027249038448575453,-0.03139092535334019,-0.007430259199387332,-0.02266460144493568
ADAM15,0.030809530499038857,0.016702567169329073,0.023456720284084055,0.0043742267154766624,0.039136982671999034
WNT2,,,-0.025471368990341185,-0.019094201424561873,
CALCB,,0.026732107462929665,0.2048442622210776,-0.004772564592585471,
OLFM2,-0.010466761537507016,-0.023328075683455088,-0.0025993605120171507,-0.02847412976053059,-0.08945757718551514
MFAP2,0.0022929281199942685,0.034716644640382266,-0.019823610573635794,-0.015114164847133455,-0.006802604086030276
HLA-C,0.035931751646612935,0.026832600557809956,0.011796115200961634,0.02275496311348308,0.05472397694957304
THBS1,0.03745679123521102,0.005658016650753411,0.007265247331806848,0.06746612826135355,-0.0028543515916709494
HSPA4,0.06097713039808078,0.045318338321141495,0.0434463968025413,-0.034779662639435084,0.030533294066211216
LMAN1,-0.044196053559750086,-0.004037360565397875,0.0650864794818253,-0.0733626210663864,-0.027234491712942562
LYPD3,,0.003780842419816619,0.030870226497593026,-0.03557670156485064,
APOE,0.0043215795113554605,-0.03136408115046075,0.03222709618540452,-0.0227281345253117,-0.010085293274764639
SOSTDC1,-0.016075858450218656,,-0.07519682172085071,0.010168045613370903,
ANXA1,-0.06701955324768592,0.013119529887335132,0.06086928896336861,-0.008390303120664872,-0.034672654812894554
WNT2B,-0.00798800905158581,-0.02263691712167223,-0.0049641888278410635,0.06257274884279779,0.06404981467156173
AMH,,-0.021580014276125544,,0.03255442676905807,0.03638734663116611
GDF10,,-0.018080388826530926,-0.050717598522858405,0.02710293559631291,-0.0002303201710381394
EFNB3,0.040544664592197056,0.004690482217198052,-0.0027735138556602007,-0.0034170440582243695,-0.02046273456806484
LTB,0.038300009014537645,-0.013799747311302586,-0.037250176509792836,0.05822067294367268,0.008146092112658213
ANGPT2,0.02855038037312247,0.008777892271598458,-0.00939884514309239,0.016235713896281343,-0.027294151448251428
NRTN,,,,,0.06941072677815535
ADAM17,-0.019290360403752083,0.007071924458961665,-0.029439000686068015,-0.08062516482615983,0.012200375254848303
LRPAP1,0.03053658078055127,0.008208481910914216,0.003992619440336395,0.0390880493942644,-0.02359502396524745
NID1,0.011158845075918807,0.05476975783075681,0.0448405077885411,0.00481976973934817,-0.045871799416095524
MST1,0.022664382637392136,-0.00617860318746507,-0.036408116261415276,0.025604254904954982,0.013239629518465712
DCN,0.058062376630020326,-0.007901764935549907,-0.009227814891223193,0.04610942378910192,0.020613808597240765
IGFL2,,,,-0.01842088786576992,
COL7A1,-0.025952880174469322,-0.02829291979564028,0.020943436465668184,-0.030477812985291054,-0.03578187621944587
CALR,-0.01792828237526804,-0.03386507066218357,0.02132672958905542,-0.07158152911222122,-0.042274549724599104
PIGA,-0.022110337350166733,0.019738928801503023,-0.02776427570890148,0.0017425780876144292,0.003826607580446643
CD200,0.0505238571908821,0.003228976348406969,-0.014107972855460496,-0.037645063928387165,0.026925931372597273
GRP,,-0.015346888257035346,-0.01885947268153984,0.12097382173648796,-0.024931617218762036
CDH1,0.03395693902276527,0.02805584717523297,-0.031324655565057216,-0.021021295806297014,-0.019390557670795498
LPL,0.0556884085042061,0.045530683315897144,0.04240853205365291,0.021696253185463768,-0.017132222548534175
SEMA5A,0.011486371007847154,0.05306990377810277,0.12288027609095994,-0.021248702919417523,0.0033921507630586484
SEMA7A,0.06315893498450573,0.0026626787426100623,0.03665066675155577,0.03153441415476617,0.002721178154045287
SEMA4G,-0.029459268841261044,-0.02498734958680682,0.03534283942690035,0.019418328684210354,0.0070068475979270855
SEMA3B,-0.027060889689107893,0.05664136330188419,-0.0013278643857723507,0.032878516713747925,0.04534476673733243
RPH3A,0.04196223954967384,-0.00917697468579044,-0.013575331119041033,0.053198664835981554,-0.026417140021416253
JAG2,0.05127600944111571,-0.048232840408876106,0.005265060846587694,0.008393384711434804,0.059464518894379564
CGN,-0.029541659680795366,-0.02089516762758149,0.026093623929619347,0.07297885239317309,0.005549511989660184
GDF15,0.027621312126962526,-0.010531454209736784,0.013549135440005378,0.03452071917468028,0.015438119522085746
SEMA4F,-0.020276218267089637,-0.039619369429885955,-0.026696749874525288,0.05940007626179639,-0.006973064328693568
NXPH1,0.048353187688663216,0.021709573743140552,0.00731631727477786,0.006145004429581564,-0.012240890965470392
ARF1,0.05325803653494525,0.013300745184897328,0.006201854833494291,-0.03732806739440179,0.023472899043587275
EBI3,0.06505930947577622,-0.0357340261020588,0.03016575049259345,-0.031097121275771494,0.03381462024084956
TIMP1,-0.02979639852120945,-0.010962782224066787,0.02769546421530598,0.008093930514016376,-0.04236666383386495
SEMA3C,-0.0464516690732441,-0.03084291238148011,0.0525335124010161,0.01286068317829785,-0.00024477438570340385
GAS6,0.01830986050703308,0.017796949943755244,-0.03580524240297275,-0.017179913566491543,-0.04393187902334326
MEPE,,,0.03691847331996792,-0.026463884416678157,
SERPINE1,0.008869249115786687,0.024337405579628414,0.09015147437697273,-0.03352105139708885,-0.021242444429189045
RSPO2,0.22939660271382173,-0.024022338619387386,-0.0038992808743873566,-0.008198943055061438,0.04591506694198649
SHBG,-0.019081883442758272,0.004287934204617715,-0.01732118601589189,-0.0026062739663723963,-0.03016344489278513
LGALS3BP,-0.047595625136841006,0.08016447369273459,0.03288832537911477,0.05178381125507984,0.01062201704111968
LAMB1,0.0534100254607829,0.043298526335066194,0.05485547594816307,-0.029292373270664664,-0.042481710119709186
SPTBN2,0.0046918064433755825,-0.001980619583130092,0.0010494599101940848,0.020315330051218314,-0.006024626418543678
COL1A2,0.09628264415557322,-0.004357756042845532,0.04198738358018924,-0.023437660377119692,0.00626747362855651
DEFB1,,-0.013584245081412896,,,
WNT11,,,,0.029954158070985403,
LGALS1,-0.026310978773945018,-0.07996592362645089,-0.019147752548343996,0.04043942738418709,-0.043808933837800185
BCAN,0.04472205362560482,0.004474228045064654,-0.03685470409376849,-0.03139821505009229,-0.02773120656924944
ANOS1,0.03232371267628528,0.01657903841202131,0.023794759612993845,0.028636638194409206,0.009584719852603984
EDA,-0.0036766062599016044,-0.02803133381498411,0.003775856048136023,0.0279469250839787,-0.016876423155207366
FGF22,,0.016302534504925182,-0.03654943314488359,-0.017546152255145466,-0.024409801951006
SHANK1,0.16309495444974184,-0.015160690831481546,-0.02835105859603853,-0.022327540066625608,
NPVF,,,,-0.015860284567347612,
TGFB1,0.02868255335453642,-0.016168559414024952,0.011003421283992067,0.032378835378654616,0.010121358076724462
