,UKF259,UKF275,UKF313,ZH1007nec,ZH8811Abulk,ZH8811Bbulk,ZH916T1,ZH916bulk
DCN,0.012712017052858387,0.05348922029568697,0.10734866419194748,-0.018819718130303965,0.010710209638208356,-0.005078090982415638,-0.003446802601539708,0.013679572053073885
RARRES2,0.009968513191138893,-0.046352466660295535,-0.07760179260933563,-0.09952221746790041,0.018021188098567772,0.12574263090874713,0.05637433033611743,0.1595165522475394
SEMA4A,-0.01751781282106858,0.05246398002253828,-0.017921248974886665,0.048194909556685754,0.07006150525851841,0.001042043571246478,0.051456254768016914,0.07957123644203558
GDF11,0.017716429646384018,0.017033514267836888,0.042213822461735245,-0.030278290583108804,-0.07404769951425884,-0.0029223098259211944,0.0724869521020133,0.02152598418721035
GPC3,-0.016908652194520705,0.07301083945645848,-0.007309412092699003,,-0.02877998228756002,-0.08225713391995089,-0.009848113559413476,0.060247126625549235
OSTN,0.029686861123938986,0.07621426060580262,,,,,,0.06230633804970679
GRN,-0.05604829716000402,-0.014226572124538634,-0.012415706112790383,-0.05081195944881571,-0.007544228549915012,0.0029588307525946537,0.00011494274144326621,-0.02544252059921429
CALM1,-0.024174920160946568,0.01060384920114594,-0.01834837783522205,-0.039277841952063054,0.017712042332761125,0.005127421689366043,-0.018366662540997447,-0.10188876145198889
ANGPTL4,0.033998174982332964,0.03055673696327137,-0.03294109794727209,0.05784177739611562,0.030003672504902885,0.11572801877679771,0.01621363003412682,0.14793574175431445
BMP8B,-0.01669895649084065,-0.02834881517555322,-0.02140272111041621,-0.08099533545607415,0.02316467368108228,0.03286276993500204,-0.022231676230889792,-0.021531301758360682
TNFSF4,-0.014263432765713574,-0.012045250707115556,0.03984743969823483,-0.03894844840979958,-0.030424167755893915,0.005325197740429085,0.01805933711903346,0.05835456126284619
RBP4,-0.021556669330672303,0.03128453620405536,0.02418063792740848,0.02324893339437747,0.022899216294614336,-0.04934228815280603,-0.0127646954140254,-0.06991334622795789
DKK3,0.029564753801136785,-0.05704564441938828,-0.046391551412208736,0.03923189093080522,-0.0011374030920952899,-0.030639001186023244,-0.05598118363554528,-0.10010466722599853
COL11A1,0.0024552857009700335,-0.02041082201069722,0.08156251197830698,0.10031629828920377,-0.0016647443574320786,0.03945879026498523,-0.06016917831911637,0.00937994484480357
COL5A1,-0.04756072215667876,0.033733212279456,0.15794566818063496,0.0068565848421615165,-0.020815811525666094,0.08594596690779595,-0.043827026393510944,0.1701797101255765
KISS1,-0.017012620757632577,,,-0.03914582481224078,0.0040896619277274405,0.0001863310648419383,,
MEGF10,-0.009152274783530399,0.044974534840865846,-0.019906038952387017,-0.03855341392032971,-0.001996722638052826,-0.015363636586455157,-0.01150091315800493,-0.039685468755068995
CEACAM1,0.014659940834278556,0.05102094828291429,,-0.043157263697428026,-0.02295336886595353,-0.019381573208851265,0.01994145458644072,
EFEMP2,0.02596185934336259,0.020807904944714625,0.025057545984961963,0.031695306001302964,0.03175144412233504,0.11206477229777173,-0.037061301544148384,0.08903375916485205
IGF1,-0.03797767269334474,-0.023269258033030666,-0.022316770281234247,0.16638815306365598,-0.05386856983164011,-0.01268443875557555,-0.006093601356239088,-0.004026532360628335
COL6A3,-0.0510853697181467,0.03837785383628765,0.06283454611502155,0.12437463275276509,-0.0923475856884946,0.10632704850628631,-0.035206147040753616,0.12078688470404902
RLN2,-0.013835777150606453,-0.011679502822343377,,-0.023834335983944195,-0.017697217009591065,,0.009142338652657876,-0.04009531092819267
WIF1,,0.0972450945954846,,,,,,-0.016036713521284034
IL13,,,,-0.03645337552028524,,,,
PLAU,-0.03636060551637619,-0.005820588945566097,0.07712952280854211,-0.09953334132466286,0.022931929645680544,-0.02981215858442262,0.016953746543742106,0.04233699607912353
CXCL12,0.027950444976275288,-0.012553688159189879,0.06364940056593357,-0.05243903564663157,-0.05889136526018836,0.004492158217257156,-0.028315042269835684,-0.007868824134724726
MMP9,0.009006626737673103,-0.015374945044843153,-0.03789144707077948,-0.025225740054911214,0.015136635289844639,0.06581359800949872,-0.06176401870065457,0.07904790465740189
TNFSF14,0.010413930431881633,-0.02608741491580042,,-0.04411300725967257,-0.024203677349929106,-0.020943279959213346,0.10961380668996695,0.0719827897130348
HBEGF,0.007951736588337862,0.011677286249919375,-0.0756305392022029,-0.022025233482228967,-0.05111573162574893,0.022847746473914146,-0.05287577884492876,0.08046530330261212
NUCB2,0.01521978261497941,0.0433707463422257,0.011248357377223999,-0.027013051732006056,0.006608244291903076,0.09222691906236703,0.010802117661164375,0.10030076578236516
VCAN,-0.031036393717197856,-0.02104042077701203,-0.050386307349944176,-0.03380394962573348,-0.008064300512442025,-0.047062845725027086,-0.016309636259957478,0.09182597376493376
VEGFC,-0.02026140615400715,-0.024067877616368902,0.0002954648124504075,-0.013470899730839874,-0.031409658530577055,0.07278564599527722,0.03571014782195344,0.14745019321889688
LMAN1,0.03988380511905951,-0.026246295800759968,0.03733763436452905,-0.07981776486297416,0.008394668601734028,0.07926845378952,0.04324094887366251,0.1872302320346996
IRAK4,0.01438512853668279,-0.01411179486855156,0.0038069603896688613,0.048408097583602074,0.0006093551338813948,-0.04528645624657078,0.0075833412116080995,0.003705206903693875
MICB,0.04564859962072522,-0.03507906706924601,-0.012032039380613235,0.022987025852568583,-0.03809725388145819,0.00202190966479492,0.015444339429221066,-0.051166523567449704
COL1A2,-0.020952350308092484,0.03800059429649707,0.14529917797574932,0.0279761693646403,-0.05827199808657565,0.03666321150011714,-0.07310402371755359,0.05163896383309534
ICOSLG,0.04554713938902756,0.005748123597835834,0.02411074283398556,-0.05655368676954402,0.06942279099024086,0.027483762884602216,0.08599111469506393,0.024033221849745132
GNAS,0.005924604802275581,0.010714027993113693,0.06321870335303827,-0.10640645098771749,-0.03865979262154572,0.04772770158037167,-0.005039112747453665,-0.05847488991881874
C4B,0.09140507031070082,-0.012095960215908072,-0.015371015808253405,-0.03755003931908249,,,-0.022629110096243823,
COL2A1,,,,,-0.018813262602260402,0.027077139621171458,-0.029319080092911832,0.014947885597534885
GSTM2,-0.04372384655258864,-0.031104879558401598,-0.0022017259984305117,-0.08641951721370525,0.09413497520173625,-0.042763762262631295,-0.017316881909440085,0.03839917846881193
NLGN1,-0.05720619600010164,-0.037839221878206354,-0.03714893871123783,-0.05926561369733006,-0.034539055860436915,0.005797961624880033,-0.03578414727192628,0.04212433337076168
SCGB3A2,,,,,-0.022084269215047754,0.02733845152705509,-0.03304129909639919,0.01618049398134482
LEFTY2,-0.032556480667898,-0.01367059264691951,-0.039347902744494984,-0.01916580522473559,0.02110751828024705,-0.02118071187098866,0.03072884588184756,0.11352532474009701
ACE,-0.023943459375982582,-0.03914087181929133,-0.04671868105049923,-0.009179505445552162,-0.030254665550850636,-0.10224304322288424,-0.009030445928916052,-0.04339567049083065
RPH3A,0.0037463502208840553,-0.02289046684424595,,-0.07463361986146524,-0.026796846862477484,0.021050637570091013,0.025364133726152496,-0.03602947411560494
NCAM1,0.010610485729781282,0.00012880834675708098,-0.014042870938266545,-0.02573969327478353,-0.027982355188535042,-0.03527256368257544,0.010295149114740455,-0.04393138211989582
GIP,,,-0.03357808190833134,,,,,
EFNB2,0.014182161361540518,-0.006953560925675999,-0.01864587456760807,0.0722090189599752,-0.009580336592564966,0.020163440166637847,0.02283230010453141,0.11451126916346824
ICAM5,-0.0027665601160777745,-0.01915466650001667,-0.04344563175624131,,-0.015757936788421526,0.06927182640785866,0.02784903251816698,0.09833596584379528
CCL5,-0.023148220873162928,0.00633948696601215,-0.05427448199320316,0.0040738391625039965,0.01359814943352061,0.03987719972056443,-0.003972196931921653,0.09178300056337198
PSPN,-0.005901140218360546,-0.034244628611781194,0.005714202955689829,-0.02221574728118696,-0.031152268528271035,-0.03751851968501227,0.047277040607223056,-0.062230980275540984
PENK,0.010102248650865456,0.08665633707082801,,,,,-0.024881040573146426,-0.06259408029879669
EGF,-0.00916242795791841,-0.010183199690939724,-0.051961767888653684,0.012434108061324682,-0.021637766559513584,0.06445963832093846,0.023571790637409745,-0.029602337373411343
SERPINC1,,-0.01080145940800015,,,,-0.01938157166700426,,
UTS2B,-0.013835777071118318,-0.010095674223366219,,,,,0.0701210771551153,
F10,,-0.010095674468649498,-0.03356716303629821,,,0.06311432516178957,-0.035567457128545164,-0.0031856779351350506
FN1,-0.005259527318844497,0.05371662322118098,0.08363846846908815,-0.009236168134113243,0.0255352077130158,0.09179714798516335,-0.053589785967628506,0.15274536442477415
FGF2,-0.002828321743333672,0.01833994105860698,-0.001154900455598088,-0.028495575775359952,-0.021297709963457614,0.07996951873039236,-0.03791360432375542,0.09339321637039577
GDF9,0.006338550330258935,-0.03433301759234262,-0.03314671550524323,-0.035894153503382674,-0.036290421075216635,0.0081935749863483,0.013185024319756806,0.10864159044339314
CSF1,-0.07237687317008862,-0.016951411902181007,-0.051239818462582944,-0.07381096649865251,-0.05277081657757193,0.0014599650631175352,-0.00718029918696371,0.12232444302507287
GZMB,-0.013454364733713815,-0.022920365580060626,-0.021931226465259,,-0.027649425101254226,0.2292813432376767,0.04574381933708858,0.10211177913365713
WNT11,-0.01869992699932665,,0.05379867839359731,,-0.025876264639194315,-0.046768068014201664,-0.02673612198174509,0.051135859322998786
GDNF,0.007225158064407783,,0.030141178307680837,,-0.012816475920744764,0.08372042986430019,,
FASLG,,,,,,,-0.019851999737650703,
SHBG,0.032107085401634816,-0.018539224762436267,,0.03180069240983116,0.0027257988065685006,-0.037428644125411914,-0.021242832666616553,-0.047936235099892505
EFNA5,-0.02633416715715732,-0.0014297655845853638,0.02735104411699077,0.12364938537241871,-0.038048118996205034,0.09506884421591565,0.005151792679536172,-0.010604588657734962
THBS1,-0.031040786495148145,-0.03557927438935333,-0.03847883579017061,-0.007369348206416118,0.05567207183848456,-0.006900946641468655,-0.023753911410839674,0.09315811306511561
PODXL,0.001132933095685861,-0.00981706931054953,0.010708809472318502,-0.0417069429108415,0.006606533740036864,-0.07702820043189554,-0.01778782803316495,0.006842649773447649
LCN2,-0.016379829194380042,,,,-0.038543037190198706,0.09817565918720789,,
C5,-0.014088524668689765,-0.0306920501169221,0.010109583982094484,0.0757831758690101,-0.006877193750426632,0.0033909697753266065,0.054657767142909736,0.10682666581110191
DLK1,-0.010547420468081013,-0.03115177879828331,0.005082589451789561,0.0712893538362201,,,,0.0010938089569477874
CXCL5,-0.010586569591288723,0.03337905932663491,-0.013706814905125096,-0.031054442006591063,-0.03542704297140965,0.1527793931732432,0.045314061473193515,0.06332743009367331
BCAN,-0.023965124199982223,-0.006112385686012709,0.029826573207372344,-0.11413983261735328,-0.014345189812877858,-0.11991801182631259,-0.005208595704045447,-0.07939901862811227
RELN,-0.01999365435155693,-0.02571449919105328,,,,,,-0.007151193169686955
COL4A3,-0.02568507328915173,0.013210104391790697,,,,-0.016063534467655537,0.05711205315423352,0.016369180171930883
GNB3,-0.0010924980472217978,0.01607499905426588,0.01892633504753748,-0.007908077031134391,-0.07587986264474779,-0.009682628919258699,0.003463662771526796,0.024128835021865434
PYY,,0.032512245809403484,0.04802975175748275,,-0.02578556020780517,-0.023836954160911066,-0.021704295917977342,0.04234656698851129
MSTN,0.023680169501874508,-0.011416600779780387,,0.003946605629749981,0.00902189509384638,-0.029286855366362177,0.009134751596126093,-0.049396513183784574
COL18A1,-0.07557783653728926,0.05420606914475808,0.010680096754999174,0.010360971396994602,-0.02710933912624002,0.06633221378517686,-0.02890414148000341,-0.024692052448503702
FABP5,-0.027972963320488715,-0.05838025849352932,-0.0017249416323185177,-0.03388072542362825,0.02863571800342753,-0.14586524751874233,-0.000604550828018593,0.02132715434908783
TGFB3,0.038758601377569916,-0.005765389415309218,-0.01886975582692521,-0.0412567728994144,0.040226159236885356,-0.00795184523739079,-0.04234281777130986,0.05651651718648185
BSG,0.07418150562111861,0.010237421233410378,-0.027264811178083267,0.019993601173019095,0.008348790832390835,0.10449405200310757,0.03457673013894867,0.031752595029928464
TDGF1,,-0.010095674048163888,,,,,,
BMP8A,,,,,,,-0.024397210096615586,
S100A10,-0.0019931681102971807,-0.002070428917229226,0.06049627737412439,0.049905542309870696,0.0451752593215748,0.0755589599125302,0.05788459955314454,0.1197371883035504
PLAT,-0.04737246948872023,-0.003246919259831034,-0.01235917687880985,-0.05782863792866314,0.03283235747555367,-0.07610289137863042,-0.007048210282380444,-0.06122377715974772
SFTPD,,-0.01853922477248587,,0.005433701927294636,0.08845412168135995,-0.03376929091921119,-0.004880340759016088,0.0024369949970658557
EPO,-0.016698956958429014,-0.009207362947211745,0.008422078090202446,,0.0028412111999417565,-0.02244236372349702,0.12588083182987347,
FGF7,-0.029600450319297197,-0.013051187711735926,-0.05039908590440712,-0.008883823768633857,-0.014999386684743845,-0.03229796696442573,-0.012406145370455052,0.033954346168007396
CGN,0.001541110960253329,-0.004059477429210106,,-0.012426093483672013,0.0261693311005407,-0.011767942406278552,-0.023501041611232315,0.014718621670354686
FGF13,0.06307851076153348,-0.01477462235094226,-0.010437505844473501,,-0.03184422842738969,-0.04958801439771888,0.05271926751079865,0.04575753847461606
CXCL13,,,-0.022067065869697047,,-0.03657788606447832,0.09571913782856026,,0.12065234160557185
ACTR2,-0.023336430003633717,0.020187436264901597,0.01792296359430033,-0.03748225588600277,-0.032086245594184534,-0.00988775833168846,-0.044841041921192676,-0.0068282840216240814
