,UKF243,UKF248,UKF251,UKF255,UKF259,UKF313,ZH1007inf,ZH1007nec,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1,ZH916bulk
IGFL3,,,,,,,,,,,,-0.0004383569243085624,
BMP1,-0.032710699282221034,-0.010062804423901395,-0.014828962542438824,-0.0014014882228280895,-0.06688587873264894,0.13405046294709042,-0.058970090945720165,-0.1049909102345114,0.04891070628910159,0.061393604460547035,0.043294401294028236,0.10636376595846124,0.10226127537440066
NDP,0.009901962231327392,0.004105243252566275,0.00695204412597996,0.032293442730859906,-0.022033316020227702,0.021949104885777088,0.09148077649936603,0.06028314857237075,0.017966331888310014,0.02536920824976037,-0.07489481155588976,-0.013972954300845143,-0.0678413786814629
TNFSF18,-0.006090562720686648,-0.024830504610871256,-0.024921962306696445,,,,0.07673826263850814,,,,,0.030308248870839598,0.08178021085205579
RTN4,0.016716557495057155,-0.02198466613045053,-0.02474572102046386,0.04267012419490757,-0.03940634657222511,-0.06444912945751914,0.014614228898618718,-0.06839328823880202,-0.05581280963058824,0.04141175770277922,-0.07690551829925715,0.039238522568500384,-0.11208293071442924
HEBP1,-0.011368178475412185,0.03526714935758216,-0.0098132178295006,0.03519265470376275,-0.0700136299318754,0.022760659029899214,-0.01831134771978606,0.007569189893662665,0.0236899209456985,0.044642897453686374,0.01946404323372862,-0.0026153950798765585,-0.04476874026210975
WNT7B,-0.023445935504042306,-0.006098652714708894,0.19099259955517026,-0.00022325718704824506,0.0561483397003203,0.005337033808337783,0.045941102787367724,-0.027874706736977704,-0.027654599536623588,-0.01873277874621606,-0.03279788390141321,0.04881435370708208,0.007374222339632304
PTMA,0.11749938090942252,-0.03434167263955522,-0.0343357263721827,0.002835410515266269,-0.018163505231452395,0.18479659460625328,0.05668125111231325,0.07326964638847959,-0.01766333084854822,-0.06737613422300968,-0.037263133611305455,0.06155734896194032,0.10243554131224288
FASLG,,,,,,,,,,,,0.021435837619067626,
CEACAM1,,0.005441854843721737,-0.01188054485448193,,0.018361736487199704,,,-0.08625603962670343,-0.009971533732670755,-0.015399748901938029,-0.021768432547966707,0.006955360235428639,
PDAP1,-0.015044363969099087,-0.024343346570831093,0.015958998033227433,-0.036452861435555886,0.06642871244824873,0.10531600840729997,-0.0288710670183095,-0.04991704122672951,0.002777920958170586,-0.03903893230987062,-0.09104151106988868,-0.022866123299484096,0.009099568547790551
QDPR,-0.036235171439917876,-0.016702790538809693,0.009017619515238377,0.052060987607898276,-0.015954775280873,0.13093275082328898,0.0012294315822944497,-0.08079235448306908,-0.000119998345058782,-0.0352364160156668,-0.03749761172465971,-0.008008867659049491,-0.10418001039692747
POMC,-0.039660417696868025,0.002709648822116191,-0.021109832753427704,,-0.03552667473748665,0.061116423696937296,-0.0006570086369296408,-0.08544834562576598,0.018851519078332362,-0.023657944192669138,-0.013175188977339124,0.06366770855368883,-0.029680499197533995
CCL18,-0.03691739403508037,-0.0028590279566624312,,,,0.1777628801152649,,0.036471526533704175,0.024006503137151972,-0.014464385962160339,-0.014610176074722316,,
CCL17,,,,,0.01809865223501897,,,,0.21770598886453713,0.13094521321503255,,-0.013282606803440138,
VEGFD,0.01670538682789175,-0.019721824781152864,-0.017016496917862094,,-0.00031889718976995496,0.005176021793684176,,-0.07154033225995865,,0.06574514560435264,,,
TNFSF13,,-0.01488272184950288,,,-0.015252443104179782,,,,-0.036123970345992726,-0.007631283344327954,-0.009306870407176758,0.0807217633993917,-0.022183812102180563
WNT5A,0.08397622521052027,0.02457432042022989,0.03995133243721502,0.04783443788629378,-0.018165724590830754,0.0238896535473133,0.07518259744716942,0.06670306482072946,0.022657213603722623,0.05613881340812419,0.10949011169373224,0.09685771088113776,0.15969481315413991
CXCL8,0.06282019783591726,0.028185739153608735,-0.015933239113947662,-0.02994491301297504,0.023463690980222454,0.04773747881043138,,-0.0244525819294006,0.051173408489990795,0.01709959354918641,0.06735116189271328,0.0005989309884590411,0.09397741818392182
GRN,0.06375679457791636,-0.0008662203993003519,0.052597661646545765,0.012175481278992846,0.019688157334340147,0.030934566713103632,0.015862476787216123,0.042867181786192705,0.03766179907973536,0.008539962792772865,0.0502015250665211,0.062494711906595994,0.07060832252990117
MIA,0.09873023356258541,0.048742800273627825,-0.015133282347071385,-0.006284525863339923,-0.021409621690346776,-0.005866463687351051,0.03372689793759139,-0.0847635655023907,0.08421785165423448,0.0012260207891725788,0.06185845974314249,0.020075816065783722,-0.028804852337183755
COL4A4,-0.04187274013771937,0.020502170432695765,-0.0254496735120712,0.0006479401813455203,-0.006085369882600667,,,,-0.013670459263564857,-0.007896930751672878,0.04838099873042985,0.06314228350405728,0.06783688255940706
TAC1,0.02953991312434811,0.11437088327367739,-0.041061508554261945,-0.021001482881886614,-0.050447337234016024,,,,,,-0.03755674759056191,0.007155779106940435,-0.08117307464739018
RARRES2,0.0036718187994210227,0.048869566885093724,0.05214410488450242,0.041816744724485766,0.026254631694360403,-0.09136535359259557,-0.024158855722983104,-0.02036449438657825,0.08465171928250534,0.04041541952746393,0.05848982770187886,-0.03524343764752278,0.07423230259887104
FGF7,-0.020791838997606272,,-0.019206263257064603,0.0611069717024872,0.04094278551635737,0.03812479685711656,0.027899461434391877,-0.003502412545996259,0.008549027261884687,0.024829893898123602,-0.04505188425287157,0.059936242922339414,0.07311581672069757
EFNA2,,,,,,,,,,-0.014636430732707817,,,
HBEGF,0.0097895362546796,-0.011989838006010157,0.002859874116899602,0.042665178319839875,0.0023744245777655854,0.10847359602530582,-0.028784135011847473,-0.00013026814917212656,0.024696384268187006,0.06725757965507115,0.05287962610602435,0.0626384123799796,0.24262083240339918
CSF3,0.11475582132983554,,,-0.023107244629298616,0.05100215541693834,0.0020175756827112137,,,0.029185992915045738,0.06463521201902432,-0.031208021596354777,-0.030163385860261342,0.0465053981986857
PI3,0.0002786934667891262,-0.020748184587981264,,-0.054744294259436006,0.08663286889392958,,,0.002685812087684883,0.017879281224979927,0.038392176161956726,0.03125422296372811,-0.0655350166717768,-0.00027829475446459887
PCSK1N,-0.11567917312803655,0.036175236495938734,-0.03273333945884306,0.028803068135092515,-0.044634389307455495,0.1291254462686835,0.09523706450406849,0.00922509080999269,-0.01992958377000328,-0.005386135765522956,-0.018123465372535955,0.013426667352500586,-0.13119343283643226
NTS,,,,,,,,,-0.043918738481604505,-0.01783171338859602,-0.04108237055718567,-0.024898208185016788,
SFRP1,-0.024168488430170616,-0.06134718824092961,0.004711821948917789,,-0.019293676392164026,0.04966118618692591,-0.031238912531672432,-0.05571544982242718,-0.04096897315887486,0.10141236877454489,-0.050394322641531306,0.018896664313162854,0.05809168919009743
CXCL13,,,-0.02872817672827837,-0.016778593714576358,,0.07783525832535315,,,0.09265064292254303,0.11791029730304303,-0.011213147748897598,,0.20347011047868432
MICA,-0.02683941232882835,-0.03635179539710053,0.1198896404279755,-0.04240808912926755,0.034682724543669156,0.020509135868898538,-0.015553915259609953,0.04681503650266697,0.018808019751206977,0.10622153082898914,0.06737121267973932,0.09116864285339671,0.06167379935324675
TG,0.020841722300598827,-0.01979551250853351,-0.01615514725877015,,-0.020820933606169562,0.034690658550406005,-0.050720405381051124,0.001297105899453672,0.1348907758201429,-0.02196170433723466,-0.02568468133438604,0.07840515327792391,0.031996744788911693
ADA,-0.013270338831183153,-0.02374163787429494,0.04656591268561789,-0.02227260949502577,0.025734314275331308,0.17690638305051062,0.04054564173575433,-0.057683487430235006,-0.015308916340805293,0.017834728409748413,0.06507354939758787,0.13465598739700407,0.0627533507391763
LAMC3,-0.03310174069844175,0.023367451458527123,-0.02872817683633865,0.05070493831367367,-0.05838197561999434,-0.0097324551683648,0.12366860481503257,0.08262884781050216,0.019443630641667334,0.07312189806521023,0.05045801582195514,0.14025962435374287,0.004494132206723583
CCL7,,-0.012544742632953531,,,0.061746391663122006,,,,0.14882674549553582,,,0.07910058734409697,0.05203291110490353
NGF,-0.024124056789620693,0.009698420135317336,,,0.00013461094895490683,0.13877746886011702,,,-0.01956178725850251,-0.01443969247954165,0.056310465334088566,0.06591891619395844,0.031143197666866823
TNFSF15,0.04667469563754857,,,,0.052848072193214274,0.09636089267953772,0.08108048019096006,,-0.027507045014135735,,-0.019379645635712456,0.08176987216993253,0.13902623532180233
HMGB1,-0.04170108258196071,-0.03916441765273926,-0.01749145669338198,-0.016079679918923107,-0.03691606022209281,0.12442515749073493,-0.009631167286576947,0.043530931753705406,-0.028760094858499202,-0.010512090594639291,-0.006593152356203309,-0.02560889752707697,-0.05306074062597381
ITGB3BP,-0.007007841294050674,0.03514504581303122,-0.010571002073513249,0.05723769622684081,0.07753023460782785,0.10636895055478147,-0.05764759703578828,0.006225303566018268,0.041255150962906294,0.03193340274467647,-0.0070194564727427446,0.031203097921957787,-0.002913348082268912
AANAT,-0.01525862732354011,-0.01820051301107473,,,0.003382625654259325,,,0.06327086980550348,0.04414366156952456,-0.019696671552859597,,-0.03344290429941399,-0.04515851955477606
RELN,-0.041595091096521083,-0.03929266879068625,-0.020069160123784017,-0.026022288068071175,0.028764859917464462,,,,,,-0.023408511710627973,,-0.05396069778430658
IL15,-0.013162860689449607,-0.03057730350583222,-0.020581410448328036,,-0.01361746978870463,0.016663050902182296,0.0890346042914635,-0.0454642098951065,-0.03501202791522269,-0.023458001437456216,-0.030597762544693284,0.03771254795290314,0.10837139061488701
UTS2,,,,,,,-0.04876500629235432,-0.03910116235700829,-0.02107903000354964,,,,
BSG,0.09180626361094653,0.037390401637953166,0.051625710637320445,-0.020865059049804974,0.012736597652916343,-0.037795862908038116,-0.09521354416511806,-0.10452782041662458,0.09118545478575442,0.055039413606275386,-0.0020431602708725714,0.038606836015490024,0.0343580744470791
ADAMTS3,-0.02005618556380637,0.0038850501186951897,-0.0030981270371329313,,0.032922260844436765,0.05737831568090622,-0.0234575880348006,0.05444068804856892,0.01579296581998861,-0.008733200643448619,0.016007196984848142,0.05827347125282329,-0.0009528324182077677
CD34,-0.06692958610463336,-0.03710756458448214,0.009913883308509232,0.018521385311519412,0.015234417452923296,0.08016873184844282,0.09443569157352291,0.03431834394197549,-0.022575965831454617,0.009496545075956377,0.07087691689313329,0.06090762065004019,0.07884259864879527
CCL23,,,,,,,0.02771275018900751,,,,,,
PLAT,0.05006112648027123,0.0035695293571902185,-0.02940973565883466,0.017187337267153466,-0.018473136719581135,0.0647222061718312,0.06813949413150594,0.06784538966729364,-0.05284097470898854,0.03268794310155894,-0.0508472682552013,0.051894177363396334,-0.0559141048666243
NTF3,,,,,,-0.058067203266064835,,,-0.020741022350690173,0.008150276302045758,-0.04878657614447768,,
LTA,,,-0.011880546073638634,,0.039983808569773974,,,,,,,0.02602174930941985,
CKLF,0.023277274419700487,-0.03237698219199228,-6.973046021628892e-05,-0.0313418805215771,-0.03905103059818413,0.060965639852920875,-0.03017561989987688,0.0558703226347507,0.05186606876337322,-0.0005496139120525991,-0.009988830033355638,0.021197533475779885,-0.03724015584801175
APELA,,,,,,-0.01524959100476661,,,,,,,
CD24,-0.007918089005160832,-0.010389838433688289,-0.02545463821658744,0.03067059932289774,0.01481507538616549,0.1458894387412902,0.06644744553653363,-0.0030442034781792185,0.00865692915337862,-0.03323324422076242,-0.05792490752890555,0.018029795946834293,-0.023854094509416706
HSP90AA1,-0.02095190470194243,-0.04549491412326764,-0.004708479309314664,-0.05779552698248215,-0.06990873215546763,0.0031778057574315803,0.05201569189908241,-0.045710973788949685,-0.0036136177876392376,0.006315920123778843,-0.07300112103767506,-0.06144380112174118,-0.09565362361126972
BMP4,-0.007045200853809958,-0.019984019470779126,-0.012594075275735429,-0.03208035618166711,0.036157845396823186,0.0068489121013277435,-0.018821445656157343,0.01132987706872537,0.04368320950439767,-0.009130470701621558,-0.010678569904031947,0.06471714924818804,0.054774776019122125
SCGB3A1,,-0.012544741378496026,,-0.0037353096523856,,-0.018724405531818845,0.0018220048624763624,-0.041412845424800976,0.051591535781329065,0.0035843782093554458,0.04246856660730335,0.008705453589744226,0.03324173430971204
