,UKF251,UKF260,UKF334,ZH8811Bbulk,ZH916T1
IGFL3,,,,,-0.019995967697987643
BMP1,0.016786837965096002,-0.016446349491221784,0.05345084774292594,0.04393662344856152,0.07106968163766998
NDP,-0.01085733349277263,-0.03818588074824273,0.0041043440814436385,0.04744033915572114,0.015484508920966152
TNFSF18,-0.02528979701665318,,,,0.014711423990830598
IL36G,,,-0.012934685506748167,,
RTN4,-0.047057856424706966,-0.06706200597476364,-0.019870997446565505,-0.09035418352788493,-0.033029084348677414
HEBP1,-0.01807953171050839,0.04607655859399891,-0.017448821724022765,0.004414217459551907,0.003998577717664602
WNT7B,-0.015709237954485446,0.05334586876717843,-0.014216709983175934,-0.03132425427509126,-0.023800041062896484
PTMA,-0.019306936041604713,0.05729303542141976,-0.0062544832441291266,-0.09255210054630375,0.008252624086084086
FASLG,,,,,0.007202125443828975
CEACAM1,0.04227939043144129,-0.014600502120069971,,-0.01517514285656171,0.011609950646907898
PDAP1,-0.016008168791761514,0.025486072293019264,0.028582619183441686,-0.004652564962539153,0.01712748655995789
QDPR,0.0005391535392527637,-0.04415714045447298,0.01702985401829741,-0.009649099027799913,0.005340682999403852
POMC,-0.021421402489090368,0.10843344242928887,-0.02771270233389296,0.04803178851250201,-0.012284531607882987
CCL18,,,,0.12707515533178518,
CCL17,,,-0.011816202426011483,-0.021906271400324605,0.010412771022180755
VEGFD,-0.01726765122630833,-0.026810841061274814,-0.012663790127173476,0.11906197038826524,
TNFSF13,,,,-0.02381136806056165,0.007513047515975307
WNT5A,0.010533333508598622,0.04653691010088483,-0.009086393811495858,-0.008849470421226295,0.06590501388676408
CXCL8,0.003363921369315157,-0.0445723155804499,0.0893240134458191,-0.0032961839648942616,0.061737121156371595
GRN,-0.06456291756102656,-0.03589837008876983,-0.0004822282785352063,0.06549534365330532,0.10164743587170118
MIA,-0.015356641425073547,0.018293880817269584,0.04186912565877619,0.05981416504822962,0.042021678436946194
COL4A4,0.028116439337189984,0.07078820780880374,-0.016823975135317665,-0.024297776482192023,0.08718122213067558
TAC1,-0.014382901415220927,-0.07520516293939782,-0.029815604899229197,,-0.02066425632967156
RARRES2,-0.012875884464078488,0.02105155593741407,0.02910487513667499,0.05468180076629262,0.0210042473467212
FGF7,-0.01948973733457,-0.014542563973398367,0.09474252044261201,0.04023833391006443,-0.026779742288356657
EFNA2,,,,-0.014422957717905338,
HBEGF,-0.018802810377482156,-0.0027598737787096466,-0.015260537034066345,0.005475349094532523,0.012941332923594845
CSF3,,-0.06469476036978344,,0.019558078690548094,-0.016549708050363637
PI3,,-0.023001270159675083,,0.008505261734019581,-0.03595701749194222
PCSK1N,0.0008335679997088896,0.005454305863888642,-0.023877138051352272,-0.004124360178018269,-0.02525915333025781
NTS,,0.07814297831931938,,0.005316282188935169,0.04338260545668487
SFRP1,-0.04444147580749148,-0.03058652663450557,-0.02279946326210685,0.025358121764235023,0.1529890702688444
CXCL13,-0.029152189108378655,0.02002576594087535,,0.005740631644922484,
MICA,-0.043152125791983215,0.004377590852696498,-0.030576885826502528,0.018603811656534762,0.048938322987784985
TG,-0.016393588511232893,0.1287432401300402,-0.017749603344756903,0.03482786511046426,0.043723893788485076
ADA,-0.00490275957633452,-0.002152945748083039,-0.0034049400152908614,0.054925857563488875,0.061297668469672266
LAMC3,-0.0059404507406375425,0.02710290990593934,-0.03815766445518367,-0.001597076296038071,0.04500675772410369
CCL7,,-0.04018763630429634,,,-0.017342489795957167
NGF,,-0.03429642438634087,,-0.014229088901202015,0.06246222614747388
TNFSF15,,-0.01686985581368554,,,-0.01709355855060032
HMGB1,-0.027881060112843137,0.041976001257276074,-0.010794646520392555,-0.049620302146415315,-0.06550362367424752
ITGB3BP,-0.020124451294755093,-0.007621720740634733,-0.014256822299655534,0.02680304530714864,0.0729238422330104
AANAT,,-0.02681084488867347,-0.015850305322524443,-0.019409394693169546,-0.01834907742372252
RELN,-0.03847037306778722,-0.052711308380176264,-0.017547656087996515,,
IL15,0.05736592825531216,0.005665799910308011,0.03068964203356201,0.029027641489106443,0.03075043498453014
BSG,-0.011569867948351574,0.013573721693135966,-0.020117670969553473,-0.005927548708312655,-0.002236078515468038
ADAMTS3,-0.01629544504382589,-0.006828708130280125,0.07160190038021756,0.007265153397273482,-0.020636821841075032
CD34,0.015690567733633302,0.055244554143509546,0.03178526178360276,-0.021340134153013515,0.07841809210241467
PLAT,0.032021087276778125,-0.05385152748522101,-0.046150897373063646,-0.013739757254733372,0.03527919208734689
NTF3,,,,-0.04700406246881962,
LTA,-0.01205589652017832,,-0.014700427412073922,,-0.024695092939995996
CKLF,0.04729153121251125,0.037978833595724015,-0.00023839896302548522,-0.045982613851661226,-0.02625064558212456
CD24,0.034789229570898896,0.07269275753992739,0.05100964284749062,-0.01508828940695526,-0.023975494205428122
HSP90AA1,0.041136121199069196,-0.04398339770957491,-0.0235710074582627,-0.0638160118276195,-0.07335399194237949
BMP4,-0.012779957028111669,0.027805212377661166,-0.012526282480286406,0.014790736274304267,0.02910267940373428
SCGB3A1,,-0.03192840647426966,-0.0102577638431232,-0.02760924746149707,0.025281231496603458
IGFBP4,0.08093141961526923,0.035478018473053284,-0.010628512448110191,-0.016208910396476334,0.08668473626387285
RSPO4,0.04699615931713639,0.044466262045960964,-0.020391807135721265,,0.06158590683867777
LEFTY2,-0.0122039612721714,-0.022064262767081524,-0.018147513471207324,0.032988445788501214,0.03877588799024592
PF4,-0.01096647645281815,,,-0.013219639296340882,-0.02469508722536832
ANGPTL2,-0.012077593640163968,0.041354685165078224,0.02624484842028789,-0.0009207245623199087,0.03403288335411698
LRIG2,0.043380781435756625,0.0179042344785202,0.03321810656636659,0.02675746833217215,0.026945956044851175
ICOSLG,-0.03144350124840277,0.05208794108146447,0.011274220817595252,0.006740807199491565,0.06847113148630168
WIF1,,-0.008608013235412054,-0.0037866353138465117,,
NPPC,,-0.016963700171745012,0.1116197921811644,-0.025012443793369032,
LYZ,-0.03323719881575394,-0.05092943966128972,-0.011085026673966287,0.015759582027098724,0.05243140101939317
EREG,,-0.022809934613650037,,0.02884067468791071,-0.014235453179934354
SPTAN1,0.0333030878775591,0.03940668131284747,-0.06524378757820253,-0.017547011340059544,-0.06705470538124142
LIPC,-0.016505133160147355,0.02978986456413377,-0.023092996759359528,,-0.004015495844085192
COL8A1,0.023581556482986266,0.005294207070826152,-0.015120081905167712,0.018106450521236585,0.04413070520435097
GSTM2,-0.010581237121449547,0.023203503880104035,0.06539600241622635,-0.02941099439915828,0.043152862390225186
SPX,-0.015605723812308658,0.01231902730347157,-0.023562700980436925,-0.016413871902023914,-0.03909415067856498
MFGE8,-0.01594308363645776,-0.007419943157103585,-0.00033759922544552044,0.028763414806717864,0.04320976334945687
TGFA,-0.003513364134985427,-0.0007940214919971225,-0.02252057113465335,0.027120665981890515,0.03611737484579659
SLIT2,-0.028594745787669587,-0.002870295088069528,-0.03306691056913223,0.004387759266913181,0.05313820804572445
PLTP,0.07395390605811236,-0.06873594694812474,0.0016771702054123696,0.018049445324378115,0.05917960247418368
APOD,0.02318643422868754,0.09459228125168233,-0.06289687013410132,-0.046157626455817134,0.03467409442247141
B2M,0.010487923986439555,-0.07876504954040478,0.030510418729079742,0.014296883659482616,0.03442355886833026
OMG,0.031249029118331578,0.035892024561459936,-0.05454165516464552,0.0006626149195917983,0.044076609754202266
CXCL3,-0.008480649388080852,-0.025421594836407213,0.11604054041351143,0.03818875077258484,-0.0017338497011722867
CXCL10,-0.03677850708967703,0.10872188823597541,-0.016823976198178627,-0.017731368623404804,0.0289723306331469
RSPO3,,-0.03567739618042401,-0.011063179380439202,0.031165933730767315,-0.017599235984487586
CORT,-0.019585432497078323,-0.02653324051667146,0.016197818345393005,0.04519738705081025,
NCAN,-0.021690675749715414,0.00308643771896583,-0.02531732750665904,0.017167283123209098,-0.07599625365279872
PRG4,,-0.010000738319317503,0.012977261825071895,-0.020412442294962915,0.047403783918183694
ZG16B,-0.013196372044578158,,,,-0.0219443532449703
TGM2,-0.04305270637163894,-0.06565678700457096,0.007715651231092575,0.004109840686645112,0.05584160926580247
VEGFC,-0.016944649891253126,0.03971537690197094,-0.013200362134432993,-0.027717654164378824,-0.017301123102690188
WNT6,0.04071256833711316,0.031244065127198056,-0.011520609493217992,-0.02571051374729675,0.05220848751425001
NRG4,,0.03768373662266101,-0.015399762109563397,,-0.017599237956942057
PMCH,,,,0.023036003005870782,-0.01607017447849714
