,MGH258,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1,ZH916bulk
IGFL3,,,,,,,,,0.1309952132979217,,,,,,,,,,,,,0.09324491560459887,
BMP1,0.012475498315512508,0.037301156906288435,0.08212373666893985,0.05170308552674078,0.04853393125830758,0.004598545758059063,0.059011431542021195,0.10122966001390697,0.1511935927837676,-0.01994765265571323,0.003346197142224437,-0.030313256118650236,0.07784426622415705,0.06276601939839066,0.045214782480934836,0.00028486336871516994,-0.03437943117770647,-0.007906686894009534,0.017430125739929036,0.02850112202246002,0.016230304596932428,0.018061905547764226,0.065484896224448
NDP,0.017934705224478428,0.05982065246201406,0.038249635943350256,0.0677449680378077,0.026939479106686877,0.03228734030661327,0.050744274078493405,0.032426380826828,0.03941508181275157,-0.015496524318126372,0.011867749108573154,-0.03687894636968874,0.06672105786757054,0.03500101981259592,0.04895174346207717,0.01154747493831951,-0.04859409021210043,0.06858713416528393,0.028817025431594062,0.06857910055568746,-0.04382490292097612,0.07623753286613036,0.01619289611316151
TNFSF18,-0.0296394582930973,-0.028592025459816567,0.024615636878003083,0.02295467431548835,,,,-0.028950402390239844,0.038686922599625743,-0.021996928786249825,,,,,0.21411384696106753,,-0.07906658009079176,,,,,0.007209231444587422,0.04389643740904462
IL36G,,,,,,,,,,,,,,-0.03204103948236386,,,,,,,,,
RTN4,0.011838478176905419,-0.04409276309243459,0.011845964218803653,-0.003061987920249889,0.033028149828014684,-0.00663036518071636,0.07174115080772972,-0.08287425964346075,-0.2254834280606649,0.03594978738514292,0.023775559805202025,0.07412576092695235,-0.059667330137099246,0.0054661606665316175,-0.05137815134842186,0.19619385095139316,-0.022333143522513168,-0.06640070353518115,0.012970032804851496,-0.003786366542608636,0.01081032568208062,0.04539964038888472,0.0012485974290741473
HEBP1,-0.0008153017101750406,-0.0014482825981593915,0.031830739829524626,0.0009432135054820499,-0.009208106245969003,-0.008261654268204268,0.04227990153009052,0.05349850187627115,0.07210269535959014,0.028975442052231057,0.024948744542732628,-0.08848725611696588,0.0004288009842568237,-0.03831560020748747,0.13575508565781386,0.08911648338525653,-0.01917621061632284,0.012377551714537631,0.009871000912685664,0.028095415104616547,0.0014514115370470163,0.05222264367408939,0.06019366365919306
WNT7B,-0.026111434422569944,0.022269605952233033,0.05514485493428478,-0.004288707157946044,-0.05445367957997886,-0.029386574633050992,0.07275378399989792,0.002004933406298708,-0.09173592101485788,-0.027980672800583296,-0.012332312690747553,,-0.002212642303230902,0.025743252899747597,0.10958107904729557,0.10304582504509695,,-0.04883843010911104,-0.003252119616986531,-0.014757663096842049,0.012497280571368341,0.0166713179730803,0.020435011174601104
PTMA,0.027690472042540274,-0.09446061952985037,0.12421058410093723,0.055352140519433886,0.10907819504678713,0.04768337615518253,0.023869361686907627,0.15013661705757705,-0.0647198079186221,-0.005319366975830989,-0.014518693975247902,-0.091574103583329,0.07437171307488712,0.038586220509552766,0.024613890349190492,-0.024896293599104488,-0.07559978722023433,-0.07957909228463192,0.05186198600222547,-0.059649779337856354,-0.0043284974170337215,-0.03967901303109446,0.005933508326331939
FASLG,-0.00776152068823964,,,,,,,,,,,,,,,,,,,,,-0.029012824912368045,
