,MGH258,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1007inf,ZH1007nec,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk,ZH916inf
IGFL3,,,,,,,,,0.026461283130289177,,,,,,,,,,,-0.002764784187768609,,-0.09098646527801381,,
BMP1,-0.05738913252182416,0.04861198388783138,0.0696136178042926,0.015583736712295201,0.07432919932034064,0.021302672567740207,0.08803319025502826,0.13699194070796958,0.20580304681790015,0.03197648594478387,0.050509270776094774,0.20362356021174227,0.19354820410949242,-0.05360324008092074,-0.06580687407660012,-0.10195277710483976,0.003806705422412016,0.13861311666580697,0.06636699209743518,0.1062231032242762,0.3001341200691922,0.03407608712185846,0.13250754642335344,-0.06288216677908198
NDP,-0.0514220096899798,-0.08509715872395886,-0.008746831702176194,-0.004980304452927007,0.10148370714630729,-0.042796220170492665,-0.024907581507441573,-0.054744023972217185,-0.060291255221560675,-0.03812175936651322,0.034553041075699606,-0.018154241898260527,0.15044467806503717,-0.005927931730373338,0.07038958316660228,-0.15996427270118363,-0.02507729195815331,0.0629916444086527,0.0027429552224768313,0.1210581733066625,-0.1531952915490878,-0.15042970009285372,-0.18382535547071718,0.067644205793721
TNFSF18,-0.02906544643477196,-0.07445672122134345,-0.014227784838981761,-0.018994291484454,,,,-0.012544510311679783,0.07207231951189615,0.08617944974161838,,,,,-0.08376647761540078,,,,,0.08317427900600483,,-0.08307723877011557,0.09635701864045548,
IL36G,,,,,,,,,,,,,,-0.0272471176571783,,,,,,,,,,
RTN4,0.050813407187643204,0.17803777331314014,0.019660149014507782,0.012146626726548093,0.08777410542696397,-0.058006417752938466,-0.004681262855853694,-0.24619292912705915,-0.1273522593712762,0.027409898195979717,-0.04429537426779424,-0.3731682549536094,-0.06920059284099242,-0.0029015079345206048,0.182090243793985,0.02760616890959572,-0.07120932662022339,0.12179101461456576,-0.005450001361200174,-0.10382959843627144,-0.3365954582694255,0.1502857194265598,-0.2373505719149142,-0.03166309918180783
HEBP1,-0.0021461622138885523,0.11146564138622644,0.0741594049903318,-0.017863366263520853,0.02510596052731134,0.02294650180201013,0.019929704272576353,0.06264219719644273,0.1110101271211366,-0.014462376988568709,0.027898056707851174,0.15920324840497913,-0.050116699453639564,0.021285753693461293,0.05061780586819209,0.08405372330665314,-0.03382399035714891,0.04903548190336911,-0.03016282244482297,0.025911906939038675,0.00870098937441293,-0.15553867189827986,-0.01582922019045831,-0.13255427248470475
WNT7B,-0.025605747953936667,-0.08174600362737222,-0.05287477180039855,-0.022663554667692563,0.10374994735491222,-0.06684154105900014,-0.14823550297263202,-0.038525192313017244,-0.06054750059738163,0.08980470124858231,0.012504283645931091,,-0.030003971302075494,0.0894447917561145,0.06464289134569302,0.04191978547472477,-0.014555419766497471,-0.04287671075773149,-0.0799826681230952,0.07671097754522417,-0.06433540210058675,0.0036408630368501504,-0.0781145233087874,0.20321850521522056
PTMA,-0.04268873487885994,-0.032371265767582015,-0.05406012487249271,-0.06278779196857234,0.11655109408078743,-0.02932060966211932,0.06406730169412478,0.2672995301792843,-0.24370383449268124,-0.019816600745005884,0.01915141403068407,0.483440754382583,0.31593220631420377,-0.056898907817695445,0.06805145057871348,-0.0882440117930894,-0.06247014710404331,-0.036172518468400604,0.08638249241755576,-0.1408746345348346,0.21382531186595827,0.1144926454189554,0.24812895181956518,-0.15272291175606675
FASLG,0.10643556720809559,,,,,,,,,,,,,,,,,,,,,0.027240185733452403,,
CEACAM1,-0.00823201084098318,,-0.0018506626751930249,0.13237476985386898,,-0.0847172375111715,0.00563536891235653,,0.08420703224357468,0.011551456416630704,,,,,,-0.026736494367087776,-0.04178725608115624,-0.08780559298410545,0.051332388477368505,0.06947697557062783,-0.0099486700115218,-0.08136706967246266,,
PDAP1,0.09671112377193389,0.03356342770551923,-0.0882634020762053,0.03312771009603754,-0.04766897917809909,-0.08636108338078771,0.046341856452168984,0.12091736848420657,0.12337911347846629,0.03386423548861538,0.017425444096116866,0.057969400754017276,0.24152152265262977,0.02332043873417866,-0.021152911972902762,-0.026367241255223346,0.04656711892599715,0.1753799375183947,0.2063665004970605,0.008925783803243277,0.07328242017185392,-0.05474937291439664,0.022132719387363234,0.012820094649534746
QDPR,-0.02521022534996369,-0.08286101849624673,-0.040785330701768964,0.09600168741161326,0.11734889986846386,-0.010241014226014379,-0.09828949076232057,-0.17076407915897854,-0.17492087122513367,0.026314800304336538,-0.06432442455654941,0.0154566815658441,0.24501293840270377,0.02190301658483709,0.08791545530819148,0.010301976441080071,-0.0037123799540509364,-0.12041695330348764,-0.22723147890986833,-0.08683849285932888,-0.15030647292694146,-0.0842660978015249,-0.3235124022050379,-0.17733640718322194
POMC,-0.010555107171054848,-0.12908906083275384,0.06057612125758609,-0.03090443519773185,,0.01980025414317942,-0.048908420285277136,-0.003624447996122974,0.0022815228578905796,0.006414136145263607,0.036931697818487035,-0.002168713858599728,0.14374784749984038,0.02885747736347554,0.05186690883740051,0.12169824055951112,-0.0188842234033818,-0.002580187632207654,0.033320812192524425,-0.013664247915580206,0.02027975630354343,-0.016422860124388716,-0.04087790138409841,-0.029043195413939564
CCL18,,0.12046808385906692,-0.035804778648092055,,,,,,,,,0.23389088890946141,0.25012928255847905,,,-0.007831592152876295,0.24084818218750814,0.0429784401527124,0.0548965365137562,,0.22908082549685935,,,
CCL17,,,,,,0.046668055967212956,,,,-0.043148470690384494,-0.003926713326938123,,,-0.024891015525240392,,,,0.025603212617667993,0.05384602421267236,0.0629754350284801,,0.032397368024350046,,
VEGFD,,-0.030265996569690545,0.07686860878865699,-0.024911861331780683,,-0.04624621445255304,0.034341081956547705,,0.03489786360544976,0.00026279539900722626,-0.013585221561815677,-0.025123127478618976,0.0452221919578195,-0.026676472296206295,,0.14880600474164682,,,-0.02703028761952174,0.039994017848254994,,,,
TNFSF13,,,0.059917678456308104,,,0.06564529225516322,,-0.017820410640691377,,,,,,,,,,-0.011058861857719175,0.00222968869528533,0.010556678250002116,0.0817257527626621,-0.018152027213477733,-0.037903738871794226,
WNT5A,-0.03597270764117381,0.047765692321812825,0.07681151738389619,-0.02889939590389121,0.12995962372674208,-0.02376673505395386,-0.18376266726895438,0.17814103043556076,0.12537963059317456,-0.01026478730313183,-0.017738732272422463,-0.007844133079429104,0.12624722308700792,0.020791981631211657,0.07627148109254929,0.03839020794317285,-0.02860999226961998,0.006955750528087086,0.07818604790450061,-0.033558045226883736,0.06889771496883165,0.08246102855547989,0.2567901661621515,-0.002255406897996118
CXCL8,,0.19211897196671973,-0.03470665867236886,0.03246730093279949,-0.2098026688988541,-0.0031519692465953753,0.15567050618516048,0.0878117753400199,0.09044393887884941,-0.010736591297303116,0.005109882862710149,0.34266854723878015,0.07482537599069024,-0.03321183743438345,,0.2015221195275665,0.12139860600324687,0.14852251084301413,0.16137282197299618,0.009919117757889286,0.16373045696719515,0.025213935683825517,0.22934935192510927,0.12398038682776791
GRN,0.07914769105997836,0.17103332052503858,0.16634626899993446,0.09444973244886037,0.20760700997763148,0.053779342620198706,0.0867536424516125,0.07462616097621501,0.07742328160847908,0.02180211413970521,0.022224518210603627,0.37007921067893484,0.12474124457433426,0.06481076600612612,0.1283819383418649,0.016030335114894188,0.04199892970236812,0.2142474129521203,0.16985601981594037,0.1546100035951188,0.30327959368229773,0.21991151329810213,-0.015165719256373243,0.12135701191577336
MIA,-0.033515724995610244,-0.08231565323151104,-0.020773351819338037,-0.022154867311684725,-0.07733348454739244,-0.06763738995396835,0.08173203495765138,-0.000782032628210304,0.07736316820569439,0.001505834105056562,-0.0454153144181285,,0.05340534859535414,0.02805432441570153,0.07320504654452197,0.07839778577197846,-0.06157171030186565,-0.2504459054427345,-0.3269657483173055,0.025351378025400148,0.4450114755758298,-0.2760842063974241,0.029124574760151352,
COL4A4,0.06741916586765725,0.028117085981367806,-0.05223382018497536,-0.037257888067802336,0.00035204464997159947,-0.030291585919822107,-0.14680002445850315,0.04691064444010054,0.024748690479425104,-0.019085898650120246,-0.013897339316698605,,,0.021799637204213834,,,0.0939092159910784,-0.04358771617639277,-0.08198131318302775,-0.0486838786555538,0.004640736387709309,-0.010872358100622261,0.07691374231448159,
TAC1,-0.007151383342049306,-0.03225625709004421,0.022826537195757318,0.01524602012299078,0.19688281745881497,-0.14038849104293977,-0.07129638819834383,-0.19188075319431944,-0.09214161494812279,-0.009772432748192719,-0.015875397012745467,-0.16981633754940662,,0.07635825681652336,,,,,,,-0.20063742737637313,0.022170755045737227,-0.1471795023876335,0.16482414499118053
RARRES2,-0.02381273344393608,0.04839751213577257,0.002188864483057821,-0.0013284991481537483,0.02321027643863271,-0.03354582752827388,0.27807486854873487,0.13546227201815902,0.17290976586172382,-0.05580098324314742,0.023147997136138052,0.2924109529509197,0.036262698772305334,-0.01847784608168915,-0.018536513233373162,0.0684539507911205,0.0747834013233378,0.23692420526247304,0.23358433609247242,-0.09712971264416255,0.2430161506026796,0.09097899123970987,0.11041159136211506,-0.009041549696056594
FGF7,-0.06928038506300799,-0.013464037229771719,,-0.028117641913678937,-0.02205534507134407,-0.007764262650661463,-0.007639010737279842,0.002843473396957939,0.01186050199915269,0.015159153863519044,0.02810972375318886,-0.02572056406044252,0.1388793690385247,-0.008189617113274594,0.03980327893545965,-0.0340950633239407,0.0829385969808947,-0.06903625471844951,-0.04363497480969719,-0.03825183676973127,0.0216782588287435,-0.03871887916971067,-0.02280755060316414,-0.0893792187045841
EFNA2,,,,,,,,,,,,,,,,,,,-0.019684719510703472,,,,,
HBEGF,0.020827177155491775,0.11840049220512189,0.1030108894895386,0.011235910849616585,-0.09714456372779966,-0.032133296053633714,0.19982964626240113,0.08655783167058842,0.17707689819184969,-0.003936927130417345,0.03840356927515089,0.23033085344154264,0.2184559125863932,0.0020438923078317105,0.041401349838700384,-0.13263382294198947,0.137028635203491,0.06268474127249736,-0.0012635252411010954,0.026181684789575964,0.2457434567098444,0.32609107579943586,0.319179260839004,0.043596098253320024
CSF3,,0.05486945821830536,,,-0.12758231810179418,0.007268953216552533,0.1480807940267182,,0.008874915788733242,,,,0.07457440679848955,,,,,0.12867147138440305,0.1795420962930753,,0.1312307442762907,-0.0030474132438092186,0.06471788229955834,
PI3,,0.1997840226400974,0.08342561740403079,,-0.0968481786599422,0.08286522602119481,0.1975046295044888,,0.08640162254098833,,,,,,,0.012761284165961038,,0.39045089078406514,0.4049159095401275,0.030815631995927226,0.43651930962556595,-0.00903718913406383,0.07066744177579187,
PCSK1N,-0.037674132323346196,-0.09496531432691895,-0.03237787307107604,-0.009492573362403185,0.15451335620044745,0.030569124052578847,-0.13651285341710845,-0.09159829948946847,0.014399423432705135,-0.03366960947319118,0.03626326489229033,-0.36092423459603185,0.08262701971161648,0.061246506078216585,0.0613721911636234,-0.03981489730100576,-0.014051271263283453,-0.13738250201873214,-0.09863973411817772,0.0622854625756603,-0.10815874637424389,-0.1281071099953623,-0.22791427874402342,0.11544229642737157
