,UKF243,UKF248,UKF251,UKF259,UKF260,UKF269,UKF275,UKF313,UKF334,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1
IGFL3,,,,,,0.039383219440435005,,,,,,,,,-0.021305660289558777
BMP1,0.053816541387386715,-0.0074766239437179995,-0.007790845737196915,-0.04795112974479976,0.026702063565485885,0.07232907144884808,0.01658018977017615,0.046864210677211054,0.024983742810102835,0.048111794823676474,0.049147121080074366,-0.03266370206247246,-0.027553784057210703,0.028448597355861395,0.06388792112046668
NDP,0.0030107351037904303,-0.004916571820423145,0.03363028788837712,-0.0069728591695682116,-0.025930409834821967,-0.03166387683922955,-0.03941864432888058,0.11944325771063503,0.04221196006914393,-0.039728436691323615,0.04315381544272483,-0.01056646162351903,0.10149691649584827,0.002943214752098173,-0.043778946066937496
TNFSF18,0.0402963230481017,-0.027864080168751047,0.11456198464839887,,,0.07264990848310711,-0.020785694635582615,,,-0.029097395616865234,,,,,0.008955521473760426
IL36G,,,,,,,,,0.0014522129553243054,,,,,,
RTN4,-0.019976001037305763,0.026210916478217244,-0.05843730514790286,-0.022131236116156094,-0.03162122583131687,-0.05907501339932139,0.0034221250583397794,-0.06204392538820164,-0.10364628686972113,0.02706986646619324,-0.019249693734195234,-0.005541222699341107,-0.019190757745555797,0.08512565954162613,0.045057260211145006
HEBP1,0.03440267275334702,0.028566421875161965,0.030250660228574155,-0.07969518274985425,0.008016605180993862,0.05598855646743509,0.029184431540435447,0.005287013589651692,0.014905837494179976,0.04905836061083422,0.02040424115747009,-0.036830171642943756,0.053522363409803875,0.008139361786265835,0.043510148143493424
WNT7B,-0.038142486534389244,-0.00879319095205328,-0.02047358774954012,0.033179156256554,-0.04021025071731473,-0.052259526164237034,-0.023868591468662746,-0.03240618404519618,-0.02850790634798982,,-0.0344772725520306,-0.013348431264228959,0.03826496217665078,-0.027014743100096935,0.13407034820204472
PTMA,-0.06927548975945126,-0.022922348124169985,0.009276353998717644,-0.04168600648740181,-0.018199365454838287,-0.01978012006111051,-0.08690316022577788,0.09452574705426131,0.08311248634276902,0.0329138569259407,-0.1280237218741485,-0.029953221724245575,-0.06321374240460198,0.02404548256688765,-0.019081876853254666
FASLG,,,,,,,,,,,,,,,-0.018478391900603294
CEACAM1,,-0.03704471939165892,0.04769620961374073,0.045827219491364236,-0.021182890614591512,-0.027667883076553493,0.05616045401583238,,,0.10995022099564454,0.01506474372115612,-0.024272242773074503,-0.024239177471554827,-0.017930077889865642,-0.025709968347923915
PDAP1,0.035480890308033544,-0.05594511107855207,0.01649869113664862,0.06415713866709345,0.001543412743456233,0.03487715205484638,0.0332577266865657,0.10083171849219921,0.009181346673181353,0.022716216048087295,0.009549500328257394,0.025559019271066043,-0.0365410972072636,-0.0053294439041201,-0.06033627799175661
QDPR,0.007805562566855259,-0.03965301772000737,0.0012729760152910918,0.00580205994450738,-0.047308655461847864,-0.07446195285232747,-0.04490994727005343,0.03184082329803404,0.03175414987173481,0.03660493724773213,-0.14139286289539635,0.00696896293900888,0.037904072508304014,0.01022200031437565,0.02702180805361645
POMC,-0.0038467803178624544,0.061070293984105045,-0.027918156491695604,0.0899840739023014,0.020996502412899642,-0.03566543518604352,-0.024118076361116632,0.0005131253355691452,-0.014783366347823878,0.06385865780204361,-0.006884532055522422,0.003961858677720169,0.06122592629851395,-0.029331252031814824,0.0435792081860438
CCL18,0.03138782831455383,-0.014710241393712154,,,,,,0.12375047886591069,,,-0.021922625483520388,0.02968947123949811,-0.029329843373221087,-0.02311156481478398,
CCL17,,,,0.056741642480292225,,,-0.0036638688147765833,,-0.02369431412389084,,,0.03275337122289358,0.014089072894628334,,-0.016748586771960318
VEGFD,-0.005051535647101543,0.030624577064943207,0.05025805147396521,-0.042715189249494086,-0.020266590403782005,-0.023719499515773203,-0.007322137370405225,0.03203790642430744,-0.02539393033854448,0.001112591266881715,,,-0.024239177471554827,,
TNFSF13,,0.039698165288563805,,0.01825804793927206,,,,,,,,0.018559889110431584,0.006651340251430025,-0.020134275751041677,0.04713534088526824
WNT5A,0.02982562166548139,0.028893410204989294,0.04211031638426336,-0.017366064749652136,0.0023148024256931144,0.07534288780661832,0.02907393877027507,0.06267885518676972,0.02640994977706425,0.019450856656201766,0.08246974029731682,-0.0034021376470685758,0.07346775727996006,0.03391195568837484,0.05156478544176954
CXCL8,0.04423222406195957,0.0792734634717908,-0.02107201265867763,0.029807415903415554,0.0252491587580593,0.026194227720668723,0.010432238124855588,0.06946785929079277,-0.0040254022992470846,0.1791275455165042,-0.020502945898276632,0.08515823021490844,-0.070318007116654,0.05798289692380492,0.014936144011879243
GRN,-0.01612062154884944,0.024469749460458785,-0.059342137706423145,-0.026607495742288583,0.02537928736076863,0.018664292346979056,-0.039437017767560395,0.03561417066795972,0.02546124911609427,0.07982808761969828,0.10944022219461441,-0.008268091900932554,0.042969417252737376,-0.04811635709403878,0.019005492927119456
MIA,0.16259792038765225,0.025046056513463703,-0.0036440975200877535,0.05321565516534527,0.01482603032045345,0.020634186523779803,-0.03306665337526681,-0.01628174274810644,0.004481240267914579,-0.016747051499153003,-0.016677670592459653,0.01940806195439873,0.029032720145203916,-0.013563436010570773,0.030365089669295242
COL4A4,0.10733042182519915,-0.014327307065353513,0.008332542798708938,0.010749411502804123,-0.03337788883213531,-0.013952276762826428,0.026594745366672293,,0.017790637740008084,0.0038465723476821725,-0.027717048407221542,0.020658072086722636,0.13485060292320453,-0.025226731921615925,0.08261511903833019
TAC1,-0.0637862792476205,0.03859724559584378,0.01989831050636748,-0.014942687210715658,-0.03921392046128914,-0.06607088116323107,-0.08207026857080837,,-0.047594539697443566,,,,,0.04099167066489666,0.11223476861051199
RARRES2,-0.05632018387267413,0.02027757205111592,-0.06514199608560879,-0.031028981287855903,-0.00238767159024529,0.08215169936727512,-0.002469543939563292,-0.00566458775258089,0.05283502909688376,0.04131816918364597,0.007140764580094327,0.03519065095004337,-0.015127674097747151,-0.008972232124751161,-0.02235380098394767
FGF7,-0.07343021446147646,,0.026160911600770213,0.0062011125606516665,0.03954269553075767,0.0758998585641435,-0.05657309322640884,0.03638428962819799,-0.018389534965622897,-0.05089920741495262,-0.016022954120302774,-0.0013679216507240736,-0.0042789487153585505,-0.01565395269965112,0.028267773851505834
EFNA2,,,,,,,,,,,,,-0.023037716026368213,,
HBEGF,0.023027914932705677,0.007438540723873171,-0.0396967959768953,-0.00419921937958292,0.05149162598190512,0.06835384325003863,0.09910356151564612,0.10980591432422507,0.011845424963081315,0.03572092171404535,0.05144484651344548,0.07123634785334251,0.049876440966181684,0.0565772132551264,0.033293416005157284
CSF3,0.06902465629507563,,,0.01911391784690758,0.0252257163940754,-0.01476124026709021,,-0.02061820489227635,,,,0.08903922062209615,-0.008554759066477756,0.020388477333902942,0.006295033470974637
PI3,0.037734673871007984,0.03400955756786684,,0.07673663068094948,0.025416722405012984,-0.016621351368026886,,,,,,0.03881846212583831,-0.0954684663828664,-0.03857672432810603,-0.038312124288245444
PCSK1N,-0.04993376992388882,-0.004025871332743114,-0.04427442665013676,-0.08236876562805723,-0.07313363991303384,-0.009887749544766955,0.04605422910658706,0.0984393863138842,-0.05790146011640087,-0.04359371738633354,-0.0417052385759708,-0.022140906190060972,-0.0252216079942871,-0.0006194254861094029,0.014735834413144213
NTS,,,,,0.026498377595318545,0.09136484069791607,0.015169580608502702,,,,,-0.04017242416066921,-0.013298795951216597,0.03009043796760117,-0.026113072710961617
SFRP1,-0.03155979294204247,0.02042718762443406,0.020533292481005296,0.0051467829325357005,-0.023120669946876282,0.0065499022420154405,-0.03757400205170832,0.061029969791624915,0.01910483700275275,-0.025202891754948515,0.038175511095168584,0.011262280772391916,-0.015457938910289706,-0.03002156257704202,0.006114269232130115
CXCL13,,,0.025680720286104262,,-0.006748290062921383,,,0.05724535060948922,,,,0.07911738730697575,0.00985812686017205,0.0653888484589878,
MICA,0.028413197438505084,0.03981727073416369,0.011979492665336608,0.0404823652200905,0.00952386663477253,0.027397984047083587,-0.009473431900916552,0.0496535804076076,0.010979174383559878,-0.007917929388442206,0.03532402107626582,0.08096477041304503,-0.022839852369854325,-0.03846972448144858,0.0317055387152789
TG,0.11014663923907257,-0.021999714079696104,0.0875265377716187,-0.0104315697065887,0.029250055672822153,-0.017815496344097237,-0.026117255574013783,0.022046369871137225,-0.03559220315143955,-0.0006189844853887667,0.004033338206453381,-0.02288105008889902,-0.03456768369392394,0.013543471370363564,-0.03438903577770886
ADA,-0.03782725435792196,0.009758138841899541,-0.044138258534670294,0.05863216006742412,-0.0025158096532302762,0.1149090369035479,0.027423603909403228,0.10919989888149537,-0.02042506547020557,0.11857251003271174,0.03832450977577233,-0.029918140868923127,0.04932805795467909,-0.04274865748372164,0.10625370317187817
LAMC3,-0.044215864111646234,-0.007496466643000284,0.015399273371716217,-0.08813620887994857,0.01824216466667707,0.05731664204638349,0.018648142727462284,0.05696232936984772,0.06598402908424869,0.029594627436241788,0.03857080382095265,0.0266750173376468,0.06282435570422625,-0.031064345419309792,0.02661158244381214
CCL7,,0.05672196597116602,,0.09659284188126732,-0.004924329111292661,,,,,,,-0.025808782959016816,,,0.003491171357006875
NGF,-0.029342392943739904,-0.014865676713457088,,-0.0398493781495775,0.0505274984849579,,,0.08050133130653214,,-0.0037668699377310768,-0.011664031764506647,0.07355342139286519,0.10603574168942978,-0.0056881165124114,0.04661512620709198
TNFSF15,0.02805461155603694,,,0.010828491667587682,0.04311627238475389,,,0.033450267894085506,,-0.023275944390777122,0.03272658391393479,0.1173242593532346,,-0.015962497757275387,-0.039386111936915255
HMGB1,-0.056049818908106966,-0.0494509259496751,-0.035978019658774445,-0.008333130549692324,-0.0007999318379136856,0.0759357723569327,-0.004270178650556818,0.0865805487695795,0.0024921464649353426,0.05338959231968062,-0.048718947069818996,-0.026889147963899677,-0.027756499125650928,-0.10174054941551686,-0.016459917772264306
ITGB3BP,0.031924605184397443,0.03755943410578548,-0.007271267167858954,0.05463386266078016,-0.0814405032747084,0.09161324850135477,0.0026548944306764586,0.0538750995093291,0.04351378884501897,-0.00474020343977342,0.0487405780098208,-0.009724432090448333,-0.012233806315636208,0.009559900429897778,0.02171514117988604
AANAT,-0.041292198376304726,0.024012598727969157,,-0.026446197709650513,0.055293014867973056,0.015321974084078791,-0.011886900846447458,,-0.020835327206865855,,0.008446085111011817,-0.02264158498842336,0.021084070337909613,,-0.019550902267960146
RELN,-0.05059263117013947,-0.00661878519504886,0.017294094283560636,0.02662514058125016,-0.02019295721435482,0.009346755395454561,0.005880400683874946,,0.04255839403610732,0.06707154268936692,,,,0.07663511869107492,
