,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF269,UKF275,UKF296,UKF313,UKF334,ZH1007inf,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
IGFL3,,,,,,,0.01448063948035929,,,,,,,,,,-0.023857855508986916,,0.03196403068626913,
BMP1,-0.08523509997714111,0.06998183002815382,0.06414375040414921,-0.04346368574159186,0.028985966723062903,0.01380676585424805,0.08185504566528157,-0.013699546098688028,0.035604131266604694,0.08893755690575621,0.050066780880608536,0.020387831953934496,0.04859027614351222,0.0893155943543486,0.05536366294939372,0.0047508256879896845,0.013199658245205245,-0.009960594572524083,0.031353413911477626,0.0218026339938442
NDP,0.01484129968401211,0.0308796760569152,0.08342850302964855,0.05012635971451309,-0.02900213742327355,-0.03489584253578287,0.0390235536976742,-0.02359697713282244,-0.02215581212435978,0.031176027893596317,0.02822853547195623,0.10558584930069681,-0.015502068823518478,-0.01994225069509909,0.03007763637453709,0.0731446491992339,-0.04108222082572875,0.04103335715958703,0.03331631755959434,0.017873467797347553
TNFSF18,-0.03255300089194568,0.02716656268123231,0.00881772341681037,,,,-0.0197079835947757,-0.02078569436108304,,,,-0.02412490358341901,0.006398111840661754,,,,-0.02460418527053843,,0.023719192352234523,0.05946312099030311
IL36G,,,,,,,,,,,-0.026048425248652314,,,,,,,,,
RTN4,-0.00542732706229402,0.02807642864833173,-0.021692295875278697,0.08845552763505829,-0.006516994409129325,0.019330772958318816,-0.12671588407186932,0.03236935414468632,0.007286785477450343,-0.06330665699149289,-0.08662361203788053,0.03910144838559732,-0.005962081182159215,-0.00973709412394043,0.027249952946279247,-0.037384895338035296,-0.022031171492745638,0.07691096572696066,0.022642184566148017,-0.044930420857635545
HEBP1,0.014168328475171995,0.0730553513078006,-0.01366039261267478,-0.007169785920304903,-0.0014688661408232804,-0.031064514502431147,0.010311708550140668,-0.007758945161082027,0.0019119016687460825,0.01666510181910683,-0.004806169486358596,-0.027263172710918025,0.11789555428535581,0.0297651239694619,0.02229666933420487,0.10129142226218306,0.03640498394515489,-0.009440304852819178,-0.007604680353190064,0.012349118698832188
WNT7B,-0.004552277396129765,-0.010697646983073964,0.02615466677566677,-0.028441592818173458,0.012366508594642016,-0.00833919283262181,-0.053212236013181,0.029832361341501055,-0.013054820846458983,-0.013471953448765298,-0.028630221205248933,0.0017332862161918308,,0.07398702265115642,0.0452654745583158,0.007596832705955657,-0.01069395580702248,0.08188129868152427,0.060459335627813894,0.16488404129715298
PTMA,0.06475869390079443,-0.04192712120625207,0.05999123471592474,-0.003463061467031212,0.022917861342403437,-0.07871179153909831,-0.012653964205156824,-0.0018541406941407438,0.016848676966905375,0.10679630348817903,0.08451946224111574,0.01672350430742954,-0.023145902231232182,-0.09408483961910269,-0.022358225838930004,-0.05186832504109183,0.0013599961710052623,-0.05592378633167261,-0.03399209163958404,0.07682502550552046
FASLG,,,,,,,,,,,,,,,,,,,-0.024174730061667,
CEACAM1,,0.010140253755682222,-0.028548697522500586,,-0.018804774822212218,-0.014572244127479506,0.025500574369094163,0.010248284478266903,,,,,0.03714426911523062,0.08354372729748274,-0.02469762736688208,0.13482864754919183,0.09693644932793634,-0.016200713922125503,-0.033635586259255126,
PDAP1,0.06731510874528925,0.013627208098479048,0.04813007757434964,-0.055098730987340014,-0.05293230706505573,0.029345952100026013,0.02848455169309404,0.026632081447548247,-0.03678705524420321,0.060022965487302286,0.06898128089418057,0.048063783191440286,-0.09358582785262644,0.045796124637028035,-0.015076095109288493,-0.052480977764781056,0.03728080511506882,-0.009179824302775726,0.03499561767644975,0.037828383130014014
QDPR,-0.06531633284702078,0.005773631823121708,-0.021044115079028626,-0.014575051985438531,0.0184936099890134,-0.047762770840002224,-0.07609251346030872,0.016172393769282555,0.03752892295178324,0.0889365165717473,-0.053223904975947006,-0.007880437479527847,0.05846819643830088,-0.05566350452708111,0.04222669500032142,0.011897064858708234,0.00033708400456629805,0.030977613939636352,-0.014806277756810945,-0.04870191052868746
POMC,-0.010451504104893546,-0.014973467712152232,-0.01048721764302927,,-0.010785938309625062,-0.014563242230064638,0.012570046338115577,-0.01230763846197619,0.04139293154949758,0.055067634673924476,-0.018429561244023788,0.003090724408951129,0.09155301102875538,0.05115155930875238,0.016707972703503222,-0.024049034707916493,0.09002904435405995,0.0016504102377356846,-0.02241294796987736,0.009533153128172673
CCL18,-0.02986169463710728,-0.014126488524685114,,,,,,,,0.149419786435875,,,,-0.007358612917162186,0.014677653380118161,0.021703118348757544,,-0.035745223464056425,,
CCL17,,,,,-0.05568046103797938,,,-0.025923807718659448,-0.016158208576646172,,0.03512119875592551,,,,-0.017521771218036466,-0.010029459389538786,-0.031455204339120094,,-0.0031959291266504823,
VEGFD,-0.02442084169127821,0.057295495468270626,-0.008780369010686349,,0.028002340884204915,-0.026925346985733997,0.03190421582225439,-0.017141072746925543,-0.011852241399062298,0.11487610460622553,-0.02550288449767114,,-0.02695646072306579,,,0.00409261240120879,0.06291647170811215,,,
