,MGH258,UKF248,UKF269,UKF313,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH916T1
RARRES2,-0.049903560594308345,-0.03420041614445433,0.07378524458629747,-0.035709267303989455,0.04734468083492875,-0.06397292411427397,-0.0032302458439983153,0.000573039030886813,-0.03548828798274855
FGF7,0.023639142606493958,,0.003441261877876507,0.0026173851782801266,0.08913181357907,0.01977755529927492,0.04159499148751257,0.023495491243592553,-0.02414004474344535
HBEGF,-0.012420652558703596,0.056446436643192544,0.10375107590251673,0.011914419015702655,0.08643536636947757,0.09196987767774371,0.061012403757516466,0.1459051888879913,0.006416026290293692
CSF3,,,-0.01567134964315017,-0.04204381779386292,,,,,-0.020966173077993214
PI3,,-0.02044622800763997,-0.017646146537613962,,,-0.017812668494048733,,,-0.045552528770314196
PCSK1N,-0.0545144225398902,-0.03369858897873259,-0.023140335271088244,0.06866799298210324,0.008263575502730689,-0.07284297967585096,0.06276678754071538,0.029238948009771185,0.0022243237883587067
NTS,,,-0.01926197383946833,,,,,,-0.03104804335562101
SFRP1,0.04693442857126595,-0.03169179923478883,0.04433912580291386,-0.051306347505417224,-0.014545987344790694,-0.11350556553261261,0.011010095536513002,-0.0009903973358862351,-0.0020103814862797915
CXCL13,,,,-0.040872330324747096,,,,,
MICA,0.09873679562712981,0.018033113671600102,0.12573242348669195,-0.010253035148632395,0.04909437696410716,-0.004067917247136919,0.0573129695129389,0.03767424053149452,0.06962518171675773
TG,-0.004525077652921472,-0.03060509362256225,0.06258506472234336,-0.053146546692921195,0.027623404560631365,-0.05063947574118743,-0.017437360333743233,-0.03481117259976513,0.05976490010776353
ADA,0.02759432147174169,0.044611672530877014,0.0611057981237648,0.0104554958259325,0.06898394436117138,-0.002171346733829534,0.05571199790446064,0.0906187292621535,0.06910429055781767
LAMC3,0.03114193238246456,0.14463199299655619,0.17322223933853392,0.04406887220137767,0.1098342502600123,-0.006232245422219576,0.058570662522075684,0.13240627945053218,0.06613170769986997
CCL7,,-0.0123621740052914,,,,,,,-0.02197051703624342
NGF,,0.041828269544026214,,0.02533586485080981,,,0.03427186928293938,-0.0317716045203582,-0.004001310669006778
TNFSF15,,,,-0.02677432956950807,0.09724181839342279,,-0.021816748576758655,-0.00988366690474252,-0.027925224681390554
HMGB1,0.0452368558273963,-0.09173878347080673,0.046010393740383,-0.010803753747378473,-0.10962719302777697,-0.048053415854292264,0.06364481834592656,0.0407354496864894,-0.035619059750898206
ITGB3BP,-0.022545595785475683,0.039264865090681736,0.09792032783998673,-0.023674485973317408,0.059188084923168786,0.08489926801303374,0.05094355200734942,0.07537523864488042,0.05212087162764412
AANAT,,-0.01793563370821443,-0.014135981474940646,,,-0.05922693102519215,,-0.022267868121894057,-0.023245723242762046
RELN,-0.019954333838966366,-0.038720826957960724,-0.04147940495367647,,,,-0.04285029520630446,,
IL15,0.0046326865840998575,0.061455906462487775,0.07013674861493306,-0.025416857713254748,-0.019850261134653654,0.040553747351236,-0.056591783014320544,0.1360070400174491,0.025222398182217047
UTS2,,,-0.0037090520690319004,,-0.04784231371299863,-0.05081302149449351,,,
BSG,-0.06978455660939958,-0.0171722052042406,-0.009537944288636125,-0.011567099056225398,0.03416695140184999,-0.002293854091646782,0.018928536382586035,0.0976705374421286,0.090854471271906
ADAMTS3,-0.03881463794002524,0.041400745478982606,0.09708516207576168,-0.02053908664515804,0.1245187670762703,-0.04098116989485158,,0.025440030885306886,0.06659230071313921
CD34,0.09258812278198451,0.11686071874027151,0.1327402400044659,0.05927313638271441,0.11986165587255984,-0.09493182603063222,0.12251393693571165,0.1465966514101794,0.08924304272246604
CCL23,,,0.07853158551550506,,-0.01511306828891575,,,,
PLAT,0.021296482025433647,0.018808594383787305,0.08068390630412184,0.04524529156007608,0.07711371298335849,-0.0030496155534421193,-0.005001264313116524,0.14477507885003998,0.07168641883474274
NTF3,,,,-0.016354990564894253,,,,,
LTA,,,,,,,,,-0.03128524027018759
CKLF,0.06473382788234806,0.07587849267028877,0.08433772228611768,-0.009270735054802984,0.11343138366149028,0.03302788669997993,-0.025750236735094682,0.03769144293331649,0.050015218696334976
APELA,,,,-0.01473346433003184,,,,,
CD24,0.08703815573214091,0.0041505330641788095,0.024923218436608708,0.09376385955128004,-0.019995284290664193,-0.025974349781995715,-0.08062072899951858,0.09500331007985546,0.011605644752095795
HSP90AA1,-0.017498862404960604,-0.1274435217372482,-0.12732899050870855,-0.015972383323514857,-0.04015307387135021,-0.04967904711948875,-0.021775870858113694,-0.11617575005172517,-0.10031543861597593
BMP4,0.011884205897529651,-0.006352390524884971,0.12055100827488306,-0.022284339073347682,0.05606685282432542,-0.0447625301899277,0.06652796834200776,0.015488477945940817,0.12790823540842652
SCGB3A1,,-0.012362172769090516,,0.03350227141221531,0.0216417735925119,-0.04899590873284286,0.06959109716326661,,0.01945441596509918
IGFBP4,0.06154479026062943,0.15976257186820975,0.18776012115306917,0.059556527075204875,0.0710670600186581,-0.005902372409218024,0.09321582259312737,0.06775776156189997,0.0808051295652856
RSPO4,,,,,,,-0.029125645025976168,,0.06398909565440312
LEFTY2,-0.004012268290713468,0.005970653650270434,0.16929381368234808,-0.017155965034173104,-0.013765111047155958,-0.05538789890220727,,0.02142509513472542,0.04702217148659905
PF4,,-0.012823769828936037,,,,,,,-0.03128523303055094
ANGPTL2,0.00876229894041901,0.06771608488426879,0.06321873542073779,0.00037681685834008513,0.07802169620319248,-0.09499799784863827,-0.0016714385421273785,0.1204677783464316,0.04509867244746388
LRIG2,0.05318106907139827,-0.030580069795730074,0.0032666282806829918,0.017542875283235466,0.029972754130920817,-0.03718408477635805,0.07456468183565741,-0.006352707835005879,0.0147494050245728
ICOSLG,-0.02142932214137049,0.03782118642385291,-0.009168536656724301,0.08030895076273643,-0.002471454561126542,0.0103975381349447,0.05682673966152753,0.02522653323521175,0.038208015521823964
WIF1,,-0.023074292338629173,-0.05381286037393945,,,,,,
NPPC,-0.06977943124919234,0.0007737500112685638,0.0530179061571221,,-0.031996954502082724,0.16519964536326096,-0.003933217021806837,-0.026663453904165257,
LYZ,0.04292106066519869,0.036388782825918516,0.07333320288865523,0.020334391137610222,0.03732231569304963,-0.08358748055375993,-0.031175310244961264,0.07707358347837338,-0.009893071315151745
EREG,,,,-0.03540008986534353,,,,,-0.0024058660403353037
SPTAN1,-0.08425425886416489,0.040045835280319686,-0.06366488968035182,0.025116646383726935,0.05678964876334671,-0.05703632569317829,0.008451789528045652,0.04495479632571302,0.032008290596846775
LIPC,-0.015687043915140007,0.005557803036064978,0.1033828247833605,-0.044263264902898274,-0.03392949490934028,-0.04412999688278632,0.00032935245750827496,0.05367236666462559,0.05461670482986367
COL8A1,0.006883498590309054,0.10902306788687764,0.12113323653623558,-0.01863758694221122,-0.017611270305519892,0.03411419168318384,0.11144233448043943,0.0017884756082325903,0.059930643881249177
GSTM2,0.021277330077271436,-0.012279599941692082,0.0044960407823256355,-0.024941037650068103,0.03702111953707766,0.016009586110610534,0.0009492817055167592,-0.01083871495832024,-0.0033371145499145375
IL4,,,,,,-0.04218406533673225,,,
SPX,-0.028497033946032944,0.02729650106222799,-0.009962909281327838,,-0.042418101083015976,,,0.037410742680938906,0.03708015140538968
MFGE8,0.03196227830907666,0.1590740525177029,0.07547074367938543,-0.010357264568533179,0.036082755954240625,-0.004122268186045536,0.08285900082858572,0.05272654628530018,0.11297432639589274
TGFA,0.03155847944716639,-0.02021799938412615,0.0441674131366236,-0.039791012179439054,0.06886537288016784,-0.05615438793213417,-0.017880409685628953,0.026113439199748234,0.04187671809971334
SLIT2,0.24243784765831025,-0.03992476151908521,-0.005923903786931392,-0.03845332280844664,0.091183099796374,-0.08601443476308729,-0.04047720378507027,-0.030154008320981068,0.07689837618207351
PLTP,-0.011219628017501686,0.05170925080632996,0.12078526664678105,0.06703952348005256,0.028602686458904993,-0.006534959389808755,0.0020484436292907975,0.11742939896074854,-0.04745118452500578
APOD,0.045845829237989896,0.0309131676071902,-0.031603702987277354,-0.0011856744003747248,-0.05624169564450192,-0.06495923333566876,-0.06802257800950164,-0.18558413319310094,-0.05150492852562571
B2M,0.0697592248723522,0.049949847851886844,0.15653289889005328,0.0006945552992092199,0.11602772318030334,-0.1008056109206541,0.08825510054069355,0.05825512638108323,0.021891814072012537
OMG,-0.00020724097450283317,-0.022921836072454457,-0.031139932701654025,-0.022419071413644194,0.023655156235973075,0.013136277399009383,-0.03872479533644217,-0.12122600910735293,0.025939140498047415
CXCL3,-0.01938332259937024,-0.03166791351066959,0.08354903508284928,0.019859128874042044,0.056959508470877086,0.10934396526925914,,,-0.023413759761537492
CXCL10,-0.07891231712524145,-0.019302918385321877,0.08999503435592639,-0.030548281441448544,-0.07448452609801023,-0.006475382637409875,-0.042053013573571336,0.161140793676535,0.04847569385979729
RSPO3,,-0.016792440968467107,-0.023212031133448958,,,,,,-0.022295778666808895
CORT,-0.024069601782395002,-0.036658262418166956,-0.0401736203956089,,,,,,
NCAN,0.045637866377618845,-0.06311730687086001,-0.024027571624233517,,-0.07213121162942121,-0.06424457794129966,0.04107609888605548,-0.0008671250619945558,-0.0017248975712606499
PRG4,,-0.018591233344952114,0.01926087107666208,,,,,,0.008164726926732736
ZG16B,,-0.01714260248880086,0.04901602124110737,-0.0206948772012918,,,,0.08536846414760992,0.03139406983322221
TGM2,0.032472402802213675,0.15159132072910655,0.09529977729407325,0.047550728856613045,0.0749905574210524,0.07579304359800586,0.012027421693764766,0.11376223905174321,0.06137360569456149
VEGFC,0.18688072033806588,0.12779667266380013,-0.012129801135478615,0.07447699917504007,0.015401754406047645,-0.04781859315917507,-0.0626402961365077,0.1657048569460313,0.024925514329351705
WNT6,,-0.019946094466999277,-0.01977351157850644,0.05443335986616582,,-0.05349226309264444,,-0.0235414508695839,0.016473626853669664
NRG4,,-0.011385996264334449,0.06670190394714519,,,,0.0625986927823429,,-0.022295781165633747
PMCH,,0.2713733038026248,,,,,,,-0.03027755274132905
COL9A1,-0.04769112083412447,0.08057591588231215,-0.014863866234169212,,0.12882025533180844,-0.0628622941729189,0.022823575380913876,0.12269278904463043,0.08657714675521917
GDF11,0.05319451800397208,-0.01741366300510511,0.05787724874053569,0.09920609879791402,0.0021121552196578367,0.028585875079387316,-0.03419023506119303,0.016733334924874905,0.0710065932615323
RAET1E,,,,,,,,,0.044401251054439886
IL24,,,,-0.025183628352707894,,,,,
SORBS1,0.017288336538462862,-0.03314262095871528,-0.045959705302522975,-0.007546689831027035,-0.050397788924041134,-0.11100964236689781,-0.08019880164233084,0.04085968561903507,0.02174828567949072
DLL1,0.04156403989279439,0.02923926516963845,0.07384302277577803,0.03607912324596419,0.07627978341435421,0.00866398960608731,-0.041498762884383596,-0.07514434311266555,0.0003486122859671127
TLN1,0.026177831909842107,0.08393441567622927,0.11913390089330908,0.0772047401488176,0.04866532467236007,-0.07955292113563148,0.07410970619442339,0.012754157400556843,0.05693634315629498
COL2A1,0.12136077460086832,0.010814450614442793,-0.018559874256305384,,,,,,-0.03244789372531842
SHH,,,-0.014590316308111001,,0.018423531253926505,0.12529080358525613,,,-0.03722989265934437
PON2,-0.04697465861822056,-0.07486268492490844,0.07964703946914554,0.005937673101299212,0.03141824266638592,0.0017617798720209537,-0.0022186046348587423,0.015623774490243492,0.010036833546489012
ICAM5,,0.007719012965664157,-0.03626780802103912,-0.02383939851613814,,,,,0.012905057656561978
HPX,-0.02567946803051237,-0.020038116479343247,0.07618308336821278,-0.006678606486809678,-0.03297605310230484,-0.026656357218832798,0.027226187728162394,0.12114263353751749,0.13829347578481688
SFRP2,,-0.01643554164095494,-0.014812504852383663,-0.008588277310955685,0.0626342338241914,-0.04218409016560997,,-0.007866061666202235,0.028752436666067877
CD70,,0.019965479908161415,,0.03822675794339677,,,0.005805046601566316,,0.015904427226270786
HP,0.06855743629147766,0.041975764763398676,0.0849493583761009,,-0.016882789601051204,-0.08669634999866255,0.009202087463209456,0.014738971959065273,0.019759904777515273
CXCL2,0.02943584875929453,-0.027509095797141035,0.02294225797655409,-0.05854833094877359,0.010562832057683649,0.025762057290874614,-0.03821791427099183,,0.044358473946370186
NPPB,,0.04952008023936797,,,,,,,-0.02261658690647276
CCK,-0.0517220737765971,-0.06123518684179875,-0.06814575147442313,,-0.03392952229508752,,,-0.008327244002958527,0.05443222220548065
SEMA6A,0.009217203007432848,-0.10248052336708818,0.03429004110661512,-0.03523126950962742,-0.039306902780697164,0.028621830168956815,0.04474550694215442,0.053312189552848534,0.015314009716493545
IRAK4,-0.021402235244324806,0.04918495091945604,0.05353659085143099,-0.02023299941883254,-0.04775533172164879,0.009485306882626662,0.004603924603415819,0.07660877456395362,0.055567050327294816
GSTP1,-0.028333050211888113,0.0023317414879877206,0.04493532981808706,0.02480192164576911,0.048916383448451596,-0.12459084857785098,-0.05483356916297349,-0.12784824766590597,-0.008082964398446874
VCAM1,0.0036582102052307988,-0.06185017384229865,0.10042925545439328,0.02057923713563006,0.07166621746421831,0.10943362973485272,0.06096609380780065,0.07513649596809611,0.09057605448810988
NXPH3,0.0011627243002862802,-0.03737850250635367,0.06966442530600477,0.03785568769419829,-0.029114149279415257,-0.07786324601000917,0.001966262219825325,0.03249680450852309,0.08988084422284456
MTMR4,-0.006786909382213149,0.023161995444346602,0.03936251319327586,0.05492805608661553,0.05369473391065405,0.014431036862383981,0.016814786643850062,0.08407528035737381,0.04023267555802614
LAMC2,,-0.01251782586696592,,0.057710174196830576,,,-0.03879361066096587,,0.03519310005375062
IL10,0.10709691340055934,0.027408735935935905,0.08897311860977036,-0.02355782777203422,-0.013728322673973089,-0.015389924048181038,-0.010795747121286958,0.09761594018021207,-0.011423863709333121
SEMA4D,0.052558720734991786,0.048711737200096666,-0.06780457910431334,0.01414730177540018,-0.08424553919114684,0.03926708072966143,-0.08093139625373112,-0.10737264402382624,0.10611533388089364
TRH,0.12747855467090635,0.0002777438726578218,0.05505425833257864,,0.008106660605860088,-0.06841405100306103,,,-0.025332094036905905
SEMA6D,0.04431035158245848,-0.016421669794268984,0.012633729910722976,0.014214666045596996,0.027109704485960538,0.09699801386203355,0.09114417999692327,0.0628072865731881,-0.0029273475150649376
CEL,,,,,,0.11206353753189105,-0.007979318972691649,-0.03422169257512315,-0.01122163888370296
PDCD1LG2,0.01797794743500101,0.03318481507907903,-0.026644034666122023,0.07917356719220787,0.017329548477553976,0.0391926441457189,-0.017162820593650766,0.036410393799806116,0.0594209150364026
SPINT1,-0.00547335492493931,0.0014807862163933338,0.16941202705602645,0.0530595798176238,0.07828542564824967,-0.008366099157383658,-0.006184240282611538,0.02710585829450294,0.05180454442327032
CTHRC1,0.07897309585699486,0.17176012964823273,0.14351021009059614,0.00921599253580838,0.18118245407529493,0.011197720294630597,0.005795653011150166,0.11844491608941687,0.044328631152252565
PODXL,0.12289116538806344,0.12562387991641175,0.14902010002577878,0.05424369802069109,0.14380457029142923,-0.02490683108867884,0.08718617482715012,0.0947531969319715,0.09436541031761157
JAM3,0.12743508228209294,-0.0066195973683027065,0.04968344175812833,0.06335014588627423,-0.04590633741721356,-0.03937520063894035,-0.0613220323327833,-0.08508481982666982,0.030081351137592263
TGFB2,0.045207691614342585,-0.05908284730430128,0.13675993098487738,0.011956448675979461,0.0024183818409925684,-0.03174634890600992,-0.08362327898814619,0.06532992212806514,0.016918974211582834
COL18A1,0.06192340164378971,0.15880929464928575,0.16488033193656756,0.08972344084928033,0.10110939668754018,-0.010960159653210412,0.10104930480327634,0.12642546223272927,0.07297996883063024
NODAL,0.10037654316096468,0.08636801439475514,0.20030940930845162,,0.11589296439097535,-0.024384377308871365,0.0438688862966895,0.20546469650284044,-0.03466927437715248
INHBB,0.17815949329315367,0.016350700643092773,0.044611381978087984,-0.02421391689035177,-0.004697137022193829,0.042667525763574334,-0.028852535227594837,0.08781055845208997,0.018207043296670892
LCN1,,0.0428574858470256,-0.01628736622737531,,0.02567156387141905,,,,0.04171998954071656
ARF4,-0.0016450683303977653,0.0042065032541419465,0.07514659576947277,-0.05026473938972227,0.07345932784824444,-0.09598013991532643,-0.06799353087811824,0.06454615318031912,0.03679490742634633
CXCL14,0.1036021946588612,-0.04151780903335659,0.0020141485770502447,0.022834515471132886,-0.009956392298802186,-0.023178877424834224,-0.0678753327766908,-0.018754752471006535,0.051983351459767575
LIF,0.03528846853424228,-0.007777244842782545,0.050294963340876464,0.04009853540772009,-0.0035677410717790876,0.07490169772014037,0.03051288964489848,-0.0038201884914007,0.012513095792223835
IL17B,,,0.00131786942415525,-0.014932627619452174,0.005894627538908538,-0.055630661720109484,-0.037043086675777916,,0.017505085482105914
MMP1,,0.14116457639493604,,0.049476477999479365,0.1666613782905097,0.06162534776500489,,,0.11846137546848864
MATN1,,-0.016435543880692006,-0.017076196193128553,0.07874855921283505,,,-0.04047728357058862,,-0.030809239496121372
ADAM28,-0.011592816273814125,-0.003947730646073252,0.03460885162024445,-0.05820523671005268,-0.0092846037337824,0.03268082037581474,0.04850490066496598,-0.015074157009928174,0.04402778150148995
TCN2,0.10272637231917214,0.15610678980196016,0.12768371159527833,-0.0024447788550893117,0.035338970189315505,-0.07914406593636353,0.054762982749785236,0.11616260115449235,0.10430600136530058
THPO,,-0.02141619419560581,-0.033232514302142684,,,-0.00894276952777982,-0.015029577971215898,-0.02553364279777841,0.1331184019195564
CUBN,-0.010078370240080394,0.11206602602536073,0.1015573590864978,0.03994513075818755,0.11918857079352908,0.041909062238195446,0.11698944554576866,0.08778871173501113,0.10196422403232605
TIMP3,-0.015128210452155686,0.04644543466405868,0.025114589147013554,-0.05740529366225161,0.09083394649857277,-0.015703238530922387,-0.0716287420162006,0.012748377519959728,0.031384959424951606
PIGF,-0.01579880125763083,0.004801086862595297,0.07011233957317416,0.05661733080348118,0.04967684478806175,-0.009901180946426655,0.023575320486528266,0.022191425639529243,0.01845774640450165
CRH,,0.031275179437191936,-0.025045686270529964,,,,,,0.031163335216270283
BDNF,,-0.0344551169163877,-0.07069750360645768,0.02373320488376918,0.13581042758513454,0.07532683894496724,,,0.06158213057208395
CCL5,0.058690586430075416,0.11402893768861135,0.04805142304280846,-0.033053625813786555,0.042835192581613384,0.06957927897783905,0.07812260332039032,-0.03083288926712612,0.08989171417818825
GAD1,-0.023010991620481758,-0.06413355407121214,-0.05353522226259953,-0.03772793106168256,0.02942796823411563,0.012185064558952685,0.0007847916070134684,0.04377588517929316,0.010418087596808115
COL14A1,0.08928588226711205,0.28517632303968005,0.011252650944770355,-0.09713957567267378,0.07375306793990337,0.04946678294004719,0.1015971962894362,-0.03810536719495265,0.05614076735074121
HLA-A,0.008279521726774047,0.08667973717476142,0.10471506645521823,0.006958723645485469,0.039505421528852044,-0.062008574326562114,-0.06864166992648398,0.038690535837660855,0.04309024828159266
CD5L,0.023891383856442322,-0.014666124959993516,,,,,,-0.029145951580867347,
FGF18,,-0.013270192274358538,,0.003802295353676463,,,,,-0.025332096069279934
ADM,0.08564529850617211,-0.06875294998545432,0.1319703844467419,0.0192645039494576,0.036294675663861416,0.09886758846593156,-0.018023526852894163,0.03373787500375226,0.03111181793459787
CCL15,,0.03518155484787366,,,0.01209949047600147,,,,0.053239364977630994
GNAI2,0.003483519936397411,0.1287343406712443,0.10073118744582507,0.012054160519630716,0.04234540937575078,-0.004897337824553693,-0.04819365573599484,0.12482549552162675,0.07419163246313329
HDC,,,0.06260283585319129,,,,-0.04619556990719699,,0.0474385225012206
COL11A1,-0.027833998671415294,0.1571378077119649,-0.029611802784883765,-0.03289551607751894,-0.004132626857253332,0.0651584439392962,,-0.045976991260183855,-0.002524273593408534
NUCB2,-0.014032478260442696,-0.0014447078217398736,0.02892216675373821,0.008480045950551272,0.029671722180552796,0.019999536202294294,0.05641635687263179,0.032460263557395966,0.05563632752718031
CXCL1,,-0.0028139588691371577,0.08070159949105325,0.005000460717152092,-0.035316439557489844,-0.040156762008230096,-0.010130083150150357,,-0.0015157604887572759
VCAN,-0.07670710642639808,0.01935246932994091,0.0757256161988622,0.010349484448499492,-0.05277169715759074,-0.059293084678199985,0.03673413095801338,-0.019146191408650474,-0.07562765205898901
MMP7,,-0.004374648719561669,-0.011888434136207457,-0.014978662263757228,0.031139955677699244,0.04697383469351545,,,0.052985037151378735
PTPN6,-0.002927623692232884,0.028422562280982066,0.08936299608165356,-0.026779591717216177,0.12671673716946963,0.12005353153204111,-0.0287727880848521,-0.006883769682652968,0.031387656569111466
PTGS2,0.08983830887296672,0.036660787674710885,-0.05207570316266066,-0.05323105026359593,0.08895694826702079,-0.004341729865751132,0.050040754232282714,0.060776219855227964,0.03074492368629516
XCL1,0.022968268596874668,0.06901766966628586,,-0.00425420988315343,,,,,
CD58,0.07498209188220238,0.005951535783836231,0.08254284385003917,-0.025763429542300948,-0.00183901975246646,0.026219651725767262,0.025946747154726932,0.005453695119820828,0.07757738180222204
TNFSF14,0.046121982187415166,-0.016193642458840182,-0.0247712996635753,,-0.006756791549574025,0.03900814105181314,,-0.03481118061005933,0.02356229113669752
CNTN4,,0.061469126996390226,-0.042213374200296146,,-0.03921533722225722,,,0.01856676525432824,0.038968570491714025
INSL3,,-0.014397052863702972,,,,,,,-0.030082632142264067
BTLA,,,,,,,,0.011954344068015104,0.0005140883056466742
MFNG,0.02644490655233236,0.08086433459794691,0.08076007566390507,0.016963680520249942,0.07167245598066681,0.015853196722432596,0.057973054289893945,0.07884528165417594,0.011204767845551244
ICAM1,0.08108018196224663,-0.017320271581137053,0.10755711117673718,-0.03623563277039436,0.03633616455795217,-0.0037381455835315287,0.05599747599510996,0.06328150258838092,-0.00830796847984406
PROS1,0.025610506694083077,0.06384388947956421,0.1010219819632673,0.04030995670373169,0.018447064801189756,0.012800732850543207,-0.030172855132771615,0.0070754554249796535,0.03560660609661366
CLCF1,0.022031152509335673,0.1491492211382063,0.028619947036346023,-0.027048685427138532,0.04323542656608776,-0.07674661114662348,0.038052039816543724,-0.015222938622061566,0.012514904493183855
PSAP,0.014724549190076467,0.031323244186567546,0.013308657424882195,0.009133540008676286,0.012008858515146865,-0.1026203069014429,-0.04881669006759423,0.010008267887376989,0.043783181280438246
EFEMP1,-0.06912641040422939,-0.0016150524205542967,0.11421317336315971,-0.0019083195340681926,0.0400714298569672,-0.00810476203054726,0.04361029104069497,0.07892999999412047,0.061962226936889075
C1QTNF1,-0.036555121989332966,-0.007026394684165395,0.06012437646224137,-0.04134620268649413,0.09542698198679692,0.014453589192564575,-0.03299257901530006,0.06621791347382089,-0.005236467051038262
ALB,0.05521891050384995,0.02424468818469742,-0.019941352516440206,-0.02383940635360707,-0.04469187908872499,0.053481011552540106,0.02534725315888116,0.15168534545068338,-0.009799888087370161
CCL13,,,,-0.012305911110791717,,,,,
EFNA3,0.005270589092996821,-0.06423383251966076,-0.07867089836280124,0.034404353371053895,-0.05362392960389799,-0.025672878667720868,0.03153941373417944,0.021124722026886943,-0.01611025167962458
DRAXIN,0.045026909064173455,-0.07545432349870114,0.08822181469730137,0.055624650484006985,0.04403700810627599,0.0012054076930414902,0.0057562826388510915,0.04953162813031799,0.05447136093560748
RAET1L,,-0.011215444003374899,,,,,,,
NPTX2,0.019972442146437903,-0.0675434028078587,-0.08692898393925283,0.008297114053213787,-0.05347367393307421,-0.11230341680568719,,-0.013665084958902651,0.08306915281273451
FGF11,-0.060674910587680896,-0.028212829417931247,0.0825289308447123,-0.019736147655180038,-0.013320364100233031,0.05210332007614393,0.0449859046921945,0.017091236891965362,-0.00228832894235283
CD59,0.0564226082621235,0.12976227253522005,-0.06451259513368177,-0.04231191507557093,0.10553909092703763,-0.08642127913729725,0.12269369911559648,0.08756096877762243,0.03800657987312501
COL9A2,-0.01428330613720988,0.010314876502343032,0.007710235481661904,0.0028830030398940905,0.023985742826019032,-0.014260396392096118,-0.05879102386373808,0.004027850343614154,0.057582707992777454
DLL3,0.05061064026601845,-0.03539820283654834,0.10688249348097467,-0.005738813241883277,-0.11081466554085151,-0.04149869983512678,-0.021668730468653943,-0.06862008244958677,-0.015420479232869782
FGF5,,,-0.01587918674991618,-0.0011690808549285469,,,,,-0.01707838868115842
LIN7C,-0.019051865637856137,-0.02648485049650074,0.012276593825554509,-0.021675899300679712,0.01760400752188332,-0.039168487953047025,0.07381913628174289,0.01010415346172564,0.0395655958063011
GDF7,0.019539333502730957,-0.026448795455490486,0.09203770816743109,,,,,0.08092791860126666,0.06633482078562457
