,UKF251,UKF269,UKF275,ZH8811Abulk,ZH8812bulk,ZH881T1
RARRES2,-0.020828216575758274,0.12474643924768204,0.046992868120310526,-0.007903344593458652,-0.010844402889318011,0.005058591308471791
FGF7,-0.002019644733108225,0.01651430560975866,-0.03541466897724665,-0.013813070983819025,-0.02154900291102995,0.017251660631148472
HBEGF,-0.021981232806408867,0.049959487520641645,0.08539141051531757,-0.03676564680826945,-0.027224800538016233,0.035957450188556526
CSF3,,-0.018605391873250485,,-0.01535076390129276,,-0.02125604149008761
PI3,,-0.02094991681387272,,-0.060390768014901806,-0.01859926855823723,0.009387443118162508
PCSK1N,0.025459852433727892,-0.048685090541452564,0.008288053636392921,0.033161696260768876,-0.0032934871779961303,0.07986825628248552
NTS,,0.011341260935143472,0.029777563424843403,0.03272881517615724,,0.09571919961767703
SFRP1,0.01978830957219969,-0.027358547021395545,0.0929757677741529,-0.009444854969230775,-0.008046276001532642,0.017796009623707563
CXCL13,0.030783417395841513,,,-0.02857319346224787,,0.058389453681099865
MICA,0.09480098878523871,0.00650016435016792,-0.010070302590667993,-0.008215711363538455,0.03565021499512103,0.06199942196396067
TG,-0.022091849557674133,-0.02245504340427147,-0.01787119639476023,-0.01690256673722128,,0.023982487537626645
ADA,-0.024252032006375285,0.01883187115413804,0.012326734245721654,0.007119107271340225,-0.04891719962853839,-0.04267001533956982
LAMC3,-0.003445151907446382,0.07191362984051702,-0.010257793078799073,-0.03547987445888154,-0.02946922146622199,0.045062336215762895
CCL7,,,,-0.019065325877805097,,
NGF,,,,0.057130566997768556,,0.020441601713421263
TNFSF15,,,,-0.018586551879406304,,-0.013199636844138012
HMGB1,-0.03801392166982191,0.10706855205772416,0.006041133468806212,0.030171961507209334,0.0002771337342350382,-0.006720310333995682
ITGB3BP,0.0065585865501358075,0.06868981147651004,-0.013072696253370382,-0.031151332521600676,-0.05849903914518716,-0.04778786722276208
AANAT,,-0.016782566967308895,0.0011054027262599952,-0.016725670361124063,0.012642628490439994,
RELN,-0.03880320256020073,-0.03405677490969861,0.026347630908860005,,-0.001275001639798657,0.0299337584951372
IL15,-0.005624739864412301,0.08277888884715252,-0.007073767174149856,-0.002954833667144554,-0.00032159095893263107,-0.009005580913759852
UTS2,,0.03589702740543144,,-0.014243132423973579,,
BSG,0.020200669556951104,-0.061844965575331264,-0.030766959949414426,-0.028690087520703927,-0.012099232464892203,-0.009905176742900325
ADAMTS3,0.016809650491257752,0.06816632452292402,-0.012267711500230318,-0.05032687539216687,-0.041954705799070006,-0.03746396345641481
CD34,-0.01097227881034477,0.022730244559370963,0.016008838073882894,0.0057745218880401634,-0.028354021907238215,0.008746536294782841
CCL23,,0.02047916213933813,,,,
PLAT,0.011409839866897767,0.10319323114455059,0.0049975014983213795,0.11917155338050636,0.06848569805358334,-0.03516051057314998
NTF3,,,,0.058169423097237584,,0.015767177700067348
LTA,-0.016246415604745254,,-0.015478694447281905,,,
CKLF,-0.017361501582906044,0.06526917668733674,0.023145029843682677,0.04876302532887071,-0.0934562625460377,-0.053068539819213875
CD24,0.0023394960213907728,-0.022020491136796685,0.06258667087099477,-0.004679609701010729,0.0843149268216523,0.03858396700882445
HSP90AA1,0.007195952131062658,-0.09309021169656814,0.06530537114781,-0.009897675961930159,0.036559955560056034,-0.06360312688995776
BMP4,-0.017222152906005213,-0.02827990414246449,-0.044397390651971944,0.029086687950832208,-0.04789036864437268,-0.027382697958381393
SCGB3A1,,,,-0.012656713725593094,,-0.027411480658722964
IGFBP4,0.028126369394547445,0.08972091356821688,0.07115020845261052,0.02427135205062656,0.029526753566682273,-0.01231635942615387
RSPO4,0.0832517360805276,,-0.018002663961121504,,,-0.018460465655157368
LEFTY2,-0.01644594630685993,0.03270260771703914,-0.044334272527719425,-0.016184302692594958,0.034232654265129295,0.035758322656497685
PF4,0.029388259654368434,,,,,
ANGPTL2,-0.03239998544358491,0.10380820867613602,-0.005768458002487442,-0.015831676642315773,0.0022579663504054158,-0.04938844933530297
LRIG2,-0.04828784142928893,0.09020491272938491,-0.024800162481153167,-0.039594676703733324,0.08009352392473261,0.04113213227914083
ICOSLG,0.044651069130108655,0.08716991299290969,0.007478938658634849,-0.0010213151539531268,-0.05886310907895884,-0.02380854100819986
WIF1,,-0.05441150371901427,0.006236013938695685,,,0.004462884137217323
NPPC,,-0.036744606683244065,-0.027099325435659165,0.03733475211069136,-0.025688590375891045,0.03972880234491123
LYZ,-0.027107445553155515,0.04319975077360507,0.005235466762713784,-0.017325840106017343,0.06049642813499318,0.02234910450932257
EREG,,,,-0.016455663129150366,,-0.022992821218250543
SPTAN1,0.0340831621876359,-0.07763109413455213,-0.011381881766066205,-0.006117813311586135,-0.032684477965940116,0.0886807170485628
PTH2,,,,,,-0.02935829034707115
LIPC,-0.022242166103749045,0.0092500867088217,-0.01655254457595499,,-0.031531448856392794,
COL8A1,0.016746662227239056,0.02364209847662804,0.06988223844252628,0.045348364892918026,0.015406344703948709,0.026792066115819285
GSTM2,0.022120301871479675,0.03650966119249882,0.008020171848075073,0.06743659928930289,-0.00030151554852771986,0.041668559264279516
SPX,0.004187230703569036,-0.05885799853540981,-0.033331402397938484,-0.019222539782883137,-0.005067809940040476,-0.020531432723007326
MFGE8,0.037686560788997556,-0.016383292043198973,0.030586016191008356,-0.019013143005966005,0.028166483434023032,-0.03794921839573544
TGFA,0.0018142113293899307,0.02754107367523831,-0.008270091679082872,-0.007616863888359532,-0.02512196427143122,0.04148865824228279
SLIT2,0.025462108204889488,-0.04214757944506781,0.005572322955027069,0.06030312529468789,0.052643553220444804,0.0159913696616129
PLTP,0.009647371891078796,0.12332891304730949,0.023538699672171304,0.005019126820475587,-0.07695784214901456,-0.019132245386296733
APOD,-0.02869669355994988,0.08557310600524619,0.05420718372708631,0.013629990164186041,-0.08079638509934543,-0.04016856443888752
B2M,0.010123827094051574,0.12553487893046147,0.06345216221406766,0.03299155636329894,-0.010305735868768866,-0.008321063343135492
OMG,0.022557837356470475,-0.054231872507345395,0.00880899124758799,-0.001964674368085741,-0.05857256613283293,-0.009907005024316582
CXCL3,0.072958561915181,0.013837682087125122,-0.03544948384141538,-0.025061265910816158,-0.019067943795370922,-0.023032213796263645
CXCL10,0.050660129319240764,0.08754933188553228,0.08333551325511675,-0.019687394813599934,0.0516173579966492,-0.025224527538146777
RSPO3,,-0.027557864845461806,0.02381882337797914,0.027263083533744077,,-0.025835995541389493
CORT,-0.026393149245570298,-0.04769505929275306,0.011295564762414298,-0.02173951689621027,,0.1081000861997652
NCAN,0.005204839687204488,-0.009001430157864908,-0.0006760787753788789,0.025623413482522825,0.01844560546036606,0.03682355584132252
PRG4,,0.1564751142551081,0.0011761138588445828,-0.020881807748147505,,0.0032921609243492214
ZG16B,-0.017783309963902,0.0036343050260526735,-0.01229922787075266,,,
TGM2,-0.03069079832344075,0.040216457016288724,0.008406220504456266,-0.03133922364655182,0.026063321593104306,-0.005689480516117878
VEGFC,-0.02283445482046389,-0.0072863047101471385,-0.00034114485368170094,-0.02453597914858403,0.05716792714458133,-0.03150678533761565
WNT6,-0.01644594673847562,-0.023475574217002543,0.012540346018965778,-0.01356543998207515,,-0.024500050654168735
NRG4,,0.12535053352530856,0.10727314605553571,,-0.020195835172748613,-0.024377523867130775
PMCH,,,0.04456887225138295,-0.0193785913835562,,-0.014035571752314738
COL9A1,-0.00848129220098463,-0.04049325069313952,-0.024492742683145965,0.02332953468902849,-0.027835845009312465,0.00440581415516012
GDF11,-0.018790301771553275,-0.010611611556432867,0.05542940951520692,-0.029266029490514007,0.04254116826003678,-0.01249591056424533
IL24,,,,-0.01444821077101351,,
SORBS1,-0.03477500322490415,0.02560711299550684,-0.018866197019894854,0.039170248815436806,0.05510590344134459,-0.025418050165319294
DLL1,0.022601051653818063,0.0094810620657506,-0.010969848069995985,-0.017288915610468258,0.01905736482879323,0.020730524846713044
TLN1,0.06602814690929448,0.11255886342477084,0.0172002050920357,-0.05729123015904288,0.048786185617953684,0.02653013065959936
COL2A1,,0.08670908285621154,,-0.004705531147736341,,-0.0031032354791805253
SHH,,0.0050241193937215255,0.007087876525965672,-7.330478216976296e-05,-0.05086007319966045,-0.030455760794015786
PON2,0.022543806644457706,0.09759191148753524,-0.04702837611322106,0.09327948000825727,-0.026386642950982454,-0.007220892660337023
ICAM5,-0.021169626944984154,-0.043057987727954876,-0.032594952931766286,-0.027989479628772684,,0.06183351114828091
HPX,,-0.008011922587742585,-0.024136472416403137,0.09412655695401172,-0.027077425371909467,0.024640393258875314
SFRP2,,-0.01758575130275916,0.03611137425837974,0.03802849599746173,0.01471376942388602,-0.04755829695162969
CFC1,,,0.05787372509121774,,,
CD70,,,-0.028873186479097302,-0.040346128442334574,,0.00791859302414776
HP,,0.012275209559919436,0.008248034399526004,0.05363840873523136,0.05063258702465588,0.04179595869190107
CXCL2,-0.00014087854756001734,-0.008898926801703561,-0.017078468849309688,-0.05429126360085325,0.05553884283439871,-0.04500946706117372
NPPB,,,-0.01355377517535882,-0.02701140299810846,,-0.0026526475427237255
CCK,-0.054790959898550304,-0.11918695369510282,-0.025550864599238107,0.1266628826544069,-0.05654160956095372,0.08587066936212497
SEMA6A,0.020731429694657712,0.05058451020224639,0.007024737132216203,-0.005183152310129271,0.0304222190620652,0.053827754135804165
IRAK4,0.03238402966456927,-0.012341838325382945,-0.004786890640585728,-0.014348919227417434,-0.01297474695278037,0.056363338782463475
GSTP1,0.016064358660311986,0.12472476815330787,0.05772356050516861,0.07279498191010962,0.03234551535677007,-0.038418855240118746
VCAM1,0.06164262269996086,0.11055640902774312,0.04267458073806895,-0.035593564134000714,0.06564952545546522,0.016110756044628794
NXPH3,-0.029138981159965584,-0.02733038424878473,-0.038963449586759506,0.07157007569103604,0.05981403510199455,0.013257887479282504
MTMR4,0.03398161044610201,0.047955955275889035,-0.008783245936591277,0.019432393345475887,0.06316324624790526,0.09173388600384959
LAMC2,,,0.015453246186218407,-0.017762757140708997,-0.019526250759136186,-0.013623711623429017
IL10,-0.023555886177807135,-0.01587775580632727,0.07646070941723604,-0.03380928008068784,-0.018834944055994098,-0.022702254485237893
SEMA4D,0.07792932866535426,-0.0033572529118118632,0.00270001543959244,-0.05056677999582688,-0.05741483865693175,0.035598012109560935
TRH,,-0.03652786142871406,-0.012215847816968417,0.0036644431970908344,-0.03131780734663023,0.06273142758002356
SEMA6D,-0.027328903848903085,0.09467297408864721,0.005041266950798178,0.011512709480764148,0.05158402029091869,-0.0016533971128092357
CEL,,,,-0.021879606740306732,-0.03806280782955375,-0.02267932355034403
PDCD1LG2,-0.025493376794854045,-0.0012374683194901568,0.03170861940904491,0.08570721304355494,0.020015759267532143,0.03714700662330687
SPINT1,0.03335728968787489,0.029582745814581975,0.008924003926236377,0.004184622879255938,-0.038580219003052085,-0.01794333866014903
CTHRC1,0.0716117457716569,0.06577338191281314,0.012888717030904122,0.023023885089247024,-0.006442551794640648,-0.00022425322316851147
PODXL,0.006598522856706699,0.09553953957763231,0.07946900321965177,0.047824884291842985,-0.0234234220742641,0.03919566028516919
JAM3,0.018955006722725515,0.11829245737849042,-0.033385654440055555,-0.010397081533686726,0.07638790554247973,-0.012618902738508955
TGFB2,-0.016220099043800056,0.09428385205303526,-0.018619257171457397,0.017138961292587504,0.001001749044759568,0.07042091557119108
COL18A1,-0.009774794534784265,0.06103967995978222,0.019997028996541214,-0.008152765370245531,-0.056700926133579854,0.00527449141578802
NODAL,-0.015840204042388544,-0.009412287157824852,,-0.021598633672295746,0.11110894744982806,-0.015579736038647674
INHBB,0.02777919994258444,0.09211670047821365,0.02603801896991953,0.04289903824714985,0.0738349576385737,0.0036283331163969837
LCN1,,-0.019336741132306778,,0.10646795255167014,,
ARF4,0.008844106226234993,0.0482977528208488,0.021752369094100353,-0.03878842733101943,0.027375791923140585,-0.023632445457503728
CXCL14,0.01980558240496694,-0.014735760369070533,0.029500021903118675,0.03488970114112918,-0.02632233539670213,-0.019488985734237924
LIF,-0.020044869542518075,0.06719104816542525,0.013521337092552668,-0.011826721078821427,-0.05161438953584889,-0.03808349946791768
IL17B,,-0.007820944307267095,,-0.019991925448187665,,-0.019382639332684085
MMP1,,,,-0.031585685795229204,,-0.014035570640783337
MATN1,,0.01731630534105747,-0.013723999963342197,-0.028907472717363453,-0.019751746277507674,-0.01997589065660745
ADAM28,0.007477564555626471,0.05874184816597689,0.05125549391202011,0.052457509643169704,-0.018970367151852116,0.0610910017043944
TCN2,-0.015124231016163068,0.05769322967739782,0.02319396752555835,-0.050508093453887334,-0.0221227121327765,0.02656531248274784
THPO,,0.05171838857381466,-0.018288448747374675,,,-0.01732815990485047
CUBN,0.012672930240583365,0.04066359955253643,0.020616066145111623,0.0365577489637009,-0.0004524091930587033,0.027015092533514307
TIMP3,0.014557316236974477,0.0021396023607535945,-0.00528571633184277,-0.06667055169561817,-0.024426317702119626,0.019791212510298167
PIGF,0.004717178627773756,0.046023095322635425,0.0070959565772247945,-0.012019010989453174,0.014338733083969034,-0.005267720152549489
CRH,-0.01987941430518829,-0.02973482299920339,0.00480360077799437,0.011996414062219851,0.014327181485128886,0.024179080449481548
BDNF,-0.017783306574251204,-0.0760555034052041,0.011103976608286754,0.03392378542468904,0.012266435810359421,-0.03143352101505198
CCL5,0.03157783385252758,0.027915834087448476,0.04036266438106871,-0.037333069242818005,-0.03450729756156888,-0.035317307836898626
GAD1,-0.006899745743741518,-0.03188028533103585,-0.004947513084695177,-0.0032212672457516784,0.07087810113312551,0.03307678996014996
COL14A1,-0.02480700042569116,-0.034302260830254054,0.02545709140524429,-0.04382762217291316,0.0011513044508739256,0.002893592132943191
HLA-A,0.006981990075647042,0.11494835263881105,0.052709351678464515,-0.06003447127391642,0.03222578976465114,-0.07278000721323177
CD5L,0.002894491630840934,,,,,
FGF18,,,0.041362111852186,0.01461143296180877,,0.0061221538781570375
ADM,-0.03881698498240261,0.016014051093606544,-0.02520953202456374,-0.014060371412185975,-0.031467475181506895,0.02354046974853869
GNAI2,0.03804899608681277,0.11095976262441659,0.010575745626907013,-0.029801724684801852,-0.049313135340213865,-0.07926694556370179
HDC,,-0.004166451782558027,,,,
COL11A1,-0.0036364023170694045,-0.035155823042145186,-0.017702132160555144,-0.03382358428791531,-0.02050755460493614,0.018494814938546867
NUCB2,-0.020119818310173915,0.03470876150386375,0.019051446509442842,0.018347719899983968,-0.06397058562226347,0.007242191369783617
CXCL1,-0.021325857420510026,0.12044515303088621,-0.012160705347777667,-0.013250746990555565,-0.029689758952861252,-0.04003677639924314
VCAN,0.03366323890912372,0.11003102952362726,0.07662038725444953,-0.0520985468041798,0.004219247364041388,-0.06944064738093472
MMP7,,-0.014114226336603237,-0.013553775101306042,-0.04835420228180143,,-0.07434292728178174
PTPN6,0.007573815299552046,0.06496471892446591,-0.011629032370334214,-0.02972527883843398,0.060169691750097294,-0.005852881737010577
PTGS2,-0.019032209074841665,-0.0980819811471185,-0.016237231385322938,-0.07248357096831652,0.058399620237773744,-0.02006401136031209
XCL1,,,0.026490017938616266,,,
CD58,-0.015400378081480984,0.06363795801823231,0.02868543157480553,-0.027071945358046263,-0.054664348747788624,-0.012708102765172967
TNFSF14,-0.02224216622232334,0.02484218773331451,0.06792385238685691,-0.018906952528592345,0.01144092630561382,0.015532671630866595
CNTN4,0.057467736121777795,-0.05011670259248939,0.018021648661529686,0.025779615983157082,-0.024786913775284594,0.06803396980070885
INSL3,,,0.07132101887250392,0.059250738575811,,0.07190057221061388
MFNG,-0.009941352538534681,0.02841185909934211,0.07880342195486506,0.01687077101479006,-0.048492630696164,-0.05971366656658586
ICAM1,0.07197661666753162,0.09551335717470691,0.04605573619632133,-0.048868281090461096,-0.01775965242829355,-0.020636421616335845
PROS1,0.046235562152532765,0.1409650502084859,0.0192559618294329,0.04437089389584197,-0.02089290222732052,-0.01426506257998441
CLCF1,0.010262176322464104,0.0048892724269678145,0.005308461155754406,0.046935385583835657,0.0014953896576366304,-0.01416686892593931
PSAP,0.004251362156465388,-0.0714438515751458,-0.016802452531153863,0.021341758779948785,0.0723278052365603,-0.035008647124502294
EFEMP1,0.035262789420645375,0.08256128885735584,0.10162424066822855,0.13894936068821684,-0.004691599613079643,-0.015830997915440435
C1QTNF1,0.016249220914737454,-0.002255866123381593,0.023016319925118888,0.02435896995982205,0.027476984365324402,-0.09799202883308154
ALB,-0.029340610293955058,0.2735404426045794,-0.01706269039313194,0.025120062765909328,0.06046324861992674,-0.033925828203641414
CCL13,,,,-0.014035216852423638,,-0.022733231761571132
EFNA3,0.014330903463824289,-0.09503492066012112,0.01637888894103537,0.08190056770801052,0.003200551486579204,0.05902342833646806
DRAXIN,0.0004653483237540683,0.035001336262720145,0.008016583247352355,0.02038514361103874,0.03931843472085592,-0.039557030261591526
RAET1L,,,,,,0.10125914543635171
NPTX2,0.09234960485342636,-0.09168530567747327,-0.03859193081945452,-0.034951386308351665,-0.0040903579178722185,-0.056587735350889325
FGF11,0.00023085094301682497,0.04043003512072183,-0.012642355827609943,0.00523662362814246,-0.016603626185731316,-0.024130512133093578
CD59,-0.010391883237406157,-0.036304769601107886,0.04198646994216594,0.09244071069484766,0.054531693178655014,-0.004540417226458836
COL9A2,0.026460341410198485,0.04712593840329828,0.03790437283953415,0.010552684573320438,0.030923490117413098,0.04120345334297223
DLL3,-0.004305701395916159,0.04150932466870345,-0.029447606559368778,-0.006136114216615501,0.07574841618317715,0.030867384975917213
FGF5,,-0.01885214093476954,,,,
LIN7C,-0.012600776637847939,0.04370453375416598,-0.01971620296204183,-0.02355954354040856,0.009684584625115936,0.035892024740056365
GDF7,-0.01868334578299787,0.09438117361584246,-0.0028306875373926344,,0.01533666455206742,0.027791282855739556
PSPN,-0.012717607732637054,-0.05083593678979207,0.03480040399602738,0.01676548576099769,0.03713631101745978,-0.013683725444343526
ANGPT1,-0.01118712408828839,0.0634795474717949,-0.01622016529563906,-0.010798536848925639,0.01768642036570599,0.0395104733700177
PNOC,-0.039098419923967474,-0.057066642443348914,0.001574644867495687,,,-0.019532477195152026
L1CAM,0.011590024565888868,-0.05106228506848014,-0.002551442055545595,0.027536369316683,0.01825077200662327,-0.029878978899065097
APOA1,-0.01333866770292454,0.06841536487107075,0.034605845321134136,-0.012192434464217429,-0.02724679342823909,-0.045739874154724455
PSEN1,-0.02158757796209983,0.03220104628037682,0.004866440758244485,-0.02582477825690727,-0.03836257104361458,-0.01652477271391845
CALM2,0.006230492918784034,-0.10713274610711891,-0.015324379144655434,0.10005957610084006,0.002605787364275561,0.03941641159678411
CLEC2B,8.533844428175425e-05,0.054048511326734,0.025010328696741697,-0.05094791912177508,-0.010222335911104915,-0.0033311778584892513
NTNG1,-0.005433109454282934,-0.027632321090747102,0.041371456496466,0.0081671733005263,0.08214476742006524,-0.002124306569167881
LRIG1,0.01640008353721172,0.032289403621575015,-0.00029431032868125397,0.047370322575045594,0.01880648053792295,-0.01579544225395784
CPAMD8,,-0.01705429853212417,-0.0009095593625614065,,0.014800719801882693,
GHRL,-0.023697806384562863,0.08581556170337787,-0.02117424424465276,,0.016769483801219554,-0.017821542347687163
NPY,0.03178269022055428,-0.11775263749573794,0.048491686708580256,-0.06257846955204904,0.043240937504849065,0.0006321340099497944
MMP2,0.03822669363170822,0.13642842826695153,0.0875048539790687,0.04094556874770477,0.05820141775219679,-0.059248093754218405
PPY,,,-0.012669861326106898,-0.020400790194989308,,0.043445918153426785
ALKAL2,-0.014996446074921892,-0.019336737998377648,-0.03056174801587733,-0.0425916733058513,0.026571443822448443,-0.007066625973255593
CSF1,0.03740787535465226,0.06516357742859828,0.0645202236125902,0.004780526249525821,0.04711594268018607,-0.03834115305862432
SEMA4C,-0.06979912196127236,0.04404233076911007,-0.05189318561776315,-0.0037722865925740767,0.04394493749196187,-0.021626487093388384
ICAM2,0.01355589890778826,0.040375669968266345,0.041900405256534747,0.013657378466100037,-0.045103119788331994,-0.03210804356621302
SYTL3,0.04885082091164228,0.05495851454094538,0.10674006982700839,-0.050870540654216076,0.00030116663810903627,-0.004245075112810262
IL1A,0.04889261813295387,-0.005234473978045163,0.057115901475676224,-0.03545819238237663,-0.038192607605153944,-0.02627939981647971
HLA-G,,,,-0.017026062678853808,,-0.01691725038944242
PGF,0.01856229527414718,0.07714094512120276,0.033661616974276824,0.006323133254599096,0.009486017114342988,0.04815688521664915
LGALS8,-0.0059551881510534685,0.01635063056692714,-0.04654073072646528,-0.01934454579600509,0.06402096446734727,-0.0020267185737878595
DKK3,-0.019720199787903053,-0.10774002109511893,-0.06022142586066378,0.023703221217157563,-0.04123795780044443,0.06635131713412189
COL16A1,-0.02330628091516931,0.06729762100871642,-0.03226225076596046,0.01384604607401371,0.007908916315057692,0.02351127353618989
TPH1,,-0.020273258277884895,-0.019163947759180296,-0.03400617652472878,0.02154884633798234,-0.04666177362243828
TNC,0.05164594451273419,0.08739730617962471,0.028607492916175096,0.025473181791712606,-0.054537234671430394,-0.01738467208456794
TNFSF9,-0.025077476651338543,-0.04576494980503965,-0.018354645379674368,-0.00866870544382053,-0.02273298308322232,-0.010845375629764729
C4A,-0.014778325413953625,,-0.015019485098252709,-0.015625629265229465,-0.02690716723418862,-0.016649345684165682
CNTN2,0.03558345166205937,0.032964297779504693,0.07749019239572079,0.054785039160932546,-0.001499975033082414,0.037438909578652466
F7,,-0.017054288619595372,,0.06627924225062583,,-0.016475585127032528
LUM,-0.021788395030793252,0.0035643409748117904,-0.01062443099146273,-0.0043206588544208715,-0.011332688027213609,0.016744003957025015
BTC,0.005756593814170876,,,-0.01424313504208044,0.06389430356220638,-0.01594374172118321
APOC1,-0.03814812097429911,0.10350902905833476,0.04097998407324118,0.06673145111613396,0.03573653151375319,0.020131318199435717
PKM,0.01686103451520207,0.014438173785910667,-0.04164249000949356,0.014335745349253411,-0.050363024372319674,-0.05167843136278917
TNF,0.01648785393027299,0.06566166373294836,-0.017235287373760153,0.10820153724411011,,
GNAS,0.02160498325351184,-0.12686256413855462,-0.05608925214563038,0.03267931133305487,0.004148180465359941,-0.006004692346646074
BMP8B,-0.016360252686839608,0.010169908436006387,0.06904034722589174,0.06389403694064881,-0.02725923067063492,-0.028039883188715392
LIPH,,,-0.012109810813236218,-0.014035222014234976,,0.0015563492785640133
CCL28,,,0.0702386809756881,,-0.01859926855823723,
PTPN11,0.0288044903971078,0.0517148329246626,0.0030456401527052023,-0.01381494638205474,-0.021378408557160562,-0.014950447759706166
ADAM12,-0.017598129455256874,0.029074028753575377,-0.004957010059764124,-0.031316765696034574,0.0016874550482083026,0.027975552224906858
EPO,,,-0.012669861879148845,-0.015242609549185788,,-0.01576272069629577
EDN3,0.017491312164197453,0.008088441417438865,-0.005701182669243361,-0.03923305574002961,-0.02048976565417353,0.04797998393848447
CCL22,-0.018683345330573205,,-0.014797849542907457,-0.017251351019646997,0.09220757098830015,-0.013831101217409544
CCL2,0.0691153682630072,0.008150401079720822,0.05561675857168,-0.0016890601916247727,0.004295425272874774,-0.010688440894037355
DSCAM,-0.02065240486585297,0.004626835529539308,0.011913024290794128,-0.07583663908445615,-0.05886715781108926,0.04576751335656399
ANG,-0.053459630402592925,0.07730645956206622,-0.024525691043511443,0.004186555170276949,0.0125264229586406,0.01650150924726742
FBLN2,0.0066177692043904775,0.023392499812382873,-0.024372014624947657,0.0017372974468164502,0.0034988613092642815,-0.0018418165363423681
VTN,,0.05392600890973015,-0.020815160215598635,-0.01742334581742515,,0.05203423628081528
VEGFA,-0.01889390542225857,0.0013436213512062326,-0.0173449007766511,-0.03545679611887695,-0.01118027436151268,-0.061843538968089064
F10,-0.021325856989310825,0.027226876770460817,-0.013892229710937336,,-0.019974919497759813,-0.0006000587335852188
SERPINA1,-0.0005456165022083398,0.11107845605081557,0.023516509295854204,-0.0018598256029097422,-0.05363513677831371,-0.0075977294499811835
VWF,-0.024319267162948383,0.054253194742331375,0.03280914872335683,-0.0010014509779245476,-0.012760819858603532,0.020996575067631834
GDNF,,,,0.027729918212797102,,-0.02207259290730767
VASP,-0.0404273297654082,0.04611579174514814,0.0019976279738435215,-0.0181586159862206,0.05811090889752763,-0.039427212210287256
ADAM15,-0.016704697575024696,0.060211690382192075,0.009587454365353057,-0.030799632567703877,0.06872886976757688,0.0020110901576902685
WNT2,,-0.04377575350648527,,-0.018906943960179824,,-0.01892667013060354
CALCB,-0.0035797264327830387,-0.018852140729897188,,-0.016547034139091112,,-0.02462205539560606
OLFM2,-0.016283491980658402,-0.01710956411466382,-0.02910372589330279,-0.014069846692065879,0.06954414350668348,-0.031736546748414904
MFAP2,0.003345899054750773,-0.004206042942781443,-0.03327348068938522,-0.016568019910483695,0.005582997548734417,-0.014595938988742974
HLA-C,-0.025609969956388173,0.11785856288200118,0.06466220874882038,0.02260233824892175,-0.03575994928112277,-0.03514077825504023
THBS1,0.03338340598408677,-0.014257829601743939,0.09408560306385062,0.02657074891767326,-0.012564005712894096,0.036191583476120545
HSPA4,0.003630223196154341,-0.0030762646917913868,-0.003977131353087871,-0.04865162342160842,-0.012036710683818005,-0.0040923600061831215
LMAN1,-0.027660659035349273,0.09694229399389367,0.008344042566687858,-0.03344072736960455,-0.04451678673407206,0.0010482169327099779
LYPD3,-0.017222156211648267,-0.001811557955465856,0.09091397247756838,0.03624349707261979,,0.03360005913172492
