,MGH258,UKF251
BMP1,-0.060752746414610835,-0.011362582121831015
NDP,-0.036714523996812416,0.0513507743082946
TNFSF18,-0.020370408205387207,0.029270145368146077
RTN4,-0.05138164266635455,0.0027116248614688855
HEBP1,-0.08771892791064193,0.030565207074606256
WNT7B,-0.01794569161001915,-0.019936824472943437
PTMA,0.029150409995598352,-0.029614456220947515
FASLG,-0.017945696683220196,
CEACAM1,-0.005525501874172873,0.068375131260678
PDAP1,-0.03304779825147183,0.03635027692010149
QDPR,0.0328366295226964,-0.027943496025185845
POMC,0.038941845470618124,-0.015415534124915566
VEGFD,,-0.021914629631071242
WNT5A,-0.11374236408870408,0.04142842909164154
CXCL8,,-0.020519560265011907
GRN,0.0013388501950074615,-0.004511516863348138
MIA,-0.023489369103352514,-0.019489339041949192
COL4A4,-0.020783303430662262,-0.022425097532043865
TAC1,-0.017945686919705023,-0.012727759740461978
RARRES2,-0.07799608087425408,0.0016129625915706975
FGF7,0.03273746293058019,-0.02473471172751243
HBEGF,-0.049086171289663236,0.0369612167600265
PCSK1N,-0.0906964262831558,-0.02160650450451803
SFRP1,-0.026111427772398988,-0.025190631657379947
CXCL13,,-0.03699747110201794
MICA,-0.07057775980183421,-0.04865592554628972
TG,-0.020783298747064815,-0.020805343809614338
ADA,-0.009892686015005809,0.011146894910392098
LAMC3,-0.01803892258782665,0.015865209630042367
HMGB1,0.003940766376927112,-0.009825909294346723
ITGB3BP,-0.05508854000341935,0.047196201603376245
RELN,-0.017229905671298798,-0.01439038188809796
IL15,-0.04802386481093999,-0.013685441436523931
BSG,-0.042635057172287175,0.00479421200864324
ADAMTS3,-0.055583320080482244,0.05117205562143342
CD34,0.029159503214360696,0.057790764505444105
PLAT,-0.037730997380530235,0.03328398621361064
LTA,,-0.015300315233823043
CKLF,-0.03157409895897316,0.0380478357179689
CD24,0.04061284152658262,0.06450249852118037
HSP90AA1,0.05167451586197683,0.022134689329583467
BMP4,-0.02138903163413118,-0.01621923105241854
IGFBP4,-0.03936478916513006,-0.018076922591911078
RSPO4,,0.030451797030016898
LEFTY2,0.0017109493894316035,-0.015488226383916288
PF4,,-0.013917716235501778
ANGPTL2,0.04916584911718928,0.05192493083083653
LRIG2,-0.03210229646664675,0.06455275959405012
ICOSLG,0.04591698222199074,-0.00660611282216332
NPPC,-0.0012471220990682398,
LYZ,0.03131209130313055,0.002530655143568317
SPTAN1,-0.07906943450981273,-0.027726927020585018
LIPC,0.09436853349426023,-0.020946906760837488
COL8A1,0.07476523988848537,0.0488681398661051
GSTM2,-0.05013026733541991,0.05898053508301869
SPX,0.0500550536050531,0.029703238977967197
MFGE8,-0.06522404814072526,0.014248240977048448
TGFA,0.08653000092278348,-0.02255991077231137
SLIT2,-0.021389028211565363,0.007451567109019264
PLTP,-0.05865825631143908,-0.03751319291182948
APOD,0.07358276290766262,-0.017563106303309938
B2M,-0.09602510414441373,0.0011728437510002154
OMG,-0.04809976719836992,0.04793384942671698
CXCL3,-0.01673685639814891,0.015710264705265178
CXCL10,-0.13010333478714364,-0.004718061722991694
CORT,-0.020783303096119483,-0.02485615986289404
NCAN,-0.05756630929373922,0.04209962607674521
ZG16B,,-0.016747709462080655
TGM2,-0.08525214858440781,0.03960680007583435
VEGFC,-0.020783304434290696,-0.02150470389564221
WNT6,,0.12724957996677785
COL9A1,-0.009024742690593364,0.14513676371198644
GDF11,0.0395063075956651,0.013314570438898037
SORBS1,0.022688303199702144,0.030756667511280065
DLL1,-0.04749096903842035,0.02238748851991141
TLN1,-0.003857260917495262,-0.017930337365254973
COL2A1,-0.01952083674866021,
PON2,0.06335290737695,-0.04493754550166509
ICAM5,,-0.019936826283459504
HPX,-0.022173369225227942,
HP,0.026725225509316643,
CXCL2,-0.03225943262761623,0.01455422002455572
CCK,-0.021143344873744738,-0.0656525126334492
SEMA6A,-0.03688746907344758,0.0492311786671753
IRAK4,-0.02395391647078158,-0.00322134340253333
GSTP1,-0.06448962399957268,-0.018077299262927535
VCAM1,0.03551548444360884,-0.009686748500087881
NXPH3,0.014702052250242357,0.054301410866616995
MTMR4,0.011726253644301382,0.02150482986972361
IL10,-0.021587524960165017,-0.007040316898660547
SEMA4D,-0.0027420817258890615,0.018377557202696605
TRH,0.004995591888852998,
SEMA6D,0.05707839225685505,-0.030893252133837847
PDCD1LG2,0.015325028264865018,0.012712276102258759
SPINT1,-0.004922237181674351,0.046088160581915776
CTHRC1,-0.015854853761728648,-0.023234087991820095
PODXL,-0.007149967217423972,-0.02892857417421491
JAM3,-0.04526395605980729,0.03405730765270869
TGFB2,0.02463005310065178,0.006427070008974404
COL18A1,0.008988575654750261,0.029202414113994126
NODAL,0.0008310741876675184,-0.0149177591607243
INHBB,0.013282633608726937,-0.02205148545815032
ARF4,-0.06129502919206909,0.008728429293921166
CXCL14,0.051721088401900574,-0.023216557074867274
LIF,0.04631600990024751,-0.01887756846081212
ADAM28,0.03748448573022456,0.045447377732949636
TCN2,0.011211404684179594,0.03788600802809012
CUBN,-0.03569140354074313,0.037380662263916266
TIMP3,0.0102056066680187,0.021812998292452444
PIGF,-0.013482593116703183,0.008525035863434244
CRH,,-0.0017994034301233876
BDNF,,-0.01674770626982416
CCL5,0.03376913699434969,-0.0421704165834286
GAD1,-0.043052625903707724,-0.03168902353246616
COL14A1,0.0022110144322962325,-0.023362379478202976
HLA-A,-0.14485167390094517,-0.026529973009744932
CD5L,0.15526015219512274,0.0647753357416751
ADM,-0.024249800800254753,0.052417911906270924
GNAI2,-0.1183292899172498,0.011034831142552836
COL11A1,-0.024033734998811857,0.08421895848938706
NUCB2,0.1018025818989067,-0.03459884889368189
CXCL1,,-0.0200839587699618
VCAN,-0.018134904148287643,0.03243577328972428
PTPN6,0.04701149604742991,0.0067161128488349205
PTGS2,-0.04136074859553887,0.05382053370387751
XCL1,-0.018635842893837247,
CD58,0.021596702656067945,-0.00045381089248535924
TNFSF14,0.03279419227639129,-0.02094690687250668
CNTN4,,-0.016397171878738584
MFNG,-0.02119577586069123,0.07363321223246128
ICAM1,-0.025871653374485173,0.02778221980915224
PROS1,-0.0520929766391865,0.03195959972195841
CLCF1,0.06918126264473579,-0.012939787088963811
PSAP,0.062551024047323,-0.00961406125017585
EFEMP1,0.0725754976240631,0.05520780876590782
C1QTNF1,-0.017744497754633395,-0.010945254987459012
ALB,0.005779463880307274,-0.002435761469661308
EFNA3,-0.02330845728887122,-0.01131688289553842
DRAXIN,-0.05387771725520843,0.04518262616751029
NPTX2,-0.024720380020361518,-0.0351573397534142
FGF11,-0.025703421026083934,0.022027610493262777
CD59,0.020545779054500467,-0.030878907874498013
COL9A2,-0.061512458140563706,-0.004914527796626965
DLL3,0.015189701545603942,0.058872299571089574
LIN7C,0.06088008456089261,0.026215086039928573
GDF7,-0.01930309213842527,-0.017595332229399047
PSPN,-0.03125905225169091,-0.02133696891364644
ANGPT1,-0.03581641800211794,-0.015929618834197967
PNOC,0.0072625109702226,-0.036821546643578555
L1CAM,-0.02898656838128962,0.01924453077510567
APOA1,0.05359518326204441,-0.010938291928925852
PSEN1,0.09928548059346409,0.018507708947539586
CALM2,-0.01917808379186339,0.006114075419989067
CLEC2B,-0.002075245761399346,0.02243245174919275
NTNG1,-0.06905968165102508,0.013413885964153539
LRIG1,0.028867099933143826,0.03926476950917391
CPAMD8,-0.016985064479424872,
GHRL,0.007376692494501614,0.03687717221727519
NPY,0.05257297791376579,-0.02996114236815604
MMP2,0.03432473018863821,-0.02159414063787917
ALKAL2,0.14427489479202382,-0.014123136937744918
CSF1,-0.01717747583086896,-0.053293063502573304
SEMA4C,-0.001883908446650713,-0.06653284398786967
ICAM2,-0.06114332429644254,0.0009312837454971714
SYTL3,0.0007208195948966355,0.022359075718436375
IL1A,-0.019736371945949512,-0.00407900036798189
PGF,-0.03319962888344009,-0.01370469424835223
LGALS8,0.01604229161387451,0.008132694250653043
DKK3,0.05453886015934342,-0.03918726869971714
COL16A1,-0.09205759925471572,-0.023157151065328473
TPH1,0.07786974514031555,
TNC,0.012307092764767205,0.03545404546368524
TNFSF9,-0.01698505641803692,-0.023617104681370307
C4A,,-0.01391771840401927
CNTN2,0.08376363549933442,-0.013693989189825497
LUM,0.016557672875709584,0.027114401484420358
IZUMO1,-0.01622975947196891,
BTC,,-0.021778757385561794
APOC1,0.05691573820375193,-0.020064247074617347
PKM,0.06310839438987396,-0.0581181589938955
TNF,,-0.030903122707069245
GNAS,-0.0315830067065738,0.02128471108280264
BMP8B,-0.03934148947445794,-0.003604855595033321
PTPN11,-0.006152783437540775,-0.02574226646705345
ADAM12,0.00298706641692696,0.06067369181801937
EDN3,-0.023853508033631544,0.01925446422887883
CCL22,,-0.017595331803321065
CCL2,-0.05321811502516387,-0.0078363518490308
DSCAM,0.014193350272509297,0.0109496818383192
ANG,0.004826847425392947,-0.013440184598472845
FBLN2,-0.022365598450574894,0.018942834650333477
VEGFA,-0.020563753958654014,0.014713157543521998
F10,,-0.020083958363873226
SERPINA1,0.0018418361955112417,0.016281766888849636
VWF,-0.09532016937820441,-0.05108706724726372
VASP,-0.007239933864804505,-0.009166963424068458
ADAM15,0.0362194216252527,-0.07081968463989215
CALCB,,-0.012891801400810178
OLFM2,0.0042825975440002936,-0.06315620665405992
MFAP2,-0.019344182813025773,-0.002608836009513883
HLA-C,-0.10292276578425462,0.007975800713875754
THBS1,-0.03686756733229098,0.060754834976804575
HSPA4,0.037681675747285585,-0.006847649413709422
LMAN1,-0.005353337956524768,0.041534669844547734
LYPD3,,-0.01621923416555943
APOE,0.008828614812507383,-0.016148690653200713
SOSTDC1,-0.016985063068681153,
ANXA1,0.018086160392853125,-0.016314916927508163
WNT2B,0.016401269474136223,-0.008494708072377198
AMH,,0.037262682022159675
GDF10,,-0.018246903735742694
EFNB3,-0.0037140852259954587,0.06739747839857127
LTB,0.03463578457485102,0.02209973612007638
ANGPT2,-0.030634604888189233,0.033539977657040164
ADAM17,-0.04769296198904797,0.046138926456036275
LRPAP1,0.012926194769223832,0.02890797985923197
NID1,-0.05623409962493583,-0.05476786674243212
MST1,-0.031043166159125724,0.04523981200128709
DCN,0.043170308730287904,-0.023456279478226073
COL7A1,0.0430862157547281,0.034300391635085276
CALR,0.03374545006532001,0.0023856196336941213
PIGA,0.03994959325348865,0.028282448731047547
CD200,-0.024622921368529213,0.03516180558416485
GRP,,0.026391379187523257
CDH1,-0.03500669502822917,0.04415481897305264
LPL,-0.03946593352347483,0.03732731590078298
SEMA5A,-0.08099792802905076,0.03962019577923476
SEMA7A,-0.006654769530418101,0.045883014553472184
SEMA4G,-0.02143017116134535,-0.02521747551428601
SEMA3B,-0.03759650810594324,0.03258035278443592
RPH3A,-0.032405288683748014,0.016453213390104648
JAG2,-0.02327700819286466,0.07304489500291429
