,MGH258,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
IGFL3,,,,,,,,,0.016198790598191872,,,,,,,,,,,,-0.030412997472956275,,0.020059860116313263,
BMP1,0.048392550079685015,0.024760220014915575,0.09491847351038396,0.009306762477787578,0.0824354173555472,0.024084054861291684,0.0171770334219727,0.06036163329762671,0.15518227383309244,-0.05064079912149487,0.0003489241550594067,0.05520360472980018,0.02705649249171627,0.05141699331530457,0.01054639252601017,0.09446988854608472,0.057800523473975726,0.05043384251454155,0.03309011562377315,-0.058126709831166565,0.06027676495767565,-0.018364820108640927,0.1312146074183549,0.06349514535300192
NDP,-0.007893201046785751,0.08113158757785442,0.013676954533166323,0.051206484063270816,0.08933774216036912,0.016344317984528157,-0.022093861089690418,-0.002001555497518678,0.04843830707990907,-0.013730119233797784,0.04462942357427032,0.0694169310556786,-0.020154141418724292,0.1172893734649454,0.1052417665765919,0.12363481083321995,0.03350791839424051,-0.005121365402417323,0.01153312815992127,0.0818090613387979,0.04247713395731734,-0.03802193179966145,0.06520439758386286,0.0846149018657007
TNFSF18,0.034907631028198625,-0.035283369461394126,0.01525923484687666,-0.01711246550561563,,,,0.08911475876016116,0.09814147581816803,0.009521172569593107,,,,,-0.023258195303350125,,0.14021040921375943,,,,0.002657287730879763,,0.03601827400979573,-0.05027172947892709
IL36G,,,,,,,,,,,,,,0.011630786339161469,,,,,,,,,,
RTN4,-0.0428490335753281,-0.09558301780114506,0.011789726527842109,-0.08920471802840248,0.04906763343261186,-0.02806907853204556,0.023225054182971917,-0.08438240872052129,-0.22552098633838186,-0.017875302598695266,0.03746206473282812,0.00295369659416208,-0.05784699131869185,-0.02966280174481113,0.016307029790015994,-0.16172897555738966,-0.040627669606438245,0.014360464644466407,-0.0358193602190491,-0.07912565126037348,-0.03363456319344732,0.0736516497895257,-0.010389068041721815,-0.1435265924733385
HEBP1,0.006125256250461147,0.04634256477164043,-0.002014793206517259,0.035739627231237414,0.012427812018180865,0.008331638215491719,0.0262786872859078,0.01644903677138931,0.10536302024114619,-0.011415942324692108,-0.03839479007596687,0.08364923782607706,-0.0005882546831089894,0.012186728895437503,0.01901338905646768,-0.027568186268618025,-0.014291829244884048,0.06129579516674755,0.11233607405571223,0.061238680790297206,-0.01203862490242178,0.017800286651780444,0.08395501904529123,0.03119050855954385
WNT7B,-0.01856250164017515,-0.004421809526876358,0.04272130230013618,0.029517699525354574,0.0028112615472642623,0.02768371507617723,-0.0026852883252590568,0.01109265153019913,-0.10253134869393354,-0.021404808430077974,-0.013741239788466239,,0.014402196893311733,-0.03583163553846959,0.058860426329607494,-0.0552946315542653,,0.04934934859802775,0.030861888517828957,-0.020045599237333372,0.07750709586071049,0.05504873964234942,0.08663752069877509,0.030801631083692018
PTMA,0.08069400526900282,-0.0863809981472881,0.050093030715708926,-0.004462897924845795,0.03390123040652367,-0.012168962676190538,-0.020727586487708716,0.10205193186461592,-0.15172131781433168,-0.04971909340547893,-0.025042985357470206,0.07606127892720915,0.1252731716771914,0.03939555703604885,-0.13328858092996848,-0.05463748471184089,-0.01636691048780346,-0.10733082389385434,-0.03572270299854319,0.027738536015823666,-0.02345442179428131,-0.012899844768025965,-0.04995801152369385,-0.004945698738687814
FASLG,0.03832439291476248,,,,,,,,,,,,,,,,,,,,,,-0.026023777511079923,
