,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1,ZH916bulk
DCN,0.04555677848914036,0.010626716423404086,0.02518419532007112,-0.007961518865599506,0.075705899323922
RARRES2,-0.016523601052468403,-0.07023722200505238,0.013197315950090506,-0.03137899550638738,0.053029440728453024
SEMA4A,-0.023272284608811932,0.01288412277499161,-0.00392007691147901,0.012401976403895527,-0.04518844392417053
GDF11,-0.02597133065536839,-0.03110353122244518,0.01783025344341385,0.08077819356899439,-0.0255344160120521
GPC3,0.053816103432036876,0.07283891707864174,-0.03435455879189642,0.017101037653495348,0.05183096309294866
OSTN,,,,,-0.03919333925152055
GRN,0.0626434141500288,-0.010746977894368792,0.03445169330363037,0.08014614505359523,0.014540793020550353
CALM1,-0.001615166355644051,0.018810082143140824,-0.04240019381870099,0.036185601327165674,-0.12468134311644626
ANGPTL4,0.02528427917636896,-0.10592303480851228,0.03885258501890597,0.05326360710045003,0.08390405914636448
BMP8B,-0.047301878022751855,-0.018133764669187636,-0.025387498017129754,0.10178239003133743,0.03918461736123626
TNFSF4,0.026392615403279047,0.04860009350973065,0.005577224994121844,0.08241649261196786,0.04455476391983273
RBP4,0.06808571095409666,0.05345979014699576,0.03641086456537797,-0.022280804099339403,-0.07163664196370635
DKK3,0.02732717209172736,-0.009569022452952288,0.04901203790128118,0.04490279841194942,-0.13106134116596352
COL11A1,-0.027950660266070487,0.004452387605070785,0.07098656610167568,0.03375067291711179,0.07436421404362732
COL5A1,-0.03182361171901435,-0.06914398522700342,0.010686154731179549,0.018588630316373873,0.07215211917081928
KISS1,-0.03062383978460376,0.0344592380054904,-0.0152716298393175,,
MEGF10,0.005864869125514952,0.050663143683532065,-0.08306626170064778,0.008313498661643676,-0.014138075249796352
CEACAM1,0.008746728118854073,-0.02111203646425479,0.027831762344664328,-0.01233641234670841,
EFEMP2,-0.037167974291123125,0.01593297381125183,-0.028708201675200214,0.07255721733018262,0.08435973612822967
IGF1,0.08266605335030346,0.01877189703610981,0.0863902107993202,0.06759185327451471,-0.04446991132699174
COL6A3,-0.046321364506910385,-0.03819382462738432,0.0014324437864689538,0.024281748000882147,0.11206055316021282
RLN2,-0.01999684518328791,,-0.024130877999907444,0.02442158637851402,-0.005356567896895927
WIF1,,,0.04685330130241922,,-0.05909573195419182
PLAU,-0.01714947312162102,0.010425994809818423,0.006985724061227865,0.08216702462021923,0.027661545092246626
CXCL12,-0.006696764896801236,-0.007875269423206075,-0.05509713110467586,0.07029705723080551,8.359333075658691e-05
MMP9,0.011676293978857109,-0.08039256504399032,0.049603335101160086,-0.010812662386260165,0.012363547940263439
TNFSF14,-0.010895925837468732,-0.03592884225501875,-0.03176747028557173,-0.025337041872442994,-0.02239272645729234
HBEGF,0.030839249893829794,0.012442944827444386,0.02480337102297503,0.018732377193616166,0.09248117088730415
NUCB2,0.0001912859765593043,-0.02882918348336185,-0.040511214593373555,0.0016677285303956515,0.014802236494789836
VCAN,-0.017222245513442744,0.059986266244728054,-0.08471852009806395,-0.02396047978600659,0.034648236962600394
VEGFC,0.00276867817273558,-0.027604097363180834,0.020140777949486904,0.07158728076045434,0.058790926369219704
LMAN1,-0.010160853274858677,-0.0246565727699953,-0.04887633534938112,0.00957152025892066,-0.013261566277857123
IRAK4,-0.062305282363130425,0.010543141016878255,0.00904896024771192,0.07283331604932514,0.047341589950804876
MICB,0.00483056758328822,0.09717552833961847,-0.019618528545475536,0.0794639883946392,-0.0023291755641401467
COL1A2,-0.026704175159501457,-0.03525517998565951,-0.002459469735672362,-0.0043088292916067614,0.0966494785652009
ICOSLG,-0.006560691741019284,0.021994076965132656,0.005342444519649752,0.08187020921151246,0.04976853854578933
GNAS,0.014091844811475077,0.0160402381073415,-0.023565074380793336,-0.010591347267106102,-0.004718140866349574
C4B,,,-0.014874326537729726,0.09452292143790085,
COL2A1,0.036195418730666486,-0.0008775021555919805,0.02045648425867786,0.11517118905888594,0.01484847718780545
GSTM2,-0.01679079023979945,0.035710565353958695,-0.04763941559606221,0.0738784670755844,0.046417076305756796
NLGN1,0.021912773299407322,0.02874806866945595,0.0013088314615924757,0.035992887311603355,0.03837579565115389
SCGB3A2,0.02682886987836167,-0.02058958683181438,0.0502609208959707,0.016073901064110514,0.04635550070839007
LEFTY2,-0.023410480160227246,-0.02307180931808839,0.10319301538074867,0.08440899055053525,0.008411849491826915
ACE,0.00018814468726660602,0.06784993435920071,-0.0711629433473313,0.034962571151759624,0.020192477957109083
RPH3A,-0.025112767143045646,0.0336133776239262,-0.015246251097951899,0.0017489200557967678,-0.013732638443480105
NCAM1,0.07757167167992617,0.012704556470627397,0.02104530618404578,-0.029898675105790178,-0.10589400671569975
EFNB2,0.023057842343452633,0.0005040089139983747,-0.027381461102917337,0.06836818323489331,0.06517580169678831
ICAM5,0.04184420770618195,0.10401262809493261,0.06741716240760842,0.09557134726424793,0.020874623271825356
CCL5,-0.003276926785017362,-0.010526473851676602,-0.04208315385126501,0.08455385498532136,-0.0116694101053498
PSPN,-0.04727095212908922,0.10660524727301296,-0.027705684008359547,0.03318349087918414,-0.011739014545170246
PENK,,,-0.031311747212317415,0.046412904880855976,-0.05441905042844472
EGF,-0.024449441274762083,-0.021112033105236825,-0.018271357013337087,0.08313163436124822,0.02034048540847252
SERPINC1,,-0.021112034784745614,0.008148599336689415,,
UTS2B,,,,0.04898463597839701,
F10,,-0.02935896538455818,-0.006183127985203896,0.01026011006709689,-0.02852518174431447
FN1,-0.04390455446859542,-0.053546901294346035,0.01781615901997794,-0.04320606734624237,0.03584013524846839
FGF2,0.07668943280175618,0.026943220301801227,-0.03428138458632916,0.07925486847359962,-0.009046263698082757
GDF9,0.00034237140599349946,0.04761155184146313,-0.015876057153069473,-0.017051111366292178,0.0930955032226121
CSF1,-0.015787774882791584,-0.013233336885804478,-0.06529554597967693,0.04066228953780172,0.10531295735609171
GZMB,0.036574033218483966,-0.026798189841784406,-0.017233849267230362,0.07244131003616032,-0.09485385923235054
WNT11,-0.022620890223530407,0.0937523461162731,-0.03733431296312342,0.021481231191285137,0.038501749901844136
GDNF,-0.038519758057295274,0.0566294515038432,0.022321753175462342,,
FASLG,,,,-0.008564903935304057,
SHBG,-0.005374808170868877,0.0615699306501005,0.06344115056801332,0.0013754825793065252,-0.046017539585570706
EFNA5,-0.0008698676079560481,-0.02000543560475035,-0.03016248716018076,0.11426242653023908,0.041742324918643395
THBS1,-0.0070546456946686525,-0.0012226817119648113,0.08126062583875636,-0.010854033762326928,0.07859301894300877
PODXL,-0.028262469502970348,0.006508742466597858,-0.05559419136352722,0.03947808545769135,0.06885902632434622
LCN2,-0.04355143224883365,-0.016635435812733967,,,
C5,0.03766499460609416,-0.009254831167510698,-0.00781976123071278,0.07350315410678647,0.029253212796378467
DLK1,,,,,-0.060591128989449516
CXCL5,-0.033842019147459795,-0.052412876216942045,0.01962467333503572,0.03122242201843379,-0.015782972180748457
BCAN,0.022856781515756642,0.07752122068039385,-0.07782949080233165,0.016779874793062095,0.02886248602984388
RELN,,,0.01915130425117944,,0.033900166742342024
COL4A3,,-0.017497750145023323,-0.033749773720148195,-0.01147167896956964,0.05371032737467365
GNB3,-0.03180887895116876,0.05230781043448762,0.06351764513114443,0.020638015524390263,-0.03996605230737387
PYY,0.08307584177199509,0.005730655810379772,,0.046279285988389644,0.09972726421752465
MSTN,0.002332194527506605,0.007599809214489036,-0.006657096156774974,0.043490539654789814,-0.031534644360204256
COL18A1,-0.019686482118744183,-0.05139184563653868,0.05453979337068603,0.02648153529709744,0.0821096717522767
FABP5,0.0139540453589869,0.032793519161834435,-0.10336358215312152,0.08874943962419456,0.017899135928432813
TGFB3,0.024734656818609497,-0.03073182764249703,0.001712145652276681,0.009782293062514269,0.0455901920445338
BSG,-0.01755090953096928,-0.030814467350217974,0.06356594470755364,0.07118505660156298,0.0714130888550325
BMP8A,,,,0.041187878387441104,
S100A10,-0.03836854192548312,-0.05903903300689822,0.0023874804223368074,-0.10823456925575203,-0.004786177939947929
