,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk,ZH916inf
ACE,0.0032617849326297705,0.1318779500441335,0.0282971934032204,0.12451716106538387,-0.04922047893098704
RPH3A,-0.027968860930396893,-0.03841885089399939,0.07710409582408592,0.05992789004999197,0.04011867322766106
NCAM1,-0.005508736376435519,0.0345309401092036,-0.04671401911782242,0.011925451282436932,-0.03765895268675988
EFNB2,-0.009690554174903871,0.09726899230093183,0.011565145167033093,0.013828820848378684,0.12391755197729716
ICAM5,,0.02487393873071955,-0.03646097378200754,0.08634654692430861,0.04297427127209845
CCL5,0.020810281028227615,0.1668118766303036,0.06548719650841911,0.01825648704040108,
PSPN,-0.029916859945369502,0.054137174253199284,0.013417063401702288,-0.005177541930793057,-0.026912452674757985
PENK,-0.025515293901602065,0.09939883627014533,-0.020882621935194474,0.034433739588620414,0.059579060344235935
EGF,0.0033741802682793276,0.0017337850286279343,-0.018317588392629886,0.03879668289934417,-0.021958538301584212
SERPINC1,,-0.014274854434371419,,,
UTS2B,,,-0.022250389942365213,,
F10,-0.023962760734181295,0.10821141863922668,0.027483163477239506,-0.031552963049581516,
FN1,-0.021931895462433258,0.03242771493957453,0.07183095443879058,0.05930536256931308,0.011273500955289943
FGF2,0.010713993918133545,-0.05835489532184922,0.007204898827502495,0.056688730156807185,0.0032152473618103842
GDF9,-0.030603418676120306,-0.03260302077469603,0.00035205580633375843,-0.042684736421022204,-0.049892561669735463
CSF1,0.026082944356500617,0.03411617545503263,0.006774182950704545,0.014311726825887917,-0.034091669248472733
GZMB,,-0.03023009289251635,0.09314378963865606,-0.058590910640237234,
WNT11,,0.06728621978233285,0.08864759124747475,-0.006690056447857535,
GDNF,,-0.020979995246475498,,,0.06537848406801128
FASLG,,,-0.016661755120739093,,
SHBG,0.044424984403293934,-0.02123313010375553,0.11896877771515944,-0.01723342733126797,
EFNA5,0.009772547077669905,0.06654120675598887,0.012621507638976995,-0.04418691016689523,0.08453737283668035
THBS1,-0.025361065754620018,0.0023246489255648326,0.06778235943348744,0.03201417949404463,-0.006580201922504227
PODXL,-0.06722624898829033,0.047518972947712235,0.04431012953458209,0.08777751970366615,0.11080194454840366
C5,-0.059843557466070646,-0.0513191295795795,0.003916298028962865,-0.009125569669493442,0.1375165716051649
DLK1,,,,-0.057850780065775334,
CXCL5,-0.03476773330529244,-0.032780205991612674,0.010032175828327971,0.0231180386095247,-0.015856427002339742
BCAN,0.009226471372761022,-0.03964803182657016,-0.0689907137824324,0.04527070386474371,0.04538686332665746
RELN,0.03592352374549654,-0.01515451304150823,,-0.010158932648457363,-0.002763287857538365
COL4A3,-0.038005917522637114,-0.0019428402856715805,-0.03072246730222623,-0.029489554643474865,
GNB3,-0.0356170964819573,-0.016643283167989627,-0.015745613771013665,0.005797708328596488,
PYY,,,-0.02910953397102337,0.06213703128839141,
MSTN,0.007090923180603411,0.027465300115484242,0.09779943205300617,-0.0332656910409237,-0.04785249833524797
COL18A1,-0.019834577169861995,0.026202901517255833,0.09828326392060896,0.10571315076845983,0.018881882742843147
FABP5,0.043952879402918935,-0.08166650681222613,-0.01818707439384006,-0.06906867512002604,0.09177352514618686
TGFB3,-0.00396713435371663,0.021494663742545113,0.07423297384118835,0.08313484995731804,-0.04740111890925252
BSG,0.0002454408280117459,-0.02419822897311389,0.030975411466565565,-0.04476653731873552,0.12601767561826988
BMP8A,,,-0.020476543704968722,,
S100A10,-0.02580050257720973,-0.09146901958490776,-0.021790898784664618,-0.08801580828543348,-0.013184682655672504
PLAT,0.09745307912167554,-0.057352640815935794,0.005495841961279966,0.039565138929276635,-0.05274040433379233
SFTPD,-0.04392260525008055,-0.0055939852290894385,0.039115303567494555,0.025005082256563636,-0.021796603358289934
EPO,,0.1622075698310238,-0.01690841415053656,,
FGF7,-0.004854430890982254,0.09093183771804274,0.0004640715879641358,-0.01954663265173047,-0.04462762660719784
CGN,-0.04911737546090849,-0.057840066570715366,0.05672198849694075,0.13706861741964013,0.016514451355080863
FGF13,-0.020231511370297973,-0.022477572512272517,0.04188890559061356,-0.03638664453295874,0.09545376411604134
CXCL13,,-0.03295670535657284,,-0.0335041155323899,
ACTR2,0.03489071156149773,-0.0036267011330578156,0.029851919784029762,0.042874783702357186,-0.027417334515872832
SLIT2,0.011935097810016051,-0.005542091921113207,0.015405749047628899,-0.052243707852006736,0.09853854604688576
LAMA5,-0.057638582872355335,-0.008475747214342012,0.05975030393902987,-0.013205703645335527,-0.03844309178896167
TIMP1,0.011374052383544534,0.0036060940381118464,0.11539860263453647,-0.04466748379583379,0.030229965802541767
PLTP,-0.028665402951221917,-0.03751925893854482,0.060572272551443714,-0.029189850874711848,0.0576569791096355
TNFSF15,,-0.01254625224178055,0.19833301761859734,0.023595483139035655,
PRND,,,-0.021673836619213887,,
NPW,-0.022595190338355445,-0.03798539387042421,-0.03165952398675198,-0.0439430109096881,-0.03710867178122484
SHANK1,,0.02557661552918082,-0.030144302405567175,0.09197535816056096,
PTHLH,0.02150461964118875,0.007083781778846596,0.04822919743628051,-0.01570512614671769,0.04300492943726299
SYK,0.019337306684303314,-0.032795690691120274,0.06945000696875629,0.002744804104488023,0.024228334750137005
FARP2,-0.006292984693049199,-0.015100472834389245,-0.0020390682016516045,0.12010083779730045,0.025256493017788616
P4HB,0.012255304753266626,0.0017117983328562379,0.06271756519894632,-0.011550051539680967,0.017353183769819487
TAC3,,-0.025521281881940635,-0.03415252832058945,-0.0012200745677996955,0.052229510210002765
C1QA,0.03801277723178467,0.011791035296233454,0.05217637616470472,0.03200631395937258,-0.14323979023131578
EDN3,0.04811039596882943,0.059771920368043914,0.11113281836941515,0.06937672791716298,0.15668104165922767
AANAT,-0.03248324136034532,,0.029859794678509993,-0.02522089482071141,
GDF15,-0.0026605627006418262,0.03688546391612707,0.008350662693661937,-0.03259873922906655,
LRPAP1,0.09111005486886818,-0.0916329628082679,0.01010287835394605,-0.014747620815965392,-0.0284596719564079
LAMA3,-0.02287469924556883,-0.015493240837300287,0.03499161676600231,0.020673975174862406,
VCL,-0.011384923307527184,-0.0120151400783557,0.03336540150516028,0.11059583035145065,0.13589432605684387
COL5A2,0.023017771106568254,0.10301270856456089,0.07337784501868722,0.07479090179794158,0.10365862304694184
DKK1,-0.02054080280881661,-0.03364122882144556,0.04335456494005972,-0.00478604576887095,0.022452903642646297
COMP,0.018163383247242537,,-0.025796856088049224,,
POMC,-0.013056770470449326,0.041844064405675056,0.06097139627899081,-0.002781903935835778,-0.035354307963321306
CCL13,,-0.02160793234839594,,,
CD34,-0.04244475633375462,0.09163148789999742,0.08773170559232518,0.08836690967887346,0.13729215972948441
SPON2,0.02196825055312943,0.04577404249069344,0.10093515267280626,0.08811644075286039,
THPO,,0.005783424197572136,-0.02529315360069076,0.07697431803398658,
SFRP1,0.038680261487665034,-0.01119378162932837,0.08523163128755538,-0.01937813040030829,0.0295723142312235
ARPC5,0.04193278812932004,0.03027570256692417,0.04144145754710357,0.0014065885051443453,0.002423375391768218
VEGFB,-0.06121107483411787,-0.019897402608563253,0.06737954361536878,0.071799607697058,0.023327964674149767
GDF6,,-0.02402864888632355,,,
LAMA4,-0.026002345729001744,0.056422753574551336,0.01795801281847714,0.07583560832457809,0.30206288305808215
NPPC,-0.030817122684519735,0.029002005568220485,,-0.032170557697888895,0.14260610050329348
HAS2,0.028679358168919613,-0.08376918453021964,0.0996362705453839,-0.041347937369008214,
JAM3,0.08174070384623432,-0.028783017258134105,0.03662346486765777,0.022294377526968858,-0.03337194694455126
MEPE,,-0.022580794202915585,0.09951800081383665,0.0016269408541084958,0.15366538590627238
ALB,0.014520086188922645,-0.03224649308009004,-0.025796856785792664,0.029496844372463416,0.002046526593643931
SAA1,-0.041132817130451485,-0.023917769009996415,0.028762326959117242,-0.024152495998415412,
SFRP2,0.07270778091259995,-0.048186805661732265,0.08391370776575613,0.0370611783962887,-0.052255786695615966
CHAD,0.01754108193294121,0.053304733720573004,,,0.05541097452855457
CXCL8,-0.037284008110919066,-0.031333056728178287,0.008844819893123038,-0.06110870033202862,-0.037281974146001325
VASP,0.021457577021561352,0.019430146797515042,0.05412321688159914,0.016525530944001533,0.0967246949383834
PDAP1,0.03228918410552393,-0.039414226741880644,0.0002979054390429637,0.03080619538634551,0.08259879111956313
VCAM1,0.04175781418765796,0.05375465497481911,0.02178877355079899,0.003622439375493015,-0.020891687309237544
CALM3,-0.04725309569494149,0.004427969692719768,0.04658077032402453,0.019194731054407155,0.21817136732366896
JAG1,-0.023165079017726745,0.024392489772276704,0.06340583983056593,0.06974174300627657,-0.03527172747426905
CFH,0.057964920181260204,0.1020795468308721,0.06013072551307208,0.08042158019011915,0.06751368864740123
VIP,,,-0.02408187323067069,-0.008086503848790097,0.1039059714790082
IL7,-0.021443617962585683,0.01774743065320857,0.017410133736241274,-0.04329083114340311,
FGF8,,-0.026992680114008884,,,
IL27,,0.09544448951993836,0.0705638115703064,-0.02428563411280293,
PROS1,0.07155568363251448,-0.04286095148801471,-0.004794306325703948,-0.024104297781424828,-0.05131619475676315
TGM2,-0.04005073917273193,0.06172715708893298,0.07563999845126494,0.08811493358748436,0.061406643194739846
C4A,0.09556294585794452,-0.01582519982032007,-0.0118282906008592,,
GPI,0.004921291203860724,-0.024876167036510726,0.020034360590915123,-0.04042629417415457,0.2138968635718208
DLL1,-0.08794130042362208,-0.02634099226104656,0.0696980395702389,0.015281094930061866,0.00800130503310175
ANGPT4,0.006519367251693678,,,,
DMP1,,,,0.052907812738521194,
DRAXIN,0.035908113778357634,-0.009303286620983746,0.030591554588642548,-0.052486684523073215,0.04489379913827653
PCSK9,,-0.01294933668581456,,,
NPTX2,0.006774835372453764,-0.013012499702902545,0.04540978357268567,0.015574600265968776,0.07929796798430336
PDYN,,0.0003461643386126988,,0.005916223190797922,0.04870947221762019
RIMS1,0.0066275329523475335,0.025481198664735926,0.012609119482620453,0.07043412789693886,0.2003339982475273
FGF9,,0.013501912975961943,0.02797716623941579,0.04535700027447916,0.1909598824868101
COL4A4,-0.02793919856996771,-0.028401735597758687,0.04571137702280555,0.012683463671247992,
WNT5A,-0.013538537192955426,-0.025392414398722574,0.0571146247357827,-0.005042637167043907,-0.02495895586419171
F12,-0.0179812250269747,0.020365353163204803,-0.012650660725291661,0.02737760650162423,0.15820552300776247
BMP1,0.04708651550229939,-0.035301886335039966,0.07214172932744244,0.028734275305322084,-0.05206908099524531
CORT,,0.06103136062066227,,,0.08020038354582049
FAM3C,-0.017624915033521114,-0.05314378072855676,-0.045643640516685464,-0.0590050188654813,0.2708043465798731
DSC2,0.03967674613480011,0.018005281960082015,0.02862722024637515,0.06251116937259918,0.11320488513119425
IL36B,,,,-0.0330257157243635,
BDNF,-0.027292125190733138,-0.030993848865799388,0.025947340772719138,-0.06707136287707696,0.14692902264711363
NXPH1,-0.02575269005914463,-0.052838332714432494,-0.07209505495082738,-0.03219092046279115,0.06623575794174308
RAET1L,,0.08790843240941063,,,
HSPA8,-0.014610683435572763,-0.011546159995714289,-0.030502934849156636,-0.02501182077162756,0.1346661144973718
LAMB3,-0.04798445013747735,0.046095952931036854,0.02744521029251038,-0.02794077171922244,0.12820400072558005
PON2,0.024838915297531492,-0.07943511323446746,-0.07073937807727974,0.033773933029077774,-0.0312555789029081
CFC1,,,,-0.029222590538819874,
TF,0.03895862053164015,-0.030923749809249883,0.0405501308209638,-0.02103988806048426,-0.13980743914393395
HLA-E,-0.009325641475941632,0.004432348309355498,0.0628441862082577,0.04651901686837508,-0.024943681158104757
OSM,-0.008085402624306183,-0.007035534585345455,0.03179025670387159,0.008305982467846532,-0.06319643340992126
ULBP2,-0.03207360605945428,0.06190327474117209,0.08620394399867075,0.009217749568839778,
VEGFA,-0.030607157060727346,-0.08809052370057659,-0.005867434254835286,-0.0660746593242385,-0.03817182936702693
TGFA,0.024923848157259395,0.058398657198611446,0.049582401170958586,0.01280303133353086,-0.012629104154704324
HLA-C,-0.0958315346604624,0.0003643853661871546,0.013305099672532671,-0.01762447713977748,-0.018383984656852214
CD200,0.0016174962876390538,0.060901650756714026,0.031825305193259705,0.06164427023038581,0.0726209083252046
BMP2,0.006585597884673925,0.014565165693828291,0.027828483756330367,-0.029171688037780162,-0.04933978568101653
TNFSF13,-0.02816085609049793,-0.015825198920576197,-0.02460746408888226,-0.03513416935949514,
CSF3,,-0.02020386328392261,-0.01590008632248167,-0.01630770988462497,
APOA1,0.031529269713679996,-0.02439661310327312,-0.06378190149964859,-0.03791719697895379,0.024033882761532753
IL15,0.0018861984738105864,0.032578896783862214,-0.013025282793556482,0.016159850184645184,
FGF16,,,,-0.022647783199994328,
IL12A,-0.01985246575439552,-0.015324752121123966,-0.0372950481445952,-0.005005442182257216,-0.06699613171166842
ANGPTL1,0.04459513555913715,0.001962788163102086,-0.02940829364881537,0.009054144647495495,0.039038234685992636
PTH2,,-0.027905049239696677,,,
FBN1,0.006340285846013805,0.08254209666589106,0.09192136243115898,0.02501854904119022,0.12056718550538874
CD274,0.003670857281595946,-0.0036665599261408452,0.004445488297619732,0.04140552454969824,
NPPB,,0.016633226467669224,0.0073588939742471595,,
PMCH,,0.09985474539806598,0.020852457645293875,0.03241901861253124,
MFAP5,-0.027929559740393167,-0.04898494634433992,0.0815271423183045,-0.03450726802563798,
GDF10,0.02610819567660856,-0.007653833263647069,0.18505758479905945,-0.025119875095066913,0.036571795784699795
COL4A6,-0.0659025741074887,0.017861306322664538,0.05574472850561709,-0.058242393140508185,
TFPI,-0.004199992036431486,0.08216013944359668,0.11039604007983347,0.1441109733182297,-0.016574369736895876
CNTF,0.07835966122707345,-0.014632686044974587,,,-0.04715631538905391
FGF11,-0.02652733370325982,-0.05500760187575238,0.03494339682567447,-0.04978483943165008,-0.034011610997771106
JAG2,0.019717235682277325,0.05128950079900913,0.09655011230582088,0.1329769957113035,0.08674292111492027
CCL18,,-0.002867896406031119,,,
NLGN3,-0.033847860930910544,-0.08219994794088471,-0.04012471566273175,0.10472180616977558,0.08841334641762566
CNTN2,-0.00035056156035025344,-0.04714710663778944,-0.025360739124575378,0.033500992341552766,-0.14216103891464574
FBLN1,0.022509380943857196,0.059080677211812704,0.033362518562263944,0.0524169599674143,0.018402734170165726
NTNG2,0.021623809395141805,0.026892535732200896,0.02342933076571859,0.029624225668655225,0.03136847769169165
CLEC2B,0.011465992978780632,-0.005998850306057966,0.07002108527689761,-0.059017327414471604,-0.07267681358062021
EDA,-0.040961312382262645,0.03347394943086087,-0.02031889716394121,-0.005536688042601803,-0.055024580188183535
C1QB,-0.07982404895373763,-0.012388094571511465,0.050595551397698564,-0.02828026313169987,-0.06905118376675741
PSAP,0.02773582555996095,-0.022582605780243206,0.06433641469588139,-0.06554208445833443,-0.15186288117448105
APOE,0.004608277471124556,-0.021512308501147596,-0.03507830320280243,0.03955514582723343,-0.16250181250709095
TIMP3,0.08022524988452832,0.03515161878311651,0.08939512067250079,0.08020020494130703,-0.03411840703916813
COL8A2,-0.005001930273541128,-0.0508911100093281,-0.03183189045637159,-0.03721120572957571,0.06870539536802937
PTMA,0.008141368573582252,-0.0766597678141068,0.07959897665947838,0.03339156443293349,-0.14137568479355814
APOC1,-0.04033083009000847,-0.05980478934004581,-0.0375836518590102,-0.13370472396946886,-0.1937365611512085
PF4,,,0.16418119293691424,0.059405844021250875,
WNT16,-0.02023150291128517,-0.013340806447850656,0.016610943635349276,-0.02312797599961073,
LAMC3,-0.05177748991837375,0.08016898965018388,0.06802301370879105,0.09243637370457798,0.005486510809635913
C3,0.09600428321391477,-0.05605062426956879,0.012545583106337042,0.0019942897186369596,-0.21512683258516466
S100B,0.007060782969460356,-0.11435768901952009,-0.07487457273993676,0.028866855504029513,-0.27010458601122533
F7,,-0.01566004044470944,,-0.030793577757748884,
COL6A2,-0.03026781554717202,0.019570034316604753,0.09590255119054704,0.049342185425956926,0.1394728672184124
MICA,-0.027607408072250973,0.06457092094675279,0.0948786472056443,0.01906616716384844,0.27111008769972855
NPPA,-0.043953560160797586,-0.050783308572482186,-0.022627337731517014,0.03232161312575531,
COLQ,0.012119866531336983,0.010615241180843277,-0.044040258077673644,-0.04624469075575369,0.04589074724166775
SLPI,0.030291915697810753,-0.07061538309053189,0.09931358635936965,-0.05295227297246394,
CD59,0.02860300457973968,-0.05287658347701918,0.05113673017323863,0.04880983330157308,0.006763990631462705
PDGFD,0.07196196197333135,0.004887068454393366,0.03602782164702817,-0.021398961064852152,0.12977405467842298
FGF12,0.04414655665309863,0.0003959313724489249,0.0562911573667503,-0.025002936779304975,0.13403524389563432
PDGFC,0.07919105451115661,-0.013623293712528742,-0.017488220300432133,0.001206790727232517,-0.02598309463312681
CCL28,0.06948136297849002,,-0.015900080463732775,0.02044449750716568,
GNAI2,0.04787705629105034,0.016874031367040576,0.017247183079156764,0.04999976631761379,-0.010336227827618972
IL1B,0.03623472172028413,-0.058157446806428675,-0.009242792283901947,-0.009245921603742017,-0.07221427629693947
TRH,0.04291665343235207,0.05244246517504356,-0.01921106347914302,0.01703794915698253,
LIPC,0.015428052685265793,,-0.029998311552243705,0.015831810946076327,
RSPO4,,-0.017546668998942146,0.049228046986131466,0.030995117348304114,
CP,0.05874758324382829,-0.04737429679419422,0.07317497317972015,-0.028608356650444124,-0.07715535286369318
CCL25,,0.020940630980875227,0.04112387600786251,0.004934619346740648,
MADCAM1,-0.028390465212853697,-0.014274856841002716,-0.03411426841493601,0.012950876201291359,
SEMA4D,0.01471671297843774,0.042796045024066254,-0.03472808587684948,0.013584181033674503,-0.06572400631751193
SERPINE1,-0.09468990514087981,-0.004540000312916221,0.04380457180714046,-0.03786645178608854,-0.048311343952427414
TNFSF10,-0.07364678157713411,0.041618511303498744,0.05340019007806597,-0.04062116157882568,0.01761439766511215
FGF14,-0.0062630889031297194,-0.0040360233037372625,0.0364202585320933,0.010483700076991115,0.04309277414665241
BST2,-0.0013122081712314236,0.03814129859468111,0.023095794477595917,-0.013973639725524277,-0.05518951040989075
PTPN6,-0.049739920735900715,-0.0008333700580116199,0.03226885658113086,0.03721963664576489,-0.041830596411785805
FGF22,-0.0301721258020142,-0.005234841805797136,-0.0324056334243115,-0.009500353065063439,0.0247861254186973
TNC,0.012743687729942792,-0.09520832280547672,0.04310110228286036,-0.0438125558575447,-0.06081070993533906
CXCL3,-0.022874714209112773,0.012109092476462512,0.05318214587488687,-0.03510436978617168,
CRH,0.001868984627347244,0.05101619021926448,-0.014381025028748889,0.011091514947147062,0.19562505771057517
GREM1,-0.03436277754310258,0.041173964654727016,0.0769467370740119,-0.041001762981940845,-0.01127911195791767
MST1,0.01735027883216312,-0.04301441080687131,0.002835879466372884,-0.015386208332735116,0.016437383936028328
ITGB3BP,0.041712928558043996,-0.028930347079776948,-0.05769786112441705,0.004147396521198516,-0.01788575809940433
NCAN,0.14371728017462984,-0.000781857341774628,-0.049952053186054675,0.061801584616751434,-0.020071226172766545
DLL4,-0.05559139620420462,0.14132009259942171,0.03128561023658373,0.06052564407969648,-0.030696675210634572
UCN2,,-0.014632686044974587,,,
VTN,,-0.01940026732780922,-0.02757480117578721,-0.038849923013265224,
CD70,,0.010639422996874329,0.13481539160705283,-0.004886741739992637,
GNRH1,-0.022026381149803865,-0.02110689745649576,-0.05197472529632408,-0.033741133064983504,
CKLF,0.023921071264691448,0.0638038164651562,-0.007932623412402582,-0.007340916516189904,0.01566066167743937
NTN1,0.0798316392814342,-0.08751841813266097,-0.010892545407395319,0.008233057955232109,0.028372934950738976
WNT7A,-0.03171712137728569,0.0014186021669198002,-0.026326322253017582,-0.006731129279573292,-0.046450777005547804
DSC3,,,-0.0169084192829085,,
HCRT,0.0024015847464985978,0.05226007837291801,0.013863475666552024,3.131133221886259e-05,0.02247234437341464
CXCL1,-0.03561709423273121,0.10642739696484246,0.08435771595126428,0.020747448065247472,-0.04277654540010843
EFNB3,-0.03402083032706712,-0.005021200736897507,-0.02226699384445817,0.025786354053714877,0.13877106158409713
CCL27,-0.027929575889559934,-0.0022988604275230077,0.10014101004485292,0.03455695877465357,
CCL7,,,-0.016661749196017848,-0.06994313551053305,
BMP7,-0.00844350331010857,-0.11746940606133084,-0.019743812723544925,0.0588735115717416,0.003409578300048371
FGF5,,,-0.043101180652936805,-0.03884990952679569,
NRG3,-0.016607106901220633,0.003066180352666416,-0.02069204089482795,0.024880427574309253,0.1055312718644849
RETN,,-0.016784395533263923,-0.013963011752759841,-0.0310484810680536,
OLFM2,0.032651139251712966,-0.020149575082631724,-0.033353418136583206,-0.01801566917251258,0.08315821018092252
NCR3LG1,-0.0214436293484,-0.031158845513490473,,-0.028408163936108146,
LRIG1,0.05011883898305601,0.0035858909504965434,-0.07690152494520514,0.025136147255242675,-0.02748574874953759
SST,-0.016725169905295014,0.04035137343723926,,0.027045011278114994,0.10901340535194973
TNFSF12,-0.019321852367910265,-0.007768760770542401,0.03157693098529353,0.011929429555621762,0.01945293729841805
SPP1,0.061602541694823716,-0.0947312987196976,0.0036778507234678966,-0.06722979107418338,-0.2066138524714849
HSPA1A,0.06862381604891263,0.01725426952146236,0.01015165981610474,-0.028968461475605046,-0.04222949987132783
VWF,-0.020214701263909982,0.1162008927470792,0.040419565951656515,0.08385869563883565,0.10906367923360011
S100A9,0.002224715573459405,-0.02609589056886141,-0.009207552274735043,-0.0725646527243352,-0.08263038042578554
DKK2,,-0.01724547315456512,-0.021632171718837055,0.011845234659164006,
NTF3,,0.047111358775833036,,,
NRTN,-0.02816085136864122,-0.013340808208701156,,,0.15920047825300254
CTHRC1,-0.030570293719261492,0.05130496046157802,0.10550790270526783,0.09851188947016455,0.27005436534180893
ALKAL2,0.06621618276577922,0.01790138334651833,0.018839046292405813,0.04125956407599214,-0.030103428737851743
RAET1G,,,-0.02108297313546729,0.09984111480623832,
CEL,-0.03398295957171573,0.05715815779937593,-0.022409082619501874,0.08296183410985307,
CCL19,,,0.021338420738035734,-0.035134157174653506,
AGTRAP,-0.006327260244751994,0.010616883950475671,-0.009458635764719716,-0.003019514137633994,-0.07956054499869439
HLA-G,,-0.0025252774489028357,,,
TCN2,-0.01192377423872159,0.029912663647936117,0.03976925277178478,-0.08928566765008845,-0.08986365500677425
TSLP,-0.03818469056363728,-0.030510977489809955,-0.00013054805957303067,-0.04911726437202935,-0.0669963444661982
LGALS1,0.03738335903667935,-0.007258342047411376,0.11157848079683957,-0.050675414128231726,-0.04135043775261257
COL16A1,-0.08579393161247582,0.06517638641948904,0.004244745468864486,0.06261127374297656,0.028732159221007667
IGFL2,,,0.12104872555973568,,0.1419472626340398
PDGFA,-0.00210413461595419,-0.028091135174362524,0.030456068479849857,0.02956148984758602,-0.024596305723618896
LAMC1,-0.04094346496334769,0.020278598047454285,0.09738187182487114,0.12223317069004173,0.041048389562352655
EFNA1,-0.03728365422542673,0.035468904812546345,0.10552103493870171,0.016263258360364345,-0.11153288263462652
SEMA7A,0.04424086223862273,0.019071253818531197,0.04255519269055151,0.05463003119608193,-0.038394467015532584
ICAM1,0.02990899723827557,-0.02380693817369105,0.0016830080135831853,-0.06269442556720982,0.011203498884661661
IL10,-0.022595197838273854,-0.009091408480635157,-0.026917627005178517,0.012399371188785644,
PIGF,-0.035352157326643235,-0.06400622544947102,0.008337027432380241,-0.02544601618362906,0.07654779698052325
FGF20,0.06240101734508404,0.027019643003190257,-0.031150248412028708,0.06571787018391241,
TGFB1,-0.005525389349046333,0.02882670539260945,0.034570810255901634,0.028029915413493565,-0.07194668683259836
OXT,,-0.012546252188439343,,,
NGF,,0.04483403387829566,0.031413336508802986,-0.023044158127351753,
