,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
IGFL3,,,,,,,,0.04667384571687528,,,,,,,,,,,,-0.025545693990137352,,0.07101288836528089,
BMP1,0.02860433183364468,0.006281529585982133,0.05418047314812823,0.05935704226408507,-0.03315980876224175,0.011393237787450959,0.04661128216616981,0.07044173647320005,-0.008018559893522922,0.01832493308964851,0.0027682872194182816,-0.014012923626872181,0.09653188870691838,0.03987906096806258,0.1083072196978308,0.07864127110406535,-0.019590157844682307,0.008842747985579106,-0.04109683786344047,0.09786619061348081,-0.027358062486957904,-0.08282393577911239,0.023551902173784868
NDP,-0.015655966519233927,0.02068828477617609,-0.04095031830185865,0.06911179651968835,0.04047309602502289,0.029217652063544743,-0.027897670554031945,-0.023458803065111472,-0.0031260335750068332,0.020225548335664596,0.018662589376489295,-0.009273813080402125,0.03366145845291125,-9.309891655223647e-06,-0.007146787375516485,0.030536375788645286,0.041930355480466336,0.06892611986748709,0.0915965690321807,0.015452159806655914,0.007770587513035824,0.10011872124698278,0.08284665309021313
TNFSF18,0.0020863452645993315,0.03379760041635102,-0.02504592399697255,,,,-0.014769705904764382,0.030494134988593963,-0.029983554692504653,,,,,-0.02373641024706677,,0.10576821576844117,,,,-0.02634482330405014,,0.041661482307533054,0.0066622022110990635
IL36G,,,,,,,,,,,,,-0.020265313146451965,,,,,,,,,,
RTN4,-0.0246443012930262,0.054990613145466785,-0.046244357887972355,0.05905056232329436,-0.033147967446182224,0.0255440942523724,-0.058685869778126155,-0.07505156416268076,-0.038487367145865044,-0.0751085156597396,0.033708677821332994,0.00012282918881427698,-0.046771304773957724,0.0014441747475870148,-0.07605473616527655,0.07482389396175686,-0.05760366814314645,0.010518102454902346,-0.016471889881879042,-0.09082374558531738,0.06408510322162793,0.005012360113093871,0.06039980426224537
HEBP1,0.04473239861408238,0.004665972809278349,-0.024751003812231647,-0.050870274227009266,0.04859452237107048,0.0420605805872918,0.027460652195805815,-0.00511630470675373,0.06229547071506538,0.015803479140645588,-0.051189319902618526,-0.03725028589901519,-0.020997850475470287,-0.01592398787917811,0.05339613076774558,0.03329891497835605,-0.004984920601392554,0.0771695545326064,0.02222443831949434,0.031905857559204005,0.0262377810764028,0.11397644918515458,0.044295076357695314
WNT7B,0.016291954971554865,0.0016920499418273437,-0.028708477371170955,0.024100509491760666,-0.0010997735856946517,-0.03082637615772079,0.029700948809610973,-0.049294732825958275,-0.054098172876544524,-0.03947421987130658,,-0.012000278914604699,-0.022273914550998714,-0.02613147087996966,-0.017418088718378275,,0.027361247496456905,-0.028391095600353522,0.13246775873423877,0.06501031516389749,-0.03248330864727265,-0.04759546943811737,-0.044975811363489056
PTMA,0.018046541824584917,-0.018563875893945248,-0.03549167317944442,-0.00231861858284532,-0.0047036232774610165,-0.0020250843928346037,0.08961522163787262,0.0096823073666903,-0.009964761992454245,0.02973540339403784,-0.05236766216771213,0.1110665984383076,0.04370134388456665,-0.032187803932378044,-0.11973013866066955,-0.04187123060283706,-0.10222125751630866,-0.10556173843029401,-0.03912782917797927,-0.08353548181466913,-0.03372611730300769,-0.18116400973490077,-0.03398483198143943
FASLG,,,,,,,,,,,,,,,,,,,,,,-0.03260231991595891,
CEACAM1,,-0.02483473828958068,-0.022032029683730064,,0.009468777380377602,-0.021935718897945423,,0.034843327879578216,-0.0345172174745979,,,,,,0.03397389360406256,-0.021898840202885503,-0.009291872745995211,-0.030265280398104073,-0.024091348640192165,0.04388819914994898,0.0002602790348967739,0.13833489368725013,
PDAP1,-0.020459394447021998,0.006786959904878407,0.017519927913716815,-0.03566475560451611,0.01801746215727642,0.057501080709252944,-0.008257120695461384,0.0019246311191262254,-0.026869519817052767,0.02460751031339085,0.03158620879310239,0.05790196737374246,-0.014871892634549442,-0.040696594294144885,0.027985881199394953,0.02334170759691312,0.028601047942215515,0.0058083358032300575,0.025149225085837255,0.006988389578256883,0.012441743386163509,0.032705810074721925,0.01902067620628212
QDPR,-0.04440472385301768,0.005753236475745638,0.022851168770327935,-0.007555606041404075,0.018936763557878208,0.03850998845645054,-7.733912293305412e-05,-0.061405624738355834,0.041112723495803236,-0.01702100974463257,0.000481589765502928,0.011932569245242896,0.04248230926762166,0.029195788361007113,0.03937179412043047,-0.0682804304670794,-0.16559988759597963,0.00960833118605113,0.02503503746586833,-0.06805870753405015,-0.00414517478858849,0.12486217589183683,0.010088479803048564
POMC,-0.043628629549126746,-0.03515319744860141,-0.004166481571340498,,-0.026333519222334508,0.1049985618522285,-0.0010584416213684754,-0.04319371674011538,0.033492480334374165,0.008977171723325125,0.1084043579465274,-0.022929648879167968,0.006375995483179274,0.05658171415773422,-0.06262485207186096,0.04549274330118228,-0.013491724271625113,0.07080552640885932,0.11567383229249312,0.040762512433090446,0.0850006507810601,0.03765449226349573,0.022944125585474165
CCL18,0.024780889942877905,-0.030991406899309418,,,,,,,,,0.08119174185829726,0.06902025645897421,,,-0.0381505270888664,,-0.03065212315671139,-0.015063250952508826,-0.058829478059220966,,-0.07235323898594763,,
CCL17,,,,,0.010100145967101211,,,,-0.03739533032034341,-0.00574131369518216,,,0.07331770020206833,,,,,0.1052395922277209,0.014018580833041711,0.027955099369834483,,0.05585774427401957,
