,UKF243,UKF248,UKF269,UKF296,UKF334,ZH1007inf,ZH1007nec,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1,ZH916bulk
MIA,0.07214289548121407,0.03546590925710746,0.006445796368045184,-0.011612659056814467,0.0528717437941911,0.09866317015120524,0.19652953530803238,0.06456962044358582,0.05042902644695442,0.07473159174075354,0.0749171731612264,0.030173567163035205
COL4A4,-0.03665313899901915,-0.02299140828445868,-0.01729785315994609,0.03797667265459486,0.04687781380420837,,,0.029285833664192535,0.0528054039463541,0.05954320807250175,0.0415828485242154,0.030091482982535427
TAC1,0.005994908566107627,0.0216300699670039,-0.06210737903938879,0.049731395320217385,-0.06358200254139476,,,,,-0.05382554154818585,-0.006063119048502062,-0.08074596513340188
RARRES2,0.04485091376491912,0.015050809653891417,0.13733704923967377,-0.020402815810882532,0.17638369730294584,0.0015440631989381939,0.020283290293847425,0.042136814864745256,-0.03860251071633603,0.04855056255112843,0.06738754907280846,0.13597670410623278
FGF7,-0.013285243269236816,,0.0405976229278473,-0.02473689535810512,0.05448133801157115,0.004138514838822841,0.08768453554221596,0.022729926950970553,0.0421462758566059,0.06583358079873211,0.15557376469672704,-0.008461014531803685
EFNA2,,,,,,,,,0.02119308142169642,,,
HBEGF,-0.0017626495479030433,0.015436359623285014,0.06399915875571721,-0.026222368606009013,0.017610722203453794,0.039625413756167564,-0.15987870712290092,-0.041657698974815624,0.07188639463779742,0.0025234256997152013,0.05277100941558894,0.12606963496382895
CSF3,0.07692615376074298,,0.045325537089139334,,,,,-0.042637079072689724,-0.06472569605430922,-0.008690229637374182,0.07136854059217455,0.08736684206529331
PI3,-0.043421074519845886,0.03199808198953224,0.0371230629301877,,,,-0.04036421813363709,-0.050028593580164274,-0.11552614556282594,-0.005448339380733555,0.06166623562129635,0.05075485555146899
PCSK1N,-0.030875460909905787,-0.013458967372625225,-0.06788690780070686,0.08538773123548776,-0.07626445601769595,-0.04855759534183738,-0.016589865624247677,0.0011915090542116964,0.02960950535159505,0.0860824954972431,0.0695371691936188,-0.1269209465759429
NTS,,,-0.0224938793440898,-0.03859313030501552,,,,-0.05637535577513305,0.0022941307669943458,0.02282214148951495,-0.04909222970539448,
SFRP1,-0.020432973861679908,0.006029854883340046,0.061318577793169335,0.027854653335279846,0.07503874710103191,0.008606660558034858,-0.06434384861043044,0.13316057076604634,0.0843630340311079,-0.059154431924401146,-0.038371728050117404,-0.05459812990968995
CXCL13,,,,,,,,0.004977754126794872,-0.04764133912547816,0.03702819719268305,,0.09184714503877454
MICA,0.015615780720894553,-0.018032481409788748,0.06361967559623191,0.012890705331501323,0.06400081857180946,0.07638281643167126,0.0014073200962444155,0.013554284499042817,-0.026681587954497783,0.06569773099369837,0.0997125097114038,0.10920616555409661
TG,-0.029218378922747763,0.028051802636471168,-0.02208742307583941,-0.010074172233886458,0.07824825319559503,-0.032839880236305484,-0.06943091770028458,0.02002409313997408,0.0640740869125737,-0.03681074563185371,-0.005828049069903339,-0.04303649879798492
ADA,-0.02859022371615384,-0.02166472888278772,0.08739676511685147,-0.016361265873301892,-0.06253617243665174,0.010173447876866538,-0.16052310209303455,0.01261921932939741,0.024348623933468493,-0.0013364394705861285,0.0354876911481452,0.02448506804892606
LAMC3,-0.0372706930807985,-0.022336986344673616,0.10807232630310445,0.017506989859707965,-0.02689322805150673,-0.00986745084590721,-0.15089748157320412,-0.02254909703804784,0.008950946899748726,0.002407151686040031,-0.08015883307544304,-0.013001181303204438
CCL7,,0.04348658851175111,,,,,,-0.03402830143694678,,,0.024097279659688747,0.056250681490880014
NGF,0.006946338779441723,-0.020907304111143877,,,,,,-0.05093136892315146,0.020551235541945198,0.050794846508045284,0.007849974367726791,0.08412188968287358
TNFSF15,0.061000744599349475,,,,,-0.030270056401088034,,-0.042992041016201375,,-0.013212795090872245,0.017595356305013916,0.09252444564681978
HMGB1,-0.02343346895857883,-0.09338811616321169,0.02711775424064486,0.0037511225881456376,-0.08594065391701683,-0.05616861894745743,-0.07335288429889707,0.038810070064481374,-0.021197376889193657,-0.01594590920511255,0.03402370194519191,-0.032984324104229926
ITGB3BP,-0.03090076456430439,0.021166475768584072,0.04452490770467765,0.028856074611727768,0.07700737971950754,0.04502853829965276,-0.05785964688600082,0.06973196753185301,-0.029297223285417184,0.059172133995902605,0.08858212951494808,-0.0023249674744223506
AANAT,0.1253099780038886,0.06143847711388773,0.029241305924474062,-0.011612659702740214,0.0668932376962651,,-0.01328388245099907,-0.0009294962239085422,-0.006783613538108749,,0.017125651543258465,-0.010349668718292446
RELN,-0.036410099998788595,0.009674326901792702,-0.04843910276634415,-0.04541408564030923,-0.006060874500202708,,,,,0.010415336982616059,,-0.0022893106878592415
IL15,-0.002560613673760531,0.04905520386501247,0.016836463642276926,-0.024959411397317596,-0.01208526930856303,0.07990588590971015,-0.11880557913781264,0.027868708808456606,-0.029657833715049344,0.008228100441655872,0.04545029850741546,0.11358360561948717
UTS2,,,0.07016659434672987,,,0.10129448113858781,0.07309558481388735,-0.03294539715293439,,,,
BSG,0.019064359144583567,-0.030843774285480702,0.0638349290554526,-0.04580589866119244,0.18336519665838005,0.10390828026684029,0.14824087447650092,0.09387582156538918,0.010594997052141257,0.045340843052184075,0.15761573724683237,0.09703895207748907
ADAMTS3,-0.016367949514797794,-0.044159087286301,0.11534664354619485,-0.007232654718154971,0.021011274159316255,0.06478671590388298,-0.048596794972776164,0.08265538372184288,0.04784701261854247,0.012490846877518745,0.12963141397101352,-0.00047485740076864177
CD34,-0.052036363237809094,-0.035479017802296,0.06524297628588659,-0.021726970995816507,-0.06542315791433778,-0.05961385207918978,-0.15703302118337953,0.08553577558936865,0.022667861658998166,0.018510372974939397,-0.01124767170425998,0.07527603807632888
CCL23,,,-0.018783270724860874,,,0.15838614645216736,,,,,,
PLAT,-0.00838670010418463,-0.07569078502799007,0.1441614738586633,-0.02057256215462721,-0.038528433956500165,-0.023652658186876473,-0.1342449998918475,0.08537821498065538,0.13794476886854298,0.06297252917230478,0.051568423638615205,-0.032148200900631085
NTF3,,,,0.01213824881747968,,,,0.0732659046838199,0.07096195749239582,0.04773752827177875,,
LTA,,,,,0.09562601927073534,,,,,,0.029897216065495256,
CKLF,-0.05366007349042266,-0.07485912860274417,0.08879491202990467,-0.042312708499147075,-0.0073270813982480466,0.001071145781132156,-0.11221489368984135,0.10910772359654354,0.08411052019616908,-0.0013729409133671315,0.06064311248420564,0.10052579240250915
CD24,0.04030190331486454,-0.032544802862399226,0.07045457185633223,-0.07570894464374403,0.012576472880229334,-0.029427819106154558,0.035874759842823484,0.08569765711411285,0.07272350619448881,0.018024225455368643,0.16462713266226164,-0.04102843239514062
HSP90AA1,0.017458904114656008,0.028167127925077882,-0.12020259970139854,-0.0165312629041146,-0.11639715834861147,-0.07937151055799302,0.03721134045352137,-0.13198880882524508,-0.0879452731361549,-0.037983314661189635,-0.06650492609165774,-0.15940742920351744
BMP4,0.13449153698496674,-0.010114055482721453,0.028912031666439214,-0.027667086956439806,-0.041053469872321995,0.0012499303756013213,-0.063195082996162,-0.019840925195175548,-0.0006332081819752424,-0.0011118782690373334,0.04019602957721995,0.037764594350146584
SCGB3A1,,-0.012176998671559991,,0.019053298563584814,-0.03361865737530643,0.0066763618532150034,-0.026061676553450357,0.04833394633731107,0.037442777028912126,-0.03679759927035616,0.008488696886584404,-0.05460791043892865
IGFBP4,-0.05411585435298294,-0.010088574835456991,0.11373561306954319,-0.028378882225507704,0.023556850716017794,-0.05584466420847372,-0.15425434391702889,0.016499419649263526,-0.07236780954549385,-0.011973372718399882,-0.04135478260755891,-0.049050447808724376
RSPO4,-0.003299936148280367,,,0.04857887871150069,-0.008355500587619838,,,,,-0.019581875299638625,0.05059331666036224,0.032228283392549614
LEFTY2,-0.01570243339442241,-0.012628137816239816,0.14789962511705976,-0.010740765600047678,-0.03538008401075856,0.07476038891181215,-0.07619757003626884,-0.02578582856258696,0.007298804408929313,-0.01747881048823183,0.02790136151747642,0.012447857393107078
PF4,,-0.012631681427538689,,,,,,,0.08285499805376818,,-0.04519811779943748,-0.032602314540581746
ANGPTL2,0.06630425787464214,0.012359081272571584,0.1227612922907033,-0.0021183349994367555,0.09433439737517428,0.02247305817194061,-0.05352159744718681,0.06585067848168578,0.07995692012176185,-0.033817389863702335,0.006640361930877559,-0.021539011067603274
LRIG2,0.015721298549259428,0.03531762933554316,0.07694576401934036,-0.05748315497220831,0.060177764486259784,-0.011771830800714124,0.16279168926348284,0.07017225216584272,0.04780063112928348,0.011729981593056287,0.10235299491928235,0.09256024338408546
ICOSLG,-0.053657754769107405,0.018355331672746146,0.06033632727280516,-0.01858982216085062,-0.029952897733764708,0.07151197117796348,0.02706875166598819,0.06684560690875893,0.0737969909938014,0.00449193095543216,0.08009582433130595,0.005738024338859841
WIF1,0.059899324247749436,0.052331218135260704,-0.08690583882389422,-0.018432897031802047,0.012746765514027569,,,,,-0.025222764786094625,,0.06204567029694384
NPPC,-0.05264681750790302,-0.028516801315994364,0.007527060662236628,-0.013613195802611689,0.27949642273216485,-0.025236490816889046,0.1468526293549095,0.05804777004374642,0.05212249715577917,0.05081888848630123,,-0.007716819383505775
LYZ,0.0783891400240669,0.043392320370618756,0.06476390681156208,-0.005842541103124838,0.03567392826619838,0.03909678902795487,0.007983846267638449,0.047544660263856606,0.03130370394350418,0.011596425762575538,-0.02857922543054844,-0.1020243124172671
EREG,,,,,,,,-0.012259781961796997,-0.05626004060804634,-0.014850248558389198,0.018561380032045847,0.11252665970515875
SPTAN1,-0.010875561686094787,-0.03542799738120531,-0.04014247045621622,0.006839776021702824,-0.11160451979300474,-0.009003530830786343,-0.10751375376213203,0.07652941948940346,0.04637149948188166,-0.008373978291832168,-0.0661894556654956,-0.1500101415575623
PTH2,,,,,,,,,,0.07525369026614379,,
LIPC,-0.04316186606797114,-0.01546449823898288,0.06429737026762895,,0.01483818997482654,-0.026760715200114266,0.04040828893831968,,,,0.051162265893457556,0.022746716946229154
COL8A1,-0.026685063538641772,-0.006775386809924285,0.1303099121677937,0.011369613514643318,-0.012943197411811882,-0.008420909700698063,-0.0685011441185427,0.050019836557749324,0.011249139899017862,-0.044411460726796456,0.0978900229594464,0.22823606125692736
GSTM2,-0.05099284375536489,-0.023127167016067998,0.03301458526535153,0.020039675224842693,0.05888198278521695,-0.05254293541964493,0.032106129020670844,0.040100926646084126,0.061452250072282485,0.007118272633959969,0.08231778228935745,0.04915495746168974
IL4,,,,,,,-0.005796790298142128,,,,,
SPX,-0.026811279645901697,-0.02501138268414195,0.02055055973688836,-0.07412602044431447,-0.06614397589184332,-0.033455809626560695,,0.004794397877738623,-0.03700033811811027,-0.07833877084151944,-0.05069429306616751,-0.060703190300136246
MFGE8,0.02633646900334034,-0.00963604000934612,0.05049123999388418,-0.057474997312535234,0.07450256422440169,0.026585864298872993,-0.1652430883980278,-0.0633962536178723,-0.005247227993644786,-0.04322056147164544,-0.058924557070694696,-0.0638308146468036
TGFA,0.01326789365727118,0.00710452266854639,-0.000547348231329779,-0.022366218798058914,0.0008829231005446997,-0.05722968454058721,0.08276551812211547,0.12528369004762696,0.04462410561091475,0.02788233204633915,0.17937286800028016,0.09028593205244853
SLIT2,0.03647347038104341,0.031669871711727395,-0.047923748222352576,0.01022093947918995,-0.09356864960721083,0.09202664775600686,0.013484214384968959,0.12795707052042044,0.04518422712986478,0.11621239648273417,0.09508426850754387,0.06323879308163784
PLTP,0.041377703041454626,-0.005051129383081557,0.1444973903735181,-0.003941503931365923,0.060801664620716164,-0.05960229908096619,0.10922857267945026,0.09947258160241416,-0.028887904145315432,0.020585246838051928,-0.10645159769877657,0.013115973262532315
APOD,-0.014016235003913777,0.006692031736635937,0.015332346333089846,-0.011743911803866445,-0.16562145364706563,-0.11582998799481022,0.01909229129618282,0.07316889810404716,0.08256760855862144,-0.10542809750093382,-0.10710331033196349,-0.13367567391967738
B2M,-0.06730350848477894,0.0777104847282318,0.16715653629325136,-0.08259681367021311,0.03870189111737205,0.1094400006429585,-0.07493072943247815,0.16082188678544654,0.07288503587422937,0.006348419104341157,-0.0547682851945972,-0.08578124327816458
OMG,0.07385190168001127,-0.047287050072507615,-0.08623374044054259,0.003372621537350483,-0.21668952889542295,-0.0009114578365436139,-0.10684496431285863,0.10343419034575496,0.08901352360520301,-0.004592207751741046,0.04027830423230662,-0.15624688349684596
CXCL3,-0.01584563350599983,0.003082237758694689,-0.004067695269751457,-0.010478997431499042,0.02859274495030599,-0.026008734569682324,0.031135832998034393,-0.027454861700989684,-0.06498647660904272,-0.037457572099429355,0.0012195361846348044,-0.014830595885290105
CXCL10,-0.05588077611225207,0.058722598466777,0.10958588533245942,-0.015918364074091085,-0.004410770229478835,0.0975511551697148,-0.07611586278411553,0.0418552349912358,-0.01937678859102764,-0.05307711660229767,-0.003481373986207397,0.014316122789177996
RSPO3,,-0.01654090548520276,-0.02710670422452763,-0.025446187081359338,-8.188389887199888e-05,,,0.13798519928460454,0.01675706255246591,0.05652642719307368,0.025532306304638708,-0.037593097724532995
CORT,-0.028922372884832438,0.04604661838342948,-0.04691422475834048,-0.03442886111279167,-0.01739698108052114,,,-0.016765600207428302,0.08892191700691747,-0.02234992739965037,,
NCAN,-0.034134999710540924,-0.08144302272409747,0.008521911615296375,-0.001580428977657976,-0.1281676260808751,-0.07683998546033508,-0.10339442310966195,0.038761958638104645,0.044784250451016236,-0.019944807283951344,-0.026254855549198302,-0.14172804472461092
PRG4,-0.03947224829750064,0.019871881477709505,-0.023481770394400178,,0.02301497387748478,,,0.06821275878084108,-0.027774601454781504,0.033263903989046384,0.04164746063562254,0.08678033259207844
ZG16B,,-0.016885821904636465,0.06573245647539946,,,,,,,,0.04575945509010103,-0.02523459316112414
TGM2,-0.0044335119041650295,0.07132895918264144,0.10732718223094892,-0.0006963787946046337,-0.07670019976513832,0.06132084424135144,0.1260464947508428,-0.04208015637723344,-0.05472486996364948,-0.020578225389026306,-0.014855672497162041,0.02790206574772295
VEGFC,-0.028322126243177766,-0.023251683864828072,0.019281910474128913,-0.013185777491371738,-0.02772205629330081,-0.043048013010587305,0.055116120646813864,0.055182706171019585,-0.062481453617071726,0.04414802753105291,-0.04120686988522564,0.0616694380115848
WNT6,-0.035920001335534864,0.09940330738721025,-0.023091246378110716,,0.001175079901104138,,-0.009395630269180517,-0.023567011497341948,0.030374032197609712,0.1179590593827021,0.11286468199736438,-0.03638312141655047
NRG4,-0.02676885920673109,-0.0112154444024477,-0.0025389703148674453,0.0078100457162415815,0.04150413166463124,,,,,0.04036070582610662,0.099513473080455,-0.031129672743716506
PMCH,,-0.012926403243357502,,,,,,0.008277418365706774,0.05251370899279582,0.023750721250083217,0.016724343675428757,0.04262133078382137
COL9A1,-0.04170254252559179,-0.03387383336474109,0.0013549749576016502,-0.02074970774802047,-0.057510474315772754,0.004233172082245839,0.05938353773504425,0.100717655196021,0.10034723654353954,0.05767863830381064,0.07391359135137433,0.08578453079449358
GDF11,0.06206010269950858,0.009403612285920524,0.0949295184417645,-0.04477513401659847,0.06347795917161705,0.05020343605685616,-0.05522226912635651,0.020058249969558257,0.0396875544005293,-0.013269632188485703,0.08298460846422091,-0.046220442513569125
RAET1E,,,,,,,,,,,0.005533225724748605,
IL24,,,,,,,,-0.03341975822671937,-0.029324718722808375,,,0.0147725361751343
SORBS1,-0.0022555282561102117,-0.005477501845749357,0.032126432643297564,-0.030224710431326688,-0.03836176687084691,-0.07020822765485503,-0.011405936264025205,0.05757367035462087,0.056118703670370376,0.08473486196846765,0.028680277691539472,0.03205303144635638
DLL1,0.014518106101522285,-0.02519870235621189,0.08020748036083207,0.0617030878745379,0.06781733134604277,0.024566228887109277,-0.010673583709635394,0.02002107862138224,0.08332351723120097,0.031985252241253766,0.002035020667453934,0.003680866096278751
TLN1,-0.04458752437895558,-0.009026235779577244,0.08353071680834585,-0.032276224211385596,0.09950901477725022,-0.003399816100567954,-0.020785450183227968,-0.019614321558886084,-0.00036815840912629507,-0.049299649001879976,0.010280094679411347,0.12168918005191054
COL2A1,-0.027399690176843617,-0.01704565364112955,0.05102261297904674,,-0.03522517991003387,,,0.03402933707986111,-0.04713124990661106,0.013315104920226575,0.027627378970190034,-0.028493093913037247
SHH,,,-0.01703837921087185,-0.011246856994745268,-0.03361865443682649,0.10371874413136593,0.04406557660865179,-0.0643270115310985,0.02762306517673346,0.04608865483525707,0.10311888512268903,0.09831728296555141
PON2,-0.018880460622680756,-0.044016272732990566,0.045849788866449435,-0.03298262800044511,-0.04183983600155014,-0.038271394233432184,-0.156343619283031,0.14796411675342977,0.01602091248263306,-0.04048983124040246,0.04202539171940797,0.10960099801382434
ICAM5,0.04506314884208304,-0.011886914976148749,-0.04235306851202659,0.09418813647861651,-0.03680893449315728,,,-0.03391515439015562,0.047764259319643544,0.09510700501929095,0.0700372150724369,-0.029248467049585742
HPX,-0.04363223400183219,0.015642642987661753,-0.03156182559896762,-0.009795391040463173,0.0814513120644475,-0.02600872096247137,-0.0039140017101759175,0.019484702058250335,0.03143705849646316,0.07859138046257938,-0.007921372974225235,0.07984512187764176
SFRP2,-0.03567281118526356,-0.01618935218481024,0.02771452097599083,-0.023966487285367873,-0.03677901271113802,0.04545107053398927,-0.07341523549154401,0.13961939444876212,0.04085102415345628,0.003857377544564619,-0.006165524119924726,0.0005964737165652783
CFC1,,,,,,,,,,,,-0.023799010002054914
CD70,,0.03462595474440178,,,,,,0.11338537352433328,-0.002512016907784009,0.006118780536824965,0.02826591356379182,0.10462664900795086
HP,-0.09055014117086155,-0.018364855840070995,0.10911002410286931,-0.014923885531976454,0.009903371864441561,-0.042488325370562685,0.048617453586404846,0.12978809803087626,0.04520468880051658,-0.020289012883975797,0.06744909894580423,0.03091615857979838
CXCL2,-0.06731329671529808,0.020740347421349302,0.07359048336533573,0.13017164137296366,-0.04574323516688215,-0.03097210243704106,0.04962702682318494,0.05625424296773838,-0.03187685866640403,0.021367860373102194,0.0681212485256641,0.06565383689278594
NPPB,,-0.015709506832396997,,,-0.043262692619138406,,,0.08008586840135166,0.035901829064482256,0.010085837738958752,0.0368420801999948,
CCK,0.02160895431015708,0.0010039106689091208,-0.09779083398134253,0.06860341590066417,-0.1386984810835146,0.03065832158881673,,0.0694748362064629,0.0883009728819117,0.024953664617449606,0.026140614949413953,-0.22881722968582105
SEMA6A,-0.046480571810140314,0.013741466520402115,0.05883335287396406,-0.07628290156439897,0.01997136053406309,-0.03675453451706402,-0.009003041376806886,0.10284512011529373,0.037128049836346114,-0.023705747412459458,0.11718140517959216,0.07233281040381774
IRAK4,-0.08747681485308402,0.046109659726750664,0.10894513423752171,0.004916924309028636,0.024779608775479942,0.026330931197197153,0.06661897648207951,0.026251451660029734,0.03440519774790368,-0.0244405675907669,0.13149320111777216,0.07170634369997064
GSTP1,0.039499736462672755,-0.021903213087608658,0.045307519018899185,-0.07705576858764174,-0.03725072937064742,0.0980978764838719,0.044973355519727184,0.04640949662769917,0.027626432619949917,0.03419115309748549,0.017360309840710072,0.11392616028817434
VCAM1,-0.0852269070989002,0.035536057132398664,0.1293082629786972,0.009571682647829738,0.0032285551645835583,0.026616761226253702,-0.012111944727052185,0.0345616204616245,-0.05261857025068727,-0.006074502719136146,0.09890516747615036,0.037782976921956854
NXPH3,-0.04768893555160913,-0.012430786208412195,0.011161463186915502,-0.040421936372775136,-0.013412223933902033,0.1113385266925478,0.05433231141702442,0.12087891424449351,0.10220982729028026,0.0023633286030742455,0.02313131611178962,-0.06808298221604589
MTMR4,-0.0047605482431507876,0.024680199774482575,0.06097356631098342,-0.020924397292422046,-0.0069453744867803945,0.03968355790511291,0.05565543849165131,0.05893843483420727,-0.001855958494017365,0.02627633023521988,0.17933328041968885,0.0004760559789473548
LAMC2,-0.024445234645189377,-0.012330320227685796,,,,,,-0.041086544105058485,-0.026814554373849234,-0.002942379619073183,0.08296549212995474,-0.03706379319079336
IL10,-0.03878321721680714,-0.02605261132618735,-0.015030034789663478,,-0.02162501932585749,0.12388097160410656,-0.060519870415306654,0.06564527414296586,-0.024445670735350592,0.024936018741543182,0.1233656052014607,0.0982167853295563
SEMA4D,0.008514768965136286,-0.0006900237061660743,-0.04487319309757395,0.01782002056067728,-0.041182702522289324,-0.04421341290120414,-0.024452637949532292,0.10638702891717815,0.1122257136369905,-0.020882291145407905,0.063156824934383,0.006870876169652418
TRH,0.04593510551114039,0.03426138277164714,0.1964650691472787,,-0.016855782706309847,0.10929229747853218,0.06513556996069263,0.04908681024824028,0.03564023323052904,0.060962950472235614,-0.0034543186127962058,-0.015654847865763346
SEMA6D,-0.0236415243058507,-0.05264459343308915,0.015126637225071606,0.05854634910899705,0.06508042251478911,0.012527572140909741,-0.03603140912086578,0.05064976484753855,0.04002111007855418,0.015364649991945764,0.08671444469769514,0.07898083755199611
CEL,,,,,,,0.018829899400741507,0.06316979784305332,-0.03885849365031564,0.04915906939403255,0.032879744800743425,-0.061494452026812654
PDCD1LG2,-0.02179746289923476,0.02038446818616143,0.03881712118602925,-0.029087890787997856,0.0826890622145816,-0.023431349370951732,-0.02900968993964763,0.03411417845081211,0.04734050731434936,0.020106108137225,0.1298444148951676,0.0879185685224687
SPINT1,0.010845637161750384,0.01538261150904148,0.09894406727493522,-0.016007823997489304,0.03543257918952156,-0.055315651513465895,-0.0527178916542298,0.06372073427334064,0.061392587844469285,0.061947817430652787,0.11289012993961879,0.10173131664061386
CTHRC1,0.06899751120349577,-0.021025355837962594,0.17503701329046767,-0.0012632234442698869,-0.013347233436230899,0.019914003273527527,-0.11725734819158368,0.0074078349745382846,-0.03370452199288446,0.0036452944612248538,-0.03185798791380488,-0.035235250243531434
PODXL,-0.020312632623663923,-0.046624613363915476,0.14712011871521544,-0.04264252757032859,-0.10310399906403886,0.03767897159501969,-0.138265406284474,0.10842977952382804,0.03616510609974529,-0.019245324602801605,0.027355673722968595,0.08334408432822776
JAM3,-0.00035395651679740337,0.006418813149507406,0.06750630058412076,0.03138696758373094,0.04714326378952208,-0.00038516075483181126,0.029035557428375124,0.07541158989214695,0.007131261460963284,-0.01639615167674173,0.026991621183294713,0.017293616610181847
TGFB2,-0.010446579886758574,0.04966663395851384,0.16075391679934525,0.01963841824020311,0.03174783016501051,0.11262197333224866,-0.027487036610079826,0.06356786030687961,0.08256137984331566,-0.02028018179110511,0.05870322638443766,0.16376371989322397
COL18A1,-0.019216595421946283,-0.06541150975307897,0.08390797798413685,0.021664817194254924,-0.08226036752045932,-0.02700937910706995,-0.20065034636681675,-0.03643202615980867,-0.10582101279925131,0.024531872573833397,-0.140682184398132,-0.06531096391121415
NODAL,,-0.025335355126729204,0.019600547262501683,,-0.029547380061546304,0.011802985090846603,-0.09604052646821779,-0.010880448517057896,0.01109057182355163,0.12316000382931934,0.011915445578631214,-0.08290172668510568
INHBB,0.02316474812706494,0.01344859155611758,0.07511714907705161,0.031964110183032926,0.09292831999187179,0.01972346438769553,0.018859750047178613,0.06387757660619754,-0.018506839359878322,0.020454629280477726,0.15505346129284836,0.05696345026890263
LCN1,,-0.01233032300205805,0.06129304178893864,,,-0.03436226878338371,,0.0876356436312105,0.0037949113420641984,,-0.06956445274959977,0.01650844943989409
ARF4,0.031224443847690703,0.06395859799072971,0.06044908542497569,0.06586576841554097,0.11959940174231587,-0.040802718805239245,-0.08713640716708332,0.008046153201344355,0.06428295359480496,-0.029364556480094263,0.008683849974775908,0.08444286001175916
CXCL14,0.05372919586708099,0.07974566720808693,0.029078994202857443,0.06548499877042568,0.008760031529921157,0.05997820172173822,-0.06526776816568254,0.05609680011305446,0.014989042130365001,-0.014183042281965996,0.23777687180518178,0.15640783870045963
