,UKF248,UKF259,UKF260,UKF266,UKF269,UKF275,UKF304,UKF313,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1,ZH916bulk
DCN,-0.003362217741069629,-0.028845147230286895,0.004027437355361305,-0.039636974646645444,0.03244483985723413,0.02717628214279048,0.051514606429894104,0.01616579917099285,0.11007335127048061,-0.06838645331279587,0.022108152836702036,0.07513660086874288,-0.007549237671442108,0.1774524623810652,-0.09493259364783063
RARRES2,-0.07880907140722943,0.019159538287391375,0.04663514674198076,0.08185778318763379,-0.020572436672977264,-0.04141639636796128,0.0616794241050443,-0.009279535979237688,-0.12084932223220263,0.04533540002058132,0.006662223411994764,-0.04279014888633529,0.08366026519216119,0.004192265993597533,0.09965073707584964
SEMA4A,0.01468209150656904,-0.024088287251652643,-0.009201160943980182,-0.02127036446582549,0.009881045336832886,0.005143788633235043,-0.06255097414553146,-0.03425870034210389,0.12230967466005195,-0.04136913282787325,0.048059964959992936,0.16311386109666115,0.04050694830902719,0.059835049854589956,0.032858079276172104
GDF11,-0.058275191159573365,-0.030914407133250214,-0.025903981885229996,0.048084587043038154,-0.007616662505286704,0.029257527563607208,0.03485810726374852,0.025642700405129285,-0.032729899981592175,-0.009765534703307646,-0.05254662806366647,0.014667422481688059,-0.031429598960324844,0.07204865776637263,0.06770045696475924
GPC3,0.0015257065727087957,-0.018469712707308135,0.009436986608927897,0.05856596583037381,-0.006759096078265706,-0.018002670354408775,-0.022589197843310014,-0.01692551102134022,-0.018590723235575292,-0.02935778379696862,0.038702911569037046,0.10244051782379032,0.04304835148213451,0.11474607886980596,-0.05279311112893339
OSTN,,-0.011236322718965696,-0.013932181974938498,,0.003287183093901788,-0.027820145009473732,,,,,,,,,-0.0024466917989381656
GRN,0.06141155312510878,-0.01946704246848908,0.04893262752287206,-0.02272597400360326,-0.008581726414515227,0.014434476767263291,0.08580801614884581,0.015118977512060362,0.014287943241542853,-0.001138580455550482,0.0306080066361787,0.022552173862935468,0.052739729730792335,0.20610059293964356,-0.01577658630881488
CALM1,-0.021329331528889838,-0.0774802848490601,-0.03271407272384925,-0.03331280775531779,0.037316800977932135,-0.025523390269193424,-0.04808591070249122,-0.02369151754361845,0.030010097930981555,-0.1038845960375524,-0.02588427496025324,0.037130134977157433,-0.07520069479564641,-0.07332340885451935,-0.02853712700401269
ANGPTL4,0.056804377316606834,0.067115443672905,-0.003585979097869219,0.04416590410485941,0.019516657278843413,0.027204175976353606,0.010007070944223076,-0.00029542481034900884,-0.11940774025002551,0.058568618471464266,-0.01704930943137468,-0.09628105775379345,0.05849364204369822,0.13360750203297123,0.054471593615803726
BMP8B,0.05038954607771355,0.01353002400633179,0.011475306538509129,0.011531154159974254,-0.006802248293116793,-0.02453401435461228,0.0369848125982283,-0.032911573429154094,-0.049455086452389815,0.021173404192725717,0.06647553945866867,-0.06098186015800886,0.029510288037729922,0.13069197257164444,-0.02036821575761431
TNFSF4,0.1342022660362646,-0.028373910599653523,-0.02810037804629617,0.008235028577997383,-0.027554461408946223,-0.03233678614628279,-0.03457223723272369,0.024118815962030207,0.019400871325652918,-0.0016926918751456752,0.049436006129303774,0.09517535714688825,-0.00368278873911047,0.1235011035644426,-0.06030588659176264
RBP4,-0.03606402152453585,0.06137021893412663,-0.027925431985329863,-0.04718204990312619,0.05634075640412311,0.032638963505845456,-0.05729733090741682,-0.0202486375519435,,-0.05394984197376259,0.07558301259167596,0.1685266812841534,0.02160459347521839,-0.0640110476197395,0.010502983979606416
DKK3,-0.03360437133273872,0.0035561756753687774,-0.011755234437728874,-0.025427734025130155,0.08081148446938166,-0.008202109222398356,-0.031096027677211747,-0.01632669883109915,0.012485536372120881,-0.0011737818929974946,0.018500993691119797,0.10554772175059993,0.01394272150042452,0.029971016861513843,-0.028562377469918746
COL11A1,-0.0424929043501943,0.06081035042590895,-0.02808748579397779,0.034845970747971335,-0.018881184617254007,0.011359531409439247,-0.038647544110671624,0.045691773665443344,,0.14462484542169704,0.06229343775164521,-0.02930798407009527,-0.05934659863166311,0.03909473731845448,0.007628775100405805
COL5A1,0.10647593841823487,-0.0012175492697001748,0.000837070907351392,0.041882749217728846,0.03578245255283765,0.06176345921784296,0.05401504387741058,0.018446826943621222,-0.034800068675790954,0.06517861026846233,0.04892291815050331,-0.050816274878943586,0.030727625173865177,0.17959353377478754,0.04193918566092855
KISS1,,0.10637247713240036,,,,,,,,,0.0507547683419437,0.026692359772083986,0.05018185177099147,,
MEGF10,-0.010514501183839441,-0.04479104687070711,0.020062970150386383,0.041746720922688794,-0.03777324540487979,0.005034188183986265,0.04148258438457538,0.0138510803975138,0.002761988465729973,0.10799123316923159,0.021538882223656634,0.06001258527360832,-0.012418100174467248,-0.07335272665178495,0.01209184785471132
CEACAM1,0.011978694323482851,-0.01186834651494826,-0.0145620866483712,,0.006668016868473716,0.026850780504104308,,,0.031726225382318896,-0.03520356489987006,-0.038951507079082875,0.0396048744295287,-0.023947031400477912,-0.031237378489785948,
EFEMP2,0.038364191805415726,0.053084958386915834,0.026893718553337585,0.020248348616566714,0.013938670587499221,0.04879502313450032,-0.009483492170330777,0.03427106040502213,-0.027273074731174147,-0.0186098059598529,0.034367111496217344,-0.0826990916351982,0.004235777168344002,0.05649277044005475,-0.020151333632126917
IGF1,-0.0003427676770239298,-0.026935853355551497,0.045467342761363404,0.06407018062349701,-0.03113790594428698,-0.013769974385971162,0.040509464454493216,-0.02474328704598417,0.011301183546983755,0.0514246661299768,0.03094263229988639,0.09654150983797687,-0.005284080954901778,0.09931959601674462,-0.035042220555107625
COL6A3,0.07760902280557172,-0.008745350827004329,0.08705811061275329,0.007172860416458772,0.08856688854348369,0.07806174122714622,0.030702135153352968,0.03359550108735649,0.0072976547635886894,-0.06706802008519813,0.07410014859520603,0.02713290735657348,0.03203798483800223,0.17299004816658262,-0.0380143110495863
RLN2,,-0.015113140072562904,-0.01902876262111335,0.08334386841774814,-0.01997023856041247,-0.01607166869873567,-0.007686493930859701,,,,0.013226195468317244,,0.006016194971222325,-0.014853613883583472,0.001153080564762116
WIF1,-0.03104598976196195,,-0.049575366295520354,-0.010164929433440136,0.12055704558319282,-0.013892229307732866,-0.04896920918951481,,,,,,0.02876304029690527,,0.09213956481415111
IL13,,,,,-0.017142548585734347,,,,,,,,,,
PLAU,0.029112768521776255,0.012467960158196949,0.07858246570714864,0.03447995563479449,0.008729060390332019,-0.03175662155932435,0.03806033751661972,-0.0470448250236624,0.019270529436986178,0.006144326409792274,0.06862059387320942,0.07869109002350261,-0.03650656717508271,0.059023384713054405,-0.017033614004675634
CXCL12,0.03162548785320659,-0.007769423546290187,0.05085897042671609,0.019226925062379014,0.06551148480171581,-0.025929732471541903,-0.0036066901750976157,-0.08227477405075956,-0.09270878379982123,-0.04210209607353181,0.053399004894082606,0.05403115959917811,-0.03356524052720539,0.1662559500732265,-0.025879485099952165
